POA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
POA6012,93,199,351,461,522,367,177,42,0,2203,0,3,3,0,5,0,3,0,0,15,0,7,18,20,17,5,0,0,0,72,13,4,0,12,15,3,7,0,0,54,0,0,6,4,5,0,0,0,0,15,6,0,6,9,18,5,4,0,0,48,0,0,9,3,5,7,4,0,0,33,43,32,31,29,17,15,10,4,0,174,51,44,28,18,10,3,3,0,0,160,0,0,4,4,13,4,0,0,0,19,0,4,0,8,5,0,0,0,0,16,0,4,7,16,17,4,0,0,0,42,0,3,9,4,11,11,9,7,0,48,0,21,51,56,49,39,9,0,0,229,0,5,17,14,11,4,0,0,0,57,0,5,16,34,26,23,4,0,0,103,23,30,32,60,104,71,15,0,0,336,7,29,121,113,130,101,28,0,0,529,0,6,6,5,10,0,0,0,0,31,9,22,16,13,25,8,4,0,0,90
POA6014,335,455,1037,1359,1324,911,279,41,16,5750,0,0,0,0,3,3,0,0,0,12,0,5,47,79,53,22,5,0,0,208,19,9,15,24,14,14,3,3,0,97,0,0,8,18,10,4,0,0,0,45,0,13,31,48,34,33,6,5,0,166,0,4,13,23,13,8,0,0,0,63,89,91,67,58,55,44,16,0,0,413,118,77,61,30,26,7,0,0,0,315,0,3,12,14,18,13,4,0,0,68,4,4,12,9,21,13,0,0,0,51,0,7,41,51,48,30,4,0,0,176,0,6,18,18,18,14,4,0,0,84,5,52,135,190,169,90,19,0,0,654,5,14,82,66,29,25,6,0,0,230,6,7,53,86,76,53,10,0,0,293,24,39,115,148,240,177,57,7,0,801,23,107,347,379,370,238,75,4,0,1548,25,10,26,23,22,14,4,6,0,124,12,22,29,36,34,27,10,3,0,165
POA6015,110,142,173,219,455,392,140,35,12,1678,0,0,0,0,4,0,0,0,0,10,0,0,0,31,12,5,0,0,0,48,7,0,0,5,6,3,0,0,0,33,0,0,0,7,3,0,0,0,0,10,0,0,0,9,12,3,4,0,0,28,0,3,0,5,4,9,0,0,0,22,37,19,9,11,26,22,0,0,0,134,36,19,10,5,4,10,0,0,0,82,0,0,5,3,4,3,0,0,0,19,0,4,0,0,6,5,0,0,0,17,3,4,9,0,19,11,0,0,0,50,0,0,0,7,14,13,0,0,0,43,0,21,24,41,56,27,14,5,0,186,0,0,5,12,12,7,0,0,0,38,0,5,10,12,24,16,3,0,0,63,14,10,17,31,72,59,14,3,0,219,7,29,26,59,117,84,18,7,0,347,3,9,0,0,10,3,0,0,0,35,7,9,0,8,8,5,7,5,0,38
POA6016,129,206,688,852,655,369,99,17,0,3009,0,0,0,6,0,0,0,0,0,6,0,3,33,61,36,11,3,0,0,144,8,4,14,18,10,8,0,0,0,65,0,0,5,17,9,0,0,0,0,34,6,5,24,23,20,7,0,0,0,75,0,4,11,11,14,0,0,0,0,41,35,47,50,40,25,20,0,0,0,220,49,46,62,26,21,11,3,0,0,212,0,0,7,12,7,0,0,0,0,28,0,4,6,15,3,5,0,0,0,34,0,11,18,39,30,6,0,0,0,102,0,5,7,12,6,9,0,0,0,44,0,12,83,98,73,32,3,0,0,304,0,23,54,35,12,7,7,0,0,138,0,5,35,56,47,41,3,0,0,191,10,20,60,90,124,83,17,0,0,398,7,60,243,201,139,93,29,0,0,779,13,8,17,11,9,0,4,0,0,59,3,4,34,30,18,12,4,0,0,95
POA6017,19,107,543,357,158,101,33,5,3,1330,0,0,5,0,5,0,0,0,0,8,0,6,16,10,3,6,3,0,0,39,0,5,9,8,6,0,0,0,0,32,0,0,8,3,3,0,0,0,0,12,0,6,19,5,5,4,0,0,0,40,0,0,9,0,7,0,0,0,0,10,7,32,51,21,4,12,0,0,0,122,7,14,63,11,7,4,0,0,0,113,0,3,3,0,9,3,0,0,0,20,0,0,5,0,0,0,0,0,0,10,0,6,5,5,4,0,0,0,0,27,0,3,3,3,0,3,4,0,0,16,0,5,49,27,8,5,0,0,0,100,0,0,46,25,12,5,0,0,0,90,0,4,28,21,15,6,4,0,0,75,0,13,41,33,20,18,6,0,0,125,0,27,148,79,40,27,7,0,0,321,0,8,21,3,0,0,0,0,0,31,0,7,18,12,6,7,0,0,0,59
POA6018,530,820,2223,2664,2251,1539,469,82,0,10578,0,0,8,5,6,4,3,0,0,27,0,20,133,153,78,23,4,0,0,412,17,14,27,48,54,20,14,0,0,195,0,0,23,24,24,4,0,0,0,72,5,19,91,105,75,35,7,0,0,337,10,10,41,36,50,28,12,0,0,182,204,193,165,126,113,110,33,5,0,956,217,154,119,88,62,30,11,0,0,681,0,16,43,47,40,17,9,0,0,170,4,10,32,31,22,9,0,0,0,107,6,11,86,127,94,52,10,4,0,385,4,10,49,39,41,27,16,6,0,184,11,60,293,325,225,110,26,9,0,1047,9,20,75,78,58,46,18,5,0,304,3,29,137,178,166,112,18,0,0,647,32,100,310,376,477,347,70,8,0,1708,32,215,658,598,548,378,100,4,0,2533,32,34,50,45,33,17,8,0,0,224,18,32,96,79,78,49,9,3,0,378
POA6019,279,469,1708,1646,1304,892,260,52,3,6611,0,0,5,4,3,5,5,0,0,32,0,7,133,94,57,18,0,0,0,312,8,4,40,25,26,15,6,0,0,127,0,0,16,13,13,4,0,0,0,46,0,10,72,62,38,27,13,0,0,214,5,7,23,18,30,23,3,0,0,103,89,90,99,78,71,74,28,0,0,530,105,98,141,69,31,26,7,3,0,468,0,7,31,19,14,8,8,0,0,95,0,3,23,12,9,6,5,0,0,67,0,9,60,58,50,22,10,0,0,206,0,10,42,33,35,25,11,4,0,159,0,49,209,173,123,65,18,0,0,648,8,10,73,56,47,19,14,0,0,221,3,19,98,124,95,52,13,0,0,406,21,43,237,232,236,198,39,0,0,1011,18,108,499,343,307,243,54,12,0,1586,22,16,44,24,24,12,7,0,0,144,12,22,117,58,47,30,6,3,0,303
POA6020,373,464,651,1174,1366,1035,456,68,0,5578,0,0,3,0,3,5,0,4,0,23,0,7,38,63,35,20,6,0,0,167,10,11,12,16,29,23,5,0,0,108,0,0,7,18,6,6,0,0,0,38,0,12,18,67,56,37,17,0,0,211,0,4,8,19,22,24,7,0,0,91,102,93,41,66,73,83,32,0,0,481,140,65,20,33,13,20,9,0,0,299,0,5,13,19,15,13,8,0,0,76,5,3,8,7,7,7,4,0,0,41,0,3,31,50,58,42,14,0,0,198,0,5,12,26,29,21,15,0,0,109,8,32,78,145,123,65,31,7,0,498,0,8,12,33,30,17,9,0,0,113,0,20,30,75,104,65,16,0,0,308,24,44,93,194,321,256,51,3,0,988,17,80,175,261,250,265,83,3,0,1121,16,21,11,25,21,10,3,0,0,117,17,29,41,53,36,34,18,0,0,220
POA6021,224,430,1196,1304,1102,847,278,52,0,5424,0,5,5,4,4,4,0,0,0,21,0,9,35,49,22,13,0,0,0,122,10,5,26,26,19,26,13,0,0,129,0,0,8,16,9,3,5,0,0,49,5,16,56,46,38,34,4,0,0,199,0,6,13,30,25,7,3,0,0,84,126,111,112,89,96,92,25,0,0,650,67,51,71,58,42,24,10,0,0,324,0,5,10,27,21,13,6,0,0,79,0,0,11,7,4,3,0,0,0,34,3,3,39,59,52,18,0,0,0,183,0,7,22,21,17,9,3,0,0,86,5,31,131,151,87,39,16,0,0,460,3,13,46,55,34,35,10,0,0,194,8,10,74,70,76,48,7,0,0,291,13,40,130,138,177,126,34,0,0,659,14,102,292,270,248,178,66,0,0,1173,7,12,22,11,21,10,0,0,0,79,14,21,57,46,34,33,10,0,0,225
POA6022,56,97,272,333,269,175,79,10,0,1288,0,0,0,0,0,0,0,0,0,5,0,3,7,15,7,4,0,0,0,37,0,0,4,9,11,0,0,0,0,30,0,0,7,0,0,0,0,0,0,4,0,4,12,14,8,7,0,0,0,39,0,0,9,6,6,4,0,0,0,23,23,21,23,18,19,14,5,0,0,121,20,16,17,9,9,3,0,0,0,73,0,4,6,9,4,8,3,0,0,27,0,0,0,3,5,0,0,0,0,12,0,0,3,9,10,4,0,0,0,27,0,0,4,3,0,6,4,0,0,21,0,0,25,21,22,11,4,0,0,88,0,4,13,10,3,4,3,0,0,34,0,5,11,30,21,20,0,0,0,86,5,6,36,50,47,38,13,5,0,193,5,17,74,67,59,47,13,3,0,294,3,0,7,8,5,3,0,0,0,23,5,4,17,25,11,8,3,0,0,63
POA6023,264,267,475,937,1018,622,259,43,0,3895,0,6,0,3,6,4,4,0,0,17,0,3,22,36,27,17,0,0,0,100,5,3,6,23,21,15,0,0,0,71,0,0,10,14,4,0,0,0,0,30,0,12,26,37,28,16,0,0,0,115,0,0,14,9,7,10,0,0,0,43,82,63,38,44,62,48,19,6,0,355,120,38,16,14,20,8,3,0,0,215,0,0,5,11,8,11,5,0,0,40,0,9,6,14,5,0,0,0,0,36,0,7,19,43,38,29,9,0,0,139,0,0,10,19,19,18,6,0,0,75,5,20,50,137,94,38,14,0,0,359,3,7,13,22,18,14,3,3,0,81,0,9,25,76,71,48,11,0,0,239,15,22,72,184,224,155,56,0,0,736,14,62,107,204,249,170,47,4,0,859,18,5,13,11,15,11,4,0,0,72,6,16,20,33,41,14,7,0,0,136
POA6024,200,247,628,854,733,510,194,28,3,3394,0,0,5,0,0,0,0,0,0,5,0,5,14,33,15,6,3,0,0,72,10,3,6,19,19,13,3,0,0,87,0,3,7,4,7,3,0,0,0,23,5,7,31,31,29,10,8,0,0,116,0,9,6,6,4,11,3,0,0,43,57,47,37,45,55,36,19,3,0,288,90,42,29,18,16,12,3,0,0,211,0,6,13,15,21,5,5,0,0,63,4,3,0,5,0,3,7,0,0,23,0,3,24,36,24,13,8,0,0,104,0,4,10,14,13,7,0,0,0,56,4,19,46,78,40,36,10,0,0,239,4,11,22,31,20,17,0,0,0,108,0,3,47,63,67,37,3,0,0,227,9,23,103,148,150,91,35,0,0,559,18,39,182,171,200,152,40,0,0,799,6,9,10,9,8,0,0,0,0,49,8,16,37,34,31,14,12,3,0,157
POA6025,460,684,1497,1814,1767,1384,467,46,3,8122,0,0,10,0,9,6,0,0,0,24,0,10,64,59,45,22,10,0,0,211,9,6,18,38,49,40,16,4,0,180,0,0,16,16,6,5,5,0,0,52,4,13,83,81,59,50,7,0,0,297,5,9,21,29,28,14,5,0,0,113,150,114,113,95,120,112,38,7,0,756,201,85,65,61,39,41,11,0,0,510,3,6,26,21,27,13,5,0,0,104,6,6,11,14,10,8,0,0,0,57,8,14,47,96,75,50,18,0,0,302,0,15,25,31,18,29,11,0,0,132,3,52,119,167,127,76,23,0,0,572,6,10,47,61,63,38,19,0,0,240,0,15,88,142,113,100,18,0,0,489,21,60,248,311,393,296,63,0,0,1385,28,115,363,389,385,384,93,5,0,1766,22,23,36,39,21,17,8,0,0,161,13,42,83,71,60,39,14,0,0,329
POA6026,376,510,744,1262,1236,1197,420,28,7,5777,0,4,0,0,4,0,3,0,0,18,0,5,27,39,31,12,0,0,0,113,19,15,16,30,42,35,9,0,0,165,0,0,6,18,15,3,0,0,0,49,3,10,34,47,47,42,5,0,0,199,0,7,9,17,19,23,3,0,0,74,142,86,53,65,87,107,29,0,0,575,144,59,28,26,30,35,6,0,0,326,0,4,11,19,23,24,5,0,0,84,4,6,3,12,9,9,0,0,0,46,4,12,36,66,61,41,6,0,0,229,0,7,11,15,23,26,0,0,0,87,6,24,55,132,104,68,17,3,0,409,3,12,21,26,37,35,6,0,0,133,10,14,38,109,97,90,23,0,0,371,16,34,112,251,298,280,58,3,0,1043,18,107,199,299,318,313,73,9,0,1342,27,16,19,19,12,16,4,0,0,108,19,19,39,43,43,41,13,0,0,213
POA6027,646,1107,2112,2425,2333,2064,603,39,6,11334,0,5,11,10,12,18,0,0,0,54,0,18,65,72,47,29,6,0,0,231,24,13,37,56,54,58,7,0,0,250,0,0,12,16,25,8,3,0,0,68,7,29,81,115,86,78,15,0,0,407,0,12,30,22,33,39,6,0,0,144,192,208,190,154,189,197,27,3,0,1167,314,157,78,68,60,45,7,0,0,731,6,7,28,38,27,31,12,0,0,145,6,10,25,8,16,8,0,0,0,79,0,19,80,93,89,61,11,0,0,350,4,22,42,35,51,34,14,0,0,197,5,53,142,194,142,107,32,0,0,668,10,27,75,98,87,55,25,3,0,380,0,23,113,146,167,147,25,0,0,627,32,98,265,419,493,411,63,6,0,1784,44,203,492,471,573,563,159,10,0,2510,27,30,31,43,29,19,5,0,0,187,16,47,120,126,103,78,15,0,0,501
POA6028,465,634,897,1124,1744,1431,282,21,0,6596,3,0,3,5,9,0,0,0,0,24,0,3,32,44,33,16,0,0,0,135,24,13,16,32,35,33,4,0,0,151,0,0,14,10,18,0,0,0,0,50,3,16,42,68,78,53,3,0,0,259,3,3,11,24,34,23,3,0,0,96,159,150,86,78,140,136,23,0,0,762,181,77,43,29,33,30,7,0,0,388,0,4,7,16,27,19,7,0,0,85,9,3,6,7,7,3,0,0,0,43,0,18,37,65,80,43,3,0,0,251,0,8,21,16,30,21,4,0,0,96,9,44,70,105,122,66,11,0,0,431,5,13,27,34,62,33,3,0,0,176,0,16,49,85,126,76,9,0,0,373,27,60,112,204,357,214,20,0,0,998,28,148,182,258,439,358,29,0,0,1456,17,21,17,12,27,12,4,0,0,108,20,36,50,63,63,40,6,0,0,271
POA6029,61,60,78,138,182,131,61,15,0,728,0,0,0,0,0,4,0,0,0,4,0,0,3,13,4,4,0,0,0,25,0,5,0,0,6,0,0,0,0,11,0,0,0,0,4,0,0,0,0,5,0,0,6,7,4,6,0,0,0,22,0,0,0,3,3,0,0,0,0,13,14,19,5,8,11,7,0,0,0,66,29,7,3,0,0,0,0,0,0,49,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,8,0,3,0,3,4,6,0,0,0,23,0,0,0,7,3,7,4,0,0,18,0,6,13,14,23,15,4,0,0,80,0,0,0,0,3,0,4,0,0,15,0,0,5,11,3,6,0,0,0,34,4,11,16,12,36,30,14,0,0,115,6,6,25,35,44,21,12,0,0,154,4,0,0,6,3,0,0,0,0,16,0,0,4,10,10,0,0,0,0,24
POA6030,668,1000,1980,2051,2251,1630,373,40,0,10007,5,6,21,22,16,12,0,0,0,82,0,16,50,55,47,27,8,0,0,193,12,11,37,50,56,50,0,0,0,217,0,11,13,24,18,13,0,0,0,76,5,22,64,65,89,57,15,0,0,322,6,13,28,35,35,29,3,0,0,136,203,192,207,183,248,144,26,3,0,1204,286,158,119,80,69,47,7,0,0,760,5,15,34,30,42,31,7,0,0,162,0,7,12,14,10,9,0,0,0,51,5,23,55,67,85,52,8,0,0,290,0,18,28,24,48,30,3,0,0,152,0,50,117,134,131,72,12,0,0,522,11,43,96,94,104,69,10,0,0,421,3,34,91,98,137,98,22,0,0,488,25,79,228,316,386,205,29,4,0,1276,47,207,459,495,623,445,85,3,0,2366,31,34,22,32,36,20,3,0,0,174,31,58,135,97,99,50,8,3,0,479
POA6031,317,439,1134,1241,1011,588,117,5,0,4854,0,3,16,15,13,8,0,0,0,61,0,9,27,33,18,12,0,0,0,95,7,9,28,37,25,15,0,0,0,122,0,0,4,8,5,0,0,0,0,21,3,10,58,41,40,18,4,0,0,162,0,3,21,28,19,9,8,0,0,79,110,84,151,116,93,69,10,0,0,632,112,64,57,38,18,12,6,0,0,308,6,6,20,18,25,9,3,0,0,88,5,7,6,11,7,5,0,0,0,40,3,5,42,70,35,13,0,0,0,169,5,4,17,22,13,9,3,0,0,68,0,20,75,66,45,25,3,0,0,238,7,23,50,46,51,26,0,0,0,191,0,8,67,58,64,40,3,0,0,240,23,27,132,183,164,74,8,0,0,599,18,103,275,326,309,186,28,0,0,1251,14,12,19,15,5,9,5,0,0,75,17,34,77,45,50,23,4,0,0,250
POA6032,0,4,9,5,16,16,0,0,0,60,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,8,13,20,18,25,27,18,0,0,125,0,0,0,3,7,9,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,11,3,0,4,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6034,34,81,335,223,126,61,19,0,0,870,0,0,3,0,0,0,0,0,0,6,0,5,13,4,0,3,0,0,0,22,0,0,7,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,5,0,0,0,30,0,0,3,3,5,0,0,0,0,12,13,11,41,20,24,12,0,0,0,120,21,15,10,9,3,3,0,0,0,65,0,0,3,5,6,0,0,0,0,20,0,0,4,3,0,0,0,0,0,7,0,0,15,13,5,0,0,0,0,34,0,3,9,0,0,0,0,0,0,11,0,3,6,9,9,4,0,0,0,30,0,3,7,10,10,0,0,0,0,33,0,3,18,9,8,0,0,0,0,46,0,7,41,37,20,8,0,0,0,111,3,35,88,67,54,22,8,0,0,278,0,0,3,4,4,0,0,0,0,7,0,9,27,7,10,5,0,0,0,50
POA6035,113,191,513,542,516,349,73,7,0,2310,0,5,4,7,9,6,0,0,0,35,0,9,16,26,12,7,0,0,0,68,0,0,14,11,14,3,0,0,0,49,0,0,6,0,5,3,0,0,0,15,0,4,23,22,18,8,4,0,0,83,0,3,3,8,16,9,3,0,0,43,34,28,52,59,56,40,6,0,0,278,59,26,30,35,21,13,3,0,0,187,0,6,14,6,7,10,0,0,0,43,0,0,3,0,0,0,0,0,0,8,3,0,10,16,12,4,0,0,0,45,0,0,11,12,10,4,0,0,0,28,0,6,24,29,21,13,3,0,0,98,4,6,16,32,25,11,0,0,0,88,0,10,21,18,24,24,4,0,0,93,6,12,59,101,88,35,7,0,0,309,7,28,113,133,124,101,23,0,0,532,6,0,4,14,12,3,0,0,0,40,8,9,45,29,20,12,0,0,0,116
POA6036,314,472,900,969,1006,549,95,13,0,4321,0,0,8,17,6,0,0,0,0,30,0,8,23,20,26,8,0,0,0,85,10,4,26,24,26,9,0,0,0,102,0,3,6,14,6,4,0,0,0,34,3,15,31,26,33,12,0,0,0,127,0,8,11,13,16,8,3,0,0,61,102,103,115,100,111,83,11,0,0,636,162,74,49,39,31,19,3,0,0,375,3,7,9,14,12,6,0,0,0,57,3,3,6,4,7,4,0,0,0,25,5,12,30,38,41,20,5,0,0,148,0,3,13,17,19,8,3,0,0,68,5,14,43,63,47,25,3,0,0,208,4,13,38,35,40,24,8,0,0,165,0,11,32,64,73,31,8,0,0,228,10,36,104,144,173,73,9,0,0,549,26,101,218,272,298,172,35,0,0,1123,13,5,10,9,16,0,0,0,0,57,18,28,61,56,52,21,4,0,0,230
POA6037,27,56,157,147,204,143,30,7,0,773,0,0,8,4,0,0,0,0,0,13,0,0,9,5,6,5,0,0,0,22,0,0,0,3,6,0,0,0,0,16,0,0,5,0,0,3,0,0,0,6,0,0,3,6,9,0,0,0,0,19,0,0,3,5,3,6,0,0,0,18,14,14,15,28,20,13,0,0,0,110,12,9,10,12,10,0,0,0,0,47,0,0,3,3,4,4,0,0,0,16,0,0,5,0,0,0,0,0,0,3,0,6,5,0,6,4,0,0,0,16,0,0,3,0,0,3,0,0,0,14,0,0,14,6,9,5,5,0,0,36,0,5,0,5,8,5,0,0,0,26,0,0,5,3,7,7,0,0,0,22,0,5,10,21,31,17,8,0,0,97,4,9,21,43,44,32,5,0,0,164,0,0,0,0,0,0,0,0,0,7,5,4,11,4,3,7,0,0,0,38
POA6038,105,214,762,722,468,225,55,3,0,2552,0,0,7,3,0,0,0,0,0,15,0,0,25,16,10,0,0,0,0,51,0,3,10,7,6,0,0,0,0,38,0,0,8,5,8,0,0,0,0,24,4,4,35,21,17,3,0,0,0,77,0,4,22,7,10,11,0,0,0,48,44,53,94,53,62,36,0,0,0,341,65,33,36,30,11,9,0,0,0,187,0,0,6,7,9,6,0,0,0,29,0,0,3,3,0,0,0,0,0,12,3,5,32,27,21,7,0,0,0,100,0,5,4,12,3,4,0,0,0,25,0,12,39,25,29,6,0,0,0,111,7,11,34,31,22,14,0,0,0,113,0,6,50,41,20,12,4,0,0,140,12,26,100,108,80,38,11,0,0,370,0,47,197,188,164,75,11,0,0,683,3,3,9,9,5,4,0,0,0,34,9,10,61,27,17,12,0,0,0,141
