POA_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
POA6489,3,6,3,3,6,0,0,20,4,3,6,5,3,4,0,24,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,15,20,17,11,16,9,0,91
POA6490,8,8,5,9,8,10,0,43,9,5,8,7,11,14,0,52,0,3,6,0,3,7,0,10,0,0,0,0,0,0,0,4,43,37,25,28,28,52,0,216
POA6501,22,50,22,15,31,13,0,154,13,27,18,24,17,5,0,104,5,12,4,9,14,0,0,47,0,0,0,5,10,0,0,13,132,220,99,87,182,36,0,760
POA6502,30,62,37,23,38,17,0,192,17,40,44,35,26,18,0,179,8,16,17,24,20,9,0,98,4,3,3,5,13,4,0,29,150,223,153,129,214,90,3,970
POA6503,54,105,59,35,67,27,0,352,32,74,33,54,75,30,0,298,14,32,17,33,61,12,0,172,5,4,4,4,17,0,0,27,337,458,227,216,491,159,17,1905
POA6504,4,7,10,3,11,9,0,47,4,4,3,4,8,5,0,36,0,5,7,5,4,4,0,24,0,0,0,0,0,0,0,3,15,43,30,21,41,45,0,195
POA6505,0,10,6,3,7,0,0,19,0,7,0,0,5,0,0,15,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,32,6,18,12,8,0,94
POA6506,5,6,0,0,3,0,0,10,0,6,0,0,3,3,0,9,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,12,3,8,12,4,0,56
POA6507,19,33,11,5,35,37,0,141,6,24,4,0,18,7,0,63,9,3,6,8,5,0,0,30,0,0,3,0,3,0,0,6,118,137,55,40,116,208,5,677
POA6509,5,9,0,0,7,10,0,30,0,5,0,0,0,15,0,24,0,3,3,0,0,7,0,15,0,0,0,0,0,0,0,0,28,37,14,5,31,38,0,142
POA6510,59,92,36,12,67,36,0,306,31,60,33,28,65,29,0,240,12,33,10,17,35,17,0,121,7,6,3,0,25,4,0,43,282,415,157,127,381,228,51,1636
POA6511,20,28,18,3,23,5,0,102,17,33,18,12,28,12,0,118,4,5,8,15,13,3,0,46,0,0,0,6,3,4,0,17,82,120,65,50,104,31,0,452
POA6512,5,7,0,0,8,3,0,24,3,0,6,4,4,0,0,12,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,5,19,21,12,8,15,7,0,78
POA6513,6,4,0,3,4,6,0,26,3,3,0,0,5,0,0,16,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,27,38,18,15,17,12,0,130
POA6514,25,52,17,8,19,10,0,135,20,34,31,25,38,12,0,156,10,14,11,17,22,8,0,70,0,0,0,5,3,10,0,14,84,152,77,69,119,59,0,556
POA6515,17,17,4,11,14,14,0,68,10,0,10,6,10,10,0,50,0,4,0,0,7,3,0,18,0,5,0,0,0,0,0,6,50,61,37,27,51,50,0,283
POA6516,57,109,56,45,60,19,0,336,45,92,68,61,97,33,0,404,9,27,25,20,37,26,0,146,8,7,8,0,7,6,0,43,300,465,245,194,337,147,11,1707
POA6517,9,21,9,3,14,6,0,65,16,12,18,8,6,8,0,70,3,3,0,5,5,12,0,31,0,0,0,5,5,0,0,10,76,87,51,28,54,67,5,358
POA6518,10,15,7,6,10,7,0,50,0,12,10,5,7,3,0,29,5,3,0,4,3,11,0,23,0,0,0,0,3,5,0,5,37,53,21,22,38,39,0,212
POA6519,17,27,12,8,17,17,0,90,5,15,10,12,22,8,0,75,4,12,0,6,19,10,0,45,0,0,0,0,4,0,0,6,71,123,50,47,107,95,0,499
POA6521,11,20,11,3,10,0,0,56,5,12,0,11,18,13,0,58,5,6,3,0,8,8,0,30,0,0,0,0,0,0,0,3,66,82,25,28,87,33,9,332
POA6522,11,25,11,5,25,32,0,106,13,17,17,3,20,28,0,99,0,7,4,9,11,18,0,41,0,0,0,0,0,5,0,4,61,97,57,42,90,107,0,450
POA6525,82,204,96,76,126,82,0,673,70,167,114,122,181,85,0,741,36,73,52,57,120,46,0,388,8,16,10,3,27,15,0,81,495,847,461,394,707,433,4,3332
POA6528,7,17,15,8,15,5,0,67,12,14,10,11,16,7,0,67,0,4,4,3,6,0,0,18,0,0,0,0,4,0,0,10,53,82,40,46,73,25,0,315
POA6530,659,1344,616,392,950,338,8,4307,400,843,537,482,924,289,3,3461,214,348,240,233,692,245,9,1975,78,105,61,56,350,144,5,783,4750,7071,3079,2481,6505,2866,44,26787
POA6532,154,305,132,125,185,80,0,974,89,173,121,123,210,58,0,780,32,42,32,50,72,12,0,243,13,7,8,6,26,3,0,58,1041,1515,682,643,1074,450,13,5421
POA6535,53,75,43,53,41,44,0,317,40,57,44,81,77,46,0,348,13,23,27,19,58,20,0,161,6,4,4,7,27,5,0,60,225,328,188,225,293,198,0,1459
POA6536,83,113,55,54,120,79,3,515,85,149,77,81,147,69,0,608,23,57,29,27,57,26,0,224,7,6,3,3,12,9,0,38,348,538,255,243,509,303,13,2205
POA6537,80,155,49,45,125,89,0,548,55,128,90,64,155,117,0,614,17,35,16,37,57,42,0,208,0,0,6,3,6,6,0,14,344,591,244,233,538,426,16,2391
POA6556,68,106,46,37,59,16,0,333,29,44,36,31,44,10,0,196,12,13,17,4,20,10,0,73,3,6,3,0,8,0,0,23,370,458,212,162,273,64,0,1544
POA6558,23,43,27,23,25,140,0,278,12,20,15,13,15,51,0,132,3,5,6,0,13,14,0,48,0,0,0,0,3,7,0,6,116,168,84,76,122,1885,0,2446
POA6560,41,67,39,30,42,14,0,221,22,39,22,24,38,17,0,160,7,25,21,12,17,13,0,93,0,0,0,0,9,0,0,15,216,275,147,115,234,102,0,1095
POA6562,21,64,28,19,28,8,0,165,27,40,44,22,49,20,0,208,6,16,16,8,21,7,0,82,0,3,3,0,4,0,0,12,167,289,177,137,211,100,0,1078
POA6564,7,22,10,5,7,7,0,60,7,12,6,8,12,3,0,56,0,0,4,6,9,0,0,16,5,0,0,0,0,0,0,4,41,71,41,41,61,16,0,264
POA6566,88,197,103,85,87,79,0,635,60,150,97,105,134,61,0,605,22,43,42,33,81,37,0,257,11,12,7,8,14,3,0,61,382,716,378,375,550,341,0,2738
POA6567,14,22,9,16,11,20,0,95,4,24,16,15,13,9,0,78,8,13,10,0,10,8,0,41,0,0,0,0,0,0,0,4,48,114,54,53,71,57,0,394
POA6568,7,13,0,4,13,6,0,45,6,6,6,6,3,3,0,32,0,10,0,0,3,0,0,15,0,0,0,0,0,0,0,3,34,41,13,22,30,12,0,153
POA6569,6,9,3,0,9,3,0,31,0,8,0,7,9,3,0,31,0,4,3,0,9,4,0,14,0,0,0,0,4,0,0,5,34,52,10,21,50,26,0,196
POA6571,0,5,0,0,0,0,0,11,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,5,6,3,0,49
POA6572,4,0,0,3,5,0,0,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,9,10,8,0,44
POA6574,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,13,6,7,19,6,0,53
POA6575,4,4,0,0,0,0,0,16,4,0,0,5,3,0,0,14,0,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,23,20,8,10,15,9,0,87
POA6603,41,42,25,16,30,14,0,158,22,31,21,24,40,14,0,151,7,13,7,7,24,7,0,69,0,3,0,0,14,0,0,21,177,212,105,103,212,78,4,894
POA6605,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,6,7,7,0,33
POA6606,4,6,5,3,7,0,0,23,5,7,0,3,10,0,0,26,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,3,17,27,15,11,33,0,0,114
POA6608,7,4,0,0,9,15,0,32,4,0,0,0,4,0,0,16,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,21,7,11,18,26,0,108
POA6609,25,25,13,13,21,16,0,116,8,20,13,11,19,17,0,79,4,19,4,3,9,13,0,51,0,5,0,7,10,5,0,25,131,156,67,74,146,118,0,692
POA6612,5,10,5,3,9,5,0,37,7,3,5,3,8,5,0,33,0,4,0,0,0,4,0,15,0,0,0,0,5,5,0,8,25,40,14,15,40,31,0,160
POA6613,0,10,0,0,0,0,0,8,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,3,7,9,0,0,40
POA6614,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,13
POA6616,0,0,0,0,0,4,0,10,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,10,15,0,44
POA6620,21,29,11,3,36,66,0,170,3,10,15,3,17,22,0,65,3,0,0,4,6,3,0,22,0,0,0,0,3,4,0,8,119,130,51,41,218,359,5,921
POA6623,20,24,16,10,10,19,0,95,6,12,12,11,27,46,0,118,4,4,4,7,7,14,0,42,0,5,0,0,10,8,0,23,69,110,45,50,100,148,0,517
POA6625,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,8,3,3,5,0,0,39
POA6627,0,9,0,4,0,0,0,12,4,0,0,0,5,0,0,3,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,17,4,8,6,4,0,62
POA6628,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,0,0,11
POA6630,23,22,14,11,21,20,0,108,21,29,20,13,34,20,0,140,6,4,9,3,9,0,0,30,0,0,0,0,7,0,0,3,99,104,59,40,113,109,0,532
POA6631,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,12
POA6632,4,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,16,3,12,5,0,0,56
POA6635,8,16,3,5,30,87,0,152,11,4,11,4,13,20,0,58,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,4,88,105,41,39,195,559,0,1028
POA6638,26,35,16,14,44,105,0,240,19,24,16,15,26,41,0,137,0,4,0,3,11,7,0,24,0,0,0,0,0,0,0,3,121,160,65,61,241,584,0,1231
POA6639,12,9,8,3,7,23,0,73,8,5,9,3,18,0,0,47,0,6,3,0,7,8,0,22,0,0,0,0,0,0,0,0,31,35,18,11,39,136,0,276
POA6640,16,33,15,11,40,14,0,113,9,23,9,7,35,12,0,89,4,5,4,0,15,0,0,29,0,0,0,0,0,0,0,0,61,126,39,29,240,54,3,551
POA6642,55,64,19,17,97,98,0,363,36,27,20,14,45,43,0,197,11,9,5,9,15,11,0,47,0,0,0,0,0,0,0,0,371,337,126,94,572,701,12,2213
POA6646,22,28,7,0,41,51,5,151,6,10,3,5,17,21,0,66,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,169,174,44,20,318,480,5,1216
POA6701,206,379,179,89,374,149,4,1381,248,413,197,159,461,151,0,1627,74,127,82,65,192,62,0,599,10,13,10,7,43,15,0,98,1165,1842,763,552,1792,1017,109,7235
POA6705,4,26,4,4,14,5,0,62,18,13,8,3,17,7,0,68,0,4,0,0,3,5,0,14,0,0,0,0,0,0,0,0,52,82,28,19,62,25,0,263
POA6707,193,295,158,71,227,54,4,997,198,310,155,143,337,64,5,1216,57,86,50,51,142,22,0,416,0,4,8,6,23,7,0,44,1189,1500,654,453,1300,356,44,5502
POA6710,58,78,28,14,112,85,4,382,42,93,39,35,77,85,0,374,12,25,9,13,22,21,0,108,3,0,0,0,0,0,0,11,270,399,168,134,491,411,37,1908
POA6712,3,4,0,0,14,24,0,48,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,3,0,63,186,4,301
POA6713,42,44,23,19,21,20,0,178,14,14,5,7,17,14,0,78,6,8,0,5,4,5,0,29,0,0,0,0,0,0,0,0,214,285,132,110,137,120,4,999
POA6714,340,541,168,104,522,655,19,2345,112,218,95,72,288,196,13,990,30,39,23,26,74,34,3,235,0,6,0,0,7,3,0,20,2894,4007,1293,1107,3841,4376,124,17640
POA6716,43,50,21,11,133,111,4,367,19,28,7,5,34,19,0,120,0,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,297,378,135,73,718,595,14,2207
POA6718,23,36,20,3,18,21,0,119,5,18,14,9,19,11,0,72,5,3,6,0,10,5,0,29,0,0,0,0,0,0,0,0,121,192,107,87,121,260,0,891
POA6720,55,72,27,19,95,116,4,384,23,46,16,27,56,95,0,272,6,10,5,3,23,19,0,70,0,0,0,0,0,0,0,3,382,551,200,164,554,641,12,2506
POA6721,141,211,58,35,196,178,4,823,80,120,39,38,147,89,0,509,23,22,12,10,41,27,0,131,8,4,0,0,0,0,0,10,975,1233,369,321,1086,928,32,4939
POA6722,241,285,101,72,383,364,4,1455,60,107,49,34,166,108,3,528,14,20,10,11,45,24,0,115,0,0,0,0,20,6,0,33,1660,2099,723,572,2729,2553,37,10370
POA6725,406,636,251,145,573,289,3,2300,317,544,254,162,672,180,8,2138,95,122,65,42,200,65,0,579,10,11,6,3,38,22,0,85,2618,3342,1281,910,2974,1814,122,13054
POA6726,237,393,128,76,312,279,0,1432,226,336,204,119,406,228,4,1518,85,105,67,48,129,113,0,534,8,3,7,6,19,12,0,49,1460,2015,775,484,1681,1437,54,7911
POA6728,197,247,74,40,235,175,0,979,138,148,91,49,187,115,3,736,14,18,10,10,68,27,0,152,6,0,0,0,18,0,0,31,1320,1171,430,307,1294,1233,31,5780
POA6740,59,75,25,14,97,95,0,361,32,45,19,18,71,49,0,226,11,15,0,4,9,12,0,52,0,0,0,0,0,0,0,3,340,461,128,76,521,450,20,1997
POA6743,269,414,125,66,342,149,3,1373,160,260,107,67,340,104,4,1043,20,52,14,15,73,38,0,205,0,0,0,0,15,11,0,28,1401,1993,697,439,1807,1053,111,7493
POA6751,157,229,92,48,397,376,5,1301,70,110,41,29,146,101,6,508,13,17,12,4,31,21,0,102,0,0,0,0,0,0,0,4,1088,1439,507,331,2240,2322,47,7978
POA6753,217,262,70,51,590,581,14,1792,39,53,29,15,137,110,4,379,3,4,5,0,19,7,0,47,0,0,0,0,3,0,0,6,1695,2049,569,485,3609,3908,87,12394
POA6754,35,54,10,8,40,64,3,219,6,7,0,0,8,16,0,39,0,0,0,0,0,9,0,12,0,0,0,0,0,4,0,3,221,278,95,78,271,446,6,1395
POA6758,38,27,6,13,124,150,0,357,8,7,3,4,14,22,0,55,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,300,297,80,66,795,1156,13,2698
POA6760,33,49,23,12,132,121,0,375,18,38,16,15,46,24,0,158,5,9,5,3,4,4,0,32,0,4,0,0,0,0,0,6,210,294,139,69,677,785,13,2178
POA6762,17,26,15,4,54,51,0,172,5,3,5,0,8,5,0,24,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,162,211,95,50,360,372,5,1252
POA6765,100,58,18,4,44,48,0,276,38,47,9,5,59,39,3,198,9,9,0,0,14,13,0,44,0,0,0,0,3,0,0,4,593,326,90,62,362,255,4,1688
POA6770,118,139,33,26,148,97,0,561,80,95,47,20,149,83,0,474,15,15,7,0,53,22,0,111,0,5,0,0,3,9,0,12,698,727,352,204,948,597,22,3547
