POA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6164,1048,479,243,96,28,3,2670,37,324,407,261,106,64,16,4,1217,605,2880,2914,1563,720,344,89,25,9139,329,1081,1394,1098,665,390,108,22,5083,1117,2341,2223,1858,1269,642,230,48,9723,383,165,121,107,69,35,6,7,895,78,108,168,220,161,100,38,11,880,1580,2612,2519,2181,1497,769,276,61,11492,29,64,99,72,64,46,20,11,404,306,432,435,340,243,215,186,135,2292,2934,8117,8800,5995,3527,1931,720,260,32292
POA6165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,20,7,7,8,5,11,0,0,0,34
POA6166,79,66,52,18,3,0,288,0,38,37,46,38,14,3,0,179,81,292,351,224,142,87,31,3,1211,48,119,198,184,170,109,28,3,867,153,321,355,385,346,227,83,16,1889,30,13,15,18,8,7,0,0,98,3,21,30,30,42,33,6,0,165,187,356,396,429,404,269,89,16,2152,3,9,5,23,12,7,7,4,64,48,79,74,73,93,95,80,17,559,373,941,1145,1050,911,602,250,48,5321
POA6167,206,83,45,28,12,0,495,11,67,87,63,49,25,0,0,295,127,664,749,381,189,118,36,9,2276,106,385,509,375,227,123,43,13,1774,508,1068,999,790,621,328,127,47,4486,203,144,68,45,48,23,3,0,525,31,55,79,106,46,46,18,4,388,739,1262,1140,942,712,393,155,50,5400,12,23,42,29,18,25,10,0,163,222,255,282,245,190,181,103,45,1526,1227,2779,3015,2120,1428,896,360,122,11932
POA6168,91,72,57,27,13,3,332,0,38,44,62,49,33,7,0,247,86,333,292,262,198,182,61,17,1434,80,238,296,362,388,259,94,30,1747,493,912,734,784,856,557,320,73,4733,163,102,27,37,44,26,15,0,409,27,28,61,55,78,81,48,10,383,685,1039,820,875,980,666,371,88,5529,11,19,16,19,37,30,12,12,158,425,451,306,274,251,272,319,192,2494,1295,2190,1875,1930,1965,1482,879,343,11953
POA6169,144,122,109,57,23,0,526,9,67,94,93,104,53,12,6,430,150,476,563,496,408,230,96,16,2434,125,344,487,562,560,289,132,31,2530,624,1267,1192,1215,1200,687,323,79,6596,232,123,64,77,58,24,14,0,594,30,54,77,117,122,104,54,7,563,889,1449,1340,1404,1375,812,386,92,7756,12,15,30,36,38,32,28,10,200,204,249,271,242,273,227,256,192,1916,1397,2666,2927,2946,2865,1703,933,343,15795
POA6170,304,77,36,13,4,0,611,8,70,82,52,20,5,4,0,234,109,614,763,327,113,62,20,0,2006,80,333,324,231,124,61,18,3,1177,372,828,633,415,262,128,47,4,2685,118,71,43,30,13,3,0,0,281,21,37,45,58,38,20,3,0,229,508,936,718,506,318,156,53,4,3184,4,22,32,15,12,9,7,0,102,104,157,153,96,68,38,16,6,649,829,2298,2373,1308,688,337,115,15,7968
POA6171,209,145,62,28,7,0,584,12,110,135,113,39,23,11,0,448,159,801,966,543,236,127,57,0,2881,162,656,831,639,326,141,58,9,2830,675,2030,1542,1097,692,348,166,22,6579,245,150,100,48,29,11,4,0,589,54,79,112,103,71,38,25,4,505,974,2257,1756,1253,792,397,198,29,7667,13,26,42,27,23,18,26,0,174,204,315,271,190,123,155,136,23,1413,1530,4300,4216,2904,1600,891,494,67,15999
POA6172,29,40,25,10,6,0,141,7,19,35,30,28,5,3,0,132,45,156,167,174,111,53,28,6,732,59,153,177,269,182,76,24,14,946,274,499,524,532,417,168,88,20,2512,128,38,26,20,15,8,0,0,239,28,16,31,55,45,24,13,4,210,416,558,581,606,477,200,97,22,2967,13,9,8,12,15,16,0,8,84,84,100,95,93,67,49,49,45,588,626,1015,1079,1234,903,413,214,99,5582
POA6173,62,65,42,11,5,0,205,0,22,56,57,21,9,5,0,169,65,175,338,310,101,43,17,4,1057,55,121,283,310,165,59,15,5,1016,299,422,539,588,319,98,33,5,2302,98,25,22,24,10,3,0,0,187,15,14,53,38,40,12,8,0,183,411,463,613,652,370,112,44,5,2670,3,5,14,9,12,9,0,0,64,45,51,64,55,46,20,16,0,299,587,862,1429,1469,753,268,99,15,5479
POA6174,19,10,8,3,0,0,58,0,12,26,13,12,4,0,0,71,27,107,123,95,31,18,10,0,413,30,87,117,85,64,24,7,4,406,160,326,256,213,117,54,18,5,1145,54,24,8,6,8,4,5,0,106,12,23,8,17,12,3,3,0,75,221,367,275,239,137,61,27,5,1329,0,0,0,13,7,0,0,0,21,49,42,47,42,20,19,17,3,228,324,637,616,492,279,130,55,11,2533
POA6175,9,15,10,8,5,0,59,3,13,19,13,17,3,0,0,71,18,77,85,86,41,26,7,5,339,12,37,83,90,56,27,6,0,315,94,146,181,173,100,43,16,5,760,24,14,9,0,4,0,0,0,59,7,9,14,12,4,3,0,0,56,122,168,199,187,112,51,22,9,877,3,0,3,7,7,0,3,0,26,25,19,26,21,19,3,8,4,126,183,335,429,425,259,120,49,15,1807
POA6176,6,9,4,3,0,0,29,0,10,5,9,4,3,0,0,27,6,27,33,25,11,12,0,6,112,7,50,33,28,31,17,7,0,163,44,161,82,56,47,16,7,5,417,9,11,3,0,0,0,0,0,20,4,10,3,10,3,5,0,0,34,52,181,88,69,51,25,7,5,468,4,5,3,5,0,0,4,0,13,16,14,13,17,9,16,0,3,87,89,286,177,142,110,69,17,12,900
POA6180,36,23,13,8,6,0,106,0,13,23,20,14,12,4,0,89,32,110,149,109,46,34,13,0,497,21,114,122,96,60,43,18,4,476,138,313,283,204,125,81,59,11,1212,44,26,27,13,6,5,3,0,120,4,18,22,18,15,14,10,3,112,193,353,332,234,141,103,65,12,1441,3,3,9,0,4,5,6,0,27,29,34,32,33,21,36,30,8,221,283,646,704,522,303,243,134,22,2858
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,9,0,0,0,34,0,0,4,18,8,6,0,0,36,12,15,32,32,23,11,0,0,124,4,0,0,0,0,0,0,0,4,0,0,3,5,6,0,0,0,15,20,11,38,38,27,9,4,0,143,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,3,0,13,21,22,46,62,48,20,5,0,233
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,3,8,5,0,0,22,0,0,0,4,3,3,0,0,15,0,11,18,14,8,5,0,0,62,3,9,11,12,12,10,0,0,65,20,52,51,45,40,15,3,0,235,7,0,3,6,4,0,0,0,20,0,0,3,6,0,0,0,0,21,35,54,60,56,44,19,3,0,273,0,0,0,0,3,0,0,0,7,11,13,18,19,15,11,4,5,98,51,88,128,109,94,48,11,6,532
POA6208,20,18,12,28,8,0,97,0,14,21,25,25,19,5,0,111,33,124,104,108,81,87,48,11,588,33,93,136,138,140,126,62,22,741,226,414,429,400,394,279,136,49,2334,84,36,27,14,22,18,8,0,211,10,19,33,40,38,28,26,6,197,319,471,488,453,459,331,172,61,2747,5,6,10,3,8,15,22,0,71,96,92,91,95,84,140,161,78,842,478,811,865,844,814,750,472,171,5202
POA6209,4,5,0,0,0,0,19,0,0,0,3,3,0,0,0,11,9,11,12,23,18,9,3,0,87,4,9,12,24,28,18,6,0,100,26,41,57,64,78,56,27,6,349,11,5,0,7,0,0,0,0,26,3,7,7,10,3,4,0,0,29,39,48,68,84,83,58,26,9,404,0,0,0,0,0,6,0,0,7,19,25,13,24,26,46,37,5,200,74,91,106,160,157,145,78,14,827
POA6210,245,247,218,144,56,6,1068,13,109,164,193,198,153,51,19,907,250,959,1113,1017,835,733,327,76,5310,233,627,860,1030,1148,885,470,116,5374,1201,2144,2024,2205,2280,1797,931,225,12804,430,195,123,107,112,94,38,10,1116,90,107,143,191,250,229,149,45,1202,1728,2444,2296,2504,2644,2124,1118,276,15124,27,40,58,63,94,110,92,36,524,461,477,496,529,540,765,836,624,4731,2725,4798,5231,5584,5672,4909,2957,1150,33032
POA6211,24,17,38,25,13,3,133,0,6,14,33,18,17,4,0,97,18,96,135,114,122,100,35,3,621,12,53,113,109,134,143,46,6,623,111,247,283,314,248,227,108,13,1550,38,22,19,20,17,10,3,0,116,6,13,24,26,26,26,20,0,149,150,279,326,356,289,259,132,18,1812,3,0,5,8,6,15,8,0,42,40,34,52,47,54,54,43,17,332,228,485,667,681,657,620,280,43,3664
POA6213,3,4,5,0,0,0,16,0,0,3,4,0,0,0,0,13,0,4,11,15,8,15,4,0,54,0,5,0,9,12,10,3,0,42,11,20,18,27,21,18,9,4,114,0,0,0,4,0,0,0,0,13,0,3,0,0,3,0,0,0,9,15,21,23,22,30,19,5,4,144,0,0,0,0,3,0,0,0,7,5,5,8,16,14,7,3,0,61,16,44,45,73,72,59,17,6,334
POA6214,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,11,8,3,8,0,0,34,0,8,0,11,4,5,6,0,38,10,18,30,13,27,10,4,4,120,4,0,0,4,0,0,0,0,14,0,0,3,4,0,0,0,0,13,14,23,34,20,29,12,4,4,143,0,0,3,0,0,0,0,0,3,4,3,11,6,11,7,5,0,50,27,31,64,48,54,46,11,4,272
POA6215,10,7,8,4,0,0,27,3,3,5,6,13,3,0,0,33,0,34,45,43,43,26,14,3,203,3,21,40,56,50,41,25,4,241,78,124,153,165,160,91,35,8,810,23,9,15,8,13,0,4,0,75,3,3,0,16,13,9,6,0,60,103,136,168,190,187,104,44,8,942,0,0,0,6,6,6,5,0,23,40,37,49,75,47,55,54,33,390,153,243,314,376,358,243,135,52,1869
POA6218,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,0,0,17,0,0,3,0,5,5,0,0,24,12,22,15,14,19,15,3,0,104,7,0,0,0,0,0,0,0,14,0,0,0,4,0,3,0,0,6,23,24,21,15,26,19,0,0,123,4,0,0,0,0,0,0,0,3,3,0,0,0,3,11,4,0,21,33,35,29,25,39,31,8,9,201
POA6219,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,8,0,10,3,5,0,0,27,0,0,3,4,15,9,0,0,40,11,18,24,31,28,11,5,0,119,0,3,0,3,3,0,0,0,8,0,3,0,0,0,5,0,0,3,14,23,24,35,31,11,5,0,138,0,0,0,0,0,5,0,0,6,12,3,6,8,11,5,5,0,43,22,33,45,54,62,31,12,5,266
POA6220,7,3,8,3,3,0,35,0,8,4,8,8,5,3,0,37,10,88,89,68,40,32,9,7,340,11,31,35,35,44,32,14,6,216,79,125,137,149,111,83,36,11,722,17,15,10,3,14,6,0,0,63,3,7,5,16,11,6,5,0,57,102,141,149,174,131,98,41,13,841,7,7,10,9,0,9,0,0,42,33,38,27,60,47,62,58,41,366,160,325,337,350,286,244,134,62,1882
POA6221,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,7,0,5,11,12,9,3,0,0,44,0,0,0,5,0,3,0,0,12,22,7,7,7,14,8,0,0,64,17,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,3,38,7,7,16,15,3,0,0,87,0,0,0,0,0,0,0,0,0,17,3,0,6,10,6,0,0,42,60,19,22,38,48,17,7,0,202
POA6223,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,18,0,0,4,6,0,0,0,0,17,6,0,4,10,0,0,5,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,10,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,15,24,11,6,4,0,70
POA6224,3,0,0,0,3,0,13,0,0,0,7,0,0,0,0,8,0,4,10,11,4,7,7,0,49,5,6,17,16,12,8,4,0,65,32,46,50,48,44,23,11,3,254,17,4,7,3,5,0,0,0,28,0,0,4,7,3,4,0,0,16,44,46,57,58,57,24,11,3,300,0,0,0,0,4,0,0,0,5,17,13,16,13,18,20,8,0,100,64,73,101,108,95,63,30,8,544
POA6225,12,9,16,8,0,0,48,0,14,8,5,24,9,0,0,64,14,54,90,70,60,50,24,6,357,3,49,74,80,86,69,25,3,394,178,359,359,371,334,178,78,7,1874,61,40,27,19,11,10,3,0,157,10,17,21,29,27,28,13,0,144,248,411,402,419,370,225,96,10,2170,0,0,4,10,9,11,5,0,47,92,89,110,96,107,112,82,63,753,352,621,699,698,671,481,235,83,3845
POA6226,0,0,5,0,0,0,10,0,0,3,7,11,0,0,0,21,3,10,14,23,14,13,0,0,75,3,6,12,23,17,8,0,0,56,17,32,43,39,29,12,0,0,184,9,0,4,0,5,0,0,0,17,0,0,3,4,3,0,0,0,10,22,35,53,45,40,15,0,0,211,0,0,0,0,0,6,0,0,10,3,3,10,4,6,10,0,0,37,32,60,100,92,87,51,9,0,425
POA6227,0,0,4,3,0,0,7,0,0,5,3,0,0,0,0,12,3,5,13,13,11,7,4,0,55,0,0,10,9,11,9,4,0,51,11,31,42,30,16,11,5,0,159,8,0,0,0,0,0,0,0,17,0,0,4,4,0,0,0,0,5,25,33,50,34,21,11,5,0,180,0,0,3,0,0,0,0,0,5,3,5,14,8,5,13,3,4,43,27,51,93,69,55,39,15,3,354
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,3,10,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,11,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,15,3,0,9,11,5,3,4,6,46
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,0,0,0,3,0,0,0,0,7,0,3,5,4,6,12,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,12,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5,4,11,10,4,3,40,3,4,11,15,22,26,12,4,92
POA6230,237,226,158,91,35,6,930,14,95,151,185,133,90,27,5,691,181,879,990,895,629,411,158,45,4197,97,430,551,587,577,426,176,51,2905,1017,1593,1520,1492,1281,774,311,76,8060,329,191,93,97,60,43,18,3,825,54,64,109,137,154,91,47,12,667,1403,1846,1722,1724,1490,909,376,85,9554,10,27,48,39,43,48,25,12,255,310,406,384,382,362,355,286,203,2692,2027,3843,4079,4046,3406,2326,1083,409,21217
POA6232,36,17,12,14,3,0,95,0,19,29,28,18,11,0,0,107,21,177,208,143,78,52,21,14,714,27,124,168,125,110,73,42,14,682,238,588,502,356,293,188,77,19,2254,90,45,38,21,24,8,0,3,225,16,11,29,40,30,25,15,8,174,347,648,563,413,346,220,90,29,2656,0,10,3,4,11,8,13,5,47,45,73,65,78,69,71,109,98,599,448,1062,1071,805,639,441,275,156,4898
POA6233,69,61,49,44,3,0,265,5,36,78,46,49,38,13,3,261,46,304,402,322,246,174,65,15,1563,31,176,279,289,288,175,59,13,1305,397,813,910,766,625,370,131,19,4029,151,74,55,31,27,17,3,5,359,14,32,59,73,79,53,11,5,317,560,914,1020,870,737,442,148,25,4706,0,11,13,17,15,22,14,0,90,94,104,121,94,121,112,95,27,768,735,1580,1980,1700,1500,999,387,78,8954
POA6236,6,5,5,6,0,0,26,0,0,3,0,15,5,4,0,34,3,29,48,70,51,30,3,3,235,8,13,23,31,54,27,6,3,163,37,77,74,86,70,60,13,3,422,15,5,4,6,5,0,0,0,38,0,5,4,6,7,10,3,0,30,52,89,78,105,82,63,19,5,486,4,0,0,0,6,6,0,0,16,15,12,18,21,17,31,14,7,125,85,155,170,233,221,169,44,15,1088
POA6237,5,4,9,4,0,0,29,0,0,9,16,13,4,0,0,37,0,23,57,58,43,42,7,0,232,7,18,35,31,59,28,6,3,185,52,63,104,98,106,73,14,0,516,12,0,9,8,3,3,0,0,32,3,3,4,10,13,3,3,0,42,74,70,121,112,116,80,23,0,594,0,0,0,0,0,0,0,0,9,17,15,20,29,25,34,22,7,172,99,130,244,250,273,185,54,7,1246
POA6239,16,12,11,14,3,0,72,3,8,15,19,17,11,9,0,77,9,53,72,89,60,57,20,0,364,7,31,56,57,75,62,19,3,313,84,119,156,143,161,83,47,13,795,35,9,7,6,10,4,0,0,74,0,7,12,13,14,11,8,0,70,121,137,175,168,176,99,53,17,940,0,0,0,0,4,7,3,0,12,37,38,41,29,35,55,42,16,284,170,270,372,379,388,303,148,37,2069
POA6240,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,0,0,20,0,0,0,8,4,6,0,0,14,0,0,8,0,7,9,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,8,0,7,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,16,9,3,16,12,15,22,17,0,87
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,3,3,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,3,7,9,8,12,0,0,37
POA6244,4,0,5,0,0,0,6,0,0,0,3,3,0,3,0,9,0,32,33,23,23,11,3,0,135,0,4,20,15,18,21,6,0,98,22,29,47,45,43,30,9,0,231,9,4,0,3,0,0,0,0,20,3,4,0,6,7,8,4,0,32,28,39,54,57,52,37,16,0,280,0,0,0,0,0,0,4,0,0,8,20,19,29,36,25,30,7,172,39,92,124,129,137,99,64,9,708
POA6251,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,9,0,6,4,5,7,0,4,0,23,0,0,10,3,7,7,0,0,25,9,8,8,10,9,7,0,0,48,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,7,11,6,6,14,11,10,0,0,63,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,13,10,6,23,24,32,26,7,0,133
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,5,5,0,0,0,9,3,7,7,6,6,6,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,8,8,6,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,10,3,6,14,15,17,7,4,0,65
POA6253,8,0,0,6,4,0,23,0,0,4,0,4,9,0,0,21,0,3,13,16,18,23,14,0,83,0,8,14,11,19,15,10,0,78,12,9,20,19,18,17,6,0,116,3,0,0,0,0,3,0,0,13,0,0,0,0,3,3,0,0,11,15,13,19,22,29,25,6,0,135,0,0,0,0,0,4,0,0,4,5,3,3,4,8,21,11,5,54,26,31,52,54,74,106,44,8,400
POA6254,3,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,7,4,8,3,0,0,0,35,0,5,5,5,11,4,5,0,36,11,18,29,29,43,16,4,0,141,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,11,25,35,25,45,14,4,0,156,0,0,0,0,0,0,0,0,3,11,3,13,17,15,7,7,0,71,26,47,58,53,83,31,16,0,319
POA6255,14,3,17,21,10,0,85,0,6,8,17,25,20,5,0,77,7,43,78,88,66,84,25,6,403,10,29,57,68,83,92,34,0,375,54,118,114,147,170,133,41,13,792,22,12,12,11,9,13,5,0,67,3,7,9,12,13,25,12,0,78,77,134,134,162,191,174,60,13,944,0,0,3,4,8,4,3,0,28,32,28,32,46,60,84,46,15,338,124,246,332,392,445,483,184,33,2252
POA6256,0,0,0,6,0,0,5,0,0,4,0,0,0,0,0,3,5,5,11,10,11,3,0,0,48,0,6,4,3,8,0,6,0,26,0,14,10,17,17,10,0,0,75,5,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,6,9,15,14,21,23,14,0,0,89,0,0,0,3,0,3,0,0,3,3,0,6,4,9,6,7,3,41,12,24,35,39,49,31,10,0,222
POA6258,19,24,9,13,0,0,74,0,11,11,13,12,9,0,0,60,16,89,93,63,83,61,9,10,436,11,40,52,61,71,42,18,0,298,114,193,185,186,192,126,52,12,1054,55,36,11,13,18,9,5,0,137,4,6,12,18,29,13,8,0,96,180,231,210,217,234,147,60,11,1287,0,0,6,3,5,6,0,0,22,59,31,59,87,75,81,67,26,477,265,410,449,475,495,351,155,47,2649
POA6260,12,10,16,4,0,0,50,0,0,4,5,7,6,0,0,27,3,40,43,29,36,14,11,0,173,0,10,21,18,32,19,6,3,111,18,37,29,41,38,27,4,4,199,10,0,4,0,0,0,0,0,17,0,6,0,5,7,4,4,0,23,29,39,31,44,46,38,5,4,247,0,3,0,6,0,3,0,0,13,21,36,33,28,38,28,19,9,208,54,143,135,143,174,113,48,22,825
POA6262,0,7,0,4,0,0,14,0,0,0,4,0,5,0,0,7,3,8,4,13,14,15,8,0,57,0,0,5,10,16,11,4,0,44,5,13,16,25,36,17,3,0,112,8,0,0,5,0,0,0,0,9,0,0,0,6,9,0,6,0,14,7,17,15,33,36,21,10,0,140,0,0,0,0,0,0,0,0,6,6,9,13,16,19,14,8,0,79,14,35,43,75,96,60,24,3,353
POA6271,14,11,11,8,0,0,49,0,10,9,14,14,4,4,0,52,4,43,54,72,49,26,11,0,263,0,22,37,60,43,31,9,0,197,52,113,117,122,109,68,25,3,613,15,11,9,6,3,8,0,0,53,4,8,3,15,10,15,4,0,52,72,130,126,147,120,88,28,3,716,0,0,0,0,3,5,0,0,11,31,16,23,35,37,39,24,8,209,107,229,269,334,278,209,77,11,1502
POA6275,13,5,9,4,3,0,29,0,3,3,8,8,16,0,0,34,4,15,25,22,27,34,7,0,133,0,7,18,15,22,41,13,0,126,4,22,39,28,58,55,18,3,230,0,3,4,4,0,3,0,0,14,0,0,0,0,5,3,5,0,24,7,30,47,32,64,62,24,4,271,0,0,0,0,0,3,0,0,7,13,14,29,24,44,37,34,7,197,29,74,135,98,172,199,85,12,803
POA6280,114,123,75,77,38,0,496,0,64,121,133,89,70,19,4,502,69,436,641,574,453,359,141,50,2718,62,240,390,461,464,395,199,42,2259,443,909,1052,1031,877,671,312,65,5367,193,75,57,48,50,43,14,7,486,36,42,63,105,102,108,42,9,502,676,1024,1163,1182,1030,827,370,88,6359,8,18,17,26,25,49,28,7,176,166,231,230,243,298,313,267,178,1929,990,2086,2670,2749,2435,2086,1063,364,14441
POA6281,47,45,35,57,19,0,236,0,23,48,27,24,37,6,0,161,17,189,341,269,173,197,100,13,1307,5,106,175,162,162,151,66,11,837,76,189,292,245,204,161,42,15,1239,20,8,16,11,9,12,5,0,94,0,11,24,26,29,32,16,3,141,104,214,340,291,243,209,65,17,1474,0,4,11,10,13,11,7,4,60,68,86,84,57,78,62,58,10,503,201,641,1049,865,734,717,319,58,4579
POA6282,14,21,19,18,4,0,72,0,3,4,19,12,8,0,0,42,9,52,70,82,67,65,19,0,363,4,19,25,33,44,27,17,0,173,12,29,43,39,47,34,8,7,215,4,3,4,9,4,5,0,0,23,0,4,3,4,9,14,4,0,35,20,35,47,51,57,46,14,8,275,0,4,6,0,5,3,0,0,17,21,14,19,33,47,48,11,0,192,49,137,180,240,247,212,64,7,1136
POA6284,17,14,7,3,0,0,65,0,4,25,19,10,0,4,0,58,10,74,147,91,59,27,6,0,410,0,25,52,44,47,30,7,0,210,21,60,117,87,60,28,9,0,383,7,11,3,3,3,0,0,0,29,0,0,11,7,3,9,5,0,38,27,74,137,101,65,35,9,0,446,0,0,3,3,0,3,0,0,14,18,24,61,49,24,25,13,0,213,52,216,437,317,217,130,38,12,1419
POA6285,93,53,39,60,25,3,326,0,25,56,49,52,35,8,0,235,26,305,404,331,215,175,55,8,1534,16,120,187,202,185,119,48,19,898,97,278,391,337,290,145,28,7,1569,42,12,24,24,19,9,3,0,139,11,14,35,35,37,23,6,0,167,148,313,448,398,340,179,41,11,1879,3,3,16,9,17,16,4,5,70,91,136,131,162,126,104,49,42,835,283,967,1334,1207,975,683,236,86,5771
