POA_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
POA6170,28,4,9,0,39,7,3,0,0,11,0,0,9,0,17,8,0,21,0,35,14,0,29,0,46,23,12,64,0,103,80,29,65,8,178,56,46,69,7,183,59,88,95,7,253,85,131,75,8,302,76,173,63,7,319,89,198,47,6,339,225,440,67,12,736,166,326,21,8,524,121,233,20,0,377,65,155,10,0,229,91,301,15,0,403,127,370,63,4,567,16,9,12,0,37,1335,2521,763,68,4689
POA6171,47,12,39,0,100,17,5,14,0,29,19,4,19,0,38,10,3,27,0,42,44,11,58,0,112,42,16,131,9,196,268,28,149,3,452,180,57,157,8,403,176,107,190,4,486,201,186,159,10,560,159,279,103,9,547,174,326,101,5,607,428,822,142,14,1406,312,673,60,10,1057,270,621,39,4,934,169,424,23,6,622,265,880,40,5,1187,350,953,114,3,1417,39,39,23,4,101,3160,5444,1588,93,10280
POA6172,15,0,13,0,23,7,3,6,0,13,5,0,11,0,20,9,0,20,0,30,16,4,31,0,61,21,0,71,0,93,140,13,66,0,215,102,24,72,3,198,75,47,65,0,189,96,58,75,7,232,68,100,45,5,217,58,100,43,5,200,159,250,55,3,470,120,230,29,3,380,104,200,19,7,334,46,104,0,0,152,75,278,14,3,369,133,302,47,0,484,15,17,11,4,49,1260,1731,700,47,3735
POA6173,15,5,8,0,26,3,0,0,0,11,3,0,10,0,12,3,0,15,0,11,14,4,13,0,34,9,0,35,0,44,46,10,41,0,99,36,14,47,3,104,55,15,56,4,135,63,30,36,3,133,35,56,45,4,140,46,74,36,3,163,111,242,51,0,404,80,244,28,0,355,98,256,14,0,371,64,179,4,0,251,126,472,18,0,617,109,346,39,0,494,8,15,10,0,35,940,1968,510,26,3445
POA6174,7,0,7,0,14,3,0,0,0,4,6,0,4,0,8,3,0,10,0,18,13,5,14,0,28,12,5,32,0,47,32,10,29,0,66,20,12,46,5,75,27,13,34,0,80,23,17,37,4,77,26,25,26,0,76,26,39,23,4,93,70,109,28,0,207,48,92,15,0,161,28,70,10,0,106,17,54,4,0,81,37,124,8,0,165,47,129,32,0,210,3,4,8,0,17,431,723,356,21,1539
POA6175,4,0,9,0,7,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,3,6,7,0,13,7,0,13,0,16,30,5,16,0,50,23,4,15,0,57,22,4,20,0,51,32,19,17,0,59,28,18,19,0,59,14,27,12,0,51,41,70,27,0,138,24,59,9,0,99,33,74,3,0,114,20,48,4,0,78,44,124,3,0,163,42,97,13,0,160,3,0,0,0,6,383,560,186,14,1136
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,7,4,3,8,0,13,17,0,13,0,26,14,4,9,0,25,10,15,3,0,28,16,18,4,0,38,11,14,12,0,43,10,19,6,0,33,28,62,3,0,95,24,42,8,0,69,17,24,0,0,39,10,16,0,0,30,7,46,3,0,56,26,52,10,0,85,3,0,0,0,6,190,314,86,6,588
POA6180,8,0,3,0,12,3,0,0,0,9,0,0,0,0,0,7,0,11,0,18,13,0,9,0,17,16,3,33,0,54,88,10,27,0,125,60,13,42,4,111,51,21,41,0,115,49,41,42,0,132,27,41,18,0,88,34,49,18,0,103,77,128,41,4,250,46,98,10,0,153,42,97,3,0,145,16,69,6,0,93,46,129,4,0,178,62,184,23,0,270,14,6,3,0,28,659,888,336,11,1895
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,3,3,0,0,0,3,3,0,0,0,5,3,3,0,0,8,5,0,0,0,8,5,5,0,0,15,9,10,0,0,15,4,10,0,0,12,0,12,0,0,11,6,16,0,0,24,4,15,0,0,26,0,0,0,0,3,56,70,8,0,144
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,8,3,0,6,0,9,12,0,0,0,9,10,0,5,0,16,17,5,3,3,19,7,8,3,0,15,5,0,0,0,6,8,12,3,0,21,14,21,0,0,43,15,18,3,0,31,14,21,0,0,34,9,8,0,0,18,15,28,0,0,41,19,37,4,0,56,3,3,0,0,3,150,165,31,5,349
POA6208,30,0,13,0,40,13,0,3,0,17,18,0,5,0,24,11,4,19,0,31,56,3,23,0,90,38,7,58,6,107,292,26,69,0,386,145,20,56,8,235,135,47,77,6,268,140,55,54,4,248,82,59,35,0,178,79,66,28,4,173,156,168,40,5,366,113,149,20,0,283,78,131,15,4,227,37,79,3,0,118,91,186,10,0,287,154,263,49,4,475,35,15,7,0,51,1699,1274,592,36,3601
POA6209,10,0,0,0,14,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,8,0,10,0,15,4,0,6,0,10,55,0,9,0,60,28,6,10,3,45,18,3,17,0,31,20,10,6,0,32,10,5,3,0,17,8,9,0,0,21,15,19,7,0,42,11,25,4,0,41,11,16,0,0,26,0,12,0,0,16,13,41,10,0,66,19,42,7,0,70,8,0,0,0,15,246,189,95,4,529
POA6210,210,22,56,10,298,83,7,26,3,119,71,3,49,8,131,52,13,99,3,164,279,18,190,7,493,220,51,402,13,680,1436,98,378,23,1928,1001,157,419,36,1606,940,248,386,29,1601,881,343,320,31,1571,401,339,215,14,969,425,361,178,9,984,878,888,270,32,2063,582,733,132,15,1461,477,698,81,8,1263,253,453,31,7,740,631,1212,81,5,1933,784,1342,290,10,2430,177,50,53,8,289,9771,7040,3647,267,20732
POA6211,24,8,13,0,44,20,0,0,0,21,5,0,5,0,18,9,0,12,0,18,54,4,14,0,70,26,9,22,3,65,197,7,27,4,239,107,13,38,0,156,99,27,37,0,168,123,29,27,0,175,48,40,16,0,101,56,45,17,0,116,97,113,23,5,234,61,105,14,0,185,49,115,8,0,172,20,59,0,0,81,83,160,16,4,255,94,220,27,0,340,18,3,10,0,33,1205,949,320,21,2488
POA6213,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,0,5,15,3,0,0,14,14,0,0,0,14,6,0,3,0,6,4,0,0,0,8,0,4,0,0,6,4,4,0,0,9,11,11,3,0,27,3,10,0,0,13,0,3,0,0,12,0,4,0,0,5,7,10,0,0,23,3,12,3,0,24,0,0,0,0,4,88,64,16,0,175
POA6214,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,3,0,6,9,0,0,0,10,8,0,0,0,5,8,3,8,0,13,5,3,3,0,19,6,0,3,0,10,3,7,0,0,8,10,9,0,0,18,10,14,0,0,19,5,4,0,0,15,0,5,0,0,6,5,18,3,0,27,9,21,5,0,37,0,0,0,0,3,83,87,29,0,197
POA6215,8,0,0,0,18,13,0,3,0,15,3,0,8,0,12,3,0,5,0,11,15,0,5,0,18,14,4,15,0,30,92,4,9,0,105,47,14,15,3,83,42,11,12,0,67,46,19,11,0,80,21,21,6,0,51,22,19,3,0,50,50,53,7,0,110,37,48,3,0,88,27,40,4,0,73,7,28,0,0,36,38,67,3,4,112,31,93,29,0,154,15,9,4,0,22,545,434,144,13,1131
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,4,0,3,0,5,11,0,5,0,21,8,0,0,0,8,5,0,5,3,16,0,7,3,0,9,8,3,0,0,12,4,3,0,0,14,6,11,0,0,22,4,6,0,0,11,3,3,0,0,4,0,0,0,0,5,4,4,0,0,9,9,11,0,0,18,0,0,0,0,4,74,49,27,6,150
POA6219,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,4,5,0,0,0,6,16,3,4,0,15,0,6,9,0,7,5,6,0,0,11,4,3,5,0,9,4,5,0,0,8,3,4,0,0,8,7,12,4,0,18,4,10,0,0,15,3,5,0,0,10,4,9,0,0,12,9,6,0,0,17,3,8,0,0,12,0,0,3,0,4,82,66,28,3,181
POA6220,16,0,0,0,22,6,0,5,0,8,0,0,3,0,3,4,0,5,0,10,21,0,14,0,35,8,6,17,0,25,60,3,12,0,81,43,10,23,3,76,33,14,18,0,70,51,34,18,3,103,24,37,3,0,65,20,28,6,0,62,76,79,12,3,175,46,58,8,0,115,22,32,8,0,67,15,31,0,0,41,34,47,3,0,85,30,90,11,0,127,11,6,4,0,13,533,474,165,19,1186
POA6221,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,4,0,3,0,7,0,4,0,0,4,0,0,0,0,0,0,3,0,0,5,0,3,0,0,4,0,5,0,0,4,9,3,0,0,7,4,6,0,0,3,3,0,0,0,3,6,3,0,0,8,4,8,0,0,9,0,0,0,0,0,30,30,11,0,75
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,3,0,0,5,0,0,0,0,0,5,4,0,0,8,0,4,0,0,8,0,0,0,0,0,16,26,0,0,45
POA6224,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,8,0,0,0,6,4,0,3,0,11,20,0,9,0,32,9,0,5,0,14,19,11,3,0,37,8,3,0,0,17,8,7,9,0,20,14,6,0,0,16,7,22,3,0,34,8,14,4,0,23,3,11,0,0,18,4,4,0,0,6,10,21,0,0,34,9,24,13,0,51,7,3,5,0,5,144,131,58,7,340
POA6225,20,4,3,0,32,0,0,0,0,5,3,0,3,0,14,10,0,15,0,28,46,6,33,0,82,35,7,43,0,80,187,23,34,3,239,79,28,48,5,156,89,35,42,0,163,105,43,41,7,188,52,48,15,3,118,62,52,13,0,127,92,110,29,0,235,70,114,19,0,206,62,99,6,0,170,28,58,0,0,86,50,114,8,0,169,73,138,36,0,245,25,7,10,4,39,1095,873,398,32,2386
POA6226,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,8,0,0,0,12,10,0,0,0,10,5,0,3,0,12,12,0,0,0,15,0,5,0,0,9,6,3,0,0,8,8,15,0,0,24,11,11,0,0,26,7,18,0,0,23,8,11,0,0,25,15,34,0,0,48,10,25,0,0,38,5,0,0,0,5,118,132,19,0,270
POA6227,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,7,0,3,0,9,6,0,5,0,10,4,0,3,0,10,6,9,0,0,15,4,3,0,0,8,4,3,0,0,11,6,26,0,0,29,13,16,0,0,26,6,12,0,0,20,8,7,0,0,14,6,21,0,0,24,11,20,4,0,33,5,0,0,0,3,87,117,25,0,225
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0,17,13,3,0,37
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,38
POA6230,72,6,30,0,104,36,6,5,0,47,32,8,28,0,66,14,0,72,0,92,114,12,110,8,244,92,20,219,7,345,559,57,220,13,842,353,78,254,20,701,370,140,285,12,802,400,237,216,18,871,238,236,145,22,638,296,265,127,12,705,573,624,191,22,1410,413,578,75,12,1077,322,510,42,4,874,150,318,16,3,490,393,713,39,7,1151,333,679,181,8,1207,46,29,26,0,102,4816,4515,2284,158,11777
POA6232,17,5,9,0,23,4,3,0,0,7,3,0,5,0,9,0,0,12,0,13,35,0,11,5,53,20,0,35,0,61,180,12,47,0,236,98,24,66,0,186,91,39,73,6,200,114,56,38,4,214,52,81,34,3,167,73,79,24,5,177,172,210,46,4,428,106,200,14,6,333,87,174,12,3,272,31,87,0,0,126,75,185,9,0,267,95,205,35,0,330,11,10,9,0,27,1265,1360,476,33,3143
POA6233,45,5,12,0,59,14,0,8,0,22,19,0,9,0,28,19,0,16,0,38,61,11,39,0,109,41,10,66,0,118,253,13,86,7,358,164,20,89,5,277,201,55,85,4,351,178,103,79,0,364,94,107,53,9,256,128,159,54,3,343,277,397,73,9,755,220,322,28,0,570,180,302,25,3,513,89,188,8,0,290,146,422,13,0,581,179,411,78,0,670,34,21,7,0,55,2342,2550,815,54,5759
POA6236,4,0,3,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,3,3,5,0,8,34,0,3,0,33,20,5,5,0,25,23,0,7,0,39,26,4,3,0,37,11,9,4,0,24,11,18,0,0,32,43,34,5,0,81,23,29,0,0,58,27,31,0,0,68,13,25,3,0,43,38,45,0,0,86,23,49,9,0,81,0,5,0,0,4,325,258,59,4,649
POA6237,8,0,0,0,8,6,0,0,0,4,5,0,4,0,13,4,0,0,0,9,9,0,4,0,15,11,0,7,0,21,36,3,5,0,43,27,11,14,0,41,32,7,3,0,37,28,5,6,0,45,19,11,3,0,33,23,8,8,0,41,44,46,6,3,100,22,35,5,0,58,23,37,0,0,64,12,34,3,0,48,32,59,0,0,94,26,54,8,0,93,18,3,3,0,20,376,324,77,3,785
POA6239,17,0,0,0,16,10,0,0,0,11,4,0,3,0,12,4,0,0,0,4,28,6,5,0,39,10,0,22,0,33,83,4,18,0,105,58,4,18,0,83,52,22,14,0,92,64,29,13,0,108,26,18,11,3,64,27,27,3,0,65,57,71,14,0,141,38,68,3,0,112,41,45,3,0,95,27,27,4,0,56,46,62,0,0,115,48,78,19,0,143,14,0,3,0,17,649,471,157,16,1299
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,5,9,0,0,0,6,4,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,6,3,5,0,0,9,0,0,0,0,0,40,15,0,0,55
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,12,3,0,23
POA6244,3,4,0,0,7,5,0,0,0,6,0,0,0,0,3,3,0,0,0,4,12,0,0,0,10,9,0,7,0,12,21,3,5,0,30,21,4,6,0,32,15,5,4,6,29,28,4,9,0,42,10,9,0,0,19,13,14,4,0,28,26,26,3,0,60,13,14,0,0,28,13,11,0,0,25,9,3,0,0,20,6,16,0,0,21,19,28,3,0,53,7,0,0,0,7,230,144,51,4,423
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,6,5,4,6,0,10,6,0,0,0,9,3,6,0,0,7,0,3,0,0,5,3,0,0,0,3,5,7,0,0,14,3,0,0,0,0,0,0,0,0,6,0,8,0,0,8,0,3,4,0,11,0,0,0,0,0,48,30,12,0,89
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,6,0,0,0,0,0,27,14,4,0,42
POA6253,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,4,0,8,5,0,0,0,7,16,0,0,0,27,14,3,0,0,21,14,0,0,0,17,9,0,3,0,13,0,0,0,0,3,0,3,0,0,5,11,3,0,0,16,9,4,0,0,14,9,6,0,0,9,5,0,0,0,3,9,4,0,0,13,10,12,3,0,22,0,0,0,0,0,124,43,19,0,189
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,10,0,3,0,16,13,3,3,0,14,0,0,0,0,6,4,7,0,0,10,3,0,0,0,8,3,5,0,0,6,5,11,0,0,17,4,4,0,0,6,0,4,0,0,3,0,0,0,0,0,5,4,0,0,11,6,7,3,0,18,0,0,0,0,3,71,40,21,0,126
POA6255,14,0,0,0,18,5,0,0,0,6,5,0,0,0,10,6,3,4,0,12,27,0,11,0,38,20,0,10,0,34,95,6,10,0,112,63,3,17,0,84,72,15,15,0,103,56,21,15,0,91,25,23,9,0,57,41,17,3,0,65,75,65,10,6,142,48,56,0,0,103,40,54,0,0,94,16,26,0,0,42,27,47,0,0,72,43,77,20,0,141,12,0,0,0,10,686,406,131,5,1239
POA6256,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,3,0,0,0,3,6,0,0,0,7,7,0,0,0,5,6,9,0,0,15,4,3,0,0,7,5,5,0,0,15,5,8,0,0,18,4,6,0,0,12,0,3,0,0,3,0,0,0,0,0,7,7,0,0,14,4,7,0,0,13,0,0,0,0,0,57,47,3,0,117
POA6258,18,0,0,0,20,11,0,0,0,14,9,7,4,0,18,0,0,10,0,10,26,3,22,0,46,17,4,20,0,45,93,10,24,0,130,55,27,30,0,118,55,41,31,3,132,73,42,28,3,146,40,46,15,0,109,51,46,5,0,108,107,99,17,9,229,72,81,5,0,158,45,53,6,0,106,20,29,0,0,44,33,41,0,0,76,55,90,17,4,161,19,8,4,0,33,809,615,239,23,1687
POA6260,6,0,0,0,5,0,0,3,0,3,3,0,0,0,3,0,0,3,0,3,4,0,0,0,10,7,5,0,0,4,17,3,0,0,26,15,0,9,0,25,12,9,3,0,27,11,5,0,0,20,0,0,0,0,9,9,12,5,0,28,19,16,0,0,41,11,13,0,0,24,8,13,0,0,20,4,6,0,0,12,13,11,3,0,22,20,22,4,0,45,4,0,0,0,6,162,127,37,3,327
POA6262,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,13,0,3,0,20,8,0,3,0,14,17,6,3,0,26,11,3,0,0,14,9,4,0,0,12,5,7,0,0,15,15,4,0,0,18,8,5,0,0,10,3,5,0,0,10,0,0,0,0,4,6,4,0,0,5,7,14,3,0,29,4,0,0,0,4,108,56,14,3,185
POA6271,15,0,4,0,20,0,0,4,0,4,4,0,0,0,3,0,0,4,0,6,13,5,0,0,19,11,3,15,0,35,52,0,16,0,74,31,6,15,0,49,32,15,22,0,71,44,12,14,0,76,21,14,18,0,53,17,20,5,0,49,48,62,12,0,127,30,52,3,0,79,28,35,6,0,67,5,13,0,0,26,24,39,0,0,68,43,77,19,0,143,4,7,0,0,13,436,374,158,6,977
POA6275,6,0,0,0,6,5,0,0,0,5,5,0,0,0,3,0,0,0,0,0,8,0,0,0,12,7,0,4,0,14,42,0,7,0,54,21,8,3,0,33,23,9,0,0,31,27,16,0,0,44,8,6,6,0,23,18,8,0,0,23,26,20,0,0,45,12,13,0,0,23,3,11,0,0,14,4,4,0,0,9,10,7,5,0,24,24,13,5,0,41,4,0,0,0,3,244,114,39,3,399
POA6280,60,11,14,0,85,35,3,0,0,35,24,0,17,0,40,20,0,26,0,50,117,7,61,0,182,85,19,91,4,197,496,28,145,4,672,312,41,155,13,524,389,98,172,11,666,390,183,117,6,698,206,183,65,4,463,218,174,63,5,457,428,429,97,6,962,276,380,40,0,701,187,347,21,3,544,102,206,8,0,316,237,450,18,5,709,294,549,102,4,950,64,32,11,0,111,3921,3157,1218,74,8369
POA6281,14,0,0,0,22,8,0,4,0,11,7,0,4,0,8,3,0,0,5,9,26,0,5,0,31,15,0,15,0,32,72,16,27,0,108,61,12,30,0,104,111,23,40,0,174,107,27,18,0,154,49,47,25,0,120,76,57,11,6,146,121,137,15,0,276,79,141,6,0,227,54,101,6,0,164,28,48,0,0,77,101,169,11,0,279,88,210,26,0,318,11,6,4,0,18,1035,987,257,9,2287
POA6282,0,6,0,0,0,5,0,0,0,5,5,0,0,0,6,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,9,0,5,0,16,7,10,3,0,21,18,3,0,0,19,14,8,3,0,27,13,5,0,0,15,11,9,0,0,23,29,23,3,0,56,21,24,0,0,46,12,13,0,0,21,14,9,0,0,21,35,39,0,0,72,13,36,6,0,58,0,0,0,0,0,214,178,24,0,418
POA6284,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,4,0,6,0,13,19,3,7,0,24,15,8,7,0,32,18,10,14,0,40,33,13,4,0,53,20,31,8,0,55,22,25,0,0,48,36,54,5,0,100,29,55,3,0,87,14,35,0,0,55,9,25,0,0,38,19,45,0,0,68,24,60,8,0,96,0,0,0,0,3,284,371,70,8,731
POA6285,15,3,0,0,16,6,0,0,0,8,7,0,7,0,17,6,0,8,0,18,27,0,11,0,43,16,8,39,0,58,49,14,43,0,108,69,14,54,6,133,78,45,67,0,190,108,81,39,6,231,49,83,36,0,169,91,84,13,0,190,148,186,34,5,373,102,148,15,0,267,60,119,6,0,185,36,67,0,0,108,68,115,10,0,192,101,204,46,0,357,11,13,9,0,27,1043,1188,438,19,2683
POA6286,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,7,0,0,0,12,9,3,5,0,16,8,3,0,0,17,9,9,6,0,19,10,8,5,0,17,7,7,0,0,18,19,13,4,0,37,0,14,0,0,17,7,6,0,0,15,0,7,0,0,5,7,7,0,0,16,12,13,3,0,29,0,0,0,0,4,112,87,19,4,225
POA6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,3,0,0,11,4,0,0,0,7,13,6,4,0,20,9,0,6,0,13,3,0,0,0,11,8,0,0,0,15,10,10,0,0,16,11,3,0,0,12,3,3,0,0,11,0,4,0,0,6,0,10,0,0,11,4,14,0,0,20,0,0,0,0,3,87,61,12,0,155
POA6290,4,0,5,0,6,4,0,0,0,4,6,0,0,0,5,0,0,3,0,9,14,3,5,0,18,12,0,5,0,15,62,4,10,0,75,40,8,3,0,54,35,10,3,0,47,41,12,7,0,65,15,3,3,0,29,13,13,0,0,24,28,12,0,0,38,12,3,0,0,20,5,4,0,0,13,0,7,0,0,3,10,4,0,0,17,22,29,6,0,59,7,0,0,0,10,336,115,51,0,513
POA6302,14,0,0,0,16,0,0,0,0,0,7,0,5,0,6,7,0,9,0,11,17,0,3,0,26,10,3,18,0,34,83,4,8,0,93,54,0,14,0,72,45,16,18,0,75,36,23,13,0,73,22,20,7,3,46,34,24,4,0,61,51,39,14,0,104,35,40,6,0,79,21,22,0,0,44,7,11,0,0,23,34,29,6,0,70,46,36,5,0,90,14,0,3,0,20,529,270,133,7,938
POA6304,6,0,5,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,10,0,0,0,13,9,0,4,0,13,45,0,9,0,55,22,9,8,0,35,21,5,5,0,31,26,9,5,0,43,11,8,0,0,25,12,13,0,0,27,25,20,6,0,46,18,7,0,0,28,11,7,0,0,17,6,9,0,0,12,12,8,0,0,26,19,39,7,0,64,6,0,0,0,9,250,145,47,8,455
POA6306,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,9,0,0,0,11,4,0,3,0,10,16,0,0,0,22,9,4,0,0,12,12,4,3,0,22,6,5,3,0,17,9,8,0,0,13,7,6,0,0,14,19,10,0,0,25,9,9,0,0,11,6,8,0,0,14,6,4,0,0,9,13,16,0,0,20,5,17,3,0,28,3,0,0,0,8,126,93,19,6,250
POA6308,5,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,4,0,13,6,0,5,0,9,34,0,3,0,43,18,0,11,3,39,20,5,3,0,26,22,6,0,0,36,6,6,0,0,17,8,8,4,0,20,24,10,3,0,35,10,8,3,0,24,13,19,0,0,35,5,7,0,0,12,16,21,0,0,33,20,30,11,0,56,4,6,0,0,11,226,135,51,5,415
