POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA6252,25,0,0,3,0,28,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,4,56,0,0,4,0,64
POA6253,151,0,0,3,0,155,81,0,0,6,0,86,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,15,0,0,0,0,20,17,0,0,0,0,17,309,0,0,9,0,315
POA6254,93,0,0,0,0,93,72,0,0,0,0,72,16,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,17,0,0,0,0,17,14,0,0,0,0,14,0,0,0,0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,12,0,0,0,0,12,232,0,0,0,0,238
POA6255,758,4,0,8,0,778,611,4,0,5,0,621,115,3,3,0,0,128,26,10,0,0,0,33,5,6,0,0,0,15,85,0,5,0,0,89,15,0,0,10,0,21,0,0,0,0,0,0,250,20,7,10,0,286,42,26,0,0,4,69,109,6,0,7,4,127,1772,59,7,28,11,1874
POA6256,82,0,0,9,0,88,35,0,0,0,0,34,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,13,0,0,0,0,13,15,0,0,0,0,11,155,4,0,6,0,166
POA6258,911,15,0,6,3,937,781,8,0,0,5,796,226,73,5,0,0,304,81,50,7,0,4,131,6,29,3,0,0,32,169,10,6,0,0,185,46,6,0,0,14,63,5,0,0,0,0,8,531,161,17,0,14,723,63,0,0,5,0,65,154,17,7,6,4,186,2432,200,23,22,29,2712
POA6260,229,0,0,0,0,234,144,0,0,4,0,144,32,0,0,0,0,32,7,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,39,9,0,0,0,0,12,0,0,0,0,0,0,88,3,0,4,0,92,28,8,0,3,0,37,58,0,0,4,4,66,547,7,0,18,6,579
POA6262,140,0,0,3,0,148,80,0,0,0,0,78,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,37,0,0,0,0,41,13,0,0,0,0,14,38,0,0,0,0,40,310,0,0,3,9,320
POA6271,426,19,0,0,0,450,564,12,0,0,0,575,90,5,0,0,0,97,15,23,0,0,0,34,0,4,0,0,0,4,78,7,0,0,0,86,7,0,0,0,0,6,0,0,0,0,0,0,196,34,0,0,0,239,18,0,0,4,0,21,72,7,0,11,0,85,1282,72,0,14,3,1366
POA6275,290,5,6,9,0,304,167,0,0,0,0,171,45,0,0,0,0,47,11,3,0,0,0,8,0,0,10,0,0,8,32,0,0,0,0,31,17,0,0,0,0,19,0,0,0,0,0,0,102,3,13,0,0,118,17,0,0,0,3,20,70,0,4,5,0,80,639,12,24,17,3,699
POA6280,3785,271,20,132,7,4212,3879,123,11,11,0,4022,1176,195,4,0,4,1379,253,206,0,0,0,463,21,66,0,0,0,88,730,65,4,9,7,819,121,20,4,83,5,229,12,0,0,0,0,15,2308,555,20,91,12,2987,188,154,7,23,0,376,447,112,5,91,7,665,10605,1221,55,345,29,12264
POA6281,1035,74,5,34,0,1146,1112,98,4,0,4,1216,286,41,3,6,3,335,16,13,0,0,0,23,0,0,0,0,0,4,195,21,3,0,0,224,33,0,0,19,4,46,0,0,0,0,0,4,527,85,3,17,4,639,49,5,9,7,0,67,146,17,0,9,5,185,2870,277,22,71,16,3263
POA6282,243,7,0,3,0,249,192,3,0,6,0,198,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,4,0,61,13,0,0,3,0,13,0,0,0,0,0,0,85,3,3,3,0,97,20,0,0,0,0,25,38,0,0,5,0,44,578,9,4,20,7,618
POA6284,269,4,0,10,0,282,427,0,0,0,0,430,58,0,0,0,0,59,0,3,0,0,0,6,0,6,0,0,0,6,83,0,0,0,0,87,17,0,0,0,0,15,0,0,0,0,0,0,159,15,0,3,0,172,19,0,0,4,0,22,97,0,0,6,0,100,965,22,0,21,9,1015
POA6285,1110,42,3,24,4,1180,1418,45,9,0,3,1476,342,44,3,0,5,394,50,23,0,0,0,73,10,4,0,0,0,12,396,32,3,6,5,450,33,0,0,41,0,83,3,0,0,0,0,3,838,107,11,56,7,1013,63,16,0,4,6,84,238,16,6,61,11,328,3655,228,24,142,35,4086
POA6286,108,0,0,3,0,108,103,0,0,0,0,104,18,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57,13,0,0,0,0,13,0,0,0,0,0,0,83,0,0,0,0,83,22,0,0,0,0,22,28,0,0,0,0,28,336,0,0,9,3,350
POA6288,80,0,0,6,0,84,61,0,0,0,0,61,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,29,4,0,0,0,7,9,0,0,0,0,0,0,42,0,3,4,8,49,19,0,6,0,0,22,14,0,0,0,0,22,217,0,5,9,3,240
POA6290,432,17,0,31,0,478,152,7,0,0,0,157,72,5,0,0,0,76,3,10,4,0,0,19,0,0,0,0,0,0,60,3,0,3,0,72,8,0,0,12,0,19,0,0,0,0,0,0,143,21,11,16,0,183,23,17,0,0,0,48,48,4,0,7,0,60,791,59,6,53,7,919
POA6302,676,16,3,5,3,710,425,4,0,0,4,438,73,4,4,0,0,89,25,18,0,0,0,45,0,0,0,0,0,6,91,0,0,0,0,90,15,0,0,0,0,18,4,0,0,0,0,6,206,27,3,0,4,247,48,0,0,6,6,60,137,3,0,3,0,150,1500,46,9,23,27,1601
POA6304,362,0,0,5,0,373,172,0,0,5,0,174,19,0,0,0,0,19,7,6,0,0,0,10,0,0,0,3,0,4,33,0,0,0,0,38,7,0,0,0,0,7,0,0,0,0,0,0,67,6,0,8,0,78,37,0,0,0,0,38,75,7,0,0,0,80,717,15,0,18,4,751
POA6306,179,0,0,0,0,181,65,0,0,0,0,65,3,0,0,0,0,3,10,3,0,0,0,17,0,4,0,0,0,5,28,0,0,0,0,27,15,0,0,0,0,15,0,0,0,0,0,0,65,8,0,0,0,71,30,0,0,0,0,33,34,0,0,0,0,36,370,9,0,0,0,387
POA6308,292,0,0,0,0,292,155,0,0,0,0,155,18,0,0,0,0,18,16,5,0,0,0,22,21,0,0,0,0,18,43,0,0,0,0,43,14,0,0,0,0,17,0,0,0,0,0,0,114,8,0,0,0,124,40,0,0,0,0,40,75,0,0,0,0,78,673,8,0,0,0,686
POA6309,67,0,0,0,0,67,25,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,17,0,0,0,0,17,132,0,0,0,0,135
POA6311,123,0,0,5,0,120,69,0,0,0,0,69,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,7,0,0,0,0,14,0,0,0,0,0,0,29,0,0,0,0,33,14,0,0,0,0,17,17,0,0,0,0,19,256,3,0,5,0,265
POA6312,610,19,0,3,0,637,487,0,0,0,0,493,144,18,5,0,0,170,94,36,0,0,0,132,11,15,0,0,0,32,158,8,0,0,0,166,34,4,0,0,0,36,3,5,0,0,0,12,445,93,5,0,0,550,52,16,0,0,0,67,147,28,0,19,0,190,1742,159,5,26,0,1939
POA6313,46,0,0,0,0,46,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,5,0,0,0,0,5,101,0,0,0,0,101
POA6315,347,4,0,3,4,351,192,0,0,0,0,189,34,5,0,0,0,40,17,8,0,0,0,24,3,17,0,0,0,23,58,0,0,0,0,56,12,0,0,0,0,17,0,0,0,0,0,0,120,32,0,0,0,156,30,0,0,0,0,30,72,6,4,3,0,84,757,38,4,7,4,810
POA6316,75,0,0,0,0,75,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22,11,0,0,0,0,11,11,0,0,0,0,16,152,0,0,0,0,158
POA6317,490,4,0,0,5,496,449,9,0,0,0,452,105,48,0,0,0,160,85,25,0,0,0,116,5,12,3,0,0,20,99,8,0,4,0,112,37,8,0,0,0,47,0,0,0,0,0,4,336,107,4,4,4,453,46,4,0,0,0,55,130,26,0,0,0,156,1446,144,7,3,6,1612
POA6318,96,0,0,0,0,96,37,0,0,0,0,37,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,13,0,0,0,0,0,0,29,0,0,0,0,32,14,0,0,0,0,11,23,0,0,0,0,23,204,0,0,0,5,203
POA6320,103,0,0,3,0,102,36,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,11,0,4,0,0,0,4,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,20,3,0,0,0,26,24,0,0,0,0,24,22,0,0,0,0,22,205,3,0,3,0,212
POA6321,76,0,0,0,4,80,31,0,0,0,0,31,11,0,0,0,0,11,4,0,0,0,0,4,5,0,3,0,0,8,21,0,0,0,0,21,18,0,0,0,0,19,0,0,0,0,0,0,49,0,3,0,0,59,15,0,0,0,0,15,16,0,0,5,0,24,191,0,0,8,4,206
POA6322,52,0,0,0,0,52,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,12,0,0,0,0,12,92,0,0,0,0,92
POA6323,215,0,0,11,0,227,132,0,0,5,3,135,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,54,0,0,0,0,54,13,0,0,0,0,14,36,0,0,7,0,40,454,0,0,15,5,470
POA6324,566,0,0,17,0,579,385,4,0,0,0,390,115,0,0,0,0,121,31,8,0,0,0,35,13,10,4,0,0,22,86,0,0,0,0,87,36,0,0,5,0,41,0,0,0,0,0,0,277,24,4,4,0,312,64,0,0,0,0,64,132,0,3,0,0,135,1427,29,11,23,0,1486
POA6326,85,0,0,0,0,91,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,26,12,0,0,0,0,12,21,0,0,0,0,21,194,0,0,0,0,195
POA6327,43,0,0,0,0,43,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,18,0,0,0,0,18,98,0,0,0,0,98
POA6328,55,0,0,6,0,61,31,0,0,0,0,31,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,16,0,0,3,0,20,0,0,0,0,0,0,37,0,0,9,0,39,25,0,0,0,0,25,13,0,0,12,0,31,161,0,0,28,0,189
POA6330,5192,183,12,165,16,5566,4653,89,12,7,9,4761,1328,241,16,3,0,1589,427,165,7,0,3,600,96,158,10,0,0,270,1006,90,4,5,0,1108,147,40,9,78,5,281,15,16,0,0,0,33,3021,704,48,89,11,3880,260,96,6,14,0,379,572,105,0,97,8,790,13696,1175,74,375,53,15373
POA6333,1074,57,0,22,0,1158,585,57,0,0,3,648,130,9,0,0,0,142,58,17,0,0,0,78,26,0,0,0,0,33,220,7,0,3,0,228,36,0,0,12,4,49,4,0,0,0,0,4,478,35,0,18,5,531,83,18,0,3,0,104,202,14,0,81,4,302,2417,184,3,124,13,2745
POA6335,115,0,0,0,0,116,63,0,0,0,0,63,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31,10,0,0,0,0,12,0,0,0,0,0,0,62,0,0,0,0,67,23,0,0,0,0,23,21,0,0,0,0,21,286,4,0,0,0,289
POA6336,57,0,0,0,0,56,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,24,25,0,0,0,5,26,12,0,0,0,0,18,137,0,0,4,5,145
POA6337,51,0,0,0,0,53,41,0,0,0,0,40,0,0,0,0,0,0,10,4,0,0,0,12,0,0,0,0,0,3,20,0,0,0,0,24,25,0,0,5,4,35,0,0,0,0,0,0,62,8,0,5,6,75,30,0,0,0,0,37,22,0,0,0,0,31,203,8,0,8,4,226
POA6338,128,0,0,15,0,144,63,0,0,5,0,67,3,0,0,0,0,3,6,3,0,0,0,9,0,3,0,0,0,3,20,0,0,0,0,20,22,0,0,5,0,29,0,0,0,0,0,6,50,4,0,5,0,61,31,0,0,3,0,39,7,0,0,0,0,11,281,12,0,21,8,317
POA6341,44,0,0,0,0,44,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,23,0,0,0,0,25,18,0,0,0,0,18,3,0,0,0,0,6,100,0,0,0,0,104
POA6343,36,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,18,16,0,0,0,0,16,12,3,0,0,0,19,89,0,0,0,0,97
POA6346,103,0,0,11,3,115,54,0,0,0,0,55,16,0,0,0,0,16,8,0,0,0,0,12,0,0,0,0,0,0,34,0,0,0,0,33,22,0,0,3,0,26,0,0,0,0,0,4,79,0,0,3,0,89,40,0,0,0,0,43,22,0,0,3,0,26,300,9,0,17,5,324
POA6348,157,0,0,10,0,171,67,0,0,0,0,66,50,0,3,0,0,52,3,0,3,0,0,11,3,0,0,0,0,3,32,0,0,0,0,32,34,0,5,6,0,39,3,0,0,0,0,3,124,4,8,6,0,142,102,4,0,0,0,106,40,0,0,10,0,49,489,9,12,26,0,532
POA6350,52,0,0,0,5,57,25,0,0,0,0,25,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,17,0,0,0,0,21,22,0,0,0,0,26,135,6,0,0,5,149
POA6351,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
POA6352,25,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,16,0,0,0,0,16,65,0,0,0,0,67
POA6353,123,0,0,4,0,131,63,0,0,0,0,63,0,0,0,0,0,0,5,9,0,0,0,11,0,3,0,0,0,4,31,0,0,0,0,27,21,0,0,0,0,21,0,0,0,0,0,0,61,13,0,0,0,75,31,0,0,0,0,32,23,0,6,0,0,26,300,13,9,6,3,325
POA6355,82,0,0,6,4,88,21,0,0,0,0,26,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,8,0,12,0,0,0,0,0,0,22,6,0,8,0,30,31,0,0,3,0,35,20,0,0,0,0,21,175,0,0,15,4,198
POA6356,17,0,0,4,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,10,3,0,0,0,0,5,46,0,0,3,0,50
POA6357,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28
POA6358,19,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,38,0,0,0,0,38
POA6359,55,0,0,8,0,71,24,0,0,0,0,28,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,6,10,0,0,0,0,10,15,0,0,0,0,16,0,0,0,0,0,0,35,4,0,4,0,41,17,0,0,0,0,23,24,0,4,0,0,26,160,3,4,14,0,187
POA6361,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,32,0,0,0,0,32
POA6363,21,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,33
POA6365,100,0,0,0,0,102,37,0,0,0,0,37,0,0,0,0,0,0,9,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,12,13,0,0,0,0,11,0,0,0,0,0,0,37,0,0,0,0,40,15,0,0,0,0,15,22,0,0,0,0,20,214,3,0,0,0,221
POA6367,65,0,0,0,0,66,25,0,0,0,0,22,0,0,0,0,0,4,8,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,3,24,3,0,0,0,0,3,35,5,0,4,3,44,10,0,0,0,0,10,19,0,0,0,0,18,153,5,0,11,3,162
POA6368,14,0,0,0,0,14,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,38
POA6369,120,0,0,0,0,123,43,0,0,0,0,39,3,0,0,0,0,3,4,6,0,0,0,11,0,5,0,0,0,5,22,0,0,0,0,19,7,0,0,0,0,11,0,0,0,0,0,0,34,19,0,0,0,55,13,0,0,0,0,18,33,0,0,0,0,33,247,22,0,0,0,274
POA6370,73,0,0,0,0,76,31,0,0,0,0,31,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,27,5,0,0,0,28,9,0,0,0,0,8,29,0,0,0,0,29,180,5,0,0,0,185
POA6372,23,0,0,0,0,23,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,48,0,0,0,0,48
POA6373,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
POA6375,166,0,0,0,0,170,73,0,0,0,0,75,5,0,0,0,0,3,7,6,0,0,0,14,0,8,0,0,0,9,36,0,0,0,0,39,15,0,0,3,0,19,0,0,0,0,0,0,70,14,0,0,0,91,21,0,0,0,0,24,23,10,0,0,0,29,354,24,0,8,0,386
POA6383,169,3,0,0,5,176,55,0,0,0,0,55,3,0,0,0,0,3,5,3,0,0,0,9,5,0,0,0,0,6,23,0,0,0,0,23,9,3,0,0,4,13,0,0,0,0,0,0,47,4,0,0,4,54,19,0,0,0,0,18,114,0,0,0,0,116,394,9,0,6,9,416
POA6384,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
POA6385,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6386,3,0,0,0,3,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,22,35,0,0,0,6,46
POA6390,193,0,0,8,0,199,196,0,0,0,0,194,62,9,0,0,0,71,12,0,0,0,0,17,5,3,0,0,0,9,46,0,0,0,0,46,33,0,0,4,0,41,0,0,0,0,0,0,159,15,0,4,0,179,17,5,0,0,0,19,53,11,0,5,0,61,614,28,0,15,6,659
POA6391,163,0,0,0,3,164,78,0,0,0,0,81,7,0,0,0,0,11,0,4,0,0,0,6,6,0,0,0,0,0,39,0,0,0,0,41,19,0,0,0,0,18,3,0,0,0,0,4,76,9,0,0,4,86,38,0,0,0,0,39,44,4,0,0,0,48,398,14,4,3,5,425
POA6392,85,0,0,0,0,89,31,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,9,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,24,7,0,0,0,29,21,0,0,0,0,22,18,0,0,0,0,22,180,11,0,5,5,195
POA6393,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,9,49,0,0,0,0,49
POA6394,107,0,0,0,0,107,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,25,28,0,0,0,0,28,26,0,0,0,0,26,208,0,0,0,0,208
POA6395,229,4,0,5,4,237,131,0,0,0,5,133,15,9,0,0,0,12,22,6,0,0,0,30,10,3,0,0,0,16,65,9,0,0,0,79,33,3,0,3,3,39,3,0,0,0,0,4,147,24,0,3,6,180,43,0,0,0,0,45,58,5,0,4,0,63,605,28,0,9,10,656
POA6396,61,0,0,0,0,61,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,8,0,0,0,0,11,0,0,0,0,0,0,27,0,0,0,0,27,33,0,0,0,5,35,17,0,0,0,0,18,159,0,0,0,4,163
POA6397,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,40,0,0,0,0,40
POA6398,146,0,0,3,0,148,52,0,0,0,0,50,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,9,21,0,0,0,0,23,11,0,0,0,0,10,0,0,0,0,0,0,62,3,0,0,0,71,12,0,0,0,4,11,7,0,0,4,13,24,271,5,0,11,15,306
POA6401,1062,13,3,31,0,1095,946,6,0,0,3,954,267,41,5,0,0,316,133,64,0,0,0,200,10,10,0,0,0,13,230,8,5,0,0,245,49,8,0,8,0,70,0,0,0,0,0,0,696,123,10,8,3,838,53,0,0,4,0,61,249,35,0,8,5,298,3001,171,16,46,17,3252
POA6403,22,0,0,0,0,29,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,68,0,0,0,0,70
POA6405,55,0,0,0,0,55,31,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,13,0,0,0,0,13,14,0,0,0,0,14,125,0,0,0,0,124
POA6407,128,0,0,4,0,130,90,0,0,0,0,90,17,0,0,0,0,15,19,5,0,0,0,21,5,4,0,0,0,10,36,0,0,0,0,36,9,0,0,4,0,18,0,0,0,0,0,0,89,9,0,4,0,103,18,0,0,0,0,18,17,0,0,0,0,25,343,13,0,8,0,362
