POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA6152,140,113,249,412,390,802,0,3,6,0,0,0,33,26,56,4168,3831,8006,190,365,553,17,0,17,30,0,32,115,31,148,72,27,100,84,97,180,5268,4882,10145,103,77,174,0,0,0,0,0,0,18,22,40,11,7,16,11,3,13,141,103,247,0,0,0,0,0,0,16,14,29,9,25,26,7,9,17,30,47,74,40,34,68,213,184,391,22,27,50,6,5,5,4,0,3,26,31,62,621,679,1301,597,889,1479,49,21,72,6771,6676,13448
POA6153,96,83,183,320,224,542,0,0,0,0,0,0,14,11,24,3359,3025,6392,154,307,467,29,0,29,16,0,16,97,25,116,44,21,62,66,69,136,4195,3772,7968,72,97,171,0,0,0,0,0,0,17,7,21,0,4,9,13,0,13,101,108,208,0,0,0,0,0,0,12,4,18,3,6,14,8,4,10,23,15,36,15,19,37,140,144,280,8,9,21,5,0,5,4,0,8,12,14,27,621,656,1282,409,704,1115,19,13,30,5397,5303,10701
POA6154,27,28,50,129,74,199,0,0,0,0,0,0,12,4,13,1655,1527,3178,79,110,192,10,0,10,9,0,17,39,12,49,32,7,39,20,27,42,2009,1784,3791,56,35,90,0,0,0,0,0,0,11,7,22,0,11,11,0,0,0,72,54,123,0,0,0,0,0,0,5,4,8,0,5,5,0,0,0,0,10,8,18,6,24,89,67,157,9,10,23,0,0,0,0,0,0,9,13,25,252,302,555,237,359,591,13,5,17,2600,2536,5137
POA6155,177,184,361,160,214,380,0,0,0,0,0,0,38,32,70,9316,7895,17212,404,717,1125,73,0,73,36,3,36,90,20,111,186,38,220,54,93,149,10539,9197,19736,545,376,918,0,0,0,0,0,0,168,109,282,21,19,40,5,0,5,742,503,1249,0,0,0,0,0,0,14,14,35,9,31,39,5,4,11,35,46,85,76,65,140,860,619,1474,136,108,241,8,12,18,4,0,6,143,121,263,908,1032,1937,1116,1485,2599,56,35,94,13614,12490,26100
POA6156,32,26,59,147,111,262,3,0,3,0,0,0,12,9,26,2944,2871,5818,136,200,337,20,0,19,31,5,27,55,10,63,52,14,63,40,46,91,3477,3281,6760,71,53,122,0,0,0,0,0,0,29,20,56,3,6,12,3,0,3,107,81,188,0,0,0,0,0,0,13,10,26,0,5,8,5,0,4,18,20,38,32,21,54,159,120,278,5,7,21,0,0,0,0,0,3,13,11,22,377,497,869,410,651,1063,18,16,34,4442,4575,9019
POA6157,22,25,50,137,120,256,3,0,3,0,0,0,6,5,9,2334,2448,4785,100,144,244,17,0,17,25,7,27,56,17,78,34,10,51,36,36,72,2773,2820,5596,41,41,83,0,0,0,0,0,0,12,21,36,3,3,10,0,0,5,63,66,129,0,0,0,0,0,0,3,10,16,4,12,9,8,0,8,13,21,32,27,9,40,102,102,204,10,7,20,3,0,3,4,0,6,12,14,26,270,391,664,316,539,853,12,8,16,3487,3870,7360
POA6158,31,16,43,70,57,125,0,0,0,0,0,0,13,4,16,1175,1187,2358,48,69,112,5,0,5,10,6,16,35,4,45,9,4,12,34,57,91,1433,1398,2834,32,24,53,0,0,0,0,0,0,10,11,24,0,4,8,4,4,4,40,46,85,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,6,5,12,15,4,15,64,52,117,8,8,14,0,0,0,3,0,3,15,10,20,226,291,514,175,270,440,4,4,8,1907,2022,3932
POA6159,86,57,145,10,15,30,0,0,0,0,0,0,3,5,5,535,554,1090,23,48,67,0,0,0,6,0,9,29,9,37,4,7,9,15,20,40,726,714,1442,8,8,16,0,0,0,0,0,0,3,4,8,0,4,4,5,0,4,20,12,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,8,0,10,26,22,45,0,0,0,0,0,0,0,0,0,0,0,0,146,149,292,85,105,194,4,5,4,989,993,1979
POA6160,93,103,193,98,95,188,3,5,5,0,0,0,4,9,16,1254,1215,2471,100,99,195,6,0,6,16,6,21,95,50,141,53,23,75,176,180,361,1892,1776,3672,49,37,87,0,0,0,0,0,0,11,22,38,4,8,11,6,8,12,72,76,147,0,0,0,0,0,0,3,5,5,0,7,4,4,4,11,7,11,23,28,14,42,108,101,213,5,8,13,0,0,5,4,0,0,4,14,18,294,319,610,257,304,558,12,13,22,2570,2524,5098
POA6161,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,19,13,33,0,0,3,43,36,83,87,60,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,42,41,80,0,0,0,130,119,249
POA6162,57,61,118,64,89,147,0,0,0,0,0,0,15,11,25,1674,1673,3347,90,138,233,16,0,16,22,3,27,92,59,154,28,7,34,79,93,166,2138,2138,4275,75,54,132,0,0,0,0,0,0,36,27,65,0,0,4,15,10,22,130,95,226,0,0,0,0,0,0,0,5,8,5,0,9,0,4,7,14,14,26,19,18,40,163,128,291,4,12,17,4,0,8,4,0,4,11,12,26,298,353,650,315,422,736,9,14,23,2934,3062,5995
POA6163,195,186,378,217,262,480,7,0,5,3,0,3,55,40,93,9187,8504,17693,461,673,1130,95,3,98,85,14,106,145,47,189,180,46,220,100,131,239,10728,9907,20634,223,169,393,0,0,0,0,0,0,140,159,293,22,27,47,13,3,19,400,360,755,0,0,5,0,0,0,14,17,28,14,15,29,14,9,29,46,41,89,102,75,181,551,477,1025,58,56,118,8,8,14,4,0,4,70,67,139,815,1172,1993,1311,1767,3073,54,49,97,13532,13431,26964
POA6164,700,641,1342,159,122,278,0,3,3,0,0,0,50,40,90,12371,10986,23356,663,854,1521,166,7,170,47,6,55,52,15,72,285,74,357,97,124,221,14592,12854,27447,283,301,582,0,0,0,0,0,0,234,192,429,34,46,83,28,10,30,571,551,1126,0,0,0,0,0,0,21,17,37,11,24,33,6,11,18,43,47,90,130,77,208,747,676,1423,116,128,239,9,6,10,9,0,11,130,132,263,971,1389,2365,1637,2330,3963,65,35,98,18137,17422,35559
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,25,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,15,33
POA6166,27,30,63,28,32,58,3,0,3,0,0,0,4,8,13,2027,1738,3759,97,110,207,38,0,38,20,0,18,5,4,7,43,11,55,22,17,35,2303,1955,4259,15,17,25,0,0,0,0,0,0,35,30,67,0,0,5,0,0,0,51,46,100,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,4,3,7,16,10,31,77,67,140,9,4,18,0,0,0,0,0,0,9,10,15,173,265,433,287,367,654,10,8,19,2857,2665,5522
POA6167,151,191,336,77,59,136,3,3,4,0,0,0,19,8,32,4322,3589,7907,268,309,577,80,0,79,22,0,23,13,0,17,128,34,165,37,56,96,5127,4250,9370,103,137,235,0,0,0,0,0,0,70,63,134,8,14,23,3,0,3,186,208,394,0,0,0,0,0,0,8,4,13,8,8,16,3,0,4,20,11,35,48,20,72,250,248,497,31,65,99,3,0,4,9,0,9,38,72,107,213,410,630,683,792,1474,32,20,55,6347,5789,12133
POA6168,93,130,218,68,56,120,0,0,0,0,0,0,8,10,14,3483,2924,6413,246,249,492,48,5,51,35,4,36,32,7,36,217,53,275,157,103,257,4386,3539,7926,59,67,127,0,0,0,0,0,0,30,43,73,9,5,10,4,9,15,105,117,223,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,4,7,15,49,20,71,158,144,309,20,29,48,5,0,5,4,0,8,28,28,54,201,280,478,607,658,1266,30,24,52,5407,4675,10081
POA6169,171,171,341,84,66,151,0,0,0,0,0,0,13,7,19,4950,4636,9593,319,318,633,67,0,71,37,5,39,32,12,45,172,36,212,42,50,94,5901,5308,11207,90,96,191,0,0,0,0,0,0,64,71,132,13,15,32,13,4,12,180,187,364,0,0,0,0,0,0,6,4,6,6,11,21,9,0,8,18,21,36,74,31,105,273,238,504,42,64,103,5,6,12,0,3,6,55,66,119,353,526,880,1004,1050,2052,38,34,70,7623,7214,14835
POA6170,261,295,554,37,55,98,0,0,0,0,0,0,14,4,16,2962,2368,5323,172,206,378,28,0,32,16,0,20,10,3,11,90,18,110,21,14,37,3613,2959,6572,75,146,219,0,0,0,0,0,0,41,43,88,16,23,35,8,6,13,142,217,360,0,0,0,0,0,0,7,3,5,4,7,10,4,4,3,10,11,23,41,20,56,189,248,440,33,65,96,5,0,7,0,0,0,36,67,108,150,263,411,453,536,989,17,13,32,4462,4088,8548
POA6171,146,184,331,80,58,138,0,0,4,0,0,0,20,13,35,5956,5677,11637,353,364,716,65,0,65,34,3,38,23,5,28,252,55,305,58,67,124,6994,6431,13423,97,125,222,0,0,0,0,0,0,117,104,216,13,20,39,3,4,3,229,255,481,0,0,0,0,0,0,8,7,13,3,5,10,3,0,3,12,13,23,78,29,108,319,291,612,44,55,104,8,4,9,0,0,0,52,60,111,364,703,1073,1191,1283,2476,32,20,57,8962,8789,17752
POA6172,39,61,103,42,33,78,0,0,0,0,0,0,0,0,0,1986,1853,3842,141,141,285,39,0,39,12,0,14,11,6,13,67,6,77,11,21,35,2352,2125,4478,31,35,64,0,0,0,0,0,0,27,25,50,9,10,16,0,0,0,64,66,130,0,0,0,0,0,0,0,3,4,0,5,7,3,0,3,11,0,14,32,7,40,100,79,179,18,22,43,0,0,3,3,0,3,25,21,48,135,214,347,459,478,942,18,6,28,3092,2929,6017
POA6173,70,68,141,47,25,74,0,0,0,0,0,0,6,0,4,2039,2009,4054,135,145,281,27,0,31,11,0,11,9,3,8,91,11,100,12,37,51,2445,2304,4745,23,16,42,0,0,0,0,0,0,59,48,106,3,6,12,0,0,0,86,72,152,0,0,0,0,0,0,4,3,4,0,0,0,4,0,4,4,0,11,34,11,48,130,85,213,11,16,26,5,0,5,0,0,0,18,16,32,151,232,386,490,452,949,14,15,28,3244,3107,6347
POA6174,20,24,42,26,14,38,0,0,0,0,0,0,0,0,5,879,900,1777,69,47,115,5,0,5,10,0,10,8,3,9,33,4,39,8,7,11,1052,1006,2056,3,12,21,0,0,0,0,0,0,21,23,50,0,0,0,0,0,0,32,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,16,48,41,88,7,4,10,0,0,0,0,0,0,5,4,12,46,114,160,211,213,422,9,3,16,1371,1379,2753
POA6175,19,17,32,17,13,30,0,0,0,0,0,0,0,0,4,637,632,1265,49,37,84,12,0,12,4,0,4,0,0,0,25,7,25,6,9,9,762,710,1466,3,4,8,0,0,0,0,0,0,7,4,19,0,0,0,0,0,0,11,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,21,14,37,0,5,6,0,0,3,0,0,0,4,3,11,47,79,130,138,146,283,4,3,8,975,960,1933
POA6176,3,3,11,4,3,10,0,0,0,0,0,0,0,0,0,332,295,634,24,28,46,9,0,9,0,0,0,0,0,0,13,0,16,11,9,19,393,343,737,0,0,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,17,4,19,5,3,9,0,0,0,0,0,0,7,3,8,27,68,89,69,72,142,0,0,0,514,491,1001
POA6180,13,24,36,28,8,42,0,0,0,0,0,0,6,0,6,925,973,1901,78,64,140,16,0,16,8,0,8,4,0,3,55,16,70,15,14,31,1145,1108,2246,5,4,3,0,0,0,0,0,0,18,6,24,0,0,0,0,0,0,19,14,33,0,0,0,0,0,0,0,0,0,0,5,5,4,0,4,5,3,9,17,6,17,39,23,63,5,3,13,0,0,0,0,0,0,8,3,14,57,113,173,253,231,487,7,5,13,1510,1484,2991
POA6181,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,74,82,156,9,7,19,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,96,94,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,9,24,25,18,47,0,0,0,131,129,262
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,168,159,334,6,9,14,13,0,11,0,0,0,0,0,0,7,0,5,11,5,18,210,186,390,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,30,31,64,30,40,67,5,0,3,283,260,541
POA6208,15,12,24,32,10,42,0,0,0,0,0,0,0,0,3,1499,1517,3019,107,119,224,36,0,39,9,0,9,3,5,8,74,27,97,25,31,65,1805,1727,3534,0,0,0,0,0,0,0,0,0,11,17,26,0,0,0,0,0,0,18,17,36,0,0,0,0,0,0,3,4,8,5,3,4,4,0,8,13,8,20,23,12,35,51,34,88,14,12,21,0,0,0,0,0,0,14,12,21,124,184,305,464,378,849,12,16,23,2471,2348,4820
POA6209,3,4,4,3,0,4,0,0,0,0,0,0,0,0,0,222,245,467,14,15,28,18,0,17,0,0,0,0,0,0,13,5,18,5,4,6,280,275,552,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,19,35,53,57,57,112,6,0,0,369,373,738
POA6210,225,240,463,207,129,340,3,0,7,0,0,0,35,32,67,8665,9024,17689,624,733,1351,154,4,153,43,5,46,63,24,89,418,98,516,143,157,300,10572,10449,21016,91,77,162,0,0,0,0,0,0,111,89,197,19,18,39,6,3,10,224,186,408,0,0,0,0,0,0,23,0,27,7,25,36,14,7,20,52,37,83,139,62,203,410,291,703,59,61,116,7,11,16,8,3,8,75,72,146,654,1139,1797,2232,2200,4428,91,63,158,14032,14219,28249
POA6211,13,15,31,41,23,65,0,0,0,0,0,0,0,0,0,921,981,1897,68,81,148,23,0,23,0,0,0,3,0,4,58,8,66,10,12,21,1138,1118,2256,4,3,7,0,0,0,0,0,0,9,11,24,0,0,0,0,0,0,13,17,32,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,7,31,6,39,56,28,79,3,8,8,0,0,5,0,0,0,3,5,11,112,161,279,321,269,594,5,12,21,1637,1602,3240
POA6213,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,76,76,156,3,7,8,0,0,0,3,0,3,0,0,0,4,3,9,9,10,23,100,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,20,35,33,24,62,0,0,4,147,153,303
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,84,171,8,0,13,4,0,4,0,0,0,0,0,0,0,3,8,3,3,6,110,99,210,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,22,23,48,35,28,58,0,0,0,172,145,323
POA6215,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,573,530,1104,50,27,77,25,3,21,6,0,6,0,0,0,19,8,24,18,27,46,726,591,1320,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,3,4,9,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,54,66,119,139,103,240,22,13,32,946,774,1724
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,57,131,5,5,7,3,0,4,0,0,0,0,0,0,0,0,5,6,0,4,86,63,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,12,18,30,0,4,7,109,96,203
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,176,3,9,14,0,0,3,0,0,0,0,0,0,4,0,4,4,0,8,103,98,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,4,4,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,15,15,33,15,15,29,3,0,4,141,131,273
POA6220,0,0,0,13,0,18,0,0,0,0,0,0,11,0,8,735,573,1309,66,75,144,17,0,17,7,0,7,6,3,7,23,23,48,33,28,66,913,706,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,4,14,12,4,14,0,0,0,0,0,0,0,0,0,0,0,0,54,61,117,89,84,178,6,6,11,1082,861,1941
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,82,9,6,17,0,0,0,0,0,0,0,0,0,0,6,5,6,9,11,52,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,15,17,36,0,0,0,82,81,164
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,67,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,4,6,0,0,0,46,50,96
POA6224,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,184,157,339,13,10,29,3,0,4,4,0,4,4,0,4,4,0,4,6,7,14,219,179,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,7,3,0,8,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,19,7,28,29,36,60,3,3,14,284,232,514
POA6225,0,0,0,52,16,69,0,0,0,0,0,0,0,6,6,1237,1136,2374,121,98,220,20,0,20,0,0,4,7,4,8,24,6,30,40,36,72,1507,1298,2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,8,8,17,17,6,21,26,11,33,0,0,0,0,0,0,0,0,0,3,0,3,63,84,148,296,252,549,15,11,25,1900,1660,3566
POA6226,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,156,145,305,19,13,28,10,0,10,0,0,0,0,0,0,0,0,0,0,0,6,192,159,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,4,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45,35,36,67,0,0,0,254,224,476
POA6227,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,142,136,279,7,0,18,3,0,3,4,0,5,0,0,0,5,0,5,0,0,0,168,145,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,24,22,40,0,4,0,200,186,385
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,6,0,9,0,0,0,36,27,67
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,35,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,38,21,62
POA6230,4,9,17,230,56,287,0,0,0,0,0,0,29,24,54,7251,7026,14280,596,678,1272,69,3,76,40,9,46,113,34,154,132,45,176,163,196,369,8650,8083,16728,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,3,4,10,0,0,0,0,0,0,91,35,128,15,11,22,12,5,16,116,45,163,118,51,165,235,99,337,0,0,3,8,3,11,4,0,8,18,3,24,306,534,841,1091,1353,2437,66,23,95,10360,10099,20466
POA6232,0,0,0,50,13,57,0,0,0,0,0,0,3,5,9,1916,1771,3687,167,127,299,28,0,28,6,0,5,14,0,16,23,8,31,19,24,40,2225,1948,4177,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,36,8,44,3,0,3,4,0,4,38,8,48,38,15,54,82,21,105,0,0,0,4,0,4,0,0,0,4,0,4,56,112,167,326,402,725,9,8,9,2701,2492,5188
POA6233,7,0,7,119,31,154,0,0,0,0,0,0,4,12,10,3280,3250,6534,268,245,512,51,0,54,19,0,20,29,6,33,68,12,84,35,30,66,3875,3592,7468,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,67,9,70,5,8,8,4,0,4,76,8,90,37,13,50,117,28,148,4,0,3,3,0,3,3,0,3,8,4,10,135,276,404,636,663,1295,13,7,26,4787,4558,9344
POA6236,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,379,350,732,25,19,41,9,0,12,4,0,4,0,0,0,4,0,4,18,4,22,454,376,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,45,64,109,69,72,147,8,9,13,586,520,1109
POA6237,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,405,424,830,19,17,41,31,0,30,0,0,0,0,0,0,7,0,6,20,10,29,495,457,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,10,6,10,6,6,15,0,0,0,6,0,6,0,0,0,6,0,6,51,72,119,76,87,166,4,8,14,648,626,1274
POA6239,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,666,609,1277,59,52,114,15,0,16,3,0,3,3,0,8,23,0,24,34,27,57,817,693,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,5,11,6,15,21,9,28,0,0,0,0,0,0,0,0,0,3,0,3,74,103,181,128,139,266,13,9,20,1057,952,2005
