POA_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6154,3195,3389,6583,0,0,0,0,0,0,11,16,24,102,145,247,12,7,21,10,18,20,0,9,4,23,27,53,11,3,8,32,36,70,67,79,145,60,102,163,35,37,69,3,4,8,32,42,76,41,58,96,6,24,29,33,35,64,0,4,5,109,161,269,0,0,3,17,18,37,94,82,174,3,0,7,23,57,78,9,10,26,58,75,129,79,107,186,7,13,21,11,12,20,11,25,32,499,480,978,37,32,66,14,26,40,204,231,431,81,131,208,16,12,29,4941,5484,10422
POA6155,12801,12148,24953,65,60,130,144,159,304,35,31,64,1425,1652,3081,14,16,37,70,48,116,16,24,35,77,47,121,12,9,16,192,193,378,2305,2274,4576,344,435,785,126,118,244,78,83,165,111,113,220,100,89,187,21,70,86,224,269,490,30,28,55,1719,1981,3702,27,32,61,61,40,101,565,453,1018,236,218,455,161,242,404,39,52,91,713,833,1543,482,555,1041,452,434,884,85,122,205,39,121,156,1656,1609,3263,79,77,154,124,161,285,1234,1375,2610,427,439,868,94,89,183,26369,26700,53067
POA6156,5919,6824,12740,0,0,0,3,0,5,26,30,53,38,62,93,28,17,45,13,13,33,6,3,5,35,46,77,9,12,17,13,18,25,47,70,120,52,87,141,16,25,37,0,4,4,54,55,110,74,75,147,4,21,26,22,26,49,4,5,11,68,95,166,0,0,4,27,35,59,165,181,346,17,3,21,34,52,89,20,30,56,50,54,103,122,138,254,25,17,46,3,7,13,9,43,51,770,762,1533,43,45,83,17,16,32,277,388,668,266,311,575,16,20,31,8277,9592,17871
POA6157,4731,5396,10127,0,0,0,0,0,0,19,27,45,21,35,48,13,13,25,8,3,9,0,0,0,22,38,58,8,7,13,0,4,9,36,43,82,0,16,26,17,11,21,5,3,6,35,62,97,56,75,136,9,9,21,3,10,18,0,0,0,15,30,43,3,3,7,22,25,48,140,152,290,0,0,0,14,48,62,11,16,23,17,45,62,79,87,169,9,3,13,3,4,9,14,40,57,713,715,1428,39,37,74,0,9,12,214,317,528,177,227,405,14,12,35,6480,7540,14016
POA6158,2567,2882,5448,0,0,0,0,0,0,12,24,32,0,14,15,11,10,15,3,0,7,0,0,3,18,29,53,0,0,0,3,10,7,10,22,26,4,8,11,5,4,11,0,0,0,33,46,77,42,52,99,6,8,10,3,4,10,0,0,0,11,10,24,0,0,0,17,14,28,81,57,143,0,0,5,3,18,18,0,3,9,10,12,21,36,35,68,3,0,4,0,0,0,5,8,12,402,396,798,28,37,65,0,6,3,127,142,272,135,152,290,34,3,34,3629,4009,7641
POA6159,1215,1354,2568,0,0,0,0,0,0,5,7,18,0,13,14,7,3,11,0,0,0,0,0,0,12,21,31,0,0,3,6,3,11,6,7,11,4,5,10,4,7,8,0,0,0,11,22,27,14,8,21,0,5,5,0,0,0,0,0,0,15,9,25,0,0,0,13,11,17,34,31,67,0,0,0,4,12,16,7,4,12,8,13,20,42,40,80,0,0,0,0,0,4,0,8,9,215,199,419,23,25,49,0,6,6,59,83,144,77,68,142,12,10,23,1782,1983,3762
POA6160,2909,2959,5866,0,0,0,0,0,0,25,40,66,9,20,30,23,12,35,3,5,12,0,0,0,43,45,92,5,0,5,6,6,19,34,24,57,5,16,28,4,4,8,4,0,0,65,44,110,74,99,175,8,19,26,3,3,7,0,5,6,6,20,27,4,0,0,21,20,41,115,90,207,0,0,0,4,31,39,11,14,22,10,23,34,44,37,79,6,4,11,5,6,10,0,22,20,543,453,993,59,60,120,0,7,6,211,291,495,548,408,955,66,39,107,4887,4834,9720
POA6161,114,124,239,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,6,0,3,4,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,6,6,17,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,22,45,0,0,0,0,0,0,7,10,22,27,21,49,0,4,4,206,213,412
POA6162,3732,3963,7694,0,0,0,0,0,0,30,46,69,6,10,14,31,34,64,0,0,9,5,0,8,48,59,100,3,5,7,3,6,9,17,18,40,5,26,31,4,5,6,0,0,0,69,52,124,170,217,388,8,26,38,0,3,7,0,0,0,18,26,48,0,0,0,20,30,51,134,120,252,5,0,7,21,24,43,17,19,31,12,20,28,52,49,103,3,7,8,0,3,3,4,23,23,643,630,1272,48,59,114,4,11,15,303,338,639,215,210,429,25,30,51,5657,6074,11732
POA6163,16351,17128,33479,5,10,14,28,37,69,85,122,202,166,257,427,276,319,596,29,23,56,8,11,20,168,250,421,10,14,20,78,93,167,286,276,561,141,238,385,84,82,168,20,20,41,180,156,338,675,638,1310,19,96,119,55,71,124,12,12,26,249,315,564,16,16,35,77,102,187,612,569,1179,43,17,60,355,489,839,66,78,143,155,211,364,349,346,699,63,56,117,23,64,80,26,125,150,2137,2148,4287,123,136,251,65,110,178,1523,1850,3371,1129,1156,2286,40,47,85,25740,27689,53429
POA6164,19663,19986,39643,12,8,20,59,49,102,47,81,129,568,681,1248,153,146,298,18,20,38,14,14,24,74,93,167,13,6,15,105,109,208,948,919,1866,209,323,533,144,145,293,18,9,27,186,168,354,198,167,367,38,95,130,163,160,324,21,22,45,518,626,1145,66,68,136,78,64,139,1016,903,1917,99,90,184,856,1019,1871,78,103,185,318,370,687,639,711,1349,125,140,268,50,84,133,58,174,229,2398,2473,4868,119,97,222,54,85,137,1657,1891,3545,785,806,1586,64,67,133,31618,32971,64585
POA6165,26,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,3,5,4,8,0,0,0,40,36,75
POA6166,3487,3545,7033,0,0,0,0,0,0,9,18,26,17,21,40,125,123,249,4,3,7,4,5,3,27,33,59,0,0,0,3,4,5,28,27,56,5,24,30,4,3,6,0,0,0,35,40,76,133,105,235,0,3,3,4,8,18,0,0,0,17,23,43,0,0,0,20,18,33,128,109,239,5,9,16,87,96,182,14,16,27,9,11,24,59,62,118,0,0,0,0,0,0,5,30,39,459,493,949,17,15,33,7,12,17,238,327,564,230,211,444,13,5,14,5202,5394,10598
POA6167,9394,8338,17734,4,7,7,18,19,40,23,30,58,56,79,139,34,28,60,11,5,15,8,9,17,44,42,93,0,3,6,18,22,40,409,351,764,39,82,125,17,11,27,15,9,16,49,44,91,42,41,87,3,15,20,50,50,105,3,0,6,76,96,174,5,7,14,38,39,74,590,537,1130,32,23,52,599,689,1282,14,21,34,47,54,104,218,215,434,42,45,80,6,16,26,29,94,121,1152,1187,2336,43,37,77,34,40,74,568,572,1140,648,618,1263,21,14,42,14407,13478,27892
POA6168,7442,7379,14817,4,0,9,7,0,8,18,30,47,41,54,95,29,40,72,7,5,13,3,4,7,52,78,137,3,5,4,9,14,22,96,79,182,27,45,73,7,4,17,6,3,7,61,57,121,39,36,78,9,19,28,7,8,13,4,4,8,41,39,84,9,13,22,54,61,115,522,513,1032,10,9,19,122,230,356,12,16,34,18,25,42,107,116,222,11,9,13,0,10,13,16,86,103,1870,1990,3856,41,39,75,32,37,72,398,416,809,1216,833,2043,39,25,69,12383,12345,24726
POA6169,11070,11426,22499,0,0,0,8,0,6,28,41,66,12,48,59,28,21,46,4,0,13,6,4,15,77,81,160,3,4,4,3,4,7,84,83,165,22,47,67,8,8,18,0,7,8,89,99,184,40,34,70,7,17,18,6,3,6,3,8,10,29,40,68,4,3,8,71,72,140,715,745,1460,8,3,12,132,261,393,27,28,53,28,31,59,243,233,481,3,6,17,0,12,12,21,140,159,2418,2613,5027,46,58,103,32,49,81,410,497,911,736,828,1565,23,22,46,16437,17566,34007
POA6170,4658,4824,9483,5,5,11,17,10,25,24,16,39,34,61,93,7,10,20,8,4,12,14,14,34,24,19,49,0,0,3,9,8,15,520,489,1004,10,42,50,14,11,29,8,5,13,46,34,77,14,10,25,7,27,37,17,18,37,6,5,8,62,82,137,20,28,46,17,12,26,432,419,847,30,27,60,628,745,1374,8,13,22,44,53,103,130,155,285,29,29,51,0,17,17,6,49,53,536,531,1066,25,12,29,13,19,36,512,517,1026,291,272,562,19,15,29,8237,8605,16842
POA6171,11164,12124,23284,0,0,0,10,9,23,33,32,73,23,49,75,15,14,27,6,11,23,29,31,56,52,56,114,0,3,3,5,16,28,297,282,572,35,77,116,10,13,24,3,5,3,112,104,223,35,22,54,10,21,31,17,20,42,0,5,5,38,57,97,4,5,11,61,57,113,1078,1103,2184,19,12,33,184,272,457,18,16,30,36,53,92,484,508,996,16,16,33,0,5,11,12,79,93,2206,2393,4598,58,56,114,13,29,44,605,729,1338,586,660,1238,13,36,49,17295,19004,36304
POA6172,4258,4392,8654,0,0,0,3,4,7,10,15,21,4,15,21,10,11,16,0,5,4,0,3,10,30,44,71,0,0,0,4,3,9,17,22,40,9,26,28,0,0,0,0,0,0,20,33,54,14,11,29,4,4,7,0,0,0,0,3,5,5,14,19,0,0,0,28,19,46,326,351,678,0,0,0,30,60,89,0,8,8,13,7,24,122,128,253,0,3,3,3,3,5,6,38,45,907,989,1895,11,23,35,5,12,15,170,190,355,256,269,524,8,10,21,6284,6700,12987
POA6173,3690,3829,7518,0,0,0,0,0,3,16,18,34,4,15,10,4,0,3,4,0,5,0,3,6,18,21,36,0,0,0,3,5,6,7,14,19,8,21,22,0,0,0,0,0,0,44,42,85,4,3,12,3,7,9,5,11,15,0,0,0,6,10,18,5,5,10,19,18,37,260,252,510,5,4,8,15,34,46,0,8,9,4,8,14,165,153,322,5,0,5,0,0,0,3,29,33,1298,1299,2592,16,19,37,3,4,12,96,134,232,99,113,207,3,4,10,5802,6065,11869
POA6174,1879,1989,3865,0,0,0,0,0,0,3,3,7,0,3,4,0,8,5,0,0,3,0,0,10,13,12,24,0,0,3,0,0,0,5,0,5,5,15,23,0,0,0,0,0,0,11,17,30,0,6,8,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,4,4,7,114,118,234,3,0,7,13,17,26,3,6,6,6,5,9,46,52,99,0,0,0,0,0,0,0,9,8,350,342,693,17,8,25,0,4,3,62,72,135,111,99,202,0,5,9,2657,2810,5465
POA6175,1363,1419,2781,0,0,0,4,0,3,3,11,22,0,3,3,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,3,4,0,8,4,4,5,0,0,0,0,0,0,3,11,11,7,4,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,9,14,56,77,135,0,0,0,4,8,17,0,3,4,3,6,10,23,22,46,0,0,0,0,0,0,0,7,8,266,275,542,13,13,23,0,0,3,27,36,64,51,41,96,0,0,7,1857,1964,3823
POA6176,666,745,1416,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,3,5,0,0,0,4,0,5,0,0,0,0,0,0,3,0,5,4,0,5,0,0,0,0,0,0,8,10,18,0,0,4,0,5,5,0,0,3,0,0,0,0,5,5,0,0,0,3,0,4,45,49,95,0,0,6,5,9,13,0,0,0,0,4,0,20,19,39,0,0,0,0,0,0,0,6,9,127,125,248,5,4,7,0,3,3,26,20,47,39,38,81,0,0,0,965,1059,2023
POA6180,2063,2225,4294,0,3,3,0,0,6,0,12,9,9,10,17,0,0,0,0,0,0,0,5,3,9,11,23,0,0,0,0,0,3,52,41,93,6,13,18,0,3,6,0,0,0,22,21,43,8,4,13,0,5,4,4,6,13,0,0,0,15,14,25,4,3,7,13,14,28,134,162,299,3,0,3,64,78,142,0,8,4,6,10,22,69,86,156,0,0,0,3,0,7,9,13,18,382,453,833,3,0,9,6,4,14,97,125,220,78,83,161,0,0,3,3072,3419,6495
POA6181,162,190,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,27,56,0,0,4,0,0,0,0,3,4,6,4,9,0,0,0,214,239,456
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,436,443,881,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,13,28,0,0,0,0,3,3,0,0,0,3,0,4,7,9,14,0,0,0,0,0,0,0,0,3,52,64,119,0,5,5,3,0,5,11,4,15,49,55,99,0,3,3,587,609,1198
POA6208,4568,4771,9345,0,0,0,3,0,5,8,7,18,0,6,8,0,0,0,0,0,0,3,3,11,14,18,37,0,0,0,0,3,5,10,8,22,5,11,18,0,0,0,0,0,0,12,18,33,15,12,24,0,5,7,0,0,3,0,0,0,7,19,27,0,0,0,36,23,60,178,183,357,0,0,0,34,55,82,0,0,3,3,5,6,43,68,108,0,4,4,0,0,0,4,24,26,518,648,1161,16,18,34,0,13,18,64,70,130,331,358,687,8,5,12,5906,6367,12271
POA6209,700,684,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,7,0,3,0,5,6,0,0,0,0,0,0,3,0,3,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,33,28,61,0,0,0,0,3,3,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,5,8,11,92,104,199,0,10,10,0,3,6,16,3,15,84,66,148,0,0,4,970,943,1909
POA6210,22788,25398,48186,8,6,12,6,7,11,66,91,154,49,126,175,21,22,42,15,11,25,13,14,30,131,181,312,14,9,27,20,25,46,262,260,524,59,173,233,25,29,60,5,4,9,186,181,359,114,66,183,12,44,55,22,36,56,0,0,4,71,104,182,26,17,46,163,183,343,1212,1332,2542,21,19,36,313,621,938,27,36,65,40,71,114,544,652,1195,50,48,92,9,19,24,65,246,311,4517,4992,9508,112,110,223,39,76,118,760,926,1686,1645,1887,3537,40,40,80,33474,38064,71541
POA6211,2731,2787,5520,0,0,0,0,3,5,9,12,20,4,3,11,3,0,4,0,0,0,0,3,8,10,23,33,0,0,3,3,0,3,20,14,34,6,22,22,0,0,0,0,0,0,21,13,29,10,0,13,0,0,0,0,0,0,0,0,0,5,11,12,0,0,0,13,22,32,139,133,265,3,0,7,5,39,45,6,7,10,4,8,10,54,78,132,0,4,0,0,0,0,3,13,18,586,628,1210,19,16,31,5,9,5,69,100,175,122,123,249,3,5,5,3844,4068,7918
POA6213,245,259,500,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49,3,0,4,0,0,0,5,4,11,36,34,67,0,0,0,330,336,672
POA6214,287,263,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,6,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,53,0,3,6,0,0,0,0,0,0,30,19,52,0,0,0,347,334,681
POA6215,1498,1528,3027,0,0,0,0,0,0,0,3,0,3,5,12,3,0,3,0,0,0,11,0,11,10,10,16,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,3,3,11,38,20,57,0,0,0,4,0,4,0,0,0,0,6,12,0,0,0,9,8,11,48,59,109,0,0,0,27,24,47,0,0,0,0,0,0,18,14,34,0,0,0,0,0,0,0,3,3,154,186,342,4,10,13,0,0,4,21,34,54,169,132,300,4,0,5,2042,2064,4098
POA6218,223,208,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,42,0,0,0,0,0,0,0,4,3,6,10,16,0,0,0,269,251,516
POA6219,230,226,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,27,27,58,0,0,0,0,0,0,5,0,7,15,13,28,0,0,0,293,298,591
POA6220,1459,1423,2882,0,0,0,0,0,0,0,6,6,32,17,53,0,0,0,0,0,0,4,5,3,5,0,10,0,0,0,3,0,4,6,0,8,0,7,3,0,0,0,0,0,0,5,5,10,35,38,73,0,5,4,4,7,12,0,0,0,14,7,22,0,0,0,9,12,24,42,47,91,0,0,0,201,195,394,3,0,3,0,0,0,10,15,22,0,0,0,9,19,23,0,3,3,100,112,212,5,7,16,4,3,4,63,59,120,164,131,297,11,6,15,2183,2123,4300
POA6221,184,152,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,19,11,29,4,0,3,223,179,405
POA6223,68,64,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,150
POA6224,490,470,960,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,13,29,0,0,0,3,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,31,33,65,0,0,0,0,0,0,8,10,20,58,47,101,0,0,0,633,601,1230
POA6225,3667,3540,7203,0,0,0,0,0,0,4,5,6,5,5,10,4,0,6,0,0,0,0,0,3,23,24,43,0,0,0,0,0,0,11,6,11,10,3,15,3,0,8,0,0,0,5,7,17,23,19,35,0,5,7,5,0,9,0,0,0,0,3,7,0,0,0,13,10,22,105,99,203,3,0,4,15,31,51,6,10,10,0,4,4,26,21,50,0,0,0,0,0,0,0,8,8,221,226,449,3,6,9,0,4,4,36,36,72,349,304,657,8,3,3,4556,4376,8931
POA6226,380,352,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,11,28,0,0,0,3,3,8,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,20,22,44,0,0,0,0,0,0,10,8,14,30,18,44,0,0,0,465,434,892
POA6227,327,323,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,7,18,0,0,0,0,5,5,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,18,29,46,0,0,0,0,0,0,0,3,6,16,13,24,0,0,0,378,393,770
POA6228,64,48,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,76,62,143
POA6229,61,45,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,10,10,0,0,0,0,0,0,0,0,6,16,15,26,0,0,0,97,71,170
POA6230,15819,16490,32305,0,0,3,16,17,33,37,53,90,42,72,115,10,11,20,14,13,26,0,3,7,75,88,163,11,10,18,14,18,37,222,180,401,29,60,93,15,11,23,6,7,20,105,95,205,119,113,227,25,18,42,44,28,69,23,20,41,55,80,132,24,31,49,67,67,139,610,568,1185,43,27,74,319,438,760,21,47,64,24,39,65,456,472,928,33,29,58,34,62,98,23,84,110,1440,1490,2931,64,52,113,27,55,86,498,608,1108,1052,1089,2141,35,27,64,21457,22580,44036
POA6232,4120,4398,8520,5,0,6,0,0,0,0,3,11,12,14,22,3,0,3,0,0,0,0,0,0,9,14,27,0,0,0,0,5,7,37,36,76,9,10,14,9,5,10,3,3,11,22,20,43,8,14,27,3,5,8,12,9,19,0,0,0,9,10,21,3,4,6,18,30,54,184,157,340,6,5,11,34,62,96,8,4,13,7,15,30,73,90,168,7,3,7,12,9,18,4,25,26,289,308,605,11,18,29,7,16,22,110,110,219,222,245,467,7,3,17,5269,5666,10932
POA6233,7433,7673,15106,0,0,6,4,0,8,7,14,23,21,50,67,0,0,0,0,0,0,10,5,14,15,50,62,0,3,6,0,4,7,74,65,143,3,24,25,0,0,5,4,8,15,40,45,89,36,20,51,4,6,12,17,12,34,0,0,0,18,28,43,0,0,0,37,33,69,378,363,743,9,5,10,39,83,124,7,8,13,15,15,30,168,181,343,0,7,6,9,28,44,7,35,45,620,705,1330,14,21,37,3,8,16,187,180,367,323,276,598,8,10,22,9524,9974,19500
POA6236,840,819,1663,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,3,5,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,23,14,35,0,0,0,0,5,5,0,0,0,0,0,0,5,12,20,0,0,0,0,0,0,0,0,0,88,91,178,4,7,12,0,0,0,11,18,27,68,64,131,0,0,3,1068,1049,2118
POA6237,971,1027,1998,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,24,24,55,0,0,0,0,7,10,0,0,0,0,0,0,28,18,45,0,0,0,0,0,0,0,3,3,84,90,167,0,0,3,0,0,3,23,32,54,75,78,150,0,0,4,1234,1304,2539
POA6239,1676,1733,3404,6,3,11,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,3,3,16,18,27,0,0,0,0,0,0,0,4,5,0,7,7,0,0,0,0,0,0,3,5,9,18,19,32,0,0,4,3,0,5,0,0,0,10,4,14,0,0,0,6,14,16,49,51,98,4,3,5,5,13,12,3,0,9,0,6,4,22,21,39,0,0,0,3,19,25,0,8,8,162,188,349,3,6,14,4,10,15,36,31,64,139,134,278,4,22,26,2186,2309,4499
POA6240,53,62,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,5,0,4,3,6,15,0,0,0,78,84,166
POA6243,34,38,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,43,46,89
