POA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
POA6304,11,46,51,490,19,619,0,0,0,44,4,48,0,0,0,4,0,3,0,0,0,0,0,0,16,0,0,16,0,27,201,51,51,412,13,723,22,0,3,0,0,24,0,0,5,3,0,10,18,0,5,27,0,52,4,0,0,0,0,6,4,0,0,0,0,3,10,0,0,0,0,10,28,3,10,83,4,130,6,4,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,7,13,0,0,0,0,17,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,11,12,103,0,164,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,4,8,7,0,0,8,0,14,39,6,8,11,0,67,4,0,0,6,158,167,358,83,85,867,201,1585
POA6306,11,33,26,368,6,440,0,0,0,70,0,70,0,0,3,0,0,5,0,4,0,0,0,6,4,3,0,0,0,14,63,28,20,258,5,373,9,0,0,0,0,9,0,0,0,3,0,3,7,0,3,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,5,0,57,0,72,4,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,36,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,23,8,0,3,0,40,0,0,0,3,82,88,128,57,41,628,92,945
POA6308,11,59,48,451,3,574,0,0,0,103,0,112,0,0,0,0,0,0,0,0,0,0,0,3,15,3,6,10,0,27,142,38,44,445,5,672,10,0,3,0,0,13,7,0,0,0,0,5,16,0,8,24,0,53,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,11,24,8,7,75,3,119,10,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,19,12,7,3,0,0,22,7,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,5,9,85,0,139,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,16,40,7,8,10,0,58,4,0,0,3,137,143,282,85,82,893,155,1499
POA6309,0,4,10,95,0,109,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,37,8,14,74,0,134,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,28,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,28,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,6,23,31,59,10,11,164,26,276
POA6311,3,19,11,190,0,233,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,54,37,18,181,4,293,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,42,0,60,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,8,10,48,0,84,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,0,0,3,0,13,0,0,0,4,42,50,98,48,33,362,50,589
POA6312,45,166,153,1349,35,1742,0,15,0,224,9,250,23,0,0,0,0,30,0,0,0,3,0,5,42,6,3,46,0,96,326,164,153,1144,46,1836,115,0,3,0,5,122,3,0,0,7,0,14,41,7,12,97,4,153,0,0,0,6,0,9,0,0,0,0,0,0,40,0,0,4,0,42,54,27,16,249,9,359,38,11,12,82,0,150,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,32,3,6,4,5,46,25,9,13,10,0,53,23,4,5,18,0,56,5,0,0,0,0,5,0,0,0,0,0,0,71,40,32,257,5,404,0,0,0,0,0,0,57,0,9,3,0,70,0,0,0,5,0,8,0,0,0,0,0,0,14,0,0,0,3,14,3,0,0,6,0,17,205,16,13,35,11,280,10,0,0,37,455,500,967,282,254,2543,547,4591
POA6313,0,3,10,75,4,95,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,7,91,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,16,26,13,11,158,23,234
POA6315,8,62,78,591,12,761,0,0,0,41,0,43,6,0,0,0,0,8,0,0,0,4,0,4,21,4,11,5,0,40,178,62,75,489,9,813,33,0,4,0,0,34,5,0,0,0,0,5,25,0,7,30,0,66,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,12,9,99,0,148,8,0,4,31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,26,5,0,0,0,39,7,11,10,0,0,30,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,42,16,14,90,0,158,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,35,4,12,7,3,63,0,0,0,0,159,163,350,109,132,1012,182,1779
POA6316,0,9,12,136,0,157,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,16,45,8,4,139,3,196,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,6,0,0,0,34,36,59,13,14,253,39,374
POA6317,22,154,114,1050,22,1377,0,13,4,289,15,324,43,0,6,3,0,47,0,0,0,4,0,5,35,10,10,16,0,68,278,97,98,810,33,1321,41,0,6,4,0,46,11,0,0,6,0,15,25,4,14,91,0,141,0,0,6,4,0,4,6,0,0,0,0,6,17,0,0,0,3,21,47,20,7,144,3,215,35,15,6,57,0,125,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,19,14,0,8,102,15,18,5,0,0,38,11,0,3,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,44,18,15,169,3,250,7,0,0,0,0,7,31,5,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,12,0,24,499,33,33,149,19,730,25,6,3,37,377,454,1093,268,199,2057,473,4082
POA6318,3,15,11,155,7,186,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,14,11,153,3,221,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,39,0,49,4,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,36,0,50,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,3,0,20,0,0,0,4,46,50,72,21,18,317,57,483
POA6320,3,16,9,199,3,223,0,3,0,93,5,104,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,29,10,15,105,0,167,4,0,0,0,0,4,0,0,0,0,0,0,4,5,0,10,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,21,0,37,3,8,3,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,4,0,11,0,0,0,13,50,68,64,27,23,360,59,530
POA6321,4,19,18,132,5,181,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,14,12,126,3,208,6,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,21,0,39,3,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,6,3,0,0,14,9,0,4,7,0,20,0,0,0,5,51,55,95,32,30,254,57,465
POA6322,3,7,12,83,0,103,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,30,10,6,69,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,23,26,39,13,13,143,28,236
POA6323,6,48,47,257,4,370,0,0,0,13,0,9,5,0,0,3,0,3,4,0,0,0,0,7,11,3,0,12,0,26,177,65,49,259,11,553,10,0,0,0,0,10,4,0,0,0,0,4,5,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,9,10,49,0,98,7,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,0,20,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,9,4,39,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,29,8,7,14,0,51,3,0,0,7,83,91,273,102,74,480,99,1025
POA6324,21,149,131,1095,15,1411,0,7,4,107,3,129,14,0,0,6,0,17,4,0,0,6,0,12,36,11,5,21,5,76,412,149,125,901,34,1621,44,0,5,0,0,46,7,0,0,3,0,12,51,9,7,70,0,139,0,0,0,8,0,6,5,0,0,0,0,5,4,0,0,4,0,8,63,24,15,186,3,296,13,3,0,42,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,6,0,0,0,18,11,5,0,5,0,13,10,0,0,6,0,18,0,0,0,0,0,3,0,0,0,0,0,0,94,33,33,223,9,392,0,0,0,0,0,0,21,0,0,0,0,24,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,21,6,3,10,0,33,187,15,24,18,0,242,11,0,6,12,411,435,827,249,200,1884,469,3634
POA6326,5,13,19,158,3,200,0,0,0,11,0,11,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,6,0,11,57,12,20,121,0,218,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,18,6,38,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,27,0,48,0,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,3,0,23,8,0,0,7,38,55,119,21,31,270,53,492
POA6327,3,4,15,79,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,19,29,12,10,60,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,15,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,10,0,3,0,0,30,38,47,17,27,136,33,267
POA6328,0,26,18,155,0,206,0,0,0,13,0,13,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,5,36,21,12,100,3,172,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,3,6,27,0,47,7,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,23,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,11,0,0,0,4,35,43,70,38,25,244,38,419
POA6330,344,1761,1555,10970,167,14791,4,66,32,1102,25,1225,224,5,28,43,0,302,41,17,14,66,0,141,595,185,104,468,4,1361,4500,1803,1497,9649,187,17633,648,8,48,16,3,727,106,20,17,46,0,185,411,112,123,753,13,1417,33,12,4,49,0,95,40,3,8,13,0,66,159,10,9,28,4,204,688,251,211,2060,26,3231,378,151,71,721,8,1329,18,0,8,4,0,24,6,0,4,3,0,13,9,0,3,10,0,27,22,5,4,11,0,38,114,21,26,11,0,179,151,91,53,48,0,337,207,48,26,139,3,424,33,0,6,12,0,51,3,0,0,0,0,3,1001,343,301,2096,17,3757,21,4,0,13,0,44,264,27,17,12,0,324,54,8,6,21,0,91,21,6,5,0,0,33,36,0,4,3,0,41,204,39,45,116,7,409,1342,234,230,373,18,2195,95,18,17,186,1963,2285,9312,3069,2532,20071,2362,37345
POA6333,49,293,233,1615,37,2217,0,6,4,58,4,73,19,3,0,8,0,38,19,8,3,29,0,59,97,16,17,22,0,154,1042,306,241,1383,28,3000,18,0,0,0,0,24,35,8,3,4,0,47,119,19,35,114,7,290,5,0,0,3,0,16,8,0,0,0,0,9,18,6,0,0,0,24,177,65,49,413,9,712,62,31,10,75,0,177,4,0,0,0,0,4,0,0,0,4,0,4,7,0,0,0,0,7,12,4,0,3,0,14,18,3,6,0,0,19,40,14,7,3,6,65,25,7,0,17,0,49,7,0,0,0,0,8,0,0,0,0,0,3,218,73,54,363,6,722,5,0,0,0,0,5,51,3,7,0,0,68,6,0,0,7,0,17,3,0,0,0,0,3,20,0,0,0,0,20,44,0,8,15,0,66,243,54,53,76,11,433,0,0,5,25,597,622,1800,530,409,2911,681,6328
POA6335,0,22,36,258,8,318,0,4,0,66,0,70,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,50,27,16,197,4,285,51,0,0,0,0,51,0,0,0,0,0,0,7,0,3,16,0,26,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,5,7,8,0,31,3,48,0,4,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,8,3,53,0,76,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,20,0,7,3,0,31,0,0,0,4,54,59,152,46,37,456,61,758
POA6336,0,11,15,108,0,135,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,17,14,9,94,0,136,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,15,0,25,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,5,0,7,28,37,39,25,20,206,28,323
POA6337,0,19,21,210,0,253,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,10,30,17,8,144,0,199,6,0,0,0,0,6,0,0,0,0,0,3,4,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,25,0,38,5,3,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,31,0,46,0,0,0,0,0,0,10,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,18,0,27,0,0,0,0,65,71,70,33,28,342,67,536
POA6338,3,19,22,274,3,321,0,0,0,15,0,15,4,0,0,0,0,4,0,0,0,0,0,0,11,3,0,5,0,22,66,15,26,232,3,347,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,45,0,67,0,8,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,4,3,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,48,0,71,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,9,6,0,32,0,0,0,0,23,30,122,36,43,488,33,718
POA6341,0,0,13,99,0,121,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,5,15,6,13,78,0,104,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,32,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,11,4,0,0,0,11,17,41,5,24,167,14,253
POA6343,0,5,13,82,0,106,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,12,3,9,76,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,15,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,35,38,23,9,17,144,36,227
