POA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
POA6155,724,1493,1308,5927,63,9516,4,32,22,272,77,420,10891,128,234,98,56,11414,83,18,22,90,0,212,353,106,63,195,6,712,5076,1390,1031,4920,65,12485,470,11,38,8,0,535,130,17,6,39,0,193,406,71,56,326,9,871,66,16,9,50,0,143,38,9,8,12,0,72,5338,55,55,65,10,5514,1023,232,167,1075,15,2504,672,236,120,630,3,1657,679,3,13,4,0,702,86,18,11,11,0,122,16,0,0,9,0,26,43,11,3,15,0,67,253,20,19,15,5,313,214,77,36,11,0,342,201,41,28,67,0,339,110,5,19,6,0,141,65,3,0,0,0,68,1139,303,212,1178,19,2850,55,10,6,8,0,82,643,54,62,11,0,767,157,10,9,14,3,187,455,0,0,3,0,463,327,19,12,5,0,366,187,30,14,62,0,303,9852,415,445,398,38,11143,374,10,18,67,1942,2412,34804,2794,2318,10715,2263,52891
POA6156,171,994,761,4138,35,6098,0,21,13,238,0,274,494,29,33,36,9,602,118,41,16,153,5,339,173,57,37,114,4,385,2269,881,616,3537,62,7362,87,5,14,5,0,111,91,23,12,37,0,162,200,64,48,304,0,618,44,17,10,70,0,138,23,0,7,8,0,37,181,21,7,26,0,237,578,200,118,1107,19,2025,538,223,106,775,12,1658,66,0,7,5,0,70,23,0,8,3,0,43,19,6,4,16,0,46,18,5,5,28,0,62,52,11,9,0,0,74,97,47,27,14,0,191,107,24,21,46,0,204,41,0,6,3,0,55,10,5,0,0,0,9,590,251,160,939,11,1952,35,0,5,7,0,48,140,24,39,10,0,211,83,8,9,22,0,123,43,8,5,13,0,63,42,3,7,0,0,50,117,27,14,52,4,217,1200,201,177,264,17,1854,60,3,6,24,565,667,6032,1812,1297,7991,704,17839
POA6157,140,837,653,3163,32,4824,0,14,3,94,5,118,202,7,36,23,0,276,88,44,22,110,0,270,148,51,48,81,0,323,2003,831,560,2910,35,6345,56,0,15,0,0,74,83,10,21,43,0,156,187,47,48,231,3,510,23,11,9,31,0,76,12,3,3,20,0,36,95,21,12,16,0,148,527,162,114,1116,11,1925,445,178,68,460,5,1153,23,4,0,0,0,23,8,0,0,0,0,12,6,0,0,5,0,14,21,4,4,13,0,50,39,4,9,7,0,52,65,29,24,7,0,123,74,13,19,21,0,128,37,4,4,6,0,46,6,0,0,0,0,8,540,186,132,881,13,1742,19,0,3,5,0,27,117,15,27,6,0,157,57,0,5,25,0,92,15,3,3,0,0,22,16,0,0,0,0,16,87,12,17,41,0,158,802,146,142,200,6,1301,17,4,3,40,364,421,4524,1520,1107,6374,455,13985
POA6158,61,451,341,1644,12,2511,0,6,7,52,0,62,54,13,9,15,0,85,46,25,15,54,0,149,72,18,13,39,0,145,1072,401,313,1662,19,3465,18,3,0,3,0,30,35,14,12,12,0,70,92,28,25,135,6,283,11,3,5,34,0,61,11,0,0,6,4,21,48,21,0,4,0,73,313,108,76,606,9,1108,286,96,35,263,0,696,11,0,0,0,0,8,6,0,0,6,0,15,4,0,0,4,0,11,10,4,0,5,0,18,18,6,3,0,0,22,47,21,16,6,0,84,36,9,3,24,0,80,9,0,6,7,0,18,0,0,0,0,0,0,276,101,74,474,4,936,9,0,6,3,0,12,45,7,5,5,0,58,28,0,10,8,0,46,0,3,0,0,0,7,0,0,0,0,0,0,69,17,3,24,0,111,379,85,82,86,3,638,7,0,0,10,323,349,2358,816,594,3466,377,7605
POA6159,45,211,169,709,0,1132,0,0,4,34,0,44,64,3,5,0,0,75,22,0,5,17,0,44,52,12,3,15,0,88,585,189,133,822,7,1732,19,0,4,0,0,21,19,9,6,9,0,46,80,23,14,97,0,213,6,0,3,8,0,21,0,0,0,0,0,3,36,6,3,3,0,40,135,46,38,319,0,534,74,27,10,87,0,190,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,12,3,0,0,7,0,14,6,0,0,0,0,7,13,0,0,0,0,20,23,3,0,9,0,37,8,3,0,0,0,17,0,0,0,0,0,0,173,52,34,255,0,514,0,0,0,0,0,0,36,6,3,0,0,43,16,3,0,4,0,25,3,0,0,0,0,6,6,7,0,0,0,10,28,7,3,13,0,49,213,51,30,50,0,348,5,0,0,9,142,161,1265,383,269,1675,153,3745
POA6160,74,423,360,1625,13,2492,4,18,9,129,0,155,103,8,16,16,0,150,84,28,5,51,0,169,95,36,14,37,0,188,1257,446,398,1786,28,3909,42,0,0,0,0,45,119,4,11,22,0,158,185,45,38,154,0,425,22,16,6,19,0,58,18,5,0,0,0,23,76,11,10,7,0,107,410,114,98,758,10,1395,373,92,52,252,4,774,7,0,5,0,0,9,10,0,5,0,0,14,12,0,0,5,0,13,6,0,0,4,0,12,22,3,0,3,0,28,39,9,9,3,0,63,59,6,6,13,0,89,35,3,0,13,0,51,3,0,0,0,0,4,393,121,91,560,4,1163,21,0,0,0,0,25,39,3,3,4,0,51,54,7,5,10,0,83,12,5,5,0,0,26,16,0,5,0,0,15,80,18,11,45,0,153,636,101,97,130,10,975,41,4,0,24,1007,1080,3311,855,705,3673,1064,9612
POA6161,0,22,14,85,0,118,0,0,0,3,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,9,61,18,15,72,0,160,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,22,3,3,40,0,63,8,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,26,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,27,0,4,5,0,45,0,0,0,0,43,49,148,25,21,164,49,415
POA6162,129,621,519,1967,19,3244,3,18,7,165,3,197,89,17,22,37,0,163,146,29,16,107,0,301,124,40,37,63,0,257,1759,604,509,2052,23,4947,38,0,4,4,0,55,118,16,23,26,0,186,233,38,44,200,0,520,26,11,3,37,8,86,25,9,3,12,0,52,58,4,11,5,0,81,519,152,130,837,13,1647,709,132,89,354,14,1300,8,5,3,0,0,17,11,0,0,8,0,21,3,0,0,0,0,3,13,10,0,0,0,22,41,10,0,0,0,50,50,23,11,14,0,98,73,16,20,22,0,136,20,4,4,10,0,37,0,0,0,0,0,5,454,146,137,644,7,1384,60,6,8,4,0,76,56,12,10,5,0,83,77,3,8,26,0,117,11,5,0,5,0,16,19,0,0,0,0,20,91,15,14,31,0,151,845,163,159,171,8,1353,30,8,10,37,425,499,4523,1214,1015,4421,499,11678
POA6163,642,2533,2070,9542,125,14922,15,61,42,873,27,1023,2090,57,118,68,15,2345,1056,199,79,426,19,1773,461,122,114,275,3,974,6395,2291,1830,8493,157,19162,882,15,53,8,7,969,369,46,58,67,5,549,810,155,167,650,12,1798,104,47,21,100,3,267,84,14,11,24,5,133,694,53,30,43,3,813,1651,494,392,2611,22,5179,2858,723,313,1769,45,5705,157,5,10,0,0,173,48,10,3,12,0,72,56,4,3,34,0,97,64,13,11,36,5,123,279,78,25,26,9,416,280,98,92,42,0,505,296,46,43,103,3,496,100,10,12,13,0,139,23,7,0,0,0,38,1749,542,393,2374,31,5087,403,22,19,22,0,469,425,71,53,20,0,565,255,23,16,54,3,351,103,17,5,6,6,130,188,9,14,6,0,217,242,53,37,161,4,498,5259,630,607,661,63,7216,251,40,22,158,2083,2559,23006,4896,3752,19158,2529,53341
POA6164,927,2945,2515,12565,120,19074,11,79,54,1061,18,1225,4376,73,130,73,27,4676,549,190,74,406,6,1222,541,145,125,351,9,1174,7928,2445,2138,9290,154,21940,2102,10,120,22,4,2252,241,31,16,53,0,342,583,150,105,676,11,1515,69,29,15,78,5,201,75,10,16,27,0,119,2536,78,48,45,5,2718,1764,370,327,2062,15,4543,1282,587,324,2121,29,4340,402,0,5,6,0,417,80,8,8,9,0,106,21,21,4,30,4,73,67,29,8,61,0,168,716,90,43,27,3,875,471,196,98,58,5,832,329,61,53,121,0,573,201,3,21,24,0,246,108,10,9,0,0,131,2127,560,419,2214,18,5331,472,24,11,22,3,534,965,96,91,34,4,1189,352,31,17,71,0,467,175,16,7,11,0,210,206,15,30,3,0,249,284,55,47,109,0,497,7666,701,761,885,56,10066,343,23,15,138,1508,2028,30944,5192,4295,22127,1899,64451
POA6165,0,9,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,11,3,5,13,0,35,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,0,11,0,0,0,0,14,14,23,7,3,22,14,75
POA6166,157,461,375,1932,22,2943,0,4,13,96,0,109,117,3,9,12,0,144,467,84,43,211,9,816,92,25,14,48,0,175,1335,395,311,1622,26,3690,198,0,12,7,0,221,45,7,8,8,0,73,126,28,20,116,0,295,15,13,0,19,0,45,16,4,3,3,0,24,91,12,13,7,0,115,318,67,56,460,4,904,682,197,108,660,0,1648,21,0,0,0,0,21,4,3,3,0,0,14,13,0,3,12,0,28,16,0,8,16,0,39,52,16,0,0,0,65,49,33,20,6,0,100,60,11,8,21,0,106,29,0,5,4,0,38,7,0,0,0,0,7,319,86,63,406,3,876,116,4,8,15,4,151,97,10,10,8,0,127,49,6,7,18,0,76,0,0,0,0,0,0,30,0,0,0,0,36,47,11,5,12,0,83,820,109,129,154,7,1222,48,0,0,13,442,505,4444,945,732,3962,502,10581
POA6167,417,1273,1103,5723,90,8602,9,64,46,821,13,953,545,23,36,28,4,625,81,34,10,96,0,214,246,75,49,140,0,518,3674,1181,1009,4335,84,10278,1414,14,49,19,0,1502,92,6,11,28,0,140,256,77,63,365,7,762,30,13,5,36,0,79,20,3,5,8,0,39,789,22,16,15,0,846,617,174,117,923,17,1848,265,157,61,533,10,1029,136,0,12,3,0,152,3,7,0,8,0,22,21,0,4,7,0,41,14,6,10,15,0,48,525,67,49,27,10,675,236,75,51,16,0,377,83,7,14,28,0,139,57,3,3,9,0,78,71,15,4,5,0,94,887,228,177,921,10,2226,102,12,0,8,0,119,281,24,25,12,8,354,118,15,4,16,0,151,67,4,0,0,0,69,80,3,14,4,0,99,158,15,19,58,0,251,2666,272,227,283,25,3473,162,5,23,113,2356,2654,11334,2189,1823,9927,2579,27851
POA6168,295,1138,890,5237,81,7641,5,53,32,595,8,701,210,8,18,21,0,257,109,15,13,57,7,199,231,72,44,123,4,472,4903,1061,905,4305,145,11320,375,0,46,6,3,435,87,15,14,28,0,140,328,71,55,394,11,855,30,4,0,31,0,59,28,0,0,0,0,32,168,9,6,8,0,192,850,167,144,1097,20,2278,242,93,45,297,9,690,17,0,0,0,0,16,12,0,3,0,0,20,25,3,0,0,0,30,27,5,7,10,0,46,421,48,24,19,10,529,175,47,45,7,0,276,82,13,14,25,3,133,25,0,0,8,0,34,43,0,3,0,0,45,1183,244,190,1007,28,2656,161,16,0,13,0,180,142,18,13,7,0,174,92,14,5,21,0,138,10,0,0,0,0,16,72,0,7,0,0,78,195,30,16,59,0,302,1417,184,177,218,19,2014,106,13,19,94,1908,2138,9565,1927,1562,9416,2185,24662
POA6169,351,1862,1561,8031,108,11921,11,66,40,814,16,949,173,16,22,31,0,248,114,37,17,74,3,249,389,133,75,229,9,825,6798,1739,1416,6554,108,16612,409,9,55,6,0,482,91,19,14,50,0,171,419,113,84,486,9,1113,30,18,19,35,4,96,39,9,3,15,0,73,201,32,7,20,0,262,1241,251,199,1496,29,3215,264,138,59,503,4,971,9,0,0,0,0,10,16,0,9,0,3,26,8,0,0,9,0,13,26,10,3,21,0,69,623,71,60,19,4,781,300,97,68,28,3,495,130,21,9,62,0,220,58,8,16,10,0,90,50,9,0,0,0,63,1577,355,239,1451,19,3639,100,5,0,5,0,116,324,31,19,10,0,389,91,9,8,44,0,149,18,6,0,0,0,28,88,4,4,0,0,89,262,35,33,92,3,427,1798,243,273,332,34,2684,146,28,19,129,1416,1747,12572,3079,2488,14118,1705,33961
POA6170,290,756,552,2852,13,4465,0,25,25,419,15,481,394,3,9,13,9,429,17,5,4,35,0,62,132,38,27,89,0,289,2103,647,541,2223,33,5551,1557,13,40,9,0,1623,60,3,7,7,0,74,166,42,27,184,6,416,8,3,5,22,0,42,4,5,0,15,0,22,1044,22,9,12,3,1086,409,77,63,419,3,967,126,77,40,306,3,552,55,4,0,4,0,64,16,6,0,6,0,32,5,0,3,0,0,6,6,6,6,8,0,27,470,45,51,18,0,576,152,54,24,12,0,235,51,14,6,27,0,90,30,3,3,6,0,48,62,0,3,0,0,66,466,112,79,482,3,1148,50,12,7,8,0,73,224,26,15,3,0,272,112,9,0,12,0,136,31,4,0,5,0,43,27,0,3,0,0,30,84,12,12,28,0,130,2729,160,146,169,13,3220,164,9,9,49,553,780,8989,1236,959,4992,629,16812
POA6171,531,2042,1680,8092,53,12394,6,76,37,683,7,806,341,25,22,46,5,438,64,34,21,94,0,210,407,112,76,253,4,848,7154,1811,1542,6152,85,16744,508,12,65,19,0,601,128,12,10,30,0,174,368,101,76,488,5,1049,45,9,16,49,5,116,27,6,3,21,0,63,626,26,14,20,0,690,1238,222,193,1264,19,2935,305,167,80,636,10,1201,57,0,6,0,0,66,14,3,4,8,0,32,15,5,3,12,0,41,33,19,4,31,0,86,1091,143,83,27,4,1351,429,148,80,42,0,694,110,32,27,57,0,225,55,5,6,7,0,64,149,13,10,0,0,177,1637,371,299,1207,14,3519,77,10,4,4,0,98,674,59,37,11,4,782,114,22,5,48,0,193,39,0,0,8,0,44,53,4,11,9,0,75,231,37,30,72,3,366,3119,343,322,354,31,4159,207,37,28,137,1179,1579,15331,3352,2687,13518,1354,36249
POA6172,159,731,584,3073,31,4578,4,29,28,305,6,376,76,4,8,15,0,101,36,13,12,30,0,79,138,43,31,88,7,301,2801,670,563,2414,44,6486,97,0,22,0,0,124,36,5,5,9,0,57,151,36,39,180,6,407,16,7,0,17,0,41,12,8,0,3,0,24,72,14,4,7,0,99,420,77,55,504,12,1070,111,60,18,209,0,403,9,0,0,0,0,8,4,4,0,0,0,12,14,3,0,0,0,20,10,12,6,13,0,38,358,35,37,8,0,432,130,44,34,6,0,218,32,9,12,13,0,60,10,0,0,10,0,21,45,4,0,0,0,52,547,122,120,559,10,1357,69,3,0,9,0,82,153,14,17,12,0,191,30,5,3,9,0,49,3,5,0,0,0,3,21,0,0,0,0,20,96,20,11,26,0,150,717,110,92,110,3,1041,55,11,0,37,533,631,4920,1201,962,5255,624,12968
POA6173,142,628,584,2804,10,4172,0,22,16,238,0,276,55,0,10,20,0,83,26,3,12,36,0,72,135,39,31,90,0,293,3198,549,516,2002,21,6288,58,0,24,0,0,85,32,4,5,7,0,57,103,24,35,157,0,312,21,5,5,11,0,48,12,4,0,3,0,19,57,9,4,19,0,94,565,67,66,443,0,1137,99,46,36,177,0,353,14,0,0,0,0,14,0,0,0,0,0,10,3,0,0,5,0,11,8,0,0,16,0,28,241,33,18,3,0,297,110,33,31,12,4,188,35,6,9,28,0,80,12,4,8,4,0,25,9,0,0,0,0,15,736,98,95,419,6,1360,20,4,0,0,0,24,230,30,10,0,0,273,23,5,0,11,0,43,0,0,0,0,0,3,3,0,4,0,0,12,154,21,10,28,0,211,502,94,116,122,7,832,25,3,12,41,191,280,5116,989,916,4607,232,11860
POA6174,72,351,295,1393,23,2134,6,17,7,112,0,137,35,0,0,4,0,41,10,3,6,21,0,38,58,18,25,44,0,142,1017,326,274,1081,15,2711,36,5,4,8,0,52,9,4,3,5,0,17,56,15,18,93,0,181,4,0,0,13,0,18,3,5,3,3,0,9,22,5,0,3,0,35,185,39,31,219,5,484,48,31,9,97,0,186,0,0,0,0,0,0,3,0,4,8,0,12,3,0,0,4,0,3,3,0,0,4,0,13,99,22,13,0,0,130,48,25,13,12,0,96,26,3,0,16,0,44,9,0,4,0,0,15,18,3,0,0,0,21,232,70,39,233,0,570,5,0,0,10,0,11,76,11,8,0,0,92,9,4,0,9,0,23,0,0,0,0,0,3,4,0,0,0,0,7,26,8,9,5,0,46,262,39,39,61,6,415,18,3,12,28,197,251,1842,559,477,2343,244,5465
POA6175,25,234,225,1064,14,1563,0,7,0,87,0,96,14,0,0,3,0,21,6,0,3,8,0,16,53,15,29,34,4,134,747,200,188,790,14,1940,15,0,5,3,3,28,4,0,0,5,0,15,32,17,7,46,0,103,0,0,0,7,0,5,3,0,0,0,0,4,10,3,0,3,0,20,114,33,37,186,0,372,35,26,12,82,0,153,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,0,10,55,13,16,8,0,88,33,13,15,8,0,71,9,0,6,4,0,23,9,0,0,0,0,9,0,0,3,0,0,4,158,44,26,190,0,409,0,0,0,0,0,0,22,10,7,0,0,43,8,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,5,0,47,140,30,32,34,0,245,10,0,0,27,86,121,1199,382,353,1777,113,3817
POA6176,24,118,113,546,0,814,0,3,3,60,0,68,9,0,0,0,0,9,11,0,0,4,0,11,17,8,3,10,0,37,369,111,109,386,4,976,13,0,4,0,0,19,8,0,0,0,0,13,19,8,6,31,0,62,0,7,3,0,0,13,0,0,0,0,0,0,12,0,0,0,0,15,66,15,14,48,0,148,13,9,4,44,0,74,5,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,57,4,0,0,0,68,20,11,4,7,0,43,8,3,0,7,0,14,0,0,0,0,0,0,3,0,0,0,0,3,65,18,19,74,0,175,0,0,0,0,0,0,27,11,13,0,0,52,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,7,13,7,0,8,0,26,116,9,17,22,0,161,5,0,0,15,70,92,692,196,176,881,84,2023
POA6180,73,363,255,1595,13,2293,0,10,5,155,0,163,69,4,8,4,0,84,12,5,4,13,0,28,86,11,9,24,0,140,1194,298,255,1213,17,2977,164,0,13,0,0,175,15,6,0,13,0,34,58,16,17,114,0,207,5,0,0,10,0,13,3,0,0,4,0,10,112,7,0,7,0,126,216,39,43,234,6,540,54,21,22,114,4,212,13,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,12,180,25,15,7,0,230,63,22,11,10,0,100,14,3,4,16,0,45,14,0,0,4,0,17,18,8,0,0,0,25,242,47,55,270,3,624,0,3,0,7,0,6,112,13,13,0,0,135,16,0,0,10,0,30,0,3,0,0,0,4,9,0,0,0,0,9,44,10,4,12,0,69,444,63,48,66,5,625,44,0,7,35,142,228,2568,551,442,2746,185,6492
POA6181,6,17,26,142,0,196,0,0,0,17,0,17,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,0,9,83,15,30,115,0,251,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,13,0,22,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,4,13,0,0,18,0,31,0,0,5,3,0,10,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,6,6,22,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,12,0,0,0,11,0,12,130,30,39,249,5,451
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,8,66,57,403,0,533,0,0,0,17,0,17,3,0,0,0,0,6,4,0,0,0,0,5,11,3,3,11,0,28,160,45,57,283,8,551,9,0,0,0,0,9,3,0,0,0,0,3,6,3,0,25,0,37,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,26,16,6,67,0,120,8,3,0,27,0,38,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,16,8,4,0,0,0,19,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,36,11,10,55,0,114,0,0,0,0,0,0,9,0,0,0,0,10,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,21,9,4,7,0,43,5,0,3,11,96,118,262,102,86,645,101,1194
POA6208,100,624,505,3947,62,5234,0,35,15,324,4,379,48,0,0,3,0,54,11,14,0,25,0,53,123,33,29,82,0,267,1657,581,480,3152,79,5956,86,0,11,3,0,103,20,3,3,20,0,44,93,26,30,193,0,342,5,0,0,14,0,23,7,4,0,7,0,16,28,8,11,15,0,55,293,81,61,644,6,1094,90,49,21,254,5,415,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,12,9,6,3,4,0,15,91,22,13,10,0,134,61,42,16,16,0,140,33,7,3,19,0,59,6,0,0,12,0,18,3,0,0,0,0,3,350,138,90,753,7,1337,3,4,0,0,0,9,67,3,3,3,0,81,18,0,0,9,0,22,8,0,0,0,0,8,12,0,0,0,0,14,48,7,8,20,0,91,304,68,59,107,3,543,25,10,12,68,612,716,2793,1043,786,6875,754,12250
