POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,11,10,11,3,0,55,8,23,14,20,42,43,52,10,4,212
POA6501,0,0,0,0,0,4,8,9,5,26,0,0,0,0,0,0,0,0,0,0,0,4,16,11,13,16,4,6,3,65,30,46,90,97,151,154,105,47,13,731
POA6502,0,0,0,0,0,4,5,5,3,23,0,0,4,0,0,0,0,0,0,5,4,7,3,11,13,18,18,14,4,95,22,29,84,119,153,192,181,98,29,898
POA6503,0,0,7,5,8,5,9,17,9,66,0,5,0,0,4,4,0,4,0,24,0,9,31,17,21,33,41,25,0,173,36,93,275,274,288,352,298,172,27,1814
POA6504,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,9,9,4,0,45,10,5,21,16,29,47,36,24,3,190
POA6505,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,3,14,17,6,19,15,8,0,88
POA6506,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,11,9,10,9,6,0,56
POA6507,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,7,17,58,40,37,37,7,0,0,208,22,42,123,114,125,141,63,30,6,669
POA6509,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,7,0,38,8,9,10,24,24,30,24,15,0,145
POA6510,0,0,5,0,4,6,15,19,3,50,0,0,0,0,0,0,0,0,0,0,9,19,37,30,39,42,41,16,13,250,48,112,221,204,239,306,240,121,43,1530
POA6511,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,5,0,3,0,3,4,3,9,4,14,5,0,36,8,11,58,42,53,102,118,46,17,454
POA6512,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,13,19,24,12,9,5,71
POA6513,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,15,6,3,16,17,36,26,16,7,0,126
POA6514,0,0,0,0,0,3,3,8,3,23,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,10,7,4,3,45,7,15,37,37,65,135,156,70,14,548
POA6515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,14,7,10,0,55,6,12,37,44,41,68,50,18,6,282
POA6516,0,0,0,0,4,9,19,12,13,56,0,0,0,0,0,0,0,0,0,4,4,3,12,16,24,22,37,23,6,151,29,59,190,212,245,336,404,146,43,1654
POA6517,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,21,9,6,10,12,5,72,11,26,43,64,44,65,70,31,10,356
POA6518,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,7,0,6,5,34,4,12,18,32,32,50,29,23,5,207
POA6519,0,0,0,3,0,0,4,7,3,15,0,0,0,0,0,0,0,0,0,4,0,5,17,21,12,18,5,8,0,93,7,19,67,92,79,90,75,45,6,487
POA6521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,5,3,3,0,13,10,0,33,9,20,52,49,45,56,58,30,3,321
POA6522,0,0,0,0,0,0,8,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,35,31,14,3,111,3,18,40,57,72,106,99,41,4,447
POA6525,0,0,3,7,5,9,37,47,16,126,0,0,0,0,0,0,0,3,0,3,14,12,49,55,56,94,89,68,10,449,82,122,269,387,479,673,741,388,81,3235
POA6528,0,0,3,0,0,0,7,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,5,0,0,17,11,7,41,34,51,67,67,18,10,310
POA6530,14,8,20,36,52,134,236,343,192,1037,0,6,11,21,22,24,28,36,25,181,196,176,406,449,379,344,290,266,145,2648,1081,1838,3894,4086,4312,4295,3458,1972,781,25709
POA6532,4,0,0,0,11,20,51,30,15,130,0,0,0,0,0,3,3,4,0,18,38,24,46,77,92,77,72,18,9,461,201,253,775,828,1045,974,778,243,58,5160
POA6535,0,0,0,0,3,5,30,34,9,95,0,0,0,0,0,0,0,3,0,11,4,13,24,17,26,38,45,17,6,195,24,44,118,171,191,317,348,161,60,1434
POA6536,0,0,0,0,0,11,31,23,6,65,0,0,0,0,0,0,0,3,0,7,12,16,20,34,37,77,75,28,7,309,39,84,167,230,276,509,608,224,38,2167
POA6537,0,0,0,0,0,11,30,26,4,73,0,0,0,0,0,0,0,0,0,3,6,17,39,52,52,101,112,48,6,423,25,82,313,277,278,548,614,208,14,2358
POA6556,0,0,0,0,5,5,3,6,4,25,0,0,3,0,3,6,0,0,0,7,3,3,13,7,5,20,12,7,0,65,62,81,173,223,297,333,196,73,23,1450
POA6558,0,0,12,15,6,7,5,4,0,51,0,0,0,23,38,27,5,8,0,100,3,18,73,69,51,27,12,4,0,251,48,208,660,618,409,278,132,48,6,2412
POA6560,0,0,4,3,0,10,12,12,4,44,0,0,0,0,0,0,0,0,0,3,4,7,13,17,21,15,20,16,3,110,30,74,130,127,201,221,160,93,15,1058
POA6562,0,0,0,0,5,3,13,5,3,36,0,0,0,0,0,0,0,0,0,0,7,0,7,30,13,9,23,5,0,104,35,44,115,170,202,165,208,82,12,1045
POA6564,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,0,0,22,7,15,31,31,44,60,56,16,4,260
POA6566,0,0,3,0,8,13,29,27,17,101,0,0,0,0,3,0,0,0,0,0,14,12,33,33,56,87,65,45,12,359,77,97,238,289,415,635,605,257,61,2665
POA6567,0,0,0,4,5,4,6,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,20,10,7,0,59,9,17,24,41,68,95,78,41,4,383
POA6568,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,14,0,6,14,17,22,45,32,15,3,150
POA6569,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,4,0,25,5,10,29,31,35,31,25,14,5,191
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,20,5,11,7,0,0,52
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,10,6,8,12,4,0,0,41
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,14,3,12,6,8,4,0,55
POA6575,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,11,6,3,15,9,26,16,14,7,0,87
POA6603,0,0,3,0,0,0,3,9,8,22,0,0,0,0,0,0,0,0,0,0,4,6,8,11,13,15,17,8,0,85,37,51,122,143,131,158,151,69,21,881
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,7,0,10,8,3,0,0,30
POA6606,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,18,15,23,26,12,3,114
POA6608,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,32,0,9,16,15,18,32,16,5,0,112
POA6609,0,0,0,0,0,8,3,9,3,19,0,0,0,0,0,0,0,0,0,0,0,6,16,27,19,16,11,15,5,111,15,48,125,133,92,116,79,51,25,679
POA6612,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,4,5,26,5,6,20,25,14,37,33,15,8,157
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,10,0,5,40
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13
POA6616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,15,0,0,0,12,5,10,10,0,0,43
POA6620,0,0,0,0,0,3,8,7,0,10,0,0,0,0,0,0,0,0,0,0,13,16,70,88,67,67,23,3,4,353,21,53,192,206,187,170,65,22,8,911
POA6623,0,0,0,0,0,3,7,9,0,17,0,0,0,0,0,0,0,0,0,0,21,6,7,11,6,21,45,16,3,142,29,25,56,68,63,95,118,42,23,508
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,4,4,3,0,38
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,9,13,12,3,9,0,57
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,11
POA6630,0,0,0,0,0,5,5,6,4,30,0,0,0,0,0,0,0,0,0,0,0,8,13,19,8,22,25,4,0,106,17,17,54,75,79,108,140,30,3,523
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
POA6632,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,12,3,5,8,0,58
POA6635,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,42,173,112,123,84,23,4,0,563,10,69,303,191,218,152,58,17,4,1025
POA6638,0,6,0,0,5,3,11,4,0,25,0,0,0,0,3,0,0,0,0,6,20,34,118,134,127,107,41,7,0,592,27,71,227,252,254,240,137,24,3,1231
POA6639,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,39,23,27,23,5,9,0,137,6,20,46,29,40,73,47,22,0,274
POA6640,0,0,0,0,0,0,7,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,8,3,9,11,16,0,0,58,8,34,102,74,97,113,89,29,0,554
POA6642,4,5,9,4,5,9,16,16,0,62,0,0,4,0,0,0,0,0,0,3,18,62,167,141,155,101,43,10,0,696,51,176,506,410,421,363,197,47,0,2180
POA6646,0,0,0,0,7,3,10,4,0,21,0,0,0,0,0,0,0,0,0,0,11,41,150,110,106,53,27,0,0,488,22,103,343,259,257,145,66,9,0,1205
POA6701,6,3,7,8,36,35,96,85,24,308,0,0,0,3,11,9,9,0,4,46,58,85,193,147,164,148,168,78,14,1059,176,356,932,870,1010,1370,1623,599,98,7033
POA6705,0,0,0,5,0,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,13,5,0,24,7,7,23,37,41,62,68,14,0,259
POA6707,0,0,0,5,4,10,27,45,0,92,0,3,7,0,0,0,0,0,0,13,17,22,60,49,49,64,78,30,7,379,111,282,879,750,698,995,1216,414,44,5386
POA6710,0,0,5,0,3,9,17,24,0,55,0,0,0,0,0,0,7,4,0,4,0,23,72,54,72,88,80,16,0,420,16,72,299,286,333,378,374,108,11,1874
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,49,56,24,6,0,0,186,0,3,64,80,92,45,6,0,0,295
POA6713,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,17,23,25,20,13,9,0,120,22,44,152,241,226,171,78,29,0,957
POA6714,3,3,12,16,37,33,49,28,7,176,5,6,6,10,5,6,3,8,0,41,147,275,1008,1093,925,657,202,37,8,4352,449,1089,4111,4392,3423,2326,978,232,20,17012
POA6716,0,0,5,0,0,3,4,3,0,14,0,0,0,3,3,0,0,0,0,13,4,47,136,136,137,109,22,3,0,590,23,151,546,520,439,363,117,15,0,2176
POA6718,5,4,11,9,12,11,22,13,4,78,0,0,0,5,6,3,0,3,0,24,6,4,10,7,9,15,13,7,0,66,55,95,187,158,146,119,72,29,0,863
POA6720,0,0,0,0,6,4,14,0,0,25,0,0,5,0,0,0,0,0,0,7,20,29,143,120,92,117,99,21,0,638,64,144,537,552,411,380,267,70,3,2428
POA6721,0,0,7,5,9,13,18,16,0,75,0,0,0,0,0,0,0,0,0,11,22,51,184,184,176,168,89,24,6,898,94,228,1074,1140,838,817,509,131,10,4847
POA6722,5,8,10,30,32,35,36,22,8,182,0,0,6,12,14,8,4,4,5,59,115,167,638,588,514,369,116,26,8,2532,370,722,2623,2349,1858,1449,524,115,33,10035
POA6725,13,9,13,20,29,36,97,65,19,307,8,0,11,11,10,12,9,10,8,73,93,105,365,285,280,290,178,76,22,1700,382,772,2273,2218,1918,2292,2125,582,85,12656
POA6726,0,0,4,5,10,14,56,43,8,139,0,0,0,4,6,0,0,4,0,10,43,79,250,190,219,276,224,105,12,1399,173,376,1277,1162,1162,1430,1511,534,49,7678
POA6728,16,4,21,26,38,50,43,30,4,231,0,0,5,0,12,13,15,8,10,70,73,104,224,179,177,176,122,34,4,1079,264,484,1172,923,888,975,733,152,31,5621
POA6740,4,0,0,3,12,22,15,16,0,73,0,0,0,0,0,0,0,0,0,0,16,23,65,88,99,93,49,3,0,433,81,123,339,397,385,360,226,52,3,1964
POA6743,19,3,23,33,31,45,43,33,4,241,5,0,0,6,7,13,23,13,0,68,67,88,248,169,195,149,113,40,16,1101,236,490,1491,1223,1175,1364,1040,205,28,7265
POA6751,3,0,3,9,12,23,14,3,0,69,0,0,4,5,9,4,4,3,0,28,39,117,583,527,547,373,103,25,0,2314,110,437,1908,1809,1699,1292,501,100,5,7850
POA6753,0,0,0,7,29,21,14,5,3,88,0,0,5,8,19,14,5,0,0,43,53,217,1034,988,879,581,107,12,0,3868,179,758,3278,3063,2716,1773,375,42,6,12187
POA6754,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,11,27,87,122,106,69,11,9,4,450,31,94,302,360,307,217,39,12,3,1366
POA6758,0,0,0,0,3,4,0,0,3,10,0,0,4,0,0,3,0,0,0,10,3,58,316,326,253,153,20,3,3,1140,20,145,751,746,589,357,55,9,4,2680
POA6760,0,0,3,0,0,13,7,10,0,34,0,0,0,0,0,0,0,0,0,10,7,38,202,194,199,118,25,4,0,788,44,109,476,489,466,375,158,32,6,2156
POA6762,0,0,0,0,3,5,5,0,0,10,0,0,0,0,0,0,0,3,0,3,13,31,98,95,73,47,8,0,0,365,34,118,356,294,251,172,24,3,0,1245
POA6765,5,3,19,11,15,22,24,10,0,100,0,3,4,0,3,5,9,8,4,45,9,37,58,29,41,48,39,13,0,271,79,171,358,268,266,276,198,44,4,1665
POA6770,28,21,35,22,44,28,51,11,3,235,0,0,0,3,8,4,10,21,3,60,32,42,97,103,87,95,92,23,9,587,202,290,676,595,516,561,475,111,12,3434
