POA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6288,..,0,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,7,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,19,19,32,38,34,33,16,0,248,..,0,12,33,55,44,41,25,0,205,..,3,11,12,17,11,7,0,0,61,..,0,0,0,4,3,0,0,0,12,79,..,..,..,..,..,..,..,..,79,..,15,..,..,..,..,..,..,..,15,..,18,6,0,3,0,0,0,0,29,..,0,3,3,4,0,0,0,0,8,..,7,9,0,0,0,0,0,0,12,..,0,0,0,0,5,0,0,0,3,..,0,0,10,12,17,18,5,0,56,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,83,46,40,58,90,72,68,30,3,496
POA6290,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,4,15,..,0,0,5,21,35,47,39,34,172,0,0,3,0,4,3,9,0,0,27,0,0,0,0,0,0,0,0,0,0,77,30,44,73,98,164,180,96,50,811,..,0,25,55,83,182,231,118,29,720,..,3,34,29,29,31,27,11,0,163,..,0,4,15,14,13,4,0,6,49,153,..,..,..,..,..,..,..,..,153,..,26,..,..,..,..,..,..,..,26,..,24,10,9,6,10,0,0,0,57,..,3,0,0,4,0,5,0,3,18,..,5,0,0,0,0,0,0,0,7,..,0,3,4,3,7,3,0,4,22,..,0,3,19,24,51,88,61,52,301,4,7,4,3,10,6,13,0,0,47,0,0,0,0,0,0,0,0,0,0,159,70,78,126,174,301,368,196,86,1563
POA6302,..,0,0,0,3,0,5,0,0,9,..,3,11,0,0,4,5,0,0,34,..,8,6,11,18,53,66,68,12,242,9,11,8,0,0,3,7,6,0,40,0,0,0,0,0,0,0,0,0,0,242,100,107,163,178,280,291,154,36,1548,..,4,65,176,191,315,364,155,33,1290,..,18,53,48,37,44,38,14,0,254,..,3,14,31,27,22,16,12,5,136,454,..,..,..,..,..,..,..,..,454,..,61,..,..,..,..,..,..,..,61,..,81,38,17,15,13,4,0,0,165,..,9,3,3,0,7,17,8,10,56,..,3,5,0,3,3,6,0,0,26,..,5,10,3,4,13,21,4,0,60,..,7,17,17,41,108,127,116,26,463,7,10,10,3,5,5,15,8,0,63,0,0,0,0,0,0,0,0,0,0,461,201,213,301,333,536,604,314,75,3029
POA6304,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,13,..,0,0,0,4,24,29,27,6,93,0,4,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,97,35,52,72,90,133,141,67,17,704,..,0,33,79,104,140,159,75,20,606,..,0,28,26,33,32,31,6,0,161,..,0,4,10,8,9,4,6,4,43,182,..,..,..,..,..,..,..,..,182,..,26,..,..,..,..,..,..,..,26,..,32,14,3,12,5,0,0,0,70,..,8,6,5,0,3,5,0,3,33,..,4,0,0,0,0,0,0,0,8,..,0,0,0,7,4,6,4,0,24,..,4,11,3,12,45,69,45,16,209,0,3,0,4,4,3,9,3,0,38,0,0,0,0,0,0,0,0,0,0,186,83,97,137,183,248,291,143,35,1398
POA6306,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,0,0,0,0,0,..,0,8,0,7,11,7,15,4,46,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,70,30,37,46,64,54,53,35,7,395,..,0,26,50,66,72,77,41,4,345,..,4,23,17,13,17,7,5,0,88,..,0,0,4,9,0,0,6,0,24,139,..,..,..,..,..,..,..,..,139,..,16,..,..,..,..,..,..,..,16,..,24,3,3,6,4,0,0,0,40,..,3,0,0,0,3,0,0,4,17,..,0,0,0,4,0,0,0,0,7,..,4,0,0,0,0,0,0,0,10,..,3,8,6,17,21,30,17,10,104,6,0,7,0,4,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,147,53,68,87,123,122,114,72,16,807
POA6308,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,3,0,0,8,15,23,19,6,81,0,3,0,0,4,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,104,45,67,60,89,107,100,63,18,655,..,0,36,72,112,134,137,73,13,570,..,14,42,24,18,21,5,5,0,123,..,0,5,10,13,10,6,3,0,52,221,..,..,..,..,..,..,..,..,221,..,16,..,..,..,..,..,..,..,16,..,38,24,11,7,0,0,0,0,83,..,6,0,0,3,0,3,3,6,20,..,0,4,0,0,0,0,0,0,8,..,3,0,4,0,0,0,9,0,12,..,10,4,4,20,59,45,36,11,192,3,6,0,6,0,4,8,0,0,37,0,0,0,0,0,0,0,0,0,0,226,108,117,133,177,224,216,125,30,1345
POA6309,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,11,21,20,16,10,5,114,..,0,3,17,16,30,28,10,4,106,..,0,9,0,6,4,0,0,0,27,..,0,0,0,10,0,0,0,0,11,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,13,0,0,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,5,0,9,6,14,3,0,33,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,34,24,18,18,40,45,46,21,7,255
POA6311,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,3,0,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,46,23,28,16,42,53,35,12,0,260,..,0,26,26,42,71,56,18,6,241,..,13,10,4,18,5,3,6,0,55,..,0,4,5,3,0,5,3,0,15,86,..,..,..,..,..,..,..,..,86,..,5,..,..,..,..,..,..,..,5,..,9,7,3,3,0,0,0,0,26,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,6,6,0,0,3,0,0,0,14,..,0,5,3,9,19,19,12,0,66,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,86,36,56,43,81,99,84,38,10,526
POA6312,..,8,0,0,0,0,0,0,0,9,..,7,7,4,11,5,0,0,0,34,..,14,20,20,40,56,65,73,35,320,7,14,8,4,8,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,356,211,223,250,243,286,209,134,55,1962,..,9,132,220,242,305,266,119,27,1326,..,67,118,62,51,39,20,3,0,363,..,3,35,53,53,27,14,10,6,198,679,..,..,..,..,..,..,..,..,679,..,121,..,..,..,..,..,..,..,121,..,120,38,25,21,10,3,0,0,211,..,18,14,0,3,12,10,10,0,68,..,21,10,6,3,0,0,0,0,31,..,19,34,12,13,10,4,10,0,105,..,31,62,39,90,110,121,91,55,613,13,18,13,12,14,9,6,5,0,94,0,0,0,0,0,0,0,0,0,4,695,424,451,430,492,532,450,250,91,3820
POA6313,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,12,10,17,25,7,11,0,108,..,0,13,15,20,27,13,19,0,108,..,0,0,0,3,3,3,0,0,11,..,0,0,5,0,0,0,0,0,7,44,..,..,..,..,..,..,..,..,44,..,7,..,..,..,..,..,..,..,7,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,0,0,9,..,0,3,0,6,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,18,21,32,41,25,18,0,215
POA6315,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,0,0,18,..,6,3,7,18,28,23,19,16,116,4,5,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,122,61,82,85,98,133,120,59,24,777,..,0,48,94,83,146,156,65,10,603,..,22,57,28,24,27,6,0,0,169,..,0,11,13,16,9,7,11,4,70,267,..,..,..,..,..,..,..,..,267,..,32,..,..,..,..,..,..,..,32,..,34,6,8,11,3,3,0,0,72,..,4,4,4,0,5,0,4,0,21,..,0,6,0,0,0,0,0,0,7,..,8,3,4,9,6,14,0,0,45,..,9,15,15,35,60,51,42,18,246,4,4,4,3,6,8,3,0,0,34,0,0,0,0,0,0,0,0,0,3,277,117,162,176,183,255,244,124,35,1574
POA6316,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,9,0,0,16,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,17,15,23,20,25,23,6,0,167,..,0,18,25,27,42,15,7,3,133,..,4,17,9,5,7,9,0,0,40,..,0,0,0,4,3,0,0,0,10,74,..,..,..,..,..,..,..,..,74,..,10,..,..,..,..,..,..,..,10,..,13,4,3,0,0,0,0,0,18,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,8,11,5,0,38,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,78,36,33,40,39,62,43,10,0,342
POA6317,..,5,0,0,0,0,0,0,0,14,..,0,8,0,5,3,5,0,0,26,..,17,17,12,23,35,31,36,26,199,3,9,6,4,3,5,3,0,0,40,0,0,0,0,0,0,0,0,0,0,333,226,219,199,216,224,195,97,43,1754,..,10,140,218,230,296,255,116,25,1304,..,70,110,60,49,33,18,7,0,338,..,14,32,30,38,16,18,6,3,158,687,..,..,..,..,..,..,..,..,687,..,115,..,..,..,..,..,..,..,115,..,123,39,28,11,4,0,0,0,215,..,38,22,6,7,13,10,10,8,121,..,13,6,4,3,0,0,0,0,34,..,11,49,24,21,22,9,5,0,135,..,40,47,42,72,76,63,51,38,421,9,17,26,8,12,6,9,0,0,84,0,0,4,0,0,0,0,0,0,6,704,450,479,414,440,472,385,191,77,3611
POA6318,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,4,4,6,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,44,11,27,34,27,29,28,7,4,211,..,0,20,44,35,32,25,13,0,175,..,4,6,6,7,8,5,0,0,42,..,0,3,3,3,5,4,3,0,21,92,..,..,..,..,..,..,..,..,92,..,7,..,..,..,..,..,..,..,7,..,11,5,4,0,0,0,0,0,21,..,0,0,0,0,5,6,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,3,..,3,3,6,6,11,15,0,0,52,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,89,25,45,65,64,66,56,15,4,429
POA6320,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,7,6,3,16,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,22,33,33,21,40,17,15,4,237,..,0,12,30,31,56,22,11,5,169,..,12,24,15,5,8,4,0,0,65,..,0,6,5,3,5,0,0,0,23,107,..,..,..,..,..,..,..,..,107,..,10,..,..,..,..,..,..,..,10,..,13,9,0,0,3,0,0,0,25,..,5,0,0,0,5,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,5,5,0,0,14,12,10,3,45,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,105,57,58,51,47,91,38,27,5,482
POA6321,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,4,0,0,9,0,4,7,4,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,17,15,32,25,26,24,16,4,199,..,0,11,29,22,40,41,22,0,164,..,0,11,6,11,13,0,0,0,42,..,0,3,3,0,3,0,0,0,16,82,..,..,..,..,..,..,..,..,82,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,5,8,5,10,8,8,12,4,58,3,5,0,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,88,28,36,45,53,69,55,33,4,409
POA6322,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,15,8,9,13,18,10,10,0,105,..,3,6,16,10,24,21,14,4,88,..,0,5,3,9,0,4,4,0,25,..,0,0,0,3,0,0,0,0,7,43,..,..,..,..,..,..,..,..,43,..,3,..,..,..,..,..,..,..,3,..,7,5,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,7,0,0,20,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,43,16,16,21,31,32,30,21,0,210
POA6323,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,0,0,8,6,20,14,0,53,0,3,4,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,73,31,27,41,68,78,87,45,0,453,..,3,21,40,62,113,102,48,0,386,..,9,15,17,25,16,14,4,0,94,..,0,0,7,12,5,0,4,0,32,153,..,..,..,..,..,..,..,..,153,..,27,..,..,..,..,..,..,..,27,..,26,6,5,4,3,0,0,0,41,..,3,0,3,0,3,9,6,0,19,..,0,0,0,0,0,0,0,0,4,..,3,0,0,3,7,6,0,0,21,..,5,8,7,20,30,42,22,3,135,5,6,4,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,159,77,58,74,130,171,180,84,7,943
POA6324,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,7,8,3,0,27,..,6,5,10,15,50,50,37,21,191,8,0,4,4,3,11,3,0,0,40,0,0,0,0,0,0,0,0,0,3,262,136,162,182,230,268,228,83,38,1595,..,15,119,177,260,310,268,105,28,1280,..,38,95,68,66,48,41,3,0,351,..,3,20,34,27,12,3,3,10,113,556,..,..,..,..,..,..,..,..,556,..,116,..,..,..,..,..,..,..,116,..,95,31,8,8,4,0,0,0,148,..,7,4,0,4,4,13,0,11,45,..,3,0,3,7,4,0,0,0,22,..,9,8,12,16,22,12,4,0,76,..,12,14,30,41,84,101,54,32,367,12,10,15,6,13,14,10,0,0,91,0,0,0,0,0,0,0,0,0,5,572,308,289,344,449,508,453,187,72,3179
POA6326,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,25,24,23,39,45,32,6,0,221,..,3,11,30,49,59,45,16,3,210,..,0,14,4,6,9,8,4,0,46,..,0,0,0,3,3,6,0,0,21,67,..,..,..,..,..,..,..,..,67,..,22,..,..,..,..,..,..,..,22,..,17,11,0,0,0,0,0,0,34,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,11,..,0,0,0,3,9,12,3,0,34,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,71,45,43,42,64,85,70,20,8,446
POA6327,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,10,14,18,14,18,3,4,106,..,0,11,18,28,12,24,10,3,101,..,0,3,4,6,3,0,0,0,20,..,0,0,0,0,0,0,0,0,5,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,5,4,5,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,3,0,0,4,4,3,0,19,5,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,53,9,23,26,38,21,31,16,5,227
POA6328,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,4,0,4,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,38,17,27,19,19,36,19,5,0,174,..,3,28,33,19,51,21,13,0,168,..,7,12,6,5,4,0,0,0,31,..,0,0,6,0,0,0,0,0,5,75,..,..,..,..,..,..,..,..,75,..,10,..,..,..,..,..,..,..,10,..,10,7,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,4,..,3,11,7,4,8,5,8,0,39,0,4,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,75,37,59,44,29,66,34,22,0,371
POA6330,..,64,34,10,14,16,4,0,0,145,..,107,73,21,35,61,30,18,0,347,..,69,125,120,275,506,609,542,285,2525,55,75,64,47,35,67,40,23,11,424,0,0,3,0,0,3,0,0,0,11,3076,1804,1823,2023,2390,2528,2160,1345,478,17633,..,96,1219,1984,2445,2671,2575,1435,363,12778,..,431,895,663,594,522,250,73,5,3427,..,38,207,419,466,218,91,67,57,1565,6187,..,..,..,..,..,..,..,..,6187,..,1318,..,..,..,..,..,..,..,1318,..,1084,442,141,115,73,19,0,0,1864,..,177,91,34,57,92,110,63,33,646,..,119,103,38,38,31,12,4,0,348,..,192,168,59,79,109,65,38,0,713,..,154,301,263,511,899,970,759,406,4262,121,141,115,108,92,122,77,35,19,834,0,0,3,0,0,3,0,6,0,22,6316,3754,3547,3714,4396,4730,4163,2469,884,33971
POA6333,..,7,4,0,0,4,0,0,0,16,..,3,9,0,6,23,14,8,0,69,..,12,19,17,29,80,114,80,42,384,8,8,12,12,11,15,12,5,0,85,0,0,0,0,0,0,0,0,0,0,482,181,193,344,376,454,438,225,71,2755,..,0,108,327,372,449,502,290,39,2097,..,19,103,123,109,130,80,15,3,574,..,0,12,55,70,37,17,4,6,209,944,..,..,..,..,..,..,..,..,944,..,198,..,..,..,..,..,..,..,198,..,106,26,22,19,15,4,0,0,187,..,6,3,8,7,10,8,7,9,46,..,6,13,3,5,6,3,0,0,42,..,9,15,6,13,34,23,13,4,115,..,15,34,33,74,161,203,128,65,707,25,9,15,27,22,26,19,10,3,156,0,0,0,0,0,0,0,0,0,0,961,367,333,602,687,862,849,472,131,5266
POA6335,..,0,0,0,0,0,0,0,0,3,..,0,4,4,0,0,0,0,0,11,..,7,0,0,0,7,4,0,0,23,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,70,32,56,45,36,45,28,13,0,325,..,10,54,58,59,53,49,10,0,293,..,4,26,13,7,14,0,0,0,59,..,0,3,4,6,0,0,0,0,12,145,..,..,..,..,..,..,..,..,145,..,15,..,..,..,..,..,..,..,15,..,18,7,9,5,0,0,0,0,37,..,3,6,0,3,0,7,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,4,9,0,3,4,0,0,17,..,3,3,3,3,26,15,4,0,67,3,3,3,4,0,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,148,59,103,94,75,100,79,21,3,679
POA6336,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,0,0,0,8,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,9,23,16,14,21,13,0,0,134,..,0,22,22,27,25,20,4,0,116,..,4,10,5,0,5,3,0,0,24,..,0,3,4,0,3,0,0,0,10,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,15,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,9,0,8,18,3,3,0,39,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,20,47,34,40,49,34,7,0,289
POA6337,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,33,28,28,26,8,3,0,197,..,0,25,52,38,38,14,6,0,174,..,4,21,11,6,4,0,0,0,45,..,0,6,0,4,4,0,0,0,11,114,..,..,..,..,..,..,..,..,114,..,4,..,..,..,..,..,..,..,4,..,9,3,0,6,0,0,0,0,17,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,6,8,3,5,22,3,0,0,57,0,0,0,3,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,116,35,65,70,57,71,24,6,0,440
POA6338,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,0,4,..,3,0,4,0,4,13,5,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12,32,40,45,43,45,11,3,298,..,0,23,48,57,61,56,24,0,266,..,11,23,19,17,11,4,0,0,81,..,0,0,5,0,0,0,0,0,9,120,..,..,..,..,..,..,..,..,120,..,7,..,..,..,..,..,..,..,7,..,14,0,0,0,0,0,0,0,10,..,3,0,0,0,0,5,0,0,12,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,3,3,0,4,..,8,9,6,7,18,30,4,0,89,0,3,0,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,120,40,62,80,83,100,104,33,4,624
