POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6282,0,33,3,0,35,0,22,0,0,17,0,62,12,0,75,8,70,8,0,89,9,131,14,3,153,27,99,15,0,140,18,127,28,0,163,4,41,3,0,49,0,15,0,0,14,63,590,76,6,737,0,37,6,0,46,0,7,0,0,10,5,72,7,0,82,10,107,13,0,126,18,104,9,0,137,48,110,30,0,185,21,91,11,0,129,0,34,9,0,39,0,6,0,0,6,101,566,82,0,757,0,72,13,0,84,3,29,0,0,32,7,130,18,0,152,17,180,17,0,218,25,233,25,3,287,73,205,38,3,317,30,222,42,0,296,8,74,8,0,89,0,13,0,0,18,165,1159,167,6,1488
POA6284,0,61,8,0,68,0,26,4,0,29,3,92,8,0,110,12,193,25,0,232,17,156,20,0,201,14,122,11,0,149,14,82,8,0,106,9,39,6,0,52,3,18,4,0,22,78,788,93,0,964,0,54,7,0,66,0,22,0,0,21,9,114,20,0,141,28,234,31,4,291,27,155,22,0,205,35,122,12,0,168,10,78,15,0,102,3,24,7,0,30,4,12,0,0,17,118,818,108,3,1050,0,124,13,0,135,0,47,4,0,55,16,209,28,6,253,37,427,57,4,523,50,308,46,0,403,53,244,22,0,323,23,165,17,0,211,17,60,11,0,82,4,27,4,0,34,200,1611,198,6,2012
POA6285,20,251,35,0,304,10,164,18,8,195,19,501,74,24,620,36,625,62,18,738,81,607,75,0,762,69,521,62,3,654,52,421,36,0,514,24,143,9,0,179,8,36,3,0,52,307,3274,382,51,4017,12,217,27,0,251,8,115,17,0,140,45,553,55,6,662,101,780,62,3,942,120,619,77,0,815,130,510,51,0,693,82,405,37,0,525,17,166,9,0,195,11,65,7,0,87,517,3435,335,10,4307,25,473,62,0,554,19,280,38,8,335,58,1057,133,29,1280,134,1407,119,24,1686,199,1225,149,3,1582,192,1038,110,5,1348,139,826,74,0,1040,41,315,20,0,374,14,108,15,0,134,827,6715,718,70,8326
POA6286,0,15,4,0,18,0,8,0,0,9,0,37,0,0,38,6,53,5,0,66,3,51,6,0,58,11,57,9,0,73,5,40,0,0,46,3,14,0,0,16,0,3,0,0,3,30,274,22,4,325,0,8,0,0,9,0,12,0,0,15,3,48,8,0,57,7,56,7,0,72,8,32,0,0,41,12,54,8,0,78,3,35,3,0,44,3,18,0,0,15,0,3,0,0,4,41,267,27,4,341,0,21,4,0,28,0,17,0,0,22,4,85,10,0,98,12,112,12,0,144,7,82,4,0,98,22,108,18,0,148,7,74,0,0,88,7,26,0,0,37,0,10,0,0,7,67,545,53,3,667
POA6288,0,20,0,0,17,0,5,0,0,11,3,22,5,3,34,0,28,4,0,28,7,44,5,0,53,8,34,8,0,49,4,30,3,0,42,0,18,3,0,23,0,0,0,0,0,28,205,19,4,253,0,11,4,0,14,0,12,0,0,12,0,30,3,0,32,0,34,7,0,38,17,32,4,0,43,3,36,5,0,42,4,32,3,0,39,0,13,0,0,16,0,0,0,0,0,26,189,20,3,244,0,25,4,0,32,0,17,0,0,20,0,51,7,4,63,6,66,6,0,75,21,79,6,0,106,13,67,10,0,91,7,65,3,0,78,3,32,7,0,32,0,0,0,0,3,53,396,36,6,495
POA6290,0,21,0,0,17,0,18,0,3,26,3,39,4,3,55,12,51,3,5,72,6,72,8,0,87,36,119,6,0,162,32,175,14,4,225,15,91,3,0,113,6,38,8,0,49,108,634,47,13,798,5,22,0,0,24,0,10,4,0,12,6,35,7,0,48,13,67,3,0,77,26,77,9,0,115,43,130,7,0,184,42,160,12,0,216,16,82,5,0,104,0,45,10,0,55,152,629,60,0,838,5,36,0,0,45,0,28,3,3,35,13,79,7,3,99,25,113,11,5,151,35,152,22,0,207,79,256,17,0,343,77,338,20,4,438,31,175,8,0,220,6,84,17,0,104,262,1264,108,13,1644
POA6302,7,52,6,0,73,0,39,0,0,42,7,114,13,0,134,25,118,17,0,155,21,140,28,0,190,48,227,31,0,307,32,281,28,0,339,11,152,20,0,184,0,39,13,0,52,154,1154,159,0,1470,4,48,0,0,53,6,41,8,0,47,10,97,11,0,120,28,141,12,0,181,49,131,19,0,197,74,217,27,0,313,59,253,15,0,324,17,138,32,0,187,4,48,5,0,56,242,1108,137,0,1486,11,105,7,0,127,7,75,13,0,93,19,208,26,0,257,50,256,30,0,336,69,269,47,0,386,120,443,57,0,620,87,525,44,0,657,26,291,53,0,372,7,86,22,0,106,391,2264,297,0,2958
POA6304,0,20,3,0,29,0,15,4,0,20,3,50,9,0,63,3,58,13,0,73,7,84,8,0,103,17,101,14,0,131,19,130,16,0,171,8,65,16,0,86,0,20,8,0,28,62,544,91,0,700,0,22,4,0,33,0,13,0,0,17,3,40,4,0,55,3,65,6,0,76,21,72,13,0,105,24,104,23,0,151,34,108,19,0,158,10,54,8,0,73,0,20,0,0,20,103,503,83,5,688,5,43,9,0,60,6,29,5,0,38,6,91,16,0,113,11,122,15,0,151,28,154,21,0,203,42,205,34,0,281,50,239,38,0,332,11,123,28,0,163,7,41,7,0,50,164,1047,171,4,1385
POA6306,0,4,5,0,5,0,15,4,0,22,4,29,4,0,34,5,35,3,0,49,10,54,10,0,71,11,59,9,0,78,8,60,0,0,70,4,37,5,0,38,0,17,0,0,19,40,316,39,0,394,6,9,4,0,17,4,8,5,0,18,8,40,4,0,49,7,40,10,0,58,21,41,5,0,68,15,42,6,0,62,9,44,0,0,57,3,42,4,0,48,0,25,0,0,22,61,296,35,0,384,6,17,3,0,26,3,27,10,0,34,11,71,5,0,85,16,77,19,0,105,29,97,11,0,138,29,97,13,0,135,9,107,5,0,124,0,79,3,0,92,0,39,3,0,41,104,603,73,0,777
POA6308,0,23,3,0,30,0,35,9,0,40,7,40,3,0,56,13,57,11,0,79,16,68,12,0,98,16,100,22,0,142,19,94,8,0,123,8,46,9,0,66,0,12,0,0,15,74,490,77,0,645,0,22,8,0,31,0,18,5,0,23,5,56,9,0,70,12,49,8,0,66,20,65,21,0,104,30,81,12,0,120,12,88,12,0,110,10,54,14,0,74,0,18,0,0,17,95,448,76,0,621,0,49,7,0,57,4,59,10,0,64,15,96,8,0,127,24,105,18,0,146,38,142,30,0,208,50,182,27,0,258,27,183,19,0,232,19,101,21,0,139,0,23,3,0,33,171,939,156,0,1258
POA6309,0,4,0,0,6,0,6,0,0,9,0,8,0,0,14,0,7,0,0,8,0,19,0,0,22,12,11,0,0,24,7,21,0,0,27,0,8,5,0,12,0,4,0,0,5,21,91,11,0,128,0,5,0,0,8,0,6,0,0,12,0,4,0,0,8,3,10,0,0,12,11,15,4,0,27,7,14,0,0,20,3,16,0,0,16,0,7,0,0,8,0,0,0,0,5,26,74,16,0,112,0,13,6,0,7,3,13,0,0,16,0,15,3,0,21,9,16,3,0,24,11,31,4,0,47,15,29,0,0,43,6,36,0,0,47,0,13,9,0,21,3,4,0,0,7,44,165,25,0,235
POA6311,0,3,0,0,3,3,8,5,0,12,0,26,0,3,30,0,20,5,0,24,6,30,0,0,39,8,37,3,0,57,5,48,5,0,55,3,19,3,0,29,0,7,0,0,7,31,199,24,3,254,0,5,0,0,7,0,10,0,0,15,0,25,6,0,33,0,21,0,0,23,7,28,3,0,47,9,43,4,0,58,10,25,4,0,37,0,13,0,0,10,0,0,0,0,0,37,180,19,0,229,0,6,0,0,11,3,22,4,0,24,0,53,4,3,61,4,39,4,0,45,18,63,5,0,84,19,79,12,0,114,9,77,6,0,91,10,31,5,0,44,0,10,0,0,10,66,380,37,3,487
POA6312,10,175,26,0,207,9,104,20,0,137,15,222,29,5,267,7,185,29,0,227,38,236,28,0,296,47,216,27,0,285,26,217,31,0,269,13,102,16,0,135,7,39,12,0,59,165,1492,219,9,1877,7,148,20,0,175,9,104,19,0,123,23,201,29,0,260,38,209,35,0,278,48,202,18,0,269,62,229,23,0,315,32,186,17,0,244,17,125,23,0,163,5,64,35,0,100,240,1463,213,0,1921,15,322,41,0,377,12,213,36,0,260,39,426,61,5,528,48,397,58,0,506,84,437,48,0,566,106,445,48,0,598,61,405,48,0,512,30,229,43,0,299,10,99,50,0,159,405,2955,430,8,3803
POA6313,0,3,0,0,6,0,3,0,0,3,0,7,0,0,7,0,13,0,0,10,0,13,6,0,16,3,16,0,0,18,4,12,0,0,15,0,7,0,0,10,0,0,0,0,0,9,69,4,0,88,0,4,0,0,3,0,4,0,0,4,0,10,0,0,12,0,10,4,0,14,4,13,0,0,20,3,19,0,0,25,0,9,0,0,7,0,11,0,0,11,0,0,0,0,0,12,72,3,0,96,0,12,4,0,8,0,3,0,0,3,0,18,0,0,18,0,16,5,0,25,4,27,0,0,38,7,30,4,0,41,3,17,0,0,25,0,18,0,0,20,0,0,0,0,0,26,143,12,0,184
POA6315,0,26,7,0,40,0,25,4,0,33,5,71,11,0,92,9,81,14,0,102,13,87,7,0,105,16,112,3,0,134,9,111,17,0,135,11,59,6,0,72,3,16,0,0,19,71,586,69,0,731,6,31,6,0,45,3,27,0,0,32,6,73,10,0,85,18,64,10,0,91,14,80,13,0,105,24,109,10,0,153,27,96,11,0,137,12,52,9,0,70,0,30,3,0,27,109,553,79,3,746,5,61,19,0,79,0,54,6,0,63,10,149,19,5,179,28,147,26,0,197,28,164,22,0,208,41,221,16,0,283,36,211,24,0,270,20,109,21,0,143,6,41,5,0,48,178,1143,150,5,1476
POA6316,0,3,0,0,3,0,8,0,0,11,3,14,0,0,18,6,10,5,0,15,0,17,0,0,23,5,26,0,0,40,0,20,3,0,27,0,9,0,0,6,0,0,0,0,4,20,121,16,0,149,0,4,0,0,8,0,8,0,0,8,0,16,0,0,18,8,18,4,0,24,7,20,0,0,20,10,20,0,0,27,0,17,3,0,25,0,6,4,0,9,0,0,0,0,0,21,106,18,0,141,0,13,0,0,11,0,15,0,0,21,5,31,0,0,39,6,26,9,0,41,8,37,3,0,46,14,47,6,0,66,4,44,9,0,51,0,10,3,0,16,0,0,0,0,0,37,228,28,0,290
POA6317,10,91,22,0,129,10,107,22,0,135,26,224,42,4,292,25,193,46,0,259,13,207,30,0,254,38,216,22,0,274,25,165,15,0,205,10,87,11,0,108,4,29,5,0,39,159,1324,211,3,1698,5,93,22,0,123,8,97,16,0,119,26,192,34,0,250,39,160,26,0,222,42,173,18,0,236,46,184,22,0,251,28,168,22,0,219,21,86,12,0,122,0,42,15,0,59,215,1198,194,0,1606,20,187,48,0,254,22,204,31,0,253,51,417,71,4,545,62,353,64,0,481,57,384,48,0,487,81,401,42,0,528,55,336,42,0,428,29,167,28,0,226,7,71,22,0,94,373,2522,399,3,3302
POA6318,0,8,0,0,8,0,8,0,0,8,0,23,4,0,26,5,24,3,0,34,6,25,3,0,36,11,28,0,0,38,5,24,3,0,33,3,9,3,0,14,0,0,0,0,0,28,152,18,0,189,0,9,0,0,9,0,3,0,0,3,0,24,3,0,25,5,30,4,0,35,7,25,0,0,30,15,20,10,0,35,3,18,3,0,27,0,7,4,0,13,0,4,0,0,4,29,134,18,0,185,0,17,0,0,17,0,11,3,0,13,3,42,10,0,50,10,52,9,0,71,10,54,3,0,64,24,50,8,0,75,8,47,4,0,60,3,13,8,0,22,0,4,0,0,4,53,285,37,0,374
POA6320,0,7,4,0,15,0,12,0,0,14,0,23,0,0,28,0,22,3,0,28,10,16,4,0,34,12,36,3,0,55,0,19,0,0,20,0,12,0,0,17,0,6,0,0,6,32,160,25,0,216,0,7,7,0,16,3,9,0,0,11,0,24,3,0,31,6,15,5,0,35,6,20,4,0,25,14,26,10,0,46,4,12,0,0,12,3,14,0,0,17,0,3,0,0,3,37,131,32,0,198,8,14,10,0,32,3,24,5,0,25,0,53,5,0,58,9,41,11,0,58,17,40,9,0,63,25,62,8,0,100,5,33,3,0,41,6,20,0,0,31,0,11,0,0,11,65,292,60,0,416
POA6321,0,7,7,0,17,0,6,0,0,8,0,15,0,0,21,8,11,0,0,21,7,28,5,0,34,0,32,4,0,39,4,21,3,0,30,3,13,0,0,15,0,0,0,0,0,14,144,18,0,185,0,4,4,0,8,0,9,0,0,10,3,15,0,0,18,8,16,3,0,36,6,13,3,0,27,9,26,5,0,34,6,19,9,0,32,4,15,0,0,16,0,0,3,0,5,34,120,23,0,178,0,14,3,0,18,0,14,3,0,14,3,30,6,0,35,12,35,11,0,57,13,42,5,0,61,5,58,8,0,78,8,41,3,0,57,6,29,0,0,38,0,3,3,0,4,52,266,47,0,366
POA6322,0,5,0,0,8,0,0,0,0,5,0,4,0,0,4,0,10,0,0,8,3,5,4,0,13,0,8,0,0,16,0,20,6,0,28,0,9,3,0,9,0,3,0,0,3,11,70,15,0,93,0,4,0,0,8,0,0,0,0,6,0,8,0,0,8,3,7,0,0,12,6,13,3,0,19,4,15,3,0,18,0,9,3,0,18,0,4,5,0,9,0,0,0,0,0,15,65,16,0,96,0,9,4,0,13,4,3,3,0,11,0,16,0,0,16,3,17,4,0,27,4,22,5,0,33,6,19,3,0,32,7,30,4,0,42,0,14,3,0,23,0,0,0,0,0,25,134,24,0,184
POA6323,0,29,3,0,38,0,8,0,0,8,0,32,0,0,29,3,26,10,0,38,10,54,7,0,72,11,78,5,0,100,11,86,9,0,101,6,36,4,0,48,0,3,0,0,4,49,357,41,0,445,0,18,3,0,21,4,10,0,0,16,6,21,4,0,30,10,26,7,0,49,17,51,9,0,75,14,69,5,0,86,15,76,5,0,94,4,35,7,0,44,0,0,0,0,0,72,303,34,0,409,8,44,9,0,54,4,22,0,0,26,6,51,4,0,57,10,55,12,0,84,27,98,13,0,143,19,149,10,0,178,27,154,10,0,195,13,68,10,0,92,0,6,0,0,7,117,664,73,0,855
POA6324,8,88,15,0,111,0,69,11,0,77,13,125,32,0,166,16,147,56,0,216,33,182,34,0,255,43,203,32,0,274,30,195,24,0,248,13,85,15,0,115,3,23,16,0,47,163,1116,231,4,1507,8,74,12,0,90,8,52,5,0,61,21,137,19,0,177,33,150,17,0,198,52,181,26,0,251,65,208,31,0,299,37,191,19,0,246,10,72,18,0,98,5,34,21,0,58,227,1086,171,3,1490,14,163,28,0,206,8,113,14,0,135,29,260,47,0,342,52,295,73,0,417,84,364,63,0,512,102,407,60,0,576,70,385,48,0,497,23,152,34,0,208,9,59,37,0,101,390,2203,401,3,3003
POA6326,0,5,3,0,7,0,7,0,0,9,0,24,0,0,21,0,19,0,0,24,4,29,0,0,28,5,32,6,0,42,3,38,5,0,41,0,13,0,0,17,0,0,0,0,0,16,165,18,0,205,0,14,0,0,18,0,12,0,0,10,5,16,3,0,31,3,15,3,0,24,8,28,0,0,32,9,34,8,0,49,0,28,0,0,32,4,9,0,0,9,0,0,0,0,0,28,158,20,0,207,0,21,4,0,29,3,18,0,0,24,6,41,6,0,52,7,33,4,0,46,10,59,0,0,65,12,65,12,0,88,4,66,3,0,80,4,17,0,0,24,4,0,0,0,8,47,320,39,0,407
POA6327,0,6,3,0,10,0,4,0,0,8,0,4,0,0,12,3,9,0,0,14,4,19,3,0,29,3,8,0,0,16,4,12,0,0,16,0,7,0,0,14,0,0,0,0,3,11,77,24,0,115,0,5,0,0,5,0,0,0,0,0,0,10,3,0,17,0,9,0,0,17,4,13,0,0,14,5,9,0,0,17,0,16,0,0,16,0,4,0,0,3,0,0,0,0,4,14,67,11,0,86,0,9,3,0,6,0,5,0,0,7,0,22,4,0,26,4,19,6,0,32,9,35,11,0,47,8,20,4,0,31,6,29,4,0,33,0,14,0,0,13,0,3,3,0,5,23,146,36,0,202
POA6328,0,4,8,0,8,0,11,0,0,10,3,29,5,0,35,0,27,3,0,28,7,11,3,0,16,0,32,4,0,36,0,16,3,0,24,0,11,0,0,16,0,0,0,0,0,14,145,24,0,180,0,4,0,0,3,0,7,0,0,11,0,25,7,0,33,4,14,0,0,23,6,15,3,0,21,5,28,0,0,36,4,15,0,0,17,0,0,0,0,5,0,0,0,0,0,25,117,14,0,154,0,13,9,0,19,0,20,0,0,25,5,57,17,0,69,4,42,3,0,50,9,26,8,0,40,6,55,4,0,71,6,35,9,0,40,9,14,0,0,21,0,0,0,0,0,36,264,42,0,341
POA6330,65,1110,89,0,1257,48,769,84,8,908,109,1678,287,4,2077,178,1558,223,9,1961,284,1796,181,0,2251,381,1905,147,3,2436,252,1822,123,4,2200,143,1027,73,4,1246,63,375,41,0,481,1506,12046,1243,33,14820,63,1026,70,0,1161,45,718,56,0,822,191,1674,116,8,1991,347,1714,104,0,2170,500,1933,111,0,2547,630,1993,124,3,2755,387,1803,125,0,2316,213,1176,109,0,1505,45,541,74,0,653,2428,12577,900,23,15925,125,2139,159,0,2419,96,1484,136,6,1725,301,3354,403,17,4073,526,3271,328,6,4134,782,3727,291,0,4797,1010,3902,273,11,5192,640,3624,250,8,4521,351,2208,184,3,2747,105,915,120,4,1142,3935,24626,2140,52,30747
POA6333,14,174,20,0,208,5,46,6,0,61,16,143,27,0,187,27,259,33,0,320,43,283,46,0,377,75,376,43,0,491,62,393,44,0,496,32,223,30,0,283,10,59,9,0,70,275,1949,267,5,2495,13,150,26,0,194,5,44,9,0,64,19,198,37,0,251,52,312,47,0,402,69,325,49,0,445,106,388,45,0,532,84,382,43,4,513,21,204,29,0,254,0,76,12,0,89,375,2078,287,7,2740,24,331,48,0,405,13,88,20,0,118,40,338,62,0,434,75,566,84,0,727,116,614,94,0,824,182,759,86,0,1025,143,768,92,7,1006,53,430,55,0,538,11,135,20,0,160,651,4027,559,4,5235
POA6335,4,13,0,0,12,0,15,0,0,21,5,38,0,0,49,9,39,5,0,54,4,37,3,0,42,8,47,7,0,66,8,38,0,0,50,0,7,4,0,13,0,3,0,0,4,45,238,27,0,308,3,15,0,0,14,0,17,3,0,19,4,53,3,0,65,9,35,8,0,50,6,27,0,0,36,16,26,3,0,49,9,26,5,0,36,0,6,0,0,8,0,7,0,0,7,41,218,24,0,283,4,22,0,0,31,3,29,3,0,37,15,93,8,0,115,12,75,14,0,105,10,66,3,0,81,24,77,8,0,109,14,67,9,0,90,0,16,0,0,25,0,8,0,0,12,87,456,48,0,593
POA6336,0,5,0,0,5,0,9,0,0,9,0,24,0,0,30,0,16,0,0,21,0,21,3,0,28,4,19,9,0,32,0,19,5,0,20,0,4,0,0,4,0,0,0,0,0,9,117,19,0,147,0,0,0,0,6,3,4,0,0,9,0,21,0,0,20,0,16,4,0,19,0,18,0,0,21,3,20,0,0,25,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,14,86,8,0,107,0,9,0,0,9,3,12,4,0,19,0,43,3,0,47,0,31,3,0,38,3,36,5,0,48,10,36,8,0,54,0,29,5,0,35,0,4,0,0,7,0,0,0,0,0,23,206,26,0,252
POA6337,0,5,3,0,9,0,16,0,0,20,0,30,4,6,38,4,34,7,0,48,0,30,4,0,40,6,41,4,0,53,6,12,6,0,17,0,10,0,0,10,0,0,0,0,0,22,180,29,6,238,0,0,4,0,4,0,10,0,0,18,0,34,6,0,37,4,29,7,0,39,6,23,7,0,31,6,20,0,0,31,5,14,0,0,16,0,3,0,0,3,0,0,0,0,0,15,134,27,0,177,0,4,6,0,12,0,25,0,0,34,8,58,9,9,78,9,67,13,0,87,6,53,9,0,72,9,66,7,0,81,4,22,4,0,37,0,8,0,0,8,0,0,0,0,0,37,312,58,5,416
POA6338,0,12,0,0,10,0,13,0,0,13,0,35,0,0,35,0,40,0,0,42,8,38,3,0,41,11,49,4,0,62,3,67,0,0,67,0,21,0,0,25,0,0,3,0,3,24,269,12,0,301,0,4,0,0,4,0,11,0,0,13,0,46,0,0,44,5,36,3,0,45,6,36,6,0,52,6,41,4,0,50,7,44,4,0,55,3,11,4,0,15,0,3,0,0,3,32,228,15,0,280,0,12,0,0,19,3,24,0,0,27,0,75,0,0,79,10,76,3,0,88,12,72,5,0,94,14,92,7,0,116,7,110,7,0,124,4,35,3,0,40,0,5,3,0,4,55,498,32,0,585
POA6341,0,11,0,0,4,0,8,3,0,10,0,11,0,0,11,3,17,5,0,24,4,15,0,0,22,4,10,0,0,16,3,6,0,0,8,0,6,0,0,6,0,0,0,0,0,10,84,8,0,110,0,0,0,0,0,0,8,0,0,8,0,13,0,0,16,0,13,0,0,18,0,19,0,0,22,0,3,0,0,5,5,11,0,0,12,0,0,0,0,4,0,0,0,0,0,11,78,4,0,89,0,11,0,0,11,0,14,3,0,17,0,28,0,0,33,4,33,5,0,39,4,33,0,0,36,3,13,0,0,26,5,15,4,0,28,0,3,0,0,6,0,0,0,0,0,19,161,11,0,195
POA6343,0,0,0,0,0,0,4,0,0,5,0,12,0,0,18,0,17,6,0,20,0,18,3,0,26,3,8,0,0,13,0,5,0,0,10,0,4,0,0,6,0,0,0,0,0,6,76,15,0,96,0,0,0,0,0,0,0,0,0,0,0,14,4,0,18,0,16,4,0,22,0,10,3,0,14,0,9,0,0,12,0,4,4,0,9,0,5,0,0,4,0,0,0,0,0,7,55,12,0,79,0,0,0,0,3,0,4,0,0,3,0,26,6,0,34,0,30,11,0,40,3,31,10,0,43,3,15,3,0,26,0,13,3,0,18,0,4,0,0,13,0,0,0,0,0,16,129,33,0,173
POA6346,3,21,4,0,22,3,47,16,0,73,5,156,43,7,207,13,114,34,4,157,16,132,46,0,193,14,105,30,0,151,9,41,5,0,61,0,15,0,0,16,0,0,0,0,3,55,634,179,8,877,0,11,0,0,13,0,29,3,0,35,4,61,10,0,84,4,29,6,0,42,9,48,11,0,62,10,39,7,0,59,9,27,0,0,38,4,6,0,0,7,0,8,0,0,10,41,264,42,3,348,3,32,4,0,33,4,78,19,0,104,9,217,51,4,287,17,143,41,4,205,19,178,51,0,255,27,145,36,0,216,12,71,9,0,98,5,23,0,0,26,0,12,0,0,15,98,903,217,14,1224
POA6348,0,6,0,0,7,0,9,3,0,11,0,63,14,0,77,3,52,4,0,70,8,70,11,0,83,10,73,11,0,94,12,63,7,0,80,0,28,4,0,32,0,3,0,0,9,41,372,59,0,466,0,11,4,0,10,3,11,0,0,14,3,59,7,0,73,12,52,5,0,64,11,50,9,0,60,10,57,9,0,78,11,45,6,0,62,0,38,11,0,52,4,3,0,0,11,52,331,44,0,429,0,14,3,0,17,4,23,4,0,33,4,124,21,0,151,13,108,11,0,128,18,116,15,0,150,26,134,14,0,172,19,111,15,0,142,7,65,15,0,87,0,13,0,0,16,87,704,98,0,895
POA6350,0,3,0,0,6,0,5,0,0,5,0,10,3,0,15,0,18,0,0,19,0,15,8,0,23,0,23,9,0,26,0,19,3,0,23,3,14,8,0,17,0,0,0,0,0,7,97,23,0,135,5,0,0,0,6,0,5,0,0,4,0,18,0,0,18,5,7,3,0,14,0,14,4,0,26,3,21,3,0,24,5,13,7,0,23,0,11,4,0,14,0,0,0,0,0,15,87,27,0,131,5,4,5,0,10,0,6,0,0,10,0,25,3,0,29,6,26,5,0,30,5,30,13,0,49,4,39,3,0,51,4,33,12,0,51,5,21,5,0,34,0,6,0,0,6,25,193,51,0,270
