POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6071,4,111,5,0,115,0,68,0,0,81,6,105,8,0,121,14,148,4,0,166,25,196,6,0,229,34,207,4,0,249,29,164,7,0,199,15,86,6,0,106,0,18,0,0,25,138,1111,39,3,1291,8,90,7,0,99,3,65,9,0,77,8,126,3,0,139,35,152,3,0,195,75,217,12,0,301,75,172,3,0,244,48,175,9,0,225,11,79,4,0,90,5,32,5,0,34,261,1105,47,0,1418,11,200,7,0,223,9,140,7,0,157,17,231,11,5,261,49,302,11,0,356,100,406,16,0,524,109,382,7,0,501,72,340,14,0,426,25,171,9,0,201,6,49,0,0,56,393,2216,83,0,2704
POA6072,0,24,0,0,22,0,21,0,0,27,4,31,0,0,40,6,35,3,0,44,7,44,0,0,49,7,56,0,0,65,10,38,0,0,48,5,15,0,0,17,0,4,0,0,6,32,278,14,0,321,3,28,0,0,35,3,11,0,0,12,8,26,3,0,32,12,42,0,0,54,15,51,0,0,64,17,48,0,0,63,8,39,0,0,44,0,16,0,0,25,0,8,0,0,8,65,277,9,0,345,5,56,0,0,55,5,32,3,0,39,4,58,7,0,74,17,79,6,0,94,17,98,0,0,119,26,101,0,0,132,13,79,0,0,95,7,34,0,0,43,0,14,0,0,14,94,552,24,0,662
POA6073,9,84,4,0,90,4,60,3,0,66,13,100,7,0,118,10,117,3,0,132,33,158,12,0,195,41,167,7,0,221,23,162,6,0,197,18,109,4,0,129,8,40,4,0,53,148,993,48,0,1193,6,72,6,0,81,7,55,4,0,67,17,92,9,3,124,24,146,7,0,174,47,186,4,0,243,56,171,4,0,235,42,177,10,0,230,14,137,5,0,162,8,71,9,0,88,222,1108,58,3,1390,13,157,6,0,178,12,115,9,0,131,27,196,14,3,237,34,259,7,0,305,85,345,15,0,437,104,338,10,0,456,71,336,16,0,423,33,248,8,0,290,8,116,10,0,136,373,2106,101,0,2586
POA6074,0,27,0,0,31,0,23,0,0,24,0,48,0,0,50,9,43,3,0,50,12,60,0,0,75,10,50,5,0,65,16,61,0,0,73,3,23,0,0,29,0,3,0,0,10,51,329,13,0,395,0,28,3,0,28,0,18,0,0,18,4,29,3,0,38,4,41,6,0,56,14,49,0,0,70,19,53,3,0,74,10,56,0,0,66,7,23,0,0,27,0,13,0,0,13,67,312,17,0,392,0,61,3,0,58,0,38,0,0,45,9,72,5,0,91,12,84,6,0,104,29,108,0,0,141,31,107,4,0,143,24,115,3,0,141,14,48,3,0,58,0,10,0,0,17,112,649,25,0,785
POA6076,38,728,20,0,782,33,527,19,0,578,47,624,31,3,704,106,949,37,4,1099,217,1220,36,0,1475,231,1098,44,0,1376,197,1110,44,0,1358,98,749,55,0,902,32,216,20,0,272,1002,7230,300,12,8540,33,623,18,0,675,37,432,9,0,480,80,672,20,4,778,193,1076,33,0,1302,373,1204,38,0,1612,399,1034,36,0,1467,285,1128,49,0,1461,139,775,57,0,972,19,343,34,0,398,1551,7297,295,4,9147,70,1351,40,0,1451,69,961,25,0,1060,125,1301,46,4,1481,294,2028,73,3,2395,587,2427,72,4,3087,635,2135,72,0,2848,482,2244,93,0,2818,239,1521,113,4,1874,49,555,60,0,667,2559,14523,595,21,17692
POA6077,4,57,0,0,62,0,60,0,0,58,0,50,0,0,50,8,51,5,0,60,6,63,0,0,75,17,135,3,0,151,19,114,0,0,137,14,65,3,0,84,5,14,0,0,19,68,609,17,0,688,0,51,0,0,49,0,39,3,0,41,0,48,0,0,45,15,55,3,0,70,17,85,0,0,106,29,100,4,0,137,30,110,7,0,144,15,79,9,0,101,4,12,0,0,13,109,571,21,8,711,4,104,0,0,110,0,98,3,0,102,0,92,0,0,94,16,99,3,0,124,24,151,4,0,178,42,236,4,0,285,49,221,12,0,282,22,147,11,0,186,6,29,0,0,35,174,1176,43,5,1399
POA6078,0,41,4,0,43,3,33,0,0,38,0,34,4,0,36,6,40,3,0,50,3,51,3,0,58,9,56,5,0,68,5,64,6,0,72,3,20,0,0,26,0,0,0,0,0,35,336,20,0,390,0,28,0,0,30,0,17,6,0,17,0,29,0,0,34,6,45,4,0,61,13,40,9,0,57,15,56,3,0,79,7,49,0,0,61,4,13,0,0,15,0,5,0,0,5,60,287,18,0,365,3,69,4,0,72,5,45,6,0,59,0,68,4,0,69,15,87,4,0,107,17,88,11,0,114,27,111,10,3,151,21,111,8,0,130,4,39,0,0,43,0,5,0,0,5,93,621,41,4,757
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,0,0,4,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,6,0,9,0,0,9,0,5,0,0,5,0,0,0,0,0,3,27,0,0,31
POA6081,12,167,0,0,184,11,111,0,0,122,3,191,11,0,205,17,234,7,0,261,42,287,12,0,341,43,281,3,0,330,32,214,8,0,252,15,96,3,0,114,7,20,0,0,31,193,1599,52,3,1846,18,166,7,0,184,5,79,0,0,88,21,204,7,0,232,49,250,15,0,312,82,299,11,0,394,108,276,11,0,390,64,179,11,0,251,18,89,3,0,108,0,19,0,0,18,363,1556,61,0,1980,29,332,8,0,368,15,192,0,0,212,26,389,17,0,440,69,481,19,0,573,128,586,23,0,733,148,551,17,5,725,92,392,15,0,501,32,186,7,0,225,7,42,3,0,53,557,3154,108,6,3824
POA6082,6,84,10,0,95,3,70,7,0,79,12,152,8,0,172,22,152,17,0,190,26,164,9,0,197,42,175,10,5,224,17,150,4,0,174,11,71,6,0,77,0,13,0,0,20,128,1021,70,3,1223,0,108,4,0,118,0,71,8,0,78,25,142,12,0,182,40,177,13,0,228,55,187,4,0,243,58,190,5,0,261,29,125,6,0,167,15,53,4,0,76,0,16,0,0,14,229,1074,64,0,1364,5,194,16,0,218,4,140,10,0,159,37,298,22,0,353,64,325,29,0,421,79,349,11,0,444,101,365,14,5,484,42,276,20,0,337,25,121,10,0,156,5,32,0,0,30,361,2096,135,5,2597
POA6083,5,104,8,0,119,6,83,10,0,92,3,87,6,0,94,10,128,3,0,147,34,255,22,0,305,34,250,16,0,300,23,160,7,0,192,7,82,6,0,89,6,20,4,0,27,131,1166,80,0,1369,4,114,10,0,128,10,56,4,0,66,9,105,3,0,122,28,158,14,0,201,69,254,21,0,339,78,221,7,0,314,33,155,7,0,192,10,64,3,0,89,3,17,0,0,20,239,1146,73,0,1457,8,219,18,0,250,8,139,11,0,159,19,191,7,0,216,40,279,19,0,348,95,508,36,0,640,113,472,27,0,615,51,318,16,0,387,20,146,12,0,176,5,34,4,0,43,372,2313,148,0,2829
POA6084,21,289,31,0,339,16,256,24,48,336,27,400,38,0,469,48,398,31,0,477,69,531,44,0,640,72,488,42,5,606,47,356,29,0,428,17,144,18,0,181,5,15,7,0,25,306,2882,251,53,3498,18,235,32,0,294,9,218,24,0,242,56,406,24,9,486,88,450,22,0,563,124,545,46,0,713,105,487,30,0,624,79,287,20,0,386,19,117,11,0,145,0,37,7,0,44,490,2786,208,8,3492,42,530,64,0,631,20,470,43,48,579,82,806,60,9,954,138,853,52,0,1040,191,1071,90,0,1354,177,972,70,5,1223,118,647,49,0,816,34,263,28,0,322,5,53,9,0,67,799,5666,461,58,6987
POA6090,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,5,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,6,0,0,5,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,5,0,22
POA6100,9,265,12,0,289,24,586,60,4,678,66,1515,128,8,1719,108,1199,134,5,1445,94,815,103,8,1014,108,746,85,0,947,58,554,49,0,665,24,201,17,0,235,9,62,3,0,74,505,5943,589,28,7063,19,294,27,0,335,34,594,54,4,682,84,1529,113,9,1733,117,1099,112,4,1336,159,714,98,0,969,187,645,72,6,914,106,479,47,4,635,31,210,28,0,272,5,91,8,0,102,744,5656,553,29,6985,25,563,44,0,624,63,1179,112,10,1363,153,3044,242,16,3447,227,2294,242,9,2777,246,1532,201,13,1987,298,1395,156,7,1858,170,1027,95,4,1293,60,407,39,7,511,17,154,10,0,179,1245,11599,1143,54,14054
POA6101,11,315,33,0,359,29,566,58,0,652,87,1617,128,0,1835,103,1235,91,0,1436,121,880,61,0,1058,122,673,55,0,858,84,489,44,4,619,16,218,25,3,264,6,67,16,0,95,581,6061,512,13,7164,14,321,8,0,347,34,601,37,0,675,107,1570,107,5,1791,144,1170,67,4,1385,205,814,49,0,1067,182,577,35,3,798,97,491,31,4,617,28,241,25,0,297,3,117,11,0,143,811,5907,380,20,7116,23,637,43,3,708,61,1166,94,0,1323,189,3189,240,10,3625,247,2405,163,6,2814,316,1692,110,0,2125,309,1249,94,6,1657,180,977,79,3,1238,47,461,54,3,563,11,189,30,0,234,1392,11962,895,33,14282
POA6102,11,299,30,0,341,29,953,95,3,1082,61,1624,163,9,1861,61,773,61,3,892,63,476,53,0,597,62,366,27,0,453,23,293,51,4,370,31,238,65,0,341,14,117,96,0,222,356,5141,636,24,6155,25,334,20,3,381,40,763,71,3,882,78,1191,151,5,1430,80,714,72,3,871,87,398,51,3,545,88,357,34,3,480,53,365,48,3,468,51,345,123,5,528,12,281,221,0,515,512,4747,800,30,6088,38,632,48,3,720,67,1718,168,7,1962,142,2821,311,20,3293,141,1480,137,9,1762,147,879,107,4,1135,147,721,60,6,934,78,656,94,8,839,86,589,194,5,864,21,400,314,0,737,869,9888,1431,50,12243
POA6103,4,143,13,0,158,18,397,43,5,454,66,1255,93,0,1410,58,794,96,0,958,77,499,75,9,654,75,469,39,12,591,42,293,29,3,375,17,140,18,3,173,4,48,7,0,53,362,4036,405,29,4836,6,143,11,0,155,22,399,29,0,449,69,1174,74,3,1319,90,686,60,4,837,75,424,32,0,531,116,405,23,8,544,67,295,21,4,390,21,172,19,0,214,3,66,8,0,74,462,3766,274,23,4520,9,286,19,0,312,38,798,69,6,907,136,2429,163,6,2737,148,1490,159,5,1794,151,919,105,9,1189,184,865,63,18,1140,113,590,50,3,759,39,313,33,4,387,3,116,12,0,129,825,7801,674,55,9353
POA6104,17,328,36,0,379,25,459,57,6,548,65,1189,148,12,1415,72,998,96,8,1171,110,838,99,5,1056,96,744,63,10,916,73,516,31,3,630,33,276,32,0,343,14,107,29,0,143,504,5465,594,49,6608,13,266,18,0,297,31,408,44,4,486,92,1091,104,8,1293,127,896,80,0,1098,142,711,68,5,921,176,635,48,3,857,102,552,35,0,691,31,298,51,0,378,8,193,72,0,272,718,5039,520,21,6298,31,591,51,0,676,57,867,102,8,1037,162,2283,247,17,2712,199,1894,175,9,2269,247,1548,171,8,1976,272,1377,114,12,1777,180,1067,75,7,1325,56,577,82,0,719,18,300,93,0,417,1222,10502,1112,69,12905
POA6105,27,382,27,0,438,24,480,56,0,565,63,1284,109,8,1455,97,1079,77,0,1251,101,754,72,3,928,124,626,42,0,801,61,425,29,3,514,32,251,15,3,301,10,100,8,0,118,542,5392,426,12,6377,21,363,30,0,417,30,502,42,5,573,118,1289,110,4,1518,130,987,72,4,1191,150,718,45,0,915,156,535,41,5,744,118,482,29,3,632,34,344,23,0,398,6,180,15,0,206,768,5403,410,21,6594,49,749,58,0,856,55,983,97,0,1140,175,2569,215,3,2969,224,2063,150,4,2438,256,1472,116,4,1846,285,1168,86,5,1545,179,908,55,5,1147,68,595,37,3,701,20,285,22,0,322,1306,10793,841,36,12969
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,19,7,0,24
POA6107,48,1081,87,4,1223,72,1887,162,9,2126,261,4192,406,11,4869,313,3493,247,12,4066,271,2179,144,7,2601,216,1642,118,10,1991,154,1161,61,13,1382,78,599,49,0,721,28,180,11,0,218,1441,16410,1288,60,19202,47,1030,87,0,1160,95,1655,150,0,1894,327,4123,337,10,4797,422,3176,212,5,3816,401,1966,126,13,2501,400,1631,106,23,2154,247,1220,59,16,1541,118,632,48,3,808,16,314,22,0,353,2080,15734,1138,72,19022,102,2108,173,6,2386,165,3534,303,8,4018,591,8316,743,18,9661,741,6660,462,15,7882,675,4149,269,18,5103,614,3274,224,35,4148,398,2377,122,27,2920,196,1229,96,5,1530,41,499,36,0,570,3516,32147,2429,133,38222
POA6108,18,670,31,0,722,30,670,45,0,744,90,1226,88,3,1404,133,1412,94,3,1644,153,1221,59,3,1435,153,1098,43,0,1298,153,963,29,6,1156,69,502,14,0,581,14,117,8,0,142,816,7886,409,22,9132,38,641,32,0,710,52,601,46,0,699,133,1309,75,4,1524,236,1309,85,3,1633,261,1181,54,5,1504,290,1107,47,0,1448,205,997,39,10,1246,64,535,20,0,628,11,162,18,0,193,1294,7856,414,28,9584,49,1309,71,0,1432,83,1269,88,5,1442,228,2540,160,4,2931,368,2731,176,6,3276,421,2402,113,3,2936,448,2204,90,10,2746,355,1963,72,13,2398,137,1037,39,6,1209,26,283,23,0,335,2106,15734,824,42,18717
POA6109,18,358,33,0,410,17,376,38,0,420,63,782,79,3,929,94,885,84,4,1076,66,686,77,4,833,64,533,52,3,651,54,411,33,3,507,35,214,16,0,261,5,64,9,0,78,412,4313,421,19,5163,29,312,21,0,364,25,380,34,0,439,91,813,75,0,981,121,761,63,0,946,124,545,46,0,719,124,489,33,9,657,89,434,28,5,555,33,250,30,0,314,4,105,28,0,133,641,4093,365,9,5108,45,676,60,0,779,41,752,68,0,864,159,1591,157,4,1910,213,1649,154,3,2021,190,1229,129,5,1550,185,1024,81,10,1302,149,841,58,5,1056,70,463,45,0,578,7,169,39,0,213,1058,8403,782,30,10272
POA6110,57,1299,70,0,1424,76,1294,71,0,1443,197,2388,187,3,2776,307,2807,176,6,3289,307,2285,146,6,2748,222,1819,81,3,2122,187,1342,83,12,1629,95,636,76,4,808,19,205,72,0,298,1473,14069,953,41,16530,68,1257,67,4,1393,98,1206,64,0,1368,303,2550,193,6,3055,483,2869,173,4,3526,481,2208,111,10,2810,447,1716,73,16,2256,303,1333,112,17,1764,91,844,96,0,1035,23,350,126,5,501,2305,14331,1021,60,17711,121,2555,137,4,2814,175,2502,130,0,2813,504,4938,381,10,5829,791,5672,348,8,6820,792,4494,254,13,5554,675,3530,151,20,4376,490,2675,193,26,3390,194,1473,168,9,1845,46,552,198,8,800,3776,28403,1970,97,34246
POA6111,47,635,45,0,728,27,600,47,0,668,88,1168,85,3,1339,151,1223,69,3,1444,193,1221,95,0,1507,198,1205,75,4,1483,156,1062,38,4,1261,58,491,35,0,591,12,128,29,0,166,920,7732,521,11,9181,37,635,38,0,715,36,547,36,0,622,145,1133,78,4,1359,240,1216,95,3,1552,332,1148,88,0,1559,332,1121,62,3,1526,231,1096,45,5,1370,76,504,56,0,633,8,159,38,0,207,1441,7548,528,15,9537,83,1267,88,0,1442,65,1146,81,0,1291,231,2300,159,4,2695,390,2437,162,5,2994,524,2363,178,3,3068,531,2330,141,7,3007,381,2162,88,7,2634,136,993,89,3,1221,24,282,68,0,374,2358,15282,1049,32,18718
POA6112,85,1758,113,0,1964,78,1734,120,5,1929,287,4492,306,6,5102,519,5087,281,3,5885,368,3203,190,4,3766,317,2404,154,7,2889,220,1649,94,22,1978,94,824,71,3,996,39,193,36,0,269,2010,21349,1368,60,24781,89,1748,123,5,1967,131,1756,120,0,2005,578,5063,300,0,5941,840,5095,279,0,6213,686,2970,165,7,3826,578,2441,122,31,3173,348,1846,97,27,2315,119,872,80,9,1077,15,311,65,0,386,3383,22091,1347,83,26909,178,3504,244,5,3924,210,3485,236,6,3941,866,9557,609,11,11040,1357,10180,551,8,12100,1054,6176,363,11,7597,895,4849,278,41,6063,570,3491,186,50,4297,217,1689,151,16,2077,57,498,95,0,650,5390,43436,2713,145,51690
POA6121,6,104,4,0,116,0,103,6,0,111,6,94,0,0,106,10,131,7,0,157,23,180,13,0,213,43,213,11,0,267,12,138,3,0,153,9,56,4,0,66,3,14,4,0,17,111,1037,53,3,1200,4,101,4,0,116,7,77,0,0,83,8,119,0,0,130,25,160,15,0,204,57,208,12,0,272,55,173,4,0,240,22,124,8,0,152,7,39,0,0,48,0,9,0,0,9,190,1015,44,0,1248,11,204,11,0,224,6,183,6,0,197,17,217,3,0,235,37,290,26,0,358,78,383,19,0,484,97,386,15,0,504,35,264,10,0,308,9,99,6,0,117,3,17,4,0,23,300,2049,90,3,2444
POA6122,28,566,27,0,623,22,472,24,0,520,63,1450,50,0,1559,141,1420,57,0,1624,103,956,40,4,1101,100,681,25,0,810,63,434,19,4,521,40,185,12,0,237,6,43,5,0,52,566,6216,254,4,7043,24,619,22,0,664,32,522,22,0,578,199,1725,80,0,2006,229,1439,53,0,1718,210,950,32,0,1198,180,716,32,7,936,92,470,22,9,590,25,195,10,0,226,3,78,9,0,91,1001,6715,275,22,8005,55,1193,48,0,1287,54,992,45,0,1097,259,3174,127,0,3567,370,2857,108,0,3334,317,1907,72,3,2300,279,1401,54,5,1742,154,907,41,9,1112,66,383,18,0,463,9,120,8,0,141,1564,12935,523,24,15047
POA6123,9,51,3,0,54,0,71,4,0,79,10,156,17,0,183,7,104,6,0,122,14,97,10,0,117,9,93,8,0,111,10,70,8,0,86,0,20,0,0,25,0,11,0,0,9,60,673,54,0,789,0,60,3,0,71,0,61,3,0,68,15,177,16,0,211,21,103,5,0,132,29,95,7,0,130,24,84,6,0,119,15,49,4,0,67,8,21,0,0,31,0,11,0,0,11,112,664,50,0,830,8,112,12,0,126,7,131,12,0,143,27,331,35,0,390,27,214,11,0,255,41,188,18,0,246,34,179,17,0,229,22,122,10,0,157,8,42,0,0,52,0,21,0,0,21,172,1340,105,0,1619
POA6124,6,24,0,0,26,5,15,0,0,18,0,40,3,0,45,5,53,3,0,64,15,65,4,0,86,18,84,4,0,99,6,44,0,0,48,6,26,0,0,34,0,8,0,0,7,52,354,21,0,431,3,29,8,0,34,5,23,0,0,27,9,46,4,0,55,12,64,12,0,85,15,80,9,0,103,18,64,6,0,86,8,34,4,0,48,5,27,6,0,32,0,9,0,0,8,82,365,38,0,474,0,54,5,0,63,3,35,0,0,40,15,87,7,0,103,20,115,12,0,150,26,144,14,0,190,32,145,11,0,188,18,77,4,0,93,10,47,5,0,66,0,10,0,0,18,132,719,54,0,908
POA6125,0,105,18,0,123,4,81,15,0,100,7,113,74,0,195,14,117,121,0,247,22,217,100,0,348,39,179,52,0,268,15,139,39,0,195,13,76,19,0,109,5,16,0,0,19,125,1049,430,0,1607,3,95,8,0,111,0,74,6,0,83,15,121,13,0,156,27,144,11,0,182,60,194,10,0,266,55,185,13,0,249,35,127,15,0,171,11,79,12,3,105,6,23,3,0,28,217,1039,83,5,1346,10,203,26,0,239,6,153,18,0,178,20,239,85,0,346,37,254,135,0,433,88,412,109,0,608,94,364,61,0,523,49,269,53,0,366,30,155,25,3,214,3,38,7,0,50,340,2086,520,4,2949
POA6126,0,3,3,0,8,0,3,0,0,9,0,7,0,0,7,6,15,5,0,20,0,12,0,0,14,3,24,3,0,31,3,19,3,0,27,0,13,0,0,13,0,0,0,0,0,11,105,12,0,125,0,10,0,0,10,0,5,0,0,3,0,7,0,0,7,0,10,4,0,15,0,16,0,0,21,3,18,3,0,22,6,10,0,0,20,0,4,0,0,4,0,0,0,0,0,11,79,4,0,98,0,13,3,0,12,0,9,5,0,10,0,11,0,0,11,5,27,7,0,30,5,33,0,0,36,7,40,6,0,52,9,30,6,0,41,0,19,0,0,19,0,3,0,0,3,23,185,16,0,228
POA6147,26,374,28,0,428,29,460,37,3,528,62,957,63,6,1085,87,948,78,9,1122,111,733,44,6,893,93,662,26,0,780,84,622,24,0,730,39,312,11,0,357,4,80,4,0,89,533,5138,311,24,6009,18,312,16,0,347,25,368,22,0,421,69,911,57,0,1034,128,927,51,5,1101,152,677,44,0,879,186,719,26,3,932,120,644,26,4,788,37,345,21,0,407,6,109,5,0,124,737,5016,269,17,6043,43,684,48,0,776,51,831,63,7,951,130,1868,121,4,2123,217,1874,126,11,2225,267,1413,89,4,1774,278,1382,54,3,1713,202,1260,47,5,1515,75,656,32,4,770,14,191,9,0,211,1270,10153,582,46,12054
POA6148,33,628,8,0,670,28,511,16,0,562,36,724,23,3,795,100,1058,31,3,1194,153,1017,23,0,1189,156,848,36,4,1038,140,729,29,6,902,67,468,28,0,567,23,173,34,0,236,730,6157,231,27,7151,39,600,23,0,662,26,487,12,0,529,55,788,22,5,873,170,1166,36,3,1372,235,1042,28,0,1308,244,799,26,6,1079,210,801,37,6,1056,105,575,60,0,742,16,262,60,5,340,1103,6531,306,28,7963,71,1231,32,0,1335,52,1003,26,0,1089,91,1515,47,7,1661,266,2227,69,7,2568,383,2058,48,3,2497,401,1649,65,14,2121,352,1528,61,17,1955,169,1040,95,0,1307,41,440,90,3,578,1831,12689,534,55,15114
POA6149,22,576,15,0,608,21,449,8,0,488,49,752,18,0,819,92,1034,25,4,1150,117,960,12,0,1094,171,855,20,0,1051,178,1045,27,6,1252,78,452,25,0,555,28,139,21,0,188,755,6271,172,8,7205,13,526,9,0,540,48,407,11,0,466,62,739,14,0,818,148,1119,31,0,1298,205,995,11,0,1212,314,946,18,4,1286,241,1040,33,4,1312,81,488,41,0,604,16,262,36,0,321,1131,6511,200,18,7856,30,1102,19,0,1151,70,863,16,0,948,109,1486,30,3,1636,247,2155,51,0,2456,318,1957,26,4,2304,484,1796,44,8,2331,418,2079,60,10,2567,155,941,62,0,1157,40,405,61,0,505,1882,12781,374,25,15064
