POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6067,0,0,0,0,0,0,0,0,0,0,3,0,12,7,6,0,0,0,0,34,0,0,0,0,0,6,0,0,0,6,3,0,12,10,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,15,20,6,6,0,0,0,54,0,0,0,0,0,4,0,0,0,3,0,0,23,18,6,9,0,0,0,65
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,950,1136,2744,2968,2430,1390,250,26,0,11899,504,194,733,705,460,630,1048,659,250,5190,62,39,136,131,81,52,37,28,9,572,1516,1366,3615,3805,2976,2068,1340,713,261,17659,319,1089,3247,3965,3396,1858,274,7,5,14158,1191,829,1416,1593,1120,741,286,33,0,7215,48,59,311,217,153,126,20,5,0,948,35,74,122,80,55,29,9,0,0,402,1590,2050,5091,5850,4732,2757,597,55,5,22726,62,131,147,104,106,83,19,0,0,654,261,70,81,86,42,34,14,0,0,589,327,196,233,195,146,116,36,0,0,1245,1918,2253,5326,6042,4879,2873,631,56,5,23972,1145,367,904,851,631,907,1793,1223,421,8244,115,77,252,242,176,99,67,52,11,1094,3176,2693,6482,7140,5688,3881,2493,1334,439,33311
POA6070,70,61,93,217,242,182,53,11,0,929,42,6,19,43,35,70,158,102,24,507,3,0,4,5,6,9,8,3,0,29,110,61,120,265,285,265,221,113,24,1467,14,36,106,249,306,233,50,4,0,986,98,72,52,139,149,115,76,17,0,726,3,5,14,15,10,17,5,0,0,84,0,3,4,3,7,0,0,0,0,22,118,118,177,405,468,366,133,25,0,1811,4,7,4,5,14,8,0,0,0,40,22,3,0,3,3,5,0,0,0,44,28,10,4,7,18,11,4,0,0,79,145,126,183,417,484,374,134,25,0,1892,83,11,34,55,52,112,277,208,51,883,3,4,7,4,9,17,8,7,0,62,233,142,226,474,549,504,426,237,51,2842
POA6071,66,60,109,154,245,195,53,16,0,908,28,7,22,35,39,50,174,79,33,467,7,9,4,5,8,3,8,3,0,41,99,77,140,195,301,244,225,90,34,1416,29,60,123,179,293,210,47,0,0,946,94,54,66,100,135,147,62,14,0,680,5,4,14,14,11,22,5,0,0,80,0,0,0,6,4,3,3,0,0,17,133,118,208,294,444,392,114,19,0,1727,4,4,5,4,3,5,7,0,0,31,12,6,5,5,3,8,4,0,0,45,13,16,13,8,7,12,6,0,0,77,143,132,218,302,454,403,124,19,0,1799,65,11,34,44,54,89,297,173,56,825,7,6,11,10,16,7,7,5,0,76,223,157,260,360,524,501,426,201,56,2699
POA6072,27,14,24,39,54,46,10,0,0,218,6,0,6,16,13,21,34,23,8,122,0,0,3,0,3,0,0,0,0,8,35,12,32,54,64,63,44,25,8,345,5,16,32,58,64,67,10,0,0,259,23,15,17,18,25,28,6,0,0,139,0,0,3,0,6,0,0,0,0,18,0,0,0,0,7,0,0,0,0,6,32,31,61,74,100,101,24,0,0,417,0,0,3,0,0,3,0,0,0,9,9,4,0,0,3,0,0,0,0,12,4,4,3,4,0,3,0,0,0,26,38,29,61,80,100,104,24,0,0,439,16,3,10,18,11,25,67,38,14,202,0,0,7,3,3,4,0,0,0,22,55,39,74,94,119,132,95,43,14,662
POA6073,43,55,82,132,199,158,45,5,0,718,39,5,31,33,36,72,171,152,79,627,0,4,0,0,4,4,10,3,10,46,81,67,122,174,243,235,230,162,88,1389,21,59,119,143,214,201,35,3,0,802,55,29,45,87,116,109,49,8,0,493,0,6,16,12,15,22,9,0,0,73,0,4,5,3,13,4,0,0,0,27,77,104,178,236,356,338,99,11,0,1401,0,3,0,8,7,4,0,0,0,30,6,0,4,0,9,6,4,0,0,30,6,5,3,10,19,10,4,0,0,60,85,107,187,247,373,346,101,13,0,1464,85,15,46,46,51,105,306,264,122,1046,4,8,10,5,13,8,15,7,9,80,178,131,237,305,437,456,419,290,136,2582
POA6074,20,16,27,45,63,51,17,0,0,238,11,8,15,8,4,22,47,26,13,149,3,0,3,0,0,3,0,0,0,10,28,18,38,56,70,74,66,27,13,392,7,25,38,50,69,61,18,3,0,267,17,12,15,29,38,29,27,5,0,167,0,0,7,4,9,0,0,0,0,26,0,0,0,6,4,5,0,0,0,10,28,35,64,84,117,95,40,5,0,470,0,3,0,0,0,5,0,0,0,11,4,0,0,0,3,0,0,0,0,16,5,3,3,4,3,8,0,0,0,28,33,33,69,89,121,99,45,5,0,498,24,3,15,9,15,37,94,48,13,268,3,0,6,7,0,4,3,0,0,19,58,45,91,104,141,143,141,58,17,785
POA6076,412,412,611,1066,1369,1031,314,33,0,5259,252,58,144,197,217,413,1103,888,355,3632,10,4,19,35,23,29,38,45,41,248,675,480,773,1302,1617,1467,1461,972,398,9142,126,372,750,1244,1784,1286,290,27,0,5879,559,447,346,662,743,682,416,78,9,3934,29,20,81,80,96,107,30,0,0,453,10,11,13,23,29,14,15,3,0,117,725,848,1191,2011,2655,2090,742,109,9,10376,20,31,19,36,42,51,12,0,0,198,92,27,25,17,22,19,19,4,0,224,104,55,44,51,64,67,30,4,0,419,827,904,1241,2061,2719,2158,769,114,9,10800,600,133,199,268,323,624,1965,1673,592,6385,23,19,37,66,45,63,75,85,66,488,1454,1060,1481,2393,3089,2848,2823,1872,666,17677
POA6077,40,39,39,51,85,96,33,3,0,373,12,3,4,12,17,36,109,89,13,302,0,3,0,3,4,4,6,10,0,24,49,43,46,66,106,137,144,103,13,703,26,49,58,68,90,125,24,3,0,429,36,39,12,31,53,74,46,6,0,292,0,4,4,4,3,4,11,0,0,29,3,0,0,5,7,8,0,0,0,20,66,86,74,100,148,212,79,14,0,774,0,0,0,0,8,7,0,0,0,20,9,4,0,5,0,0,3,0,0,18,5,4,5,5,8,10,5,0,0,36,73,90,82,106,154,219,83,16,0,815,33,7,10,15,23,60,193,158,31,543,0,3,0,3,5,9,10,11,0,38,110,98,93,120,178,285,282,186,35,1394
POA6078,19,16,34,45,44,49,16,0,0,222,11,0,6,11,6,28,50,14,5,126,0,6,0,4,9,3,0,0,0,17,30,17,34,56,57,82,61,15,5,362,13,31,41,44,58,56,19,0,0,266,22,17,15,41,26,35,23,4,0,172,0,0,0,3,9,7,3,0,0,22,0,3,0,0,0,0,0,0,0,3,35,46,58,85,90,103,42,5,0,467,0,0,0,3,4,0,0,0,0,11,5,0,0,0,3,0,0,0,0,8,5,0,0,3,4,0,0,0,0,23,45,46,59,89,99,105,42,5,0,489,29,6,8,14,11,32,88,35,5,229,4,6,4,7,11,10,0,0,0,32,72,59,69,106,114,151,130,43,5,748
POA6079,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,16,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,10,0,0,0,0,4,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,31
POA6081,119,81,187,237,320,267,51,0,0,1261,61,3,39,65,65,112,191,104,19,668,6,0,12,14,9,11,3,0,0,51,184,88,232,312,394,390,251,108,18,1975,43,98,224,306,434,317,54,3,0,1472,152,77,103,134,157,170,67,9,0,880,3,3,32,18,25,38,10,0,0,126,0,3,4,0,3,5,0,0,0,23,198,184,356,458,623,529,131,8,0,2492,6,5,8,4,10,3,0,0,0,43,27,3,8,0,3,6,3,0,0,54,30,10,10,11,16,10,3,0,0,90,232,191,369,467,632,539,129,8,0,2585,134,18,51,80,83,169,359,207,50,1147,3,0,16,22,19,16,11,4,3,89,370,212,439,573,733,722,501,225,53,3823
POA6082,61,63,131,179,195,168,34,6,0,839,47,4,37,42,35,84,127,70,14,465,4,8,9,12,6,7,4,3,0,60,118,78,182,227,243,261,167,76,14,1368,22,61,165,199,228,190,34,0,0,905,68,46,67,99,110,104,37,9,0,536,6,3,18,27,16,19,3,3,0,102,0,4,12,7,8,3,0,0,0,28,98,117,258,333,355,318,81,12,0,1574,9,6,10,5,11,5,0,0,0,46,8,5,0,6,7,7,0,0,0,40,15,9,16,12,16,10,8,0,0,80,117,130,274,341,376,327,83,12,0,1656,86,22,55,53,54,145,239,133,29,817,11,12,21,27,17,12,14,9,0,118,218,159,353,422,444,484,337,156,30,2587
POA6083,72,51,89,153,261,182,56,12,0,869,54,11,28,31,63,116,133,68,16,522,6,0,3,16,16,9,7,3,0,61,128,66,122,201,339,314,192,89,20,1457,29,67,98,165,358,251,51,8,0,1033,86,45,36,90,141,121,65,19,8,603,0,4,12,16,24,15,4,0,0,80,0,0,4,3,4,6,0,0,0,27,123,118,152,277,524,395,124,29,5,1746,3,3,7,3,0,10,0,0,0,38,11,0,5,5,7,0,0,0,0,25,15,4,10,6,7,10,3,0,0,59,131,125,161,284,533,406,127,31,5,1813,107,27,45,40,82,177,246,139,36,896,11,7,8,22,31,24,16,9,0,117,250,159,216,348,640,615,387,176,43,2829
POA6084,165,194,346,447,553,414,90,5,0,2211,107,26,116,103,120,176,285,127,34,1089,25,17,20,15,43,32,17,12,7,180,294,245,479,563,713,624,389,145,44,3483,84,258,486,559,725,508,117,5,0,2743,171,110,174,229,281,293,106,8,0,1371,16,16,50,34,47,40,10,3,0,210,8,18,21,14,18,16,9,0,0,110,279,400,729,837,1077,852,241,24,3,4437,17,22,21,13,28,19,3,0,0,123,29,8,4,7,13,14,0,0,0,77,50,34,24,25,34,28,8,0,0,200,319,439,751,861,1111,887,245,24,3,4634,264,58,141,134,157,266,533,278,50,1890,43,37,53,46,84,64,39,21,13,406,631,534,944,1040,1354,1219,815,323,67,6926
POA6090,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,9,5,3,0,4,0,0,22
POA6100,202,541,1439,1041,759,562,177,9,0,4724,111,96,191,191,116,275,411,237,102,1727,23,44,100,94,90,72,38,23,9,509,335,681,1726,1327,970,903,629,271,102,6959,59,433,1897,1515,1092,762,176,3,0,5935,250,515,791,581,368,358,198,18,5,3088,17,26,92,81,61,47,12,5,0,343,4,17,33,28,22,11,0,0,0,119,328,998,2817,2205,1542,1175,390,24,7,9481,7,37,70,46,41,32,7,0,0,247,25,46,40,40,13,23,10,0,0,198,34,78,110,84,56,54,12,0,0,442,359,1077,2925,2291,1600,1236,405,24,7,9919,231,179,292,252,189,467,801,439,160,3016,36,98,220,227,188,149,84,38,18,1055,624,1356,3436,2766,1976,1851,1295,508,179,13994
POA6101,208,551,1463,1127,842,530,124,14,0,4852,126,86,224,197,183,232,458,262,128,1898,14,33,100,61,40,33,26,27,7,349,343,674,1785,1385,1067,795,619,297,143,7096,46,427,1971,1521,1129,675,101,7,0,5878,281,507,792,631,458,307,150,18,0,3145,16,18,117,116,39,39,12,0,0,363,3,19,44,25,8,6,4,0,0,112,343,979,2923,2286,1638,1029,268,21,0,9499,16,27,81,47,51,42,4,0,0,266,57,38,52,41,22,28,9,0,0,251,68,70,129,87,78,71,13,0,0,515,411,1050,3054,2379,1710,1101,285,21,0,10016,254,181,348,293,311,466,879,484,204,3419,36,89,218,144,100,85,74,56,28,821,703,1320,3616,2812,2119,1647,1230,560,234,14258
POA6102,233,638,1057,636,354,253,65,9,3,3246,131,184,263,184,142,191,351,393,298,2149,16,53,102,48,35,27,44,120,211,665,378,881,1421,866,541,472,462,527,515,6059,51,388,1353,805,505,326,55,0,0,3480,288,807,917,437,202,178,79,14,5,2930,17,46,70,35,23,16,3,4,0,214,5,44,72,23,11,14,3,0,3,174,367,1288,2406,1294,738,531,139,22,3,6794,15,40,86,57,42,19,0,0,0,266,51,87,66,23,15,10,3,0,0,258,64,131,148,83,58,32,8,0,0,521,428,1413,2561,1378,800,563,147,21,3,7314,251,405,471,286,246,311,587,642,436,3645,37,138,244,95,81,52,93,197,294,1229,718,1957,3272,1756,1127,927,833,861,737,12189
POA6103,90,375,1091,635,404,346,88,3,0,3038,59,50,168,142,99,173,274,191,72,1227,5,24,63,57,32,19,15,19,0,232,155,446,1322,832,531,537,380,209,74,4498,28,354,1538,948,623,458,89,5,0,4033,104,295,573,364,175,224,92,9,0,1841,7,25,76,43,44,46,12,0,0,251,0,12,45,27,12,7,3,0,0,114,148,689,2240,1377,851,732,191,13,3,6233,6,21,59,36,41,38,0,0,0,196,14,32,48,27,13,13,6,4,0,149,20,48,108,64,54,52,6,4,0,343,162,736,2344,1439,904,780,199,12,3,6581,142,108,252,207,182,284,508,336,122,2145,10,60,131,144,94,56,43,29,11,572,312,904,2728,1788,1180,1121,749,380,129,9302
POA6104,174,367,978,822,702,535,140,15,0,3730,113,81,215,209,153,274,516,305,197,2066,19,34,93,68,59,49,39,50,77,484,297,481,1285,1101,919,857,692,371,272,6276,63,376,1364,1166,1029,709,131,13,0,4846,231,307,513,424,351,322,147,29,0,2337,8,15,114,94,70,53,13,0,0,372,3,20,40,27,29,12,3,0,0,135,303,716,2037,1698,1482,1102,303,45,0,7688,19,42,67,71,48,46,5,0,0,299,36,32,44,25,33,18,5,0,0,196,58,65,107,101,88,63,14,0,0,491,361,788,2145,1797,1562,1163,316,45,0,8178,268,156,316,305,251,482,929,583,307,3608,48,85,227,165,152,111,69,89,107,1049,676,1026,2687,2263,1967,1758,1319,712,417,12828
POA6105,217,411,1121,860,683,463,117,6,0,3889,178,124,300,255,191,241,480,369,192,2329,25,36,94,68,41,36,23,26,9,356,417,573,1508,1185,916,739,627,398,206,6577,56,365,1476,1272,935,615,128,8,0,4851,288,371,639,508,352,305,122,14,0,2603,11,25,75,55,31,40,12,0,0,254,3,29,66,19,25,15,0,4,0,161,356,785,2260,1856,1342,978,265,23,3,7866,24,27,74,48,51,33,7,0,0,261,62,33,39,27,30,20,5,0,0,214,84,59,115,70,81,53,8,0,0,476,434,846,2374,1927,1429,1032,270,23,3,8341,379,200,417,380,328,429,817,633,293,3881,41,91,171,129,95,72,48,43,25,719,856,1138,2963,2441,1843,1538,1145,702,322,12935
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,24
POA6107,613,1392,3446,2733,1837,1241,261,21,0,11547,479,380,1066,889,553,806,1203,725,327,6433,67,119,273,186,109,90,51,47,21,976,1161,1888,4791,3813,2492,2132,1521,798,353,18950,157,1127,4256,4041,2572,1533,274,19,4,13986,754,1523,2429,1682,1046,802,305,38,0,8576,33,51,264,205,84,102,28,0,0,768,19,106,237,98,77,37,12,3,0,586,962,2807,7191,6021,3782,2478,620,60,0,23922,50,120,257,180,134,93,13,0,0,848,171,133,155,113,67,62,14,4,0,720,225,251,409,294,198,150,23,4,0,1565,1182,3059,7597,6318,3983,2629,644,61,0,25482,1061,714,1464,1155,866,1291,2134,1358,529,10572,134,241,582,397,238,195,110,98,32,2032,2380,4008,9649,7866,5092,4111,2892,1519,565,38088
POA6108,398,528,1048,1177,1144,890,225,17,0,5431,281,134,398,382,308,519,973,586,178,3769,32,30,72,67,43,40,38,24,17,364,710,693,1522,1631,1501,1447,1243,627,193,9562,116,489,1319,1558,1518,1129,224,9,0,6360,478,474,647,748,632,560,258,31,0,3833,14,20,87,85,47,79,32,0,0,369,19,20,55,45,32,22,5,0,0,200,630,1000,2103,2439,2238,1787,520,42,0,10754,30,58,95,96,86,50,4,0,0,423,121,61,54,63,52,40,13,0,0,412,153,123,148,159,137,89,19,0,0,832,786,1125,2250,2594,2380,1880,539,41,0,11584,596,248,536,526,463,784,1773,1130,312,6373,53,70,137,152,95,76,75,36,24,717,1432,1439,2920,3268,2933,2741,2391,1205,335,18667
POA6109,164,295,621,612,465,351,82,10,0,2598,186,117,298,283,209,266,443,273,108,2179,19,29,64,56,48,32,24,32,27,320,364,441,984,948,720,652,548,314,133,5101,52,245,773,942,713,418,90,3,4,3227,214,272,416,396,294,251,81,12,0,1930,12,18,57,41,35,36,3,6,0,199,5,29,29,29,27,19,7,4,0,140,280,559,1272,1409,1061,718,189,23,0,5503,20,45,58,71,44,34,0,0,0,276,54,31,31,31,25,25,6,0,0,209,74,77,87,102,74,57,7,0,0,487,359,633,1359,1514,1135,779,193,19,0,5986,376,168,408,387,308,431,799,511,170,3564,47,60,137,123,110,86,59,42,37,691,779,864,1908,2022,1546,1297,1051,578,213,10241
POA6110,725,1032,2040,2523,2081,1365,294,20,0,10075,613,287,842,862,629,811,1365,915,373,6697,50,50,165,136,94,67,91,97,127,885,1388,1368,3050,3528,2806,2241,1748,1032,502,17653,251,937,2667,3366,2893,1785,343,15,0,12265,847,912,1125,1505,1114,889,326,39,0,6759,32,58,176,178,114,108,37,0,0,703,17,58,112,93,56,41,8,4,0,385,1145,1962,4082,5140,4175,2829,714,57,0,20104,76,140,201,168,152,104,22,0,0,866,213,111,125,97,68,52,11,0,0,678,291,251,326,267,220,154,36,0,0,1549,1438,2219,4407,5405,4398,2985,749,59,0,21654,1265,495,1095,1127,926,1231,2451,1609,598,10800,107,101,307,278,219,145,162,169,197,1689,2812,2811,5816,6812,5543,4356,3362,1837,799,34151
POA6111,393,479,935,1093,1178,973,267,17,0,5335,287,110,348,373,317,494,1059,559,169,3714,38,28,68,87,71,49,39,55,41,470,714,620,1352,1548,1559,1517,1367,629,207,9519,160,466,1249,1429,1498,1222,231,15,0,6276,452,373,539,652,657,647,319,44,0,3677,23,31,87,81,84,93,26,0,0,426,11,24,42,29,32,25,7,6,0,175,644,895,1916,2188,2277,1992,584,66,3,10561,42,83,109,86,104,62,17,0,0,489,97,34,51,43,45,41,16,0,0,331,137,121,164,129,138,103,25,0,0,824,779,1011,2081,2320,2415,2096,613,66,3,11379,580,214,464,518,495,785,1940,1072,304,6378,77,69,139,149,156,116,72,81,67,928,1437,1289,2690,2986,3067,3003,2631,1215,374,18690
POA6112,1074,1511,4287,4690,2925,1880,385,23,3,16793,793,398,1390,1282,752,1144,1804,959,323,8852,100,92,261,234,139,111,101,82,60,1187,1966,2005,5940,6208,3818,3143,2290,1066,386,26825,351,1472,5318,6460,4006,2426,384,20,4,20450,1226,1193,2233,2641,1545,1179,403,58,0,10479,59,81,470,339,200,173,45,4,0,1372,23,73,194,127,78,46,12,3,0,559,1664,2821,8216,9565,5830,3822,841,89,8,32854,101,165,322,256,214,123,15,0,0,1191,310,108,203,184,91,70,26,0,0,982,412,271,520,438,302,188,34,0,0,2171,2070,3093,8732,10009,6134,4013,880,86,8,35030,1665,653,1792,1609,1147,1767,3179,1819,548,14187,185,187,504,475,300,244,186,156,95,2327,3923,3938,11031,12092,7587,6021,4249,2057,650,51547
POA6121,71,71,105,155,214,152,42,5,0,820,37,9,20,33,47,82,105,38,9,394,4,0,0,10,11,0,8,0,0,34,116,83,130,203,272,240,152,48,9,1244,34,95,122,174,252,234,39,0,0,949,77,71,51,90,125,95,43,13,0,564,5,0,7,13,20,18,10,0,0,76,0,0,9,4,5,10,0,0,0,28,116,166,194,289,399,355,88,11,0,1623,12,7,3,0,3,0,0,0,0,25,12,3,0,4,4,5,0,0,0,25,22,6,9,4,3,5,0,0,0,53,134,178,205,294,402,358,92,11,0,1674,86,16,34,37,66,134,207,97,20,698,8,7,5,18,18,8,9,0,4,76,224,197,235,354,484,496,308,112,23,2443
POA6122,465,457,1494,1341,957,597,103,7,0,5421,188,98,450,329,209,303,463,210,82,2337,13,20,64,44,27,30,11,9,6,228,664,578,2006,1718,1195,925,582,226,94,7983,183,496,1841,1877,1330,765,118,4,0,6610,491,290,762,741,465,377,130,14,0,3275,23,34,187,113,62,50,16,4,0,492,13,20,51,44,26,18,3,3,0,177,713,840,2841,2778,1887,1203,266,21,0,10557,45,38,47,46,28,26,3,0,0,240,77,24,54,29,21,24,3,0,0,230,121,63,99,79,54,44,4,0,0,469,834,909,2942,2851,1937,1255,275,21,0,11024,420,151,518,398,297,431,799,428,130,3577,31,39,104,85,58,47,31,19,10,427,1287,1097,3567,3336,2298,1732,1107,463,141,15023
POA6123,38,52,149,95,96,65,5,0,0,510,29,17,47,37,26,40,57,31,7,280,0,3,13,3,10,8,4,0,0,40,71,68,211,132,130,119,67,31,11,830,24,71,199,125,124,72,15,0,0,628,28,38,76,66,53,50,16,0,0,328,0,8,25,16,17,8,0,0,0,71,0,5,8,0,0,0,0,0,0,13,56,113,304,205,189,133,30,0,0,1034,0,4,11,3,9,8,0,0,0,34,11,5,0,4,0,4,3,0,0,23,8,9,6,7,6,7,7,0,0,56,69,126,309,206,204,140,36,0,0,1096,54,17,53,37,30,70,112,46,16,442,5,3,23,8,16,15,6,7,0,85,126,143,390,255,246,229,157,52,21,1619
