POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6326,10,8,18,18,30,27,12,5,0,122,7,0,9,5,4,9,16,5,0,60,5,0,8,3,4,8,0,0,0,21,18,10,31,24,32,49,32,9,0,207,3,6,24,29,26,35,28,5,0,161,7,9,8,10,15,19,15,0,0,87,3,0,0,3,5,6,0,0,0,18,0,0,0,0,0,5,0,0,0,4,10,17,33,42,49,59,45,6,0,268,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,34,42,50,63,45,6,0,268,7,0,10,3,14,20,30,14,5,101,5,0,8,4,0,9,3,3,0,36,29,24,52,46,65,88,80,24,8,407
POA6327,5,0,8,7,9,12,9,3,0,52,0,0,4,4,4,4,6,0,0,25,0,0,3,3,0,0,0,0,0,9,5,0,17,17,14,17,16,3,4,86,0,4,8,8,20,14,6,4,0,63,0,0,0,11,14,4,12,9,0,41,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,5,14,21,35,17,16,10,0,117,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,5,5,14,23,36,18,15,10,0,125,0,3,4,6,0,6,17,6,3,48,3,0,4,5,7,9,0,5,3,31,6,7,26,32,47,31,33,13,5,202
POA6328,0,4,24,21,14,25,5,0,0,99,3,5,6,0,5,6,7,5,0,46,0,0,7,0,3,0,0,0,0,16,3,11,33,23,21,36,17,5,0,154,3,13,35,29,13,28,6,0,0,133,0,0,16,12,7,21,9,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,18,45,42,21,54,15,7,0,208,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,6,3,18,46,41,27,54,15,7,0,219,12,4,10,3,6,9,20,17,0,79,0,0,13,6,8,4,9,6,0,40,19,25,69,50,40,71,40,21,0,341
POA6330,708,620,1426,1705,2031,1777,471,61,5,8808,397,152,450,368,404,857,1747,1346,584,6306,57,43,105,100,107,114,94,99,69,786,1162,820,1984,2171,2545,2748,2314,1503,655,15904,351,736,1752,1847,2392,1822,397,42,3,9329,884,425,893,1194,1184,1359,603,93,14,6657,30,46,171,117,140,206,60,16,4,794,31,36,53,42,59,38,16,10,0,276,1295,1244,2869,3195,3778,3428,1078,154,18,17064,44,49,78,47,53,56,10,0,0,331,111,29,57,33,37,59,22,0,0,360,155,78,136,83,96,110,29,0,0,694,1447,1326,2999,3278,3871,3538,1106,162,21,17753,849,295,810,648,690,1414,3197,2416,1010,11323,116,96,242,203,236,237,208,164,105,1620,2420,1714,4055,4130,4800,5188,4512,2741,1139,30698
POA6333,78,37,172,305,339,311,100,14,0,1361,98,10,43,60,54,183,362,214,75,1104,18,9,30,41,47,35,45,24,11,274,194,64,251,402,445,532,510,254,89,2736,25,52,155,284,319,276,77,15,0,1204,116,20,116,231,251,289,132,34,4,1201,13,3,28,23,35,38,4,4,0,148,5,0,7,10,7,10,10,3,0,56,163,78,310,540,605,617,235,55,5,2611,4,7,11,6,12,17,0,0,0,56,15,0,3,13,9,12,6,0,0,47,17,7,15,17,16,23,5,0,0,99,181,87,321,559,626,642,241,55,5,2707,188,13,52,96,104,302,677,432,133,1992,40,20,60,74,89,80,88,55,22,528,405,118,435,727,823,1025,1002,538,160,5230
POA6335,4,11,47,28,23,26,11,0,0,158,12,6,15,15,15,19,17,9,7,106,4,3,6,9,0,4,3,0,0,20,14,19,65,50,36,49,36,8,7,283,4,21,48,49,41,36,28,0,0,238,0,3,25,20,15,21,14,3,0,105,0,0,3,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,7,9,29,85,67,58,64,43,5,0,361,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,6,6,0,0,5,0,0,5,3,0,0,6,0,0,19,14,29,88,71,61,63,49,5,0,375,15,6,18,17,18,34,34,12,8,167,3,3,5,11,6,9,12,3,0,53,31,37,115,105,81,109,90,25,12,593
POA6336,0,4,19,12,17,17,9,0,0,74,0,3,3,4,4,9,4,0,0,22,0,0,0,4,4,0,0,0,0,13,6,9,20,19,21,25,13,0,0,107,6,8,26,22,28,22,8,0,0,111,5,3,10,7,5,11,3,0,0,50,0,0,3,0,0,4,0,0,0,9,0,0,0,5,0,0,0,0,0,4,5,10,39,32,32,30,24,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,43,32,32,30,24,0,0,184,0,3,5,4,7,18,10,5,0,43,0,4,3,3,9,9,5,0,0,27,9,19,51,38,48,54,35,7,0,254
POA6337,0,10,26,28,22,27,4,0,0,113,0,0,8,5,7,0,8,4,0,38,4,0,8,5,7,0,0,0,0,28,4,18,43,39,31,31,16,3,0,180,4,20,33,53,41,40,9,0,0,201,0,4,7,16,6,21,3,3,0,66,0,0,3,0,0,8,0,0,0,12,0,0,0,0,0,0,3,0,0,3,3,28,51,71,52,67,16,3,0,281,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,7,0,0,0,12,3,28,48,71,52,69,16,3,0,290,3,0,8,9,10,7,12,9,0,60,5,0,7,11,9,7,4,0,0,52,12,28,78,87,72,81,38,8,0,405
POA6338,4,6,37,40,44,34,19,0,0,182,0,0,13,3,3,17,36,13,3,88,0,0,0,3,3,4,3,0,0,16,4,13,44,45,52,50,55,15,3,280,4,17,52,51,51,40,23,0,0,237,4,7,14,22,29,33,15,0,0,117,0,0,3,0,3,9,9,0,0,18,0,0,0,0,0,0,0,0,0,3,7,21,63,82,85,75,44,0,0,378,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,7,21,68,78,85,77,46,0,0,381,5,5,13,3,6,31,78,34,9,180,0,0,0,3,6,5,7,0,0,20,19,27,79,88,94,116,124,40,4,585
POA6341,0,10,16,16,15,8,3,0,0,64,0,0,5,3,0,0,11,4,0,25,0,0,0,0,0,0,0,0,0,4,0,8,16,18,22,5,12,4,0,89,0,9,15,24,23,15,4,0,0,101,3,0,7,8,11,0,6,0,0,37,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,25,34,33,20,6,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,27,34,33,20,6,0,0,144,7,0,5,3,5,0,20,6,0,44,0,3,0,4,0,0,4,0,0,14,11,17,33,39,36,26,28,6,0,195
POA6343,0,0,14,18,10,7,9,0,0,57,0,0,0,4,0,0,0,0,0,9,0,0,4,4,5,0,4,0,0,15,0,0,18,22,14,12,9,4,0,79,0,4,22,22,21,11,9,8,0,89,0,0,4,8,4,8,6,0,0,22,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,4,23,28,30,18,12,8,0,120,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,4,26,29,27,18,12,8,0,123,3,0,0,4,6,0,0,5,0,20,0,0,6,11,8,3,3,0,0,31,3,3,34,40,43,26,18,13,0,173
POA6346,3,22,63,35,49,33,13,0,0,223,9,4,8,6,3,16,23,4,6,86,0,3,8,8,8,8,0,0,0,39,13,35,79,42,62,56,34,7,10,342,14,56,167,115,169,117,26,6,0,673,7,6,26,25,20,24,12,6,0,125,0,7,18,6,6,9,5,0,0,51,0,4,7,5,0,5,0,0,0,19,18,69,216,152,193,153,45,9,6,860,0,3,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,4,7,0,0,0,0,0,14,18,73,220,158,193,157,45,9,6,879,14,9,17,5,7,19,40,16,11,140,6,19,42,36,52,33,7,4,0,197,33,104,278,203,255,209,93,26,15,1215
POA6348,5,15,47,48,41,46,5,0,0,206,0,0,18,14,18,24,51,43,6,182,0,0,6,0,9,3,9,5,0,36,10,14,72,64,60,78,62,52,11,424,3,11,67,60,70,61,12,0,0,286,4,5,30,25,21,35,6,3,0,135,0,0,6,11,7,9,0,0,0,38,0,3,5,0,3,5,3,0,0,9,8,22,103,102,99,109,23,3,0,477,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,12,14,19,105,102,103,112,23,3,0,488,6,0,24,17,31,45,107,76,15,326,4,4,20,7,14,17,9,10,0,80,17,30,147,128,150,172,142,87,16,896
POA6350,0,4,13,4,21,14,3,0,0,64,0,0,3,4,0,9,14,8,0,42,0,0,0,3,4,3,5,4,0,19,6,4,18,14,26,24,23,14,0,131,3,7,21,10,17,18,5,0,0,78,5,3,5,5,15,10,3,3,0,48,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,11,24,24,31,37,13,3,0,138,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,11,24,26,34,37,10,0,0,144,0,0,4,5,3,5,30,26,6,77,5,0,4,5,13,3,10,5,0,48,10,10,33,30,49,51,51,34,6,265
POA6351,0,0,0,6,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,16,0,3,5,4,4,7,0,0,0,25,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,7,0,0,0,30,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,10,7,10,9,0,0,42
POA6352,0,0,7,12,3,9,4,0,0,34,0,0,0,3,0,0,4,0,0,11,0,0,0,5,3,3,0,0,0,15,0,3,8,16,8,11,13,0,0,56,0,3,14,7,10,10,6,0,0,52,0,0,3,9,6,4,0,0,0,22,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,18,15,15,3,0,0,74,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,19,22,15,15,10,0,0,80,4,0,0,4,0,0,7,3,0,17,0,3,13,11,15,17,3,0,0,60,3,0,24,33,27,30,19,7,0,154
POA6353,8,15,30,44,35,40,14,10,0,190,3,7,9,10,3,9,18,17,10,71,0,0,3,3,0,8,0,0,0,19,13,22,46,58,40,50,34,23,10,285,9,30,60,57,74,68,17,12,0,337,5,7,18,23,11,14,20,5,0,106,0,0,0,5,4,5,0,3,0,18,0,0,0,0,0,0,0,0,0,5,20,40,85,84,92,88,41,16,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,86,84,92,88,41,16,0,467,6,7,9,10,3,8,29,22,8,107,0,5,3,8,6,18,6,5,0,50,28,46,101,97,102,115,72,47,9,615
POA6355,0,3,20,24,21,24,9,4,0,110,0,0,4,3,8,9,6,3,0,33,0,0,4,3,3,0,0,0,0,12,0,9,28,29,29,31,16,4,0,149,0,0,26,41,46,49,20,3,0,192,0,8,5,18,15,8,6,0,0,68,0,0,4,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,37,59,58,60,32,8,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,5,37,62,58,60,32,8,0,274,0,4,4,3,8,10,12,6,0,51,0,3,3,5,8,7,6,0,0,31,9,13,50,70,71,75,52,13,0,348
POA6356,0,0,6,5,9,9,0,0,0,26,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,9,6,0,0,28,0,0,4,21,20,13,6,0,0,56,0,0,6,0,5,4,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,22,21,19,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,22,21,19,3,0,0,78,3,0,0,0,0,0,6,0,0,12,0,0,0,4,3,0,0,0,0,7,6,4,10,23,23,19,11,0,0,98
POA6357,0,0,0,4,7,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,3,4,4,4,0,0,26,0,0,4,8,10,0,4,0,0,22,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,6,12,3,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,12,3,7,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,10,0,5,7,8,15,3,10,0,0,49
POA6358,0,0,3,4,6,3,0,0,0,23,0,0,0,0,0,0,0,4,0,4,5,0,0,4,0,0,0,0,0,9,5,0,3,5,8,3,3,6,0,36,4,0,3,8,14,7,4,0,0,38,0,0,4,4,3,0,3,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,6,8,6,18,7,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,18,7,4,0,0,57,0,0,0,0,0,0,0,4,0,8,5,0,0,4,0,0,3,0,0,11,7,4,8,10,18,13,9,6,5,76
POA6359,0,10,18,26,24,24,15,5,0,122,0,0,0,0,3,8,12,6,4,39,0,0,4,3,5,3,0,0,0,20,0,14,23,32,25,41,31,10,3,184,13,30,88,70,76,62,17,9,4,365,0,0,13,16,8,9,8,6,0,70,0,0,0,7,6,14,0,0,0,35,0,0,0,0,3,0,4,0,4,11,13,37,103,101,90,86,28,12,5,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,40,103,101,90,87,28,12,5,478,0,4,0,3,7,14,29,11,3,81,0,10,7,14,10,17,7,0,3,65,15,48,113,117,112,115,65,25,12,623
POA6361,0,4,0,3,6,5,0,0,0,20,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,4,0,0,0,7,0,3,0,7,9,8,0,0,0,33,0,6,4,7,9,5,4,0,0,30,0,0,0,6,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,9,5,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,9,5,3,0,0,41,0,0,0,0,0,4,3,6,0,14,0,5,3,0,3,3,5,0,0,18,0,13,5,13,14,16,6,6,0,77
POA6363,0,0,4,3,13,5,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,3,11,5,0,0,0,35,0,0,3,8,7,5,6,0,0,35,0,0,5,3,5,3,0,0,0,15,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,7,3,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,7,3,5,0,57,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,4,3,10,11,19,7,3,8,0,66
POA6365,3,0,14,29,26,29,10,5,0,110,4,0,9,5,3,10,17,9,0,48,0,0,4,4,0,3,5,0,0,19,4,0,30,34,25,39,23,13,0,177,3,9,27,38,36,38,11,3,0,163,3,0,7,18,20,18,4,10,0,81,0,0,4,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,8,39,59,57,60,20,8,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,39,59,57,61,20,8,0,262,0,0,8,3,7,9,34,17,5,91,0,0,6,5,5,11,0,0,0,40,9,16,54,71,66,78,59,28,9,389
POA6367,3,0,9,5,20,23,8,0,0,74,0,0,0,9,7,11,18,7,4,51,0,0,0,0,0,0,0,0,0,11,8,4,12,18,23,32,26,6,7,137,5,3,14,12,27,34,8,3,0,112,4,3,8,8,9,14,10,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,22,17,38,48,27,3,0,173,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,11,8,6,21,23,42,52,27,3,0,181,3,0,5,9,7,14,28,5,9,78,0,0,3,3,0,5,0,4,3,23,14,12,34,30,48,70,52,21,9,285
POA6368,0,0,10,4,5,4,0,0,0,22,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,5,0,0,10,6,5,4,3,4,0,29,0,5,10,6,4,11,4,0,0,35,0,0,4,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,16,15,6,11,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,15,6,11,4,0,0,49,0,0,0,0,0,0,3,0,0,12,0,4,0,0,0,0,4,0,0,6,0,3,14,18,6,11,11,4,0,65
POA6369,5,3,27,21,30,30,9,7,0,128,4,0,3,3,10,8,15,18,14,79,0,0,4,3,11,6,4,3,6,36,7,7,35,26,44,44,29,27,20,244,7,16,44,33,49,37,14,9,0,202,0,0,11,11,11,23,13,0,0,80,0,0,0,0,0,3,0,0,0,6,0,0,0,0,7,0,0,0,0,7,6,15,57,37,64,64,26,7,0,291,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,6,12,57,46,71,69,26,7,0,301,4,0,6,6,9,10,28,36,29,128,4,8,15,12,22,13,14,9,11,93,17,21,77,59,94,94,71,53,34,520
POA6370,5,7,15,18,15,23,5,3,0,90,0,0,7,0,3,5,14,14,5,48,0,0,3,5,4,11,0,5,4,27,5,7,25,23,23,39,17,20,5,164,0,8,20,14,21,37,10,5,0,108,3,3,3,20,13,12,5,0,0,60,0,0,6,0,0,5,0,0,0,13,0,0,3,0,0,0,0,6,0,13,4,5,36,35,33,56,17,10,0,198,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,9,6,12,39,35,33,56,22,10,0,209,3,0,11,0,3,8,23,25,6,76,0,0,5,3,7,18,8,4,4,55,13,14,54,38,45,78,45,37,12,337
POA6372,3,0,0,9,0,3,0,0,0,22,0,0,0,0,0,0,6,3,0,17,0,0,0,0,0,0,4,0,0,4,3,0,3,7,4,7,9,9,0,41,0,0,0,5,7,5,0,0,0,27,3,0,0,3,3,7,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,12,15,3,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,15,12,15,3,3,0,51,0,0,0,0,0,0,10,3,7,28,0,0,3,0,6,8,7,0,0,21,6,0,7,15,18,21,24,9,7,103
POA6373,0,6,3,5,7,4,0,0,0,25,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,4,4,0,0,28,0,3,4,5,10,9,3,0,0,39,0,0,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,7,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,7,4,0,0,53,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,9,11,17,7,10,0,0,63
POA6375,8,9,43,42,33,40,26,3,0,201,0,3,9,3,7,16,35,32,14,115,0,0,4,0,0,4,4,3,5,31,8,13,50,48,39,56,66,35,21,342,11,24,56,47,51,54,34,0,0,293,3,6,23,30,19,24,15,5,0,127,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,7,20,32,83,85,75,81,55,3,3,432,0,0,0,5,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,0,0,0,12,20,35,81,88,79,83,57,3,3,447,6,0,9,8,3,23,71,50,30,207,4,0,4,7,6,3,13,3,3,47,26,36,92,100,95,112,138,63,38,702
POA6383,4,0,26,22,28,36,9,0,0,123,9,0,14,6,12,26,49,31,18,168,0,5,19,11,22,23,18,9,4,107,11,6,55,41,56,85,79,42,22,399,8,6,34,35,37,43,16,5,0,181,5,4,9,9,13,24,13,9,0,84,0,0,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,6,6,50,42,50,76,27,9,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,53,44,55,81,33,9,0,285,12,0,12,15,12,39,92,57,29,273,8,9,25,20,44,38,47,13,6,207,25,16,93,80,110,152,170,87,40,765
POA6384,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,14
POA6385,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
