SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50502108422,63,0,824,0,0,0.5,824,1
50502108423,40,2167,656,375,2134,0.7,1541,2.6
50502108424,44,1975,683,365,2022,0.7,1339,2.3
50502108425,40,1817,780,373,1701,0.7,1441,2.3
50502108426,40,1950,729,350,2214,0.8,1662,2.7
50502108427,40,2167,735,400,2359,0.7,2044,2.6
50502108428,36,2000,945,355,2441,0.8,2088,2.7
50502108429,64,1800,729,330,1875,0.6,1268,2.2
50502108430,47,1809,592,350,1958,0.7,1302,2.4
50502108431,43,2167,769,375,2131,0.7,1800,2.5
50502108432,47,1767,791,370,2299,0.7,2053,2.6
50502108433,39,1910,955,370,2202,0.7,1737,2.3
50502108434,36,1500,692,285,1802,0.8,1013,1.8
50502108435,40,1629,665,280,1718,0.7,1031,1.9
50502108436,37,1603,875,310,1930,0.7,1256,1.9
50502108437,36,1668,961,323,2100,0.7,1591,2
50502108501,37,1556,447,200,1288,0.9,1016,2.9
50502108502,29,1582,483,300,1336,1,1307,3.6
50502108503,32,1409,684,320,1418,0.8,1299,2.5
50502108504,33,1600,640,300,1460,0.8,1338,2.4
50502108505,31,1668,722,330,1666,0.8,1427,2.5
50502108506,32,1396,739,325,1452,0.9,1393,2.7
50502108507,32,1462,751,313,1512,0.9,1364,2.7
50502108508,30,1365,618,320,1413,0.8,1310,2.5
50502108509,34,1500,484,275,1397,0.9,1166,3.2
50502108510,38,1435,502,200,1392,0.9,1196,2.7
50502108511,33,1500,443,290,1318,0.9,1228,3.2
50502108512,40,1375,435,320,1086,0.8,1011,2.9
50502108513,36,1300,612,300,1260,0.8,1096,2.4
50502108514,35,1517,582,255,1273,0.9,1144,2.5
50502108515,37,1300,584,211,1375,0.8,926,2
50502108516,32,1394,661,320,1468,0.8,1350,2.5
50502108517,31,1447,630,300,1375,0.8,1137,2.4
50502108518,36,1509,684,315,1364,0.7,1217,2.2
50502108519,30,1517,842,320,1712,0.8,1465,2.4
50502108520,31,1512,786,320,1533,0.8,1396,2.5
50502108521,30,1408,677,320,1368,0.8,1245,2.4
50502108522,40,1300,614,300,1613,0.7,1239,2.1
50502108523,34,1408,633,285,1302,0.8,1006,2.2
50502108524,30,1498,814,320,1676,0.8,1367,2.4
50502108525,38,1496,707,340,1718,0.7,1375,2.3
50502108526,34,1500,738,300,1545,0.8,1276,2.2
50502108527,33,1430,751,320,1738,0.8,1442,2.4
50502108528,33,1510,738,318,1769,0.8,1309,2.5
50502108529,32,1560,750,315,1609,0.8,1370,2.2
50502108530,31,1582,789,323,1674,0.8,1414,2.4
50502108531,37,1300,442,270,1523,1,1273,3
50502108532,37,1560,529,300,1696,0.9,1597,3
50502108533,0,0,0,0,0,0,0,0
50502108534,0,0,0,0,0,0,0,0
50502108535,36,1517,482,300,1281,0.9,1183,3
50502108536,43,1333,489,200,1410,0.9,1218,2.6
50502108537,35,1500,478,320,1586,0.9,1413,3.3
50502108538,0,0,0,0,0,0,0,0
50502108539,31,1500,552,305,1587,1,1692,3.7
50502108540,33,1300,504,300,1412,0.9,1364,3.2
50502108541,28,1342,518,278,1318,0.9,1281,3.5
50502108542,39,1300,424,265,1199,0.9,1009,2.9
50502108543,35,1509,516,320,1597,0.9,1268,3.1
50502108544,31,1517,496,350,1442,0.9,1442,3.3
50502108701,56,0,0,0,0,0,0,0
50502108801,37,2167,1005,301,3014,0.8,1812,2.1
50502108802,53,850,574,365,966,0.6,924,1.8
50502108803,35,1880,1286,400,2882,0.6,1964,2.1
50502108804,37,2500,1012,202,2849,0.7,2100,2.2
50502108805,34,2167,1196,370,2965,0.8,2534,2.4
50502108806,39,3033,1021,120,4083,0.9,3416,2.9
50502108807,39,2600,1275,450,3416,0.8,2687,2.7
50502108808,36,2200,1080,376,2853,0.8,1895,2.2
50502108809,35,2004,1125,370,2785,0.8,2083,2.3
50502108810,35,2300,1351,430,2859,0.8,2378,2.3
50502108811,34,2167,1289,490,2852,0.7,2340,2.4
50502108812,35,2300,1125,250,3277,0.8,2405,2.4
50502108813,33,2044,1262,392,2812,0.8,2183,2.3
50502108814,34,2277,1176,360,2763,0.9,2176,2.4
50502108815,37,2350,1106,400,2625,0.8,1980,2.4
50502108816,37,3022,1195,430,3303,0.8,2866,2.8
50502108817,40,2284,1193,450,3299,0.8,2714,2.6
50502108818,36,1950,897,300,2370,0.8,1567,2.1
50502108819,35,1950,1020,380,2577,0.8,1857,2.1
50502108820,36,2000,938,365,2328,0.7,1592,2
50502108821,34,2000,1316,433,2940,0.7,2150,2.1
50502108822,36,1700,1120,430,2407,0.7,1881,2.1
50502108823,35,1716,916,400,2125,0.7,1487,2
50502108824,40,1731,952,410,2412,0.7,1803,2.1
50502108825,33,2000,1300,425,2553,0.7,2097,2.1
50502108826,34,2065,1316,420,3024,0.7,2250,2.1
50502108827,48,2000,1146,375,2562,0.7,2139,2.2
50502108828,35,1900,1069,405,2594,0.7,1721,2.1
50502108829,36,1945,930,400,2250,0.7,1672,2
50502108830,36,1907,1246,450,2764,0.7,2323,2.3
50502108831,37,1950,940,400,2148,0.7,1617,2.1
50502108832,51,1712,946,400,2136,0.7,1800,2.1
50502108833,42,3033,976,630,3892,0.8,3277,3.2
50502108834,41,2135,819,350,2819,0.7,1656,2.1
50502108835,44,2600,1245,600,3611,0.7,3096,2.9
50502108901,42,2489,1089,460,2916,0.7,2297,2.4
50502108903,37,2455,736,370,2799,0.8,2107,2.5
50502108904,0,0,0,0,0,0,0,0
50502108905,42,2200,773,400,2399,0.8,1764,2.3
50502108906,41,2226,964,418,2452,0.7,2079,2.3
50502108907,37,2700,1110,550,3075,0.8,2716,2.7
50502108909,39,2500,1055,500,2714,0.7,2296,2.6
50502108910,21,10,408,308,780,0.8,539,1.2
50502108911,41,2800,992,455,3125,0.8,2607,2.9
50502108912,37,2316,1032,520,3021,0.9,2827,3.1
50502108913,54,2292,620,230,2432,0.8,1763,2.5
50502108914,41,3000,1016,540,3536,0.8,3062,3
50502108915,47,3500,1333,250,4249,0.7,3949,2.9
50502108916,42,2333,964,450,3343,0.8,2916,3
50502108917,40,3000,1005,555,2961,0.8,2791,2.9
50502108918,41,2167,956,395,3365,0.7,2799,2.8
50502108919,35,2750,1174,363,2687,0.8,2083,2.4
50502108920,35,2167,987,385,2399,0.9,2270,3
50502108921,38,2819,1138,400,3234,0.8,2660,2.7
50502108923,40,2638,1294,520,3133,0.8,2825,2.8
50502108924,40,2496,1199,428,2888,0.8,2528,2.6
50502108925,45,2513,985,675,3272,0.8,3091,3
50502108926,38,2818,1269,650,3619,0.8,3538,3.3
50502108927,55,2427,678,380,2562,0.7,1545,2.2
50502108928,0,0,0,0,0,0,0,0
50502108929,57,2335,812,560,2366,0.8,1479,2.4
50502108930,44,2750,1171,550,3303,0.7,3125,3
50502108931,47,2167,875,450,2874,0.7,2200,2.6
50502108932,39,2415,1130,520,3327,0.8,3125,3
50502108933,41,2500,915,478,2963,0.8,2470,2.9
50502108934,49,2167,759,490,2666,0.6,1416,2.5
50502108935,38,2200,1033,380,2750,0.8,2367,2.7
50502108937,0,0,0,0,0,0,0,0
50502108938,39,2320,1163,470,3236,0.8,2922,2.9
50502108939,40,2340,949,400,2550,0.7,2225,2.8
50502108940,45,2446,1052,450,2963,0.7,2416,2.7
50502108941,42,2297,988,480,2660,0.8,2428,2.9
50502108942,45,2400,1013,700,3031,0.7,2884,3
50502108943,42,2513,1016,635,2818,0.7,2681,3
50502108944,44,2817,1055,525,3333,0.7,3146,3
50502108945,41,2238,1019,630,2431,0.7,2408,2.9
50502108947,46,2152,1008,290,3333,0.8,3083,3
50502108948,43,2132,931,565,2772,0.8,2457,3
50502108949,42,2625,1011,515,3229,0.7,2957,3
50502108950,42,2200,987,557,2866,0.7,2531,2.9
50502108951,39,2600,949,735,3432,0.8,3329,3.2
50502108952,41,2450,905,560,3150,0.8,3020,3.1
50502108953,47,2523,788,600,3285,0.7,1958,2.6
50502108954,39,3033,1190,552,2863,0.8,2824,2.8
50502108955,45,2679,900,650,2785,1,1680,2.5
50502108956,36,2817,1302,580,3225,0.8,3025,2.9
50502108957,38,2400,1042,500,2840,0.8,2596,2.7
50502108958,74,2201,711,445,1924,0.8,1382,1.9
50502108959,51,2200,917,490,2899,0.6,1625,2.1
50502108960,43,2950,884,300,3111,0.7,2750,3
50502109002,34,1600,833,350,1910,0.8,1474,2.4
50502109003,46,1610,543,300,1825,0.7,1333,2.5
50502109004,34,1518,831,335,1827,0.7,1441,2
50502109005,34,1636,938,340,2040,0.8,1648,2.3
50502109006,35,1599,889,370,2117,0.7,1692,2.3
50502109007,35,1517,984,350,2157,0.7,1695,2.1
50502109008,39,1517,797,340,1778,0.7,1392,2.2
50502109009,36,1754,819,340,2008,0.7,1520,2.1
50502109010,33,1677,730,335,1738,0.8,1538,2.4
50502109011,35,1647,520,170,1192,0.9,789,2.2
50502109012,36,1419,552,280,1302,0.9,1115,2.4
50502109013,33,1600,811,330,1720,0.8,1432,2.4
50502109014,33,1600,866,350,1865,0.7,1533,2.2
50502109016,33,1500,743,345,1588,0.8,1459,2.5
50502109017,36,1538,824,330,1792,0.8,1510,2.4
50502109019,31,1560,856,350,1592,0.7,1456,2.3
50502109020,34,1574,726,335,1531,0.8,1336,2.4
50502109021,31,1517,782,350,1701,0.9,1412,2.5
50502109022,33,1500,792,345,1619,0.8,1460,2.3
50502109023,34,1500,836,320,1656,0.8,1429,2.1
50502109024,33,1545,824,330,1895,0.8,1508,2.3
50502109025,36,1600,706,320,1604,0.7,1202,2.1
50502109027,34,1578,824,340,1958,0.8,1483,2.3
50502109028,32,1600,918,350,1983,0.8,1687,2.3
50502109029,33,1505,759,330,1662,0.8,1369,2.2
50502109030,34,1566,802,345,1716,0.7,1516,2.2
50502109031,31,1733,901,350,1837,0.8,1608,2.3
50502109032,34,1519,728,350,1625,0.8,1456,2.6
50502109033,34,1473,942,350,2106,0.7,1607,2.2
50502109034,32,1554,774,360,1712,0.7,1337,2.2
50502109035,35,1417,893,340,1803,0.8,1625,2.2
50502109036,32,1600,779,350,1735,0.8,1519,2.3
50502109101,30,1658,1166,400,2166,1.1,1638,1.5
50502109201,35,2500,1270,545,2874,0.7,2449,2.4
50502109202,36,2400,1292,490,2640,0.8,2321,2.4
50502109203,35,2300,1284,435,3197,0.7,2388,2.3
50502109204,37,2167,1200,460,2944,0.8,2383,2.3
50502109205,34,2320,1290,475,2750,0.8,2282,2.4
50502109206,34,2167,1378,450,2978,0.8,2284,2.3
50502109207,35,2134,1155,330,2750,0.8,1895,2.2
50502109208,36,2000,1151,380,2729,0.8,1940,1.9
50502109209,33,2000,1347,425,2894,0.8,2368,2
50502109210,44,2876,1158,650,2369,0.8,2195,2
50502109211,43,3085,1318,500,3264,0.8,2439,1.9
50502109212,34,2167,1191,400,2250,0.8,1792,1.8
50502109213,37,2342,1142,445,2888,0.8,2125,2.1
50502109214,38,2167,1120,460,2550,0.7,1721,2.2
50502109215,38,1800,948,400,2774,0.8,1919,1.9
50502109216,34,1896,1209,378,2360,0.9,1901,1.8
50502109217,36,1816,1169,415,2818,0.8,2110,2.3
50502109218,38,2288,1080,430,2636,0.8,2229,2.5
50502109219,36,2264,1209,450,3113,0.8,2579,2.5
50502109220,39,2500,1108,400,2650,0.7,2012,1.9
50502109221,35,1885,1204,330,2535,0.8,1803,2
50502109222,36,1712,1107,340,2607,0.8,1526,1.9
50502109223,35,2000,1130,400,3010,0.8,2023,2.2
50502109224,35,1950,1254,400,2547,0.8,1989,2
50502109225,36,2135,1279,400,2788,0.7,2130,2.2
50502109226,35,2000,1101,350,2833,0.7,2009,2.2
50502109227,39,2167,1346,470,3214,0.6,2250,2
50502109228,36,1934,1340,415,2949,0.7,2092,2.1
50502109229,36,1733,1257,330,2874,0.8,2117,2
50502109230,38,2809,1212,450,4437,0.8,3360,2.9
50502109231,34,1950,1181,415,2520,0.7,1927,2
50502109232,36,2000,1069,380,2488,0.7,1901,2.1
50502109301,32,1733,896,313,1980,0.9,1596,2
50502109302,35,1625,900,300,1930,0.8,1475,1.9
50502109303,45,2428,804,665,2542,0.7,2200,2.7
50502109304,36,2000,1080,475,2625,0.7,1968,2.5
50502109305,46,1825,848,360,2683,0.7,1968,2.5
50502109306,47,2262,720,440,2044,0.7,1652,2.5
50502109307,48,2000,635,350,1974,0.7,1666,2.6
50502109308,40,2600,1025,650,3250,0.7,3139,3
50502109309,33,1538,1044,290,1949,0.9,1536,1.9
50502109310,32,1149,939,255,1676,1,1286,1.7
50502109311,34,1400,988,300,2146,0.9,1730,2.2
50502109312,35,1517,878,250,1875,0.9,1329,1.7
50502109313,33,1384,916,300,1784,0.8,1442,1.9
50502109314,37,1600,940,320,2211,0.8,1720,2.2
50502109315,43,1950,725,320,2125,0.7,1699,2.2
50502109316,40,2798,1010,690,3366,0.8,3214,3.2
50502109317,39,2374,829,350,2369,0.8,2181,2.8
50502109318,41,2167,827,350,2437,0.7,1922,2.6
50502109319,53,1842,484,300,1593,0.7,1237,2.2
50502109320,41,2292,1056,635,3229,0.7,3096,2.9
50502109321,44,2167,807,345,2366,0.7,2010,2.5
50502109322,43,2000,768,400,2107,0.7,1819,2.8
50502109323,51,2400,681,500,2053,0.6,1708,2.6
50502109324,44,2184,704,378,2187,0.7,2019,2.7
50502109325,42,2167,762,450,2187,0.7,1792,2.8
50502109326,52,1921,641,490,2045,0.7,1805,2.7
50502109327,36,2600,1108,495,3250,0.8,3071,3
50502109328,44,2500,966,450,2316,0.7,2238,2.5
50502109329,39,2858,1081,540,3276,0.8,3146,3
50502109330,57,0,350,250,0,0.5,350,1
50502109401,56,3870,971,190,3200,0.7,1520,2.1
50502109402,43,2000,1198,400,2634,0.8,2158,2
50502109403,46,2600,1141,523,3147,0.7,2425,2.4
50502109404,45,2000,1058,415,2473,0.8,2091,2.3
50502109405,41,2650,1097,410,3263,0.8,2356,2.5
50502109406,40,3272,1098,450,3273,0.8,2874,2.7
50502109407,37,2600,863,319,2833,0.8,2360,2.6
50502109408,50,2800,882,480,2727,0.7,1687,2.3
50502109409,42,3167,1233,500,4049,0.8,3521,2.9
50502109410,40,3900,1144,600,3860,0.8,3416,2.9
50502109411,46,3100,1213,693,3856,0.7,3535,2.8
50502109412,43,3000,1012,400,3018,0.7,2250,2.6
50502109413,40,2834,1071,375,3562,0.9,3100,3.1
50502109414,43,2550,1107,465,3299,0.8,2750,2.7
50502109415,40,2600,1028,400,3874,0.8,2708,2.7
50502109416,0,0,0,0,0,0,0,0
50502109417,57,2344,615,121,2035,0.6,764,1.8
50502109418,51,4333,1161,550,2833,0.7,2428,2.5
50502109419,50,2213,1083,400,2805,0.7,1875,2.1
50502109501,32,1228,823,290,1645,0.8,1220,1.9
50502109502,33,1387,887,275,1839,0.8,1262,1.7
50502109503,33,1560,891,278,1837,0.8,1398,1.9
50502109504,36,1733,934,320,1974,0.7,1545,2
50502109505,37,1820,994,350,2208,0.7,1536,1.9
50502109506,38,1625,1051,330,2210,0.7,1547,1.8
50502109507,34,1733,893,280,2029,0.8,1481,2
50502109508,35,1602,972,300,2112,0.8,1610,2
50502109509,37,1647,958,300,2078,0.7,1551,1.9
50502109510,40,1521,933,328,2095,0.7,1396,1.7
50502109511,34,1493,1021,350,2250,0.8,1669,2
50502109512,35,1575,961,370,2237,0.7,1557,1.9
50502109513,37,2000,809,350,2262,0.7,1658,2.5
50502109514,36,1647,1003,340,2131,0.8,1631,2.2
50502109515,35,1975,949,325,2222,0.7,1676,2.1
50502109516,34,1415,1082,320,2308,0.8,1510,1.8
50502109517,36,2264,1028,300,2285,0.8,1611,2.1
50502109518,36,2048,1236,400,2481,0.7,2226,2.3
50502109519,37,1972,1004,323,2305,0.8,1447,1.9
50502109520,37,1540,946,320,2283,0.8,1573,2
50502109521,36,2167,1118,400,2892,0.8,2104,2.4
50502109522,47,1820,845,330,2547,0.7,1580,2
50502109523,38,2000,1003,315,2291,0.7,1531,2
50502109524,35,1795,1081,328,2161,0.7,1720,2
50502109525,37,1642,1149,375,2380,0.7,1812,1.9
50502109526,37,2167,1103,350,2963,0.8,2012,2.3
50502109527,39,2400,1218,360,2860,0.8,2047,2.3
50502109528,39,1950,856,283,2589,0.8,1645,1.9
50502109601,34,2040,1104,420,2595,0.8,2055,2.2
50502109602,72,1486,637,350,1604,0.7,820,1.5
50502109603,42,2704,829,418,3022,0.8,2449,3
50502109604,44,3000,1017,585,4428,0.7,3405,2.9
50502109605,42,3500,1098,830,3727,0.7,3416,3.1
50502109606,43,3000,926,820,2812,0.7,2583,3
50502109607,37,2550,874,300,2294,0.8,1895,2.5
50502109608,34,1600,1017,350,1919,0.9,1641,2
50502109609,42,2909,968,490,3541,0.8,2874,2.9
50502109610,46,2600,900,600,3392,0.8,2583,2.8
50502109611,41,2793,767,375,2650,0.8,1976,2.7
50502109612,40,2958,944,408,3218,0.8,2600,2.9
50502109613,39,2600,1254,510,3270,0.8,2874,2.9
50502109614,40,2900,1338,440,3307,0.8,2821,2.8
50502109615,40,2610,1382,800,4062,0.8,3416,2.9
50502109616,43,3000,988,490,3160,0.7,2328,2.6
50502109617,40,2785,1137,563,3568,0.8,3175,2.9
50502109618,41,2620,1056,485,3115,0.8,2517,2.8
50502109619,40,3000,1256,600,3716,0.8,3422,2.8
50502109620,41,3000,1111,435,3399,0.8,2568,2.6
50502109621,43,2450,1051,405,2840,0.7,2152,2.5
50502109622,16,3200,134,730,3166,0.8,2583,2.9
50502109623,55,3250,641,550,3096,0.7,2363,2.9
50502109624,43,3300,993,763,3511,0.7,3067,2.9
50502109625,44,2749,972,700,3750,0.7,3115,2.9
50502109626,48,2800,1279,740,4035,0.7,3055,2.7
50502109627,0,0,0,0,0,0,0,0
50502109628,47,2600,907,483,2843,0.7,2327,2.7
50502109629,41,2838,1073,380,3200,0.8,2017,2.4
50502109630,44,2134,855,345,2636,0.8,2119,2.5
50502109631,40,3000,1076,600,3971,0.8,3611,3.3
50502109701,42,2500,886,340,2594,0.7,1968,2.4
50502109702,42,2383,877,345,2750,0.7,2059,2.3
50502109703,38,1733,934,320,2083,0.8,1580,2.1
50502109704,39,1997,1059,370,2540,0.7,2055,2.2
50502109705,37,2101,975,400,2517,0.7,2158,2.4
50502109706,39,2800,949,350,3134,0.8,2562,2.8
50502109707,41,2080,779,315,2083,0.8,1208,2.2
50502109708,39,2550,856,318,2353,0.8,1857,2.5
50502109709,37,2223,906,370,2299,0.8,1983,2.4
50502109710,41,1300,735,260,1987,0.8,1268,1.7
50502109711,43,1733,989,360,2388,0.7,1625,2
50502109712,37,1733,845,360,1862,0.7,1566,2.2
50502109713,38,1733,1043,320,2353,0.7,1596,1.9
50502109714,41,2000,878,300,2222,0.7,1708,2.1
50502109715,37,1983,1036,384,2725,0.8,2234,2.5
50502109716,41,1914,923,360,2240,0.7,1893,2.1
50502109717,35,1811,1042,300,2579,0.8,1867,2.2
50502109718,37,2234,956,367,2650,0.8,2269,2.6
50502109719,35,2383,906,290,2060,0.8,1545,2.2
50502109720,37,1761,1068,380,2322,0.7,1908,2.2
50502109721,37,1950,987,300,2194,0.7,1583,2
50502109722,37,2000,915,350,2428,0.7,1731,2.2
50502109723,34,1967,895,280,2076,0.8,1506,2.1
50502109724,35,1733,867,340,2017,0.8,1516,2
50502109725,43,2800,1399,450,3916,0.8,3457,2.9
50502109726,80,463,493,194,885,0.8,541,1.1
50502109727,39,2696,1209,330,3750,0.8,2449,2.6
50502109728,82,1200,473,400,1216,0.6,1004,1.6
50502109729,41,2300,1005,340,3100,0.7,2250,2.6
50502109730,43,3000,1129,420,4764,0.8,4543,3
50502109731,41,2560,1204,400,3480,0.8,3365,3
50502109732,43,3017,1241,500,4542,0.8,4041,3
50502109733,46,2418,1153,355,3575,0.8,3016,2.7
50502109734,0,0,0,0,0,0,0,0
50502130101,50,1950,738,465,2374,0.7,2094,2.8
50502130102,50,1700,787,450,2550,0.7,2229,2.8
50502130103,41,1950,654,360,1906,0.8,1589,2.7
50502130104,42,2000,753,320,2528,0.7,2071,2.9
50502130105,42,2950,791,560,3104,0.7,3045,3.2
50502130106,44,1867,767,300,2075,0.7,1778,2.6
50502130107,0,0,0,0,0,0,0,0
50502130108,45,2600,848,525,2694,0.8,2528,3.1
50502130109,41,1600,754,340,2291,0.8,1843,2.8
50502130110,47,2392,779,190,2805,0.7,1458,2.6
50502130111,48,2427,857,130,2750,0.8,2352,2.9
50502130112,45,1950,481,164,1625,0.7,1062,2.6
50502130113,42,1517,541,135,1875,0.9,1124,2.9
50502130114,31,3117,1465,795,3562,0.8,3416,3
50502130115,50,2000,866,435,2225,0.7,1902,2.6
50502130116,39,2167,806,390,2643,0.7,2232,2.8
50502130117,37,2140,808,350,1963,0.7,1710,2.4
50502130118,50,2420,792,450,2299,0.7,2125,2.8
50502130119,53,2167,577,435,2446,0.7,2211,2.9
50502130120,55,1950,838,580,2583,0.7,2356,2.8
50502130121,54,1900,506,130,2042,0.7,1125,2.4
50502130122,50,2383,618,150,1850,0.8,1319,2.7
50502130123,50,2290,548,200,2025,0.7,966,2.2
50502130124,46,2000,733,300,2303,0.7,2055,2.8
50502130125,35,2383,777,330,2227,0.8,1721,2.5
50502130126,37,2167,900,330,2650,0.8,2288,2.6
50502130127,41,2057,866,400,3050,0.7,2272,2.6
50502130128,47,1517,493,254,1778,0.8,977,2.4
50502130129,40,2167,875,350,2440,0.7,2083,2.6
50502130130,43,1950,806,375,2287,0.7,1819,2.6
50502130131,46,2500,916,350,3041,0.8,2963,3.2
50502130132,45,2000,812,350,2545,0.7,1767,2.4
50502130133,45,2167,913,500,2666,0.7,2571,3
50502130201,40,2167,1027,420,2428,0.8,2133,2.5
50502130202,41,1621,720,340,1583,0.7,1329,2.1
50502130203,44,2503,843,375,2809,0.8,2416,2.8
50502130204,43,2238,841,350,2524,0.7,2019,2.6
50502130205,40,2000,763,420,2235,0.7,1812,2.4
50502130206,42,1647,711,300,1520,0.7,1216,1.9
50502130207,44,1867,707,340,1718,0.7,1454,2.2
50502130208,37,1560,841,343,2100,0.7,1422,2.2
50502130209,40,1700,980,350,2233,0.7,1718,2.2
50502130210,41,1888,821,300,1843,0.7,1341,1.9
50502130211,37,1657,796,390,1875,0.7,1463,2.2
50502130212,41,1797,732,350,2068,0.7,1401,2.1
50502130213,42,1865,948,350,2446,0.7,1794,2.3
50502130214,45,2328,943,400,2666,0.7,1812,2.3
50502130215,59,2450,626,321,2349,0.7,866,2
50502130216,37,1928,845,345,1906,0.7,1388,2.1
50502130217,41,1700,780,320,1781,0.7,1366,2.3
50502130218,38,1799,802,300,1807,0.7,1360,2
50502130219,42,1991,667,345,2125,0.7,1625,2.6
50502130220,43,1733,835,345,2014,0.7,1476,2.1
50502130221,39,1633,830,280,1930,0.8,1271,1.9
50502130222,47,2600,958,340,2676,0.7,2356,2.6
50502130223,37,1975,889,365,2220,0.7,1764,2.4
50502130224,42,1629,834,370,2308,0.7,1514,2.1
50502130225,38,1800,847,350,2015,0.7,1533,2.2
50502130226,39,1690,704,350,2088,0.8,1635,2.5
50503109801,40,1733,760,360,1741,0.7,1654,2.7
50503109802,35,1733,728,320,1784,0.7,1715,2.8
50503109803,42,1800,697,420,1942,0.7,1761,2.7
50503109804,44,1508,683,370,1825,0.7,1609,2.5
50503109805,44,1733,704,400,1946,0.7,1713,2.8
50503109806,33,1398,562,268,1325,0.9,1208,2.7
50503109807,33,1300,483,300,1263,0.8,1125,2.7
50503109808,36,1536,546,290,1656,1,1468,3.4
50503109809,33,1374,527,270,1797,0.9,1446,2.9
50503109810,35,1300,459,300,1178,0.9,1077,2.7
50503109811,30,1467,475,300,1201,1,1169,3.1
50503109812,32,1394,425,250,979,0.9,966,2.7
50503109813,46,1335,417,200,966,0.8,927,2.3
50503109814,36,1408,475,300,1395,0.8,1237,3
50503109815,38,1159,498,280,1357,0.8,1283,2.6
50503109816,42,1498,575,269,2125,0.8,1906,3
50503109817,36,1733,646,365,1767,0.8,1819,3.2
50503109818,0,0,0,0,0,0,0,0
50503109819,39,1517,575,228,1553,0.8,1229,2.7
50503109820,38,1723,730,370,2018,0.8,1841,3
50503109821,39,1384,614,350,1511,0.8,1357,2.7
50503109822,34,1863,608,270,1906,0.8,1705,2.9
50503109823,41,1733,678,395,2079,0.8,1988,3.1
50503109824,42,1885,796,360,2117,0.7,1818,2.7
50503109825,40,1868,718,320,2125,0.7,1708,2.8
50503109826,37,1560,850,400,1937,0.7,1937,2.9
50503109827,38,1800,738,410,1924,0.8,1649,3
50503109828,36,1529,784,410,2053,0.8,1897,2.9
50503109829,38,1840,684,363,1912,0.8,1864,3.1
50503109901,77,1842,484,235,1040,0.8,811,1.8
50503109902,31,1920,856,365,2408,0.8,2238,3.1
50503109903,83,470,463,145,911,0.7,639,1.4
50503109904,34,1600,748,378,2200,0.7,1937,3
50503109905,33,1950,702,350,1902,0.8,1712,2.9
50503109906,32,1900,754,350,2421,0.8,2281,3.2
50503109907,36,1800,848,350,2161,0.8,1865,2.9
50503109908,48,0,0,0,0,0,0,0
50503109910,35,1950,703,320,2159,0.8,1971,3
50503109911,34,1464,789,350,1781,0.7,1474,2.7
50503109913,31,1800,785,385,2161,0.8,2069,3.2
50503109915,31,1715,734,350,1988,0.8,1829,3
50503109916,37,1717,714,350,1731,0.7,1517,2.8
50503109917,29,1517,647,330,1702,0.7,1416,2.8
50503109918,30,1517,900,340,1895,0.7,1656,2.8
50503109919,35,1733,785,365,2193,0.7,2054,3
50503109920,32,1625,685,330,1666,0.7,1483,2.9
50503109921,33,1874,655,355,1875,0.8,1773,3.1
50503109923,40,1408,713,333,1658,0.7,1550,2.6
50503109925,32,1800,776,370,2270,0.8,2129,3.1
50503109929,35,1430,632,333,1632,0.7,1416,2.5
50503109930,37,1400,627,250,1625,0.7,1395,2.6
50503109931,34,1500,660,300,1552,0.7,1462,2.7
50503109932,36,1375,582,290,1482,0.8,1284,2.6
50503109933,33,1509,597,318,1737,0.8,1612,2.9
50503109934,82,493,521,275,922,0.6,721,1.5
50503109936,27,1800,873,362,2289,0.9,2250,3.6
50503109937,32,1609,662,320,1375,0.6,1163,2.1
50503109938,35,2121,653,284,2250,0.8,1859,2.9
50503109939,31,1625,664,358,1521,0.8,1471,3.1
50503109940,32,1600,880,305,1687,0.7,1387,2
50503109941,29,1600,785,350,1833,0.8,1708,3
50503109943,32,1773,765,390,2200,0.8,1937,2.9
50503109944,31,1600,820,320,2154,0.8,1492,2.6
50503109945,30,1991,826,398,2234,0.8,2271,3.4
50503109946,32,1690,720,300,1937,0.8,1625,2.6
50503109948,29,1882,836,325,1862,0.7,1531,2.7
50503109949,31,1810,753,350,1978,0.8,1924,3.2
50503109950,36,1500,717,320,1433,0.6,1184,1.8
50503109952,35,1733,737,370,2154,0.8,1963,3.1
50503109953,30,1636,783,350,1773,0.8,1728,3
50503109954,30,1950,762,365,2125,0.8,1937,3
50503109955,29,1800,782,340,2062,0.8,1818,3
50503109956,31,1670,754,340,1653,0.8,1468,2.5
50503109957,29,1825,779,340,1875,0.8,1694,2.8
50503109958,30,1726,784,350,1724,0.7,1513,2.7
