SA2_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
511031280,8,29,35,3,11,18,12,29,43,12,41,56,12,116,133,12,109,117,6,86,93,14,161,178,17,238,257,12,300,313,7,308,318,21,284,302,34,924,956,17,241,255,11,39,42,198,2916,3116
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,23,28,0,8,9,10,38,49,17,64,75,31,123,154,14,76,94,3,63,64,13,87,94,20,97,114,16,82,95,10,98,107,5,64,66,10,252,263,23,111,132,8,47,54,180,1233,1398
511031283,0,5,5,7,0,7,51,13,63,83,3,86,72,29,105,67,18,87,23,15,42,24,28,45,10,44,54,0,47,44,12,53,63,7,36,46,10,123,125,46,41,84,21,16,36,433,471,892
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,9,81,91,7,36,43,49,130,181,66,230,301,62,584,643,67,477,543,43,366,408,25,419,445,44,440,487,12,321,336,21,278,296,5,186,193,12,482,500,46,265,309,14,95,108,482,4390,4884
511041286,9,34,44,8,17,21,29,43,74,49,75,121,25,212,233,37,200,237,22,147,166,31,223,258,27,261,285,15,206,223,18,149,162,11,92,101,23,230,252,36,239,274,13,42,54,353,2170,2505
511041287,0,46,46,4,22,24,14,51,69,13,67,82,25,243,268,26,175,199,21,151,174,38,222,261,29,293,329,29,223,253,19,210,227,14,199,216,25,343,369,36,312,351,6,38,49,299,2595,2917
511041288,5,51,51,5,23,25,11,58,70,17,100,122,14,237,248,21,214,235,18,211,235,28,307,338,27,428,456,27,338,360,24,274,301,14,285,298,14,562,572,29,316,345,0,49,49,254,3453,3705
511041289,3,39,39,0,9,9,3,40,43,8,76,86,5,180,186,7,149,159,9,83,94,3,132,136,4,117,121,6,74,80,0,75,73,3,70,74,0,133,133,15,144,157,3,47,49,69,1368,1439
511041290,4,17,20,10,4,16,28,15,44,27,21,46,12,60,74,19,24,44,11,28,44,16,30,49,11,54,68,10,43,51,6,23,28,0,19,25,4,73,78,22,32,50,31,20,44,211,463,681
511041291,0,33,33,4,7,13,0,37,41,3,55,59,12,159,169,13,119,132,11,86,92,12,99,112,6,130,132,8,98,107,6,79,92,4,38,42,3,153,155,15,103,114,0,37,39,97,1233,1332
511041292,4,44,41,0,12,16,5,47,55,14,111,127,20,244,258,11,191,197,8,146,157,11,176,183,4,161,171,9,150,163,5,110,114,3,92,90,6,189,195,19,166,189,5,50,55,124,1889,2011
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
