IARE_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
IARE507001,594,451,1038,14115,15223,29336,854,735,1591,15562,16411,31970,218,182,403,8672,8468,17139,37,26,64,8925,8676,17599,40,21,62,377,279,651,0,0,0,413,296,715,254,198,458,9046,8747,17795,37,29,62,9335,8977,18311,312,219,531,4920,6292,11207,44,73,113,5268,6585,11854,24,26,53,155,181,335,774,642,1413,957,844,1799,15.2,10,12.9,4.1,3.2,3.7,0,4,1.6,4.4,3.3,3.9,43.3,44.9,44,64.1,57.5,60.7,4.4,3.4,4,60,54.7,57.3,36.8,40.4,38.3,61.4,55.7,58.4,4.4,3.2,3.9,57.4,52.9,55.1,37,47,85,1051,1581,2630,0,3,5,1095,1632,2721,177,134,312,7519,6812,14335,40,19,52,7733,6962,14691,10,4,14,759,548,1304,3,0,5,769,556,1325,0,6,6,338,424,755,0,0,0,338,425,765,0,0,0,193,450,638,0,0,4,194,453,646,8,23,31,1238,2267,3511,8,10,14,1257,2301,3556,23,37,59,1111,1793,2910,4,7,13,1144,1836,2979,101,87,190,4133,2366,6497,23,11
IARE507002,355,329,684,8763,8201,16964,1111,929,2037,10221,9467,19685,149,126,277,5142,4403,9538,35,26,59,5326,4551,9876,36,23,55,250,191,443,4,6,10,290,215,502,187,153,334,5390,4585,9977,36,27,69,5612,4767,10384,148,165,319,3239,3497,6743,36,47,84,3427,3720,7145,21,12,30,127,113,247,1030,856,1884,1181,977,2159,19,15.7,17.5,4.7,4.1,4.4,7.5,14.3,10.3,5.1,4.5,4.9,52.3,46.1,49.3,61.5,55.9,58.8,3.6,3,3.3,54.9,50.4,52.7,42.3,38.9,40.6,58.7,53.6,56.2,3.3,2.6,3,52.1,48.1,50.2,14,27,39,484,1039,1528,0,4,3,504,1067,1566,130,101,226,4582,3300,7873,30,18,48,4742,3409,8153,9,9,17,517,286,808,6,0,4,531,298,829,3,4,3,110,159,271,0,0,0,113,163,277,0,0,0,60,195,255,0,0,0,66,198,257,6,11,21,485,972,1456,3,0,3,495,981,1477,7,15,32,490,868,1356,6,6,10,510,886,1400,55,44,100,2368,1124,3494,18,5
IARE507003,485,501,986,12071,12917,24990,820,739,1559,13376,14159,27536,184,196,374,7273,6949,14223,21,24,41,7482,7166,14644,39,38,79,431,363,795,4,3,3,475,405,877,227,232,459,7699,7318,15016,25,23,50,7951,7569,15524,242,257,496,4230,5436,9668,34,52,90,4511,5748,10258,15,19,34,143,163,305,762,666,1422,915,844,1762,18.1,16.1,17.1,5.6,5,5.3,8.3,8.3,8.3,5.9,5.4,5.7,46.9,45.7,46.3,63.8,56.6,60.1,2.9,3.2,3.1,59.5,53.5,56.4,38.4,38.4,38.4,60.2,53.8,56.9,2.7,3,2.8,55.9,50.6,53.2,13,54,68,612,1364,1981,4,3,7,631,1420,2053,167,137,303,6583,5525,12108,18,16,35,6765,5681,12444,4,4,6,419,291,714,0,0,0,426,297,718,3,7,6,322,320,646,0,0,0,328,330,654,0,9,11,157,341,500,0,0,0,162,346,509,4,29,35,1087,1771,2864,0,9,9,1094,1811,2907,18,17,40,841,1254,2097,4,7,9,861,1278,2139,91,79,172,3589,2222,5806,17,3
IARE507004,239,239,485,14580,16041,30624,1009,826,1837,15832,17118,32951,139,124,266,9337,9239,18571,38,35,76,9519,9396,18915,17,16,35,283,265,556,0,4,5,305,287,592,157,139,296,9623,9508,19133,40,34,82,9824,9686,19509,76,100,176,4808,6359,11172,33,59,90,4914,6515,11430,9,0,14,149,178,325,937,738,1676,1096,922,2011,12,12.1,12,3,2.8,2.9,2.3,5.6,3.8,3.1,3,3,65.6,58.3,61.9,66,59.2,62.5,4.3,4.3,4.3,62,56.6,59.2,57.7,51.2,54.5,64,57.6,60.6,4.2,4.1,4.1,60.1,54.9,57.4,12,23,31,632,1263,1897,0,5,3,641,1293,1931,126,100,221,8614,7884,16499,36,35,74,8781,8012,16794,5,8,13,955,727,1681,11,4,8,971,741,1707,0,8,8,368,412,779,0,0,0,368,419,785,3,7,8,190,518,704,0,0,0,188,524,721,0,16,16,1579,2687,4267,5,4,9,1587,2705,4297,10,13,25,1314,1935,3251,4,6,14,1327,1955,3286,68,49,116,4566,2371,6938,18,18
IARE507005,125,109,235,2885,2547,5429,535,357,892,3538,3013,6555,48,42,90,2033,1516,3548,12,11,21,2100,1568,3670,14,9,20,64,50,119,3,0,6,83,59,146,64,52,116,2102,1568,3668,15,10,30,2179,1629,3810,51,45,97,737,938,1676,16,8,22,801,988,1793,11,13,21,50,38,88,505,340,843,564,393,950,20.3,15.7,18.3,3.2,3.1,3.2,13.3,25,18.5,3.8,3.7,3.7,51.2,46.8,49.1,72.8,61.6,67.5,2.8,3.4,3,61.5,54.1,58.1,40.8,39.4,40.2,70.5,59.6,65.4,2.4,2.5,2.5,59.2,52.1,56,8,8,16,218,351,571,0,0,0,230,359,593,37,35,76,1794,1149,2940,11,8,17,1845,1194,3032,0,0,0,186,87,272,4,0,6,191,81,271,0,0,0,40,32,66,0,0,0,40,32,66,0,3,3,18,58,76,0,0,0,18,58,79,0,0,3,160,316,475,0,0,0,161,324,481,0,7,7,124,215,336,0,0,3,126,225,348,14,17,30,742,319,1056,3,0
IARE507006,254,264,523,10210,10742,20949,652,480,1131,11113,11485,22603,152,133,283,6935,6222,13152,28,19,51,7115,6372,13484,27,22,45,283,285,562,0,0,0,305,306,609,179,153,331,7212,6503,13711,28,27,48,7422,6678,14097,74,113,186,2906,4155,7061,22,34,52,2999,4296,7299,4,0,8,91,87,177,602,421,1024,698,509,1211,14.6,12.7,13.7,3.9,4.4,4.1,0,8.3,3.8,4.1,4.6,4.3,69.5,56.8,63.1,70.6,60.5,65.5,4.3,5,4.6,66.7,58.1,62.4,59.4,49.6,54.4,67.9,57.9,62.8,4.3,4.6,4.4,64,55.5,59.7,4,25,31,492,1158,1649,0,0,5,501,1182,1690,142,101,242,6373,5007,11382,28,18,40,6538,5129,11668,4,8,12,341,294,630,0,0,4,344,297,644,0,0,3,154,189,346,0,0,0,157,189,351,5,3,4,101,262,362,0,0,0,103,258,368,3,15,20,748,1381,2131,0,3,0,748,1404,2154,6,13,22,701,1091,1794,0,0,3,712,1109,1821,71,57,133,3602,2064,5668,5,7
IARE507007,110,149,260,2878,2550,5433,349,306,654,3338,3010,6343,33,56,91,2089,1574,3666,12,12,27,2144,1652,3788,21,8,33,62,37,102,4,0,4,83,48,135,61,66,121,2152,1618,3774,18,12,30,2225,1695,3919,49,78,121,693,909,1607,9,5,16,752,993,1746,7,5,14,28,23,58,322,284,608,361,315,673,38.6,13.8,25.4,2.8,2.5,2.7,13.3,0,6.9,3.8,2.9,3.4,51.4,43.6,46.9,74.7,63.4,69.4,4.3,4.6,4.4,66.6,56.4,61.8,31.5,37.6,35,72.6,61.8,67.5,3.7,4.6,4.1,64.1,54.8,59.7,7,17,23,149,323,477,0,7,5,160,344,500,27,39,62,1912,1228,3143,12,7,19,1943,1278,3224,0,0,0,197,129,331,0,0,0,201,136,332,0,0,0,16,23,43,0,0,0,16,23,43,0,0,0,9,54,65,0,0,0,11,54,65,0,3,7,144,408,551,0,0,3,153,411,563,0,7,7,139,276,412,0,4,6,133,290,424,11,17,30,680,322,1007,3,6
IARE507008,126,139,264,2508,2221,4728,237,234,472,2868,2588,5463,61,41,97,1861,1431,3289,13,12,18,1930,1483,3408,11,17,23,35,34,67,0,0,0,52,46,96,70,54,123,1896,1461,3362,8,12,22,1977,1530,3508,49,65,117,578,727,1313,6,4,6,633,798,1436,10,14,21,30,27,58,224,217,439,260,259,518,16.2,28.1,21.6,1.9,2.2,2,9.1,0,4.5,2.4,3.1,2.7,54.4,41.3,47.5,75.6,65.9,71.1,4.6,4.7,4.7,68.8,59.1,64.2,45.6,29.7,37.3,74.2,64.5,69.6,4.2,4.7,4.5,67.2,57.2,62.5,16,12,23,85,288,381,0,0,0,103,302,406,41,27,65,1742,1122,2860,12,9,17,1792,1154,2946,0,6,6,216,97,318,0,0,0,216,99,316,0,0,0,17,31,52,0,0,0,17,31,52,0,0,0,12,47,60,0,0,0,12,47,60,3,4,3,185,402,596,0,0,0,190,407,596,0,7,4,152,214,360,0,0,0,152,218,370,16,20,35,565,289,860,5,0
IARE507009,815,893,1703,35245,39339,74582,2471,1846,4319,38533,42076,80610,405,363,765,19558,18637,38194,71,45,114,20030,19047,39076,84,70,148,1455,1320,2777,4,10,9,1542,1389,2933,489,431,919,21012,19958,40968,72,45,121,21571,20438,42006,306,441,746,13729,18718,32449,134,168,308,14169,19330,33499,19,19,42,504,664,1167,2265,1630,3893,2790,2311,5102,17.1,15.5,16.4,6.9,6.6,6.8,2.7,12.2,6.6,7.1,6.8,7,59.7,48.4,53.8,59.6,50.7,54.9,3,2.7,2.8,56,48.6,52.1,49.5,40.9,45,55.5,47.4,51.2,2.9,2.3,2.6,52,45.3,48.5,31,64,97,1381,2770,4149,4,4,3,1417,2837,4253,356,292,652,17933,15678,33613,65,28,94,18352,16003,34359,13,10,21,1219,981,2202,0,6,3,1241,990,2228,8,7,14,696,712,1414,4,0,3,701,728,1430,0,8,9,333,841,1172,0,0,0,335,850,1188,15,41,62,2499,4427,6923,5,10,20,2522,4483,7002,33,58,96,2917,4292,7209,12,18,26,2959,4368,7328,208,203,415,11378,6170,17553,61,17
IARE507010,177,193,371,7704,7807,15513,743,703,1439,8623,8704,17329,97,92,192,4707,4270,8981,37,31,71,4847,4391,9237,16,6,23,174,159,336,0,0,0,192,160,355,109,102,213,4889,4425,9312,37,31,72,5039,4555,9596,63,90,155,2700,3253,5949,33,33,68,2792,3380,6171,3,0,3,116,134,253,672,635,1304,788,775,1561,12.5,8,10.4,3.6,3.5,3.6,2.6,0,1.4,3.8,3.6,3.7,63.3,51.5,57.1,63.4,56.7,60,5.3,4.3,4.8,58.4,52.3,55.4,55.4,47.4,51.2,61.1,54.7,57.9,5.1,4.3,4.7,56.2,50.4,53.3,7,21,29,507,816,1324,0,5,5,518,842,1359,86,69,158,4129,3380,7508,34,21,52,4247,3469,7717,3,7,11,600,373,979,0,0,0,605,384,993,3,0,5,197,239,441,0,0,0,199,242,446,0,0,0,92,223,318,0,0,0,92,223,318,4,11,18,725,1152,1879,3,9,13,732,1173,1903,7,12,16,517,874,1389,3,4,3,520,892,1415,36,45,83,2038,1090,3129,19,0
IARE507011,244,236,481,6712,6430,13143,808,580,1390,7766,7246,15008,112,96,203,4391,3772,8161,49,27,74,4545,3895,8442,21,13,33,169,120,289,0,0,4,191,131,330,133,109,245,4557,3890,8446,52,28,84,4741,4032,8767,107,118,222,2083,2467,4552,30,32,68,2226,2618,4841,7,4,13,68,79,147,720,518,1242,798,601,1397,16.5,11.9,14.5,3.7,3.1,3.4,5.8,6.9,6.2,4.1,3.4,3.8,54.1,46.6,50.4,67.9,60.5,64.3,6.4,5,5.8,61.1,55.6,58.4,45.1,41,43.1,65.4,58.6,62.1,6.1,4.7,5.5,58.6,53.7,56.2,15,29,42,316,630,947,3,5,9,331,661,992,93,65,159,4011,3091,7100,41,21,64,4149,3175,7320,10,9,15,470,248,721,4,0,4,479,265,739,0,0,0,73,116,190,0,0,0,73,116,190,0,0,0,38,133,169,0,3,3,38,134,170,0,4,4,385,814,1204,0,4,3,393,819,1213,5,13,19,460,699,1154,8,4,9,473,714,1179,36,24,69,2167,888,3052,28,3
IARE507012,199,190,385,5999,6267,12270,524,442,967,6719,6904,13624,107,95,203,3577,3110,6688,26,19,46,3707,3222,6931,26,13,40,208,194,400,0,0,0,235,211,442,133,104,240,3785,3305,7095,26,20,44,3941,3430,7372,66,75,141,2072,2809,4882,19,29,47,2159,2913,5068,4,5,8,141,158,296,479,396,876,621,558,1176,19.8,12,16.3,5.5,5.9,5.7,0,5,2.3,5.9,6.1,6,65.8,57.1,61.6,63.1,52.7,57.8,4.6,4.5,4.5,58.6,49.7,54.1,52.8,50.3,51.5,59.7,49.6,54.5,4.6,4.3,4.4,55.2,46.7,50.9,10,13,25,203,470,674,0,0,3,216,485,706,92,81,172,3323,2597,5923,25,17,36,3439,2696,6129,0,3,8,222,179,403,0,0,0,224,186,412,0,0,4,62,67,127,0,0,0,60,68,129,0,5,5,33,106,137,0,0,0,34,107,143,4,8,12,247,545,792,0,0,0,253,552,807,8,8,15,328,572,903,6,3,7,339,586,925,40,32,76,1963,1106,3067,7,4
IARE507013,242,264,502,4889,4792,9674,564,513,1072,5691,5564,11253,97,84,186,3208,2774,5979,29,21,53,3336,2886,6217,21,24,52,128,98,230,0,0,3,155,129,280,122,115,236,3340,2876,6215,32,25,53,3495,3010,6496,110,142,254,1454,1803,3255,22,26,50,1592,1970,3562,11,14,20,90,116,206,507,462,969,609,587,1194,19.7,23.2,21.4,4,3.4,3.7,3.3,4.3,3.8,4.5,4.2,4.4,50.6,42.4,46.3,68.3,60,64.2,5.3,4.5,4.9,61.3,54.1,57.8,40.7,32.6,36.4,65.6,57.9,61.8,5.1,4.3,4.8,58.6,51.8,55.2,13,16,26,324,710,1035,0,0,3,335,730,1067,82,71,149,2829,2020,4851,25,19,42,2939,2109,5045,4,4,9,284,140,429,4,0,0,291,144,442,0,0,0,50,74,123,0,0,0,50,74,123,0,0,0,36,112,147,0,0,0,36,112,147,5,11,15,329,626,950,8,0,7,332,638,970,9,4,15,260,429,692,0,4,5,270,439,711,36,27,67,1209,662,1862,16,0
IARE507014,162,187,352,2154,2350,4502,290,254,542,2605,2782,5392,48,49,103,1282,1269,2548,7,3,12,1339,1316,2652,10,22,27,93,56,153,0,0,0,103,79,179,65,67,132,1375,1322,2697,9,3,11,1440,1392,2839,92,112,205,749,988,1737,9,17,26,852,1111,1961,7,4,12,34,38,67,274,236,509,315,280,592,17.7,28.6,23.5,6.7,4.3,5.5,12.5,0,10,7.2,5.5,6.4,38.3,37.2,37.7,63.7,56.4,59.9,2.8,0.8,1.8,55.4,50,52.6,31.5,26.6,28.9,59.5,53.9,56.6,2.4,0.8,1.7,51.4,47.3,49.3,10,13,21,195,324,519,0,0,0,210,333,542,38,34,71,1074,931,2005,3,3,6,1114,969,2082,0,0,0,78,53,134,0,0,0,77,53,131,0,0,0,42,57,92,0,0,0,42,57,92,0,0,0,24,51,75,0,0,0,24,51,75,6,6,6,130,223,359,0,0,0,135,233,364,5,7,11,100,204,306,0,0,0,105,212,317,10,23,34,605,317,924,4,0
IARE507015,570,616,1190,26180,27542,53725,2161,1736,3903,28918,29896,58816,324,313,639,17384,16136,33526,86,71,157,17799,16523,34319,49,44,95,724,660,1383,5,5,12,785,709,1495,375,357,736,18115,16793,34905,89,73,168,18581,17230,35811,191,248,434,7764,10451,18219,69,92,162,8024,10792,18819,12,13,19,301,297,602,2002,1570,3568,2312,1876,4187,13.6,12.5,13.1,4,3.9,4,8.6,5.2,7.1,4.2,4.1,4.2,65.3,58.3,61.7,69.2,61,65,4.3,4.4,4.4,64.3,57.6,60.9,56.4,51,53.6,66.4,58.6,62.4,3.9,4.2,4,61.5,55.3,58.3,24,67,95,1320,2966,4287,6,12,14,1350,3046,4396,288,238,531,15856,12981,28839,75,59,133,16225,13281,29506,17,6,25,1508,1128,2642,8,6,17,1529,1146,2677,4,5,9,572,661,1239,0,3,3,578,673,1246,0,4,4,301,781,1085,0,0,0,305,784,1094,12,36,49,2429,4298,6720,0,20,23,2442,4352,6794,18,44,64,2009,3009,5014,5,10,16,2031,3066,5097,159,126,287,8546,4696,13244,46,25
IARE508001,388,436,819,495,475,974,253,312,567,1135,1224,2362,111,130,243,393,387,778,0,3,7,508,515,1028,21,17,35,3,7,10,0,0,0,26,27,54,137,148,284,397,394,793,0,3,7,535,545,1076,229,269,494,92,78,169,0,5,5,314,347,669,28,24,44,3,4,11,252,309,557,279,331,614,16.3,11.6,13.8,1.3,2.3,1.8,0,0,0,5,4.8,4.9,34.9,33.8,34.3,80.2,82.8,81.5,1.6,1,1.2,47.1,44.4,45.7,29.2,29.9,29.6,79.2,80.9,80,1.6,1,1.2,44.8,42.3,43.5,22,43,67,131,162,289,0,0,0,153,201,358,81,87,169,259,219,475,0,3,7,346,309,648,0,0,0,23,13,38,0,0,0,31,13,37,0,0,0,21,25,46,0,0,0,21,25,48,0,0,0,11,23,33,0,0,0,13,27,38,4,5,14,56,123,180,0,0,0,58,133,191,10,21,22,47,56,99,0,0,0,49,74,125,54,44,98,185,58,236,0,0
IARE508003,348,385,735,31,25,57,10,3,11,387,420,808,51,65,118,23,27,52,0,0,5,80,92,171,23,8,31,0,0,0,0,0,0,23,8,31,70,78,150,23,27,52,0,0,5,97,107,206,276,301,578,0,0,0,0,0,0,280,304,579,0,10,12,3,0,3,7,3,8,13,10,22,27.8,14.5,20.9,0,0,0,0,0,0,20,10.7,15.3,20.7,19.7,20.2,87.1,96.3,91.4,12.5,20,15.4,25.8,24.6,25.2,14.9,16.8,15.9,87.1,96.3,91.4,12.5,20,15.4,20.7,22,21.4,7,16,27,4,7,13,0,0,0,14,22,39,41,45,87,20,18,37,0,0,0,63,65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,5,3,7,0,0,0,5,3,7,0,3,3,7,11,14,0,0,0,7,14,19,0,4,4,0,0,3,0,0,0,6,4,11,31,25,55,8,0,10,0,0
IARE508005,413,441,859,163,170,332,46,49,100,626,659,1283,91,103,195,147,157,302,0,0,0,246,258,498,13,12,24,0,0,0,0,0,0,18,15,27,108,111,222,147,157,307,0,0,0,258,269,528,293,322,616,9,12,20,0,0,0,308,335,640,12,4,18,0,0,0,46,49,98,63,58,119,13,11.6,12.3,0.7,0.6,0.7,0,0,0,5.8,5.2,5.5,25.9,25.4,25.6,93.1,91.8,92.4,0,0,0,41.2,40.5,40.9,22.5,22.4,22.5,92.5,91.2,91.8,0,0,0,38.8,38.4,38.6,18,16,37,32,40,66,0,0,0,49,52,106,61,76,137,115,117,230,0,0,0,184,186,368,0,0,0,4,4,3,0,0,0,3,4,5,0,0,0,3,26,30,0,0,0,3,26,30,0,0,4,8,11,18,0,0,0,5,10,19,0,6,7,25,59,87,0,0,0,21,67,91,0,7,7,11,13,27,0,0,0,11,21,33,35,27,64,37,18,61,0,0
IARE508006,393,258,644,127,110,229,63,48,109,579,409,991,60,48,108,99,92,188,3,0,7,160,141,301,3,3,10,0,0,0,0,0,0,9,4,10,67,51,121,96,97,190,3,0,7,167,145,316,304,190,488,24,16,39,0,0,3,329,204,534,20,13,37,3,0,3,56,43,105,84,57,141,8.8,5.7,7.4,1,1.1,1.1,0,0,0,4.2,2.7,3.5,17.4,20.7,18.7,77,86.9,81.5,3.2,2.2,2.8,28.9,35.9,31.8,15.9,19.5,17.3,76.2,86,80.7,3.2,2.2,2.8,27.7,35,30.7,9,17,28,12,20,35,0,0,0,25,42,63,46,29,80,82,68,151,3,0,7,130,101,237,0,0,0,3,3,4,0,0,0,3,4,8,0,0,0,4,6,8,0,0,0,3,7,10,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,12,37,46,0,0,0,12,40,53,0,0,0,9,14,24,0,0,0,10,18,34,33,19,54,43,15,61,0,0
IARE594994,749,597,1349,2772,2019,4792,731,417,1145,4247,3030,7285,47,33,79,844,681,1526,8,0,8,899,715,1614,25,25,51,201,136,339,0,4,3,227,160,392,74,56,132,1040,820,1859,7,6,17,1125,875,2000,90,94,179,886,870,1758,14,10,24,990,967,1955,583,454,1038,843,337,1180,708,405,1111,2132,1193,3326,38.2,39.6,38.8,19.1,16.7,18.1,11.1,75,30.8,20.3,18.4,19.5,10.2,8.9,9.6,37.6,40.5,38.8,1.2,1,1.1,26.5,28.8,27.5,6.3,5.4,5.9,30.4,33.7,31.8,1.1,0.2,0.8,21.1,23.5,22.1,6,5,6,43,91,134,0,0,0,46,95,142,38,25,63,792,586,1377,8,0,8,839,610,1447,0,6,7,52,27,81,0,0,0,52,30,87,0,3,0,60,87,145,0,0,0,64,90,148,0,0,0,29,50,74,0,0,0,29,49,77,4,3,9,223,333,560,0,0,0,227,340,563,5,4,11,142,182,323,0,0,0,143,190,335,34,15,54,616,268,888,4,3
IARE597997,7,3,9,256,38,294,193,19,218,455,61,516,6,3,11,242,27,267,3,0,3,246,29,277,0,0,0,3,0,3,0,0,0,3,0,3,6,3,11,241,27,269,3,0,3,252,29,277,0,0,0,12,9,19,0,0,0,12,9,18,0,0,0,3,0,3,191,19,214,195,19,220,0,0,0,1.2,0,1.1,0,0,0,1.2,0,1.1,87.5,100,90,94.1,80,92.4,1,0,0.9,54.6,50.8,54.2,87.5,100,90,93,80,91.4,1,0,0.9,53.9,50.8,53.6,0,0,0,4,0,4,0,0,0,4,0,4,6,3,11,237,27,264,3,0,3,244,29,273,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,31,9,37,0,0,0,36,9,39,0,0,3,22,5,28,0,0,0,24,7,35,5,0,5,96,3,101,0,0
