IARE_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
IARE507008,192,206,393,3118,2787,5912,308,302,608,3616,3300,6912,24,12,37,218,182,401,18,26,42,260,220,478,43,56,103,391,388,782,50,38,92,485,486,973,30,30,61,245,204,446,20,22,49,305,257,556,40,56,93,720,719,1438,61,61,126,820,834,1657,44,41,84,934,786,1715,89,94,181,1066,919,1981,7,12,24,619,510,1126,60,56,117,686,582,1268,171,195,369,2859,2550,5411,271,267,536,3307,3015,6317,0,0,0,10,12,22,0,0,0,16,12,22,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,4,0,9,0,4,4,4,0,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,15,6,15,167,122,290,18,24,42,195,153,344,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
IARE507009,1341,1431,2771,42773,46793,89565,2830,2216,5040,46942,50439,97378,169,175,342,2276,2257,4536,120,83,203,2561,2515,5079,357,371,730,5249,5195,10443,238,279,518,5845,5845,11689,254,267,523,4587,4584,9163,270,242,515,5110,5092,10204,297,328,627,8628,9955,18583,804,506,1304,9729,10786,20515,197,220,416,10786,12318,23106,842,555,1400,11828,13095,24924,68,75,141,11245,12486,23727,556,544,1102,11867,13103,24971,1240,1340,2581,39403,44336,83738,1571,1693,3269,42212,47378,89590,3,5,10,120,116,237,7,13,17,135,133,271,0,0,0,28,28,51,0,0,4,28,33,56,0,0,0,38,38,74,3,3,3,41,38,79,0,0,0,5,10,20,0,0,6,15,11,26,0,0,0,11,4,17,0,0,0,12,4,21,51,52,100,977,1083,2064,98,124,223,1124,1255,2383,0,0,0,10,10,19,0,0,0,8,13,27,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0
IARE507010,269,288,557,9256,9244,18500,904,826,1736,10432,10360,20795,26,24,54,435,425,862,46,21,66,503,468,975,63,72,139,1115,1005,2124,118,107,225,1301,1186,2488,61,54,113,874,770,1646,91,84,172,1023,915,1938,43,53,95,1679,1835,3520,180,172,350,1901,2062,3967,53,64,119,2760,2866,5628,288,279,568,3108,3211,6314,16,19,41,2387,2334,4721,185,167,349,2589,2518,5110,249,272,521,8417,8541,16962,729,708,1442,9404,9524,18923,0,0,0,31,28,63,0,0,0,31,30,62,0,0,0,16,15,32,5,0,7,21,15,40,0,0,0,4,11,19,7,0,6,12,15,31,0,0,0,11,8,15,0,0,0,7,9,17,0,0,0,12,9,20,0,0,7,11,10,22,20,24,41,678,587,1267,94,79,173,788,690,1477,0,0,0,0,9,10,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
IARE507011,366,367,732,7993,7622,15623,925,681,1606,9282,8670,17957,32,35,70,394,345,736,28,31,56,455,406,856,90,94,186,891,852,1740,90,71,159,1068,1017,2088,76,61,135,724,636,1362,90,57,146,890,757,1647,68,68,134,1542,1694,3238,223,150,373,1834,1909,3745,75,76,146,2484,2396,4873,310,205,520,2863,2677,5542,28,31,63,1963,1707,3668,188,166,347,2174,1901,4078,323,339,663,7202,7070,14267,684,589,1273,8208,7997,16204,4,0,9,38,26,60,4,5,3,49,29,71,0,3,3,15,14,27,7,3,6,19,17,36,0,0,0,34,20,54,7,0,9,39,25,58,0,0,0,18,13,30,0,3,6,20,19,38,0,0,0,10,9,21,4,3,4,11,16,28,31,19,52,547,409,955,177,89,270,751,522,1274,0,0,0,14,19,31,3,3,8,15,18,38,0,0,0,6,5,8,0,0,0,6,4,7,0,0,0,0,5,5,0,0
IARE507012,292,265,558,7444,7673,15112,635,560,1195,8373,8500,16866,33,28,56,412,407,821,29,24,57,477,456,929,65,50,116,1026,999,2025,78,88,167,1175,1136,2309,68,51,128,688,728,1417,65,79,137,826,863,1683,63,62,128,1531,1691,3228,172,121,295,1767,1875,3648,50,53,99,1998,2073,4068,197,151,347,2246,2277,4520,17,23,37,1774,1770,3551,93,97,193,1886,1896,3778,267,248,511,6867,7263,14126,445,467,918,7575,7980,15557,0,0,0,19,18,40,0,3,3,20,20,43,0,0,0,3,5,11,4,0,4,9,3,11,0,0,0,9,8,18,0,0,0,9,8,18,0,0,0,4,3,11,0,0,0,8,3,13,0,0,0,5,0,6,0,0,0,5,0,6,20,10,31,590,291,881,50,24,75,662,329,987,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,4,0,4,0,0,0,7,0,3,0,0,0,0,0,0,0,0
IARE507013,357,377,731,5905,5732,11633,704,664,1372,6974,6770,13741,37,36,70,313,291,601,36,43,86,385,372,754,84,76,162,709,647,1355,110,107,217,898,831,1732,65,76,142,614,568,1179,82,82,160,757,720,1480,71,75,148,1289,1274,2564,195,166,364,1554,1513,3071,68,80,144,1648,1630,3276,160,131,298,1876,1838,3722,36,32,66,1331,1321,2652,127,130,258,1501,1487,2981,337,348,688,5488,5406,10891,614,607,1224,6446,6359,12804,0,4,3,41,17,55,3,0,4,40,21,62,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,0,8,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,23,25,48,292,232,520,66,30,94,377,286,659,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE507014,273,288,557,2625,2812,5441,353,327,679,3254,3424,6679,39,26,69,141,140,284,18,17,37,206,189,389,71,70,140,330,325,654,45,57,99,445,453,896,58,42,101,315,294,608,46,35,85,423,373,798,45,63,107,570,618,1191,86,67,158,705,749,1455,41,63,109,674,778,1449,95,83,178,814,917,1732,15,18,35,591,656,1246,53,67,122,663,743,1407,244,268,518,2461,2699,5169,301,304,602,3007,3273,6281,3,3,3,14,3,17,0,0,0,16,5,22,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,9,12,0,0,0,4,4,9,0,0,0,3,3,8,0,0,0,3,3,8,15,17,37,120,84,209,27,13,36,163,114,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE507015,908,947,1849,32916,33834,66748,2577,2136,4721,36404,36920,73316,107,85,186,1926,1829,3760,105,100,213,2140,2018,4161,230,247,472,4805,4459,9265,309,296,605,5339,5001,10344,178,165,342,3351,3108,6463,229,196,420,3758,3464,7222,179,237,414,7283,8256,15536,642,489,1133,8104,8978,17084,163,162,326,9032,9612,18646,790,578,1365,9981,10358,20339,54,55,104,6517,6566,13083,504,473,979,7075,7101,14170,843,880,1724,30257,31808,62066,1804,1795,3602,32901,34482,67383,0,5,4,116,109,227,0,3,7,119,120,236,0,3,3,31,14,46,0,0,0,31,19,50,0,0,0,37,33,66,5,4,9,39,37,77,0,0,0,39,20,62,18,7,25,57,32,82,0,0,0,13,13,25,9,3,9,20,15,37,66,42,112,1423,1207,2640,230,178,413,1725,1428,3154,0,0,0,10,9,20,0,0,0,13,13,28,0,0,0,3,3,12,0,0,0,3,9,11,0,0,0,3,0,6,0,0
IARE508001,551,604,1149,576,528,1106,345,408,757,1472,1540,3009,67,59,124,27,22,48,22,22,50,113,100,216,97,102,202,49,33,86,67,72,142,221,210,429,88,86,173,42,50,91,40,55,92,165,189,352,146,164,307,151,172,320,83,130,214,380,462,845,120,126,243,185,178,366,89,90,184,393,396,792,37,59,97,118,81,198,43,43,79,193,176,377,490,551,1040,525,485,1009,334,383,716,1350,1418,2770,8,11,17,0,0,0,0,0,0,12,8,14,4,0,4,44,46,88,6,9,14,46,54,104,0,0,0,45,48,89,5,4,10,47,55,102,0,0,4,30,31,63,0,4,9,29,39,66,0,0,0,30,20,49,4,0,7,37,27,59,36,42,76,175,176,355,45,39,83,260,257,518,0,0,0,4,4,7,0,0,0,4,4,7,0,0,0,0,0,3,5,0,5,3,0,8,0,0,0,0,4,8,0,0
IARE508003,522,530,1049,38,28,64,9,4,16,569,566,1133,55,43,92,0,0,0,0,0,0,59,43,97,117,108,224,5,3,4,4,0,3,121,108,231,104,101,205,3,3,11,0,0,0,110,109,222,140,173,314,15,11,25,3,3,8,158,187,343,86,93,175,8,10,20,3,0,7,95,103,195,24,19,43,7,0,3,0,0,0,26,22,44,486,492,983,32,29,59,5,3,10,525,523,1048,3,0,8,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,3,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,16,33,6,4,18,0,0,0,19,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE508005,569,617,1190,185,180,371,54,67,122,812,869,1678,54,65,120,11,3,12,0,13,13,64,80,148,100,106,210,14,10,25,5,10,13,123,127,249,105,100,203,7,25,35,7,13,17,120,132,248,166,179,344,86,83,167,18,24,43,265,287,555,120,128,246,56,49,103,16,13,31,193,189,381,32,39,72,13,12,29,0,0,3,50,52,99,547,595,1145,177,166,340,50,70,119,777,830,1606,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,12,14,29,7,6,13,24,22,42,5,0,5,25,30,63,7,11,23,37,45,83,0,0,0,14,12,26,4,3,8,18,22,36,0,0,0,3,10,15,4,3,10,13,10,22,20,22,44,73,84,159,45,45,87,143,152,292,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE508006,502,346,845,132,122,257,65,50,123,700,520,1221,34,32,66,8,7,6,4,3,5,44,35,82,72,58,136,6,13,12,4,0,5,80,77,154,75,74,146,13,16,23,12,17,26,100,103,206,213,114,326,55,54,104,23,17,39,290,179,471,90,60,146,48,33,74,21,11,32,156,103,254,12,12,19,15,6,26,5,3,9,29,17,52,482,327,808,125,118,240,61,46,105,668,487,1150,7,3,9,4,0,6,0,4,3,11,9,21,0,0,0,48,45,91,4,8,7,53,47,97,0,0,0,73,68,139,16,14,27,92,81,175,0,0,0,58,52,112,9,8,16,74,65,132,0,0,0,21,18,42,3,4,3,28,22,51,21,13,33,314,191,506,82,24,105,422,228,653,0,0,0,7,12,20,0,0,0,7,12,20,0,0,0,8,4,16,3,0,3,12,4,19,0,0,0,7,5,7,0,0
IARE594994,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055,36,37,69,92,91,188,25,16,42,149,153,300,36,46,82,187,166,349,24,18,40,244,230,473,88,106,188,268,237,507,62,68,126,414,410,820,336,269,603,1105,870,1979,305,163,467,1753,1309,3053,281,183,458,959,632,1593,265,134,403,1510,950,2455,46,40,84,434,281,715,94,53,150,578,373,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE597997,7,3,9,256,32,293,193,19,218,455,58,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,22,15,9,18,30,13,42,6,0,4,145,16,156,109,11,119,262,28,284,4,0,5,90,10,97,66,7,72,156,16,172,0,0,0,6,5,10,7,0,8,14,4,18,7,3,9,251,33,285,193,20,214,455,57,511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,66,9,75,49,6,59,121,20,134,0,0,0,39,8,52,31,3,34,72,7,82,0,0,3,102,13,118,68,7,68,173,22,192,0,0,0,34,6,40,20,4,26,53,4,64,25,3,25,1030,186,1213,857,79,933,1906,271,2175,0,0,0,25,4,29,15,0,15,35,4,42,0,0,0,24,5,27,14,0,13,39,0,47,0,0,0,3,0,6,0,0
