IARE_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
IARE507012,..,47,5,0,0,0,55,..,..,31,23,25,14,89,..,18,20,13,6,0,54,..,5,0,0,0,0,5,..,67,49,40,31,14,205,..,..,..,3,8,6,9,..,67,49,40,36,19,214,33,..,..,..,..,..,33,..,0,0,4,0,0,9,33,75,49,44,36,19,253,..,1851,50,4,0,0,1907,..,..,517,643,325,131,1611,..,261,183,86,19,13,565,..,42,5,0,0,0,45,..,2159,756,732,337,148,4128,..,..,..,35,23,53,106,..,2159,756,761,362,202,4233,1512,..,..,..,..,..,1512,..,98,8,4,0,0,111,1512,2258,759,766,362,203,5862
IARE507013,..,67,6,0,0,0,73,..,..,24,23,14,14,73,..,15,25,16,6,9,72,..,5,4,0,0,0,6,..,86,57,37,20,21,233,..,..,..,0,0,10,13,..,86,57,45,20,26,241,68,..,..,..,..,..,68,..,7,0,0,0,0,15,68,98,59,43,20,26,324,..,1480,50,3,0,0,1537,..,..,359,446,207,99,1103,..,205,120,46,19,5,403,..,35,8,0,0,0,44,..,1723,538,494,225,107,3086,..,..,..,14,12,25,49,..,1723,538,508,236,132,3136,1548,..,..,..,..,..,1548,..,106,20,11,3,7,140,1548,1828,559,516,235,136,4817
IARE507014,..,22,4,0,0,0,34,..,..,14,16,9,10,43,..,19,19,20,12,9,73,..,0,5,0,0,0,4,..,42,37,36,18,17,152,..,..,..,0,0,11,12,..,42,37,33,18,27,160,35,..,..,..,..,..,35,..,3,0,0,0,0,3,35,50,37,33,18,27,195,..,638,23,3,0,0,667,..,..,160,190,89,51,489,..,123,84,29,22,9,261,..,23,3,0,0,0,23,..,780,262,224,112,53,1435,..,..,..,10,6,6,24,..,780,262,232,118,58,1456,762,..,..,..,..,..,762,..,53,14,3,0,0,71,762,837,278,238,118,58,2288
IARE507015,..,149,17,0,0,0,161,..,..,90,111,61,51,316,..,47,63,39,24,14,193,..,3,0,0,0,0,4,..,204,168,152,92,64,680,..,..,..,10,9,20,36,..,204,168,160,97,81,710,120,..,..,..,..,..,120,..,33,5,0,0,0,36,120,233,174,160,98,81,870,..,7977,255,39,10,3,8291,..,..,2516,3292,1435,437,7681,..,1102,799,333,96,32,2371,..,137,21,0,0,0,162,..,9221,3598,3674,1543,476,18506,..,..,..,97,91,119,304,..,9221,3598,3768,1635,593,18808,6168,..,..,..,..,..,6168,..,488,98,39,10,4,636,6168,9714,3690,3810,1633,600,25609
IARE508001,..,49,0,0,0,0,58,..,..,24,27,21,20,89,..,17,16,7,12,12,65,..,11,5,0,0,0,12,..,80,41,37,28,31,222,..,..,..,6,9,25,37,..,80,41,41,33,57,257,69,..,..,..,..,..,69,..,10,0,0,0,0,10,69,87,41,41,33,57,335,..,138,7,0,0,0,145,..,..,34,36,8,4,79,..,12,7,0,0,0,19,..,0,0,0,0,0,3,..,148,49,39,9,4,249,..,..,..,0,0,3,0,..,148,49,39,9,5,249,213,..,..,..,..,..,213,..,13,0,0,0,0,17,213,160,50,39,9,5,481
IARE508003,..,25,3,5,0,0,29,..,..,20,22,21,19,83,..,12,19,13,10,3,59,..,6,0,0,0,0,7,..,43,44,37,27,27,184,..,..,..,3,0,24,37,..,43,44,41,29,52,219,31,..,..,..,..,..,31,..,0,0,0,0,0,0,31,44,44,41,29,52,251,..,8,0,0,0,0,8,..,..,0,0,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,10,0,0,0,0,12,..,..,..,0,0,0,0,..,10,0,0,0,0,12,17,..,..,..,..,..,17,..,0,0,0,0,0,0,17,10,0,0,0,0,31
IARE508005,..,32,4,0,0,0,43,..,..,17,18,31,17,78,..,19,15,13,10,0,51,..,15,3,5,0,0,22,..,66,34,31,32,24,195,..,..,..,9,12,36,54,..,66,34,41,45,58,247,63,..,..,..,..,..,63,..,0,0,0,0,0,4,63,70,39,41,45,58,316,..,41,0,0,0,0,40,..,..,9,9,0,0,23,..,3,0,0,0,0,3,..,3,0,0,0,0,3,..,45,12,9,0,0,67,..,..,..,0,0,0,0,..,45,12,9,0,0,67,75,..,..,..,..,..,75,..,13,0,0,0,0,6,75,50,15,9,0,0,156
IARE508006,..,17,5,0,0,0,24,..,..,11,15,9,11,50,..,12,9,4,4,4,36,..,4,0,0,0,0,7,..,31,31,23,15,14,118,..,..,..,0,9,13,19,..,31,31,23,18,35,133,35,..,..,..,..,..,35,..,6,0,0,0,0,0,35,37,31,24,18,35,171,..,30,0,0,0,0,30,..,..,4,6,3,0,10,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,31,4,7,3,0,39,..,..,..,3,0,0,3,..,31,4,7,3,0,41,47,..,..,..,..,..,47,..,5,0,0,0,0,4,47,35,4,7,3,0,98
IARE594994,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE597997,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,0,0,0,3
