IARE_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
IARE507010,0,0,0,4,10,0,3,16,0,0,0,10,0,0,0,13,0,0,0,5,0,3,0,10,0,0,0,8,0,0,0,9,0,0,4,0,0,0,0,4,0,0,3,3,0,0,3,10,3,0,0,3,0,0,0,7,3,4,7,36,8,5,11,68,0,0,0,47,28,3,22,100,0,12,5,101,24,0,6,149,14,83,41,273,25,10,29,467,47,109,70,303,14,18,26,577,57,147,81,366,10,19,42,724,71,155,128,456,19,34,46,900,115,219,196,494,10,48,184,1254,292,725,517,2038,125,131,345,4176,0,0,0,0,0,0,43,43,0,0,0,0,0,0,33,34,0,0,0,3,0,0,64,74,0,3,0,3,0,0,100,106,0,0,0,9,0,0,147,152,0,0,0,6,0,0,122,133,0,0,0,0,0,0,166,168,0,3,3,19,4,4,673,703,0,0,0,52,32,3,65,159
IARE507011,0,0,0,0,0,0,7,4,0,0,0,10,0,0,0,8,0,0,0,15,0,0,0,21,0,0,0,8,0,0,4,9,0,0,3,8,0,0,4,13,0,0,0,3,0,0,8,16,0,0,0,7,0,0,4,10,0,0,5,36,3,0,23,81,0,0,0,26,19,0,23,69,0,16,5,78,16,4,10,127,10,63,39,307,9,14,22,473,18,70,62,330,8,11,26,518,18,85,94,435,5,20,52,700,32,65,97,462,8,26,51,750,28,87,148,534,10,37,141,991,105,385,460,2167,70,111,316,3619,0,0,0,0,0,0,32,37,0,0,0,3,0,0,45,48,0,0,0,0,0,0,105,109,0,0,0,3,0,0,98,105,0,0,0,3,0,0,147,160,0,0,0,4,0,0,132,139,0,0,0,10,0,0,168,174,0,0,8,28,0,0,733,768,0,0,0,30,19,0,58,109
IARE507012,0,0,0,3,0,0,3,11,0,0,0,5,0,0,0,7,0,0,0,9,0,0,0,17,0,0,0,9,0,0,0,16,0,0,0,5,0,0,0,9,0,0,4,7,0,0,3,11,0,0,0,0,0,0,3,6,0,4,8,40,3,9,10,75,0,0,0,32,24,0,11,68,0,8,0,106,25,5,7,154,11,35,27,326,18,3,23,450,16,34,49,336,8,10,31,496,18,48,80,337,8,14,29,541,18,46,66,392,9,14,53,589,32,76,102,437,4,37,177,866,99,247,328,1963,101,87,328,3162,0,0,0,0,0,0,31,29,0,0,0,0,0,0,31,31,0,0,0,0,0,0,60,60,0,0,5,6,0,0,103,106,0,0,0,6,0,0,101,100,0,0,0,0,0,0,82,88,0,0,0,0,0,0,79,80,0,0,6,7,0,0,480,499,0,0,4,35,26,0,43,109
IARE507013,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,10,0,0,0,6,5,0,0,6,0,0,0,12,0,0,0,14,0,0,6,8,0,0,0,12,0,0,0,4,0,0,6,12,0,0,3,0,0,0,0,4,0,5,9,36,6,0,13,69,0,0,0,31,8,0,18,52,0,16,3,88,22,4,11,145,13,77,27,247,9,4,31,407,12,71,41,192,9,5,25,357,19,56,63,192,8,12,37,383,19,60,47,217,9,16,40,416,18,55,82,245,7,21,120,536,90,329,260,1209,82,60,272,2299,0,0,0,0,0,0,43,43,0,0,0,0,0,0,31,31,0,0,0,3,0,0,78,84,0,0,0,3,0,0,105,104,0,0,0,0,0,0,74,77,0,0,0,6,0,0,70,76,0,0,0,4,0,0,113,119,0,8,0,16,0,0,517,536,0,0,0,30,9,0,63,103
IARE507014,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,4,0,0,6,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,3,0,6,5,10,7,0,18,36,0,0,0,9,11,3,3,29,0,11,0,42,10,0,3,67,3,18,15,115,11,0,10,172,14,32,28,81,4,6,7,168,16,22,16,108,4,7,11,179,17,18,23,127,3,7,18,209,13,29,27,122,0,18,48,267,67,130,100,605,46,42,103,1098,0,0,0,0,0,0,23,23,0,0,0,0,0,0,24,24,0,0,0,0,0,0,47,47,0,0,0,0,0,0,42,44,0,0,0,0,0,0,42,42,0,0,0,0,0,0,49,51,0,0,0,0,0,0,49,53,0,0,0,4,0,0,273,281,0,0,0,9,17,3,29,57
IARE507015,0,0,0,3,5,0,0,17,0,0,0,23,6,0,0,34,0,0,0,41,4,0,6,54,0,5,4,35,6,0,10,53,0,4,3,29,0,0,3,43,0,4,0,24,0,4,4,36,3,0,5,11,0,3,4,24,4,12,18,159,21,12,30,252,0,0,3,130,90,7,53,288,0,48,38,457,115,19,30,702,80,345,207,1454,72,32,82,2267,170,534,364,1660,51,66,108,2953,201,541,419,1642,34,73,131,3042,174,424,401,1608,28,72,155,2870,256,538,566,1595,26,144,406,3522,879,2429,2009,8546,415,413,956,15645,0,0,0,0,0,0,124,124,0,0,0,7,0,0,90,94,0,0,0,0,0,0,254,261,0,0,3,9,0,0,362,372,0,0,0,4,0,0,434,442,0,0,0,13,0,0,305,317,0,3,0,15,0,4,449,469,0,0,5,46,0,4,2016,2076,0,0,3,136,100,7,177,423
IARE508001,0,0,0,5,0,0,5,9,0,0,0,8,4,0,4,13,0,0,0,11,0,0,11,24,0,0,0,14,3,0,5,22,0,0,0,9,0,0,3,21,0,0,0,4,0,0,9,16,0,0,0,7,0,0,3,13,0,4,10,54,10,6,38,117,0,0,0,0,0,0,6,3,0,8,3,13,0,0,0,21,10,21,8,27,0,0,0,63,7,13,6,22,0,0,0,47,9,3,3,39,0,0,0,57,7,10,6,51,0,0,6,75,9,6,15,32,0,0,9,66,29,56,47,185,0,5,16,339,0,0,0,0,0,0,16,16,0,0,0,0,0,0,23,23,0,0,0,0,0,0,45,45,0,0,0,0,0,0,39,39,0,0,0,0,0,0,39,39,0,0,0,0,0,0,46,48,0,0,0,0,0,0,43,43,0,0,0,0,0,0,252,251,0,0,0,5,0,0,24,26
IARE508003,0,0,0,0,0,0,5,9,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,7,0,0,0,15,0,7,0,21,0,0,0,10,0,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,3,9,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,5,9
IARE508005,0,0,0,0,0,0,9,8,0,0,0,4,0,4,4,9,0,0,0,10,0,0,4,19,0,0,0,8,0,5,7,18,0,0,0,3,3,0,3,13,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,35,8,6,34,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,18,0,0,0,32,3,3,8,11,0,0,0,25,5,10,0,7,0,0,0,17,3,0,0,7,0,0,0,12,0,0,0,5,0,0,0,5,10,25,11,37,0,3,4,97,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,11,15
IARE508006,0,0,0,0,0,0,9,11,0,0,0,9,0,0,4,13,0,0,0,8,0,0,13,21,0,0,0,11,0,0,12,23,0,0,0,9,0,0,11,23,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,33,10,0,51,97,0,0,0,4,0,0,0,4,0,0,4,0,0,0,5,8,0,7,3,8,0,0,0,23,4,3,3,5,0,0,0,18,0,5,0,8,0,0,0,15,0,5,4,8,0,0,0,14,3,0,0,4,0,0,0,11,8,12,9,43,0,0,8,85,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,7,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,56,62,0,0,0,0,0,0,18,23
IARE594994,0,0,0,0,0,0,17,17,0,0,0,7,3,0,31,39,0,4,0,5,3,0,99,111,0,0,0,14,0,0,172,186,0,0,0,10,0,4,155,165,0,0,0,4,0,0,79,88,0,0,0,4,0,0,37,43,0,4,5,34,6,3,598,650,0,0,0,9,4,0,12,24,0,11,10,34,7,4,60,121,23,74,37,119,3,4,155,416,17,53,30,123,9,3,215,445,16,28,20,106,6,4,219,398,18,24,21,108,0,9,147,330,11,27,25,112,0,6,91,281,82,223,142,616,33,26,891,2011,0,0,0,0,0,0,9,9,0,0,0,0,0,0,45,45,0,0,0,0,0,0,153,155,0,0,0,0,0,0,149,150,0,0,0,0,0,0,146,141,0,0,0,0,0,0,116,116,0,0,0,0,0,0,88,91,0,0,0,4,0,0,706,719,0,0,0,9,4,0,45,54
IARE597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,9,0,9,5,26,0,6,6,42,0,11,8,35,0,4,7,66,3,10,3,20,0,0,6,40,0,6,0,7,0,3,0,21,0,0,0,0,0,0,0,4,7,31,22,96,0,8,15,177,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,43,43,0,0,0,0,0,0,71,71,0,0,0,0,0,0,46,46,0,0,0,0,0,0,20,20,0,0,0,0,0,0,4,7,0,0,0,0,0,0,191,193,0,0,0,0,0,0,7,7
