IARE_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
IARE507001,251,703,468,1127,82,58,90,2776,297,724,554,1183,76,122,119,3076,306,640,650,1108,78,153,173,3101,336,787,838,1158,55,198,777,4149,1396,3511,2910,6497,697,605,1328,16944,0,0,0,0,0,0,89,90,0,0,0,0,0,0,68,74,0,0,0,0,0,0,224,225,0,0,0,0,0,0,198,198,3,8,6,3,0,0,229,246,0,0,8,7,0,0,245,261,0,4,3,14,0,3,377,404,0,14,13,33,3,0,1436,1505,0,0,15,197,171,15,142,535,21,105,76,489,152,20,118,986,186,555,324,1323,119,46,327,2882,249,709,474,1165,86,56,302,3049,301,740,577,1227,79,123,361,3406,304,647,671,1139,75,154,441,3428,336,803,842,1182,57,203,1167,4591,1410,3556,2979,6717,735,625,2853,18875
IARE507002,93,310,168,585,41,26,165,1385,80,280,251,592,52,51,140,1443,122,250,331,749,43,77,140,1725,145,306,466,812,46,130,482,2391,523,1456,1356,3494,326,310,1190,8672,0,0,0,0,0,0,89,89,0,0,0,0,0,0,90,90,0,0,0,0,0,0,199,197,0,0,0,4,0,0,255,265,0,4,0,4,0,0,341,348,0,0,4,5,0,0,404,411,0,4,6,10,0,0,521,538,5,3,10,25,0,0,1896,1944,0,0,0,69,52,0,139,264,5,50,26,179,50,6,145,464,73,256,120,555,59,24,363,1457,95,316,177,607,41,30,426,1682,82,285,259,604,55,50,495,1831,126,260,339,775,43,78,560,2189,148,314,474,831,46,129,1029,2970,537,1477,1400,3618,342,320,3157,10855
IARE507003,249,613,381,1065,55,76,114,2555,261,548,389,1008,56,88,126,2481,215,447,438,962,42,127,154,2385,205,498,536,1004,58,121,547,2962,1147,2864,2097,5806,554,479,1094,14044,0,0,0,3,0,0,68,71,0,0,0,0,0,0,105,110,0,0,0,0,4,0,294,301,0,0,0,0,0,0,232,235,0,0,0,6,0,0,232,237,0,4,0,3,0,0,198,207,0,3,0,9,0,3,315,332,3,9,9,24,3,3,1448,1492,0,0,10,183,92,9,104,403,12,120,54,528,136,28,142,1032,194,644,301,1154,153,44,399,2886,254,617,386,1091,55,78,356,2839,264,563,394,1038,64,87,361,2784,221,457,451,980,42,134,361,2640,208,507,540,1022,57,123,874,3336,1168,2907,2139,5999,605,501,2599,15922
IARE507004,322,1034,573,1414,74,88,122,3631,366,899,660,1351,79,134,151,3639,268,702,664,1161,62,146,194,3186,357,929,926,1372,74,224,649,4519,1483,4267,3251,6938,580,680,1339,18544,0,0,0,0,0,0,90,93,0,0,0,0,0,0,61,65,0,0,3,4,0,0,269,273,0,0,0,4,0,0,301,313,0,4,0,4,0,4,283,293,0,0,3,7,0,0,256,270,0,0,5,12,3,0,431,454,0,9,14,40,4,3,1689,1761,0,0,11,145,118,12,169,454,9,81,59,404,100,23,96,768,177,628,353,1157,90,55,391,2854,330,1043,582,1447,76,88,433,3997,373,909,675,1372,79,137,437,3979,270,702,669,1176,62,146,454,3480,352,936,931,1388,81,220,1079,4990,1508,4297,3286,7091,602,689,3052,20530
IARE507005,25,134,53,207,19,9,33,480,41,97,81,172,21,26,30,466,20,64,77,180,14,29,42,432,19,46,76,144,8,28,127,438,148,475,336,1056,108,98,278,2495,0,0,0,0,0,0,41,44,0,0,0,0,0,0,41,42,0,0,0,0,0,0,138,144,0,0,0,0,0,0,128,130,0,0,0,0,0,0,152,151,0,3,0,3,0,0,147,155,0,0,0,0,0,0,194,197,0,0,3,5,0,0,841,855,0,0,3,43,9,3,58,103,0,20,6,89,25,4,52,207,46,114,48,240,25,4,164,641,29,136,51,208,19,7,163,622,42,97,86,174,20,26,185,624,20,64,83,193,16,26,198,606,19,45,75,146,4,28,330,643,145,481,348,1092,122,98,1148,3443
IARE507006,163,537,351,1221,68,68,102,2521,150,435,389,1101,42,100,90,2308,146,327,412,932,53,96,102,2070,133,341,362,780,43,97,362,2120,707,2131,1794,5668,511,421,795,12026,0,0,0,0,0,0,70,66,0,0,0,0,0,0,62,62,0,0,0,0,0,0,163,157,0,0,5,0,0,0,166,168,0,0,0,4,0,0,183,181,0,0,0,3,0,0,204,206,3,3,0,5,0,0,207,212,4,0,3,17,0,0,1037,1060,0,0,6,196,120,9,108,438,10,67,48,396,96,11,95,725,94,424,239,1102,105,40,238,2241,171,546,353,1259,74,73,266,2742,150,442,398,1123,45,100,276,2531,149,328,415,942,55,99,301,2297,139,346,361,793,43,99,576,2348,714,2154,1821,5807,531,433,1860,13320
IARE507007,30,160,73,198,22,23,20,522,19,91,90,176,16,20,25,432,24,73,91,177,6,25,39,426,10,69,97,166,7,31,114,499,108,551,412,1007,94,107,221,2500,0,0,0,0,0,0,33,33,0,0,0,0,0,0,39,39,0,0,0,0,0,0,65,70,0,0,0,0,0,0,96,97,0,0,0,10,0,0,106,114,0,0,0,4,0,0,124,130,0,0,0,0,0,0,147,148,0,3,6,14,0,4,606,629,0,0,0,28,12,0,39,73,0,28,11,69,22,5,49,185,21,133,57,212,19,13,76,527,29,160,76,200,20,24,114,627,19,98,96,187,17,18,132,565,24,75,90,181,11,25,169,572,10,67,94,168,7,31,275,657,109,563,424,1045,106,121,853,3218
IARE507008,29,164,69,175,17,11,16,481,19,115,64,137,12,25,34,405,20,81,85,144,0,18,60,416,15,57,90,138,6,23,111,425,111,596,360,860,87,83,246,2339,0,0,0,0,0,0,24,24,0,0,0,0,0,0,20,20,0,0,0,0,0,0,51,51,0,0,0,0,0,0,70,70,0,0,0,0,0,0,85,85,0,0,0,0,0,0,90,89,0,0,0,3,0,0,108,109,0,0,0,5,0,0,453,456,0,0,0,18,15,4,44,80,5,32,11,58,17,0,28,153,21,153,46,202,26,4,71,521,29,162,69,185,24,11,96,575,19,111,68,144,12,24,116,500,20,81,89,153,7,18,161,524,18,55,91,135,6,23,225,550,112,596,370,894,96,83,748,2904
IARE507009,531,1453,1190,2907,182,208,328,6800,585,1320,1370,3105,135,264,334,7122,534,1089,1529,3086,150,317,471,7175,585,1497,2000,3949,190,555,2317,11100,2584,6923,7209,17553,1438,1593,3933,41232,0,0,0,3,0,0,196,195,0,0,0,0,0,0,282,283,0,0,4,3,0,3,600,612,0,0,3,10,4,4,656,673,0,4,8,9,0,0,710,738,4,0,3,14,0,0,595,619,0,8,15,33,3,9,899,961,10,20,26,78,6,13,3937,4082,6,0,37,443,267,48,323,1124,36,330,257,1176,294,64,398,2554,318,1255,857,3068,265,150,865,6773,532,1472,1209,3002,192,221,996,7615,591,1334,1393,3180,139,266,1060,7966,551,1096,1555,3156,152,323,1082,7911,588,1515,2019,4019,193,564,3230,12129,2616,7002,7328,18045,1502,1635,7950,46077
IARE507010,144,341,200,500,44,37,64,1327,161,366,246,590,42,51,86,1544,168,394,335,673,47,98,113,1825,215,489,470,646,33,107,423,2381,761,1879,1389,3129,347,327,793,8624,0,0,0,0,0,0,96,96,0,0,0,0,0,0,58,62,0,0,0,3,0,0,136,142,0,3,0,6,5,0,190,204,0,4,5,7,0,0,279,298,0,0,0,6,0,0,255,258,0,0,0,0,0,0,319,322,0,13,3,23,6,3,1323,1374,0,0,3,83,68,12,146,320,3,36,20,194,58,6,67,397,73,247,114,475,61,24,185,1188,144,347,207,532,44,40,257,1562,161,368,254,609,46,55,366,1866,168,403,343,683,47,97,367,2108,212,491,476,650,33,105,756,2726,759,1903,1415,3236,370,340,2146,10162
IARE507011,71,272,170,498,21,25,60,1124,73,261,242,614,16,55,95,1352,76,200,280,622,32,69,108,1389,68,200,310,657,30,86,332,1684,359,1204,1154,3052,215,278,715,6971,0,0,0,0,0,0,61,62,0,0,0,3,0,0,67,70,0,0,0,0,0,0,177,178,0,0,3,3,0,0,160,173,3,0,0,10,0,0,246,259,0,0,0,6,0,0,230,238,0,0,4,10,0,0,314,324,3,3,9,36,0,4,1258,1307,0,0,0,62,45,8,118,229,6,44,27,140,39,11,87,353,64,235,128,496,39,20,230,1214,71,275,177,515,26,28,228,1318,73,261,247,636,17,53,354,1647,76,203,279,633,34,69,354,1658,74,202,309,672,34,86,656,2029,359,1213,1179,3152,235,282,2024,8450
IARE507012,62,179,166,589,39,38,68,1134,57,160,191,550,25,55,78,1110,49,113,174,572,30,45,96,1073,60,169,247,522,37,81,427,1547,263,792,903,3067,279,248,767,6328,0,0,0,0,0,0,74,77,0,0,0,0,0,0,48,48,0,0,0,4,0,0,113,118,0,0,5,5,0,0,160,171,0,0,5,5,0,0,179,185,0,0,0,0,0,0,148,153,0,0,5,0,0,0,160,162,0,0,7,18,0,0,888,917,0,0,9,83,56,9,106,255,5,27,24,201,64,8,68,394,39,148,112,598,42,29,182,1132,62,180,170,607,46,36,232,1334,55,162,194,562,29,56,260,1315,55,111,180,588,32,45,249,1256,60,175,244,532,37,83,589,1721,271,807,925,3160,298,261,1681,7404
IARE507013,46,216,118,327,24,30,42,807,73,152,139,290,31,26,64,780,61,168,150,343,32,28,81,861,41,134,183,320,17,40,297,1042,271,950,692,1862,203,159,591,4733,0,0,0,0,0,0,78,78,0,0,0,0,0,0,67,68,0,0,0,3,0,0,158,162,0,0,0,3,0,0,185,186,0,0,0,0,0,0,140,148,0,0,0,6,0,0,132,133,0,4,0,4,0,0,226,230,0,7,5,13,0,0,984,1010,0,0,0,51,21,5,117,199,6,60,23,164,48,5,98,397,43,224,90,395,42,23,207,1022,46,217,114,349,24,30,232,1016,73,161,147,310,38,30,207,958,61,171,158,359,31,28,216,1015,41,139,182,323,17,40,534,1287,271,970,711,1944,220,166,1603,5892
IARE507014,52,84,59,144,14,16,19,377,25,62,51,186,9,24,26,385,37,49,77,169,10,15,30,398,33,73,73,168,13,29,131,510,172,359,306,924,118,87,248,2210,0,0,0,0,0,0,38,38,0,0,0,0,0,0,44,44,0,0,0,0,0,0,72,72,0,0,0,0,0,0,82,85,0,0,0,0,0,0,90,94,0,0,0,0,0,0,79,84,0,0,0,0,0,0,109,111,0,0,0,4,0,0,509,517,0,0,0,21,21,3,54,98,4,22,12,75,30,0,54,194,28,66,33,174,26,7,99,439,52,79,65,156,18,16,105,478,25,70,48,190,12,24,121,493,37,54,84,174,16,21,116,501,33,73,71,168,13,29,250,634,172,364,317,958,125,92,795,2831
IARE507015,552,1695,962,2706,178,181,259,6529,494,1506,1032,2564,145,247,257,6250,473,1064,1048,2329,109,215,361,5609,504,1187,1253,1994,93,324,1052,6404,2321,6720,5014,13244,1154,1136,2262,31852,0,0,0,4,0,0,215,218,0,0,0,7,0,0,172,178,0,5,0,4,0,0,450,466,0,0,9,12,0,0,621,644,0,4,0,7,0,0,719,732,3,7,3,16,0,0,557,591,0,9,6,22,0,0,873,907,4,23,16,69,3,7,3609,3732,3,0,25,368,220,32,318,964,21,137,108,900,240,48,233,1675,280,1142,606,2514,213,103,639,5505,554,1710,978,2778,181,184,891,7282,501,1528,1041,2614,149,250,980,7066,474,1080,1065,2385,112,223,933,6273,505,1198,1276,2033,99,325,1938,7365,2344,6794,5097,13597,1209,1165,5933,36134
IARE508001,18,30,12,28,0,0,6,102,19,18,18,48,0,6,3,111,9,22,19,65,0,5,3,124,8,17,27,38,0,3,19,112,74,180,99,236,16,15,33,657,0,0,0,0,0,0,37,37,0,0,0,0,0,0,50,56,0,0,0,0,0,0,116,116,0,0,0,0,0,0,93,93,0,0,0,0,0,0,98,100,0,0,0,0,0,0,82,82,0,0,0,0,0,0,79,79,0,0,0,0,0,0,562,566,0,0,0,4,3,0,48,63,0,24,7,17,18,0,59,126,20,68,22,67,5,4,136,320,25,38,22,44,13,8,111,251,25,20,20,75,5,6,108,254,9,24,23,74,0,15,97,247,8,17,35,45,0,3,112,224,86,191,125,339,47,29,675,1483
IARE508003,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,8,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,14,3,10,0,0,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,11,0,0,0,0,0,0,5,10,0,0,0,3,0,4,9,18,0,4,0,19,0,0,12,38,0,0,4,24,8,11,11,53,3,5,0,12,4,10,8,39,0,7,3,8,0,0,8,21,0,0,0,5,0,0,5,9,9,19,11,72,16,24,35,188
IARE508005,16,13,13,12,0,0,0,49,6,13,3,11,0,0,0,35,10,8,3,7,4,3,4,36,4,3,3,5,0,0,0,13,45,87,27,61,9,4,16,243,0,0,0,0,0,0,6,6,0,0,0,0,0,0,16,16,0,0,0,0,0,0,30,30,0,0,0,0,0,0,14,14,0,0,0,0,0,0,4,4,0,0,0,0,0,0,21,21,0,0,0,0,0,0,3,3,0,0,0,0,0,0,96,96,0,0,0,0,0,0,20,24,0,8,0,4,5,4,25,44,12,41,10,35,8,3,43,154,16,17,11,37,0,4,25,109,7,20,3,21,4,3,21,78,12,7,3,15,3,5,28,81,4,3,3,8,0,0,7,26,54,91,33,121,25,18,170,514
IARE508006,6,3,3,10,0,0,0,30,4,5,6,15,0,0,0,23,0,8,7,12,0,0,0,35,3,3,6,4,0,0,0,11,18,46,24,61,0,3,11,169,0,0,0,0,0,0,21,21,0,0,0,0,0,0,10,10,0,0,0,0,0,0,21,21,0,0,0,0,0,0,18,19,0,0,0,0,0,0,14,14,0,0,0,0,0,0,17,17,0,0,0,0,0,0,6,6,0,0,0,0,0,0,105,101,0,0,0,6,5,0,42,46,0,6,3,16,8,0,19,49,4,27,5,29,5,0,49,115,6,3,3,22,10,0,40,90,4,5,3,23,0,0,31,74,3,8,11,11,3,0,24,61,3,3,6,6,0,0,15,29,17,53,34,116,28,9,219,468
IARE594994,44,130,68,191,10,7,309,758,33,58,47,154,7,9,289,596,40,62,67,158,7,24,193,547,28,44,48,142,4,11,142,412,219,560,323,888,74,61,1275,3397,0,0,0,0,0,0,27,27,0,0,0,0,0,0,93,99,0,0,0,3,0,0,249,253,0,0,0,0,0,0,210,209,0,0,0,0,0,0,201,203,0,0,0,5,0,0,186,186,0,0,0,0,0,0,140,138,0,0,0,7,0,0,1113,1122,0,0,0,14,11,0,102,131,0,54,18,68,23,3,239,400,76,221,79,191,22,11,673,1270,44,131,71,203,15,6,815,1293,31,58,50,162,10,14,753,1073,43,60,77,158,7,23,508,876,30,44,44,143,4,14,353,628,225,563,335,946,85,66,3446,5668
IARE597997,0,11,8,35,0,4,6,69,3,8,4,20,0,0,6,39,0,10,0,7,0,3,0,19,0,0,3,0,0,0,0,9,7,37,28,101,4,8,18,206,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,15,0,0,0,0,0,0,47,47,0,0,0,0,0,0,72,72,0,0,0,0,0,0,47,47,0,0,0,0,0,0,21,21,0,0,0,0,0,0,3,8,0,0,0,0,0,0,211,218,0,0,0,0,0,0,3,3,0,4,0,8,0,0,17,32,0,14,7,26,4,6,49,97,0,13,11,39,0,4,84,145,3,8,4,15,0,0,54,92,0,10,0,7,0,3,21,48,0,0,4,0,0,0,3,15,7,39,35,100,4,7,233,428
