LGA_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
LGA54170,3739,374,239,4349,3146,433,113,74,3765,192,29,221,3983,260,218,4463,3438,341,112,66,3960,188,25,211,4170,226,223,4621,4069,424,128,77,4696,207,18,218,4920,250,239,5410,4403,490,115,69,5075,215,22,235,5309,277,220,5806,4019,511,145,51,4727,227,22,245,4975,337,224,5532,3484,602,164,47,4300,233,31,270,4570,549,228,5348,2163,793,167,44,3171,168,64,234,3403,1196,199,4801,725,641,59,19,1449,36,31,61,1511,2590,166,4266,139,276,24,8,443,5,13,23,466,2061,130,2651,40,103,8,10,157,9,3,8,169,3024,193,3380,30734,8461,1335,652,41182,2236,1039,3276,44453,14278,2654,61387,635,1874,77,16,2605,94,480,574,3177,2064,114,5351,2038,1558,98,51,3741,191,149,341,4076,568,163,4805,2327,649,96,46,3118,151,61,211,3330,314,188,3831,2985,463,157,57,3662,114,28,142,3803,246,197,4244,3948,473,160,60,4634,105,31,131,4766,243,255,5262,3916,437,140,44
LGA54200,1424,128,119,1672,1283,154,51,31,1521,78,12,90,1610,102,125,1837,1314,186,54,26,1582,71,9,80,1659,87,114,1866,1414,164,40,22,1645,75,6,84,1732,96,108,1928,1461,156,68,20,1702,89,11,94,1798,143,96,2037,1343,176,49,18,1585,76,9,85,1671,149,111,1933,1093,186,58,26,1357,69,14,86,1444,202,114,1760,695,248,53,11,1010,60,24,91,1096,371,116,1578,292,207,34,13,537,12,9,20,560,917,90,1570,73,93,9,3,176,4,9,15,186,872,65,1122,18,68,3,0,89,0,4,4,95,1434,192,1720,11199,2651,504,236,14591,833,296,1129,15714,5628,1431,22772,258,555,23,14,850,43,126,173,1019,773,55,1845,761,470,36,43,1307,58,46,103,1417,213,77,1705,913,218,48,28,1207,53,16,77,1283,88,88,1459,1169,182,64,26,1435,30,11,45,1480,83,114,1677,1396,180,60,29,1660,41,11,52,1714,106,104,1929,1461,179,48,26
LGA54280,1085,98,147,1326,974,75,32,30,1111,26,4,28,1138,82,163,1375,820,53,27,16,917,34,6,42,954,79,117,1155,833,47,31,30,939,33,10,35,981,79,141,1200,788,66,35,23,905,36,6,40,943,76,133,1155,762,66,31,12,874,30,3,34,909,84,119,1102,646,71,29,8,757,37,9,40,799,107,125,1032,372,54,18,8,460,17,7,21,477,140,99,723,139,44,7,8,196,4,0,4,205,248,60,509,25,16,5,3,51,0,3,4,52,202,25,286,11,4,0,0,20,0,0,0,20,242,34,304,7084,858,284,211,8433,378,94,473,8899,1940,1332,12172,224,213,16,4,458,22,37,56,516,271,66,848,638,85,34,32,788,35,9,44,831,107,133,1068,860,87,30,20,1002,27,7,34,1035,98,164,1296,821,75,32,28,956,9,6,18,975,100,116,1191,872,74,38,18,1002,18,0,18,1015,84,119,1217,731,64,23,20
LGA54310,864,75,195,1133,903,55,50,20,1032,23,3,32,1064,87,225,1370,807,46,35,23,908,25,0,27,937,66,176,1181,742,50,33,15,843,29,0,32,875,65,161,1102,622,54,38,16,730,20,0,29,753,45,154,953,488,38,41,9,578,27,0,31,611,48,137,792,387,37,24,9,458,19,0,21,480,48,87,609,211,26,18,4,253,17,0,14,269,53,55,381,70,14,10,3,96,3,6,8,104,53,36,194,9,0,0,0,15,0,0,0,15,50,8,71,11,4,0,0,16,0,0,0,16,31,7,54,5414,564,312,126,6419,294,51,346,6762,1012,1380,9153,121,185,21,6,329,14,31,45,372,204,102,678,331,57,13,9,411,15,3,17,428,96,116,646,557,57,41,19,669,18,4,18,691,65,189,946,712,56,60,24,849,9,4,10,859,80,222,1160,826,73,58,12,966,6,0,6,972,61,237,1273,715,61,46,13
LGA54340,96,3,24,129,75,11,6,3,89,3,0,3,93,8,11,119,77,14,0,5,99,4,0,4,100,13,9,123,67,12,0,0,83,3,0,10,91,12,21,124,71,14,5,0,88,0,0,0,95,11,20,122,112,9,4,0,132,6,0,6,140,20,29,180,80,14,5,4,97,4,0,3,102,24,20,150,54,23,8,0,82,5,3,15,96,31,22,149,11,15,0,0,26,0,0,0,29,50,14,93,16,7,0,0,21,0,0,0,22,53,10,92,5,4,0,0,15,0,0,0,15,99,24,135,760,166,38,16,985,54,18,69,1054,393,228,1681,25,26,0,4,54,3,0,4,59,55,18,128,65,18,6,3,93,4,0,4,99,19,12,124,82,20,7,9,115,5,0,5,125,14,11,147,80,8,5,0,98,3,0,4,101,14,16,130,79,7,0,5,95,10,0,8,102,9,17,133,73,16,0,0
LGA54410,26,3,0,31,24,3,0,0,22,0,0,0,22,6,4,28,18,0,0,0,20,0,0,0,16,4,0,28,13,4,0,0,22,3,0,4,22,7,0,32,26,3,3,0,33,0,0,0,33,8,6,44,27,4,0,0,34,4,0,4,38,10,8,51,29,9,0,0,37,0,0,0,39,5,5,49,17,0,0,0,18,0,0,0,18,15,7,35,13,5,0,0,15,0,0,0,15,27,3,46,7,6,0,0,8,0,0,0,8,20,3,33,0,3,0,0,8,0,0,0,8,52,18,70,201,48,8,5,265,12,0,14,279,168,56,503,8,5,0,0,15,3,0,3,18,15,6,32,13,0,0,0,11,0,0,0,14,3,5,23,14,4,0,0,17,4,0,4,17,5,5,25,21,3,0,0,24,0,0,0,24,0,3,28,26,4,0,0,25,0,0,0,25,4,3,31,16,0,0,0
LGA54480,5,0,0,8,16,0,0,0,16,0,0,0,16,0,11,19,23,0,0,0,25,0,0,0,25,0,5,29,13,0,0,0,14,0,0,0,14,0,3,19,20,0,0,0,21,0,0,0,21,8,0,25,28,0,0,0,26,0,0,0,26,0,3,32,15,0,0,0,14,0,0,0,14,0,0,18,8,6,0,0,18,0,0,0,18,0,0,20,3,0,0,0,8,0,0,0,8,4,5,23,3,0,0,0,8,0,0,0,8,4,0,9,5,0,0,0,9,0,0,0,9,11,4,14,149,21,3,3,181,0,0,0,181,28,34,242,6,0,0,0,6,0,0,0,6,7,0,18,9,0,0,0,10,0,0,0,10,0,3,15,10,0,0,0,10,0,0,0,10,3,0,15,11,0,0,0,12,0,0,0,12,0,0,14,15,4,0,0,13,0,0,0,13,0,0,19,23,0,0,3
LGA54550,36,0,4,43,45,4,0,0,54,0,0,0,57,3,5,70,40,3,5,0,51,0,0,0,51,0,5,56,27,6,0,0,39,0,0,0,39,3,3,43,44,9,0,0,55,0,0,0,54,11,11,71,61,7,3,0,78,0,0,0,78,5,10,92,53,13,0,0,65,0,0,0,67,3,5,76,33,5,10,4,48,0,0,4,51,10,6,71,25,8,4,0,36,0,0,0,36,25,10,71,12,3,0,0,18,0,0,0,18,23,0,42,9,10,4,3,20,0,0,0,20,50,17,86,408,85,29,12,538,14,9,18,557,156,85,792,5,9,0,4,16,0,0,0,16,10,0,30,28,9,0,0,40,0,0,0,40,0,0,41,31,8,0,0,44,0,0,0,43,4,0,45,20,10,4,0,31,0,0,0,31,0,4,36,44,6,4,0,55,0,0,0,57,7,5,68,43,9,0,5
LGA54620,25,0,4,27,25,5,0,0,24,0,0,3,31,0,9,35,22,4,0,0,29,0,0,0,29,0,0,35,32,0,0,0,32,0,0,0,32,0,0,36,35,0,0,0,33,0,0,0,34,3,3,46,19,0,0,0,20,0,0,0,20,4,4,29,36,0,0,0,34,0,0,0,34,0,4,45,22,3,0,0,24,0,0,0,27,7,0,28,14,0,0,0,19,0,0,0,19,14,0,38,8,0,0,0,8,0,0,0,8,8,4,21,10,4,0,0,10,0,0,0,10,14,0,28,243,24,7,5,283,5,0,11,289,71,41,398,11,0,0,0,16,0,0,0,16,3,0,20,18,3,0,0,18,0,0,0,18,0,4,30,14,0,0,0,14,0,0,0,16,0,6,19,16,0,5,0,18,0,0,0,18,0,0,18,16,0,0,0,26,0,0,0,22,0,3,27,19,0,3,0
LGA54690,5,0,5,6,7,0,0,0,8,0,0,0,8,0,0,9,6,0,0,0,6,0,0,0,9,0,0,10,9,0,0,0,8,0,0,0,8,0,0,16,11,0,0,0,12,0,0,0,12,5,4,17,12,0,0,0,15,0,0,0,16,0,0,20,13,0,0,0,16,0,0,0,16,4,0,19,12,0,0,0,17,0,0,5,17,11,0,27,4,0,0,0,6,0,0,0,6,8,0,13,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,8,0,0,0,8,12,0,13,91,6,3,3,107,0,5,3,109,53,12,173,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,4,12,0,0,0,9,0,0,0,9,0,0,12,11,0,0,0,11,0,0,0,11,0,0,8,10,0,0,0
LGA54760,17,0,3,24,22,0,0,0,21,0,0,0,21,0,0,23,29,3,0,0,28,0,0,0,28,0,5,32,27,0,0,0,27,0,0,0,27,0,0,27,25,5,0,0,26,0,0,0,28,0,3,35,28,0,3,0,32,0,0,0,32,0,0,37,19,0,0,0,17,0,0,0,24,0,0,26,22,0,0,0,22,0,0,0,22,10,0,24,14,0,0,4,20,0,0,0,20,7,0,28,5,0,0,0,12,0,0,0,12,9,0,16,7,0,0,0,9,0,0,0,9,16,0,28,213,18,13,7,245,11,0,11,254,50,26,330,4,0,0,0,4,0,0,0,9,3,0,8,11,5,0,0,13,0,0,0,13,0,5,18,11,3,0,0,15,0,0,0,16,0,4,23,8,0,0,0,14,0,0,0,14,0,4,20,18,4,0,0,21,0,0,0,21,0,3,20,25,0,0,0
LGA54830,1336,311,119,1765,1288,157,34,36,1511,102,12,117,1629,281,135,2041,1063,144,24,27,1259,81,4,93,1349,253,122,1724,827,121,33,30,1005,103,9,109,1117,208,127,1453,772,136,38,14,960,78,19,95,1050,190,109,1350,596,98,22,14,729,67,9,77,808,188,82,1077,459,85,21,20,583,66,12,74,661,198,70,929,257,78,24,6,361,33,10,40,404,266,51,721,88,41,7,0,128,7,5,13,144,413,60,619,14,28,3,3,46,0,0,0,51,368,43,458,3,11,0,0,12,0,0,0,12,558,78,658,7045,1560,288,210,9107,866,211,1075,10180,4111,1173,15470,169,374,20,10,573,49,101,156,725,575,78,1385,647,329,30,30,1032,108,33,146,1176,351,77,1609,967,231,44,43,1281,82,27,102,1393,359,121,1865,1269,168,53,37,1533,68,12,84,1613,359,148,2124,1397,170,64,38,1668,65,9,75,1739,321,131,2186,1159,147,36,34
LGA54900,34,0,4,40,34,0,0,0,35,0,0,0,35,0,4,36,30,0,0,0,36,0,0,0,36,0,8,40,51,9,0,0,59,0,0,0,59,0,5,67,32,4,0,0,38,0,0,0,42,0,0,43,42,3,0,0,47,0,0,0,47,0,0,50,45,3,7,4,55,0,0,0,55,4,4,62,26,9,0,3,42,0,0,0,44,11,6,49,20,3,9,0,30,0,0,0,30,12,5,40,3,0,4,5,13,0,0,0,13,10,6,20,6,3,0,0,8,0,0,0,8,18,0,34,351,37,14,12,419,0,0,3,418,62,46,522,13,3,0,0,18,0,3,3,22,7,4,39,25,6,0,0,26,0,0,0,26,0,0,29,28,0,0,0,33,0,0,0,34,0,3,32,36,0,0,0,37,0,0,0,37,0,0,38,31,3,0,0,38,0,0,0,38,0,5,44,45,0,0,0
LGA54970,73,3,28,104,56,8,10,3,70,7,0,9,81,4,30,109,39,3,3,0,51,0,0,0,54,0,13,65,37,3,3,0,43,6,5,3,45,5,10,59,46,7,0,0,55,0,0,0,59,3,19,83,45,5,7,0,58,0,0,0,60,8,17,83,38,4,0,7,50,0,0,0,50,3,18,70,16,0,3,0,26,0,0,0,26,4,9,34,13,0,0,0,13,0,0,0,13,9,6,22,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,3,14,392,29,27,11,462,23,5,27,495,71,151,725,3,0,0,0,4,0,0,0,4,15,5,24,23,3,4,0,25,0,0,0,28,8,25,65,43,4,8,0,49,0,0,0,51,4,55,113,36,5,7,0,48,0,0,0,52,10,47,105,38,8,6,3,41,6,0,6,45,5,42,93,31,0,3,0
LGA55040,70,5,36,107,67,5,8,0,80,5,0,5,82,7,33,122,54,6,0,0,60,0,0,0,59,6,26,94,46,6,0,3,54,0,0,4,56,0,21,76,28,3,0,0,42,0,0,0,47,4,16,60,45,4,4,0,53,0,0,0,56,4,33,90,26,7,5,0,32,0,0,0,37,3,17,52,15,0,0,0,22,0,0,0,22,9,8,38,11,0,0,0,10,0,0,0,10,5,8,26,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,10,3,16,388,43,20,8,461,10,0,9,475,78,216,771,7,5,0,0,10,0,0,0,11,7,6,22,46,4,0,0,51,0,0,0,49,3,45,105,56,3,3,4,65,0,0,0,67,0,56,131,46,4,5,3,54,0,0,0,57,0,56,113,35,6,3,0,48,0,0,0,48,5,43,101,29,4,4,0
LGA55110,1691,162,155,2010,1337,199,83,43,1663,156,12,170,1828,185,191,2202,1267,187,60,38,1546,141,15,154,1702,204,161,2071,1485,191,81,39,1802,167,18,178,1983,228,162,2376,1598,214,84,37,1935,137,16,148,2086,224,185,2495,1525,217,106,38,1884,152,14,167,2050,298,193,2540,1230,248,101,26,1608,127,24,147,1751,448,158,2360,751,317,85,14,1171,102,33,137,1306,922,169,2391,259,213,41,11,521,12,16,27,550,1921,168,2640,63,116,18,6,202,4,7,10,217,1877,155,2241,14,87,6,3,112,3,5,7,119,3301,342,3765,11923,3267,812,348,16347,1603,433,2037,18384,11060,2305,31749,350,754,54,21,1177,86,197,284,1463,967,113,2541,948,495,66,42,1549,159,55,211,1760,280,164,2209,1133,288,79,62,1565,127,32,157,1726,207,163,2100,1341,240,110,55,1745,104,18,124,1869,195,193,2256,1520,243,108,48,1918,84,16,98,2021,241,206,2465,1381,208,98,40
LGA55180,181,11,24,216,125,19,13,3,158,7,0,7,163,13,20,197,134,20,10,5,169,10,0,9,175,21,19,217,170,29,13,3,215,11,0,11,225,26,21,270,200,17,19,0,239,8,7,11,249,36,23,310,207,42,27,4,279,16,3,20,294,50,32,372,213,59,15,6,294,12,4,9,303,58,34,392,130,43,19,7,203,15,0,17,216,100,20,340,77,44,3,0,129,0,3,3,131,157,23,308,21,25,10,4,62,0,0,0,62,168,23,254,19,29,4,4,43,0,0,0,43,271,47,364,1614,443,149,49,2247,116,24,135,2383,1082,330,3797,77,55,4,0,146,6,5,15,153,100,15,271,129,18,10,8,166,8,5,14,180,22,19,213,130,36,10,7,180,4,0,5,183,22,20,227,145,28,12,5,185,7,0,7,190,18,24,238,152,21,6,3,185,0,4,3,192,19,20,228,141,29,5,3
LGA55250,42,7,14,73,42,5,7,0,52,0,0,0,57,9,20,77,29,3,5,3,36,0,0,0,36,3,12,54,29,0,0,0,31,0,0,0,31,5,10,49,15,4,0,0,28,0,0,0,28,3,3,32,25,0,3,0,31,6,0,6,41,5,9,55,22,4,5,0,27,0,0,0,31,9,9,43,14,4,0,0,21,0,0,0,21,8,7,33,12,0,0,0,11,0,0,0,13,0,3,21,4,3,0,0,5,0,0,0,5,11,3,21,0,0,0,0,0,0,0,0,0,5,0,10,238,28,33,13,309,16,0,16,326,78,118,522,0,0,0,0,0,0,4,4,6,15,7,27,20,3,4,0,29,0,0,0,27,9,24,64,44,7,8,0,53,0,0,0,57,12,39,102,32,0,0,3,45,3,0,3,42,8,21,69,21,5,0,0,26,0,0,0,26,8,16,49,22,7,4,0
LGA55320,2470,319,175,2957,1853,326,55,23,2258,106,21,128,2386,200,144,2733,2013,238,45,34,2336,110,20,127,2458,148,116,2720,2290,289,60,26,2658,88,17,107,2763,181,150,3101,2366,288,51,22,2727,143,13,156,2877,199,169,3250,2154,301,63,26,2551,148,16,167,2717,214,150,3078,1957,392,89,29,2461,116,36,153,2620,363,149,3123,1239,478,62,17,1795,94,33,132,1926,810,129,2868,482,436,49,11,988,29,28,57,1048,1449,110,2603,123,218,14,4,363,3,11,14,371,1434,110,1924,49,132,12,0,195,0,8,8,198,2976,352,3526,17418,5684,672,288,24062,1188,727,1917,25981,10679,1950,38610,279,1215,52,11,1560,44,234,272,1837,1345,76,3253,1032,1218,68,43,2357,87,124,211,2567,449,93,3107,1579,514,51,46,2192,80,46,124,2312,245,133,2693,1885,331,56,42,2318,70,23,102,2415,161,118,2690,2275,318,93,38,2723,43,13,54,2780,169,149,3094,2465,282,53,34
LGA55390,16,9,4,30,18,0,0,0,25,0,0,0,25,0,10,38,15,0,0,0,15,0,0,0,13,4,4,22,12,3,4,0,15,0,0,0,16,10,3,31,15,0,3,5,21,0,0,0,27,8,3,31,12,0,0,0,18,0,0,0,15,0,3,25,9,0,0,4,17,0,0,3,15,6,6,25,11,0,0,0,14,0,0,0,10,0,0,17,6,0,0,0,6,0,0,0,5,6,3,14,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,138,11,12,10,165,7,5,14,174,58,44,282,0,0,0,0,4,0,0,0,4,4,0,5,19,0,0,4,26,0,0,0,24,0,16,43,21,0,0,0,19,4,0,4,28,0,14,37,23,0,9,0,27,3,0,3,28,5,21,59,21,3,0,0,26,0,4,4,31,6,19,50,22,5,0,0
LGA55460,85,9,6,101,57,14,4,0,77,3,0,3,82,10,6,89,64,5,4,0,71,4,0,4,78,8,4,88,63,11,7,3,79,6,0,6,82,5,14,93,71,10,5,3,86,6,0,7,91,11,8,115,85,11,7,3,98,8,0,3,108,11,9,125,67,19,0,4,90,3,5,3,91,18,13,120,45,7,7,0,62,4,0,4,66,37,13,106,20,4,3,0,36,0,3,4,36,49,11,93,9,9,0,0,27,0,0,0,27,47,13,78,11,0,0,0,15,0,0,0,15,72,12,101,647,126,40,21,830,40,8,50,885,428,118,1432,15,21,0,0,39,0,0,0,41,30,14,87,56,14,0,0,68,6,0,9,79,8,10,95,58,12,0,4,73,0,0,8,79,3,16,102,56,14,3,0,73,5,0,5,80,7,13,98,54,6,3,0,65,0,0,0,60,3,16,83,58,8,0,0
LGA55530,23,0,0,20,15,0,0,0,13,0,0,0,14,0,3,19,10,0,0,0,10,0,0,0,10,0,0,10,14,0,0,0,13,0,0,0,13,0,0,13,13,0,0,0,17,0,0,0,17,0,0,15,12,0,0,0,10,0,0,0,15,3,4,12,13,0,5,0,12,0,0,0,12,3,5,28,12,0,0,0,13,0,0,0,13,14,6,26,3,3,0,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,10,3,8,106,20,5,6,136,6,0,6,137,47,17,203,0,0,0,0,0,0,0,0,0,4,0,6,7,0,0,0,7,0,0,0,7,0,3,12,4,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,12,0,0,15,7,3,0,0,12,0,0,0,12,0,0,15,5,0,0,0
LGA55600,40,3,4,52,52,0,0,0,56,4,0,4,57,5,7,65,46,0,3,0,51,4,0,4,56,7,8,68,66,8,0,0,76,0,0,0,82,3,11,97,54,5,5,0,62,0,0,0,62,10,9,78,77,0,0,4,86,0,0,0,89,8,11,110,64,4,0,0,70,0,0,3,75,11,12,92,34,10,3,3,52,9,0,9,59,10,5,78,30,9,0,0,38,0,0,0,38,32,5,76,8,9,0,0,10,0,0,0,10,28,5,50,4,10,0,0,21,0,0,0,21,57,8,89,525,83,25,16,644,30,5,34,672,226,94,994,16,15,0,0,30,0,3,3,27,28,8,60,35,4,0,0,40,3,0,3,46,6,7,61,47,3,0,7,51,7,0,7,57,7,11,73,32,3,0,0,31,3,0,3,34,12,6,56,37,0,0,0,42,0,0,3,42,4,11,57,42,4,0,0
LGA55670,14,4,0,21,12,0,0,0,11,0,0,0,11,3,0,17,10,0,0,0,8,0,0,0,8,0,0,15,18,5,0,0,21,0,0,3,21,0,5,30,12,3,0,0,11,3,0,3,18,0,0,22,16,3,0,0,19,0,0,0,17,3,0,27,18,4,0,0,25,0,0,3,23,4,6,35,10,0,5,0,18,0,0,0,18,0,0,19,3,0,4,0,8,0,0,0,8,5,0,12,0,3,0,0,3,0,0,0,3,3,0,14,0,6,0,0,3,0,0,0,3,28,8,32,118,34,11,3,162,12,3,17,183,104,23,308,0,3,0,0,5,0,0,0,5,8,11,19,9,4,0,0,6,4,0,0,11,6,0,15,5,0,0,0,7,0,0,0,7,6,0,16,14,0,0,0,13,0,0,0,15,0,0,17,9,0,0,0,7,0,0,0,11,0,0,13,13,0,0,0
LGA55740,195,24,22,240,180,29,8,6,219,10,0,13,233,20,30,275,162,28,13,3,206,8,5,17,222,15,27,264,174,20,5,5,206,11,0,8,215,16,18,249,237,27,3,0,265,9,0,9,278,20,22,316,184,28,0,7,218,13,4,11,234,38,29,302,160,36,4,3,197,9,0,11,214,35,10,264,96,33,3,0,141,4,4,8,151,67,30,249,43,55,3,0,102,0,0,5,104,104,25,233,23,36,0,0,54,0,3,3,57,137,24,221,11,17,0,0,25,0,0,0,25,196,46,271,1454,532,57,25,2068,103,42,140,2207,875,311,3391,9,75,5,0,91,0,14,15,106,134,9,243,77,112,6,0,200,8,5,11,215,40,11,263,113,45,3,3,169,4,7,7,175,30,22,225,146,50,9,0,199,3,4,7,207,32,21,261,173,48,8,3,232,7,0,7,237,11,22,267,202,34,4,5
