LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA55810,0,11,14,263,22,314,0,0,0,8,0,8,4,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,5,30,16,14,113,8,182,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,40,6,63,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,19,0,44,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,17,0,5,3,0,23,4,0,0,17,56,76,91,28,33,405,90,643,5,20
LGA55880,3,24,13,183,5,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,35,29,10,165,8,249,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,47,0,53,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,38,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,4,6,18,60,38,21,347,19,485,0,20
LGA55950,0,16,27,184,4,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,38,26,24,175,4,269,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,31,0,38,5,4,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,7,0,17,60,31,41,346,13,490,0,23
LGA56090,271,1939,1588,9294,251,13340,0,0,3,53,3,64,136,27,22,31,4,220,133,42,22,69,8,279,551,123,64,174,16,925,6369,1892,1357,6404,320,16339,137,6,10,6,0,167,135,21,20,56,0,238,509,125,84,548,27,1289,55,24,16,59,0,158,56,12,4,13,0,86,162,16,22,21,0,219,883,289,193,1687,66,3116,691,213,97,655,41,1693,9,0,4,0,0,8,3,0,0,8,0,14,12,6,6,9,0,28,31,10,6,27,0,75,170,22,18,4,6,222,316,85,65,18,4,484,256,45,8,62,0,381,37,7,10,10,4,73,4,0,0,0,0,4,1184,358,251,1536,58,3379,23,7,0,0,0,30,157,24,19,0,0,206,40,8,5,16,0,58,15,0,0,9,0,36,30,0,0,0,0,34,215,59,33,98,3,404,1192,228,151,231,35,1839,147,55,49,353,2980,3587,11321,3381,2450,15746,3634,36533,283,2101
LGA56160,0,4,0,22,0,27,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,14,11,16,4,0,79,14,117,0,0
LGA56230,87,667,549,4511,154,5974,0,0,3,31,3,38,41,0,0,12,0,58,19,12,0,12,0,45,148,43,17,75,6,294,2050,658,565,3145,150,6571,47,0,0,0,0,52,20,3,0,19,0,44,112,41,36,218,8,416,7,6,3,9,0,30,11,3,0,5,0,12,29,9,0,5,0,37,289,94,95,693,25,1197,127,47,23,210,8,415,12,0,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,8,12,3,0,0,4,17,57,15,5,4,4,82,84,32,8,3,0,125,29,6,6,16,0,51,8,0,3,3,0,18,0,0,0,0,0,0,406,167,90,638,23,1321,0,0,0,0,0,0,30,9,3,0,4,41,5,0,0,15,0,19,4,0,0,0,0,6,3,0,4,0,0,8,56,9,10,27,3,109,258,56,42,87,3,451,48,31,16,238,778,1105,3300,1182,915,7647,1104,14150,102,841
LGA56300,11,69,50,377,15,509,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,9,4,4,3,0,25,198,59,53,309,10,630,0,0,0,0,0,0,5,0,0,4,0,4,17,4,0,23,0,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,13,80,6,141,12,7,0,34,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,17,0,4,0,0,24,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,52,9,10,75,0,143,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,4,0,20,32,5,5,17,0,60,4,0,0,10,42,58,335,102,86,665,72,1260,12,65
LGA56370,4,16,13,300,4,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,64,23,11,254,6,359,6,0,0,0,0,6,0,0,0,0,0,0,5,0,3,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,37,0,50,12,7,0,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,10,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,37,0,69,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,22,3,6,0,11,40,58,136,62,31,527,61,809,10,37
LGA56460,24,206,188,1994,48,2458,0,0,0,23,0,23,25,0,0,6,0,37,4,0,0,0,0,3,50,7,6,42,0,100,401,213,180,1238,49,2082,36,0,9,0,0,37,9,0,0,12,0,22,32,13,8,95,3,152,0,0,0,0,0,5,3,0,0,0,0,3,19,0,6,0,0,23,67,31,22,300,9,427,52,14,13,93,0,178,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,4,4,0,41,18,20,13,3,0,50,45,5,4,16,0,79,6,0,0,0,0,10,0,0,0,0,0,0,75,50,37,241,4,405,9,0,0,0,0,9,37,0,0,4,0,37,13,0,6,5,0,24,4,0,0,0,0,4,11,0,0,0,4,12,8,6,0,17,0,32,118,22,11,40,5,193,17,8,3,93,194,318,903,371,316,3204,302,5099,19,205
LGA56580,154,1004,852,4534,87,6629,0,0,0,0,0,5,1530,67,84,32,29,1736,61,11,12,56,0,141,246,67,32,57,5,402,2635,876,674,3646,86,7918,30,3,11,0,0,48,154,13,15,22,0,207,260,55,46,233,15,598,90,39,16,110,0,255,28,0,4,13,0,44,355,21,8,17,5,403,527,174,150,1263,29,2141,255,120,51,267,7,700,35,5,4,0,0,39,10,9,0,12,0,32,9,4,5,10,0,22,18,3,0,10,0,33,13,5,3,3,6,25,104,42,24,6,7,178,101,25,17,37,0,177,36,4,14,6,0,48,0,0,0,0,0,0,780,256,188,1034,25,2279,21,0,8,0,0,27,229,7,19,0,0,254,36,5,4,16,0,65,93,10,3,0,0,100,53,0,7,0,0,60,93,28,22,47,0,189,1391,185,144,144,40,1901,94,17,20,98,713,947,7828,1816,1434,8366,982,20432,189,1082
LGA56620,0,12,3,65,0,84,0,0,3,1162,5,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,6,4,45,0,70,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,13,0,32,0,0,0,28,52,83,61,21,12,1291,54,1442,0,5
LGA56730,68,442,361,3433,110,4415,0,0,5,58,0,61,43,0,5,3,8,58,13,3,3,12,0,27,102,35,19,46,5,204,1039,446,337,2450,112,4384,113,0,6,0,0,114,24,8,0,19,0,48,104,29,18,196,10,360,15,4,0,8,4,24,12,3,0,0,0,16,24,7,4,4,0,32,161,79,46,550,13,846,70,32,11,117,0,234,3,0,0,0,0,3,0,0,0,5,0,9,5,0,0,0,0,4,6,0,0,0,0,9,34,15,9,0,0,60,56,20,9,4,0,94,113,12,7,39,6,173,8,0,3,8,0,23,5,5,0,4,0,8,228,80,61,525,11,909,27,6,5,0,0,32,49,7,0,3,0,61,9,0,3,6,0,16,0,0,0,0,0,0,6,0,0,0,0,6,28,8,5,21,0,58,250,49,24,96,11,430,42,14,8,183,810,1060,2206,784,581,5942,1045,10559,82,424
LGA56790,18,115,89,1212,56,1482,0,0,0,39,0,39,3,0,0,0,0,6,0,0,0,4,0,6,31,5,6,8,0,44,311,119,95,800,37,1370,5,0,0,0,0,4,5,0,0,3,0,8,31,13,11,68,7,127,4,0,0,6,0,6,3,0,0,0,0,3,0,0,4,4,0,6,39,18,18,185,3,264,17,5,9,37,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,12,14,5,6,0,0,24,5,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,84,25,18,154,0,280,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,28,47,9,13,17,0,79,17,9,5,54,138,219,553,212,172,2023,230,3193,21,132
LGA56860,0,17,4,84,11,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,4,50,10,94,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,7,0,11,0,0,0,0,13,15,26,15,4,151,27,234,0,21
LGA56930,11,66,92,375,7,546,0,0,0,0,0,0,26,0,4,5,0,35,15,0,0,4,0,20,20,3,13,5,0,42,167,55,62,307,9,615,10,0,0,0,0,10,6,0,0,5,0,6,12,4,7,15,0,45,4,9,0,7,0,23,0,0,0,0,0,7,8,0,4,0,0,9,31,14,12,124,0,187,9,4,6,25,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,14,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,17,12,115,0,184,4,0,0,0,0,4,23,0,4,4,0,31,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,14,75,7,8,15,5,112,0,0,0,3,118,125,381,118,144,746,138,1530,8,86
LGA57000,7,35,26,315,7,381,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,14,3,0,4,0,17,87,34,31,234,4,385,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,16,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,64,0,99,3,3,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,15,3,0,0,0,17,0,0,0,4,0,3,3,0,0,0,0,3,0,0,0,0,0,0,27,12,7,34,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,26,11,5,5,0,43,0,0,0,14,66,80,187,63,52,526,78,904,0,22
LGA57080,98,426,343,1736,37,2645,0,0,0,23,0,28,2519,21,33,13,30,2617,70,3,6,24,0,112,163,39,14,29,3,252,2207,404,330,1680,68,4685,183,0,15,0,3,206,174,13,8,20,0,215,277,34,22,189,5,527,85,24,12,31,0,150,38,6,6,0,0,42,744,0,10,3,13,775,872,80,74,665,25,1714,345,68,28,181,9,627,320,0,3,3,3,336,18,3,0,4,0,29,28,0,0,5,0,39,10,6,0,5,0,21,76,6,7,0,0,88,137,25,7,0,0,175,194,15,8,31,3,252,81,4,7,8,0,102,3,0,0,0,0,3,615,97,68,463,16,1259,76,3,0,8,4,83,132,5,0,0,0,144,116,3,9,6,0,133,67,0,3,8,0,75,142,0,5,0,0,142,86,7,7,19,6,129,2835,77,95,91,58,3154,124,9,3,38,2842,3018,11293,845,672,3744,3091,19645,156,507
LGA57140,6,55,34,462,32,591,0,0,0,11,0,11,0,0,0,0,0,4,0,0,0,0,0,5,5,0,0,4,0,12,103,38,21,305,10,489,0,0,0,0,0,0,0,0,0,0,0,4,16,4,9,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,60,5,89,16,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,9,11,13,0,0,0,23,6,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,49,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,23,5,8,5,0,42,4,0,3,23,46,76,205,79,55,743,81,1163,7,44
LGA57210,45,198,184,1546,36,2007,0,0,0,6,0,6,16,0,0,5,0,24,0,0,0,0,0,3,61,10,13,22,0,110,628,222,190,1120,56,2215,19,0,7,0,0,27,3,0,0,5,0,17,53,10,17,90,0,177,3,0,0,4,0,10,0,0,0,0,0,10,4,0,0,3,0,5,90,34,28,262,7,423,24,14,7,36,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,10,6,0,0,0,18,35,18,7,4,0,61,19,3,0,7,0,34,4,0,5,0,0,7,0,0,0,0,0,3,136,43,41,248,12,487,0,0,0,0,0,3,24,3,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,3,9,11,0,56,152,12,25,32,0,222,25,9,0,72,307,410,1181,367,323,2611,395,4880,47,208
LGA57280,63,481,401,4147,154,5245,0,14,3,424,8,445,100,3,12,28,0,147,43,14,3,13,3,69,95,47,18,58,5,229,1133,376,339,2220,99,4169,157,0,13,4,4,174,27,4,0,10,0,46,95,44,25,269,11,443,17,4,6,19,4,48,17,0,0,5,0,17,120,0,0,0,3,127,251,73,68,637,18,1042,67,46,13,131,5,260,15,0,0,0,0,21,18,0,0,10,0,36,16,3,0,4,0,23,5,0,0,7,0,22,240,18,27,0,13,295,206,43,37,6,4,291,15,9,10,18,0,55,3,0,3,6,0,19,14,0,0,3,4,19,311,78,61,498,19,964,9,0,0,4,0,14,105,9,7,4,0,118,32,6,5,3,3,42,24,0,0,0,0,24,10,0,0,0,0,10,44,3,4,19,0,73,794,72,72,195,17,1156,47,9,8,194,2996,3261,3338,826,674,6892,3306,15040,104,484
LGA57350,3,44,26,426,11,521,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,15,82,35,32,302,11,461,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,53,4,77,7,10,3,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,5,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,54,4,79,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,3,3,7,0,19,4,0,0,11,16,28,135,73,50,745,40,1044,8,34
LGA57420,13,91,84,713,22,920,0,0,0,3,0,3,5,0,0,0,0,6,0,0,0,0,0,0,26,8,4,8,0,57,207,93,66,499,20,897,10,0,0,0,0,10,0,0,0,6,0,0,17,4,0,43,0,75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,11,43,10,4,123,3,188,3,5,0,37,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,16,3,4,0,0,24,6,0,0,7,0,6,0,0,0,4,0,3,0,0,0,0,0,0,58,31,8,113,3,219,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,3,0,10,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,9,53,10,7,24,3,102,15,5,0,37,124,181,437,166,115,1243,168,2127,3,61
LGA57490,953,5282,4150,24673,915,35972,0,11,4,128,7,147,468,30,33,82,14,631,282,75,51,140,0,548,1303,353,240,583,36,2505,23709,4845,4117,16509,1034,50212,585,20,95,4,14,716,228,33,35,112,6,414,1030,313,241,1476,63,3120,108,37,16,97,4,268,95,16,17,19,4,147,448,59,27,26,11,573,3004,636,503,4022,168,8327,895,414,206,1159,56,2726,28,0,4,3,0,35,34,5,5,15,0,58,44,8,4,14,0,71,92,36,20,61,6,217,1968,178,120,46,61,2371,1041,239,191,53,37,1571,317,56,46,138,6,562,99,11,10,30,10,156,125,14,0,0,3,151,4584,951,739,3385,218,9869,364,20,3,17,3,411,1122,67,55,12,15,1271,227,26,10,85,15,355,41,15,3,9,0,60,95,10,7,0,0,109,808,121,67,175,20,1198,3946,623,520,656,137,5881,556,102,91,835,5147,6732,40550,8806,6938,40420,7392,104105,1261,6149
LGA57630,0,12,3,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,20,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,17,23,24,11,6,59,17,105,0,0
LGA57700,160,949,800,4976,120,7011,0,5,0,30,0,30,77,0,9,6,0,91,29,6,3,17,0,58,469,110,90,255,15,942,3144,933,830,3207,188,8306,31,0,12,0,0,41,39,5,8,22,4,71,151,52,42,216,9,470,14,4,0,20,0,43,6,3,0,6,0,18,49,15,4,14,4,89,405,117,77,687,29,1317,229,80,56,293,15,676,4,0,0,0,0,4,6,0,0,3,0,6,0,0,0,8,0,9,18,4,0,3,0,30,111,14,8,0,3,133,150,37,26,9,9,223,44,10,14,30,7,102,16,0,0,3,0,16,6,0,0,0,0,7,529,170,102,604,26,1436,6,0,0,0,0,6,96,9,7,0,4,123,14,6,4,10,0,39,10,8,0,0,0,21,9,0,0,0,0,12,87,22,18,35,3,171,516,122,88,130,16,869,89,30,25,188,898,1221,5434,1644,1369,8071,1236,17747,303,1423
