LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA52450,141,105,105,103,133,135,91,56,28,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,80,68,35,28,33,27,5,3,0,292,33,19,7,11,12,7,5,4,0,104,250,200,152,149,176,181,101,69,28,1306,0,0,0,0,0,0,0,0,0,5,45,18,17,39,38,50,53,32,9,306,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,21,18,28,11,5,10,0,5,0,101,53,40,32,40,32,31,9,9,9,251,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,14
LGA52520,172,93,106,101,172,100,79,59,18,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,64,40,61,24,31,30,12,4,0,269,7,11,13,12,15,15,6,3,0,90,244,147,175,147,226,151,100,69,18,1268,4,0,0,0,0,0,0,0,0,12,56,17,29,39,40,47,34,14,5,274,0,0,0,0,0,0,0,0,0,0,17,4,9,4,6,8,0,8,0,60,14,22,20,8,13,12,0,0,0,89,35,20,35,43,33,34,20,12,0,224,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,266,66,162,239,307,379,247,138,28,1840,0,0,6,0,0,0,0,0,0,6,6,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,3,3,0,3,0,0,0,10,267,102,139,125,108,76,48,10,6,873,74,46,50,59,56,61,48,28,5,440,611,221,362,430,479,522,350,177,37,3183,9,3,6,6,9,3,3,0,0,36,77,35,38,75,108,167,179,78,13,765,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,22,0,0,0,0,0,0,0,0,0,0,65,34,53,50,91,83,68,34,13,496,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,6,4,0,4,0,0,0,0,0,0,13
LGA52660,1431,828,802,1129,1134,960,673,426,172,7543,0,0,0,0,0,0,0,0,0,7,29,11,22,9,14,4,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,3,0,0,0,0,29,3,9,5,3,3,0,0,0,0,29,1118,586,641,470,382,232,82,45,13,3561,259,169,148,154,161,107,55,22,16,1090,2851,1599,1632,1783,1714,1312,814,490,202,12403,25,5,24,17,19,14,3,3,0,108,294,235,184,302,445,473,373,273,110,2693,0,0,0,0,0,0,0,0,0,0,74,30,23,41,31,32,38,13,8,296,0,0,0,0,0,0,0,0,0,0,671,356,382,386,422,284,225,129,51,2903,7,5,0,8,5,7,9,9,0,43,3,0,4,4,3,0,6,5,3,27,11,4,13,10,9,13,8,3,3,77
LGA52730,295,141,144,243,390,435,399,218,81,2346,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,11,14,7,4,4,0,66,11,0,12,11,14,7,4,4,0,66,555,246,178,306,339,287,179,51,11,2144,132,48,48,64,93,70,41,20,12,531,998,445,380,634,867,837,629,297,101,5197,12,7,7,20,9,14,8,4,0,88,50,31,14,52,124,171,254,125,44,868,0,0,0,0,0,0,0,0,0,0,7,5,3,5,8,10,18,13,6,70,0,0,0,0,0,0,0,0,0,0,76,48,44,73,94,93,90,41,8,566,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,6,3,0,0,8,16,10,4,10,9,6,5,8,0,70
LGA52800,1111,651,646,613,562,420,166,75,18,4256,0,0,6,0,0,0,0,0,0,10,0,0,6,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,20,12,11,6,4,3,5,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,15,11,6,8,4,3,0,0,68,364,195,265,186,156,100,9,14,3,1298,437,449,872,513,264,130,41,25,10,2744,1940,1315,1810,1331,1000,658,231,119,34,8433,0,0,8,3,6,11,0,0,0,34,39,27,50,58,64,96,47,14,0,390,0,0,0,0,0,0,0,0,0,0,12,3,9,7,11,12,9,0,0,62,0,0,0,0,0,0,0,0,0,0,296,163,204,178,203,148,69,18,9,1273,0,4,3,5,3,6,0,3,0,22,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,5,0,0,0,14
LGA52870,442,228,186,376,501,602,433,184,61,3008,3,0,0,3,0,0,0,0,0,13,7,0,5,0,6,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,8,7,0,0,0,30,6,4,5,7,8,7,0,0,0,30,484,195,173,257,267,220,87,18,8,1710,91,31,48,66,79,77,43,17,13,469,1043,469,432,725,878,922,568,219,71,5325,3,3,10,7,8,14,4,0,0,58,101,52,67,97,173,249,240,95,29,1101,0,0,0,0,0,0,0,0,0,0,12,5,7,9,5,6,5,0,0,58,0,0,0,0,0,0,0,0,0,0,246,90,98,128,148,169,124,64,25,1096,10,6,0,8,4,0,3,0,0,30,0,0,0,0,0,3,0,0,0,8,19,0,3,10,9,8,19,11,0,77
LGA52940,81,10,41,56,47,98,58,28,16,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8,38,19,21,16,5,3,0,176,9,4,8,3,5,4,3,7,0,49,156,29,88,87,72,119,66,39,22,677,0,0,0,0,0,0,0,0,0,0,26,9,12,12,26,38,26,15,5,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,11,6,10,12,18,9,13,0,6,75,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,0,17
LGA53010,72,23,38,60,79,60,52,19,8,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,37,20,17,10,3,0,0,145,9,3,6,4,6,9,5,0,0,37,120,36,86,82,101,85,64,20,8,605,0,0,0,0,0,0,0,0,0,0,10,0,15,15,15,24,18,7,0,113,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,9,22,19,18,17,11,7,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,0,18
LGA53080,77,42,78,97,89,72,74,21,7,559,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,8,75,44,64,37,36,25,10,0,0,300,56,39,43,37,31,23,19,3,0,255,221,120,191,177,166,135,103,25,5,1142,0,0,3,4,0,0,0,0,0,9,9,0,8,9,14,17,13,12,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,35,7,18,9,31,23,22,8,0,151,6,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,753,411,283,566,711,561,347,273,124,4046,4,0,5,9,3,0,0,0,0,21,0,0,3,0,3,3,0,0,0,24,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,13,10,6,12,13,4,4,0,57,4,17,12,6,12,13,0,4,0,64,418,291,262,312,331,295,109,38,10,2073,105,82,76,96,105,69,38,26,14,609,1294,815,652,1008,1184,967,505,347,158,6931,6,4,8,14,17,16,11,0,0,75,123,70,48,114,198,183,144,91,34,1003,0,0,0,0,0,0,0,0,0,0,21,4,13,12,9,5,3,9,0,80,0,0,0,0,0,0,0,0,0,0,446,236,137,233,356,229,174,130,52,1981,0,0,0,0,0,0,0,3,5,7,0,3,3,4,0,7,0,0,0,30,0,3,0,4,8,8,6,7,0,38
LGA53220,848,620,1204,1120,954,502,108,18,0,5366,3,0,11,10,4,0,0,0,0,36,3,13,27,12,4,7,0,0,0,65,4,0,0,6,0,0,0,0,0,6,89,70,43,32,23,14,5,6,4,285,0,4,0,0,0,0,0,0,0,4,3,8,10,13,8,0,0,0,0,51,100,80,64,48,28,18,4,6,4,346,462,488,939,624,397,146,17,5,0,3079,399,418,791,623,433,205,26,6,0,2893,1828,1635,3072,2475,1853,893,156,32,4,11949,17,11,28,30,21,20,0,0,0,132,103,44,185,218,236,124,33,0,0,949,0,0,0,0,0,0,0,0,0,0,59,30,56,48,37,28,9,0,0,265,0,0,0,0,0,0,0,0,0,0,266,164,520,407,279,186,36,3,0,1862,3,3,7,7,5,0,0,0,0,25,6,9,6,12,8,10,0,0,0,49,0,0,0,0,3,0,6,0,0,14
LGA53290,1314,737,620,1069,1247,1086,828,467,147,7511,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,7,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,3,9,0,0,0,43,0,8,12,6,3,9,0,0,0,42,1275,679,598,614,520,305,153,54,11,4205,376,233,203,205,223,138,119,73,24,1609,2987,1677,1457,1913,2013,1536,1106,595,190,13478,16,8,8,21,15,11,9,0,0,81,321,228,153,251,427,403,379,210,70,2442,0,0,0,0,0,0,0,0,0,0,43,29,15,23,32,30,21,10,12,213,0,0,0,0,0,0,0,0,0,0,464,258,254,292,383,235,212,118,48,2268,3,5,8,5,5,9,7,0,0,49,0,3,3,0,5,0,0,0,0,14,16,5,15,10,12,17,12,13,3,113
LGA53360,201,68,172,199,193,205,103,48,6,1204,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,5,0,0,0,0,8,209,95,157,167,113,70,43,8,0,849,55,28,60,50,37,33,21,7,0,292,471,199,394,432,354,313,167,61,7,2389,0,3,3,6,4,0,0,0,0,18,59,12,31,62,72,83,80,22,7,420,0,0,0,0,0,0,0,0,0,0,5,6,3,4,8,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,80,37,55,84,70,65,43,6,4,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,4,0,0,0,0,0,0,0,0,10
LGA53430,1687,1175,1492,1797,2011,2101,1612,1227,467,13574,16,13,23,15,10,4,3,0,6,88,31,20,38,32,23,14,8,0,0,175,11,6,16,9,12,19,11,3,0,92,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,22,24,36,38,27,29,3,3,0,180,22,20,37,42,27,31,5,3,0,189,1766,1256,1777,1492,1344,1023,390,164,64,9275,377,351,479,383,384,344,163,140,66,2689,3946,2879,3949,3894,3911,3632,2224,1541,602,26583,31,33,67,87,96,86,53,8,0,461,247,147,203,331,490,593,577,328,121,3042,0,0,0,0,0,0,0,0,0,0,23,17,47,27,34,24,23,14,10,218,0,0,0,0,0,0,0,0,0,3,957,634,739,799,945,913,725,653,306,6679,3,5,0,0,3,10,4,6,3,37,21,27,23,26,45,34,29,21,6,226,7,7,3,6,10,16,11,7,5,63
LGA53570,422,171,197,356,401,559,449,175,38,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,9,0,0,5,0,0,4,0,0,0,9,335,149,116,189,157,160,91,20,10,1231,147,54,59,99,71,92,62,23,7,618,920,384,386,652,642,821,610,223,53,4686,13,10,15,13,9,8,0,0,0,67,119,73,40,95,168,214,257,116,24,1107,0,0,0,0,0,0,0,0,0,0,8,4,3,7,5,4,14,0,0,51,0,0,0,0,0,0,0,0,0,0,169,68,97,116,137,155,136,45,8,924,6,0,0,0,0,4,0,0,0,11,0,0,4,0,0,4,6,0,0,18,9,0,0,0,7,3,4,4,0,34
LGA53640,173,64,86,102,143,138,58,33,12,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,0,0,4,6,0,0,0,0,0,6,99,35,48,44,32,28,15,6,0,309,47,16,18,14,20,10,5,0,0,136,328,116,156,159,191,186,75,37,12,1272,0,0,0,0,0,0,0,0,0,6,29,14,10,34,38,51,31,12,3,223,0,0,0,0,0,0,0,0,0,0,22,11,19,12,21,12,3,0,0,97,30,16,18,13,5,8,5,0,0,106,35,7,21,20,15,24,16,6,0,144,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,131,44,69,81,102,117,80,39,15,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,20,24,41,30,18,13,0,0,204,32,3,11,17,6,7,9,6,5,97,233,70,98,133,138,141,101,52,13,984,0,0,0,0,0,0,0,0,0,0,28,13,22,26,39,45,39,17,14,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,72,17,33,33,33,35,27,25,3,279,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,10715,7368,7207,8319,8430,8015,4967,2565,775,58359,447,202,593,353,151,65,32,0,0,1840,1907,1052,949,776,552,237,85,25,6,5593,0,3,0,8,3,6,6,0,0,34,3,0,3,4,0,4,0,0,0,19,123,135,254,77,48,18,11,4,0,673,42,57,95,89,61,45,34,6,0,435,164,191,348,167,111,67,46,18,0,1122,6399,4359,4854,3789,2538,1647,746,276,85,24699,2340,1893,2003,1675,1215,972,527,316,170,11106,22598,15654,16782,15730,13507,11446,6556,3260,1053,106587,712,535,932,895,634,456,264,77,15,4520,1478,1131,944,1518,2174,2346,2147,1202,464,13394,0,3,0,0,0,0,0,0,0,3,625,408,393,348,379,267,213,120,37,2788,11,15,13,3,7,4,3,4,0,48,4622,2982,2992,3415,3104,2685,1880,1012,278,22982,63,26,34,40,38,36,33,11,5,293,82,51,70,79,58,64,39,19,10,470,61,46,55,63,60,78,72,26,12,471
LGA53800,4879,2765,2262,3409,3687,3207,2083,1252,379,23934,11,4,17,17,0,0,0,0,0,55,103,91,66,38,72,26,21,7,0,416,0,0,0,0,5,4,0,0,0,15,7,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,11,15,18,28,20,15,4,0,0,114,22,21,19,31,20,15,4,0,0,139,2379,1540,1372,1247,1014,632,233,102,39,8550,866,614,586,522,445,319,201,148,67,3763,8299,5069,4377,5320,5291,4244,2551,1518,487,37157,60,39,58,74,70,38,8,8,5,356,626,491,428,716,1152,1215,943,591,219,6381,0,0,0,0,0,0,0,0,0,0,101,46,34,50,84,50,30,12,0,402,0,0,0,0,0,0,0,0,0,0,2462,1395,1099,1245,1515,1113,838,516,157,10340,4,0,0,6,10,22,16,11,6,74,4,3,4,13,12,13,13,5,0,63,21,21,14,30,33,38,40,14,8,217
LGA53920,873,464,429,318,269,229,90,30,10,2717,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,8,0,0,0,0,0,0,19,117,99,123,67,60,49,8,0,0,524,70,34,64,25,44,23,15,11,9,288,1068,602,620,420,374,303,119,39,18,3561,0,0,3,5,0,6,0,0,0,16,10,8,7,10,14,21,6,0,0,80,0,0,0,0,0,0,0,0,0,0,19,9,9,15,7,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,248,167,152,123,82,69,24,10,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,2841,1538,1357,2079,2365,2003,1284,572,170,14208,3,3,4,9,4,0,0,0,0,20,8,5,0,11,6,4,0,0,0,35,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,10,16,19,7,3,0,0,77,10,12,10,16,19,8,3,0,0,81,1904,973,1021,934,703,509,228,92,15,6383,565,318,343,356,329,251,140,76,15,2389,5344,2856,2767,3428,3452,2790,1665,740,198,23239,30,20,41,23,30,21,9,3,0,161,656,430,325,588,828,840,713,354,99,4830,0,0,0,0,0,0,0,0,0,0,89,46,39,59,71,54,45,21,3,437,0,0,0,0,0,0,0,0,0,0,1411,693,680,845,875,726,509,236,66,6046,13,0,5,7,9,19,20,16,0,90,9,8,9,10,7,7,3,0,0,56,30,18,34,20,27,25,27,10,4,197
LGA54060,339,143,125,269,339,400,348,179,40,2180,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,330,137,123,147,133,102,40,21,6,1042,73,31,38,37,46,40,27,9,3,308,752,310,286,465,529,539,420,206,52,3569,0,4,7,4,3,6,0,0,0,34,98,64,37,75,135,166,190,110,37,918,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,124,54,56,90,96,121,110,34,13,693,0,0,0,0,0,3,3,0,0,10,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA54130,108,28,75,90,126,110,55,21,3,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,32,45,47,43,36,12,3,0,323,30,10,15,16,20,13,5,4,0,107,241,73,141,150,192,155,72,30,8,1054,0,0,0,0,0,0,0,0,0,3,17,4,10,18,37,44,21,12,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,19,10,25,13,36,24,18,10,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,17721,13140,8423,13759,17134,14991,7477,4045,1563,98257,155,160,168,140,127,98,37,16,0,900,282,287,170,159,189,104,51,16,3,1260,26,26,9,40,39,46,17,9,3,215,4,0,3,0,0,0,0,0,0,4,19,44,35,22,28,15,4,4,0,168,74,120,126,99,151,94,42,20,12,728,95,163,163,119,172,109,45,22,6,898,8883,7294,5755,5894,4936,3531,1193,505,160,38162,2084,1785,1439,1549,1631,1272,574,387,221,10945,29458,23091,16399,21989,24564,20411,9489,5023,1974,152403,205,233,271,358,291,248,134,33,9,1788,3815,2878,1629,3136,5092,5156,4112,1735,810,28364,0,0,0,0,0,0,0,0,0,0,595,372,239,403,404,361,261,113,63,2811,0,0,0,0,3,0,6,0,0,6,7425,4839,3584,4576,5477,4902,3296,1379,511,35994,85,64,34,58,86,96,114,50,17,594,216,197,139,222,308,231,111,83,22,1530,43,39,32,42,65,70,54,27,13,393
LGA54200,5683,3915,3062,4372,4987,5006,3432,1867,593,32910,35,16,58,45,18,18,3,0,0,192,208,114,103,112,51,29,12,8,4,651,4,3,0,7,5,7,6,0,0,29,6,0,4,0,0,0,0,0,0,10,3,9,11,0,3,0,0,0,0,33,13,24,37,40,39,28,7,7,0,193,20,30,51,39,43,29,7,7,0,232,3489,2548,2231,2072,1676,1291,602,255,79,14239,1074,694,658,724,618,496,284,178,99,4820,10586,7380,6252,7465,7494,6938,4375,2314,770,53566,125,73,129,149,104,87,33,11,0,715,1006,825,520,936,1499,1585,1548,927,272,9117,0,0,0,0,0,0,0,0,0,0,193,133,92,146,148,124,135,86,25,1063,51,40,49,26,21,9,4,0,3,211,2633,1657,1370,1683,1837,1471,1175,614,200,12643,21,24,15,13,46,35,48,29,11,236,49,15,25,49,42,28,20,6,0,241,17,14,22,41,32,27,37,18,7,216
