LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA58050,110,336,687,669,424,266,97,24,5,2623,9,7,5,10,7,10,4,0,0,53,5,23,83,131,113,74,22,15,8,463,847,626,1165,1431,1295,977,839,592,335,8111,1575,3536,9041,9799,8284,5488,2812,1299,474,42307,0,139,397,337,257,157,70,19,3,1376,39,128,507,398,210,89,21,3,0,1407,139,840,2556,2400,2416,1793,952,381,72,11542,55,289,770,575,525,387,296,120,18,3033,21,71,221,231,169,108,57,20,9,912,43,348,1192,1036,885,646,310,137,34,4632,29,180,856,923,904,692,301,115,23,4024,162,730,2777,2486,1844,1112,500,182,27,9825,130,519,1498,1448,1125,728,335,75,13,5876,61,245,495,331,215,137,77,25,8,1594,151,421,1171,830,597,366,162,51,11,3762,19,14,23,29,20,17,23,32,0,185,7,49,201,168,139,92,48,24,3,727,732,801,1730,1633,1528,1133,905,662,415,9545,1585,4777,14386,12800,10849,7471,4067,1837,652,58426
LGA58190,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,9,8,0,36,4,7,18,21,36,15,10,15,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,4,0,0,0,0,0,7,0,5,5,4,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,0,3,4,3,0,0,0,0,16,0,0,0,6,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,9,6,7,0,0,47,3,8,27,30,35,20,17,3,0,145
LGA58260,0,0,9,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,6,13,11,4,7,7,51,5,15,42,46,53,45,12,12,7,232,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,7,9,0,0,42,0,0,0,0,3,0,0,0,0,5,0,0,8,6,5,6,7,0,0,29,0,0,0,13,0,8,5,0,0,22,0,0,0,8,0,4,3,0,0,16,0,0,9,10,5,4,0,0,0,26,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,5,6,10,0,0,48,4,5,46,49,29,40,33,6,4,232
LGA58330,9,10,6,15,14,10,9,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,8,4,0,7,0,0,0,22,36,9,17,46,91,77,54,28,9,373,72,67,172,282,475,487,244,68,18,1872,0,0,5,8,12,7,13,0,0,46,0,0,3,0,10,4,4,0,0,22,3,20,39,72,100,128,107,35,6,510,6,3,12,6,20,20,23,10,0,103,0,0,12,12,9,19,10,7,0,68,5,4,15,15,46,55,34,11,0,181,0,4,23,20,33,54,27,10,0,169,9,15,20,31,56,62,52,13,3,251,4,8,10,23,44,57,36,8,0,179,0,4,10,6,5,10,13,4,0,56,3,8,5,10,29,13,17,0,0,87,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,6,9,3,0,32,35,20,32,51,94,99,90,36,3,463,56,87,178,266,462,533,435,137,15,2171
LGA58400,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,7,4,4,28,0,0,20,22,21,9,17,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,0,0,0,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,4,0,5,0,0,0,0,5,0,0,4,0,4,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,13,17,8,3,3,64,3,18,13,21,30,31,15,9,5,143
LGA58470,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,8,4,3,0,0,30,0,7,14,10,17,13,7,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,11,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,3,0,7,0,0,0,48,10,13,26,13,15,21,7,0,0,101
LGA58510,21,159,309,163,98,46,22,16,6,846,10,12,7,0,5,4,3,0,0,36,4,19,52,46,31,21,6,3,3,180,174,397,707,461,385,315,281,366,484,3568,336,1939,5758,3713,2479,1756,867,718,662,18247,0,108,360,269,140,81,26,14,5,995,6,64,275,211,92,46,9,0,0,702,15,227,999,662,411,359,237,105,45,3061,7,87,341,171,139,122,62,42,19,975,5,19,89,67,41,18,25,3,5,272,7,164,622,326,264,212,111,63,29,1790,3,34,272,241,228,204,110,56,19,1166,47,311,1361,944,560,379,170,67,35,3882,18,157,708,469,327,248,144,35,15,2119,17,98,321,179,74,54,20,9,6,772,16,107,362,201,107,61,41,17,4,915,5,9,5,6,5,4,6,4,3,41,7,23,78,42,35,23,15,0,7,227,127,294,890,503,444,358,295,340,483,3736,285,1697,6681,4291,2838,2158,1271,751,676,20653
LGA58540,0,4,5,9,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,7,9,9,6,5,56,4,15,73,68,70,41,22,13,5,312,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,11,9,14,3,4,0,4,37,0,0,0,0,3,10,0,0,0,13,0,0,9,10,11,5,0,0,4,46,0,0,0,6,9,7,4,0,0,26,0,0,3,10,8,6,4,0,0,41,0,0,9,18,11,4,4,0,0,44,0,0,0,3,4,5,0,3,0,20,0,0,0,3,7,0,0,0,0,10,0,0,7,4,8,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,6,7,19,12,12,15,14,0,85,7,13,52,81,87,53,37,20,4,363
LGA58570,12,120,254,179,110,49,15,8,3,747,5,0,7,5,0,6,0,8,0,25,0,23,60,56,42,16,5,3,0,204,130,290,811,478,347,312,198,239,157,2972,225,1684,6323,4276,2901,1852,747,462,226,18694,0,82,389,234,161,81,38,13,0,1002,0,28,201,199,97,44,15,0,0,579,11,129,905,570,371,294,149,68,31,2524,7,70,389,222,171,106,44,36,7,1039,0,15,87,64,40,21,13,3,0,239,4,136,777,479,317,253,94,38,9,2104,0,40,268,266,263,282,118,43,24,1310,21,218,1401,1024,713,393,163,49,18,3986,11,217,952,628,447,341,175,40,7,2819,13,179,590,288,176,96,35,11,3,1390,18,97,317,158,136,82,33,8,3,852,3,14,8,9,0,0,0,4,5,47,6,20,67,58,45,32,18,9,7,262,133,263,928,491,385,308,220,168,143,3052,231,1507,7287,4676,3325,2337,1110,484,251,21217
LGA58610,0,0,7,3,12,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,14,6,6,10,29,12,18,22,8,124,16,33,92,73,113,122,71,43,15,578,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,21,17,16,24,22,8,9,128,0,0,4,0,5,5,7,0,0,28,0,3,10,11,12,6,9,0,0,55,0,3,7,10,7,20,12,3,4,65,0,0,9,12,15,13,6,0,0,59,3,4,11,8,10,17,12,0,0,63,0,3,8,9,10,21,5,0,0,62,0,0,5,0,0,3,0,0,0,11,3,0,4,4,5,7,11,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,10,17,17,38,43,36,23,16,204,17,34,95,104,115,165,108,52,24,718
LGA58680,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,10,8,0,3,35,3,8,23,36,30,28,16,0,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,7,14,7,0,0,0,35,0,0,0,0,0,0,3,0,0,4,0,0,6,9,7,0,0,0,0,25,0,0,0,4,0,7,0,0,0,15,0,0,0,3,6,7,0,0,0,19,0,0,0,6,3,4,0,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,7,13,0,0,44,5,10,26,44,42,33,22,3,0,183
LGA58760,156,508,1129,1197,716,345,155,36,15,4254,9,5,23,8,8,11,11,0,6,83,14,36,130,135,109,69,39,15,8,550,1127,757,1608,1836,1470,1121,900,834,495,10148,2178,4940,14502,15396,11112,6608,3615,1876,748,60969,9,205,564,523,342,159,101,26,5,1936,50,169,687,740,359,130,35,5,0,2181,159,973,3172,3422,3245,2148,1324,563,122,15118,116,559,1671,1366,1295,661,448,212,35,6359,16,92,300,283,210,114,61,21,5,1108,95,583,1865,1827,1550,946,479,173,49,7564,53,301,1347,1475,1242,676,383,158,42,5678,251,964,3855,3892,2833,1407,770,286,75,14339,231,804,2314,2132,1514,953,385,101,22,8459,96,294,645,509,277,152,75,36,13,2103,178,569,1640,1315,1055,494,266,92,18,5625,19,19,24,40,28,21,28,25,9,208,9,57,209,205,200,107,56,31,8,879,1027,956,2216,1980,1897,1267,1033,900,565,11846,2314,6556,20514,19703,16049,9235,5431,2631,957,83400
LGA58820,0,9,14,19,13,8,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,16,17,22,23,38,24,46,29,16,226,49,90,197,235,254,205,152,62,22,1270,0,0,6,11,7,4,0,0,0,23,0,0,0,3,4,0,0,0,0,12,6,27,70,67,89,73,42,29,5,407,0,5,5,20,15,16,11,9,5,80,3,3,11,13,13,4,14,4,0,62,0,12,16,20,34,25,18,9,0,129,0,5,19,26,20,33,4,10,8,117,3,15,27,29,41,24,29,9,5,187,5,12,24,22,23,24,3,0,0,124,0,5,3,0,6,0,3,0,0,22,5,12,26,16,23,24,10,3,0,110,0,0,0,0,0,0,0,5,0,4,0,0,0,3,3,0,0,0,0,11,35,22,58,66,51,81,82,78,38,521,68,110,265,286,336,303,224,152,63,1808
LGA58890,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,6,10,5,0,41,9,9,43,65,74,29,20,18,4,273,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,7,7,15,5,0,0,0,43,0,0,4,0,0,6,0,0,0,5,0,6,12,8,13,0,7,0,0,47,0,0,3,0,7,5,5,0,0,23,0,0,0,3,7,6,10,0,0,33,4,0,6,7,3,10,4,0,0,32,0,0,6,7,7,5,4,0,0,18,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,7,10,20,9,6,0,61,7,8,51,54,68,58,30,7,7,302
LGA59030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,0,18,3,9,29,21,20,11,9,3,0,104,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,5,11,3,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,0,0,3,4,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,6,8,6,3,0,47,6,11,20,40,27,23,5,4,0,142
LGA59100,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,15,5,7,5,0,51,5,10,43,46,61,36,16,12,0,231,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,12,3,3,0,41,0,0,0,0,0,0,0,0,0,5,0,3,13,0,11,0,0,0,0,37,0,0,7,3,10,6,4,0,0,27,0,0,0,0,8,5,0,0,0,17,0,0,9,10,12,3,3,0,0,35,0,0,3,0,0,5,0,0,0,15,0,0,0,0,4,0,0,0,0,9,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,13,15,15,7,3,69,6,6,62,34,62,48,34,13,3,262
LGA59170,0,0,9,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,10,9,9,9,3,8,46,9,14,66,84,51,42,28,11,8,309,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,14,4,7,5,7,0,0,50,0,0,4,0,0,0,0,0,0,8,0,8,24,13,6,4,0,0,0,63,0,0,12,10,4,12,5,5,0,46,0,0,4,17,7,10,8,0,0,49,0,3,9,12,7,8,0,0,0,35,0,0,9,6,4,11,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,17,9,12,23,16,6,0,87,7,23,91,79,57,80,39,18,0,399
LGA59250,0,5,11,0,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,13,3,16,41,40,34,11,3,0,0,149,3,68,198,141,130,46,15,0,0,598,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,40,32,27,12,3,0,0,125,0,0,9,3,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,14,0,0,3,6,0,0,0,0,0,16,0,0,9,6,0,0,0,0,0,15,0,0,3,10,3,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,4,7,55,35,19,14,3,0,0,142,8,29,143,94,70,45,12,0,0,397
LGA59310,0,8,5,6,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,17,10,7,12,3,9,0,78,13,38,121,88,94,72,27,19,4,481,0,0,5,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,0,11,29,26,19,18,15,0,3,123,0,0,3,6,4,4,0,0,0,18,0,3,14,13,8,9,7,0,0,55,0,4,9,5,5,12,7,0,0,39,0,0,14,9,15,19,4,0,0,62,0,8,12,16,15,11,0,0,0,64,0,0,9,8,11,8,4,0,0,36,0,0,5,0,0,0,0,0,0,8,0,0,4,7,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,15,13,16,13,13,11,4,84,5,30,119,95,88,94,54,17,13,515
LGA59320,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,15,4,0,28,30,35,21,19,4,0,135,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,7,0,0,23,0,0,0,0,0,4,0,0,0,3,0,0,7,9,8,0,4,0,0,27,0,0,3,7,3,3,5,0,0,21,0,0,3,3,4,3,0,0,0,11,0,0,3,8,6,0,0,0,0,17,0,6,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,4,3,0,0,30,0,7,27,31,41,30,19,8,0,163
LGA59330,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,15,4,8,52,4,13,27,27,27,21,30,13,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,6,0,0,34,0,0,0,0,0,0,5,0,0,6,0,5,0,6,0,0,0,0,0,12,0,0,9,0,0,3,0,5,0,16,0,0,9,0,4,3,0,0,0,17,0,0,0,6,4,0,4,0,0,20,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,12,13,9,13,8,76,3,10,33,27,38,39,27,19,11,208
LGA59340,8,14,61,27,26,8,9,0,0,151,0,0,3,0,0,0,0,0,0,5,0,3,9,9,14,5,3,0,0,39,86,98,189,186,153,94,46,15,4,875,113,304,901,797,671,391,137,24,0,3337,0,9,19,19,16,4,0,0,0,68,0,0,4,7,3,0,0,0,0,17,3,34,131,97,95,86,25,7,0,487,0,20,41,25,21,34,8,3,0,159,3,16,42,42,27,20,13,0,0,156,4,7,64,57,65,59,24,0,0,267,3,13,63,54,49,36,8,4,0,230,6,36,96,78,66,57,16,0,0,355,7,18,94,72,63,53,10,0,0,318,5,0,19,17,13,3,0,0,0,54,4,16,50,41,23,16,9,5,0,157,0,0,0,0,0,0,0,0,0,11,0,3,19,6,10,5,0,0,0,41,83,99,218,165,179,133,74,23,7,976,125,271,856,683,626,498,189,40,9,3285
LGA59350,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,14,12,6,3,0,0,71,3,36,68,44,28,18,6,0,0,205,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,14,10,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,4,0,0,0,12,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,17,4,16,17,0,4,0,69,6,18,52,32,38,30,9,5,0,191
LGA59360,0,0,5,8,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,23,35,50,33,25,12,13,0,193,10,71,157,158,117,80,27,23,0,650,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,7,29,22,21,15,12,3,4,112,0,0,3,4,5,0,0,0,0,18,0,0,3,6,9,5,3,0,0,24,0,0,6,5,7,4,4,0,0,30,0,0,6,7,14,4,5,0,0,37,0,3,12,9,10,5,0,0,0,44,0,5,5,4,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,44,32,42,34,13,11,8,193,9,26,116,97,130,76,40,23,16,521
LGA59370,0,0,12,19,10,8,7,0,0,61,0,0,0,0,0,0,5,0,0,6,0,0,0,0,4,5,6,0,0,9,20,9,24,29,63,45,38,28,12,270,33,42,157,216,277,337,198,87,20,1363,0,0,0,3,5,8,4,0,0,25,0,0,0,0,0,0,0,0,0,8,6,13,30,34,42,66,68,21,7,282,0,3,3,6,15,20,16,7,0,73,0,4,19,20,10,14,6,5,0,91,0,8,16,20,35,42,27,19,0,176,0,3,12,24,25,45,38,5,5,152,6,3,36,26,35,35,37,18,0,195,3,6,12,17,21,48,25,5,0,137,0,0,0,3,11,15,3,3,0,38,3,4,7,12,25,7,14,6,0,77,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,5,0,0,18,20,13,32,39,60,81,94,57,26,417,39,67,185,213,290,379,345,144,36,1702
LGA59499,0,20,61,25,38,24,7,0,0,183,0,0,5,0,0,0,0,0,0,5,0,4,10,6,10,7,7,0,0,40,61,107,320,290,254,203,81,37,10,1360,91,378,1159,811,716,763,321,56,12,4307,0,9,26,17,10,7,5,0,0,74,0,4,15,5,5,12,5,0,0,44,3,32,159,91,115,106,71,7,3,595,5,13,64,45,22,38,15,3,0,204,0,10,22,16,10,14,9,0,0,86,3,10,66,25,29,43,27,3,0,209,0,7,25,20,15,43,21,5,6,143,8,33,103,55,43,69,42,5,0,356,8,20,76,23,33,39,20,0,0,215,0,14,40,5,7,10,5,0,0,90,0,11,43,35,26,27,10,4,0,161,0,0,3,0,0,0,4,0,0,8,0,6,7,13,13,4,4,3,0,45,47,135,379,319,355,208,129,25,4,1606,64,307,1027,670,678,635,368,57,8,3823
