LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA58260,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,4,0,3,0,0,0,3,0,3,0,0,3,0,0,4,10,3,18,3,4,8,0,0,0,0,0,0,5,5,7,0,0,0,8,11,13,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,6,9,13,121,119,248,17,3,22,25,13,34,14,21,40,67,61,127,244,220,470,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,9,13,20,9,13,24,5,9,10,0,0,0,0,0,0,0,0,0,5,13,18,14,21,31,12,15,24,0,0,0,0,0,0,0,0,0,13,6,24,20,23,45,10,9,20,0,0,0,0,0,3,0,0,0,4,6,11,17,18,34,15,12,21,0,0,5,0,0,0,0,3,3,0,4,8,13,22,36,18,4,23,3
LGA58330,141,6,0,10,8,17,26,13,11,27,8,0,8,112,102,215,52,20,71,0,0,0,9,6,12,3,22,23,8,0,11,71,45,121,15,10,28,0,0,0,3,0,5,0,12,11,0,0,0,25,30,54,12,9,17,0,0,0,0,0,0,4,12,13,4,0,4,20,15,39,984,1040,2024,50,49,101,196,207,405,46,103,146,509,419,926,1786,1817,3602,0,0,0,0,0,0,0,0,0,0,0,0,124,105,223,124,105,223,6,0,0,0,0,0,0,0,0,0,0,0,82,77,164,84,79,166,3,13,18,0,3,4,0,0,0,0,0,0,54,54,100,63,70,127,31,49,81,5,4,9,3,4,4,0,0,0,32,41,78,77,97,174,51,66,115,6,8,16,5,4,9,0,0,3,41,21,62,105,97,199,52,64,116,12,7,14,6,13,17,0,0,0,35,32,65,107,110,214,98,124,224,16
LGA58400,12,0,0,0,3,0,3,0,4,5,0,3,5,16,10,25,3,4,3,0,0,0,0,0,0,0,3,3,0,0,0,3,6,7,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,5,3,3,0,3,0,0,0,0,0,0,0,4,3,0,0,0,9,4,6,80,72,151,7,5,10,14,11,27,0,14,17,42,34,71,145,131,278,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17,12,6,17,6,4,8,0,0,0,0,0,0,0,0,0,10,3,13,13,6,16,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,7,11,5,3,10,0,0,0,4,0,4,0,0,0,0,0,4,12,8,13,0,6,4,0,0,0,0,0,0,0,0,0,4,4,10,9,12,18,7,4,14,0
LGA58470,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,70,8,6,10,9,9,15,5,0,3,43,38,89,98,84,180,0,0,0,0,0,0,0,0,0,0,0,0,17,11,23,17,12,29,0,3,4,0,0,0,0,0,0,0,0,0,12,12,22,10,13,24,3,0,6,0,0,0,0,0,0,0,0,0,17,11,25,16,17,31,0,4,7,5,0,5,0,0,0,0,0,0,11,4,13,15,5,19,11,3,11,0,0,0,0,0,0,0,0,0,0,0,6,14,4,15,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,5,4,11,3,3,5,0
LGA58510,358,15,7,20,70,89,162,31,110,137,58,28,85,372,392,762,161,140,303,15,10,21,36,68,100,30,166,191,37,27,61,278,406,681,172,140,313,7,3,16,24,39,68,65,301,367,23,21,39,291,510,800,146,97,246,11,7,18,26,39,63,124,599,727,13,41,51,319,786,1105,5466,5387,10846,400,373,774,1155,1430,2582,312,1409,1725,6846,5392,12242,14181,13987,28169,0,5,11,0,0,0,0,0,0,0,0,0,805,799,1607,806,809,1615,63,145,211,3,5,6,4,0,4,0,0,0,1639,1410,3047,1704,1561,3271,408,628,1041,10,28,36,14,29,39,0,4,7,1644,1400,3038,2076,2076,4161,921,1011,1931,27,40,70,47,69,115,0,0,0,1079,842,1921,2072,1959,4027,871,838,1712,44,49,93,66,82,148,6,5,9,549,422,976,1536,1396,2928,695,642,1339,45,48,97,84,110,196,4,13,21,341,302,646,1169,1118,2289,558,520,1085,61
LGA58540,21,0,0,0,0,0,0,0,5,5,4,0,4,17,16,32,11,0,13,0,0,0,0,0,0,0,0,0,4,0,4,20,0,23,7,0,5,0,0,0,0,0,0,4,5,5,0,0,0,6,4,11,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,204,192,393,11,6,20,28,19,47,10,15,22,150,62,211,398,297,696,0,0,0,0,0,0,0,0,0,0,0,0,28,21,41,28,21,41,0,0,0,0,0,0,0,0,0,0,0,0,15,11,29,15,16,26,4,3,6,0,0,0,0,0,0,0,0,0,21,17,40,25,19,47,8,9,21,0,0,0,0,0,0,0,0,0,14,14,26,27,23,53,18,22,38,0,0,0,0,0,3,0,0,0,15,6,16,32,24,60,17,18,39,3,0,5,3,3,6,0,0,0,10,4,12,32,27,59,31,28,57,0
LGA58570,352,13,15,24,45,56,99,27,108,131,64,36,101,309,400,707,173,151,326,4,3,8,20,33,52,29,150,183,44,10,57,270,350,627,151,79,227,7,4,12,17,21,37,52,215,269,28,26,58,253,346,596,109,51,159,5,3,6,7,15,23,71,318,381,13,17,30,200,402,608,4979,4926,9906,320,344,658,1030,1183,2211,231,977,1208,7283,5917,13201,13842,13351,27191,0,3,3,0,0,0,0,0,0,0,0,0,536,668,1204,537,672,1210,25,55,84,0,3,0,0,0,0,5,3,8,1097,1290,2387,1131,1353,2478,230,366,601,12,27,38,4,25,36,3,0,3,1864,1834,3699,2124,2256,4378,700,807,1511,31,36,71,39,62,98,0,0,0,1455,1106,2564,2225,2018,4248,740,805,1546,28,39,70,88,86,178,0,7,12,706,532,1240,1564,1477,3042,691,707,1394,37,45,82,73,128,204,0,3,3,415,331,745,1216,1213,2432,662,579,1238,49
LGA58610,55,4,3,3,5,5,12,8,16,18,0,0,3,44,45,95,20,6,30,4,0,4,5,7,6,5,6,15,6,0,0,36,19,52,10,7,16,0,0,0,0,0,0,3,17,23,0,0,5,19,27,53,4,0,7,0,0,0,0,6,9,10,28,37,0,0,0,14,37,51,402,402,805,35,20,59,56,62,121,36,90,120,208,158,365,737,725,1463,0,0,0,0,0,0,0,0,0,0,0,0,42,48,84,42,48,84,0,3,3,0,0,0,0,0,0,0,0,0,29,34,65,36,34,69,0,4,3,0,0,0,0,3,3,0,0,0,28,21,47,33,29,59,27,25,52,0,0,3,0,0,4,0,0,0,10,20,26,38,43,88,23,31,53,0,5,5,0,0,5,0,0,0,18,8,29,46,46,91,24,33,63,0,3,3,7,4,12,0,0,0,11,17,32,45,64,104,21,41,60,0
LGA58680,21,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,115,115,224,3,0,5,18,11,33,0,8,12,48,33,74,188,166,350,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,7,4,12,0,0,3,0,0,0,0,0,0,0,0,0,4,4,8,6,4,14,0,8,6,0,0,0,0,0,0,0,0,0,3,0,5,5,12,10,6,9,14,0,0,0,0,0,0,0,0,0,8,7,10,15,10,27,6,16,25,0,0,0,0,0,0,0,0,0,3,0,5,15,14,28,12,9,20,0,0,0,0,0,0,0,0,0,3,3,8,18,16,33,18,15,33,0
LGA58760,2461,46,41,86,144,229,367,106,435,539,47,22,68,1678,1843,3522,891,657,1550,29,24,58,87,102,189,117,493,612,20,14,32,1151,1289,2430,536,324,861,10,4,19,27,49,79,140,551,691,15,10,27,734,947,1673,305,158,458,9,6,16,28,34,59,174,702,877,11,25,32,530,914,1443,29904,30402,60307,1405,1957,3367,3409,5155,8566,837,3337,4175,20655,17903,38560,56212,58753,114964,14,14,28,0,3,3,0,3,7,0,0,0,6868,6521,13389,6895,6542,13434,227,565,795,12,30,38,6,16,23,8,3,4,6238,5693,11928,6487,6305,12795,1769,2807,4584,87,203,294,61,109,174,4,3,9,4919,4210,9128,6847,7340,14183,4008,4803,8819,179,280,458,138,283,425,6,21,30,3037,2517,5553,7384,7902,15282,4562,4770,9336,247,404,651,258,409,670,15,37,48,1834,1512,3348,6916,7136,14048,4802,4878,9682,284,389,670,450,709,1155,11,43,53,1474,1222,2696,7018,7243,14261,4769,4708,9479,335
LGA58820,111,5,0,6,11,15,31,8,22,33,3,0,4,92,87,175,38,31,64,0,3,3,3,6,7,0,21,24,3,0,4,45,56,101,29,7,37,0,0,0,0,7,7,3,26,30,0,0,0,38,36,67,10,7,10,0,0,0,0,0,0,10,35,46,0,0,0,15,42,58,733,754,1486,48,66,114,139,133,275,32,137,170,450,351,803,1406,1444,2851,0,0,0,0,0,0,0,0,0,0,0,0,126,120,249,126,120,249,4,0,9,0,0,0,0,0,0,0,0,0,88,80,172,93,88,180,17,24,36,0,4,3,3,4,6,0,0,0,73,56,126,93,82,175,51,72,118,3,4,7,0,9,5,0,0,0,50,41,90,100,116,220,63,67,128,5,5,13,3,9,12,0,0,0,34,35,69,103,117,221,64,73,140,3,7,13,8,8,18,0,0,0,27,25,50,114,115,228,88,86,175,9
LGA58890,28,0,0,0,0,0,0,0,8,9,6,0,6,20,21,42,8,9,24,0,0,0,0,0,0,0,3,6,0,0,0,12,19,27,9,3,19,0,0,0,0,0,0,3,3,8,0,0,0,15,7,20,5,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,3,10,225,218,443,13,10,22,26,16,42,12,20,27,85,60,149,357,325,683,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,9,8,18,3,4,12,0,0,0,0,0,0,0,0,0,9,9,24,9,16,36,14,19,34,0,0,0,0,0,0,0,0,0,4,5,11,21,16,44,5,16,21,0,0,0,0,0,0,0,0,0,4,6,16,16,23,40,13,15,26,3,0,3,0,5,5,0,3,3,7,4,18,27,20,49,20,28,45,0
LGA59030,3,3,0,3,0,0,0,0,3,3,0,0,0,8,3,16,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,70,53,121,9,0,9,20,8,26,3,7,12,42,18,61,141,90,225,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,14,7,22,0,6,6,0,0,0,0,0,0,0,0,0,8,5,13,8,7,18,7,0,8,0,0,0,0,0,0,0,0,0,5,3,11,8,12,20,12,13,15,0,0,0,0,0,0,0,0,0,8,7,14,18,17,31,10,5,14,0,0,0,5,0,5,0,0,0,3,4,8,20,6,21,5,4,12,0
LGA59100,17,0,0,0,0,4,6,0,4,8,0,0,0,17,20,35,4,8,10,0,0,0,0,0,0,0,6,10,0,0,0,7,16,18,3,0,7,0,0,0,3,0,3,0,0,4,0,0,0,6,9,13,3,4,4,0,0,0,0,0,0,0,3,8,0,0,0,5,8,13,172,169,331,18,11,25,24,21,49,12,25,35,82,48,131,309,276,581,0,0,0,0,0,0,0,0,0,0,0,0,8,17,23,8,17,23,0,4,4,0,0,0,0,0,0,0,0,0,14,8,17,14,7,20,8,10,13,0,0,0,0,0,0,0,0,0,14,4,22,19,15,38,12,15,27,0,0,0,0,0,0,0,0,0,11,11,18,21,24,47,14,14,25,0,0,0,0,5,5,0,0,0,9,0,9,25,18,40,10,8,20,0,0,0,0,0,0,0,0,0,6,10,14,18,20,36,17,16,27,0
LGA59170,19,0,0,0,0,0,0,0,8,5,0,0,0,13,16,27,7,6,19,0,0,0,3,0,3,0,8,8,0,0,0,10,20,28,6,3,13,0,0,0,0,0,0,0,4,3,0,0,0,8,10,19,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,219,219,439,5,13,17,27,32,58,8,21,27,118,66,183,375,349,726,0,0,0,0,0,0,0,0,0,0,0,0,16,11,26,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,24,11,41,24,15,39,3,5,12,0,0,0,0,0,0,0,0,0,18,16,34,28,23,50,24,16,41,0,0,0,0,0,0,0,0,0,23,13,37,46,31,80,19,17,40,0,0,0,0,0,0,0,0,0,13,6,17,26,26,52,17,29,46,0,0,0,4,0,5,0,0,0,7,5,12,27,32,64,21,15,38,0
LGA59250,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,66,332,36,13,51,74,29,99,3,11,17,377,170,542,752,286,1039,0,0,0,0,0,0,0,0,0,0,0,0,27,4,28,27,6,35,0,0,0,0,0,0,0,0,0,0,0,0,32,14,46,37,14,48,7,3,12,4,0,4,0,0,0,0,0,0,56,16,75,63,26,90,25,4,29,4,4,3,0,0,0,0,0,0,49,34,81,76,32,111,24,8,34,4,3,5,5,0,5,0,0,0,27,18,41,54,29,85,19,3,27,0,0,0,6,0,8,0,0,0,14,8,28,50,14,61,17,0,20,4
LGA59310,21,0,0,0,4,0,3,0,4,9,0,0,0,18,18,33,11,9,21,0,0,0,0,0,0,0,7,3,0,0,0,14,15,25,17,6,21,0,0,0,0,0,0,0,11,16,0,0,0,18,15,31,0,0,4,0,0,0,0,0,0,0,14,18,0,0,3,5,16,19,295,296,589,22,23,49,45,37,78,16,41,50,185,141,323,554,532,1091,0,0,0,0,0,0,0,0,0,0,0,0,27,14,39,27,14,39,0,4,0,0,0,0,0,0,0,0,0,0,42,17,58,41,20,64,8,12,21,0,0,0,0,0,0,0,0,0,25,26,50,35,42,78,24,30,56,0,0,0,6,3,3,0,0,0,25,14,38,49,46,96,24,21,42,0,0,0,0,0,5,0,0,0,16,18,35,44,38,83,23,22,48,0,0,9,6,4,9,0,0,0,17,11,28,48,42,85,22,31,53,3
LGA59320,13,0,0,0,0,0,0,0,0,3,0,0,0,9,10,16,4,0,5,0,0,0,0,0,0,3,0,3,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,90,189,7,9,5,16,11,27,3,6,15,38,31,66,162,146,306,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22,12,9,22,3,3,10,0,0,0,0,0,0,0,0,0,0,9,9,11,8,16,4,12,10,0,0,0,4,0,4,0,0,0,5,0,9,13,15,22,16,12,26,0,0,0,0,0,0,0,0,0,0,6,4,14,16,30,12,6,14,0,0,0,0,3,3,0,0,0,4,3,0,11,16,26,4,8,13,0
LGA59330,29,0,0,0,0,0,0,0,4,9,5,0,5,21,20,44,4,5,8,0,0,0,0,0,4,0,4,4,0,0,0,11,10,18,10,0,10,0,0,0,0,0,7,0,6,3,3,0,0,14,11,18,3,0,0,0,0,0,0,0,0,0,10,14,0,0,4,7,12,15,110,108,219,12,3,14,17,20,42,7,26,37,66,47,113,213,202,421,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,11,7,18,4,5,11,0,0,0,0,0,0,0,0,0,14,7,23,17,19,39,7,6,14,0,0,0,0,0,0,0,0,0,3,0,3,12,3,18,5,6,13,0,0,0,0,4,4,0,0,0,4,8,3,3,15,22,6,6,8,0,0,0,0,0,0,0,0,0,3,3,12,9,7,22,12,14,23,0
LGA59340,38,3,0,6,10,7,14,5,4,14,12,5,13,58,22,82,8,8,20,0,0,0,3,0,5,5,3,7,3,0,3,18,23,36,5,3,11,0,0,0,0,0,0,3,10,12,3,0,3,11,11,22,0,3,3,0,0,0,0,0,0,7,4,7,0,3,3,6,11,20,1107,1041,2152,99,89,192,264,189,449,50,80,126,1577,1394,2969,3095,2799,5889,3,5,4,0,0,0,0,0,0,0,0,0,194,207,401,198,213,405,4,4,12,0,0,0,0,0,0,0,0,0,276,222,499,282,236,513,31,54,83,4,0,0,4,7,11,0,0,0,242,274,514,279,331,614,81,114,194,4,7,12,7,11,20,0,0,0,191,207,397,282,340,621,90,109,196,8,9,21,11,9,25,0,4,4,122,141,261,233,272,501,131,129,258,10,12,26,22,17,34,0,8,8,93,108,204,255,271,524,134,101,234,12
LGA59350,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,99,21,128,3,0,10,18,5,20,3,4,4,120,70,189,249,105,348,0,0,0,0,0,0,0,0,0,0,0,0,7,7,20,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,19,9,24,19,9,23,0,4,4,0,0,3,0,0,0,0,0,0,25,15,37,25,12,40,8,5,11,3,0,3,0,0,0,0,0,0,14,4,16,24,6,32,6,0,10,0,0,0,0,0,0,0,0,0,11,6,13,18,3,20,10,3,10,4,0,4,0,0,0,0,0,0,8,6,10,18,11,28,4,3,11,0
LGA59360,24,0,0,0,5,0,9,0,3,3,0,0,0,23,10,36,11,3,16,0,0,0,3,0,3,4,3,4,3,0,3,15,8,25,5,7,10,0,0,0,0,3,5,3,0,8,0,0,0,12,12,22,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,387,266,655,40,23,67,82,40,117,12,24,33,321,140,459,841,489,1334,0,0,0,0,0,0,0,0,0,0,0,0,16,13,31,16,13,31,0,4,4,0,0,0,0,0,0,0,0,0,23,20,45,23,22,46,19,13,33,0,0,0,0,0,0,0,0,0,42,24,71,60,38,103,24,7,33,0,0,0,0,0,0,0,0,0,28,11,40,54,22,73,22,19,43,3,3,3,4,4,4,0,0,0,13,12,22,40,33,73,16,19,39,9,0,8,5,0,7,0,0,0,22,8,30,52,28,86,35,27,64,3
LGA59370,116,0,0,5,9,14,27,7,15,21,3,0,11,88,92,180,47,36,87,0,0,0,4,4,8,5,23,26,0,0,0,63,57,118,21,15,37,3,0,3,3,0,4,4,26,31,0,4,8,36,42,84,6,4,13,0,0,0,0,0,0,3,26,32,0,0,0,12,35,48,775,778,1552,40,41,81,133,156,287,34,134,167,386,303,687,1373,1403,2776,0,0,0,0,0,0,0,0,0,0,0,0,92,63,157,92,63,157,0,8,5,0,0,0,0,0,0,0,0,0,71,43,115,73,47,122,6,10,18,0,0,0,4,0,7,0,0,0,44,39,81,50,59,105,24,40,68,0,5,8,3,5,7,0,0,0,38,33,74,74,86,160,58,54,112,7,0,8,0,3,11,0,0,0,28,25,52,85,84,176,40,50,93,4,8,11,0,12,8,0,5,5,18,12,35,68,87,154,59,78,141,6
LGA59499,100,10,9,15,28,12,38,3,4,12,10,5,13,126,55,179,27,7,29,5,0,11,18,0,13,3,15,16,4,0,5,52,23,72,3,0,3,4,0,4,0,0,0,5,3,8,3,0,8,15,5,24,3,0,0,0,0,0,0,0,4,3,3,12,0,0,0,6,12,16,1178,1021,2206,302,160,467,505,336,846,64,92,164,1917,1099,3016,3979,2712,6691,0,0,0,0,0,0,0,0,0,0,0,0,84,65,153,87,65,153,9,7,13,0,0,5,0,0,0,0,0,0,253,239,482,257,245,503,28,35,60,11,10,19,8,6,9,0,0,0,348,263,615,387,310,701,56,65,115,32,0,34,10,10,15,3,0,3,281,154,440,381,223,608,60,38,102,30,11,41,20,9,26,0,0,0,185,94,284,295,156,450,65,34,99,29,17,44,41,17,60,0,3,3,172,82,253,308,149,454,36,31,65,43
LGA59799,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,11,144,14,0,14,20,0,27,0,4,4,212,21,231,377,34,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,15,3,18,16,0,23,7,0,7,0,0,0,0,0,0,0,0,0,32,3,36,44,3,49,31,0,33,0,0,0,0,0,0,0,0,0,41,6,45,77,6,83,29,0,29,0,0,0,0,0,0,0,0,0,31,0,29,59,3,62,36,0,32,6,0,6,4,0,4,0,0,0,21,0,23,62,3,63,29,0,29,3
