LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA52520,0,0,0,7,3,0,12,0,0,0,4,8,0,16,3,8,0,22,5,0,36,0,7,0,10,0,0,15,0,3,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,8,3,18,5,50,26,0,104,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,0,4,9,0,26,0,0,0,15,4,0,20,0,0,0,14,3,0,15,0,7,0,18,8,0,31,0,4,3,16,0,0,23,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,3,0,6,8,0,20,0,0,0,0,3,0,7,0,0,0,10,13,0,30,12,7,0,18,8,0,52,20,6,0,20,4,3,47,25,4,0,19,0,6,46,34,0,0,16,0,0,55,12,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,12,17,3,37,114,30,6,106,62,7,317,0,3,0,5,0,0,7,0,0,0,0,0,0,3,0,0,0,8,9,0,17,5,7,0,8,4,0,19,4,0,0,14,7,0,31,9,10,0,21,0,0,44,45,4,0,26,11,0,86,35,0,0,15,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,0,0
LGA52660,0,7,0,0,0,0,3,0,10,0,4,0,0,15,3,12,0,24,0,0,46,3,6,3,24,7,0,47,8,0,0,38,9,0,55,91,0,0,68,13,3,172,241,0,0,127,6,4,369,148,0,0,50,3,0,200,8,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,4,0,25,513,30,9,357,36,6,950,0,3,0,0,0,0,3,0,0,5,3,0,0,9,0,13,0,21,3,0,33,0,7,0,20,6,0,37,4,3,0,33,9,0,42,30,0,0,42,7,0,84,187,5,5,126,11,4,325,276,4,0,111,7,0,405,37,0,0,5,3,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA52730,0,6,0,4,3,0,15,5,21,0,7,0,0,29,8,29,10,22,8,0,75,14,20,7,42,4,0,88,34,0,0,32,4,0,74,88,0,0,31,3,0,131,73,0,0,23,0,0,100,16,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,6,0,16,239,81,20,181,40,0,559,0,0,0,0,3,0,8,0,5,6,3,0,0,12,0,28,3,18,0,0,55,8,23,9,15,9,0,64,5,6,5,17,4,0,38,20,5,3,36,7,0,64,84,6,0,56,5,0,156,53,0,0,33,3,0,90,3,0,0,3,0,0,7,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,0,107,327,0,41,7,485,0,47,23,0,29,0,95,3,82,18,3,74,3,186,3,45,5,5,23,0,82,0,23,0,6,15,0,50,3,24,0,3,7,0,33,0,16,0,5,4,0,30,0,6,0,3,12,0,29,14,4,0,5,0,0,22,10,0,0,0,0,0,15,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,3,0,3,12,0,0,11,10,0,24,24,31,23,15,74,5,162,68,376,404,72,287,15,1227,0,290,17,0,54,0,359,0,166,17,0,46,0,227,4,229,7,4,37,0,280,7,93,3,8,38,0,145,0,37,0,10,20,0,72,15,43,0,11,28,0,103,26,19,0,21,14,0,83,34,19,0,3,8,0,72,11,3,0,0,0,0,14,3,0,0,0,3,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA52870,0,0,0,4,4,0,11,0,12,0,0,0,0,12,5,18,9,20,0,0,53,8,3,0,36,4,0,45,11,0,0,24,3,0,35,26,0,0,23,4,0,54,37,0,0,14,3,0,55,8,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,3,0,17,100,34,9,132,25,3,296,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,21,4,0,36,4,14,0,17,4,0,44,3,10,0,30,5,0,43,24,5,0,26,0,0,51,23,0,0,38,0,0,68,38,0,0,18,4,0,52,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,4,8,0,0,11,0,3,4,0,0,0,6,4,3,0,7,3,0,18,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,4,28,11,0,56,0,0,0,5,0,0,8,0,0,0,5,4,0,9,0,8,0,10,0,0,16,0,4,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,9,0,5,0,0,4,0,16,0,0,0,7,0,0,12,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,3,11,4,20,9,0,45,0,0,0,9,4,0,7,0,0,0,0,0,0,0,0,7,0,4,6,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,4,0,0,4,0,14,0,0,0,10,3,0,14,0,4,0,10,17,0,35,0,0,0,17,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,16,5,15,3,42,42,0,112,0,0,0,6,5,0,4,0,0,0,6,0,0,6,0,0,0,13,7,0,22,0,6,0,17,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,8,0,0,0,0,7,0,22,0,5,0,0,27,4,6,3,10,0,0,18,5,3,3,12,0,0,24,8,5,0,8,0,0,18,21,3,0,23,7,0,57,56,3,0,39,0,0,96,109,0,0,47,5,0,163,57,0,0,28,0,0,86,24,0,0,7,0,0,33,21,0,0,4,0,0,33,9,0,0,4,0,0,14,10,0,0,0,0,0,8,8,0,0,5,0,0,11,5,3,0,7,0,0,22,340,59,11,195,22,8,615,0,6,0,0,0,0,9,0,4,0,0,0,0,8,0,20,0,3,5,0,30,3,10,0,10,0,0,19,5,0,0,4,0,0,5,18,0,0,10,3,0,34,53,4,0,33,4,0,87,74,0,0,40,5,0,118,88,0,0,25,0,0,115,37,0,0,19,0,0,56,36,0,0,6,0,0,47,14,0,0,10,0,0,25,6,0,0,0
LGA53220,0,19,65,0,248,0,331,0,18,12,0,62,0,93,4,42,29,0,234,0,306,4,11,12,0,23,0,39,0,9,4,0,18,0,39,0,0,8,0,3,0,17,0,0,3,0,6,0,12,4,0,0,0,0,0,4,5,0,0,0,10,0,11,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,12,0,45,27,24,15,13,119,0,195,64,126,141,36,737,3,1105,0,49,36,0,217,0,297,0,16,14,0,45,0,76,4,25,5,0,260,0,299,22,40,6,0,49,0,118,28,17,0,3,26,0,68,26,11,0,3,10,0,53,46,10,0,4,5,0,66,54,4,0,4,7,0,70,34,0,0,0,7,0,43,5,0,0,0,0,0,4,5,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,0,0
LGA53290,0,15,5,8,18,3,53,0,53,13,8,18,0,95,20,90,23,65,44,3,239,58,46,0,90,43,0,238,72,15,0,74,16,0,174,96,7,0,76,10,0,201,131,3,0,77,3,0,218,83,0,0,21,4,3,110,13,0,0,11,3,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,12,0,35,33,3,89,476,250,48,477,193,17,1460,0,12,0,7,9,0,32,4,15,10,6,9,0,41,4,66,8,33,15,8,131,35,56,20,58,32,3,197,42,18,0,51,9,4,122,86,25,5,88,21,4,223,153,13,5,133,13,3,313,117,3,0,80,9,3,210,24,0,0,17,0,0,44,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53360,0,25,0,0,11,0,35,0,23,0,0,6,0,29,0,27,0,4,20,0,54,0,14,0,4,19,0,37,6,8,0,5,12,0,30,7,7,0,5,13,0,35,27,0,0,14,8,0,52,59,0,0,18,9,0,88,33,0,0,12,0,0,39,9,0,0,0,3,0,19,4,0,0,0,12,0,17,6,0,0,0,4,0,7,4,0,0,0,5,0,7,13,0,0,9,29,0,46,22,8,0,3,25,0,56,182,122,5,72,167,3,547,3,5,0,0,8,0,16,0,0,0,0,6,0,4,0,21,0,7,16,0,44,4,25,0,6,17,0,50,0,9,0,3,7,0,23,0,16,0,0,20,0,39,12,5,0,4,20,0,48,43,3,0,19,6,0,67,64,0,0,14,0,0,76,16,0,0,3,4,0,18,8,0,0,6,0,0,19,8,0,0,0,0,0,5,3,0,0,0
LGA53430,0,216,0,9,0,0,226,0,372,0,3,0,0,380,10,208,12,44,5,0,286,34,96,7,57,13,0,218,30,30,6,71,9,3,157,114,31,8,125,12,4,292,344,12,7,235,14,0,616,438,3,5,296,11,4,755,292,0,3,152,6,0,459,140,0,0,42,0,0,189,53,3,0,13,0,0,73,35,0,0,15,0,0,60,12,0,0,5,0,0,19,37,0,0,17,0,0,57,35,88,7,44,23,0,200,1583,1077,55,1139,115,18,3985,0,75,0,3,0,3,83,0,92,3,4,0,3,105,4,453,11,24,5,5,509,9,170,29,27,9,0,247,23,50,6,47,5,0,127,64,34,12,64,19,0,191,209,38,7,144,31,0,423,417,8,0,245,20,0,694,379,0,0,206,17,0,600,252,0,0,107,3,0,374,119,0,0,37,0,0,161,54,0,0,20,3,0,78,29,0,0,19
LGA53570,0,0,5,5,9,0,12,0,0,0,3,7,0,10,4,5,0,19,5,0,32,8,13,3,17,4,0,46,8,4,0,19,7,0,34,15,0,0,19,3,4,39,31,4,0,23,0,0,56,7,0,0,10,9,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,19,73,32,7,124,50,8,291,0,0,0,0,3,0,3,0,0,0,5,5,0,4,0,5,0,13,6,0,27,0,14,0,23,3,0,39,5,3,0,20,4,0,28,11,8,0,31,0,0,47,23,4,0,34,3,0,63,27,0,0,28,15,0,69,7,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,9,0,4,9,0,14,0,3,0,3,0,0,3,6,9,0,11,3,0,36,3,5,0,0,0,0,19,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,9,9,22,0,34,24,0,96,0,0,0,0,4,0,7,0,3,0,0,0,0,5,0,4,5,17,3,0,30,7,6,3,10,9,0,28,0,3,0,11,6,0,23,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,5,0,0,10,0,14,0,5,0,0,0,0,3,0,14,5,0,0,0,27,3,7,0,11,0,0,22,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,22,5,25,24,4,82,0,5,0,0,7,0,9,0,6,0,0,0,0,10,0,4,0,4,0,0,11,3,3,4,7,8,0,24,0,0,0,6,3,0,10,0,0,0,9,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,112,9,25,8,0,160,0,229,11,16,0,0,254,6,280,58,125,27,14,510,47,152,32,185,52,0,465,66,67,3,235,28,3,396,232,62,9,392,32,0,719,1376,22,0,917,93,23,2432,1426,13,0,634,53,17,2138,374,0,0,128,13,3,526,40,0,0,20,0,0,59,6,3,0,0,0,0,17,5,0,0,5,0,0,10,3,0,0,0,0,0,5,17,0,0,10,5,0,36,44,82,8,120,26,23,304,3651,1029,130,2799,342,80,8042,8,41,5,7,4,0,66,0,56,9,12,7,0,88,14,292,12,77,18,9,425,22,263,68,99,24,11,487,29,95,15,123,14,0,284,160,93,16,230,41,10,538,1118,73,8,686,92,16,2000,2055,30,9,1015,141,21,3276,820,6,0,310,44,0,1176,106,0,0,42,6,0,151,11,0,0,8,0,0,18,7,4,0,4,0,0,12,5,0,0,0
LGA53800,4,79,9,20,7,0,124,0,200,8,8,16,0,237,32,242,31,89,44,5,448,202,150,9,141,89,8,598,146,50,0,144,59,3,409,327,39,7,223,40,3,635,431,13,0,245,29,0,721,454,3,0,177,17,3,652,75,0,0,34,10,0,125,7,0,0,7,0,0,21,0,0,0,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,0,0,8,8,0,17,30,70,3,51,37,8,206,1728,848,69,1150,372,36,4203,0,40,6,13,3,0,63,0,46,11,13,10,0,73,19,269,5,63,31,4,392,140,152,28,91,38,3,445,152,72,5,143,50,0,425,297,63,12,222,44,3,646,707,62,15,325,64,0,1181,465,21,0,214,16,4,719,62,0,0,32,0,4,103,3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53920,0,231,58,0,10,0,307,0,35,0,0,11,0,46,0,47,3,0,25,0,71,0,9,0,6,0,0,17,0,9,0,0,6,0,14,0,7,0,0,0,0,11,0,9,0,0,3,0,7,0,0,0,3,0,0,6,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,16,8,0,18,0,46,0,360,78,16,80,0,540,0,100,13,0,14,0,135,0,54,3,0,9,0,66,0,87,7,0,26,3,115,0,25,3,0,7,0,40,0,16,0,0,4,0,20,0,8,3,0,0,0,11,0,9,4,0,5,0,16,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,0,18,0,9,3,0,34,0,54,0,12,3,0,66,15,75,5,49,18,3,160,51,34,5,93,48,3,232,66,6,4,74,13,0,164,157,3,0,127,10,0,300,299,3,0,156,19,0,480,250,0,0,72,6,4,332,24,0,0,7,0,0,25,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,9,11,7,0,23,11,0,64,882,206,15,634,138,17,1883,0,14,0,5,0,0,20,0,8,4,0,0,0,16,3,74,0,25,7,0,112,22,37,7,37,15,0,117,31,17,3,54,20,0,124,81,21,0,84,14,0,201,286,6,0,190,17,6,507,465,5,0,175,12,0,665,55,0,0,19,0,0,80,3,0,0,10,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA54060,0,6,0,0,0,0,10,0,20,0,0,3,0,25,0,34,7,17,0,3,72,17,14,0,22,9,0,58,6,4,0,19,0,0,32,59,0,0,19,4,0,77,50,0,0,14,0,0,62,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,9,11,0,31,159,83,8,101,39,6,405,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,36,3,10,6,0,63,9,18,6,9,8,6,40,9,0,0,7,3,0,18,34,5,0,16,7,0,55,65,3,0,23,7,0,102,26,0,0,6,0,0,35,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,4,4,11,0,9,0,0,4,0,16,0,4,0,15,6,0,27,9,4,0,4,0,0,19,5,0,0,3,3,0,10,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,20,21,3,35,26,5,109,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,9,0,9,11,0,20,0,4,3,9,0,0,21,9,0,0,3,5,0,12,0,3,0,7,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,5,43,10,19,4,0,84,3,109,13,18,0,0,140,14,108,32,90,17,6,264,43,53,8,163,11,0,279,26,17,0,165,6,0,226,99,23,3,285,23,0,430,881,15,0,847,57,9,1807,2439,3,4,1250,83,10,3792,796,0,0,376,20,5,1197,333,0,0,116,5,0,458,137,0,0,56,0,0,200,73,0,0,17,4,3,96,47,0,0,20,3,0,67,73,0,0,25,8,0,105,65,26,13,95,16,14,233,5046,393,77,3545,251,56,9370,0,18,3,18,4,0,46,3,31,5,9,0,0,49,16,134,4,66,3,0,221,24,84,24,130,6,6,272,19,34,5,94,3,0,162,43,16,3,146,18,0,221,371,20,6,371,11,4,792,2269,11,0,1181,56,9,3521,1415,0,0,640,39,3,2094,557,0,0,195,9,0,758,286,0,0,86,0,5,377,139,0,0,41,0,0,183,58,0,0,19
LGA54200,0,31,0,16,4,0,49,0,69,0,9,0,0,80,9,83,22,52,21,4,187,14,29,8,90,7,3,154,18,10,6,97,10,0,134,62,20,7,129,7,0,231,338,0,7,345,21,0,712,622,0,0,303,18,6,948,164,0,0,63,3,0,231,30,0,0,7,0,0,41,9,0,0,0,0,0,9,4,0,0,4,3,0,13,3,0,0,0,4,0,6,0,0,0,5,3,0,14,21,17,9,43,17,6,110,1299,253,56,1178,113,23,2925,3,5,0,7,0,0,20,0,14,7,7,0,0,26,5,87,17,43,4,0,161,8,63,29,61,9,0,166,4,17,4,54,0,0,90,28,25,4,89,6,0,149,180,12,5,228,15,0,438,792,9,6,412,32,13,1258,443,0,0,161,11,0,620,58,0,0,35,0,0,95,20,0,0,7,0,0,24,9,0,0,3,0,0,17,0,0,0,5
LGA54280,0,55,21,12,37,3,138,3,117,6,3,26,3,164,19,179,24,35,149,8,421,40,155,7,49,193,6,450,78,37,0,62,56,4,244,253,43,3,110,42,0,449,527,21,0,183,29,0,766,512,7,0,108,16,4,650,165,3,0,38,9,3,219,79,0,0,4,4,0,88,18,0,0,0,5,0,25,0,0,0,0,0,0,3,4,0,0,0,0,0,4,8,0,0,0,3,0,10,56,31,6,31,32,9,165,1770,664,68,639,606,37,3791,3,19,3,6,0,0,33,5,24,20,5,9,0,60,15,173,17,24,55,4,289,45,161,10,51,115,3,389,87,62,0,56,60,0,268,261,110,3,114,89,0,571,541,49,0,193,77,0,872,557,12,0,159,23,4,752,224,5,0,45,12,0,290,85,3,0,16,8,0,112,16,0,0,7,0,0,24,4,0,0,5,0,0,11,5,0,0,0
LGA54310,14,41,21,4,781,5,856,3,63,0,0,59,4,123,11,145,4,0,200,0,362,13,152,0,0,148,3,326,3,31,0,0,74,0,112,9,29,0,4,64,0,105,10,19,0,4,75,0,113,26,24,6,13,50,0,109,14,14,0,19,41,0,94,12,4,0,8,19,0,44,19,0,0,7,7,0,37,18,0,0,15,6,0,37,14,0,0,5,8,0,23,406,0,0,99,107,4,617,150,54,0,39,358,9,615,724,575,26,218,1989,28,3564,22,24,22,3,634,0,707,5,34,0,0,97,0,134,14,128,8,4,210,0,350,43,92,4,4,245,3,394,20,61,0,8,100,0,188,75,82,0,16,144,3,322,226,76,3,12,130,0,448,361,31,0,40,65,5,501,237,4,0,33,51,0,327,150,3,0,22,25,0,198,99,4,0,14,21,0,138,95,0,0,17,14,0,124,43,0,0,15
