LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA57000,21,217,3,270,0,0,0,3,0,3,5,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,10,52,22,25,158,6,263,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,19,0,25,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,51,0,58,3,3,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,10,3,0,0,5,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,39,0,55,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,0,0,0,0,10,0,0,0,8,63,63,106,35,35,370,67,616,0,11,27,146
LGA57080,459,2060,46,3224,0,6,8,37,0,44,3785,26,62,23,18,3912,67,9,11,37,0,120,175,37,18,62,0,301,2437,546,398,1967,51,5397,301,5,18,0,6,331,281,6,10,24,3,325,322,37,34,173,7,583,87,25,8,37,7,166,51,0,6,4,0,59,1196,15,6,0,6,1232,810,121,99,743,18,1802,617,91,47,239,10,1005,650,0,3,0,6,665,39,3,5,0,0,51,20,0,0,9,0,37,6,10,0,4,0,22,75,8,5,4,0,96,142,17,20,6,0,182,184,20,11,25,0,238,132,3,9,13,0,158,13,0,0,0,0,14,678,126,98,561,12,1474,71,0,5,3,0,81,182,3,6,0,0,199,216,6,4,8,4,238,123,6,0,0,0,128,224,5,0,0,4,236,118,16,12,33,0,173,4092,121,122,139,23,4503,107,10,3,33,3595,3748,15106,1044,855,4247,3774,25027,223,759,672,2519
LGA57140,44,443,17,552,0,0,0,4,8,8,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,11,109,38,29,313,9,500,0,0,0,0,0,0,0,0,0,3,0,5,19,4,0,8,0,34,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,9,0,54,4,82,14,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,11,0,0,21,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,55,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,7,24,6,4,5,0,41,0,0,0,11,109,118,198,70,58,693,136,1150,8,42,25,327
LGA57210,190,1625,44,2110,0,0,0,19,0,19,7,0,0,3,0,15,5,0,0,3,0,13,50,17,9,13,0,88,652,198,169,1198,51,2259,19,0,3,0,0,30,10,3,0,8,0,20,65,11,8,77,0,160,4,3,0,0,3,6,0,0,0,0,0,5,8,0,0,7,0,9,87,30,31,262,13,419,26,15,0,41,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,11,4,0,9,0,26,22,13,9,5,0,50,15,0,0,0,0,22,6,0,3,4,0,11,0,0,0,0,0,0,157,39,42,303,8,554,0,0,0,0,0,0,18,4,0,3,0,28,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,10,0,50,233,17,35,34,8,320,17,0,8,42,461,531,1211,342,299,2677,553,5078,27,216,201,1573
LGA57280,434,4490,98,5607,0,6,11,476,20,514,124,4,7,24,0,157,39,8,6,7,0,63,73,43,12,65,0,197,1052,340,318,2249,58,4020,369,6,22,15,11,418,47,6,0,13,0,62,97,41,35,250,3,433,21,9,3,24,0,55,12,0,0,3,0,20,183,11,4,5,4,199,278,77,64,633,12,1065,63,44,18,165,0,285,28,0,3,0,0,30,10,0,0,0,0,18,22,5,0,0,0,22,5,4,0,5,0,9,301,35,23,25,5,393,164,30,30,14,3,240,30,8,5,18,3,68,7,0,3,6,0,18,29,0,3,0,0,39,307,77,58,505,10,948,9,0,0,0,0,10,115,3,10,10,0,132,31,0,0,11,0,44,42,0,0,0,0,46,25,0,0,0,0,28,32,7,0,21,0,64,856,99,155,364,17,1487,58,9,14,152,2095,2327,3534,792,735,7108,2299,14465,110,490,465,3345
LGA57350,22,383,15,461,0,0,0,10,0,10,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,3,0,13,75,31,18,277,11,411,5,0,3,0,0,6,4,0,0,0,0,5,0,4,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,5,8,45,0,63,9,0,0,6,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,5,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,60,0,82,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,18,5,0,9,0,32,4,0,0,5,121,128,146,53,39,643,140,1020,3,26,20,255
LGA57420,58,546,5,670,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,15,6,3,9,0,29,185,68,56,419,10,739,13,0,0,0,0,9,0,0,0,9,0,15,22,0,0,43,0,69,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,3,32,7,0,94,0,139,3,7,3,24,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,0,22,10,3,0,0,0,16,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,21,13,93,5,188,0,0,0,0,0,0,26,0,0,0,0,29,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,10,42,8,4,9,0,66,13,0,0,13,197,217,352,119,89,954,225,1732,12,85,61,643
LGA57490,5098,28445,598,41548,0,29,11,268,4,312,802,50,55,127,14,1053,329,73,58,191,7,666,1440,334,225,675,26,2700,26953,5776,4887,21275,731,59618,1233,30,143,7,15,1430,391,38,33,128,6,599,1450,367,337,1769,40,3962,120,39,36,140,0,342,100,20,16,31,4,174,1043,80,43,53,9,1223,4447,921,764,5346,127,11607,1069,483,242,1738,44,3570,100,4,3,5,0,117,56,9,14,18,0,102,47,9,7,20,3,85,102,44,26,67,6,234,2773,217,136,62,75,3265,1477,338,284,77,23,2191,395,73,54,175,16,712,169,13,17,37,3,234,249,15,6,0,7,279,5840,1246,948,4659,132,12820,360,34,17,14,4,427,1541,93,77,19,10,1745,437,47,39,95,0,623,72,8,4,7,0,99,218,6,16,6,0,241,1106,144,97,231,8,1579,6418,814,741,886,105,8971,400,90,51,441,8428,9411,49198,10178,8314,47418,9999,125112,1640,7207,6059,30861
LGA57630,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,16,19,0,0,50,20,89,0,0,8,23
LGA57700,1185,7018,132,10062,0,0,5,56,0,58,211,3,13,22,0,257,36,12,6,39,0,93,536,145,127,372,6,1182,4320,1339,1252,4997,150,12057,182,11,14,3,0,212,86,10,0,34,0,134,232,88,75,357,14,770,30,13,8,24,0,76,22,7,6,0,0,32,644,17,10,22,5,696,710,174,152,1043,11,2100,274,114,64,425,14,898,15,0,4,0,0,21,14,4,3,8,0,36,3,5,0,10,0,12,14,5,0,16,0,39,231,27,32,7,3,300,243,93,67,29,4,432,62,16,14,40,0,140,11,3,0,8,0,29,25,9,0,0,0,38,801,253,197,991,26,2257,25,3,6,0,0,25,253,31,24,3,3,318,57,7,3,16,0,81,50,10,12,3,0,70,22,0,4,0,0,28,125,19,18,37,3,197,1606,188,129,210,12,2149,86,11,14,116,1769,2000,8994,2379,1981,11420,2062,26831,452,1842,1564,8274
LGA57770,47,340,6,433,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,6,0,20,90,30,29,209,4,361,17,0,0,0,0,17,0,0,0,4,0,9,10,8,0,18,0,47,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,45,0,75,3,0,3,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,16,8,9,47,0,77,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,10,4,0,44,0,0,0,3,80,90,208,60,60,533,92,947,3,35,55,266
LGA57840,1418,7721,176,11301,0,3,3,90,0,96,3628,79,112,68,43,3924,150,34,33,145,4,362,372,118,57,157,9,710,4760,1523,1302,6731,144,14461,250,4,43,11,0,309,230,9,12,72,0,324,447,93,84,628,14,1255,188,45,22,103,11,362,62,11,5,16,3,98,1204,33,39,23,11,1307,1303,350,280,2367,26,4319,845,240,136,806,18,2050,299,0,8,3,3,316,48,6,0,12,0,69,50,6,12,30,0,98,39,13,8,16,0,71,93,16,10,7,0,126,252,94,67,24,0,437,303,44,23,82,11,463,109,9,13,16,0,144,13,8,0,0,0,19,1234,364,304,1781,33,3720,66,0,5,7,0,75,338,30,37,3,4,409,159,16,4,37,4,215,179,10,13,0,0,204,263,0,10,3,0,283,187,33,38,94,0,353,4649,319,327,367,61,5719,145,19,14,86,2737,2995,18424,2998,2536,14824,3208,41989,418,1915,1610,7981
LGA57910,6206,33581,640,51118,11,40,17,329,7,404,9665,203,350,231,73,10524,1394,309,124,715,29,2573,1793,498,272,674,16,3253,23002,7189,5323,27758,740,64009,1928,28,165,16,17,2148,1048,105,72,251,17,1499,2407,490,367,2236,55,5556,1778,422,199,1016,35,3455,417,51,28,87,5,592,7827,191,134,128,36,8312,7408,1672,1167,9647,175,20076,9557,2302,1014,5802,166,18840,590,8,25,10,8,637,191,40,20,31,3,276,2597,310,194,616,31,3752,196,55,45,111,11,411,941,87,67,22,13,1131,1434,413,271,73,21,2211,1666,200,164,366,12,2410,619,39,49,87,9,804,113,25,0,0,4,144,5358,1561,1193,7194,148,15443,921,84,43,54,3,1108,2211,156,153,37,15,2581,891,68,76,175,10,1217,674,49,28,14,6,775,4441,63,103,32,23,4665,879,192,105,460,13,1643,27097,1626,1691,1621,287,32325,1061,95,77,534,12633,14405,102966,15847,11533,65125,14740,210209,3383,9402,7399,35000
LGA57980,564,2941,55,4526,0,0,0,7,0,10,823,42,41,40,0,949,61,26,5,53,0,145,199,45,31,51,0,328,2301,790,490,2588,60,6231,94,0,6,0,0,101,173,22,11,35,0,247,250,57,57,232,4,595,59,35,11,62,0,168,48,3,5,5,0,62,336,15,14,7,0,377,657,198,101,1038,14,2012,286,100,40,200,8,629,88,0,0,0,0,91,7,0,6,11,0,24,8,4,5,9,0,32,10,4,3,3,0,24,17,9,0,0,0,28,96,35,16,3,4,146,126,14,22,29,0,193,53,10,9,6,0,71,4,0,0,0,0,3,625,187,108,767,10,1695,38,3,0,6,0,50,126,8,14,4,0,154,73,0,5,21,0,99,41,4,8,0,0,52,75,0,4,5,0,80,89,12,7,43,0,151,1503,162,139,127,9,1939,65,9,7,45,1156,1279,6787,1482,1003,5700,1285,16259,187,851,674,3012
LGA58050,4742,27729,608,40630,12,49,31,541,12,641,3275,74,137,157,25,3662,749,155,78,428,13,1426,1205,349,195,513,18,2282,17213,5171,4270,19960,659,47268,2731,34,157,36,27,2987,509,53,35,140,10,752,1331,345,268,1567,55,3566,265,129,58,278,17,741,217,34,15,47,0,315,5072,120,106,110,24,5436,3326,969,720,5241,138,10394,2480,880,456,2810,81,6716,135,0,10,5,0,156,111,27,6,24,6,171,332,51,37,86,7,518,190,62,41,81,3,379,1779,152,113,40,36,2116,1341,402,253,99,19,2117,835,136,88,247,17,1325,164,15,9,29,0,227,130,15,15,5,4,172,4033,1036,838,4457,106,10470,426,38,16,24,12,510,1187,98,80,31,10,1404,528,33,31,93,8,687,421,39,14,26,4,505,2710,45,64,25,24,2874,481,98,96,228,11,922,14759,1051,865,1073,171,17914,651,93,51,459,8273,9532,57431,10206,8028,46878,9899,132446,2756,6622,5534,29058
LGA58190,8,153,4,175,0,3,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,35,6,15,107,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,18,0,24,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,17,0,29,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,11,0,0,0,7,45,54,61,11,25,258,47,401,4,7,20,113
LGA58260,27,207,7,253,0,0,0,3,0,3,3,0,0,0,0,4,0,0,0,0,0,3,8,3,0,0,0,15,54,17,20,165,9,260,4,0,0,0,0,4,8,0,0,0,0,3,5,0,4,15,0,23,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,11,12,5,4,45,3,62,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,24,0,30,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,4,0,23,0,0,0,15,37,51,112,22,38,366,55,592,0,13,23,185
LGA58330,169,1267,40,1718,0,0,0,10,0,8,13,0,0,0,0,13,6,0,4,6,0,12,67,10,9,18,0,105,653,198,161,957,30,1999,0,0,0,0,0,0,15,0,6,4,0,27,59,17,14,78,3,163,4,0,4,3,0,18,0,3,0,0,0,9,16,5,0,4,0,18,116,37,20,259,4,435,38,15,6,46,0,112,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,13,25,16,3,3,0,46,15,3,7,13,5,46,5,0,3,3,0,11,6,0,0,0,0,6,137,47,29,283,7,508,0,0,0,0,0,0,19,9,6,0,0,26,3,0,4,5,0,13,0,0,0,0,0,3,4,0,0,0,0,4,19,0,3,15,0,35,120,27,19,39,0,206,10,0,4,29,387,422,1142,361,282,2201,456,4442,17,242,192,1205
LGA58400,13,108,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,37,10,18,80,0,151,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,20,0,24,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,7,4,0,15,0,0,0,0,52,57,56,25,23,185,60,348,0,16,11,83
LGA58470,0,62,3,66,0,0,0,120,0,120,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,0,0,0,0,40,41,22,8,3,209,43,280,0,0,0,37
LGA58510,1075,5427,138,8284,0,8,0,78,0,88,2547,41,82,52,23,2748,87,25,11,75,0,196,303,105,57,152,0,617,3855,1270,967,4527,141,10761,442,12,32,0,0,486,186,12,15,51,0,263,384,91,71,430,12,990,77,33,12,53,0,176,61,12,9,8,6,90,1566,31,28,25,11,1661,1274,344,203,1547,44,3412,906,193,103,563,23,1781,442,3,13,0,3,462,53,3,4,9,0,71,15,3,4,13,0,33,38,9,8,7,0,58,141,17,19,7,0,187,262,69,44,19,7,402,218,26,27,63,4,333,79,4,10,9,0,106,16,0,0,0,0,17,1011,272,218,1293,27,2821,39,5,5,7,0,53,142,25,18,4,4,198,160,0,3,24,0,196,161,6,5,4,0,179,274,5,16,3,7,301,155,28,18,66,5,270,4550,220,295,244,52,5356,181,6,8,130,3365,3681,16638,2424,1913,10248,3767,34990,371,1586,1353,6069
LGA58540,32,314,9,400,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,3,0,0,5,12,85,21,30,233,4,380,20,0,6,3,0,26,0,0,0,0,0,0,6,0,0,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,19,3,10,80,0,115,5,0,3,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,8,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,8,66,4,113,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,14,0,0,0,6,81,89,171,49,58,547,98,913,0,27,27,230
LGA58570,1067,5579,81,8468,0,5,0,45,0,47,1614,69,81,55,17,1831,148,41,10,143,0,349,283,77,56,141,7,561,3721,1430,983,4513,113,10754,202,9,33,3,0,243,265,26,10,56,0,361,503,117,74,456,8,1158,373,102,32,215,9,728,55,17,4,16,4,98,487,36,27,19,3,570,1459,351,252,1905,27,3997,1841,404,174,953,48,3430,247,6,3,4,0,257,35,9,3,4,0,50,290,22,18,77,4,408,39,14,6,23,0,81,94,6,3,3,0,110,236,61,56,18,0,370,253,48,24,78,3,411,86,8,5,16,0,120,14,0,3,0,0,12,1054,319,222,1294,27,2920,128,4,0,10,0,149,195,19,25,6,0,247,168,16,14,27,4,224,90,9,8,6,0,109,646,5,9,17,3,684,169,42,22,101,5,334,3072,286,253,342,31,3985,89,22,14,61,2820,3006,14779,2946,2005,10846,3122,33696,359,1813,1399,5987
LGA58610,74,669,9,831,0,0,0,0,0,5,6,0,0,3,0,12,0,0,0,0,0,0,10,9,7,4,0,31,172,66,76,486,13,814,4,0,0,0,0,4,4,0,0,8,0,7,18,0,0,42,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10,109,0,143,7,7,3,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,27,7,3,0,0,35,19,9,3,4,0,33,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,35,12,10,91,7,152,0,0,0,0,0,0,8,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,3,0,7,31,8,18,18,4,77,0,0,0,12,176,195,305,121,128,1085,204,1850,11,62,78,562
LGA58680,19,160,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,18,44,14,18,118,5,196,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,45,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,16,0,0,3,0,23,0,0,0,0,45,48,85,17,28,265,49,448,8,17,27,146
