LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA58050,0,92,216,186,120,71,27,5,0,714,6,28,130,79,59,30,10,0,0,344,9,62,177,159,121,81,49,38,4,696,0,29,68,56,26,14,7,0,0,208,9,41,102,96,59,32,16,4,4,363,30,296,978,827,695,535,264,108,26,3766,21,159,708,770,734,517,219,73,12,3212,112,514,1868,1606,1179,693,298,111,18,6388,72,370,1108,1088,840,521,213,40,5,4265,31,136,298,190,126,64,40,18,3,912,125,327,788,537,355,200,93,25,7,2455,10,7,17,10,6,11,9,16,0,94,0,26,88,78,58,31,11,3,0,300,335,419,897,846,698,517,489,369,284,4847,767,2510,7445,6541,5079,3314,1728,806,375,28560,4,120,292,257,163,97,50,13,0,992,5,19,165,152,78,37,24,0,0,473,15,69,244,225,167,85,53,23,11,897,5,25,88,70,48,22,5,0,0,271,9,42,117,98,70,50,21,0,0,413
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,0,16,0,0,0,3,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,3,5,0,0,20,0,9,21,15,17,9,8,3,0,78,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
LGA58260,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,10,0,8,5,0,0,21,0,0,0,8,0,4,4,0,0,18,0,0,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,5,0,0,26,0,7,20,30,11,21,15,0,4,112,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4
LGA58330,0,0,5,4,3,5,9,0,0,30,0,0,0,0,5,0,0,0,0,9,0,0,0,4,3,6,0,0,0,18,0,0,0,0,4,4,0,0,0,9,0,4,8,4,0,4,0,3,0,29,5,4,15,10,36,48,27,6,4,152,0,4,23,17,26,41,23,6,0,127,0,8,14,24,46,40,25,11,0,183,0,4,7,16,36,40,17,7,0,129,0,4,6,6,5,5,10,0,0,39,3,5,4,0,18,10,9,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,0,0,11,15,16,14,17,49,44,47,11,0,213,26,45,96,125,243,254,175,48,8,1014,0,0,0,9,5,4,0,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8,3,3,3,0,22,0,0,0,0,0,5,3,0,0,9,0,0,3,9,4,10,5,0,0,34
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,5,0,30,0,4,4,10,16,13,8,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,3,3,0,0,0,14,7,0,10,0,8,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,64,207,132,49,26,9,0,0,491,6,15,72,38,25,10,3,0,0,169,0,30,160,100,41,20,3,11,12,386,0,23,58,30,17,10,0,0,0,142,0,8,51,35,17,4,5,0,0,117,11,138,477,247,197,158,91,54,20,1402,3,28,216,189,174,144,85,41,7,894,27,170,821,537,320,186,85,39,30,2225,14,96,467,309,214,164,92,16,3,1379,5,64,194,121,43,28,14,3,5,473,11,63,187,106,75,35,20,10,5,501,0,5,5,0,0,4,3,7,0,23,0,15,33,17,18,11,0,0,4,113,58,144,423,227,199,163,145,198,357,1921,148,863,3379,2096,1385,962,559,389,449,10227,0,59,209,168,77,49,17,4,5,576,0,13,74,62,8,20,4,5,0,178,11,25,185,114,64,26,11,7,0,440,0,9,74,43,22,16,7,0,0,179,6,9,45,45,24,11,4,0,0,144
LGA58540,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,15,0,0,0,6,9,7,4,0,0,26,0,0,3,9,8,4,6,0,0,36,0,0,5,14,4,4,3,0,0,31,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,4,0,5,7,7,0,31,3,10,33,35,42,18,20,9,0,163,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,10
LGA58570,0,48,193,114,69,21,14,7,0,459,0,4,37,49,28,16,6,0,0,130,0,31,122,81,28,10,11,14,9,310,0,23,87,64,27,8,3,0,0,217,0,7,36,26,14,4,0,0,0,88,4,98,563,345,238,185,74,32,8,1554,0,34,217,205,190,190,79,32,15,960,13,136,847,550,356,193,67,33,16,2213,6,139,595,404,278,188,109,21,5,1747,7,107,324,165,104,43,17,6,3,774,6,64,170,85,67,37,15,0,3,447,0,8,6,4,0,0,0,0,0,21,6,19,43,32,18,18,8,0,0,141,92,146,453,223,166,145,101,99,107,1521,143,861,3690,2331,1571,1073,492,240,165,10573,0,77,200,135,100,48,24,5,0,588,0,9,37,46,38,18,5,0,0,151,0,28,155,101,57,12,6,11,9,382,0,16,122,59,43,20,14,0,0,273,0,9,40,36,19,12,3,0,0,118
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,0,18,0,3,6,6,7,18,9,0,4,52,0,0,11,12,7,13,6,0,0,53,0,5,10,5,8,6,3,0,0,44,0,0,8,9,5,25,4,0,0,52,0,3,5,0,0,3,0,0,0,8,3,0,4,4,3,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,12,15,26,12,17,11,110,12,19,48,61,57,93,42,25,16,374,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,11,0,0,0,3,4,4,0,0,0,14,0,0,0,6,3,4,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,4,0,0,19,3,6,14,23,24,18,7,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
LGA58760,7,118,367,275,154,64,32,5,0,1025,7,26,143,173,84,41,10,4,0,481,12,52,213,223,189,102,62,41,16,909,9,41,104,72,55,19,9,7,0,310,9,36,115,92,50,24,3,0,0,334,83,496,1536,1432,1216,766,391,143,37,6104,50,277,1165,1237,1024,493,274,107,24,4651,162,700,2610,2552,1780,895,456,173,52,9383,163,612,1731,1574,1125,677,253,55,16,6210,46,158,407,289,153,79,44,15,6,1206,155,457,1217,869,710,289,169,54,10,3924,8,13,14,21,15,11,15,16,4,114,0,27,101,79,67,44,15,8,3,352,495,459,1060,916,864,625,535,501,373,5816,1207,3467,10787,9810,7491,4120,2260,1127,545,40818,3,158,356,371,223,128,60,16,5,1313,4,35,115,205,158,55,20,4,0,592,13,73,232,227,184,124,76,33,19,986,9,35,133,104,85,46,16,7,0,433,9,46,120,143,69,42,9,0,0,443
LGA58820,0,0,6,10,5,4,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,8,6,3,0,0,0,0,27,0,3,9,15,23,21,17,3,0,105,0,0,16,23,20,27,5,6,0,94,0,12,27,25,28,16,18,9,0,132,6,9,21,23,22,24,3,0,0,109,0,3,0,0,3,0,0,0,0,13,5,7,21,14,18,8,8,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,11,22,31,23,40,47,46,24,266,35,50,138,143,154,136,105,72,33,861,0,4,0,4,7,0,0,0,0,23,0,0,0,0,4,0,0,0,0,4,0,0,8,13,4,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,3,13,13,6,0,0,0,28
LGA58890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,11,0,0,3,0,7,6,0,0,0,18,0,0,0,3,7,10,5,0,0,27,0,0,6,11,3,9,0,0,0,29,0,0,6,3,4,0,4,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,5,0,0,0,28,3,3,29,35,32,29,8,4,4,158,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,14
LGA59030,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,4,0,15,0,0,11,19,9,4,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,7,3,10,6,4,0,0,27,0,0,0,0,8,5,0,0,0,16,0,0,6,10,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,31,0,3,31,20,28,23,13,9,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,10,9,4,8,5,0,0,36,0,0,4,11,9,5,5,0,0,41,0,3,3,6,0,3,0,0,0,23,0,0,9,0,4,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,10,0,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,4,8,9,3,0,39,4,6,43,39,35,48,20,8,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,5,3,3,3,0,0,0,0,12
LGA59250,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,6,3,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,4,3,0,0,0,31,0,10,34,22,12,14,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,17,0,0,9,6,5,10,9,0,0,36,0,0,15,9,7,13,4,0,0,55,0,3,12,9,12,8,4,0,0,47,0,0,4,3,7,6,0,0,0,25,0,0,5,0,0,0,0,0,0,8,0,0,8,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,5,6,7,39,3,9,60,45,42,42,16,3,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,11,0,0,3,7,0,3,5,0,0,19,0,0,0,3,4,3,0,0,0,11,0,0,3,4,6,0,0,0,0,13,0,5,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,18,0,5,18,21,24,13,6,0,0,86,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,3,0,5,0,15,0,0,9,0,4,0,0,0,0,14,0,0,0,6,4,0,0,0,0,19,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,7,33,0,3,16,13,17,22,9,12,11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59340,0,3,14,12,11,3,0,0,0,43,0,0,0,5,0,0,0,0,0,5,0,4,18,6,0,5,0,0,0,28,0,0,4,0,0,0,0,0,0,9,0,4,14,12,7,4,0,0,0,44,0,6,57,47,49,44,16,0,0,223,3,9,53,47,39,23,9,4,0,186,9,25,75,65,45,36,15,0,0,265,3,12,71,49,47,32,9,0,0,216,3,0,3,12,4,4,0,0,0,29,4,13,36,23,11,4,5,0,0,87,0,0,0,0,0,0,0,0,0,7,0,0,10,0,8,0,0,0,0,20,42,36,118,87,94,61,34,9,4,483,65,121,461,371,312,223,82,17,3,1654,0,5,12,12,4,6,0,0,0,35,0,0,0,3,3,0,0,0,0,7,0,3,13,11,7,0,4,0,0,35,0,0,0,3,0,4,0,0,0,12,4,0,14,16,10,9,0,0,0,51
LGA59350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,6,0,0,0,26,4,3,15,7,15,11,0,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,4,0,0,21,0,0,7,3,13,4,5,0,0,31,0,3,6,8,8,3,0,0,0,35,0,5,5,5,4,6,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,7,18,11,7,4,5,70,3,10,35,36,53,29,12,11,6,196,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LGA59370,0,0,0,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,9,0,0,0,4,6,0,0,0,0,4,0,0,13,9,3,3,0,0,0,24,0,9,21,20,32,45,29,13,0,160,0,3,12,19,19,31,28,6,0,125,6,5,28,23,27,19,15,15,0,132,0,3,10,10,18,38,11,7,0,100,0,0,0,7,11,3,4,3,0,24,3,0,3,6,9,5,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,17,26,37,47,27,12,200,13,28,104,119,147,191,149,68,23,841,0,0,0,8,4,5,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,15,0,0,0,3,4,0,0,0,0,9,0,7,6,10,3,5,0,0,0,34
LGA59499,0,6,22,0,3,0,0,0,0,32,0,0,0,6,3,4,0,0,0,9,0,6,14,9,6,8,0,0,0,40,0,0,7,3,0,0,0,0,0,15,0,5,12,4,4,4,0,0,0,28,0,11,48,18,22,34,19,0,0,156,0,7,20,10,13,31,22,5,0,105,3,26,73,32,26,50,22,0,0,229,0,9,43,14,17,35,13,0,0,132,0,8,24,4,4,3,0,0,0,48,0,8,31,18,14,19,3,0,0,94,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,0,8,22,68,151,100,105,75,54,10,8,590,25,153,441,223,217,264,141,23,6,1492,0,3,17,11,0,7,3,0,0,49,0,0,0,3,0,0,3,0,0,6,0,3,14,13,3,4,3,0,0,36,0,0,0,5,0,3,0,0,0,13,0,0,7,10,0,0,3,0,0,25
