LGA_CODE_2021,C21_F_Tot_Em_Tot,C21_F_Tot_Unem_Look_FT,C21_F_Tot_Unem_Look_PT,C21_F_Tot_Unem_Tot,C21_F_Tot_Tot_labo_for,C21_F_Tot_Not_LF,C21_F_Tot_LF_NS,C21_F_Tot_Tot,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Not_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Not_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Not_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Not_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Not_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Not_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Not_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Not_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Not_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Not_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Not_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Not_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Em_FT,C11_P_75over_Em_PT,C11_P_75over_Em_Aw_fr_w,C11_P_75over_Emp_H_wor_ns,C11_P_75over_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_Tot_Tot_labo_for,C11_P_Tot_Not_LF,C11_P_Tot_LF_NS,C11_P_Tot_Tot,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Not_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Not_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot
LGA55810,76,0,0,3,79,50,104,233,0,3,0,0,0,0,0,0,9,26,0,30,24,0,0,0,22,0,0,0,25,14,5,49,23,5,0,4,39,5,0,5,34,13,3,58,19,4,0,0,23,4,0,4,22,12,0,37,25,3,0,0,37,0,0,0,37,7,7,52,26,8,4,0,40,5,0,5,37,10,6,60,23,6,0,0,34,4,0,4,41,13,10,59,17,4,5,0,26,6,0,5,33,9,6,48,7,0,0,0,12,0,0,0,12,14,3,30,12,3,0,0,17,0,0,0,17,20,0,34,3,0,0,0,3,0,0,0,8,25,0,30,0,0,0,0,7,0,0,0,7,18,0,19,0,0,0,0,0,0,0,0,0,10,3,15,190,44,15,10,254,18,0,20,272,190,54,520,4,3,0,0,7,0,0,0,5,12,9,24,3,0,0,0,4,0,0,0,5,5,0,18
LGA55880,108,0,0,0,114,44,14,175,0,0,0,0,4,0,0,0,4,3,0,9,12,4,0,0,19,0,0,0,19,0,0,19,26,4,0,0,34,0,0,0,34,9,0,35,14,3,0,0,17,0,0,0,23,4,0,21,20,8,0,0,35,0,0,0,35,9,0,39,31,6,0,0,38,0,0,0,38,7,0,38,30,9,0,0,38,0,0,0,38,0,5,47,20,8,3,0,31,0,0,0,31,10,6,39,19,0,0,0,27,0,0,0,27,8,0,36,13,6,0,0,22,0,0,0,25,14,0,35,8,8,0,0,17,0,0,0,17,3,0,19,3,3,0,0,5,0,0,0,5,12,0,15,0,0,0,0,0,0,0,0,0,19,0,17,199,62,7,0,272,0,4,5,276,85,9,373,0,0,0,0,6,0,0,0,4,5,0,13,10,4,0,0,14,0,0,0,8,0,0,14
LGA55950,108,3,0,3,108,84,26,215,10,6,0,0,9,0,0,0,13,17,0,25,18,0,0,0,17,0,0,0,20,0,0,26,15,3,0,0,18,0,0,0,19,0,0,24,15,4,0,0,21,0,0,0,26,4,0,22,16,9,0,0,25,0,0,0,27,4,0,31,11,9,0,0,21,0,0,0,21,5,0,30,20,9,0,0,33,0,0,0,33,3,0,35,33,5,0,0,39,0,0,0,39,5,0,44,20,9,7,0,31,0,0,0,31,3,0,41,18,7,3,0,26,0,0,0,26,9,0,30,9,4,0,0,18,0,0,0,18,10,0,25,7,5,0,0,6,0,0,0,6,13,0,28,6,0,0,4,3,0,0,0,3,29,5,39,192,62,17,12,281,0,0,9,284,109,3,400,7,0,0,0,4,0,0,0,5,4,0,12,8,7,0,0,12,0,0,0,15,4,0,18
LGA56090,8914,153,231,388,9300,5713,686,15701,467,875,35,50,1431,85,97,180,1609,1037,138,2786,923,458,46,38,1463,93,45,135,1592,485,97,2177,744,212,52,25,1034,38,9,47,1073,463,74,1614,701,282,72,21,1076,30,24,58,1131,589,63,1775,1048,478,87,35,1643,32,20,52,1694,569,123,2389,1370,705,76,41,2192,44,23,64,2261,511,161,2934,1610,682,101,26,2431,31,20,50,2478,428,151,3055,1537,646,104,38,2323,29,21,47,2380,401,125,2912,1217,548,98,37,1906,23,11,38,1941,517,125,2574,783,547,81,23,1438,20,20,45,1484,920,114,2512,245,265,27,12,546,0,4,3,551,1147,76,1773,36,89,9,3,135,0,0,0,139,976,67,1187,12,30,6,3,57,0,0,0,57,1630,194,1876,10690,5820,795,359,17667,421,297,715,18388,9668,1507,29563,229,788,33,27,1072,64,180,243,1315,1090,103,2509,753,526,60,29,1360,128,50,185,1542,500,103,2142
LGA56160,16,0,0,0,20,13,4,36,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,7,4,0,8,0,0,0,0,4,0,0,0,4,0,0,3,5,0,0,4,6,0,0,0,6,0,0,7,0,0,0,0,3,0,5,5,3,0,0,6,4,0,0,0,5,0,0,0,5,7,3,13,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,5,0,0,0,5,0,0,8,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,5,0,0,0,3,6,0,9,0,0,0,0,3,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,6,4,4,45,0,5,5,49,29,10,87,4,0,0,4,3,0,0,0,3,4,0,11,0,0,0,0,3,0,0,0,8,9,3,14
LGA56230,3494,103,138,240,3736,3235,534,7497,171,223,11,17,424,37,35,68,489,326,63,885,291,126,22,18,462,29,6,38,498,95,52,643,269,107,15,11,412,33,14,44,451,141,45,631,282,127,29,17,447,28,4,31,482,170,39,691,359,171,45,22,590,30,13,47,634,145,55,840,427,203,37,16,683,19,11,37,714,136,55,908,494,212,38,15,754,18,10,25,785,150,70,1003,430,225,50,28,734,22,9,25,762,201,51,1008,375,165,42,21,605,10,6,16,617,266,71,954,235,179,34,12,464,11,8,20,487,545,62,1093,80,89,16,4,186,0,3,3,190,664,49,898,18,28,5,3,53,0,0,0,53,672,36,759,12,16,4,0,31,0,0,0,36,901,100,1030,3434,1867,359,177,5842,236,120,356,6196,4413,747,11353,78,286,11,7,390,46,45,91,477,459,71,1006,292,199,22,14,521,64,15,78,605,162,57,825
LGA56300,293,4,3,9,307,264,77,644,13,8,0,0,30,0,0,0,35,28,0,63,10,0,0,0,18,0,0,0,18,5,0,30,22,11,3,0,33,0,0,4,31,12,3,45,23,10,5,0,36,3,0,3,41,5,3,54,39,11,8,0,58,0,0,4,58,13,0,70,34,29,4,0,68,0,0,0,70,13,4,81,37,28,6,3,72,4,0,4,80,20,6,104,45,27,5,0,71,0,0,3,71,13,5,96,34,41,9,3,88,7,5,5,101,37,4,143,33,32,7,0,72,0,0,3,77,61,6,144,10,9,3,0,27,0,0,0,27,86,0,113,6,4,0,0,6,0,0,0,6,39,4,53,0,6,0,0,4,0,0,0,4,59,6,64,303,221,53,18,590,20,10,27,613,399,47,1065,0,9,0,3,17,0,0,0,17,19,3,43,11,10,0,0,25,0,0,3,24,14,5,42
LGA56370,161,0,4,4,162,95,41,298,13,0,0,0,8,0,0,0,8,12,0,25,26,3,0,0,34,3,0,3,39,4,3,48,24,11,0,0,36,0,0,0,36,4,0,42,19,5,0,0,27,0,0,0,26,6,0,30,26,15,0,0,37,0,0,0,37,5,0,47,28,16,5,0,47,6,0,6,49,7,0,60,26,13,0,0,41,0,0,0,38,10,0,55,52,19,0,0,73,0,0,0,68,8,8,83,27,14,0,4,45,0,0,0,46,5,0,58,21,10,3,0,35,0,0,0,35,13,0,45,10,3,6,0,20,0,0,0,20,23,4,48,6,5,0,0,14,0,0,0,14,16,0,31,11,3,0,0,10,0,0,0,10,63,12,96,294,109,14,5,419,13,0,12,435,196,35,661,3,4,0,0,11,0,0,4,10,17,0,22,22,3,0,0,30,0,0,0,30,7,0,35
LGA56460,1023,30,27,52,1082,713,215,2013,59,59,6,4,132,12,5,25,157,287,12,458,126,33,13,10,180,16,7,18,201,58,15,270,116,23,10,5,161,7,11,12,176,59,19,250,99,53,7,3,164,7,0,3,167,76,11,254,133,72,14,7,225,11,7,22,250,62,18,326,174,84,8,6,276,10,4,16,287,50,19,352,156,68,18,3,243,7,5,13,257,40,6,306,203,83,18,4,303,3,0,7,310,56,15,384,144,61,8,3,222,6,0,6,229,62,11,298,98,60,6,3,170,6,3,6,179,110,3,298,45,40,3,0,89,0,4,4,96,120,14,216,6,16,4,0,27,0,0,0,27,125,9,159,5,10,0,0,15,0,0,0,16,314,31,367,1374,661,117,51,2211,86,57,140,2347,1413,185,3941,33,39,9,7,89,16,6,23,107,242,47,393,130,37,10,3,181,12,5,15,191,41,27,266
LGA56580,5114,66,130,193,5313,3621,306,9234,56,498,36,14,597,11,74,79,681,901,40,1624,370,633,70,23,1097,21,71,93,1192,416,59,1661,502,154,26,10,681,18,24,41,725,165,42,933,356,138,30,10,534,12,6,13,548,160,35,745,460,200,41,14,710,8,13,16,729,216,49,994,664,358,28,27,1072,15,10,34,1103,234,54,1393,806,357,38,15,1218,25,8,33,1250,241,52,1542,856,384,34,10,1281,11,11,27,1307,246,58,1617,682,337,46,7,1071,10,6,15,1084,275,48,1415,468,298,45,6,817,10,11,21,836,422,45,1306,172,205,10,6,403,0,6,6,403,538,44,984,48,95,6,0,158,3,4,3,163,488,36,686,11,61,9,0,75,0,0,0,75,1298,139,1511,5445,3712,403,157,9715,144,235,382,10096,5610,698,16407,21,473,22,9,518,8,83,90,612,882,35,1527,312,595,38,13,960,39,70,115,1074,396,64,1530
LGA56620,122,23,9,35,155,344,57,561,10,18,6,0,31,0,3,5,34,66,15,112,11,28,0,0,45,0,3,3,47,57,8,119,15,32,0,4,57,7,4,8,64,63,14,142,23,28,8,5,60,9,0,10,64,49,5,122,11,19,6,4,39,3,0,4,42,52,6,105,17,14,4,0,41,4,0,4,44,27,10,83,17,12,9,0,41,0,0,0,38,41,5,83,23,17,7,0,42,0,0,0,41,20,7,76,30,10,3,0,40,0,0,0,40,25,11,73,19,4,3,0,29,0,0,0,27,24,8,52,3,4,0,0,11,0,0,0,9,19,0,29,0,0,0,0,3,0,0,0,3,12,0,17,0,0,0,0,0,0,0,0,0,16,12,21,188,182,43,20,436,22,14,41,471,474,94,1033,3,0,0,0,8,16,4,14,28,72,43,140,9,7,3,7,26,17,12,26,54,57,39,151
LGA56730,2252,61,73,129,2383,1803,426,4609,141,149,8,12,304,49,29,76,380,250,65,692,226,85,16,11,340,25,10,40,376,90,55,528,207,81,36,13,331,27,12,32,368,119,45,532,233,100,19,8,359,19,9,29,386,124,44,562,301,138,17,10,458,24,9,24,486,121,60,670,325,128,15,12,484,14,4,20,500,107,48,660,349,137,18,8,522,24,0,26,548,109,49,698,374,173,23,17,597,14,5,16,616,125,62,803,344,130,40,5,516,16,3,21,540,180,63,786,199,119,28,5,347,8,8,13,362,317,57,738,65,66,12,3,137,5,0,0,144,362,36,537,11,21,3,0,41,0,0,0,43,290,43,374,5,15,0,0,30,0,0,0,27,583,80,700,2765,1344,238,113,4463,220,99,317,4778,2774,713,8269,77,135,9,3,218,25,31,53,278,301,46,619,220,86,13,16,328,43,15,55,386,151,49,587
LGA56790,598,7,10,18,612,520,160,1301,24,21,5,5,54,0,3,5,61,83,3,149,30,12,0,4,54,9,0,9,59,18,6,83,33,17,4,0,56,3,4,6,63,29,3,95,68,34,10,3,104,10,5,10,116,37,9,161,82,50,19,6,152,6,3,12,165,41,3,213,101,50,10,0,160,4,0,3,165,38,5,214,116,68,10,3,197,11,4,9,205,36,20,260,108,54,12,3,180,7,0,6,185,49,16,257,93,67,15,7,178,5,0,5,182,77,15,272,66,45,13,6,127,0,6,7,132,128,9,271,34,16,3,3,62,0,0,0,62,154,8,223,5,9,3,0,20,0,0,0,20,124,16,162,5,0,0,5,10,0,0,0,10,192,28,231,770,451,93,38,1349,53,16,72,1420,1022,149,2592,21,31,0,5,52,0,4,3,63,58,9,125,50,33,0,3,94,5,0,5,100,23,13,134
LGA56860,44,3,3,0,48,25,23,102,3,3,0,0,9,0,0,0,4,7,0,14,5,4,0,0,8,0,0,0,8,0,0,9,5,0,0,0,3,0,0,0,7,0,0,4,6,0,0,0,10,0,0,0,10,0,0,9,0,9,0,0,10,0,0,0,10,4,6,15,6,4,0,0,13,0,0,0,13,3,0,14,3,4,0,0,14,0,0,0,13,10,3,22,12,5,0,0,17,0,0,0,17,5,0,25,7,4,0,0,17,0,0,0,18,5,0,27,0,0,0,0,0,0,0,0,3,5,0,14,5,0,0,0,5,0,0,0,5,6,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,16,0,19,62,32,3,0,104,3,0,7,106,62,6,177,4,3,0,0,5,0,0,0,4,3,0,10,11,10,0,0,18,0,0,0,19,0,0,20
LGA56930,330,0,29,34,365,359,26,748,3,27,0,0,33,0,4,4,34,129,16,181,23,36,9,0,70,4,0,4,76,32,10,117,30,14,4,0,51,0,0,0,48,9,10,69,20,9,0,0,31,0,0,0,31,11,0,36,20,8,3,0,38,0,0,0,37,12,0,51,30,22,0,0,53,0,0,0,53,19,7,76,46,20,0,0,72,0,0,0,74,24,7,106,55,21,5,0,87,6,0,6,87,35,9,128,46,32,4,0,79,0,0,3,79,30,18,127,29,17,0,0,47,0,0,0,47,33,9,92,13,15,4,0,31,0,0,0,31,31,5,75,3,7,0,0,11,0,0,0,11,37,8,54,5,9,0,0,16,0,0,0,16,102,11,126,327,244,29,3,606,8,8,17,622,498,108,1235,0,47,0,4,53,0,8,8,53,149,4,208,22,52,0,0,70,0,3,8,81,28,9,114
LGA57000,114,0,0,0,116,36,51,197,12,4,0,4,12,0,0,0,20,6,0,27,27,9,0,5,45,0,0,0,44,8,3,50,79,5,4,3,88,0,0,0,91,7,16,113,63,9,3,0,70,0,0,0,70,6,5,90,44,7,0,5,54,0,0,0,58,7,13,69,60,20,0,0,72,0,0,0,72,12,7,93,51,14,0,0,61,0,0,0,64,7,3,73,60,5,3,0,74,0,0,0,70,5,9,84,49,4,3,0,52,0,0,0,52,10,9,74,22,3,0,6,30,0,0,0,30,12,4,42,16,4,0,0,21,0,0,0,21,6,3,28,0,4,0,0,3,0,0,0,3,9,0,13,5,5,0,0,3,0,0,0,3,11,6,24,484,78,15,20,597,3,6,12,608,97,71,781,6,0,0,0,12,4,0,4,9,7,0,16,18,3,0,0,18,0,0,0,18,5,0,22
LGA57080,7655,224,259,486,8146,3319,1041,12503,45,165,22,5,240,12,81,87,330,526,108,965,772,597,73,23,1464,69,131,196,1655,904,369,2927,2012,482,81,32,2612,85,43,129,2742,516,621,3876,1412,280,64,12,1774,67,30,94,1868,284,428,2582,783,146,30,15,974,32,17,44,1016,182,204,1406,595,126,25,11,752,23,3,27,782,130,183,1093,519,109,24,12,657,17,11,25,688,130,150,964,560,90,35,7,694,22,11,34,727,141,146,1011,498,117,40,8,660,12,5,19,674,215,150,1050,300,141,26,6,473,10,9,19,490,312,124,929,115,92,8,5,225,3,5,6,230,340,77,648,25,55,6,0,82,0,0,0,82,307,48,440,11,31,0,4,45,0,0,0,47,515,81,647,7643,2436,435,137,10652,342,338,684,11335,4504,2703,18534,33,248,32,29,339,7,168,169,513,605,96,1213,654,764,59,64,1549,83,271,360,1903,1282,455,3644
LGA57140,180,4,4,15,189,205,31,432,3,4,0,0,15,0,0,0,13,26,5,43,17,7,0,0,32,8,0,11,37,10,5,55,34,4,3,0,45,3,0,3,49,18,0,63,11,13,0,0,20,3,0,3,24,15,3,40,22,19,0,0,44,5,0,5,50,10,3,61,34,12,0,0,49,9,0,10,55,15,0,67,40,9,3,0,56,6,0,6,59,12,3,79,38,13,4,0,60,0,0,0,56,23,7,89,43,20,0,4,62,4,0,0,63,26,0,91,18,15,6,0,35,0,0,0,36,47,3,87,12,6,0,0,21,0,0,0,19,52,5,76,7,8,3,0,17,0,0,0,17,42,4,63,0,3,0,0,7,0,0,0,7,74,12,94,274,137,25,10,451,36,8,36,491,370,51,907,0,9,0,0,9,4,0,7,22,24,11,52,17,6,0,0,22,5,0,3,28,3,7,40
LGA57210,1060,24,21,48,1107,856,230,2199,55,68,7,4,131,12,5,13,147,139,21,304,82,25,10,3,121,14,8,14,137,66,4,213,76,34,10,7,119,4,3,9,121,63,10,194,92,59,3,8,171,4,9,9,179,60,12,254,119,55,18,5,188,15,4,21,210,52,9,275,157,84,13,4,256,6,0,10,264,70,18,349,185,75,15,6,275,7,0,12,285,70,14,369,160,95,19,6,285,14,0,15,299,88,19,407,155,80,14,0,250,10,4,18,267,97,30,391,103,83,20,7,212,6,0,7,218,127,16,360,38,48,9,3,94,0,0,0,97,170,15,280,22,17,3,0,43,0,0,0,43,159,9,214,15,10,5,3,23,0,0,0,23,263,24,307,1254,736,137,49,2171,88,38,132,2302,1420,203,3929,48,71,3,3,124,12,3,17,142,131,22,292,70,42,0,5,123,13,4,13,138,50,20,210
LGA57280,3425,68,61,135,3564,1128,832,5520,214,100,14,9,337,29,6,41,381,266,178,821,676,98,35,22,831,40,11,44,875,126,288,1291,949,120,79,27,1177,27,9,37,1214,180,353,1749,764,148,64,19,994,30,11,40,1035,144,314,1488,765,145,46,17,974,25,11,34,1005,148,298,1458,653,111,35,9,809,18,9,28,833,105,253,1194,635,94,44,14,787,18,5,28,817,93,250,1161,609,73,55,19,752,15,0,16,772,78,230,1079,417,60,36,13,530,6,3,9,536,74,145,755,216,38,12,7,272,5,0,5,274,99,80,452,46,11,4,0,70,0,0,0,70,74,33,173,16,8,0,0,19,0,0,0,22,64,26,105,7,0,0,0,8,0,0,0,9,80,17,103,5958,1002,428,160,7548,212,69,284,7838,1532,2465,11838,90,152,9,4,256,18,21,37,295,299,93,680,410,107,35,20,570,40,11,50,619,123,154,900
LGA57350,129,3,0,3,136,179,106,419,0,3,0,0,0,6,5,9,8,12,0,24,17,0,0,0,19,0,0,0,19,7,0,24,13,5,0,0,27,0,3,4,27,14,0,39,5,12,4,0,26,0,0,0,28,20,5,44,21,12,0,0,36,4,0,4,41,13,0,56,25,26,6,0,56,0,3,9,59,12,0,74,36,20,7,5,64,0,0,5,69,7,0,80,45,25,4,0,71,0,0,0,76,22,0,98,42,19,7,0,67,0,0,0,67,37,0,106,23,3,3,0,35,0,0,0,35,28,3,66,5,3,4,0,10,0,0,0,10,48,0,67,9,5,4,0,14,0,0,0,14,43,0,61,0,3,0,0,3,0,0,0,3,93,8,101,251,146,37,7,432,18,11,32,462,349,23,838,3,3,0,3,14,5,0,5,15,16,0,32,7,6,0,0,21,0,0,0,21,4,7,27
LGA57420,417,6,3,12,425,294,66,784,12,11,0,0,25,0,0,7,31,14,0,42,58,8,7,0,73,6,0,9,75,9,7,94,80,21,6,0,111,3,0,3,111,24,10,147,90,25,11,3,125,3,0,3,131,36,7,176,99,28,4,0,133,5,0,5,134,24,14,173,88,19,7,0,120,0,0,0,123,18,6,151,93,16,10,0,118,0,0,6,122,19,9,147,112,25,16,0,153,0,0,0,153,24,6,180,69,20,5,0,100,0,0,0,104,25,14,136,27,22,9,0,61,0,0,0,61,56,10,120,17,17,5,0,43,0,0,0,44,56,13,115,0,3,3,0,15,0,0,0,15,50,9,68,5,0,0,0,9,0,0,0,9,65,14,86,754,225,88,14,1082,22,4,27,1108,420,118,1646,3,5,0,0,12,5,0,5,19,21,5,40,24,11,3,0,45,3,0,3,50,10,3,60
LGA57490,30071,823,1279,2102,32178,19356,2777,54306,1330,2225,158,157,3873,416,371,783,4658,2781,404,7843,3535,1302,205,139,5179,337,116,456,5630,1022,455,7112,3568,970,300,111,4954,200,128,326,5276,1246,378,6902,3308,1121,233,85,4749,168,104,270,5015,1319,391,6725,3716,1462,271,130,5581,156,110,264,5852,1310,428,7588,4210,1632,288,111,6236,159,126,280,6521,1169,472,8163,4170,1522,306,116,6115,155,61,220,6335,980,400,7713,3400,1158,261,80,4900,116,50,166,5066,1024,334,6427,2230,966,176,57,3433,82,55,136,3571,1359,246,5177,1208,762,128,35,2135,53,23,81,2212,2295,245,4755,305,343,52,8,716,13,12,24,744,2870,195,3810,52,106,13,9,175,0,3,0,180,2624,199,2999,9,38,7,10,58,0,0,3,62,4603,539,5203,31043,13598,2396,1059,48100,1867,1157,3022,51115,24616,4692,80421,753,2498,102,60,3405,413,688,1105,4507,3219,486,8213,3372,2013,187,137,5710,611,245,859,6570,1159,778,8510
LGA57630,16,0,0,0,15,12,9,37,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,9,6,0,0,0,6,0,0,0,6,0,0,10,6,4,0,0,11,0,0,0,10,4,0,15,3,0,0,0,4,0,0,0,4,5,0,11,9,0,0,0,6,0,0,0,6,8,0,14,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,45,0,0,0,46,27,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,7679,141,219,358,8036,3672,501,12207,292,367,27,28,714,40,46,88,798,449,41,1291,585,210,28,24,848,44,20,59,913,157,54,1127,544,143,43,15,750,19,13,29,778,195,42,1016,497,188,43,23,753,16,12,29,783,236,24,1041,607,275,51,33,971,19,11,32,1003,256,48,1308,755,360,34,31,1182,19,15,31,1213,239,75,1521,778,305,49,12,1143,20,14,34,1170,193,66,1434,629,254,39,18,944,11,8,20,966,179,37,1184,480,207,48,11,746,12,0,14,758,233,47,1038,286,190,42,10,525,12,4,14,544,419,39,998,76,75,13,0,166,0,0,3,166,445,22,631,12,37,0,4,48,0,0,0,53,362,19,434,10,16,0,0,26,0,0,0,27,470,43,539,5556,2629,409,214,8812,216,145,364,9173,3828,566,13569,233,479,24,18,756,59,107,171,919,703,77,1699,846,386,56,12,1298,113,39,152,1449,249,95,1789
