LGA_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
LGA54170,1097,1809,123,98,3126,178,306,481,3608,2495,174,6275,2777,1370,187,102,4436,228,113,338,4772,669,261,5701,2872,500,144,70,3587,146,38,175,3762,305,253,4319,2955,354,121,65,3491,93,16,115,3599,178,180,3956,3808,427,172,73,4479,73,8,84,4556,190,196,4945,4415,461,156,82,5115,81,12,90,5206,185,229,5620,4607,421,185,75,5295,105,14,119,5413,220,211,5841,4409,455,224,71,5164,98,14,111,5275,295,212,5785,3655,580,221,50,4511,89,17,106,4614,521,188,5324,2295,855,188,42,3383,67,33,98,3486,1194,158,4836,577,473,73,24,1148,15,11,25,1170,1682,94,2951,91,175,10,4,288,0,9,8,301,1428,89,1823,25,70,3,9,102,0,0,0,108,2523,238,2866,33599,7942,1820,769,44124,1164,584,1743,45869,11889,2491,60249,536,1610,77,37,2258,173,502,680,2933,2445,179,5560,2018,1578,91,81,3761,331,210,545,4301,699,194,5197,2555,662,140,68,3417,254,68,325
LGA54200,509,453,32,29,1017,58,76,132,1156,811,85,2045,992,277,47,40,1362,70,22,91,1453,165,87,1706,1092,141,50,39,1316,55,4,57,1374,83,107,1565,1154,141,42,35,1364,42,8,48,1421,77,86,1580,1315,143,43,26,1534,27,10,37,1573,91,100,1761,1391,150,81,30,1655,41,5,46,1696,84,136,1922,1417,140,61,39,1654,29,0,35,1688,94,80,1868,1329,132,53,32,1543,28,6,33,1579,115,93,1783,1084,168,77,17,1350,29,3,32,1381,181,91,1656,871,237,67,13,1191,24,4,26,1219,427,77,1725,244,170,25,5,438,3,3,12,452,730,59,1241,48,88,12,3,145,0,4,4,148,699,34,885,21,49,11,0,80,0,0,0,80,1156,118,1363,11463,2296,591,312,14665,409,150,558,15222,4717,1164,21103,242,509,16,17,785,65,119,180,960,966,87,2014,894,349,36,20,1294,137,42,179,1476,172,95,1739,1080,155,44,24,1295,103,22,127
LGA54280,345,178,24,22,573,46,19,66,642,301,132,1070,801,110,39,37,984,54,14,70,1056,114,171,1343,1073,84,27,39,1213,36,5,42,1262,85,212,1556,954,51,38,26,1073,28,8,35,1109,53,192,1352,969,59,49,36,1112,20,0,20,1135,74,168,1371,880,59,27,31,990,21,0,22,1014,62,151,1222,827,73,34,24,963,28,7,25,988,83,160,1233,785,60,28,23,897,17,0,21,915,67,143,1122,523,45,38,16,617,13,3,19,636,67,97,809,351,46,27,9,432,6,5,14,445,136,89,664,90,37,7,4,135,5,5,3,142,170,46,356,26,24,3,0,56,0,0,0,56,144,29,225,5,5,0,0,10,0,0,0,15,187,50,249,7630,829,333,272,9064,279,68,347,9413,1537,1635,12587,184,195,7,17,404,48,32,75,478,364,65,913,620,98,32,22,768,70,18,86,854,135,106,1098,905,69,28,26,1027,51,10,57
LGA54310,186,98,25,9,325,19,11,27,349,192,129,672,565,31,25,17,641,22,3,23,660,64,256,989,940,29,53,26,1045,19,0,20,1066,54,378,1498,885,37,53,18,994,14,0,19,1015,64,308,1386,927,36,51,18,1028,18,0,27,1056,66,353,1470,863,39,49,21,976,13,5,18,989,55,324,1379,800,34,46,15,897,6,0,9,900,42,309,1257,716,36,32,20,801,9,0,10,810,33,245,1086,466,17,38,5,519,8,0,6,530,36,190,754,262,21,20,9,310,4,0,4,320,41,116,472,74,8,8,3,98,0,0,0,98,32,42,167,13,9,0,4,25,0,0,0,25,27,21,73,0,0,0,0,4,0,0,0,3,26,11,39,6703,396,393,166,7658,138,22,166,7822,728,2682,11237,88,116,9,7,223,29,20,48,271,290,46,608,364,52,16,11,440,60,3,66,510,101,102,703,717,54,41,13,823,29,8,39
LGA54340,27,23,0,3,55,5,3,6,67,73,4,141,65,11,8,7,88,4,0,3,91,10,8,110,61,7,6,4,74,3,0,5,82,10,9,100,62,7,18,3,97,4,3,7,101,14,7,129,70,7,18,3,100,9,0,12,112,11,10,131,61,9,23,0,101,9,0,6,106,17,5,135,95,18,18,5,134,4,0,0,136,27,3,169,69,17,9,12,108,3,0,3,110,17,3,134,75,6,13,0,98,6,7,3,106,25,11,134,37,11,10,6,63,0,0,0,63,29,19,109,20,10,7,0,43,4,0,0,42,44,0,93,5,8,0,0,15,0,0,0,15,59,3,74,0,0,0,0,0,0,0,3,4,78,14,103,654,141,144,42,980,47,18,69,1047,414,93,1551,27,26,0,0,56,5,10,9,67,52,14,130,84,19,6,0,111,5,7,9,113,11,14,148,75,10,8,0,90,6,0,6
LGA54410,0,7,0,4,7,0,0,0,7,18,7,26,10,0,0,0,14,0,0,3,13,3,9,24,19,3,5,0,22,3,0,3,25,0,0,26,13,0,0,0,13,0,0,0,19,7,0,22,13,0,0,0,17,3,0,3,20,6,0,27,29,0,0,0,29,0,0,0,29,3,0,32,27,6,0,0,32,0,0,0,32,11,0,43,28,8,0,0,35,0,0,0,35,7,0,45,21,3,0,0,30,0,0,0,30,9,0,38,20,4,0,0,30,0,0,0,31,17,0,46,9,7,0,0,14,0,0,0,15,17,0,36,0,4,0,0,7,0,0,0,7,22,6,37,4,4,0,0,8,0,0,0,4,40,0,45,194,36,9,7,250,9,5,14,265,156,30,445,3,6,0,0,11,0,0,0,11,13,0,31,7,3,0,0,9,0,0,0,14,3,6,19,12,8,0,5,18,0,0,0
LGA54480,4,0,0,0,5,0,0,0,5,9,0,12,4,0,0,0,9,0,0,0,8,0,0,8,18,0,0,0,18,0,0,0,18,0,0,18,25,0,0,0,25,0,0,0,25,0,0,25,18,0,0,0,18,0,0,0,18,3,0,23,23,0,0,0,20,0,0,0,20,0,0,26,18,0,0,0,19,0,0,0,19,0,0,23,19,0,0,0,19,0,0,0,19,0,0,26,16,0,0,0,18,0,0,0,18,0,5,21,12,0,0,0,14,0,0,0,13,4,0,16,5,0,0,0,9,0,0,0,9,3,0,8,3,0,0,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,164,11,5,0,179,0,0,0,181,26,6,214,4,5,0,0,7,0,0,0,7,4,0,14,5,0,0,0,9,0,0,0,9,0,0,10,6,0,0,0,5,0,0,0
LGA54550,8,8,0,3,14,5,0,5,20,25,0,46,29,3,0,0,35,3,0,7,43,0,6,49,42,8,0,0,49,0,0,0,50,3,0,55,34,4,4,4,47,0,0,0,47,0,5,53,34,3,0,0,42,0,0,0,39,8,0,43,52,4,0,0,56,3,0,3,61,6,0,71,64,10,6,0,81,5,0,4,87,4,4,95,46,11,3,4,62,3,0,3,68,10,3,79,44,8,0,0,59,0,0,0,59,11,5,71,31,8,0,0,45,0,5,5,47,17,5,63,15,4,0,0,19,0,0,0,19,21,0,49,6,10,0,0,18,0,0,0,18,28,0,48,0,5,0,0,10,0,0,0,10,52,7,68,414,82,27,19,543,13,5,24,567,189,34,787,9,8,0,0,14,3,0,3,19,12,0,27,25,4,0,0,29,0,0,5,33,5,3,42,29,3,4,0,36,0,0,0
LGA54620,3,0,0,0,8,0,0,0,9,9,0,18,20,0,0,0,26,0,0,0,26,0,8,37,36,6,0,4,47,3,0,3,44,0,14,59,36,3,0,0,44,0,0,0,44,0,3,49,39,0,0,0,42,0,0,0,43,3,6,55,26,0,0,0,34,0,0,0,34,0,5,40,36,0,4,0,39,0,0,0,40,3,3,49,38,6,4,0,46,0,0,0,47,6,6,59,21,4,0,0,25,0,0,0,21,8,0,35,27,3,0,0,32,0,0,0,32,8,0,42,11,4,0,0,12,0,0,0,12,12,0,26,0,3,0,0,10,0,0,0,10,6,4,18,4,3,0,0,5,0,0,0,5,14,5,22,299,35,18,12,364,11,5,19,375,64,59,506,0,0,0,0,4,0,0,0,4,9,0,14,3,0,0,0,3,0,0,0,8,0,0,8,24,0,0,0,25,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,12,0,0,0,14,0,0,13,5,0,0,0,11,0,0,0,11,0,0,10,13,0,0,0,20,0,0,0,20,0,0,17,9,0,0,0,9,0,0,0,9,0,0,13,8,0,0,0,9,0,0,0,9,0,0,12,12,0,0,0,11,0,0,0,11,0,0,10,17,0,0,0,18,0,0,0,15,0,0,18,16,0,0,0,16,0,0,0,16,8,0,23,9,0,0,0,9,0,0,0,9,7,0,12,3,0,0,0,3,0,0,0,3,7,0,13,0,3,0,0,8,0,0,0,8,6,0,14,0,3,0,0,6,0,0,0,6,13,0,16,104,11,5,3,129,3,0,3,127,50,5,181,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0
LGA54760,5,6,0,0,4,0,0,0,4,4,0,12,7,0,0,0,7,0,0,0,7,0,0,7,17,0,0,0,17,0,0,0,17,0,0,15,28,5,0,0,31,0,0,0,28,3,0,32,22,5,0,0,25,0,0,0,25,0,0,32,33,3,0,0,41,6,0,6,42,0,3,42,30,0,0,0,25,0,0,0,28,4,0,36,15,0,0,0,21,0,0,0,21,0,0,24,24,0,0,0,25,0,0,0,32,3,0,31,24,3,0,0,30,0,0,0,30,5,4,37,9,0,0,0,9,0,0,0,9,10,0,19,3,4,6,0,11,0,0,0,9,8,0,22,0,4,0,0,8,0,0,0,8,11,0,23,223,28,7,0,265,7,0,6,273,49,7,332,7,4,0,0,9,0,0,0,9,4,0,16,12,0,0,0,13,0,0,0,13,6,4,21,7,0,0,0,10,6,0,6
LGA54830,208,171,16,19,415,67,37,111,521,411,98,1034,558,111,18,30,714,52,11,67,782,179,97,1059,809,112,50,26,995,60,7,68,1061,160,100,1321,794,88,50,24,954,36,7,44,996,204,119,1317,700,87,29,25,842,38,3,34,877,153,88,1119,717,71,34,26,849,40,6,47,890,161,102,1148,592,79,32,21,727,32,7,40,762,149,79,991,521,61,34,9,628,18,3,23,650,140,55,849,354,69,22,12,462,15,7,19,481,154,60,692,219,51,11,7,292,9,8,13,312,251,48,607,77,36,11,4,123,0,6,3,128,317,38,483,4,11,0,0,16,0,0,0,21,315,32,366,6,3,0,0,14,0,0,0,14,416,55,488,5558,949,304,204,7023,374,93,468,7490,3023,966,11475,125,247,12,11,400,93,77,163,560,554,76,1199,557,258,23,30,869,151,41,192,1058,321,95,1484,1015,160,30,23,1227,96,10,111
LGA54900,9,0,0,0,9,0,0,0,9,3,5,19,30,0,0,0,29,0,0,0,29,0,0,33,34,3,0,0,37,4,0,4,34,4,0,40,44,0,0,0,47,0,0,0,47,0,0,46,50,9,0,0,54,0,0,0,54,3,4,60,45,0,0,5,51,0,0,0,54,3,5,61,48,0,0,0,55,0,0,0,56,0,0,55,56,4,3,0,66,0,0,0,68,3,7,70,47,6,5,0,59,0,0,0,59,3,6,68,22,10,0,0,29,0,0,0,29,6,3,47,12,3,0,0,20,0,0,0,20,5,0,27,12,4,0,0,12,0,0,0,12,4,3,18,7,4,4,0,11,0,0,0,11,23,5,34,404,40,22,6,479,3,0,5,482,71,30,582,7,0,0,0,12,0,0,0,12,3,0,17,21,3,0,0,20,0,0,0,20,0,0,20,36,5,0,0,34,0,0,0
LGA54970,5,3,0,0,3,3,0,5,8,13,3,23,60,9,4,0,67,0,0,0,70,8,13,85,59,6,9,0,68,0,0,0,70,0,9,82,41,3,7,0,55,0,0,0,56,7,10,77,62,8,8,3,79,0,0,0,79,5,17,99,56,10,10,0,78,0,0,0,78,5,14,93,50,5,0,0,61,9,0,9,71,0,10,83,36,8,3,3,51,0,0,0,51,11,9,70,48,0,6,3,55,0,0,0,55,3,9,66,33,0,0,0,37,0,0,0,34,10,8,48,7,0,5,0,10,0,0,0,10,7,0,18,4,0,0,0,4,0,0,0,4,12,0,16,0,0,0,0,0,0,0,0,0,3,0,3,446,68,48,11,569,12,5,15,589,73,97,763,4,0,0,0,4,0,5,5,6,6,0,12,27,0,0,0,28,0,0,3,30,3,11,49,60,3,4,0,68,8,0,4
LGA55040,21,4,0,3,24,0,0,0,22,25,17,65,102,3,4,3,113,0,0,5,112,9,44,174,148,10,9,4,170,4,0,4,169,22,54,244,112,10,14,4,136,0,0,0,134,20,49,208,88,0,7,0,100,0,0,0,100,10,30,140,94,9,3,4,111,0,0,0,111,7,41,161,93,8,7,0,108,0,0,0,108,3,38,150,81,8,9,0,96,0,0,0,96,0,35,134,63,5,0,5,71,0,0,0,72,7,23,97,26,12,0,0,33,0,0,3,39,7,5,56,7,0,0,0,13,0,0,0,13,4,4,22,6,0,0,0,4,0,0,0,4,10,0,12,0,0,0,0,0,0,0,0,0,8,5,14,831,68,52,25,977,11,4,13,991,131,347,1468,7,0,0,0,7,0,0,0,13,8,5,26,23,3,0,0,26,0,0,0,28,4,15,47,56,8,4,0,70,0,0,0
LGA55110,453,531,39,36,1064,156,108,266,1332,903,150,2391,981,308,70,58,1413,154,13,169,1579,172,149,1905,1140,161,84,50,1430,124,9,132,1564,127,146,1837,1068,147,71,42,1324,87,4,92,1413,117,134,1668,1302,151,89,41,1593,70,8,78,1668,150,150,1969,1419,174,69,35,1701,61,17,76,1783,174,179,2131,1442,179,107,29,1759,66,9,75,1828,239,136,2204,1314,186,109,32,1646,51,15,70,1714,251,148,2108,1085,198,124,33,1434,55,7,68,1505,397,166,2063,688,299,74,20,1076,45,24,67,1147,986,121,2263,193,205,25,11,437,5,5,13,453,1486,134,2065,43,97,10,5,160,3,0,4,163,1594,117,1869,3,25,6,3,42,0,0,0,42,2456,353,2848,11140,2671,872,396,15077,883,220,1104,16179,9057,2080,27315,287,603,24,23,935,176,198,372,1309,1028,130,2463,941,449,40,34,1473,251,72,321,1795,264,141,2202,1171,220,76,32,1495,175,19,188
LGA55180,63,66,3,7,141,12,0,15,157,128,5,296,130,28,6,3,166,13,4,20,181,18,11,206,136,18,11,3,164,8,0,8,171,6,5,184,134,16,7,6,163,6,3,8,171,20,4,201,163,31,11,8,217,10,0,7,226,19,11,254,212,23,15,9,255,14,0,14,271,32,12,319,222,42,19,8,286,5,4,8,295,46,27,370,247,45,16,9,310,17,0,17,327,50,20,392,167,49,26,6,239,15,0,13,256,64,20,338,135,55,21,6,209,3,0,0,212,103,5,331,44,40,4,0,94,0,0,0,94,145,12,252,13,25,3,0,34,0,0,0,39,139,11,190,9,16,0,5,31,0,0,0,31,227,27,285,1670,443,147,65,2320,91,18,116,2430,1001,181,3612,57,64,6,3,129,15,5,20,149,154,29,327,112,30,5,3,153,19,5,29,180,25,18,218,135,22,9,6,173,10,0,10
LGA55250,0,0,0,0,7,0,0,0,11,13,4,29,40,3,5,3,47,0,0,0,52,8,22,82,61,5,3,0,71,3,0,4,80,7,19,106,45,8,3,0,54,4,0,4,53,4,16,72,36,0,0,0,37,0,0,0,37,3,15,55,40,4,0,0,47,0,0,0,46,3,16,62,41,8,7,4,54,6,0,6,57,10,18,82,30,4,4,0,44,0,0,0,43,5,11,58,37,3,0,0,42,0,0,0,42,5,7,59,24,5,0,0,28,0,0,0,27,4,7,41,11,3,0,0,9,0,0,0,9,12,4,28,5,0,0,0,5,0,0,0,3,10,0,14,0,3,0,0,5,0,0,0,5,3,0,10,361,47,22,14,446,15,0,18,464,87,143,694,0,0,0,0,0,3,0,3,5,10,11,19,19,0,0,0,24,0,0,0,24,6,8,33,29,6,5,0,42,5,0,5
LGA55320,380,993,68,54,1492,51,179,225,1718,1699,104,3524,1441,1028,89,61,2619,91,132,224,2844,705,178,3724,1828,386,85,40,2334,100,40,145,2478,268,179,2924,1789,220,73,39,2122,53,15,70,2188,127,116,2426,2075,238,73,46,2436,61,9,74,2507,138,133,2778,2374,226,78,46,2720,62,13,79,2799,146,145,3092,2417,240,104,38,2804,52,12,62,2867,172,125,3169,2515,312,115,45,2981,53,13,66,3051,223,121,3390,2094,337,111,28,2572,49,9,65,2635,376,121,3133,1335,474,88,26,1915,36,19,58,1966,774,99,2845,422,378,51,10,860,8,10,22,887,1095,79,2057,85,167,17,7,269,0,7,7,273,1098,80,1459,34,99,10,8,152,0,0,0,154,2753,244,3150,18788,5090,951,456,25281,622,469,1090,26369,9573,1734,37676,176,981,40,17,1214,47,279,328,1538,1665,90,3286,1052,1070,82,38,2243,169,185,350,2597,722,118,3443,1662,525,48,35,2275,132,67,202
LGA55390,0,0,0,0,0,0,0,0,0,10,0,12,9,0,0,4,8,0,0,0,8,8,0,19,4,0,0,0,7,0,0,0,7,6,0,12,10,4,0,0,11,0,0,0,11,4,0,20,3,4,0,0,7,0,0,0,4,4,0,13,6,0,0,0,6,0,0,0,6,8,0,14,5,0,0,0,8,0,0,0,8,3,5,16,5,0,0,0,5,0,0,0,5,10,0,16,6,8,0,0,6,0,0,0,9,10,0,22,3,0,0,0,6,0,0,0,6,4,0,15,0,3,0,0,3,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,42,25,6,4,74,3,0,4,76,78,11,169,7,0,0,0,7,0,0,0,7,7,0,15,9,0,0,0,10,0,0,0,13,6,0,24,16,0,0,0,17,0,0,0
LGA55460,33,13,3,0,51,7,3,9,63,40,0,107,69,12,0,0,79,3,5,7,90,79,11,176,70,11,3,0,91,3,0,6,97,9,7,112,69,0,0,6,78,3,0,3,77,3,3,88,81,3,0,4,84,0,3,3,88,5,9,105,84,6,5,4,99,4,0,7,106,9,5,125,90,6,0,0,97,8,0,8,101,10,10,112,78,16,5,0,97,0,0,0,97,12,11,124,74,7,0,0,82,5,0,5,87,17,0,101,48,14,6,4,66,0,0,0,69,21,0,95,20,8,4,0,35,0,0,0,35,44,0,81,10,4,0,0,11,0,0,0,11,26,0,44,4,3,0,0,5,0,0,0,5,81,6,94,730,106,38,20,890,34,10,42,934,369,69,1374,22,15,0,0,39,3,0,3,47,58,14,115,55,16,6,3,83,5,3,6,87,103,11,205,70,8,7,0,77,11,0,7
LGA55530,5,0,0,0,3,0,0,0,3,0,0,8,10,0,0,0,10,0,0,0,10,0,5,9,11,3,0,0,16,0,0,0,16,0,0,16,3,0,0,0,6,0,0,0,7,0,0,7,18,0,0,0,18,0,0,0,22,0,0,22,10,0,0,0,13,0,0,0,13,5,0,15,11,0,0,0,11,5,0,5,15,3,0,16,18,0,0,0,21,0,0,0,21,0,0,23,14,3,0,0,22,0,0,0,23,6,4,29,11,0,0,0,11,0,0,0,11,3,0,13,3,4,0,0,7,0,0,0,7,9,0,9,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,12,3,13,114,14,7,0,141,7,0,7,149,33,15,198,0,0,0,0,9,0,0,0,9,8,0,10,8,0,0,0,8,0,0,0,8,0,0,10,16,3,0,0,23,0,0,0
LGA55600,14,13,0,0,27,5,0,0,33,50,5,81,44,7,0,0,51,0,0,0,50,3,7,58,37,5,0,5,50,3,4,3,59,4,3,67,55,5,3,0,63,5,0,5,69,4,6,79,70,10,0,3,81,0,0,0,84,6,6,98,51,9,0,0,65,0,0,0,65,4,3,72,83,7,0,0,96,4,0,4,97,10,5,106,68,10,4,0,78,5,0,7,80,3,9,94,53,5,4,0,64,0,0,0,68,8,0,75,51,7,7,3,64,0,0,0,69,16,3,86,18,5,0,0,25,0,0,0,25,23,0,53,10,15,0,0,22,0,0,0,22,16,3,42,4,10,0,0,8,0,0,0,8,46,4,63,559,98,24,20,700,15,9,24,725,201,53,977,12,6,0,0,27,0,0,0,26,37,10,71,39,14,3,0,57,8,0,7,68,11,5,78,33,4,0,3,41,0,0,0
LGA55670,7,4,0,0,17,0,0,0,19,48,8,73,7,0,0,0,13,0,0,0,13,0,0,14,12,3,0,0,15,0,0,0,19,3,0,20,13,0,0,0,9,0,0,0,9,0,4,11,17,5,0,0,24,0,0,0,22,0,0,20,22,6,0,0,32,0,0,0,29,0,0,36,24,0,0,0,28,0,0,0,29,0,3,31,31,0,4,0,36,0,0,0,37,5,3,46,19,3,0,0,19,0,0,0,18,0,0,26,8,0,0,0,12,0,0,0,12,8,0,14,3,0,5,0,13,0,0,0,13,6,3,24,0,0,0,0,4,0,0,0,4,9,0,8,3,0,4,0,3,0,0,0,3,23,0,31,172,28,13,4,222,10,4,7,234,99,29,357,0,12,0,0,10,5,0,5,13,37,0,52,13,0,0,0,11,3,0,3,17,4,0,19,9,0,0,0,11,4,0,4
LGA55740,13,58,3,4,85,6,7,15,97,130,7,239,95,75,4,8,184,9,14,21,205,57,23,289,161,57,3,5,228,11,0,13,242,22,17,279,163,41,11,4,222,9,0,6,231,21,28,276,164,27,5,0,201,11,0,7,214,25,21,261,207,28,4,4,238,6,0,4,251,20,22,284,200,23,12,8,234,4,3,5,246,33,19,288,183,34,6,0,223,4,0,4,227,32,11,276,148,44,7,0,200,4,0,7,204,32,12,258,109,47,6,7,171,0,0,3,176,66,15,262,49,42,5,0,101,4,0,3,104,108,19,230,17,26,0,0,46,0,0,0,46,92,5,136,7,8,0,0,16,0,0,0,16,189,31,231,1522,515,71,36,2145,62,31,97,2244,827,235,3300,5,68,7,0,81,4,11,10,95,179,12,286,48,104,0,4,157,11,12,23,180,37,11,230,121,52,0,0,176,16,0,15
