LGA_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
LGA58050,0,16,82,110,91,70,30,8,3,421,37,90,286,186,100,38,8,0,0,747,119,608,1516,1965,1898,1304,617,233,44,8307,55,234,402,409,421,345,186,62,13,2119,4,31,99,112,94,59,30,5,0,436,0,27,118,135,112,80,45,19,0,536,6,18,109,104,133,119,70,18,9,589,33,160,504,555,517,290,106,40,12,2216,15,88,235,260,205,177,76,16,7,1082,33,64,163,88,49,57,15,5,0,478,22,63,227,231,190,117,49,15,5,923,3,5,3,5,4,3,3,3,0,28,3,9,50,83,80,42,19,7,0,297,440,331,604,738,697,497,396,263,108,4072,774,1752,4396,4987,4603,3190,1649,705,197,22251,0,51,180,147,135,94,48,10,0,661,34,101,372,319,154,58,12,3,0,1054,126,779,2379,2240,2292,1713,902,347,69,10841,51,260,697,515,494,372,290,120,18,2819,12,27,122,138,108,75,45,20,10,547
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,9,0,0,22,0,3,7,8,23,10,7,5,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,3,0,0,0,0,0,7,0,0,4,3,3,0,0,0,0,8
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,11,6,3,3,0,40,0,0,0,0,0,3,0,0,0,9,0,5,4,6,4,0,0,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,4,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,3,7,24,3,9,17,18,26,23,14,6,7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,9,0,0,44,0,0,0,0,3,0,0,0,0,5,0,0,4,3,3,6,7,0,0,18
LGA58330,0,0,6,0,6,0,0,0,0,17,0,0,4,4,3,6,0,0,0,18,7,12,38,56,119,122,59,13,3,428,3,5,3,18,19,24,12,0,0,89,0,0,4,8,10,10,4,0,0,34,0,0,0,3,10,10,3,0,0,24,0,0,4,0,3,6,9,0,0,20,0,4,0,13,13,20,17,4,0,71,0,0,3,3,10,14,10,3,0,43,0,0,4,4,5,0,3,0,0,19,0,3,5,0,6,5,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,16,29,10,13,22,47,37,32,17,7,203,40,36,82,133,249,263,157,45,12,1010,0,0,0,4,0,0,3,0,0,13,0,0,3,5,6,6,4,0,0,14,3,18,39,65,98,123,99,36,6,485,6,3,12,6,16,16,23,7,0,92,0,0,4,8,8,16,5,4,0,46
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,18,0,0,11,11,12,5,8,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,18,0,0,6,6,9,12,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,11,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
LGA58510,0,37,147,113,60,33,15,6,3,423,0,35,260,132,51,19,4,0,0,498,22,195,711,520,384,331,134,84,37,2423,17,71,192,132,140,88,47,36,17,738,0,16,46,54,21,13,3,5,0,154,0,29,135,93,55,35,5,7,4,366,3,7,58,48,48,46,17,10,4,253,8,193,522,349,188,134,60,22,6,1485,10,39,183,130,78,82,29,11,0,573,5,43,103,53,35,7,7,3,3,256,5,86,161,57,46,16,13,9,7,398,0,5,6,0,0,0,3,0,0,16,4,10,23,24,16,18,3,3,0,101,90,239,421,264,234,170,150,128,114,1819,169,1011,2963,1974,1349,1002,501,325,206,9513,0,40,156,135,87,51,22,9,6,506,4,53,203,171,65,36,7,0,0,540,16,188,842,565,371,337,228,95,34,2675,7,62,280,135,117,114,58,42,19,836,3,9,40,32,32,14,24,0,5,157
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,0,5,0,0,37,0,0,3,0,0,3,0,0,0,9,0,3,5,11,6,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,3,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,7,8,3,0,0,37,5,10,39,34,39,26,11,7,0,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,9,14,3,4,0,4,41,0,0,0,0,3,10,0,0,0,13,0,0,4,4,7,5,0,0,4,31
LGA58570,0,26,173,140,87,49,21,9,0,511,6,34,195,115,58,25,6,0,0,431,10,152,685,409,357,236,108,48,16,2017,10,83,256,158,112,86,46,23,10,786,0,12,50,39,18,12,13,0,0,145,0,26,188,120,69,42,10,6,0,453,0,9,58,69,80,63,21,3,0,309,12,108,508,423,251,153,54,15,4,1525,5,72,287,239,169,121,41,11,6,934,3,82,223,112,80,34,14,3,0,555,0,56,108,92,55,24,5,5,0,346,0,0,5,3,0,0,0,0,0,14,0,12,34,28,18,10,5,0,0,114,79,152,453,303,199,172,97,104,43,1604,128,820,3223,2235,1569,1031,428,230,87,9754,0,37,198,120,93,52,28,11,0,544,0,20,163,157,73,27,8,0,0,452,9,98,784,489,339,282,142,56,21,2217,7,46,294,156,143,94,41,36,7,820,0,6,59,35,32,19,9,3,0,158
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,20,25,13,6,0,105,0,0,5,3,0,13,3,5,0,33,4,3,9,8,4,6,4,0,3,31,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,6,0,5,5,0,0,0,19,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,8,0,0,4,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,5,0,4,11,8,10,8,3,60,12,15,44,39,53,65,38,25,8,303,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,23,18,14,24,22,8,7,115,0,0,4,0,5,5,7,0,0,28,0,0,10,8,5,5,8,0,0,39
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,0,3,0,0,24,0,0,0,0,0,3,0,0,0,7,0,0,6,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,21,0,0,8,16,20,19,8,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,12,7,0,0,0,33,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,5,0,0,0,16
LGA58760,0,31,165,190,112,70,35,12,0,622,50,104,455,384,159,55,11,0,0,1224,165,719,2169,2785,2473,1563,856,335,67,11137,133,410,960,1077,883,515,320,135,32,4459,8,43,194,177,95,68,37,15,5,641,4,55,235,269,193,100,45,19,0,930,0,29,145,183,182,127,78,41,12,802,46,214,846,936,654,338,174,69,26,3296,26,156,391,425,256,163,64,35,7,1514,32,80,177,134,75,57,23,11,3,587,18,109,326,378,271,137,60,13,10,1328,3,8,8,3,0,9,4,0,0,40,6,14,72,74,73,49,25,9,5,339,607,410,898,1027,801,603,422,356,167,5294,1109,2368,7050,8054,6237,3856,2156,1041,329,32200,3,90,196,249,183,93,67,22,4,912,41,142,548,568,278,92,25,0,0,1701,147,925,2964,3202,3056,2045,1257,517,106,14215,104,510,1560,1300,1244,641,439,208,34,6042,8,60,185,192,159,88,62,18,5,775
LGA58820,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,0,0,0,0,9,9,29,58,71,80,53,42,12,0,355,0,0,7,8,9,19,10,0,0,54,0,0,3,5,3,6,0,5,0,23,0,0,0,6,0,0,5,0,0,8,0,0,0,0,0,3,7,0,0,13,0,4,6,12,8,11,7,5,0,45,0,0,4,0,9,8,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,4,0,5,7,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,8,10,12,9,26,9,21,12,7,121,28,53,94,125,150,127,86,34,7,693,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,9,27,67,65,84,68,44,29,5,393,0,5,5,20,13,15,11,9,5,78,5,0,6,6,10,4,9,0,0,37
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,11,15,0,3,0,0,49,0,0,0,0,0,4,0,4,0,7,0,0,9,10,10,4,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,11,4,0,20,0,8,18,30,40,11,12,10,4,128,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,5,0,0,0,41,0,0,4,0,0,6,0,0,0,5,0,0,8,4,9,0,7,0,0,31
LGA59030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,4,3,11,10,18,9,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,3,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA59100,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,4,13,6,7,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,3,3,0,0,20,0,3,15,16,33,15,10,0,0,99,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,12,3,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,9,5,7,0,0,0,0,25
LGA59170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,8,4,0,0,38,0,4,0,0,0,3,0,0,0,8,0,0,10,17,3,3,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,9,3,0,0,0,0,9,0,0,5,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,8,0,3,0,3,25,3,3,36,44,23,21,17,4,3,157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,14,4,7,5,7,0,0,50,0,0,4,0,0,0,0,0,0,11,0,8,19,9,10,4,0,0,0,50
LGA59250,0,3,8,4,4,0,0,0,0,20,0,0,5,3,0,0,0,0,0,10,0,21,69,48,44,16,8,0,0,213,0,3,3,7,3,5,0,0,0,27,0,0,3,0,8,0,0,0,0,13,0,0,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,7,7,5,0,0,0,0,16,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,10,28,28,27,10,5,0,0,112,3,47,148,109,112,34,7,0,0,466,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,35,32,27,12,3,0,0,118,0,0,9,3,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,25,20,16,21,6,5,0,104,0,0,3,4,5,0,0,0,0,16,4,4,13,10,5,0,8,0,0,46,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,6,4,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,6,7,11,5,5,0,43,11,16,57,44,49,38,21,12,0,249,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,11,30,24,19,18,15,0,3,122,0,0,5,6,6,4,0,0,0,17,0,3,4,4,6,4,9,0,0,33
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,9,4,0,0,27,0,0,0,0,0,0,0,0,0,4,0,6,4,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,3,6,9,16,17,16,10,4,0,70,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,7,0,0,21,0,0,0,0,0,4,0,0,0,3,0,0,3,3,4,0,4,0,0,18
LGA59330,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,28,4,5,4,18,13,9,20,6,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,6,0,0,35,0,0,0,0,0,0,5,0,0,6,0,5,0,4,0,0,0,0,0,8
LGA59340,0,0,8,8,5,0,0,0,0,23,0,0,10,0,0,0,0,0,0,13,0,54,134,136,110,63,24,0,0,529,0,22,54,51,38,28,12,0,0,211,4,8,28,29,27,17,7,0,0,124,0,0,8,15,16,5,7,0,0,46,0,0,22,19,23,14,0,0,0,72,0,7,30,25,23,11,0,0,0,94,0,8,23,17,26,16,3,0,0,99,0,0,4,9,6,3,0,0,0,30,0,3,20,13,13,6,5,0,0,58,0,0,0,0,0,0,0,0,0,3,0,3,8,9,4,3,3,0,0,26,42,56,106,100,93,54,31,12,4,500,60,170,455,433,385,226,91,14,4,1831,0,0,4,9,5,0,0,0,0,20,0,0,4,7,3,0,0,0,0,8,3,36,118,90,98,81,25,7,0,455,0,20,39,26,21,29,15,3,0,148,3,11,24,27,18,13,6,0,0,115
LGA59350,0,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,21,15,10,5,0,0,0,55,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,11,9,7,3,0,0,43,3,30,51,33,19,9,4,0,0,140,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,14,10,9,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59360,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,51,30,34,20,5,4,0,178,0,0,8,3,5,3,0,0,0,20,0,3,7,7,0,0,4,0,0,27,0,0,0,4,0,3,0,0,0,7,0,0,0,4,4,3,0,0,0,5,0,0,3,9,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,17,27,32,24,14,8,3,0,134,8,46,102,99,76,54,19,13,0,421,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,29,22,21,15,12,3,4,114,0,0,3,4,5,0,0,0,0,18,0,0,3,6,3,0,3,0,0,23
LGA59370,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,11,0,7,28,31,43,57,31,11,0,209,0,0,7,12,15,14,12,8,0,68,0,0,9,8,15,12,8,0,0,58,0,0,0,3,4,0,0,0,0,11,0,0,6,0,7,9,4,0,0,28,0,0,3,9,10,16,19,0,0,63,0,0,0,0,3,7,7,4,0,25,0,0,0,3,4,6,4,0,0,14,0,0,0,4,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,11,14,6,16,16,40,23,22,18,3,162,20,16,81,98,153,163,118,46,9,694,0,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,9,6,14,31,31,42,60,63,15,7,274,0,3,3,5,12,20,12,7,0,69,0,4,5,16,8,13,7,5,0,60
LGA59499,0,10,23,21,12,7,0,0,0,72,0,9,19,6,0,5,0,0,0,51,5,47,185,142,126,154,95,3,0,753,6,31,61,40,31,48,24,6,0,248,0,3,22,12,14,13,0,0,0,63,0,5,12,8,10,10,5,0,0,55,0,0,5,6,10,15,15,0,0,45,0,20,42,35,17,37,6,0,0,158,0,9,26,16,24,20,3,0,0,96,0,5,21,15,8,4,0,0,0,58,0,4,29,8,17,14,5,0,0,79,0,0,5,0,0,0,0,0,0,5,0,0,6,4,3,4,7,0,0,24,39,76,224,189,191,132,56,27,0,933,48,217,674,514,466,458,224,43,3,2644,0,7,9,12,3,4,0,0,0,38,0,0,14,3,5,11,5,0,0,38,0,35,144,81,109,104,69,7,3,558,5,11,53,42,22,36,15,3,0,185,0,6,14,12,4,15,11,0,0,61
