LGA_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
LGA53220,16,40,79,49,135,0,7,8,155,71,228,621,259,877,330,124,452,45,18,57,92,36,136,6,6,5,93,51,145,562,244,803,245,66,316,34,19,57,81,39,124,5,11,10,60,36,93,429,172,603,138,41,182,16,8,25,46,17,63,8,16,21,34,15,52,240,99,349,47,20,65,3,0,10,27,8,31,0,9,15,7,6,11,86,44,135,24,14,37,3,0,3,3,0,7,3,4,10,6,4,11,41,24,62,9,0,6,5,0,5,0,0,0,0,0,0,3,0,6,14,6,18,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2660,1040,3700,290,110,393,502,203,707,23,67,89,2759,1336,4095,6231,2749,8979,5,6,14,0,0,0,0,0,0,0,0,0,195,163,360,206,173,376,21,14,37,0,4,9
LGA53290,27,48,56,64,123,3,9,14,123,98,220,522,490,1013,330,332,659,40,11,51,73,87,159,4,12,22,129,59,193,574,511,1085,333,333,665,16,14,33,75,83,155,3,22,24,63,28,96,496,478,975,279,285,563,13,18,26,64,63,130,10,29,29,44,23,74,400,418,823,278,235,510,22,10,32,62,45,103,18,55,68,38,11,43,407,351,760,194,167,360,12,14,27,32,44,76,17,82,102,22,10,29,282,315,598,144,103,247,9,3,18,25,21,48,32,83,115,11,4,15,222,217,440,78,59,136,5,0,0,8,8,18,10,82,95,3,4,4,105,152,256,48,24,76,0,0,0,7,5,8,35,129,162,5,5,4,95,159,256,2717,2757,5476,189,189,375,445,503,952,132,502,639,2180,1685,3867,5665,5637,11300,0,0,0,0,0,0,0,0,0,0,0,0,453,371,825,453,372,825,5,21,28,0,0,4
LGA53360,12,19,15,10,27,0,0,0,35,18,59,121,91,209,48,56,101,9,4,16,25,14,41,0,0,0,20,10,33,99,89,193,64,53,119,0,4,11,10,20,35,0,4,4,17,7,18,97,86,179,43,42,88,5,0,5,23,16,38,3,5,3,8,6,10,78,69,144,49,43,99,5,0,7,26,9,37,5,10,5,10,4,14,92,62,155,29,26,57,0,0,3,8,6,13,4,10,10,0,0,0,46,37,86,12,6,21,0,0,0,9,3,6,9,4,7,0,0,0,31,14,43,9,0,11,0,0,0,3,0,4,0,0,5,0,0,0,9,8,20,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,4,9,14,512,507,1018,43,36,76,127,91,216,16,31,54,439,367,802,1131,1032,2164,0,0,0,0,0,0,0,0,0,0,0,0,82,66,151,82,66,151,0,0,0,0,0,0
LGA53430,60,107,124,170,288,0,9,10,378,332,705,1026,1063,2083,548,522,1073,65,63,123,146,217,358,7,17,28,284,248,538,1053,1078,2126,501,512,1012,57,42,97,203,271,476,15,43,59,204,196,397,977,1061,2042,448,472,929,47,31,81,200,251,448,21,53,73,207,110,322,920,927,1848,438,421,863,44,34,75,164,274,436,25,76,101,101,63,164,777,873,1648,344,309,653,20,22,36,111,120,232,31,114,141,52,41,91,561,600,1161,307,245,547,15,11,22,57,88,144,26,165,192,24,18,45,430,517,945,206,128,336,7,12,19,37,43,77,49,216,267,22,8,31,325,406,727,144,67,211,0,4,9,15,31,43,84,363,441,19,13,34,262,472,736,4847,4839,9683,390,397,783,1205,1674,2877,271,1078,1344,5207,4904,10103,11911,12885,24796,0,0,0,5,3,5,0,0,0,0,0,0,705,730,1431,705,731,1440,6,10,18,0,5,3
LGA53570,9,22,17,13,30,0,0,0,45,39,81,173,181,354,130,128,252,10,10,19,27,14,43,0,8,10,39,17,57,200,180,382,113,130,248,13,3,15,47,35,78,6,8,10,38,15,49,214,187,408,153,153,303,21,7,27,54,31,86,3,9,15,27,9,36,253,213,467,179,167,346,22,5,24,45,25,69,8,25,32,10,11,17,261,231,492,133,101,241,9,5,13,22,17,30,5,13,27,4,3,5,173,140,314,87,59,148,6,4,9,19,6,27,10,29,43,0,0,0,128,99,223,43,31,70,0,0,5,6,4,14,5,27,30,0,0,0,58,56,115,16,10,30,0,0,0,0,0,5,15,25,36,5,0,5,38,37,72,1175,1159,2326,99,74,169,261,177,436,57,143,205,669,526,1191,2253,2075,4332,0,0,0,0,0,0,0,0,0,0,0,0,134,115,247,134,115,247,6,3,7,0,5,5
LGA53640,5,6,5,10,11,0,0,0,9,4,13,55,36,93,28,29,55,3,0,4,3,10,13,0,0,0,13,0,15,52,43,84,25,24,53,0,6,7,14,0,17,0,3,3,11,8,18,52,43,93,53,40,90,0,0,3,8,0,5,0,0,0,8,0,7,61,45,112,29,22,42,0,0,0,0,0,9,5,3,10,0,0,0,35,27,62,18,13,33,0,0,0,0,0,0,5,0,6,0,0,0,23,19,42,13,5,23,0,0,0,0,0,0,0,3,3,6,0,4,17,11,30,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,4,3,15,280,252,532,21,12,32,32,23,58,14,30,50,186,113,301,535,439,968,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48,27,21,48,4,4,10,0,0,0
LGA53710,5,7,6,6,13,0,0,0,14,5,17,46,36,85,12,18,34,0,0,0,5,10,12,4,0,0,6,5,16,30,35,61,24,25,47,7,4,3,6,12,18,0,0,0,3,8,8,36,46,78,23,20,45,0,0,0,5,6,10,5,4,8,5,0,13,45,32,78,27,24,50,4,0,5,5,4,14,0,6,6,0,0,4,39,36,73,15,15,32,0,0,0,8,0,6,0,3,3,0,0,0,21,24,43,16,14,30,0,0,0,4,0,0,7,4,4,0,0,0,22,19,42,6,6,12,0,0,0,0,0,0,4,12,10,0,0,0,13,8,30,9,4,8,0,0,0,0,0,0,4,17,16,0,0,0,14,18,31,213,202,413,20,15,32,41,51,90,17,44,55,123,97,226,415,413,826,0,0,0,0,0,0,0,0,0,0,0,0,22,13,34,22,13,34,0,0,0,0,0,0
LGA53780,225,400,361,496,854,16,80,99,788,576,1369,3957,3867,7825,2423,2247,4664,176,178,352,467,598,1059,26,96,123,563,314,878,3649,3430,7078,1999,2108,4103,136,144,281,449,581,1030,47,161,205,336,231,572,2968,3222,6194,2086,1845,3934,130,119,250,411,525,941,68,252,321,222,137,355,2910,2881,5793,1822,1547,3367,84,80,169,329,478,807,91,331,424,118,65,183,2453,2500,4951,1191,973,2164,61,59,121,195,218,422,92,422,515,64,46,109,1603,1726,3331,892,647,1542,34,26,64,102,156,264,113,475,589,33,19,61,1184,1329,2515,515,300,816,10,18,28,52,80,130,103,503,605,14,11,25,685,915,1603,317,159,470,10,3,14,31,36,68,187,662,846,18,17,33,559,875,1429,24343,23623,47965,1321,1540,2864,2945,3959,6901,771,3086,3865,17867,13951,31819,47252,46160,93411,13,13,24,0,0,0,3,0,0,0,4,3,4027,3733,7766,4043,3753,7795,124,311,436,9,30,34
LGA53800,92,169,144,198,341,15,17,34,351,300,648,1420,1475,2894,809,756,1566,82,87,167,161,247,413,13,42,56,308,243,541,1367,1377,2743,767,754,1526,60,77,134,223,217,435,22,65,86,208,169,375,1274,1281,2558,718,678,1395,54,44,101,178,190,371,26,109,137,114,68,184,1089,1095,2179,647,586,1232,48,46,99,162,128,288,34,133,168,72,40,109,958,939,1889,448,387,833,34,23,57,113,94,205,48,166,214,40,16,48,679,681,1363,354,289,645,9,8,23,64,59,126,57,175,233,33,7,45,523,547,1064,236,150,385,5,0,3,29,21,43,67,216,289,11,6,13,344,397,738,151,55,207,5,0,8,16,20,32,94,273,366,7,4,13,279,356,636,7091,7025,14115,527,656,1184,1277,1404,2688,384,1220,1603,5856,5158,11014,15132,15464,30598,3,0,3,0,0,0,0,0,0,0,0,0,1282,1218,2496,1287,1218,2504,23,60,79,4,6,10
LGA53920,5,4,9,15,18,0,5,4,38,40,76,78,89,167,34,22,56,0,9,9,14,9,24,3,9,12,33,41,75,85,89,175,29,32,68,7,9,15,8,16,22,0,9,5,20,34,57,71,96,162,26,20,53,0,4,10,8,10,16,5,10,16,19,17,40,65,67,127,21,7,26,3,0,7,6,0,3,0,9,9,13,18,33,40,36,79,12,7,23,6,0,10,0,0,0,3,7,8,3,6,7,27,19,49,7,6,5,0,3,3,0,0,0,3,9,14,3,0,3,10,11,26,3,0,3,0,0,0,0,0,0,0,3,6,0,0,3,6,4,14,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,4,11,391,358,746,71,56,123,65,64,127,23,69,91,616,692,1304,1157,1240,2391,8,10,18,0,0,0,0,0,0,3,0,3,170,148,318,181,158,334,21,33,53,0,0,0
LGA53990,45,83,110,128,232,0,6,14,178,155,334,965,952,1916,617,655,1274,44,46,86,108,135,253,3,17,23,118,91,208,889,956,1847,619,660,1278,47,42,85,116,152,262,8,34,44,72,35,110,860,918,1780,589,577,1164,25,24,51,102,104,201,25,39,66,35,30,72,779,774,1551,578,514,1098,24,27,47,83,107,194,21,67,89,20,14,35,731,732,1458,388,307,696,8,6,15,43,48,95,28,111,135,11,7,20,476,481,955,268,194,469,6,6,6,24,21,45,35,128,157,13,7,18,345,357,702,157,88,243,0,0,0,11,12,25,27,95,117,11,5,12,206,199,402,89,37,123,4,0,4,0,6,4,23,123,153,0,3,8,117,174,292,5638,5726,11364,285,344,627,753,893,1646,181,631,812,3372,2845,6211,10223,10434,20663,0,0,0,0,0,0,0,0,0,0,0,0,957,912,1866,957,916,1869,23,33,54,4,4,4
LGA54060,6,6,3,12,19,0,0,0,25,14,46,99,116,217,90,81,170,5,3,5,17,16,33,0,3,3,36,17,58,151,131,272,68,82,148,11,4,16,19,30,48,0,3,3,35,13,46,127,134,262,113,114,225,6,7,11,29,36,66,5,10,9,11,4,12,162,168,334,99,97,199,3,7,13,28,27,55,10,13,25,15,10,22,153,155,314,83,86,167,7,3,10,16,19,33,0,29,34,4,0,3,117,139,255,62,42,101,0,3,3,16,7,22,8,19,25,11,0,10,89,73,164,34,20,57,0,0,0,3,0,0,3,26,31,3,0,6,50,47,99,22,13,34,3,0,3,6,4,5,19,18,35,4,0,4,55,36,90,782,809,1594,39,47,86,149,165,309,44,132,177,465,328,795,1481,1483,2957,0,0,0,0,0,0,0,0,0,0,0,0,104,82,181,104,82,181,0,0,0,0,0,0
LGA54130,0,8,5,6,5,0,0,0,14,8,20,39,38,82,22,25,51,0,4,6,13,12,18,0,0,0,11,4,13,53,45,96,34,28,64,5,0,3,10,9,22,0,0,0,10,10,23,57,54,108,31,29,57,3,0,3,15,4,14,0,3,3,0,0,0,47,37,83,22,21,41,0,0,0,6,3,12,4,3,4,5,0,5,34,26,63,16,13,31,0,0,0,0,3,5,0,0,0,3,0,3,23,14,39,9,6,12,0,0,0,3,0,4,0,3,10,11,0,11,20,13,31,3,0,3,0,0,0,4,3,5,0,3,3,0,0,0,7,8,16,3,0,5,0,0,0,0,0,0,4,0,4,0,0,0,7,0,7,232,222,451,20,7,29,54,45,102,9,17,29,166,95,269,485,388,876,0,0,0,0,0,0,0,0,0,0,0,0,28,15,39,28,15,39,0,0,0,0,0,0
LGA54170,324,545,484,734,1223,21,61,89,765,630,1391,5806,6135,11944,4164,4418,8583,206,264,473,563,801,1364,43,93,134,554,457,1014,5532,6036,11565,4146,4178,8323,200,205,403,565,888,1451,66,186,250,378,286,660,5348,5738,11090,3872,3641,7515,127,128,259,520,806,1324,90,278,364,193,149,343,4801,5001,9802,3533,3022,6556,109,104,210,410,660,1072,116,431,551,99,106,212,4266,4333,8604,2211,1688,3907,47,48,94,218,359,574,119,447,568,53,48,99,2651,2589,5240,1236,884,2126,30,38,68,100,213,315,136,558,692,20,44,70,1522,1740,3264,733,577,1307,21,26,43,61,98,154,166,675,841,22,19,36,996,1396,2384,545,285,832,18,11,26,38,80,118,254,1136,1393,10,29,40,866,1538,2404,34482,34785,69265,1418,1778,3201,3580,5559,9137,1040,3930,4968,20873,17487,38359,61387,63544,124927,0,3,6,0,0,0,0,4,4,0,0,0,5341,4923,10268,5351,4931,10279,29,78,108,3,4,7
LGA54200,103,199,217,303,519,9,23,31,398,296,697,2037,2035,4079,1252,1317,2567,93,100,195,246,329,575,27,40,66,314,181,495,1933,1961,3894,1202,1225,2429,82,82,165,236,309,550,30,78,110,201,138,343,1760,1831,3586,1181,1184,2370,63,79,145,204,300,506,25,109,127,104,74,174,1578,1746,3325,1213,1116,2324,49,41,85,179,288,466,45,180,227,84,56,139,1570,1677,3253,886,752,1637,29,36,62,108,148,254,68,228,297,33,22,56,1122,1189,2313,623,495,1124,16,19,36,72,101,176,50,294,347,24,19,40,793,925,1718,417,287,702,14,12,23,23,52,78,97,298,393,12,5,17,559,653,1214,227,95,323,0,4,9,10,45,53,110,402,516,11,10,23,366,559,921,12030,12136,24167,648,773,1421,1577,2242,3825,476,1689,2161,8043,6660,14704,22772,23501,46275,0,3,3,0,0,0,0,4,4,0,0,0,1842,1757,3600,1845,1759,3608,24,44,70,0,5,5
LGA54280,52,115,116,131,243,3,16,16,368,213,580,1155,1008,2165,639,569,1206,63,55,117,134,145,279,6,23,36,258,136,397,1102,931,2037,626,521,1146,58,51,106,166,143,311,18,57,78,157,81,235,1032,849,1878,385,340,722,47,26,72,138,117,254,24,48,73,128,37,166,723,569,1286,294,187,480,39,28,63,92,71,169,20,69,90,66,18,84,509,378,889,151,110,258,15,7,24,50,32,85,22,59,85,45,7,49,286,214,494,80,71,157,7,9,16,21,20,48,15,76,97,23,9,29,160,185,342,39,27,67,5,0,12,7,5,14,28,84,110,17,0,18,91,124,215,24,11,40,5,0,5,4,8,13,13,83,98,3,0,3,50,102,149,5161,4973,10138,453,386,842,871,872,1742,173,535,712,5510,4216,9727,12172,10983,23162,8,0,7,0,0,0,0,0,0,0,0,0,837,780,1615,848,780,1629,31,39,68,4,14,19
LGA54310,46,94,112,66,173,3,3,15,207,153,363,953,687,1643,511,340,846,36,36,67,107,84,188,11,17,31,126,103,231,792,574,1363,367,238,605,35,20,52,120,79,198,10,21,30,85,38,121,609,395,1007,223,141,359,29,10,42,81,44,122,9,25,34,42,23,70,381,244,630,109,57,168,9,7,14,38,32,70,8,15,22,24,11,34,194,120,312,29,21,54,4,0,9,11,11,20,9,13,21,13,8,21,71,54,117,9,6,22,5,4,3,3,0,8,7,9,12,4,3,6,31,24,55,4,0,4,0,0,0,3,0,6,5,13,11,0,3,5,9,13,27,0,0,0,0,0,0,0,0,5,7,3,11,5,0,4,15,8,17,4212,3399,7614,302,213,518,622,451,1075,73,127,202,3941,2821,6763,9153,7017,16168,6,4,8,0,0,0,0,0,0,0,0,0,674,522,1195,678,522,1205,20,23,43,0,0,0
LGA54340,6,12,8,11,23,0,0,5,37,30,62,122,120,241,115,95,204,8,6,14,17,25,41,0,3,6,42,21,64,180,149,325,102,91,189,4,11,15,22,11,34,7,7,14,20,11,24,150,129,275,95,83,181,10,4,13,19,20,38,7,15,18,15,5,22,149,127,269,76,75,145,5,0,5,11,14,17,0,17,18,6,5,16,93,116,205,62,48,109,5,4,3,12,8,16,11,24,32,3,4,8,92,83,168,57,36,93,0,0,0,3,3,7,8,29,34,0,0,4,70,75,144,29,25,48,0,0,0,0,3,9,3,28,35,0,0,0,36,55,96,22,10,29,0,0,0,0,3,3,6,50,57,0,0,0,32,67,94,878,807,1690,48,61,106,104,119,220,44,176,222,605,473,1073,1681,1632,3312,0,0,0,0,0,0,0,0,0,0,0,0,128,126,256,128,128,263,3,13,17,0,0,0
LGA54410,0,4,7,4,10,0,4,4,8,9,15,44,43,89,31,33,65,3,4,3,10,8,16,0,0,0,13,8,20,51,54,109,41,29,67,0,0,0,0,7,8,0,0,0,5,0,7,49,38,91,24,24,50,0,0,0,4,4,13,0,0,7,3,4,7,35,38,77,25,27,54,3,3,5,8,3,8,6,0,4,5,0,5,46,34,77,21,16,39,4,0,3,4,5,11,3,6,8,3,3,3,33,35,72,21,15,31,0,0,6,3,5,8,0,13,13,0,0,0,29,31,60,13,13,23,5,0,0,0,0,0,6,15,16,0,0,0,23,30,52,14,0,14,0,0,0,3,4,5,0,20,24,0,0,0,17,30,51,263,251,511,18,20,38,46,43,96,13,59,78,157,132,288,503,504,1012,0,0,0,0,0,0,0,0,0,0,0,0,33,39,72,32,39,74,0,0,3,0,0,0
LGA54480,0,0,3,0,3,0,0,0,7,4,13,25,15,44,22,11,34,0,0,0,4,3,7,0,0,0,0,0,0,32,14,43,14,13,26,0,0,0,3,3,7,0,0,0,0,0,0,18,15,36,14,13,26,5,0,5,0,0,0,0,0,0,5,0,5,20,12,35,16,15,39,0,0,0,0,0,0,0,0,0,0,0,0,23,18,40,4,4,9,0,0,0,3,0,3,0,4,4,0,0,0,9,7,17,7,0,8,0,0,0,0,0,6,0,0,4,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,151,138,289,8,0,6,20,12,32,7,4,11,58,25,85,242,184,428,0,0,0,0,0,0,0,0,0,0,0,0,18,7,20,18,7,20,0,0,0,0,0,0
LGA54550,0,6,3,7,7,0,0,0,17,17,39,71,73,146,52,44,96,5,3,9,9,3,22,0,3,5,23,16,39,92,76,165,56,49,98,4,4,5,6,7,17,6,0,6,14,0,17,76,57,137,54,59,109,4,4,3,10,11,19,0,4,9,3,0,11,71,72,145,56,33,82,3,0,3,9,8,20,0,4,11,4,0,4,71,47,114,30,30,59,10,0,8,4,4,7,0,15,15,3,0,3,42,54,90,29,19,48,0,0,0,3,3,7,3,8,13,3,0,3,39,32,71,20,12,31,0,0,0,0,0,0,7,12,16,0,0,0,21,28,50,17,4,19,0,0,0,0,0,4,8,32,37,0,0,0,19,37,58,451,425,879,35,18,51,51,51,108,24,83,101,227,194,426,792,770,1567,0,0,0,0,0,0,0,0,0,0,0,0,30,34,63,30,34,63,0,0,5,0,0,0
LGA54620,0,8,3,0,8,0,0,0,13,3,18,46,33,76,17,17,33,6,0,0,5,6,9,0,0,0,9,0,9,29,28,55,31,28,57,0,0,0,3,5,10,0,0,0,3,0,9,45,33,80,22,18,39,3,0,3,3,4,8,0,0,6,4,0,4,28,26,61,28,18,43,0,0,0,4,0,8,0,0,0,3,0,3,38,14,56,13,15,25,0,0,0,0,0,0,3,3,5,5,0,5,21,15,34,12,15,26,0,0,0,5,0,5,0,0,0,0,0,0,18,16,34,4,4,12,0,0,0,0,0,0,0,5,3,0,0,0,13,5,17,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,5,9,12,223,188,406,19,7,32,27,25,48,8,20,32,118,74,188,398,309,707,0,0,0,0,0,0,0,0,0,0,0,0,20,11,27,20,11,27,0,0,0,0,0,0
LGA54690,0,3,5,3,4,0,0,0,4,0,5,17,12,21,5,7,13,4,5,6,6,0,3,0,0,0,5,0,5,20,9,28,10,16,31,3,0,5,5,4,10,0,0,0,3,0,3,19,28,46,18,14,25,0,0,0,3,0,0,3,0,0,10,0,5,27,16,43,11,5,14,0,0,0,7,0,5,0,3,3,0,0,0,13,17,25,3,11,12,0,0,0,3,0,3,0,0,0,0,0,0,16,11,22,4,0,4,0,0,0,0,0,3,3,6,5,0,0,0,8,5,17,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,6,7,12,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,91,89,183,13,4,19,21,16,40,6,15,22,38,31,70,173,160,326,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,3,9,12,0,0,0,0,0,0
LGA54760,0,0,4,0,7,0,0,0,12,7,12,35,18,52,22,30,52,0,0,0,8,9,12,0,0,0,5,4,11,37,34,71,19,15,35,0,0,0,3,7,5,0,0,0,6,0,6,26,22,50,21,24,40,4,0,4,7,6,7,0,0,0,4,0,4,24,27,54,24,24,45,0,0,0,3,0,3,0,0,0,0,0,0,28,24,55,12,3,20,0,0,0,4,0,4,0,5,5,6,0,6,16,11,30,11,6,13,0,0,0,3,0,3,0,5,3,0,0,0,17,5,23,6,4,13,0,0,0,0,0,0,0,6,6,0,0,0,8,9,19,4,4,6,0,0,0,0,0,0,0,6,8,0,0,0,7,7,13,184,180,363,10,0,12,26,23,50,3,24,27,103,57,164,330,284,612,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,8,12,20,0,0,0,0,0,0
LGA54830,83,167,139,197,336,6,22,21,342,224,567,1350,1208,2554,598,547,1150,60,60,121,175,220,396,5,33,40,231,144,378,1077,1002,2083,544,489,1034,56,50,103,173,209,382,13,54,67,138,67,206,929,870,1794,461,424,891,46,32,80,132,197,323,14,87,102,68,48,118,721,786,1514,404,367,772,28,28,54,108,135,242,30,77,107,54,24,76,619,631,1255,314,238,559,24,10,44,64,86,152,29,100,131,21,10,34,458,445,910,210,160,367,11,9,22,40,43,83,49,117,168,9,8,16,320,342,660,134,73,205,12,0,13,23,24,43,41,123,169,3,0,11,214,226,434,68,40,115,5,0,5,8,6,15,37,152,193,7,0,4,121,203,325,7122,6765,13889,543,580,1123,1083,1452,2538,237,795,1036,6479,5167,11649,15470,14770,30236,12,0,9,0,0,0,0,0,0,0,0,0,1377,1236,2608,1385,1230,2620,52,76,134,3,8,9
LGA54900,0,5,8,10,13,0,0,0,5,9,17,43,45,88,33,36,63,0,4,5,4,0,5,0,0,0,18,7,25,50,44,97,50,35,81,0,0,0,5,4,10,0,0,0,9,3,13,62,44,104,34,26,64,0,0,0,16,0,19,0,0,0,0,0,4,49,37,84,25,22,48,0,0,4,10,4,13,0,5,9,3,0,3,40,33,75,17,14,31,0,4,4,0,0,5,0,4,3,5,0,5,20,19,40,11,6,19,0,0,0,3,0,0,3,9,13,0,0,0,15,22,38,7,4,12,0,0,0,0,0,0,0,5,11,0,0,0,6,9,15,3,0,5,0,0,0,0,0,0,3,5,10,0,0,0,3,11,11,294,272,566,15,12,26,43,26,70,13,32,47,161,113,280,522,462,991,0,0,0,0,0,0,0,0,0,0,0,0,39,22,57,39,25,57,0,0,0,0,0,0
