LGA_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
LGA56370,37,0,6,51,15,0,0,0,14,0,0,3,19,4,0,22,18,11,0,0,32,0,0,5,39,8,8,48,26,8,0,0,38,0,0,0,36,4,9,49,17,13,0,0,28,0,0,0,27,3,6,47,38,15,0,0,53,0,0,0,53,6,8,73,14,8,3,0,23,0,0,0,23,20,5,44,10,4,0,0,8,0,0,0,8,24,10,40,8,3,0,0,15,0,0,0,15,78,28,112,252,102,9,3,362,10,0,14,370,163,103,641
LGA56460,223,29,35,279,107,58,4,0,177,0,6,5,188,36,27,245,137,52,6,6,202,10,0,6,211,45,31,279,155,68,4,0,230,9,0,13,238,43,32,309,145,64,14,0,225,8,4,6,236,55,28,310,124,76,11,0,211,5,7,4,217,99,21,339,61,48,8,0,115,0,3,3,114,165,26,305,18,23,6,0,43,0,0,0,43,194,25,265,13,17,0,0,34,0,0,0,34,355,98,484,1291,695,88,43,2119,76,37,117,2235,1289,433,3953
LGA56580,907,164,40,1109,749,321,25,16,1111,17,11,29,1140,175,27,1339,886,363,21,6,1274,25,11,44,1317,167,36,1512,901,387,26,11,1329,27,14,33,1369,216,44,1625,712,338,23,8,1086,14,14,27,1108,245,29,1379,510,343,34,5,881,14,16,23,916,445,42,1398,239,301,16,4,560,0,0,8,563,621,55,1240,122,186,18,3,323,3,8,8,326,888,47,1265,45,123,8,8,187,0,0,3,190,1823,141,2153,6031,4380,348,95,10851,183,237,420,11276,6061,598,17937
LGA56620,32,67,7,108,11,11,0,0,25,3,4,10,37,56,8,100,10,8,0,0,19,3,0,6,22,50,10,89,18,10,0,0,28,0,0,0,29,52,16,91,13,4,0,0,19,6,0,6,22,41,11,79,14,5,0,0,23,0,0,0,27,19,13,54,6,0,0,0,12,0,0,0,12,17,4,32,0,5,0,0,4,0,0,0,4,19,0,22,0,3,0,0,4,0,0,0,4,17,0,20,117,78,7,15,221,63,14,80,301,644,117,1065
LGA56730,447,167,76,681,259,111,20,9,393,21,7,25,421,124,73,621,315,137,25,4,488,14,10,27,515,140,82,741,337,158,17,3,518,19,8,23,543,137,68,752,326,150,20,4,497,23,6,26,521,193,96,806,296,178,27,7,503,9,7,16,519,274,56,852,129,105,19,0,252,4,7,15,264,443,64,773,43,32,7,8,78,0,0,0,82,532,48,670,14,23,0,0,35,0,0,0,34,781,127,940,2791,1491,215,81,4577,178,109,288,4867,3519,912,9299
LGA56790,113,21,28,163,67,40,10,0,119,0,0,4,121,29,21,163,71,33,15,0,124,4,3,3,129,20,30,176,87,46,9,13,156,5,0,10,163,34,28,226,88,73,13,5,177,6,0,3,183,62,35,283,87,79,8,7,177,9,0,9,187,109,24,323,45,45,10,0,102,0,0,3,109,173,37,318,13,28,0,5,50,0,0,0,50,190,36,275,16,14,0,0,32,0,3,3,31,282,48,364,685,483,93,48,1306,38,22,55,1359,1016,365,2744
LGA56860,5,0,0,8,6,0,0,0,5,0,0,0,5,3,3,11,3,3,0,0,13,0,0,0,9,3,12,21,10,0,0,0,10,0,0,0,6,0,6,18,8,0,0,0,7,0,0,0,7,8,0,16,10,3,4,0,22,4,0,4,23,0,4,27,3,5,0,0,12,0,0,0,12,14,6,32,0,0,0,0,0,0,0,0,0,9,10,11,0,0,0,0,0,0,0,0,0,13,10,16,63,24,8,0,98,4,4,6,110,59,53,217
LGA56930,41,15,0,58,30,13,0,0,45,0,0,0,50,9,3,61,57,22,0,0,73,0,0,0,83,24,0,101,53,32,0,0,91,0,0,3,90,22,3,113,58,19,0,0,78,0,6,7,80,31,4,117,42,21,0,0,65,0,0,0,66,36,4,105,24,23,0,0,54,0,0,0,51,49,9,109,12,22,0,0,31,0,0,0,27,41,0,68,7,17,0,5,23,0,0,0,23,125,8,159,387,320,20,9,737,6,31,38,779,504,45,1326
LGA57000,35,0,25,58,19,7,0,0,20,0,0,0,20,3,18,42,24,5,4,0,29,0,0,0,29,4,15,50,29,5,0,0,38,0,0,0,35,8,11,54,23,14,0,0,39,0,0,0,39,8,20,61,29,7,3,0,34,0,0,0,34,8,19,56,16,3,0,0,20,0,0,0,20,7,9,37,0,3,0,0,9,0,0,0,9,5,10,23,7,3,0,0,13,0,0,0,13,14,8,30,225,63,14,7,308,0,0,0,310,58,170,541
LGA57080,2391,341,286,3010,980,249,46,19,1299,56,17,78,1375,212,222,1807,694,192,37,7,932,43,10,57,983,187,154,1331,696,196,31,16,935,37,13,52,990,201,158,1351,646,191,30,9,874,47,12,60,934,233,142,1313,432,198,42,3,669,21,13,37,704,362,96,1170,193,146,14,5,361,11,12,23,384,560,99,1037,67,107,3,0,178,4,5,8,186,610,67,863,27,81,3,3,118,3,3,8,122,946,102,1175,10757,5075,613,260,16702,578,515,1091,17791,6072,2604,26472
LGA57140,50,9,3,61,12,3,0,0,19,0,0,0,22,14,5,33,22,9,3,0,31,0,0,3,32,13,6,51,25,9,3,0,40,0,0,5,44,17,7,71,30,19,0,0,53,5,0,5,51,29,3,85,25,19,3,0,46,4,0,7,52,34,5,94,14,16,0,0,26,0,0,0,27,60,3,92,6,0,3,0,11,0,0,0,11,62,0,73,3,7,0,0,10,0,0,0,10,103,15,129,228,134,25,10,391,21,10,31,425,390,56,866
LGA57210,181,46,29,256,130,62,16,6,209,8,5,9,223,63,34,322,158,81,13,0,251,9,4,11,264,66,42,371,168,85,25,8,279,11,0,9,292,70,38,400,161,99,23,12,292,5,8,11,301,116,44,462,127,92,15,10,242,5,4,11,251,158,34,450,78,65,9,0,154,3,3,4,156,253,43,452,33,43,4,5,85,0,0,0,85,258,30,370,17,26,0,6,50,0,0,0,50,332,86,468,1285,809,150,62,2308,59,32,94,2398,1621,469,4488
LGA57280,1243,166,232,1644,664,138,40,30,876,12,7,26,896,89,198,1186,596,107,48,8,758,13,0,13,775,114,165,1047,530,84,31,9,661,13,6,14,672,122,180,971,478,81,42,14,615,13,5,24,638,154,162,959,298,68,32,8,409,3,9,12,419,121,110,655,101,28,8,0,138,0,0,0,138,117,51,308,23,11,5,0,38,5,0,4,41,89,24,158,3,0,0,0,7,0,0,5,10,117,20,143,5656,1426,494,208,7782,190,106,285,8071,1809,1923,11803
LGA57350,26,6,8,41,11,4,0,0,14,0,0,0,19,6,10,36,15,7,0,0,22,0,0,0,27,3,11,42,29,11,0,0,37,0,0,0,37,12,33,84,26,16,0,0,40,0,0,0,42,17,24,81,23,15,3,0,43,0,0,0,45,25,19,81,16,8,0,0,22,0,4,7,28,57,22,100,3,5,0,0,12,0,0,0,12,47,28,89,5,10,0,0,13,0,0,0,13,89,19,126,195,91,14,4,296,5,4,13,311,291,211,812
LGA57420,100,15,17,136,56,25,9,0,97,0,0,7,102,13,9,123,71,22,9,0,95,0,0,0,104,16,18,133,88,14,5,0,111,0,0,0,109,33,16,158,68,30,9,0,101,4,3,7,102,20,16,145,64,25,6,6,104,5,0,5,111,52,13,178,21,17,5,4,38,0,0,0,43,69,7,119,3,4,0,0,11,0,0,0,11,80,7,103,8,14,0,0,30,0,0,0,30,116,10,154,644,250,70,30,997,15,13,26,1024,493,170,1688
LGA57490,7554,1422,686,9664,4485,1860,296,92,6730,202,146,351,7074,1107,541,8718,4751,1845,271,79,6947,192,102,297,7249,1135,533,8916,4679,1718,339,84,6821,214,108,320,7150,1343,485,8972,3873,1617,365,80,5935,163,89,249,6184,1837,411,8435,2278,1290,305,38,3906,131,96,230,4139,2642,344,7124,696,659,121,16,1493,29,54,83,1577,3994,255,5831,120,246,25,8,397,0,9,14,411,4405,254,5071,33,98,13,12,155,3,7,11,165,7251,873,8294,38381,20206,3381,1062,63025,2281,2040,4327,67357,32177,6710,106248
LGA57630,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,5,0,0,0,3,0,0,0,3,0,3,9,4,0,0,0,7,0,0,0,7,0,0,3,3,5,5,0,9,0,0,0,9,0,8,11,7,4,0,0,12,0,0,0,12,5,3,19,3,0,0,0,0,3,0,3,6,9,0,10,0,0,0,0,0,0,0,0,0,8,0,6,0,3,0,0,3,0,0,0,3,10,3,16,23,14,4,0,44,3,0,3,48,29,35,113
LGA57700,2145,354,123,2622,1150,438,68,30,1688,26,19,44,1730,307,116,2147,1080,409,63,20,1572,38,16,52,1628,257,86,1977,1115,419,79,22,1638,21,13,30,1669,299,125,2092,900,383,78,25,1386,20,16,41,1431,345,96,1872,543,300,58,16,914,19,13,31,943,506,73,1518,180,175,33,13,397,3,10,11,407,701,49,1161,44,90,14,0,149,0,3,3,151,776,41,967,14,41,3,7,66,0,0,0,66,1057,76,1200,9929,4985,839,300,16059,343,315,656,16714,6259,1182,24159
LGA57770,56,15,16,83,29,13,0,0,43,0,0,0,43,6,9,54,32,8,0,3,41,0,0,0,41,7,12,55,34,8,6,0,46,0,0,0,48,9,15,72,31,15,5,0,54,0,0,0,54,15,11,80,26,12,3,0,43,0,5,4,50,27,12,84,14,6,0,0,19,0,0,0,19,46,11,70,3,7,0,0,9,0,0,0,9,55,9,71,5,0,0,0,10,0,0,0,10,41,24,70,303,125,27,21,475,4,5,10,487,240,140,860
LGA57840,2626,335,137,3100,1477,617,61,23,2175,37,33,66,2239,272,110,2621,1471,556,47,11,2094,54,20,79,2166,281,108,2553,1521,572,57,11,2162,52,21,72,2233,372,120,2723,1281,517,66,18,1883,54,40,94,1982,467,114,2564,931,571,63,11,1574,37,32,64,1637,850,106,2591,403,465,32,6,907,25,23,51,962,1494,117,2574,132,272,14,8,432,5,13,15,443,1638,117,2194,56,148,4,6,212,0,7,9,214,3056,462,3738,13864,8121,842,255,23079,533,555,1091,24172,11048,1964,37180
LGA57910,16161,2097,1056,19314,8390,3695,355,125,12562,275,185,462,13021,1823,778,15614,7998,3284,284,124,11699,298,149,455,12154,1728,697,14581,7144,3089,272,129,10635,292,152,446,11077,1979,559,13614,5907,2811,332,80,9127,232,155,391,9515,2466,493,12478,3884,2699,351,65,7012,208,157,368,7380,3879,471,11728,1543,1781,174,41,3528,57,80,138,3673,6512,445,10620,402,921,78,23,1427,12,28,38,1461,7599,419,9488,148,452,40,34,677,3,10,22,693,16563,1279,18537,70860,41185,4428,1737,118218,2807,2830,5637,123856,54750,9497,188101
LGA57980,1020,133,50,1205,656,256,25,11,945,25,22,43,989,152,66,1206,644,249,10,10,910,18,9,32,942,118,40,1095,579,230,20,6,836,25,5,30,866,117,53,1037,490,257,29,6,777,31,14,42,822,149,39,1011,323,247,24,9,595,19,9,29,623,315,45,979,174,208,12,6,398,3,9,13,410,534,54,997,59,134,4,0,200,0,3,3,202,682,63,949,28,79,5,6,113,0,0,0,116,1304,171,1596,5600,3189,290,82,9155,200,188,390,9548,4220,773,14538
LGA58050,10017,1732,644,12399,5649,2272,281,136,8336,180,116,289,8629,1337,510,10475,5393,2035,245,94,7776,213,99,311,8091,1324,548,9955,5264,1929,320,103,7615,207,84,292,7906,1443,508,9858,4381,1815,283,76,6548,164,87,245,6796,1793,415,9010,2746,1469,242,51,4506,151,90,242,4748,2615,343,7703,1038,861,105,25,2028,40,33,74,2104,3683,250,6039,228,358,35,15,638,8,10,16,653,3921,244,4820,73,183,18,14,284,0,5,8,289,6087,589,6969,47303,24650,3221,1369,76545,2395,1943,4335,80882,32644,6218,119743
LGA58190,4,4,0,15,7,11,0,0,17,0,0,0,18,6,0,23,9,4,0,0,15,0,0,0,14,0,0,21,19,6,0,0,25,0,0,0,25,9,12,43,19,6,0,0,27,0,0,0,29,9,5,41,10,3,0,0,12,0,0,0,12,5,6,27,0,0,0,4,5,0,0,0,5,10,0,17,3,0,0,0,3,0,0,0,3,12,3,16,0,0,0,0,3,0,0,0,3,25,3,32,97,50,3,4,161,12,0,14,169,94,44,315
LGA58260,40,0,10,49,14,3,0,0,20,0,0,0,25,0,3,27,15,6,3,0,21,0,0,0,21,4,8,34,16,9,3,0,24,0,0,0,24,8,5,38,20,10,0,0,25,0,0,0,27,0,9,37,11,5,0,0,21,0,0,0,21,8,3,37,8,0,0,0,9,0,0,0,8,21,7,40,3,4,0,0,4,0,0,0,4,27,0,32,0,3,0,0,10,0,0,0,10,40,7,55,164,62,15,4,242,4,0,10,254,138,69,455
LGA58330,145,21,23,193,87,41,7,0,139,10,0,13,158,36,25,219,116,39,10,3,169,9,5,14,184,36,28,245,181,74,16,11,282,14,10,21,304,56,45,411,188,82,30,6,304,3,4,7,314,100,57,475,141,99,16,0,255,8,9,12,269,163,61,497,50,53,10,4,114,4,5,9,125,266,39,423,20,45,3,0,70,0,0,0,72,292,35,395,14,13,0,0,23,0,0,0,23,340,55,424,1118,630,118,41,1904,73,41,120,2022,1495,459,3977
LGA58400,4,0,0,4,3,0,0,0,6,0,0,0,10,3,0,10,8,5,0,0,14,0,0,0,14,0,0,15,10,3,0,0,11,0,0,0,17,5,3,22,10,8,0,0,22,0,0,0,22,18,4,37,7,3,0,0,10,3,0,3,10,8,3,21,3,0,5,0,3,0,0,0,3,10,5,23,6,0,0,0,9,0,0,0,9,18,0,28,0,3,0,0,8,0,0,0,8,25,3,35,85,31,9,3,125,3,0,0,131,103,30,266
LGA58470,8,3,0,9,6,3,0,0,7,0,0,0,7,0,3,10,6,0,0,0,6,0,0,0,6,5,0,15,5,4,0,0,6,0,0,0,11,3,5,18,5,0,0,0,6,0,0,0,6,6,0,16,5,3,0,0,7,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,5,3,7,4,0,0,0,4,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,17,0,6,56,3,0,4,67,52,11,129
LGA58510,2795,361,209,3366,1400,597,68,19,2077,56,39,92,2170,257,160,2587,1246,456,49,20,1768,47,21,75,1842,254,131,2223,1113,422,50,17,1594,51,21,72,1661,297,130,2095,902,384,49,10,1344,52,31,78,1426,395,123,1945,608,305,44,13,974,39,22,59,1036,608,106,1749,228,228,16,4,484,8,14,25,504,914,96,1513,60,134,14,0,211,6,8,8,220,1002,102,1324,10,46,8,3,65,0,0,0,69,2022,554,2644,12626,6752,781,255,20410,557,500,1066,21469,7859,2397,31730
LGA58540,26,7,3,42,27,11,0,0,39,0,0,0,41,9,11,61,23,10,0,0,32,0,0,4,34,6,12,51,29,18,4,0,53,5,0,5,54,5,13,65,43,16,4,0,59,0,0,0,60,15,5,83,31,15,0,5,51,0,0,0,51,14,3,74,15,6,0,0,25,0,0,0,25,19,4,51,5,14,0,0,19,0,0,0,19,23,11,50,11,5,0,0,16,0,0,0,16,46,3,69,260,127,16,14,412,6,6,13,424,165,79,670
LGA58570,3098,278,191,3567,1587,606,76,15,2288,54,35,86,2373,229,129,2739,1401,534,46,0,1985,38,18,56,2041,222,108,2371,1290,482,46,13,1832,56,24,81,1915,281,95,2291,1013,421,57,15,1496,57,24,80,1578,373,107,2059,602,401,33,9,1045,40,22,63,1109,581,82,1777,220,265,25,0,513,5,12,14,533,774,85,1387,73,136,3,0,212,5,5,7,222,820,51,1096,19,62,3,0,88,0,3,10,93,1604,160,1859,14133,6813,808,257,22010,481,418,899,22915,6588,1790,31291
LGA58610,71,7,8,95,47,16,4,0,67,4,0,5,70,20,9,96,45,21,6,3,70,0,0,3,75,13,8,92,47,29,7,0,77,3,0,0,79,25,14,111,51,25,8,4,89,3,0,3,93,40,8,140,37,24,18,0,77,6,6,9,90,43,14,143,17,21,4,0,50,0,0,0,50,79,15,141,11,17,3,0,24,0,0,0,28,102,13,144,4,6,0,0,8,0,0,0,8,166,19,203,399,252,61,22,734,19,17,40,768,547,164,1479
LGA58680,20,5,8,31,14,5,0,0,20,0,0,0,20,3,4,26,18,5,0,0,27,0,0,0,24,4,10,41,31,8,0,0,34,0,0,0,38,10,5,54,24,8,3,3,42,0,0,0,40,0,9,52,10,7,0,0,20,0,0,0,18,7,3,29,9,0,0,0,16,0,0,0,16,17,5,35,6,6,0,0,12,0,0,0,12,18,6,37,6,4,0,0,8,0,0,0,8,37,7,56,165,57,13,4,242,8,0,8,253,126,90,463
LGA58760,13476,2180,772,16422,7728,3410,357,167,11659,246,207,456,12113,1730,649,14491,8031,3228,367,182,11801,255,153,414,12215,1689,667,14570,7529,3065,459,136,11186,299,144,444,11632,1833,644,14111,5676,2592,399,136,8806,240,136,377,9181,2271,527,11976,3408,2056,308,76,5844,192,161,349,6197,3198,405,9802,1098,1135,136,36,2401,43,57,105,2507,5093,320,7920,243,470,40,15,761,5,15,21,782,5784,284,6849,54,207,19,15,294,7,6,15,309,9180,939,10425,62486,35684,4537,1895,104601,3236,3107,6347,110941,44270,7784,162994
LGA58820,176,30,14,229,103,46,22,0,170,3,8,12,185,43,22,254,113,57,6,8,186,9,3,11,200,28,32,259,141,80,11,5,225,5,7,10,235,57,29,318,132,63,20,4,222,7,0,9,228,83,28,340,84,60,19,4,162,5,3,13,174,132,19,317,29,45,10,4,87,0,0,0,87,215,16,318,12,12,3,4,34,0,0,0,34,250,22,308,11,15,0,0,23,0,0,0,29,317,66,408,970,597,131,50,1750,80,48,124,1879,1347,313,3533
LGA58890,24,0,8,39,16,10,0,0,30,0,0,0,34,3,9,46,36,7,0,0,41,0,0,0,39,4,6,54,31,16,6,0,50,0,0,0,50,7,9,70,28,14,0,0,44,0,0,0,42,15,8,67,28,9,0,3,43,0,0,0,48,23,6,72,11,18,0,0,30,0,0,0,30,22,4,51,13,9,0,0,24,0,0,0,24,26,8,56,9,13,0,0,18,0,0,0,18,41,11,71,237,120,13,9,378,4,6,8,386,175,76,636
LGA59030,12,0,3,12,11,0,0,0,13,0,0,0,13,0,0,15,11,0,0,0,13,0,0,0,13,0,0,13,9,4,0,0,7,0,0,0,7,0,0,8,10,5,0,0,12,0,0,0,13,3,0,20,13,3,0,0,20,0,0,0,20,10,0,28,5,4,0,0,11,0,0,0,11,13,3,26,6,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,20,4,30,83,25,8,4,115,0,0,0,115,64,21,203
LGA59100,34,3,3,42,14,11,0,0,24,0,0,0,24,0,4,32,18,8,0,0,32,0,0,0,32,0,11,40,23,9,0,0,30,0,0,3,36,5,3,42,36,8,3,0,52,0,0,0,52,4,11,71,22,8,3,0,37,0,0,0,37,5,12,56,12,7,0,0,16,0,0,0,16,17,6,43,5,4,0,0,17,0,0,0,17,14,3,34,4,0,0,4,12,0,0,0,12,46,11,72,195,95,21,10,322,9,7,12,337,132,83,552
LGA59170,73,5,11,91,27,21,0,0,50,0,0,0,50,6,5,57,35,17,0,0,56,0,0,0,56,0,3,61,31,6,9,0,50,0,0,0,50,8,9,62,21,15,3,0,43,0,0,0,46,10,4,53,42,26,10,0,72,0,0,0,72,16,7,100,25,5,6,0,39,0,0,0,39,20,13,68,10,8,0,0,16,0,0,0,16,20,7,42,8,9,4,0,22,0,0,0,22,50,15,86,344,148,41,5,537,0,0,4,541,171,89,803
LGA59250,22,0,23,52,13,3,3,0,20,0,0,0,20,10,16,41,16,3,0,6,22,0,0,0,22,5,9,41,19,4,0,0,28,4,0,4,27,10,11,49,8,3,0,0,14,3,0,3,16,4,5,27,6,0,0,0,8,0,0,0,8,0,6,18,0,0,0,0,0,0,0,0,0,10,5,16,0,0,0,0,3,0,0,0,3,11,5,23,3,3,0,0,5,0,0,0,5,3,0,12,152,30,5,13,196,7,0,9,203,98,148,452
LGA59310,75,12,5,94,32,21,0,0,56,0,0,0,58,7,10,76,44,18,3,0,62,0,0,0,62,8,4,76,45,13,0,0,59,4,0,5,63,8,10,77,43,21,4,0,60,0,0,3,69,22,6,95,37,24,12,6,68,5,0,3,72,26,9,102,24,16,3,5,49,0,0,0,49,59,5,114,7,6,0,0,18,0,0,0,18,55,12,78,6,7,0,0,11,0,0,0,11,74,14,99,409,193,35,9,648,13,3,17,666,304,89,1058
LGA59320,13,6,0,22,15,10,0,0,23,0,0,0,21,0,5,29,12,8,0,0,17,0,0,0,17,7,0,27,14,4,0,0,23,0,0,0,23,3,0,27,20,3,3,0,28,3,0,3,31,12,0,42,18,11,0,4,28,0,0,0,30,13,4,38,4,8,0,0,9,0,0,0,9,18,4,40,8,7,0,0,9,0,0,0,9,15,3,29,4,5,0,0,6,0,0,0,6,14,6,30,135,59,9,3,210,9,6,6,217,101,36,357
LGA59330,15,7,0,18,10,6,0,0,13,0,0,0,17,5,0,29,10,3,0,0,13,0,0,0,19,3,0,21,18,9,0,0,26,0,0,0,26,3,4,34,15,0,8,0,27,0,0,0,26,10,0,39,10,7,0,0,23,0,0,0,24,15,0,37,8,5,0,0,17,0,0,0,17,24,8,45,0,4,0,0,9,0,0,0,9,23,3,37,5,4,0,0,12,0,0,0,12,49,11,74,133,56,13,0,208,9,0,11,222,145,50,409
LGA59340,383,118,115,605,247,55,14,9,319,10,3,12,332,84,78,493,222,62,10,12,304,3,4,5,311,82,89,489,253,52,13,7,334,5,3,11,340,100,100,539,210,48,20,5,275,10,0,9,286,96,74,455,188,44,8,8,249,4,8,7,257,103,77,432,76,30,4,0,109,0,0,0,111,94,58,264,24,14,0,0,41,0,0,0,41,86,23,149,12,9,0,0,18,0,0,0,21,106,37,163,2294,664,155,88,3198,77,47,124,3321,1410,1023,5761
LGA59350,9,0,10,20,4,0,0,0,9,0,0,0,9,0,13,26,0,0,0,0,6,0,0,0,6,0,6,16,15,5,0,0,15,0,0,0,15,9,16,38,4,0,0,0,4,0,0,0,4,3,8,14,3,0,0,0,10,0,0,0,10,3,7,19,11,0,0,0,11,0,0,0,11,0,3,17,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,10,4,15,101,17,5,4,120,4,0,3,126,36,147,313
LGA59360,64,7,22,95,43,15,5,0,54,0,0,0,54,3,12,77,56,3,3,0,61,0,0,0,69,8,26,101,63,24,4,0,90,0,0,0,92,15,20,122,62,13,0,0,78,3,0,3,79,20,15,120,46,21,0,0,59,4,0,4,61,16,18,95,13,7,4,0,20,0,0,3,25,26,12,61,12,7,3,0,14,0,0,0,17,44,4,67,0,3,0,0,8,0,0,0,8,46,8,69,447,116,35,17,620,20,7,20,645,210,201,1055
LGA59370,139,24,13,170,70,42,3,0,118,4,4,3,124,12,11,151,72,30,4,8,112,5,0,5,119,23,17,156,103,50,10,3,163,6,6,11,173,30,18,228,119,59,16,3,202,0,3,0,208,58,26,287,87,74,21,0,187,5,9,15,197,109,31,338,36,50,8,6,101,3,4,11,107,233,19,359,21,27,0,4,50,0,4,4,53,244,30,322,4,15,5,5,25,0,0,3,33,393,59,480,773,503,85,39,1408,51,35,88,1496,1211,263,2964
LGA59499,236,167,364,769,90,45,22,0,163,35,13,46,208,126,435,770,78,29,20,0,125,38,8,47,168,122,390,680,84,25,10,3,126,24,10,35,161,132,339,631,71,34,12,0,124,16,9,24,145,165,248,552,47,37,14,0,94,17,7,22,123,230,236,588,16,16,6,0,35,5,0,5,40,296,137,478,4,7,0,0,10,0,6,6,13,176,96,281,0,0,0,0,0,0,0,0,3,101,79,189,915,484,181,33,1614,274,117,392,2000,1955,3326,7285
LGA59799,52,0,39,92,36,0,0,0,40,0,0,0,43,0,39,82,30,0,0,0,29,0,0,0,29,3,29,57,24,0,0,0,29,0,0,0,29,5,18,54,8,0,4,0,13,0,0,5,15,0,11,26,12,0,5,0,15,0,0,0,15,3,14,34,3,0,0,0,3,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,243,18,13,5,277,5,0,3,277,18,220,516
