LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA54060,263,500,163,171,95,27,1213,11,6,0,4,5,0,29,0,3,0,0,0,0,3,11,11,0,4,4,0,35,24,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,9,0,0,0,0,38,16,17,0,0,0,0,31,0,0,0,0,0,0,6,0,0,0,0,0,0,9,15,20,0,0,0,0,36,4,0,0,0,0,0,9,317,539,168,178,99,20,1321,303,547,168,152,75,26,1266,22,13,3,0,0,0,36,0,0,0,0,0,0,0,22,13,3,0,0,0,36,34,8,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,8,0,0,0,0,46,21,14,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0
LGA54130,88,131,58,59,28,6,363,11,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,3,0,0,0,0,12,0,0,0,0,0,0,0,109,131,55,59,28,6,386,95,144,42,44,29,3,362,9,5,0,0,0,0,17,0,0,0,0,0,0,0,9,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0
LGA54170,6798,16111,9081,11001,4102,1308,48410,898,753,222,98,22,4,2000,151,264,118,86,26,9,656,1052,1022,340,184,49,15,2666,613,315,59,31,11,4,1037,160,198,64,21,5,0,449,73,93,28,3,7,0,204,..,..,..,..,..,..,..,35,15,7,3,0,0,62,881,620,158,66,24,0,1747,110,43,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,49,7,0,0,0,172,5,3,0,0,0,0,10,8851,17812,9584,11248,4179,1329,53002,6687,16146,8857,10896,4093,1225,47899,1488,1088,357,208,43,13,3198,326,501,212,142,47,24,1245,1818,1592,563,347,91,34,4440,338,141,15,10,3,0,508,134,168,42,12,8,0,366,141,154,35,13,0,0,351,..,..,..,..,..,..,..,4,0,0,0,0,0,9,625,465,96,35,9,0,1230,100,41,0,3,0,0,150,0,3,0,0,0,0,6,0,3,3,4
LGA54200,3011,6527,3087,3197,1372,607,17797,378,227,56,19,13,4,692,9,27,13,18,10,4,77,382,246,69,41,22,5,769,133,61,10,0,0,0,212,3,0,0,0,0,0,3,0,5,5,0,0,0,9,..,..,..,..,..,..,..,0,0,0,0,0,0,4,142,65,11,3,3,0,232,34,27,0,0,0,0,65,0,0,0,0,0,0,0,0,4,0,0,0,0,6,38,29,0,0,4,0,73,0,5,0,0,0,0,4,3580,6876,3172,3237,1397,611,18877,3383,6748,3168,3418,1488,659,18872,546,286,72,28,15,10,960,23,12,6,5,0,0,47,570,302,77,37,15,10,1009,38,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,7,0,0,0,0,48,43,15,0,0,0,0,58,4,3,0,5,0,0,10,6,7,11,10
LGA54280,1401,2582,1394,1498,742,385,8005,333,255,135,76,29,27,856,26,32,18,5,0,0,80,359,287,154,80,31,27,940,260,210,79,48,21,5,625,4,0,0,0,0,0,6,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,262,212,83,52,21,5,635,155,68,15,5,3,0,249,0,0,0,0,0,0,4,0,12,4,0,0,0,16,160,80,20,3,4,0,269,13,8,5,3,0,0,35,2202,3175,1649,1638,801,412,9871,1516,2507,1380,1496,705,372,7974,590,422,175,111,43,24,1368,66,63,36,19,5,0,193,662,482,214,127,46,24,1556,117,55,9,9,8,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,117,55,9,9,8,0,201,112,37,3,0,0,0,153,0,0,0,0,0,0,0,4,0,0,0
LGA54310,440,1118,730,1033,423,251,3991,209,216,107,54,16,11,613,12,19,5,3,4,0,48,226,233,117,57,19,11,661,119,66,25,6,10,6,230,13,17,0,0,0,0,38,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,135,79,23,6,10,6,265,101,185,24,13,3,3,325,3,3,0,0,0,0,9,0,0,0,3,0,0,8,106,190,27,19,3,3,347,8,5,6,3,3,0,23,921,1621,896,1121,453,272,5286,742,1454,945,1166,545,254,5110,274,209,86,47,17,20,650,30,19,7,6,0,5,64,305,228,90,53,22,22,713,71,44,15,4,0,0,136,20,0,0,0,0,0,20,31,16,0,0,0,0,47,..,..,..,..,..,..,..,0,0,0,0,0,0,0,123,66,11,9,0,0,208,43,32,6,8,4,0,91,10,5,0,0,0,0,13,3,3,0,0
LGA54340,359,482,181,169,121,79,1391,15,13,7,6,0,0,35,0,0,0,0,0,0,0,15,13,7,6,0,0,35,38,13,6,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,13,6,6,0,0,73,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,5,0,0,0,9,0,0,0,0,0,0,0,419,510,195,185,121,87,1511,326,474,170,156,78,71,1273,46,26,9,8,3,0,95,0,0,0,0,0,0,0,46,26,9,8,3,0,95,10,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,101,152,50,61,27,18,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,17,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,120,154,50,57,27,18,437,106,167,58,43,25,15,417,11,5,0,0,0,0,19,0,0,0,0,0,0,0,11,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,39,78,21,31,22,0,189,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,80,21,31,24,0,205,48,52,35,32,14,7,177,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA54550,155,294,95,108,33,19,699,9,4,0,0,0,0,21,0,0,0,0,0,0,0,9,4,0,0,0,0,21,15,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,15,3,0,0,0,0,20,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,188,307,99,108,37,17,749,185,277,80,109,41,16,700,7,3,0,0,0,0,12,0,0,0,0,0,0,0,7,3,0,0,0,0,12,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,78,122,35,44,23,9,309,6,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,8,11,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,97,125,34,44,23,9,341,71,106,51,30,13,11,287,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,7,0,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA54690,54,65,18,18,9,6,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,18,18,9,6,176,47,67,22,14,9,4,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,76,109,47,41,20,9,299,7,3,0,0,0,0,8,0,0,0,0,0,0,0,7,3,0,0,0,0,8,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,117,46,41,20,12,320,78,111,32,35,24,0,281,8,7,0,0,0,0,19,0,0,0,0,0,0,0,8,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,1775,3058,1678,1499,666,400,9084,158,108,51,57,25,17,417,16,23,6,7,0,0,58,178,130,57,63,27,16,476,145,54,20,4,5,0,216,95,63,15,6,4,0,188,8,3,0,0,0,0,8,..,..,..,..,..,..,..,0,0,0,0,0,0,0,247,125,34,8,4,0,416,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,0,0,0,0,0,6,2213,3310,1781,1577,696,419,9989,2121,3738,2259,2106,911,524,11649,255,187,66,46,13,5,572,51,43,12,8,3,0,122,304,224,78,49,14,9,692,190,82,17,9,4,0,311,65,47,11,5,3,0,131,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,258,127,31,19,6,0,438,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,19,11,15
LGA54900,137,190,57,63,35,12,493,22,3,0,0,0,0,26,0,0,0,0,0,0,0,22,5,0,3,0,0,27,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,13,0,0,0,0,0,0,0,173,206,60,68,39,12,543,135,151,59,58,26,11,432,12,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA54970,45,46,22,11,9,21,158,4,5,0,0,0,0,6,0,0,0,0,0,0,0,4,5,0,0,0,0,6,7,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,0,6,0,0,0,15,14,8,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,4,15,11,0,0,0,0,24,0,0,0,0,0,0,0,72,65,26,11,7,21,210,45,43,20,14,12,13,154,4,3,0,0,0,0,9,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0
LGA55040,68,91,39,72,31,26,323,16,6,0,0,0,0,20,0,0,0,0,0,0,0,16,6,0,0,0,0,20,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,9,0,0,0,0,0,10,15,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,10,0,0,0,0,28,4,0,0,0,0,0,0,109,112,44,72,31,26,391,74,77,39,36,23,16,255,16,0,0,0,0,0,20,0,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,18,0,5,0,0,0,0,6,0,3,3,0
LGA55110,4173,8699,3294,3370,1365,597,21494,1339,977,125,81,13,8,2554,189,274,66,27,3,0,560,1531,1251,191,110,23,12,3115,631,468,90,32,6,4,1232,36,65,13,11,0,0,123,48,76,25,9,0,0,155,..,..,..,..,..,..,..,3,3,0,0,0,0,5,721,606,124,50,14,8,1519,180,118,3,0,0,0,305,0,0,0,6,0,0,4,0,5,0,4,0,0,4,181,120,6,6,3,0,312,0,12,4,0,0,0,13,6596,10694,3615,3538,1405,614,26460,5010,9770,3919,3855,1577,746,24881,1623,1138,210,91,23,9,3095,344,405,126,61,16,3,951,1966,1544,338,149,39,17,4053,516,312,27,8,5,0,864,44,77,9,5,0,0,138,86,115,37,4,0,4,250,..,..,..,..,..,..,..,4,0,0,0,0,0,4,651,504,71,22,3,6,1257,133,69,5,0,0,0,202,4,0,0,0,0,0,11,0,0,4,0
LGA55180,781,1273,450,426,225,92,3253,16,5,3,0,0,0,25,0,0,0,0,0,0,0,16,9,3,0,0,0,27,125,40,11,6,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,125,40,11,6,0,0,177,5,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,16,3,3,0,0,0,0,8,934,1324,466,429,229,95,3477,809,1290,429,388,185,92,3193,77,26,10,6,0,0,120,0,0,0,0,0,0,0,79,26,10,5,0,0,124,79,30,3,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,79,30,3,0,0,0,110,5,6,0,0,0,0,16,0,4,0,0,0,0,6,0,3,0,0
LGA55250,72,68,32,20,17,26,241,5,6,5,0,0,0,15,0,0,0,0,0,0,0,5,6,5,0,0,0,15,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,3,0,0,0,0,16,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,18,9,4,0,0,0,0,14,106,93,41,23,17,26,298,48,59,21,17,14,13,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,19,3,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA55320,5098,9635,5036,5881,2278,744,28665,1751,1168,318,183,42,8,3481,248,307,133,103,25,10,824,1998,1480,456,282,74,17,4305,1151,643,195,112,33,10,2147,136,87,16,0,0,0,244,56,79,26,15,12,0,187,..,..,..,..,..,..,..,6,0,0,0,0,0,6,1356,811,239,130,40,10,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,5,0,0,0,0,9,4,8,3,0,6,0,23,8454,11931,5734,6298,2393,773,35581,4576,9010,4915,5710,2177,774,27168,2683,1870,628,410,85,21,5688,357,558,297,271,81,26,1594,3039,2434,923,682,161,46,7288,532,196,35,20,5,0,789,131,89,9,0,0,0,231,111,118,18,7,0,0,256,..,..,..,..,..,..,..,6,0,0,0,0,0,6,778,401,64,30,8,0,1281,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3
LGA55390,20,13,9,7,5,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,4,30,17,8,8,5,14,80,26,11,10,5,5,9,63,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
LGA55460,285,418,156,137,77,35,1114,41,18,6,0,0,0,66,0,0,0,0,0,0,0,41,18,6,0,0,0,66,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,0,0,0,0,0,20,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,16,3,0,0,0,0,0,3,363,441,167,137,77,35,1212,299,425,150,131,82,44,1148,39,8,6,0,0,0,46,0,0,0,0,0,0,0,39,8,6,0,0,0,46,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
LGA55530,47,57,22,22,10,7,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,8,0,0,0,0,0,10,4,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,57,66,22,22,10,7,188,42,60,28,26,12,7,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
