LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,0,12,0,0,12,0,7,0,3,6,0,5,0,0,5,3,0,0,0,3,0,0,0,0,4,5,0,4,0,3,0,0,0,0,5,0,0,0,0,4,15,22,13,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,4,0,5,4,0,0,0,6,0,4,0,0,6,3,0,0,0,6,0,0,0,0,0,0,3,0,0,4,5,5,3,5,13,0,0,0,0,0,19,23,6,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,4,4,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,4,4,3,0,8,7,4,7,3,23,20,19,11,4,59,21,22,6,4,54,16,11,0,0,30,8,12,5,0,20,4,0,3,0,12,9,0,0,0,5,15,25,9,6,52,0,0,0,0,0,110,103,48,28,292,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,0,5,0,0,3,0,4,0,3,0,0,7,3,0,0,0,5,13,13,11,0,36,21,7,7,0,48,13,18,6,8,43,8,13,3,0,26,7,9,0,6,25,5,0,3,5,14,20,10,14,5,41,4,5,0,0,5,90,97,54,18,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,3,0,4,3,10,3,3,21,4,9,0,0,14,4,0,0,0,7,0,0,0,0,0,3,3,0,0,6,0,4,0,0,10,6,8,5,0,17,0,0,0,0,5,21,42,20,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,3,16,4,0,4,0,12,0,4,4,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,5,8,0,14,0,0,0,0,0,20,18,17,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,6,6,0,0,9,13,5,5,0,20,17,23,3,3,50,21,27,9,6,54,15,18,10,0,47,34,100,37,13,173,63,89,28,3,193,57,85,47,7,195,47,59,33,6,151,0,5,0,0,6,284,421,176,42,918,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,5,0,5,0,0,5,6,0,0,0,10,4,0,0,0,5,17,20,6,0,47,22,13,10,3,47,21,29,5,0,59,28,35,10,0,71,50,70,29,4,157,95,202,107,16,418,44,71,20,9,146,0,0,4,0,12,296,459,199,39,988,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3
LGA55810,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,4,0,0,0,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,0,0,28,10,5,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,8,9,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,9,6,7,5,3,15,6,0,0,0,8,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,23,26,10,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,9,5,0,16,4,4,0,0,10,5,3,0,0,6,3,0,0,0,3,0,0,0,0,5,0,3,0,0,6,7,8,0,0,13,0,0,0,0,0,24,27,12,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,4,0,0,6,0,3,5,0,6,0,11,0,5,0,0,9,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,22,20,11,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,6,0,0,10,5,3,0,0,9,0,3,0,0,9,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,6,0,0,9,0,0,0,3,5,18,31,9,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,3,0,0,0,7,6,0,0,0,6,0,6,4,0,16,6,7,0,0,11,10,5,4,0,15,23,8,9,3,42,33,29,11,0,73,51,45,21,5,123,159,200,103,28,487,233,286,121,37,682,219,254,89,22,578,211,327,128,43,717,225,297,112,32,668,93,140,52,22,304,274,290,168,65,799,18,30,10,7,67,1567,1934,821,271,4593,5,3,0,0,11,6,9,0,0,13,7,5,0,5,12,10,4,0,0,15,12,7,3,0,23,8,13,6,0,28,33,13,4,0,50,46,29,7,6,90,184,154,51,28,413,197,258,96,29,583,253,307,115,27,706,202,233,98,31,558,258,279,104,33,670,204,304,126,41,672,256,338,126,52,770,10,16,11,3,38,1683,1978,750,246,4653,3,6,0,0,10,0,0,0,0,5,5,0,0,0,7,0,0,0,0,3,0,4,0,0,5,12,6,5,0,21
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,5,0,0,0,5,5,0,4,0,8,0,0,0,0,5,9,4,0,0,9,10,16,11,4,31,13,9,9,3,30,25,23,16,0,66,69,73,35,18,193,62,116,35,18,233,64,81,25,6,178,59,102,33,12,204,51,78,30,9,163,29,35,17,3,75,106,112,65,23,304,9,12,0,0,23,497,658,269,105,1532,0,0,0,0,4,0,4,0,0,11,0,4,0,0,0,0,0,0,0,0,5,8,6,0,16,8,10,0,0,15,21,10,4,0,37,16,19,8,0,49,69,65,36,11,177,71,78,32,14,196,93,112,43,21,267,73,80,35,14,189,66,89,40,17,203,41,92,34,13,185,128,136,62,35,368,6,6,0,0,20,607,714,295,126,1745,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,5,12,0,0,0,13
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,4,4,0,11,14,4,6,0,20,0,9,6,0,16,6,4,3,0,8,4,0,4,0,11,0,0,0,0,4,0,0,0,0,4,7,9,9,0,19,0,0,0,0,0,45,38,26,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,6,8,8,0,0,9,6,7,3,0,15,4,10,0,0,16,6,5,0,0,15,4,6,4,0,13,0,0,3,0,5,10,9,4,0,18,3,0,0,0,3,41,41,16,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,8,0,0,0,6,7,6,0,0,7,7,8,3,0,23,4,4,0,0,10,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,10,0,0,16,0,0,0,0,3,37,27,17,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,9,4,0,0,0,15,8,0,0,0,15,8,0,0,0,12,4,4,0,0,14,0,0,3,0,3,3,0,0,0,9,3,7,0,0,7,0,0,0,0,0,40,21,16,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,6,8,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,9,7,4,27,9,5,4,0,20,8,18,6,9,48,39,35,11,10,93,25,40,16,5,85,22,29,17,0,63,14,15,8,0,40,5,10,8,0,31,6,6,6,0,17,19,29,11,3,70,6,0,4,0,9,168,205,106,38,523,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,7,4,5,0,0,5,4,0,0,0,6,3,0,0,0,6,10,4,3,3,19,25,25,16,7,79,18,33,10,4,64,18,27,20,4,66,18,21,10,5,47,11,28,4,6,45,20,16,10,3,40,30,27,16,4,81,6,0,0,0,12,172,194,86,37,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,3,8,0,0,11,0,5,0,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,9,0,5,0,0,10,10,5,0,0,16,12,12,3,4,29,49,29,10,6,99,59,65,27,5,152,66,56,20,10,151,134,294,143,42,615,164,318,128,32,638,177,323,163,24,686,136,222,108,41,507,5,16,0,0,25,825,1358,618,152,2946,0,5,4,0,16,3,0,0,0,3,3,3,0,0,7,0,4,0,0,4,0,3,0,0,3,0,4,0,0,0,7,8,0,0,16,10,13,0,0,22,40,32,14,0,86,36,45,17,5,104,58,82,36,12,186,76,61,16,4,160,141,213,101,16,472,328,685,345,67,1424,127,219,94,32,462,6,13,12,0,29,833,1392,635,142,3002,5,5,3,0,13,0,0,0,0,5,5,0,0,0,5,0,0,0,0,3,4,0,0,0,7,6,0,0,0,3
LGA56620,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,6,3,0,11,4,4,0,0,11,17,13,7,4,35,4,6,3,0,18,8,4,3,0,11,4,6,0,4,18,0,0,3,4,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,9,0,0,5,0,0,3,0,5,56,41,27,12,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,0,26,7,0,0,0,12,12,0,3,3,21,5,5,0,0,15,5,10,6,3,19,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,21,14,12,11,8,42,79,49,34,12,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,16,3,5,0,0,8
LGA56730,0,0,0,0,3,0,0,0,0,0,8,3,0,0,12,0,3,0,0,3,0,3,0,0,9,6,10,7,0,26,17,11,4,3,39,19,23,9,10,61,61,60,39,14,172,44,79,25,13,164,44,40,18,22,123,32,48,20,3,98,27,48,13,4,91,5,5,6,0,27,59,84,41,24,208,4,0,6,4,16,332,420,193,96,1045,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,5,0,0,0,5,3,9,3,0,7,11,8,0,0,16,11,3,4,0,25,11,13,7,4,36,54,47,19,10,125,45,65,24,10,140,45,75,23,14,161,32,49,9,7,99,33,48,25,10,119,18,23,15,7,64,54,78,34,22,183,7,0,0,4,14,333,413,173,91,1011,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,3,5,0,0,11,0,3,0,3,10
LGA56790,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,3,7,5,4,0,17,0,4,3,0,10,10,9,0,4,27,9,23,11,0,48,5,10,12,0,34,15,14,6,0,33,4,7,5,0,20,0,4,0,0,4,0,0,0,0,0,31,29,17,9,87,0,0,3,4,10,105,121,66,20,302,0,0,0,0,3,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,4,5,0,0,8,7,5,5,0,13,9,3,0,0,13,16,20,13,0,49,16,20,7,3,40,7,12,8,0,33,9,13,0,0,17,9,4,0,0,17,9,8,0,5,20,23,18,9,4,55,0,3,0,0,3,105,112,55,12,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,8,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,8,12,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,10,0,7,6,0,11,13,20,3,8,39,3,17,3,5,22,7,18,14,3,53,10,12,14,8,49,0,0,0,0,4,45,81,42,24,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,3,0,0,9,0,10,6,0,26,36,42,18,17,113,10,18,12,3,44,0,0,0,0,3,59,89,39,21,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,7,0,0,11,4,5,0,0,13,4,4,0,0,10,5,4,0,0,11,0,3,0,0,7,0,4,0,0,4,5,0,0,0,4,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,29,32,14,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,10,0,3,0,0,3,3,0,4,0,6,0,0,0,0,6,0,3,0,0,0,4,0,0,0,4,0,5,6,0,11,0,0,0,0,0,12,15,18,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,3,4,0,0,10,0,0,0,0,3,0,0,0,0,7,4,0,0,0,9,12,5,4,0,17,3,8,0,0,12,14,5,0,0,23,23,10,0,0,32,49,19,8,0,74,57,18,3,0,77,35,10,6,0,53,91,41,8,0,137,69,31,11,0,107,64,30,0,0,104,61,27,8,0,102,6,0,0,0,8,502,213,44,3,763,10,0,0,0,14,5,0,0,0,5,0,5,0,0,4,0,0,0,0,0,5,4,0,0,13,12,11,8,0,29,13,3,3,0,24,36,11,7,0,45,53,30,3,0,92,83,16,0,0,108,92,31,5,0,130,38,10,3,0,54,113,48,4,0,167,121,63,4,0,195,82,50,11,0,150,4,3,0,0,5,684,296,51,4,1031,3,3,0,0,6,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,3,4,0,0,8,5,8,0,0,18
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,12,0,4,3,0,7,3,3,0,0,9,9,7,7,5,27,7,0,0,0,11,3,0,6,0,11,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,3,0,17,0,0,0,0,0,38,41,27,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,5,6,0,5,8,0,3,0,14,3,4,0,0,12,3,3,5,0,11,0,0,0,0,4,3,5,0,0,6,0,0,0,0,0,8,4,9,0,23,0,0,0,0,0,33,26,23,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,0,5,0,0,5,5,0,0,0,4,4,9,5,0,17,16,7,3,3,29,10,14,9,4,39,32,49,25,8,113,32,29,8,8,80,19,17,8,0,46,16,11,6,0,33,7,11,3,0,25,5,5,0,0,11,21,28,15,8,72,3,4,0,0,5,183,193,89,36,496,0,6,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,8,6,0,0,0,6,3,10,0,5,19,9,12,11,5,28,28,42,14,8,94,25,24,14,10,67,16,21,12,0,53,16,14,11,3,49,12,16,9,0,33,8,13,3,0,21,24,35,18,6,84,5,3,0,0,9,168,188,87,37,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,11,0,0,0,14
LGA57280,5,3,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,4,0,6,0,0,0,0,0,0,0,4,3,7,3,4,0,6,11,10,8,0,3,19,23,16,8,0,46,47,28,17,7,98,48,24,9,5,81,102,145,67,26,337,122,118,54,17,311,115,98,47,17,267,62,68,36,10,184,14,12,4,0,33,549,512,253,102,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,8,5,3,0,0,12,30,20,9,4,59,50,51,21,4,131,76,81,37,25,222,40,68,24,10,138,116,137,60,23,337,144,194,74,21,433,68,58,40,23,189,0,13,4,4,22,535,629,279,120,1563,0,0,0,0,0,0,0,5,0,5,5,0,0,0,3,0,0,0,0,0,0,0,5,0,13,6,0,0,0,8
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,0,6,5,3,5,0,16,4,3,0,0,15,5,3,0,0,6,0,5,0,0,6,0,4,0,0,3,0,0,0,0,3,4,9,3,5,21,3,0,0,0,3,30,35,10,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,3,7,6,0,0,9,7,0,0,0,9,0,4,0,0,7,3,0,0,0,4,4,3,0,0,5,0,0,0,0,4,13,10,3,0,24,0,0,0,0,0,29,23,13,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,10,4,3,0,5,14,3,9,11,0,25,10,18,6,3,41,3,6,0,0,12,14,19,9,0,48,7,4,0,0,16,4,0,0,0,8,10,12,5,0,27,0,3,0,0,8,70,96,45,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,3,0,3,5,0,9,6,9,0,0,21,4,5,6,0,16,6,7,6,0,20,5,7,0,0,18,3,6,0,0,13,3,3,0,0,14,13,10,5,0,28,0,6,0,0,6,53,61,31,8,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,16,21,7,0,41,7,4,3,0,21,13,10,5,0,30,14,9,10,0,30,16,15,12,3,43,56,41,16,11,118,85,54,27,16,183,161,148,53,29,395,612,659,303,114,1702,681,962,367,133,2144,556,771,251,105,1686,568,923,356,127,1972,590,772,274,73,1718,208,277,110,37,630,813,1059,429,181,2478,54,48,20,11,137,4453,5784,2241,848,13318,27,27,8,6,68,14,4,4,3,18,16,15,4,0,42,11,6,0,5,20,45,29,6,4,83,60,38,19,11,129,107,60,28,12,198,149,139,53,26,367,621,635,275,105,1639,795,936,358,173,2260,854,1161,425,165,2607,609,788,290,83,1766,700,900,306,89,1994,477,740,285,80,1590,1019,1198,530,194,2939,43,50,15,3,111,5547,6714,2608,961,15829,4,13,7,3,35,4,4,0,0,6,8,5,0,0,20,10,0,0,0,14,24,11,9,3,47,31,17,9,5,67
