LGA_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
LGA54060,9,3,9,0,0,0,0,15,0,0,0,3,0,6,3,6,3,6,0,5,32,3,0,3,4,3,28,31,64,14,17,8,11,187,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,3,3,0,0,0,0,24,22,4,9,17,15,43,46,85,31,29,20,18,349,8,3,0,7,5,23,25,16,8,0,5,11,113,3,0,0,0,0,3,0,4,0,0,0,5,21,0,0,0,0,6,13,19,29,10,5,0,0,83,0,0,0,0,0,6,4,8,0,7,0,0,20,0,0,4,3,0,3,4,9,0,3,3,3,32,4,0,0,3,3,26,29,50,10,14,4,14,161,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,0,4,3,12,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,21,4,7,3,3,15,5,3,0,0,0,6,65,8,0,0,0,4,4,3,4,0,3,0,3,30,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,0,5,5,9,3,3,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,10,0,3,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0
LGA54170,311,298,474,326,347,252,92,2481,171,63,65,85,122,288,274,362,240,258,173,99,2203,512,217,186,349,433,1343,1584,3095,2510,2537,1397,541,14688,12,4,0,13,13,35,31,40,24,24,9,8,210,25,11,18,28,30,95,100,164,87,68,35,25,698,18,17,14,10,22,92,91,96,31,31,23,21,488,55,20,23,44,51,114,106,104,53,45,25,33,677,111,53,58,99,121,342,332,408,202,173,92,93,2077,992,439,351,627,771,2289,2539,4596,3507,3453,1881,806,22253,422,137,98,146,210,611,889,1439,682,590,421,335,5979,68,18,22,28,46,153,183,417,324,290,196,87,1827,175,45,47,96,124,541,1032,2608,1704,1325,809,392,8896,115,38,25,53,69,204,251,526,318,397,275,152,2401,143,57,52,59,84,216,257,377,229,239,212,171,2097,494,153,141,230,322,1113,1725,3928,2566,2252,1490,801,15221,9,7,3,9,0,22,43,50,22,21
LGA54200,67,76,148,98,74,48,30,611,42,10,9,29,35,120,99,153,78,58,34,32,706,143,48,46,111,117,519,631,1291,870,630,292,169,4867,4,0,3,0,5,12,17,21,8,11,5,7,90,9,0,8,12,16,48,75,87,36,21,12,9,335,8,5,9,11,17,29,37,38,12,6,4,5,188,17,6,15,13,21,66,51,53,20,20,6,20,320,37,19,33,34,56,160,175,205,74,68,38,39,935,311,109,117,215,265,924,1085,2070,1317,917,441,301,8067,115,37,41,68,82,261,411,597,214,193,118,103,2247,14,4,5,15,15,69,102,178,99,65,52,37,652,51,22,13,19,66,257,599,980,430,297,165,148,3044,22,6,10,9,25,86,92,163,85,66,66,38,675,31,20,10,18,33,72,105,172,81,65,39,51,707,117,52,41,61,136,489,898,1495,696,498,323,276,5086,5,0,0,4,3,26,17,25,11,0
LGA54280,26,30,52,25,25,15,5,195,11,10,5,12,16,43,28,51,38,25,12,12,257,26,17,12,30,61,299,367,650,299,214,83,67,2124,0,0,0,0,5,4,6,9,0,4,0,6,25,4,0,4,3,8,32,21,28,14,12,3,10,139,0,0,0,3,0,5,7,11,0,7,0,0,38,3,6,4,5,15,23,8,19,0,3,0,3,92,4,4,10,11,26,68,44,66,20,17,3,20,299,61,25,40,76,127,534,608,986,423,298,123,130,3430,30,16,19,35,71,195,219,211,71,77,32,58,1044,0,0,0,3,11,28,36,52,23,20,8,6,200,20,7,17,36,59,229,327,353,118,77,39,62,1343,0,0,3,5,8,17,37,27,23,16,15,10,165,7,0,5,4,7,52,59,59,19,22,13,18,267,29,13,24,54,87,328,456,491,187,129,73,101,1980,3,0,0,0,5,4,3,7,0,5
LGA54310,5,6,5,7,12,11,4,46,0,0,4,4,0,6,0,10,3,7,5,4,49,6,5,5,9,7,26,37,90,60,98,106,20,458,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,3,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,3,0,12,5,0,0,0,4,6,8,10,4,12,6,0,53,19,4,8,10,18,46,69,144,95,160,164,28,766,13,3,4,19,10,61,66,93,38,39,43,21,404,0,0,0,0,0,9,15,17,12,9,13,3,83,5,5,5,7,12,74,118,159,78,75,59,28,618,0,0,0,0,0,7,6,19,5,0,9,0,44,0,0,0,4,0,4,7,23,6,15,6,9,74,7,7,6,8,17,94,145,213,97,97,86,42,827,0,0,0,0,0,4,0,0,0,0
LGA54340,3,3,6,0,0,0,0,18,7,0,0,0,0,13,7,5,0,0,0,0,35,12,0,9,13,22,61,31,20,12,3,8,0,188,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,6,6,0,0,0,0,0,5,3,0,3,0,0,0,6,0,0,0,0,0,17,3,0,8,3,0,20,9,0,0,0,0,4,47,27,3,18,28,43,113,53,28,14,7,7,9,352,11,10,7,4,17,30,14,22,3,0,4,11,134,0,0,0,0,4,9,0,0,0,0,0,0,19,6,3,3,18,16,28,15,10,4,0,7,3,128,0,0,0,4,0,0,4,3,0,0,0,0,19,4,0,0,3,0,7,0,3,0,0,4,0,23,14,5,4,29,23,42,30,17,6,7,6,8,187,0,0,0,0,0,0,4,0,0,0
LGA54410,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,4,0,4,7,5,11,4,0,0,0,5,5,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,10,5,5,3,13,9,19,6,3,0,0,5,8,94,3,0,3,9,3,3,0,0,6,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,6,0,10,4,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,5,4,6,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA54550,3,0,0,0,0,0,0,5,3,3,0,5,0,0,0,0,0,0,0,0,15,15,5,3,5,11,24,9,7,3,0,5,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,8,0,0,0,0,0,0,11,20,5,0,8,16,33,12,9,6,3,8,7,136,3,4,0,9,10,9,8,3,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,9,11,5,9,0,0,0,3,49,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,12,11,0,0,3,13,12,8,15,5,0,0,3,71,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,3,8,5,5,0,0,0,0,54,3,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,7,7,0,4,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,4,0,5,0,0,0,8,47,5,0,4,0,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0
LGA54830,40,70,79,42,31,14,14,327,16,9,11,19,20,59,64,103,39,30,13,21,393,47,20,36,65,95,361,701,1139,467,226,106,93,3369,0,0,0,4,3,11,14,17,6,0,3,0,61,13,4,5,22,23,58,69,78,21,15,3,11,313,7,3,0,7,4,27,24,33,7,0,0,5,114,9,12,10,17,28,48,36,35,20,0,4,10,221,25,20,14,37,48,147,146,155,54,23,17,24,712,139,70,73,149,199,694,1181,1820,792,363,176,164,5831,69,44,27,44,95,303,420,500,148,102,47,80,1880,6,0,7,5,13,65,105,138,59,27,29,24,474,38,13,21,36,69,396,764,868,301,143,88,129,2854,11,4,0,9,18,55,80,121,44,26,15,23,409,17,8,9,15,36,84,84,118,44,33,20,25,496,72,24,36,69,133,598,1036,1241,448,235,148,185,4230,4,0,0,0,0,15,10,13,3,0
LGA54900,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,4,3,14,6,3,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5,0,7,3,14,6,3,0,0,0,9,69,4,0,3,0,0,6,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,14,6,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,16,6,3,0,0,0,6,48,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,7,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA55110,81,100,201,99,74,30,22,693,38,22,23,28,33,110,117,170,85,88,38,38,789,93,53,49,104,148,516,899,1648,748,458,210,194,5123,5,7,6,3,10,20,22,17,9,0,0,3,100,25,8,7,21,15,74,101,124,52,28,11,13,481,5,4,6,10,8,35,47,32,3,6,3,6,174,22,13,11,21,20,67,57,72,17,12,13,22,347,58,35,28,58,49,193,228,249,82,47,30,46,1102,361,152,155,280,310,1111,1670,2640,1152,745,400,347,9330,194,90,80,124,170,530,660,783,269,228,179,212,3519,8,4,4,9,12,91,151,205,96,53,41,33,708,43,15,21,47,90,444,864,1065,329,203,102,150,3378,16,7,10,19,24,100,127,197,99,75,55,45,788,37,13,7,24,21,130,150,204,99,69,49,64,875,113,43,37,99,145,768,1292,1674,624,404,246,296,5741,5,3,4,10,3,37,29,25,6,5
LGA55180,13,10,13,3,3,5,4,51,6,0,0,0,5,14,8,8,4,0,0,3,50,10,15,3,23,21,109,83,75,31,23,18,12,435,0,0,0,3,0,0,5,5,0,0,0,0,9,0,0,0,4,3,13,10,7,0,0,0,5,44,0,0,0,3,4,5,3,0,0,0,0,0,17,0,0,0,3,0,8,5,0,0,0,0,4,27,0,4,4,14,10,26,21,6,0,0,0,8,100,38,32,25,51,63,201,148,121,53,35,32,35,825,30,14,13,17,25,61,43,53,14,21,12,21,324,3,4,0,6,4,6,5,0,0,3,3,3,46,12,0,3,19,20,65,54,49,13,17,11,18,273,0,0,0,6,0,6,12,9,4,4,9,4,45,6,0,5,0,4,14,3,8,9,5,4,5,58,19,11,7,25,32,93,77,66,26,28,23,33,424,0,0,0,0,0,3,6,0,0,0
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,5,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA55320,131,102,213,136,196,194,61,1274,81,28,14,18,39,87,85,128,69,98,127,34,812,343,113,75,127,185,580,552,1220,905,1349,1230,256,6938,9,0,0,0,0,13,8,28,13,6,8,4,100,13,0,8,12,12,35,46,76,41,42,39,16,349,19,8,10,10,15,42,44,57,15,25,19,13,282,24,11,10,14,25,42,41,47,23,27,23,14,310,69,23,29,43,57,138,140,219,98,100,83,45,1043,628,208,159,250,316,928,937,1843,1319,1866,1628,395,10486,218,37,59,72,103,250,324,594,337,355,321,158,2830,35,8,13,9,19,76,86,159,144,198,213,54,1007,120,33,25,33,64,231,358,929,857,987,746,216,4595,69,22,22,31,31,109,104,203,143,221,253,73,1274,63,22,25,19,29,87,69,133,85,104,134,78,849,284,81,88,96,139,497,615,1424,1230,1507,1338,414,7727,3,6,0,0,8,9,17,21,15,14
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,3,0,0,0,0,0,0,11,0,0,0,0,4,5,0,0,0,0,0,0,12,8,3,0,5,15,47,16,28,4,7,6,7,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,8,0,5,0,8,3,9,3,0,0,0,0,4,31,22,11,10,31,33,82,34,40,9,10,3,5,291,9,3,8,12,13,24,12,6,5,4,0,4,100,0,0,0,0,3,8,5,4,0,0,0,0,21,3,11,8,10,10,24,15,19,0,0,0,4,99,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,3,0,0,0,5,20,9,8,11,9,14,39,25,29,5,0,6,10,150,0,0,0,0,0,4,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,6,6,0,0,0,0,0,27,3,0,0,7,0,5,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
