LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA55320,583,393,386,460,384,413,353,149,55,3178,9,3,0,7,7,11,12,3,5,58,7363,5294,3466,5186,6621,7048,7063,4665,2342,49039,331,191,236,314,252,166,140,58,7,1699,320,178,229,305,158,98,62,40,12,1401,12,8,8,11,27,6,18,11,3,99,0,0,0,0,0,0,0,0,0,3,69,51,80,55,37,28,38,10,7,368,52,62,69,76,62,78,64,27,9,499,123,105,150,136,99,105,101,39,14,870,8684,6155,5902,6190,5484,4524,3374,1352,606,42271,759,558,684,736,686,684,546,362,308,5322,17909,12738,10955,13403,13754,12993,11756,6676,3336,103523
LGA55390,4,3,5,4,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,17,21,31,29,23,14,8,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,12,27,45,34,28,19,12,5,0,190,0,24,45,35,21,22,12,4,0,168,29,77,115,108,82,70,40,11,0,524
LGA55460,15,0,16,14,13,15,3,6,0,84,0,0,0,0,0,0,0,0,0,0,202,95,97,125,176,223,210,111,54,1300,5,0,3,0,0,0,0,0,0,6,8,5,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,5,0,3,0,5,5,0,0,0,12,306,206,209,182,168,154,102,31,10,1358,71,41,57,59,43,66,45,21,10,412,588,349,373,370,398,449,368,160,65,3119
LGA55530,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,6,8,15,15,30,22,15,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,17,29,23,28,18,23,5,0,199,7,3,3,3,10,17,8,11,0,71,78,27,38,48,55,75,52,34,9,407
LGA55600,15,4,4,10,12,4,9,0,0,52,0,0,0,0,0,3,0,0,0,0,141,73,81,98,162,170,177,108,38,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,5,4,0,4,6,0,0,0,0,16,236,126,137,95,105,119,47,18,3,895,58,30,36,31,41,41,39,18,9,313,437,234,244,235,324,337,268,149,57,2292
LGA55670,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,11,18,19,33,49,44,24,10,235,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,26,31,31,37,18,27,0,0,256,43,33,6,13,8,12,25,5,8,161,147,71,62,63,77,83,98,36,18,660
LGA55740,23,16,21,19,29,20,25,11,0,165,0,0,0,0,0,0,0,4,0,6,534,468,249,372,592,590,573,394,133,3906,23,12,11,22,12,6,8,0,0,90,24,12,15,14,20,8,3,0,0,95,0,0,3,5,5,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,5,4,15,6,3,0,0,3,48,10,5,3,17,6,3,0,0,3,52,816,611,573,588,592,440,333,140,35,4129,105,59,85,84,80,73,66,53,34,637,1549,1185,1009,1139,1334,1141,995,594,211,9169
LGA55810,3,0,0,7,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,7,10,23,25,42,25,14,5,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,39,17,27,27,22,18,15,3,0,155,73,29,37,52,56,45,24,10,0,322,122,55,70,97,104,103,72,23,9,653
LGA55880,0,4,0,0,5,8,0,0,0,15,3,0,0,0,0,3,0,0,0,8,27,10,17,19,37,60,35,11,13,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,21,29,28,24,12,4,5,183,8,3,6,14,7,11,0,0,0,50,79,22,42,62,75,100,45,20,16,459
LGA55950,10,6,6,0,5,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,58,23,22,31,33,50,42,37,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,32,23,32,22,19,11,0,202,17,3,7,9,13,8,8,8,4,79,121,48,62,60,82,85,68,46,11,579
LGA56090,243,174,133,177,205,184,156,63,31,1357,33,6,19,21,16,14,13,4,0,118,1954,1342,977,1358,2189,2614,2543,1548,479,15001,16,5,15,24,12,15,5,8,0,98,14,10,14,13,17,18,4,0,0,95,4,6,9,6,4,8,4,3,0,41,0,0,0,0,0,0,0,0,0,0,7,3,8,9,0,4,0,0,0,39,22,16,16,38,38,29,17,10,5,184,32,21,25,45,37,28,17,13,5,223,4106,2502,2290,2533,2657,2457,1638,657,190,19047,350,427,879,887,671,518,293,183,98,4298,6535,4336,4241,4932,5655,5720,4548,2428,775,39166
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,6,5,11,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,12,11,3,0,3,0,0,42,4,0,3,6,0,0,0,0,0,17,32,3,13,17,17,10,5,0,0,101
LGA56230,91,47,36,58,63,50,51,14,7,410,4,0,0,5,3,0,3,0,0,15,913,572,408,630,930,1210,1438,981,266,7348,5,0,9,5,6,0,0,0,0,22,12,3,0,6,5,4,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,9,10,7,4,0,0,54,9,3,12,10,10,7,4,0,0,60,2067,1122,1156,1140,1091,1039,820,325,81,8843,260,167,169,196,222,205,217,121,64,1626,3275,1887,1768,2009,2285,2496,2502,1433,409,18068
LGA56300,7,0,0,5,4,4,8,0,0,30,0,0,0,0,0,0,0,0,0,0,44,23,20,37,52,109,140,82,16,518,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,113,47,52,104,93,137,154,37,6,745,44,12,19,34,34,32,34,29,4,252,208,83,94,178,182,280,336,151,30,1538
LGA56370,0,0,0,0,5,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,54,14,42,38,44,68,50,46,23,362,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,47,30,41,31,28,14,6,285,22,9,14,11,19,23,12,15,15,135,153,47,106,69,98,119,89,68,41,787
LGA56460,35,9,25,17,23,24,18,7,6,156,0,0,0,0,0,0,0,0,0,3,295,170,178,232,301,364,348,222,119,2231,9,0,6,6,0,4,0,0,0,23,0,4,3,6,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,0,4,0,3,5,0,0,0,0,18,3,5,8,8,5,0,0,0,0,26,395,342,266,202,219,226,147,64,24,1887,117,69,70,70,72,59,62,34,11,567,827,589,536,524,592,654,567,326,159,4779
LGA56580,135,56,41,89,82,61,56,17,4,539,0,0,0,0,0,3,4,5,0,16,1818,1237,549,1038,1584,1484,1414,954,446,10524,64,64,32,50,82,32,21,22,6,376,49,40,18,41,26,20,6,0,0,205,16,13,7,14,15,12,21,10,4,96,0,0,0,0,0,0,0,0,0,0,8,0,9,12,5,3,5,0,0,49,13,7,11,15,10,18,15,4,0,97,21,5,18,26,19,25,20,9,0,145,1989,1537,1084,1078,1201,1008,792,366,116,9174,194,125,115,131,135,145,173,113,73,1211,4202,3045,1863,2448,3143,2774,2506,1499,650,22132
LGA56620,73,72,48,49,44,25,10,3,0,321,0,0,0,0,0,0,0,0,0,0,105,96,68,89,64,46,23,3,0,486,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,30,28,27,23,14,3,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,28,27,23,14,3,0,0,163,81,61,77,46,55,33,13,7,0,377,68,54,50,43,47,38,15,5,0,330,293,242,230,210,180,135,52,14,3,1358
LGA56730,80,27,33,31,48,54,32,19,0,326,3,6,0,0,3,5,0,0,0,11,654,380,330,428,619,863,872,468,163,4775,3,3,5,6,3,4,0,0,0,37,26,0,11,18,5,0,0,0,0,61,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,9,8,6,6,10,5,0,48,6,10,9,8,13,6,10,5,0,56,1119,678,617,577,618,590,405,155,33,4787,247,159,249,259,216,198,136,82,38,1581,2061,1242,1227,1305,1488,1662,1438,706,237,11358
LGA56790,11,6,0,0,3,7,6,6,0,43,0,0,0,0,0,0,0,0,0,4,143,58,53,107,176,299,307,166,57,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,13,0,0,0,3,0,0,0,5,0,13,257,101,137,153,160,216,179,60,9,1281,79,35,47,57,69,78,96,48,19,532,482,205,239,324,408,606,597,282,86,3227
LGA56860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,25,19,6,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,10,10,18,18,12,3,0,116,3,5,3,3,16,6,13,7,0,56,33,33,17,20,37,46,44,14,4,255
LGA56930,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,96,127,30,48,114,149,125,83,38,804,3,6,0,0,0,3,0,0,0,8,0,10,0,4,4,3,0,0,0,25,0,3,0,0,0,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,19,6,0,0,0,3,0,0,0,0,19,108,157,75,52,75,59,46,21,3,599,45,13,0,13,6,7,9,10,0,110,264,322,112,119,215,220,183,114,41,1597
LGA57000,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,20,15,26,30,49,27,12,11,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21,36,32,35,32,16,3,0,218,25,24,25,41,28,39,15,3,4,199,84,58,76,95,102,117,55,26,11,629
LGA57080,54,113,239,175,78,78,51,17,0,804,0,0,3,0,0,0,0,0,0,13,511,1094,1910,1303,923,1098,1014,502,171,8532,194,155,508,311,49,33,20,0,0,1274,218,133,363,320,80,38,30,9,3,1183,8,6,17,11,8,14,19,23,8,119,0,0,0,0,0,0,0,0,0,0,7,23,37,19,10,0,4,4,0,100,10,20,59,34,12,21,10,6,0,163,13,36,92,53,19,23,14,8,0,260,772,2670,4244,1949,1115,919,550,238,59,12516,207,589,982,584,358,280,178,93,29,3293,1999,4868,8545,4824,2682,2481,1901,901,268,28463
LGA57140,6,3,5,7,6,3,0,7,0,44,0,0,0,0,0,0,0,0,0,0,54,28,20,37,51,90,106,66,17,467,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,105,43,64,46,52,79,58,26,7,480,6,8,7,7,15,11,8,12,4,78,169,81,89,94,123,177,172,107,23,1037
LGA57210,43,20,13,24,29,30,37,10,3,206,0,0,0,0,0,0,0,0,0,0,215,143,105,142,260,367,424,190,65,1908,0,0,0,0,0,0,0,0,0,11,32,20,20,19,10,7,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,12,3,8,0,0,27,0,3,4,6,12,3,8,0,0,27,532,271,258,300,384,418,289,97,16,2573,114,48,66,110,103,103,104,58,37,736,903,488,455,573,769,910,823,352,117,5388
LGA57280,124,45,78,66,73,49,16,4,0,464,0,0,0,0,0,3,0,0,0,10,1137,459,767,966,823,689,215,63,17,5128,53,11,54,55,24,9,4,0,0,208,137,40,96,73,48,53,35,7,0,483,0,0,0,0,0,4,0,0,0,10,4,10,6,5,11,6,0,0,3,46,9,0,10,3,0,0,0,0,0,24,3,3,11,7,7,6,0,0,0,43,19,8,27,19,18,10,9,0,3,114,1950,825,1524,1178,704,539,136,18,6,6887,546,308,559,469,375,291,72,22,5,2650,3879,1663,3066,2832,2024,1608,468,111,33,15684
LGA57350,0,0,0,0,4,5,0,4,0,17,0,0,0,0,0,0,0,0,0,0,32,11,22,23,41,82,77,53,27,371,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,25,34,38,34,35,61,9,5,318,43,14,23,18,48,40,52,20,6,264,149,49,87,81,121,160,190,81,39,961
LGA57420,18,4,5,9,13,8,3,6,0,65,0,0,0,0,0,5,0,0,0,5,95,19,49,79,123,145,111,87,19,738,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,3,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,17,257,96,208,149,120,125,83,20,5,1066,31,25,33,27,42,46,26,19,0,243,392,139,297,257,299,323,221,126,32,2085
LGA57490,1251,589,611,743,662,491,278,127,32,4785,46,15,20,19,21,27,18,7,0,182,8833,5350,4580,6143,7889,8129,6653,4211,1333,53124,211,73,141,215,83,44,11,4,0,781,236,118,142,169,112,64,34,8,3,887,0,0,8,7,3,10,15,0,0,44,8,4,0,6,4,3,0,0,0,18,111,23,111,88,10,9,5,0,0,359,68,66,100,105,95,78,36,10,5,555,176,89,211,192,112,86,42,10,5,933,18070,9888,11432,9796,8115,6054,3401,1452,409,68611,1746,1277,1642,1555,1321,1014,662,505,332,10061,29431,16896,18324,18382,17886,15559,10901,6210,2083,135678
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,14,5,3,0,34,0,4,12,5,4,8,3,6,0,40,0,6,13,7,11,31,22,15,0,109
LGA57700,430,196,238,230,196,140,63,21,8,1524,3,5,8,8,6,7,0,4,0,37,2449,1266,1321,1615,1782,1725,1226,619,177,12184,162,24,76,149,31,17,11,0,0,469,147,38,63,86,33,14,9,0,0,392,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,183,25,112,139,20,11,9,0,0,501,14,5,19,28,15,23,15,0,0,115,195,32,129,171,32,31,23,4,0,618,4588,2098,2905,2263,1777,1313,679,243,52,15922,430,224,370,416,355,254,162,79,25,2313,8017,3704,4896,4765,4066,3391,2123,955,249,32173
LGA57770,0,0,0,5,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,34,12,39,28,40,66,66,39,4,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,91,46,95,74,53,73,58,12,0,495,40,17,17,33,25,25,16,12,5,184,169,73,152,133,124,166,145,63,8,1031
LGA57840,165,144,192,177,163,147,119,53,16,1179,0,5,0,4,0,5,9,7,0,33,2484,2188,1829,2094,2471,2664,2781,1662,706,18889,148,96,244,175,75,59,38,11,4,846,203,207,218,177,117,73,45,22,4,1070,5,7,7,7,10,10,20,10,0,89,0,3,0,0,0,0,0,0,0,8,18,9,29,23,10,5,9,0,0,109,27,28,35,33,26,31,26,10,4,218,55,39,57,61,37,37,28,14,4,335,2858,2953,3504,2576,2051,1836,1433,482,219,17908,318,282,499,337,330,317,292,261,274,2915,6226,5914,6604,5719,5276,5155,4773,2503,1233,43405
LGA57910,1174,691,1055,1109,847,753,593,275,112,6608,19,11,11,20,25,18,36,11,9,165,14526,9498,10565,12237,13352,12873,12051,8915,4294,98310,1338,615,1887,1414,436,225,147,47,9,6122,2495,1202,1588,1387,787,533,236,87,27,8339,457,339,222,249,378,369,402,225,155,2800,3,0,0,0,0,0,0,0,0,15,341,183,794,271,58,33,20,13,5,1719,94,123,191,215,160,166,96,49,19,1119,441,318,990,489,221,200,116,68,21,2851,15876,10312,17615,14799,10158,7752,5344,2255,812,84918,2099,1461,2760,2429,1743,1399,1124,844,486,14348,38268,24550,37576,34928,28195,24207,20107,12645,5894,226369
LGA57980,65,36,50,54,37,49,38,20,7,354,0,0,0,0,0,0,6,4,3,11,846,532,650,743,864,911,978,685,298,6506,54,15,38,79,22,6,7,5,0,225,45,22,38,45,25,11,8,0,7,205,6,4,8,6,10,9,7,9,4,75,0,0,0,0,0,0,0,0,0,3,6,0,9,6,3,0,0,0,0,21,6,10,11,13,12,13,4,4,0,78,11,15,23,16,19,18,4,9,0,95,1549,1094,1662,1255,984,872,753,326,73,8566,162,95,180,164,140,123,145,113,63,1176,2726,1807,2660,2411,2135,1989,1947,1153,439,17267
LGA58050,1458,811,860,981,823,604,331,138,29,6035,21,17,28,13,32,35,21,11,0,181,11568,7222,6642,8378,9295,8840,6594,3527,1149,63219,1425,386,946,1266,372,182,100,27,3,4706,1943,885,1103,948,593,387,149,68,11,6084,21,14,24,29,31,22,16,8,0,168,4,3,0,0,0,5,0,0,0,13,875,152,808,655,78,74,59,12,0,2701,57,60,111,111,106,76,31,12,3,578,931,218,918,770,180,152,91,27,7,3297,14889,8922,11444,9100,7284,5566,2935,1045,292,61474,1938,1192,1766,1623,1416,1040,648,407,275,10306,33231,19203,23311,22878,19814,16713,10855,5197,1767,152974
LGA58190,4,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,17,12,16,28,36,19,15,8,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,22,15,16,18,11,8,0,145,15,3,6,0,14,12,5,3,0,64,75,34,45,37,64,69,40,25,6,386
LGA58260,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,25,12,21,35,24,36,39,24,3,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,21,22,31,35,19,24,12,3,238,22,4,15,15,9,17,12,8,0,101,120,43,62,77,71,76,72,45,6,575
LGA58330,28,14,15,11,20,21,20,3,0,134,0,0,0,0,0,3,0,0,0,3,139,90,63,123,214,394,432,200,47,1702,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,14,3,5,0,36,3,0,0,8,3,14,3,5,0,36,390,230,221,206,324,415,282,92,13,2172,88,35,51,61,94,134,97,53,10,636,627,359,338,412,659,967,818,353,72,4601
LGA58400,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,5,4,5,7,34,27,22,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,25,9,24,22,20,7,0,143,4,4,9,0,3,5,7,5,0,39,26,27,34,16,38,61,47,29,0,298
LGA58470,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,3,9,9,16,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,10,13,7,13,10,6,0,0,85,3,4,3,3,4,0,3,0,0,21,45,21,22,24,24,25,15,0,0,170
LGA58510,188,125,218,175,111,115,82,32,10,1055,0,0,0,4,8,5,4,0,0,29,1728,1273,1649,1727,1719,1739,1499,989,580,12896,238,196,494,265,68,32,19,9,0,1309,336,177,264,263,113,66,47,19,5,1291,0,3,6,3,3,0,8,0,0,27,0,0,0,0,0,0,0,0,0,9,34,39,91,30,4,0,3,0,0,200,7,19,34,25,13,11,12,7,4,144,45,58,126,55,22,19,21,7,4,348,2411,2332,4166,2862,1880,1419,933,350,134,16499,283,345,648,490,374,314,230,223,294,3204,5157,4533,7737,5954,4324,3695,2834,1626,1022,36889
