LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA54280,82,38,34,31,30,18,6,0,0,241,29,17,16,17,25,20,10,0,0,140,0,5,3,0,0,5,0,0,0,17,40,22,26,33,47,21,16,9,0,210,98,29,63,48,42,26,7,0,0,309,80,36,72,64,114,129,65,19,12,596,14,3,0,9,16,19,11,9,0,76,43,20,24,21,23,14,11,6,4,163,111,58,98,102,130,141,59,25,7,730,346,191,224,207,178,99,39,11,0,1296,5,8,13,6,13,10,6,0,0,71,3167,1777,2117,2196,2411,1900,901,377,103,14935,86,15,113,68,17,13,5,0,0,319,70,15,50,49,14,3,4,0,0,209,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,7,15,0,21,16,0,0,0,0,0,59,11,13,22,17,14,5,0,5,0,87,34,19,45,27,18,10,0,5,0,150,2694,1522,2193,1510,1151,748,284,92,18,10205
LGA54310,38,12,26,10,13,4,5,0,0,102,14,3,12,13,11,9,5,0,0,66,0,0,0,0,0,0,0,0,0,0,11,0,8,21,26,16,0,0,0,88,86,51,30,48,27,32,13,3,0,286,32,21,32,40,74,64,11,7,0,276,11,0,9,11,14,0,0,0,0,48,19,12,8,10,9,7,0,0,0,66,75,35,53,84,70,52,7,0,3,383,146,72,128,95,72,48,14,0,0,582,8,14,13,12,6,8,0,0,0,56,2352,942,1685,1812,1540,922,259,56,15,9584,44,14,90,52,32,8,0,0,0,250,48,9,43,35,16,8,7,0,0,160,0,0,4,0,0,0,0,0,0,7,14,9,6,7,5,6,0,0,0,49,3,0,11,0,0,0,0,0,0,19,15,0,8,18,14,3,0,0,0,54,28,9,23,24,19,16,3,0,0,117,2129,1034,1812,1325,828,382,85,13,0,7609
LGA54340,0,0,0,4,3,0,4,0,0,8,11,9,4,7,14,6,8,8,6,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,7,3,35,9,0,4,9,6,5,4,0,0,32,0,0,5,3,0,11,7,5,0,35,0,0,0,4,3,3,8,0,0,21,5,0,0,4,0,0,0,0,0,12,6,11,5,7,24,25,16,6,9,105,40,15,15,20,15,8,13,5,0,131,0,0,0,3,0,0,0,0,0,7,317,199,171,224,291,298,216,156,58,1936,4,3,8,3,3,4,0,0,0,26,90,43,58,48,46,54,42,17,4,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,8,3,0,0,0,5,5,0,0,0,8,278,169,168,133,124,99,52,29,13,1066
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,9,0,0,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,5,0,30,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,3,3,0,16,8,8,9,5,25,10,15,14,7,90,7,8,6,5,11,4,3,5,0,43,0,0,0,0,0,0,0,0,0,0,92,45,51,66,122,105,95,82,31,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,40,45,34,52,35,33,7,3,355
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,11,16,0,0,42,3,3,4,0,5,0,5,0,0,26,0,0,0,0,0,0,0,0,0,7,53,13,20,42,46,43,36,14,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,6,0,0,4,0,0,0,0,0,5,46,12,26,31,33,15,4,0,0,175
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,3,0,5,3,5,6,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,4,14,21,27,18,10,4,117,22,3,3,9,8,3,8,0,0,58,0,0,0,0,0,4,0,0,0,4,214,51,99,130,181,186,159,92,33,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,155,69,101,54,76,72,27,11,6,569
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,6,6,0,3,0,24,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,10,10,0,4,7,7,12,12,8,0,69,11,0,4,8,4,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,75,17,58,66,82,92,67,35,11,499,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,22,40,39,34,27,14,6,0,249
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,18,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,40,9,23,27,32,55,31,21,5,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,9,19,16,22,15,3,3,134
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,4,3,19,14,12,3,6,61,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,87,12,46,61,81,74,66,29,13,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,52,32,24,40,32,23,12,8,0,222
LGA54830,33,12,28,19,20,17,10,5,0,155,6,5,9,11,14,19,14,7,8,90,8,6,14,3,3,0,0,0,0,27,63,57,48,57,62,29,14,6,6,355,177,86,109,89,66,44,21,7,4,600,76,42,65,72,83,99,82,51,14,584,20,6,19,18,23,13,12,13,0,127,42,18,24,23,13,11,10,3,0,142,85,66,70,92,81,85,62,16,9,567,443,259,283,247,220,112,52,18,3,1632,19,9,12,11,7,15,5,0,3,86,3674,2110,2639,2740,2470,1907,1395,788,236,17961,267,71,373,178,52,24,6,3,0,976,139,57,137,88,42,30,3,3,0,500,3,3,3,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,122,56,233,59,18,10,3,0,0,494,26,23,47,36,31,22,3,8,0,186,142,76,281,94,50,35,5,8,0,681,3562,2108,2905,1896,1371,856,418,155,34,13311
LGA54900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,4,3,0,0,0,8,3,9,4,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,8,11,20,19,13,7,3,82,14,9,6,10,3,9,9,0,0,52,0,0,0,0,0,0,0,0,0,0,116,44,76,95,126,149,88,44,11,740,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,119,30,74,57,40,24,7,8,0,360
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,8,0,0,0,5,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,21,12,4,8,9,6,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,82,49,98,79,110,75,26,6,4,535,0,0,3,0,5,0,0,0,0,4,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,9,24,40,112,44,48,37,12,4,0,314
LGA55040,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,9,6,4,3,5,7,4,0,0,32,7,0,10,6,3,12,0,0,0,44,0,0,0,0,0,0,0,0,0,0,90,33,103,88,86,79,30,3,3,520,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,6,3,0,4,0,0,0,0,0,18,103,47,143,72,77,32,13,4,0,490
LGA55110,102,63,54,47,36,28,23,11,7,363,67,25,23,47,40,67,52,29,13,369,3,0,4,0,4,0,0,0,0,19,34,24,17,40,66,68,79,44,35,409,175,94,94,85,103,98,58,33,10,752,118,113,73,147,248,348,485,309,94,1932,17,10,13,10,28,40,51,45,14,220,19,10,5,6,15,14,23,20,5,112,186,136,109,168,239,417,473,346,126,2211,589,367,318,367,389,308,247,115,25,2723,10,5,7,8,27,18,12,6,0,99,6464,4129,3385,4449,5955,6536,7288,4539,1538,44274,98,37,111,100,29,7,3,0,0,380,69,17,67,68,25,18,3,0,0,270,5,4,0,4,14,6,13,4,0,50,3,0,0,4,0,0,0,0,0,11,26,17,66,14,3,4,3,0,0,133,29,28,47,56,51,40,26,6,0,293,62,49,113,68,58,43,30,6,0,435,6512,4062,4092,3498,3230,2581,1814,917,283,26992
LGA55180,3,6,0,0,4,0,3,0,0,19,0,0,0,0,0,6,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,0,0,24,5,7,4,0,4,6,9,0,0,36,7,0,3,3,15,15,21,29,10,108,0,0,0,0,3,3,0,0,0,12,13,0,9,7,9,10,12,10,0,80,23,26,12,19,45,73,69,40,7,315,68,24,18,31,34,28,17,13,6,232,0,0,0,0,3,3,0,0,0,6,692,401,293,432,727,811,694,413,138,4605,4,5,0,0,0,0,0,0,0,12,11,10,9,9,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,11,0,0,0,0,32,8,3,7,3,11,0,0,0,0,37,838,464,415,441,483,447,239,74,15,3428
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,8,17,15,10,9,11,3,0,103,0,0,0,5,0,6,0,0,0,17,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,55,25,75,65,81,63,43,8,4,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,75,38,81,54,40,41,13,3,0,348
LGA55320,22,14,7,11,15,16,8,3,5,87,48,28,18,42,52,47,45,25,24,331,19,5,7,13,10,5,10,0,3,73,66,67,63,84,80,77,75,29,28,570,172,159,111,121,112,109,65,23,7,878,242,192,188,245,347,458,411,277,198,2555,4,8,8,6,12,18,12,24,3,89,9,10,10,14,9,17,17,3,10,95,265,239,164,243,410,488,523,408,213,2948,478,396,369,382,399,425,240,114,44,2840,3,15,10,11,12,11,13,6,4,78,8318,6186,4298,5949,7654,7612,6370,4120,2190,52699,263,194,257,228,178,149,69,29,9,1388,236,168,249,199,117,63,46,20,0,1094,15,9,11,12,12,21,14,10,0,104,0,0,0,0,0,0,0,0,0,6,45,47,89,34,13,41,18,8,0,300,59,64,58,64,77,71,35,24,6,465,110,112,152,104,97,113,51,34,12,774,6363,5122,4940,4400,4022,3309,1821,775,424,31169
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,4,4,4,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,26,33,35,37,46,34,17,5,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,9,3,0,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,9,3,0,5,0,0,52,16,19,32,18,17,18,4,0,0,129
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,0,0,0,3,5,5,0,0,0,19,4,0,0,4,6,9,9,8,3,43,0,0,0,0,0,3,3,0,0,10,21,3,0,6,5,8,13,0,0,69,28,17,14,21,33,19,25,17,7,178,33,11,17,13,24,12,0,0,0,123,0,0,0,0,4,0,0,0,0,3,335,155,181,180,264,281,218,110,46,1770,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,5,0,0,0,0,15,6,4,3,0,5,0,0,0,0,15,264,292,179,146,135,115,45,17,6,1195
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,4,6,3,0,23,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,20,27,35,36,59,26,13,3,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,29,21,22,16,10,0,0,142
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,4,4,4,35,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,14,18,3,0,14,10,22,20,7,8,95,11,4,10,14,8,4,3,0,0,53,4,0,0,0,0,6,0,0,0,8,262,127,119,181,234,224,186,94,38,1458,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,193,103,95,95,80,63,25,12,9,678
LGA55670,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,5,3,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,49,43,44,59,67,36,37,11,407,0,0,5,0,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,71,45,29,24,15,21,8,8,0,226
LGA55740,3,3,5,6,0,0,0,0,0,15,4,0,0,3,3,8,3,3,0,30,0,0,0,0,0,5,0,0,0,6,0,0,3,3,6,8,3,5,0,29,9,5,12,5,5,5,4,0,0,47,21,24,10,10,29,36,26,22,10,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,16,15,39,32,30,16,4,189,32,20,17,13,20,20,6,7,0,134,0,0,0,0,0,0,4,0,0,11,773,530,358,459,700,568,574,299,99,4359,21,5,38,16,13,4,4,0,0,101,10,9,15,6,7,6,0,0,0,52,4,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,4,8,13,8,4,5,3,5,45,6,4,9,13,8,0,5,3,5,46,557,470,547,438,411,302,206,68,24,3033
LGA55810,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,14,0,0,0,0,0,0,5,0,0,6,6,0,5,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,34,7,15,25,30,35,40,6,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,24,23,21,23,20,12,0,0,158
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,11,6,0,0,28,9,4,0,0,0,0,3,0,0,16,0,3,0,0,0,0,0,0,0,4,57,15,33,44,65,50,41,19,3,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,27,24,24,10,4,0,0,151
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,9,6,3,0,3,42,19,12,7,6,12,9,7,0,0,68,0,0,0,0,0,0,0,0,0,0,63,22,45,37,46,64,45,28,9,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,29,24,14,21,8,4,3,137
