Date,Sex,Age group,Region,Population
31-12-2022,Male,40-44,ACT,16580
31-03-2023,Male,40-44,ACT,16758
31-03-2012,Female,55-59,ACT,10739
30-06-2012,Female,55-59,ACT,10756
31-12-2012,Female,55-59,ACT,10810
31-12-2012,Female,55-59,ACT,10847
31-03-2013,Female,55-59,ACT,10869
30-06-2013,Female,55-59,ACT,10892
31-12-2013,Female,55-59,ACT,11001
31-12-2013,Female,55-59,ACT,11065
31-03-2014,Female,55-59,ACT,11138
30-06-2014,Female,55-59,ACT,11216
31-12-2014,Female,55-59,ACT,11280
31-12-2014,Female,55-59,ACT,11322
31-03-2015,Female,55-59,ACT,11358
30-06-2015,Female,55-59,ACT,11420
31-12-2015,Female,55-59,ACT,11466
31-12-2015,Female,55-59,ACT,11491
31-03-2016,Female,55-59,ACT,11499
30-06-2016,Female,55-59,ACT,11546
31-12-2016,Female,55-59,ACT,11611
31-12-2016,Female,55-59,ACT,11680
31-03-2017,Female,55-59,ACT,11738
30-06-2017,Female,55-59,ACT,11834
31-12-2017,Female,55-59,ACT,11839
31-12-2017,Female,55-59,ACT,11864
31-03-2018,Female,55-59,ACT,11896
30-06-2018,Female,55-59,ACT,11926
31-12-2018,Female,55-59,ACT,11949
31-12-2018,Female,55-59,ACT,11983
31-03-2019,Female,55-59,ACT,11995
30-06-2019,Female,55-59,ACT,12090
31-12-2019,Female,55-59,ACT,12139
31-12-2019,Female,55-59,ACT,12189
31-03-2020,Female,55-59,ACT,12248
30-06-2020,Female,55-59,ACT,12282
31-12-2020,Female,55-59,ACT,12278
31-12-2020,Female,55-59,ACT,12244
31-03-2021,Female,55-59,ACT,12192
30-06-2021,Female,55-59,ACT,12126
31-12-2021,Female,55-59,ACT,12018
31-12-2021,Female,55-59,ACT,11966
31-03-2022,Female,55-59,ACT,11925
30-06-2022,Female,55-59,ACT,11914
31-12-2022,Female,55-59,ACT,11899
31-12-2022,Female,55-59,ACT,11883
31-03-2023,Female,55-59,ACT,11875
31-03-2012,Female,35-39,WA,83392
30-06-2012,Female,35-39,WA,83369
31-12-2012,Female,35-39,WA,83608
31-12-2012,Female,35-39,WA,83867
31-03-2013,Female,35-39,WA,84121
30-06-2013,Female,35-39,WA,84221
31-12-2013,Female,35-39,WA,84542
31-12-2013,Female,35-39,WA,84752
31-03-2014,Female,35-39,WA,85036
30-06-2014,Female,35-39,WA,85106
31-12-2014,Female,35-39,WA,85351
31-12-2014,Female,35-39,WA,85561
31-03-2015,Female,35-39,WA,85829
30-06-2015,Female,35-39,WA,86009
31-12-2015,Female,35-39,WA,86372
31-12-2015,Female,35-39,WA,86675
31-03-2016,Female,35-39,WA,87088
30-06-2016,Female,35-39,WA,87352
31-12-2016,Female,35-39,WA,88211
31-12-2016,Female,35-39,WA,88895
31-03-2017,Female,35-39,WA,89701
30-06-2017,Female,35-39,WA,90398
31-12-2017,Female,35-39,WA,91266
31-12-2017,Female,35-39,WA,92089
31-03-2018,Female,35-39,WA,93021
30-06-2018,Female,35-39,WA,93968
31-12-2018,Female,35-39,WA,94815
31-12-2018,Female,35-39,WA,95602
31-03-2019,Female,35-39,WA,96578
30-06-2019,Female,35-39,WA,97445
31-12-2019,Female,35-39,WA,98409
31-12-2019,Female,35-39,WA,99374
31-03-2020,Female,35-39,WA,100386
30-06-2020,Female,35-39,WA,101131
31-12-2020,Female,35-39,WA,101715
31-12-2020,Female,35-39,WA,102367
31-03-2021,Female,35-39,WA,103073
30-06-2021,Female,35-39,WA,103748
31-12-2021,Female,35-39,WA,104015
31-12-2021,Female,35-39,WA,104580
31-03-2022,Female,35-39,WA,105304
30-06-2022,Female,35-39,WA,106153
31-12-2022,Female,35-39,WA,106931
31-12-2022,Female,35-39,WA,107758
31-03-2023,Female,35-39,WA,108751
31-03-2012,Male,65-69,WA,48564
30-06-2012,Male,65-69,WA,49418
31-12-2012,Male,65-69,WA,50247
31-12-2012,Male,65-69,WA,51072
31-03-2013,Male,65-69,WA,51873
30-06-2013,Male,65-69,WA,52660
31-12-2013,Male,65-69,WA,53141
31-12-2013,Male,65-69,WA,53612
31-03-2014,Male,65-69,WA,54109
30-06-2014,Male,65-69,WA,54563
31-12-2014,Male,65-69,WA,55017
31-12-2014,Male,65-69,WA,55595
31-03-2015,Male,65-69,WA,56106
30-06-2015,Male,65-69,WA,56573
31-12-2015,Male,65-69,WA,57130
31-12-2015,Male,65-69,WA,57699
31-03-2016,Male,65-69,WA,58265
30-06-2016,Male,65-69,WA,58820
31-12-2016,Male,65-69,WA,58884
31-12-2016,Male,65-69,WA,58983
31-03-2017,Male,65-69,WA,59101
30-06-2017,Male,65-69,WA,59180
31-12-2017,Male,65-69,WA,59319
31-12-2017,Male,65-69,WA,59482
31-03-2018,Male,65-69,WA,59672
30-06-2018,Male,65-69,WA,59845
31-12-2018,Male,65-69,WA,60084
31-12-2018,Male,65-69,WA,60375
31-03-2019,Male,65-69,WA,60630
30-06-2019,Male,65-69,WA,60962
31-12-2019,Male,65-69,WA,61404
31-12-2019,Male,65-69,WA,62058
31-03-2020,Male,65-69,WA,62559
30-06-2020,Male,65-69,WA,62877
31-12-2020,Male,65-69,WA,63278
31-12-2020,Male,65-69,WA,63676
31-03-2021,Male,65-69,WA,64086
30-06-2021,Male,65-69,WA,64480
31-12-2021,Male,65-69,WA,64728
31-12-2021,Male,65-69,WA,65103
31-03-2022,Male,65-69,WA,65437
30-06-2022,Male,65-69,WA,65796
31-12-2022,Male,65-69,WA,66147
31-12-2022,Male,65-69,WA,66526
31-03-2023,Male,65-69,WA,66878
31-03-2012,Female,30-34,NT,9639
30-06-2012,Female,30-34,NT,9776
31-12-2012,Female,30-34,NT,9909
31-12-2012,Female,30-34,NT,10017
31-03-2013,Female,30-34,NT,10149
30-06-2013,Female,30-34,NT,10262
31-12-2013,Female,30-34,NT,10364
31-12-2013,Female,30-34,NT,10485
31-03-2014,Female,30-34,NT,10604
30-06-2014,Female,30-34,NT,10635
31-12-2014,Female,30-34,NT,10767
31-12-2014,Female,30-34,NT,10816
31-03-2015,Female,30-34,NT,10934
30-06-2015,Female,30-34,NT,11048
31-12-2015,Female,30-34,NT,11078
31-12-2015,Female,30-34,NT,11089
31-03-2016,Female,30-34,NT,11219
30-06-2016,Female,30-34,NT,11349
31-12-2016,Female,30-34,NT,11439
31-12-2016,Female,30-34,NT,11491
31-03-2017,Female,30-34,NT,11579
30-06-2017,Female,30-34,NT,11676
31-12-2017,Female,30-34,NT,11742
31-12-2017,Female,30-34,NT,11829
31-03-2018,Female,30-34,NT,11852
30-06-2018,Female,30-34,NT,11901
31-12-2018,Female,30-34,NT,11884
31-12-2018,Female,30-34,NT,11838
31-03-2019,Female,30-34,NT,11819
30-06-2019,Female,30-34,NT,11884
31-12-2019,Female,30-34,NT,11859
31-12-2019,Female,30-34,NT,11815
31-03-2020,Female,30-34,NT,11832
30-06-2020,Female,30-34,NT,11819
31-12-2020,Female,30-34,NT,11840
31-12-2020,Female,30-34,NT,11878
31-03-2021,Female,30-34,NT,11928
30-06-2021,Female,30-34,NT,11955
31-12-2021,Female,30-34,NT,11967
31-12-2021,Female,30-34,NT,12001
31-03-2022,Female,30-34,NT,12089
30-06-2022,Female,30-34,NT,12169
31-12-2022,Female,30-34,NT,12260
31-12-2022,Female,30-34,NT,12291
31-03-2023,Female,30-34,NT,12355
31-03-2012,Total,65-69,Tas,27469
30-06-2012,Total,65-69,Tas,27924
31-12-2012,Total,65-69,Tas,28277
31-12-2012,Total,65-69,Tas,28644
31-03-2013,Total,65-69,Tas,29014
30-06-2013,Total,65-69,Tas,29421
31-12-2013,Total,65-69,Tas,29641
31-12-2013,Total,65-69,Tas,29891
31-03-2014,Total,65-69,Tas,30146
30-06-2014,Total,65-69,Tas,30364
31-12-2014,Total,65-69,Tas,30633
31-12-2014,Total,65-69,Tas,30911
31-03-2015,Total,65-69,Tas,31188
30-06-2015,Total,65-69,Tas,31454
31-12-2015,Total,65-69,Tas,31718
31-12-2015,Total,65-69,Tas,31989
31-03-2016,Total,65-69,Tas,32258
30-06-2016,Total,65-69,Tas,32553
31-12-2016,Total,65-69,Tas,32575
31-12-2016,Total,65-69,Tas,32613
31-03-2017,Total,65-69,Tas,32657
30-06-2017,Total,65-69,Tas,32740
31-12-2017,Total,65-69,Tas,32854
31-12-2017,Total,65-69,Tas,33001
31-03-2018,Total,65-69,Tas,33141
30-06-2018,Total,65-69,Tas,33293
31-12-2018,Total,65-69,Tas,33450
31-12-2018,Total,65-69,Tas,33632
31-03-2019,Total,65-69,Tas,33773
30-06-2019,Total,65-69,Tas,33905
31-12-2019,Total,65-69,Tas,34007
31-12-2019,Total,65-69,Tas,34121
31-03-2020,Total,65-69,Tas,34256
30-06-2020,Total,65-69,Tas,34400
31-12-2020,Total,65-69,Tas,34532
31-12-2020,Total,65-69,Tas,34670
31-03-2021,Total,65-69,Tas,34820
30-06-2021,Total,65-69,Tas,34955
31-12-2021,Total,65-69,Tas,35069
31-12-2021,Total,65-69,Tas,35208
31-03-2022,Total,65-69,Tas,35320
30-06-2022,Total,65-69,Tas,35413
31-12-2022,Total,65-69,Tas,35502
31-12-2022,Total,65-69,Tas,35632
31-03-2023,Total,65-69,Tas,35704
31-03-2012,Total,80-84,SA,39504
30-06-2012,Total,80-84,SA,39466
31-12-2012,Total,80-84,SA,39260
31-12-2012,Total,80-84,SA,39140
31-03-2013,Total,80-84,SA,39070
30-06-2013,Total,80-84,SA,39018
31-12-2013,Total,80-84,SA,38912
31-12-2013,Total,80-84,SA,38891
31-03-2014,Total,80-84,SA,38879
30-06-2014,Total,80-84,SA,38814
31-12-2014,Total,80-84,SA,38664
31-12-2014,Total,80-84,SA,38601
31-03-2015,Total,80-84,SA,38521
30-06-2015,Total,80-84,SA,38442
31-12-2015,Total,80-84,SA,38392
31-12-2015,Total,80-84,SA,38465
31-03-2016,Total,80-84,SA,38566
30-06-2016,Total,80-84,SA,38590
31-12-2016,Total,80-84,SA,38756
31-12-2016,Total,80-84,SA,39003
31-03-2017,Total,80-84,SA,39302
30-06-2017,Total,80-84,SA,39505
31-12-2017,Total,80-84,SA,39697
31-12-2017,Total,80-84,SA,39985
31-03-2018,Total,80-84,SA,40303
30-06-2018,Total,80-84,SA,40552
31-12-2018,Total,80-84,SA,40848
31-12-2018,Total,80-84,SA,41211
31-03-2019,Total,80-84,SA,41619
30-06-2019,Total,80-84,SA,41975
31-12-2019,Total,80-84,SA,42331
31-12-2019,Total,80-84,SA,42816
31-03-2020,Total,80-84,SA,43257
30-06-2020,Total,80-84,SA,43704
31-12-2020,Total,80-84,SA,44009
31-12-2020,Total,80-84,SA,44367
31-03-2021,Total,80-84,SA,44758
30-06-2021,Total,80-84,SA,45079
31-12-2021,Total,80-84,SA,45410
31-12-2021,Total,80-84,SA,45798
31-03-2022,Total,80-84,SA,46157
30-06-2022,Total,80-84,SA,46456
31-12-2022,Total,80-84,SA,46736
31-12-2022,Total,80-84,SA,47200
31-03-2023,Total,80-84,SA,47612
31-03-2012,Female,50-54,WA,80073
30-06-2012,Female,50-54,WA,80473
31-12-2012,Female,50-54,WA,80937
31-12-2012,Female,50-54,WA,81389
31-03-2013,Female,50-54,WA,81895
30-06-2013,Female,50-54,WA,82291
31-12-2013,Female,50-54,WA,82486
31-12-2013,Female,50-54,WA,82677
31-03-2014,Female,50-54,WA,82876
30-06-2014,Female,50-54,WA,83009
31-12-2014,Female,50-54,WA,83004
31-12-2014,Female,50-54,WA,83020
31-03-2015,Female,50-54,WA,82988
30-06-2015,Female,50-54,WA,82938
31-12-2015,Female,50-54,WA,82802
31-12-2015,Female,50-54,WA,82665
31-03-2016,Female,50-54,WA,82586
30-06-2016,Female,50-54,WA,82447
31-12-2016,Female,50-54,WA,82481
31-12-2016,Female,50-54,WA,82479
31-03-2017,Female,50-54,WA,82488
30-06-2017,Female,50-54,WA,82514
31-12-2017,Female,50-54,WA,82549
31-12-2017,Female,50-54,WA,82523
31-03-2018,Female,50-54,WA,82559
30-06-2018,Female,50-54,WA,82566
31-12-2018,Female,50-54,WA,82888
31-12-2018,Female,50-54,WA,83199
31-03-2019,Female,50-54,WA,83454
30-06-2019,Female,50-54,WA,83825
31-12-2019,Female,50-54,WA,84288
31-12-2019,Female,50-54,WA,84781
31-03-2020,Female,50-54,WA,85308
30-06-2020,Female,50-54,WA,85629
31-12-2020,Female,50-54,WA,86253
31-12-2020,Female,50-54,WA,86884
31-03-2021,Female,50-54,WA,87535
30-06-2021,Female,50-54,WA,88221
31-12-2021,Female,50-54,WA,88713
31-12-2021,Female,50-54,WA,89356
31-03-2022,Female,50-54,WA,89984
30-06-2022,Female,50-54,WA,90671
31-12-2022,Female,50-54,WA,91050
31-12-2022,Female,50-54,WA,91348
31-03-2023,Female,50-54,WA,91648
31-03-2012,Male,50-54,Vic,182059
30-06-2012,Male,50-54,Vic,183051
31-12-2012,Male,50-54,Vic,183909
31-12-2012,Male,50-54,Vic,184808
31-03-2013,Male,50-54,Vic,185608
30-06-2013,Male,50-54,Vic,186501
31-12-2013,Male,50-54,Vic,186933
31-12-2013,Male,50-54,Vic,187397
31-03-2014,Male,50-54,Vic,187971
30-06-2014,Male,50-54,Vic,188470
31-12-2014,Male,50-54,Vic,188692
31-12-2014,Male,50-54,Vic,188989
31-03-2015,Male,50-54,Vic,189205
30-06-2015,Male,50-54,Vic,189390
31-12-2015,Male,50-54,Vic,189414
31-12-2015,Male,50-54,Vic,189446
31-03-2016,Male,50-54,Vic,189566
30-06-2016,Male,50-54,Vic,189663
31-12-2016,Male,50-54,Vic,189499
31-12-2016,Male,50-54,Vic,189413
31-03-2017,Male,50-54,Vic,189355
30-06-2017,Male,50-54,Vic,189097
31-12-2017,Male,50-54,Vic,189251
31-12-2017,Male,50-54,Vic,189339
31-03-2018,Male,50-54,Vic,189466
30-06-2018,Male,50-54,Vic,189540
31-12-2018,Male,50-54,Vic,190071
31-12-2018,Male,50-54,Vic,190625
31-03-2019,Male,50-54,Vic,191277
30-06-2019,Male,50-54,Vic,191805
31-12-2019,Male,50-54,Vic,192911
31-12-2019,Male,50-54,Vic,194046
31-03-2020,Male,50-54,Vic,195009
30-06-2020,Male,50-54,Vic,195684
31-12-2020,Male,50-54,Vic,196632
31-12-2020,Male,50-54,Vic,197576
31-03-2021,Male,50-54,Vic,198602
30-06-2021,Male,50-54,Vic,199667
31-12-2021,Male,50-54,Vic,200818
31-12-2021,Male,50-54,Vic,201766
31-03-2022,Male,50-54,Vic,202880
30-06-2022,Male,50-54,Vic,204050
31-12-2022,Male,50-54,Vic,204635
31-12-2022,Male,50-54,Vic,205269
31-03-2023,Male,50-54,Vic,205803
31-03-2012,Total,85+,National,417326
30-06-2012,Total,85+,National,420525
31-12-2012,Total,85+,National,422703
31-12-2012,Total,85+,National,428062
31-03-2013,Total,85+,National,434005
30-06-2013,Total,85+,National,437758
31-12-2013,Total,85+,National,441229
31-12-2013,Total,85+,National,445780
31-03-2014,Total,85+,National,451060
30-06-2014,Total,85+,National,454134
31-12-2014,Total,85+,National,456165
31-12-2014,Total,85+,National,460997
31-03-2015,Total,85+,National,466134
30-06-2015,Total,85+,National,468945
31-12-2015,Total,85+,National,470145
31-12-2015,Total,85+,National,474717
31-03-2016,Total,85+,National,479815
30-06-2016,Total,85+,National,482679
31-12-2016,Total,85+,National,483110
31-12-2016,Total,85+,National,485770
31-03-2017,Total,85+,National,489561
30-06-2017,Total,85+,National,490862
31-12-2017,Total,85+,National,489392
31-12-2017,Total,85+,National,492734
31-03-2018,Total,85+,National,496826
30-06-2018,Total,85+,National,498757
31-12-2018,Total,85+,National,500077
31-12-2018,Total,85+,National,503163
31-03-2019,Total,85+,National,506582
30-06-2019,Total,85+,National,507729
31-12-2019,Total,85+,National,508772
31-12-2019,Total,85+,National,512671
31-03-2020,Total,85+,National,516829
30-06-2020,Total,85+,National,519215
31-12-2020,Total,85+,National,522485
31-12-2020,Total,85+,National,527351
31-03-2021,Total,85+,National,532276
30-06-2021,Total,85+,National,534228
31-12-2021,Total,85+,National,537535
31-12-2021,Total,85+,National,542284
31-03-2022,Total,85+,National,545937
30-06-2022,Total,85+,National,547176
31-12-2022,Total,85+,National,548412
31-12-2022,Total,85+,National,553513
31-03-2023,Total,85+,National,557883
31-03-2012,Female,10-14,Vic,161492
30-06-2012,Female,10-14,Vic,161667
31-12-2012,Female,10-14,Vic,162108
31-12-2012,Female,10-14,Vic,162528
31-03-2013,Female,10-14,Vic,163009
30-06-2013,Female,10-14,Vic,163435
31-12-2013,Female,10-14,Vic,163973
31-12-2013,Female,10-14,Vic,164427
31-03-2014,Female,10-14,Vic,164906
30-06-2014,Female,10-14,Vic,165279
31-12-2014,Female,10-14,Vic,165681
31-12-2014,Female,10-14,Vic,166087
31-03-2015,Female,10-14,Vic,166546
30-06-2015,Female,10-14,Vic,166878
31-12-2015,Female,10-14,Vic,167938
31-12-2015,Female,10-14,Vic,168971
31-03-2016,Female,10-14,Vic,170019
30-06-2016,Female,10-14,Vic,171018
31-12-2016,Female,10-14,Vic,172390
31-12-2016,Female,10-14,Vic,173672
31-03-2017,Female,10-14,Vic,175109
30-06-2017,Female,10-14,Vic,176387
31-12-2017,Female,10-14,Vic,177799
31-12-2017,Female,10-14,Vic,179067
31-03-2018,Female,10-14,Vic,180477
30-06-2018,Female,10-14,Vic,181696
31-12-2018,Female,10-14,Vic,183121
31-12-2018,Female,10-14,Vic,184453
31-03-2019,Female,10-14,Vic,185807
30-06-2019,Female,10-14,Vic,186987
31-12-2019,Female,10-14,Vic,188483
31-12-2019,Female,10-14,Vic,189965
31-03-2020,Female,10-14,Vic,191473
30-06-2020,Female,10-14,Vic,192458
31-12-2020,Female,10-14,Vic,192717
31-12-2020,Female,10-14,Vic,192996
31-03-2021,Female,10-14,Vic,193369
30-06-2021,Female,10-14,Vic,193745
31-12-2021,Female,10-14,Vic,194114
31-12-2021,Female,10-14,Vic,194448
31-03-2022,Female,10-14,Vic,195074
30-06-2022,Female,10-14,Vic,195801
31-12-2022,Female,10-14,Vic,196667
31-12-2022,Female,10-14,Vic,197428
31-03-2023,Female,10-14,Vic,198294
31-03-2012,Total,35-39,NSW,502419
30-06-2012,Total,35-39,NSW,500140
31-12-2012,Total,35-39,NSW,499200
31-12-2012,Total,35-39,NSW,498406
31-03-2013,Total,35-39,NSW,497546
30-06-2013,Total,35-39,NSW,496631
31-12-2013,Total,35-39,NSW,497003
31-12-2013,Total,35-39,NSW,497169
31-03-2014,Total,35-39,NSW,497459
30-06-2014,Total,35-39,NSW,497223
31-12-2014,Total,35-39,NSW,498778
31-12-2014,Total,35-39,NSW,500323
31-03-2015,Total,35-39,NSW,502135
30-06-2015,Total,35-39,NSW,503584
31-12-2015,Total,35-39,NSW,506079
31-12-2015,Total,35-39,NSW,508923
31-03-2016,Total,35-39,NSW,512028
30-06-2016,Total,35-39,NSW,515059
31-12-2016,Total,35-39,NSW,519501
31-12-2016,Total,35-39,NSW,523678
31-03-2017,Total,35-39,NSW,528152
30-06-2017,Total,35-39,NSW,532319
31-12-2017,Total,35-39,NSW,537041
31-12-2017,Total,35-39,NSW,541329
31-03-2018,Total,35-39,NSW,546071
30-06-2018,Total,35-39,NSW,550456
31-12-2018,Total,35-39,NSW,554567
31-12-2018,Total,35-39,NSW,558560
31-03-2019,Total,35-39,NSW,562788
30-06-2019,Total,35-39,NSW,566557
31-12-2019,Total,35-39,NSW,570306
31-12-2019,Total,35-39,NSW,573826
31-03-2020,Total,35-39,NSW,577524
30-06-2020,Total,35-39,NSW,579948
31-12-2020,Total,35-39,NSW,580601
31-12-2020,Total,35-39,NSW,582205
31-03-2021,Total,35-39,NSW,583531
30-06-2021,Total,35-39,NSW,585183
31-12-2021,Total,35-39,NSW,584711
31-12-2021,Total,35-39,NSW,585015
31-03-2022,Total,35-39,NSW,586547
30-06-2022,Total,35-39,NSW,588217
31-12-2022,Total,35-39,NSW,589748
31-12-2022,Total,35-39,NSW,591926
31-03-2023,Total,35-39,NSW,594064
31-03-2012,Female,5-9,Vic,165298
30-06-2012,Female,5-9,Vic,166300
31-12-2012,Female,5-9,Vic,167498
31-12-2012,Female,5-9,Vic,168737
31-03-2013,Female,5-9,Vic,170108
30-06-2013,Female,5-9,Vic,171429
31-12-2013,Female,5-9,Vic,172736
31-12-2013,Female,5-9,Vic,174030
31-03-2014,Female,5-9,Vic,175444
30-06-2014,Female,5-9,Vic,176737
31-12-2014,Female,5-9,Vic,178105
31-12-2014,Female,5-9,Vic,179602
31-03-2015,Female,5-9,Vic,181240
30-06-2015,Female,5-9,Vic,182911
31-12-2015,Female,5-9,Vic,184023
31-12-2015,Female,5-9,Vic,185440
31-03-2016,Female,5-9,Vic,186860
30-06-2016,Female,5-9,Vic,188285
31-12-2016,Female,5-9,Vic,189144
31-12-2016,Female,5-9,Vic,190106
31-03-2017,Female,5-9,Vic,191107
30-06-2017,Female,5-9,Vic,191957
31-12-2017,Female,5-9,Vic,192854
31-12-2017,Female,5-9,Vic,193830
31-03-2018,Female,5-9,Vic,194867
30-06-2018,Female,5-9,Vic,195725
31-12-2018,Female,5-9,Vic,196360
31-12-2018,Female,5-9,Vic,197007
31-03-2019,Female,5-9,Vic,197759
30-06-2019,Female,5-9,Vic,198336
31-12-2019,Female,5-9,Vic,198723
31-12-2019,Female,5-9,Vic,199118
31-03-2020,Female,5-9,Vic,199502
30-06-2020,Female,5-9,Vic,199227
31-12-2020,Female,5-9,Vic,198970
31-12-2020,Female,5-9,Vic,198656
31-03-2021,Female,5-9,Vic,198396
30-06-2021,Female,5-9,Vic,198141
31-12-2021,Female,5-9,Vic,197825
31-12-2021,Female,5-9,Vic,197660
31-03-2022,Female,5-9,Vic,197899
30-06-2022,Female,5-9,Vic,198082
31-12-2022,Female,5-9,Vic,198159
31-12-2022,Female,5-9,Vic,198255
31-03-2023,Female,5-9,Vic,198510
31-03-2012,Male,15-19,National,749922
30-06-2012,Male,15-19,National,749640
31-12-2012,Male,15-19,National,751360
31-12-2012,Male,15-19,National,751121
31-03-2013,Male,15-19,National,753402
30-06-2013,Male,15-19,National,752362
31-12-2013,Male,15-19,National,753815
31-12-2013,Male,15-19,National,753048
31-03-2014,Male,15-19,National,755756
30-06-2014,Male,15-19,National,754389
31-12-2014,Male,15-19,National,755287
31-12-2014,Male,15-19,National,753637
31-03-2015,Male,15-19,National,755054
30-06-2015,Male,15-19,National,752497
31-12-2015,Male,15-19,National,754397
31-12-2015,Male,15-19,National,753645
31-03-2016,Male,15-19,National,756878
30-06-2016,Male,15-19,National,755575
31-12-2016,Male,15-19,National,757748
31-12-2016,Male,15-19,National,757324
31-03-2017,Male,15-19,National,761412
30-06-2017,Male,15-19,National,759961
31-12-2017,Male,15-19,National,762138
31-12-2017,Male,15-19,National,760607
31-03-2018,Male,15-19,National,765319
30-06-2018,Male,15-19,National,764607
31-12-2018,Male,15-19,National,767596
31-12-2018,Male,15-19,National,767185
31-03-2019,Male,15-19,National,771695
30-06-2019,Male,15-19,National,769691
31-12-2019,Male,15-19,National,770814
31-12-2019,Male,15-19,National,767693
31-03-2020,Male,15-19,National,770337
30-06-2020,Male,15-19,National,766260
31-12-2020,Male,15-19,National,764084
31-12-2020,Male,15-19,National,762019
31-03-2021,Male,15-19,National,761933
30-06-2021,Male,15-19,National,761881
31-12-2021,Male,15-19,National,765604
31-12-2021,Male,15-19,National,771720
31-03-2022,Male,15-19,National,783505
30-06-2022,Male,15-19,National,790812
31-12-2022,Male,15-19,National,801335
31-12-2022,Male,15-19,National,809281
31-03-2023,Male,15-19,National,822750
31-03-2012,Male,45-49,Tas,17188
30-06-2012,Male,45-49,Tas,16999
31-12-2012,Male,45-49,Tas,16918
31-12-2012,Male,45-49,Tas,16834
31-03-2013,Male,45-49,Tas,16748
30-06-2013,Male,45-49,Tas,16641
31-12-2013,Male,45-49,Tas,16592
31-12-2013,Male,45-49,Tas,16514
31-03-2014,Male,45-49,Tas,16425
30-06-2014,Male,45-49,Tas,16345
31-12-2014,Male,45-49,Tas,16364
31-12-2014,Male,45-49,Tas,16361
31-03-2015,Male,45-49,Tas,16405
30-06-2015,Male,45-49,Tas,16432
31-12-2015,Male,45-49,Tas,16498
31-12-2015,Male,45-49,Tas,16598
31-03-2016,Male,45-49,Tas,16676
30-06-2016,Male,45-49,Tas,16754
31-12-2016,Male,45-49,Tas,16846
31-12-2016,Male,45-49,Tas,16953
31-03-2017,Male,45-49,Tas,17062
30-06-2017,Male,45-49,Tas,17169
31-12-2017,Male,45-49,Tas,17212
31-12-2017,Male,45-49,Tas,17227
31-03-2018,Male,45-49,Tas,17255
30-06-2018,Male,45-49,Tas,17259
31-12-2018,Male,45-49,Tas,17221
31-12-2018,Male,45-49,Tas,17190
31-03-2019,Male,45-49,Tas,17163
30-06-2019,Male,45-49,Tas,17151
31-12-2019,Male,45-49,Tas,17089
31-12-2019,Male,45-49,Tas,17057
31-03-2020,Male,45-49,Tas,17020
30-06-2020,Male,45-49,Tas,16970
31-12-2020,Male,45-49,Tas,16868
31-12-2020,Male,45-49,Tas,16788
31-03-2021,Male,45-49,Tas,16713
30-06-2021,Male,45-49,Tas,16636
31-12-2021,Male,45-49,Tas,16519
31-12-2021,Male,45-49,Tas,16404
31-03-2022,Male,45-49,Tas,16249
30-06-2022,Male,45-49,Tas,16092
