Date,Sex,Age group,Region,Population
31-12-2021,Female,15-19,SA,49051
31-12-2021,Female,15-19,SA,49319
31-03-2022,Female,15-19,SA,50063
30-06-2022,Female,15-19,SA,50395
31-12-2022,Female,15-19,SA,50998
31-12-2022,Female,15-19,SA,51349
31-03-2023,Female,15-19,SA,52182
31-03-2012,Male,25-29,ACT,17053
30-06-2012,Male,25-29,ACT,17101
31-12-2012,Male,25-29,ACT,17117
31-12-2012,Male,25-29,ACT,17151
31-03-2013,Male,25-29,ACT,17279
30-06-2013,Male,25-29,ACT,17261
31-12-2013,Male,25-29,ACT,17246
31-12-2013,Male,25-29,ACT,17177
31-03-2014,Male,25-29,ACT,17150
30-06-2014,Male,25-29,ACT,16983
31-12-2014,Male,25-29,ACT,16962
31-12-2014,Male,25-29,ACT,16898
31-03-2015,Male,25-29,ACT,17025
30-06-2015,Male,25-29,ACT,17003
31-12-2015,Male,25-29,ACT,17002
31-12-2015,Male,25-29,ACT,16904
31-03-2016,Male,25-29,ACT,16972
30-06-2016,Male,25-29,ACT,16967
31-12-2016,Male,25-29,ACT,17065
31-12-2016,Male,25-29,ACT,17187
31-03-2017,Male,25-29,ACT,17393
30-06-2017,Male,25-29,ACT,17452
31-12-2017,Male,25-29,ACT,17662
31-12-2017,Male,25-29,ACT,17733
31-03-2018,Male,25-29,ACT,17990
30-06-2018,Male,25-29,ACT,18128
31-12-2018,Male,25-29,ACT,18198
31-12-2018,Male,25-29,ACT,18352
31-03-2019,Male,25-29,ACT,18567
30-06-2019,Male,25-29,ACT,18789
31-12-2019,Male,25-29,ACT,18916
31-12-2019,Male,25-29,ACT,18983
31-03-2020,Male,25-29,ACT,19074
30-06-2020,Male,25-29,ACT,19183
31-12-2020,Male,25-29,ACT,19213
31-12-2020,Male,25-29,ACT,19389
31-03-2021,Male,25-29,ACT,19560
30-06-2021,Male,25-29,ACT,19958
31-12-2021,Male,25-29,ACT,19902
31-12-2021,Male,25-29,ACT,19862
31-03-2022,Male,25-29,ACT,20102
30-06-2022,Male,25-29,ACT,20162
31-12-2022,Male,25-29,ACT,20206
31-12-2022,Male,25-29,ACT,20221
31-03-2023,Male,25-29,ACT,20348
31-03-2012,Female,35-39,NT,8762
30-06-2012,Female,35-39,NT,8793
31-12-2012,Female,35-39,NT,8845
31-12-2012,Female,35-39,NT,8879
31-03-2013,Female,35-39,NT,8920
30-06-2013,Female,35-39,NT,8935
31-12-2013,Female,35-39,NT,8969
31-12-2013,Female,35-39,NT,8946
31-03-2014,Female,35-39,NT,8967
30-06-2014,Female,35-39,NT,8962
31-12-2014,Female,35-39,NT,9004
31-12-2014,Female,35-39,NT,9002
31-03-2015,Female,35-39,NT,9051
30-06-2015,Female,35-39,NT,9091
31-12-2015,Female,35-39,NT,9135
31-12-2015,Female,35-39,NT,9178
31-03-2016,Female,35-39,NT,9211
30-06-2016,Female,35-39,NT,9265
31-12-2016,Female,35-39,NT,9356
31-12-2016,Female,35-39,NT,9442
31-03-2017,Female,35-39,NT,9541
30-06-2017,Female,35-39,NT,9667
31-12-2017,Female,35-39,NT,9707
31-12-2017,Female,35-39,NT,9754
31-03-2018,Female,35-39,NT,9833
30-06-2018,Female,35-39,NT,9908
31-12-2018,Female,35-39,NT,9956
31-12-2018,Female,35-39,NT,9958
31-03-2019,Female,35-39,NT,10001
30-06-2019,Female,35-39,NT,10063
31-12-2019,Female,35-39,NT,10146
31-12-2019,Female,35-39,NT,10161
31-03-2020,Female,35-39,NT,10240
30-06-2020,Female,35-39,NT,10323
31-12-2020,Female,35-39,NT,10360
31-12-2020,Female,35-39,NT,10393
31-03-2021,Female,35-39,NT,10424
30-06-2021,Female,35-39,NT,10422
31-12-2021,Female,35-39,NT,10499
31-12-2021,Female,35-39,NT,10533
31-03-2022,Female,35-39,NT,10587
30-06-2022,Female,35-39,NT,10645
31-12-2022,Female,35-39,NT,10722
31-12-2022,Female,35-39,NT,10745
31-03-2023,Female,35-39,NT,10814
31-03-2012,Male,25-29,SA,57865
30-06-2012,Male,25-29,SA,58027
31-12-2012,Male,25-29,SA,58055
31-12-2012,Male,25-29,SA,57992
31-03-2013,Male,25-29,SA,58164
30-06-2013,Male,25-29,SA,58102
31-12-2013,Male,25-29,SA,58158
31-12-2013,Male,25-29,SA,58091
31-03-2014,Male,25-29,SA,58206
30-06-2014,Male,25-29,SA,58048
31-12-2014,Male,25-29,SA,58151
31-12-2014,Male,25-29,SA,58228
31-03-2015,Male,25-29,SA,58384
30-06-2015,Male,25-29,SA,58329
31-12-2015,Male,25-29,SA,58414
31-12-2015,Male,25-29,SA,58254
31-03-2016,Male,25-29,SA,58369
30-06-2016,Male,25-29,SA,58227
31-12-2016,Male,25-29,SA,58267
31-12-2016,Male,25-29,SA,58228
31-03-2017,Male,25-29,SA,58315
30-06-2017,Male,25-29,SA,58295
31-12-2017,Male,25-29,SA,58468
31-12-2017,Male,25-29,SA,58518
31-03-2018,Male,25-29,SA,58769
30-06-2018,Male,25-29,SA,58933
31-12-2018,Male,25-29,SA,59181
31-12-2018,Male,25-29,SA,59278
31-03-2019,Male,25-29,SA,59613
30-06-2019,Male,25-29,SA,59642
31-12-2019,Male,25-29,SA,60037
31-12-2019,Male,25-29,SA,60170
31-03-2020,Male,25-29,SA,60584
30-06-2020,Male,25-29,SA,60713
31-12-2020,Male,25-29,SA,60747
31-12-2020,Male,25-29,SA,60813
31-03-2021,Male,25-29,SA,60966
30-06-2021,Male,25-29,SA,61269
31-12-2021,Male,25-29,SA,60918
31-12-2021,Male,25-29,SA,60975
31-03-2022,Male,25-29,SA,61603
30-06-2022,Male,25-29,SA,62000
31-12-2022,Male,25-29,SA,62540
31-12-2022,Male,25-29,SA,62888
31-03-2023,Male,25-29,SA,63497
31-03-2012,Total,70-74,ACT,9597
30-06-2012,Total,70-74,ACT,9717
31-12-2012,Total,70-74,ACT,9821
31-12-2012,Total,70-74,ACT,9939
31-03-2013,Total,70-74,ACT,10034
30-06-2013,Total,70-74,ACT,10135
31-12-2013,Total,70-74,ACT,10288
31-12-2013,Total,70-74,ACT,10427
31-03-2014,Total,70-74,ACT,10579
30-06-2014,Total,70-74,ACT,10705
31-12-2014,Total,70-74,ACT,10834
31-12-2014,Total,70-74,ACT,11003
31-03-2015,Total,70-74,ACT,11138
30-06-2015,Total,70-74,ACT,11286
31-12-2015,Total,70-74,ACT,11501
31-12-2015,Total,70-74,ACT,11719
31-03-2016,Total,70-74,ACT,11912
30-06-2016,Total,70-74,ACT,12087
31-12-2016,Total,70-74,ACT,12398
31-12-2016,Total,70-74,ACT,12717
31-03-2017,Total,70-74,ACT,13014
30-06-2017,Total,70-74,ACT,13294
31-12-2017,Total,70-74,ACT,13557
31-12-2017,Total,70-74,ACT,13850
31-03-2018,Total,70-74,ACT,14133
30-06-2018,Total,70-74,ACT,14453
31-12-2018,Total,70-74,ACT,14674
31-12-2018,Total,70-74,ACT,14877
31-03-2019,Total,70-74,ACT,15068
30-06-2019,Total,70-74,ACT,15266
31-12-2019,Total,70-74,ACT,15495
31-12-2019,Total,70-74,ACT,15776
31-03-2020,Total,70-74,ACT,15979
30-06-2020,Total,70-74,ACT,16186
31-12-2020,Total,70-74,ACT,16323
31-12-2020,Total,70-74,ACT,16447
31-03-2021,Total,70-74,ACT,16581
30-06-2021,Total,70-74,ACT,16719
31-12-2021,Total,70-74,ACT,16626
31-12-2021,Total,70-74,ACT,16582
31-03-2022,Total,70-74,ACT,16536
30-06-2022,Total,70-74,ACT,16507
31-12-2022,Total,70-74,ACT,16509
31-12-2022,Total,70-74,ACT,16511
31-03-2023,Total,70-74,ACT,16514
31-03-2012,Female,75-79,SA,25850
30-06-2012,Female,75-79,SA,25921
31-12-2012,Female,75-79,SA,26008
31-12-2012,Female,75-79,SA,26106
31-03-2013,Female,75-79,SA,26250
30-06-2013,Female,75-79,SA,26396
31-12-2013,Female,75-79,SA,26560
31-12-2013,Female,75-79,SA,26756
31-03-2014,Female,75-79,SA,26956
30-06-2014,Female,75-79,SA,27138
31-12-2014,Female,75-79,SA,27265
31-12-2014,Female,75-79,SA,27434
31-03-2015,Female,75-79,SA,27630
30-06-2015,Female,75-79,SA,27783
31-12-2015,Female,75-79,SA,27937
31-12-2015,Female,75-79,SA,28090
31-03-2016,Female,75-79,SA,28274
30-06-2016,Female,75-79,SA,28496
31-12-2016,Female,75-79,SA,28714
31-12-2016,Female,75-79,SA,28945
31-03-2017,Female,75-79,SA,29168
30-06-2017,Female,75-79,SA,29398
31-12-2017,Female,75-79,SA,29576
31-12-2017,Female,75-79,SA,29801
31-03-2018,Female,75-79,SA,30033
30-06-2018,Female,75-79,SA,30275
31-12-2018,Female,75-79,SA,30548
31-12-2018,Female,75-79,SA,30841
31-03-2019,Female,75-79,SA,31115
30-06-2019,Female,75-79,SA,31383
31-12-2019,Female,75-79,SA,31762
31-12-2019,Female,75-79,SA,32188
31-03-2020,Female,75-79,SA,32607
30-06-2020,Female,75-79,SA,32996
31-12-2020,Female,75-79,SA,33454
31-12-2020,Female,75-79,SA,33933
31-03-2021,Female,75-79,SA,34393
30-06-2021,Female,75-79,SA,34867
31-12-2021,Female,75-79,SA,35625
31-12-2021,Female,75-79,SA,36404
31-03-2022,Female,75-79,SA,37177
30-06-2022,Female,75-79,SA,37921
31-12-2022,Female,75-79,SA,38514
31-12-2022,Female,75-79,SA,39116
31-03-2023,Female,75-79,SA,39712
31-03-2012,Male,0-4,Tas,16453
30-06-2012,Male,0-4,Tas,16415
31-12-2012,Male,0-4,Tas,16343
31-12-2012,Male,0-4,Tas,16306
31-03-2013,Male,0-4,Tas,16274
30-06-2013,Male,0-4,Tas,16187
31-12-2013,Male,0-4,Tas,16160
31-12-2013,Male,0-4,Tas,16105
31-03-2014,Male,0-4,Tas,15998
30-06-2014,Male,0-4,Tas,15875
31-12-2014,Male,0-4,Tas,15818
31-12-2014,Male,0-4,Tas,15729
31-03-2015,Male,0-4,Tas,15659
30-06-2015,Male,0-4,Tas,15539
31-12-2015,Male,0-4,Tas,15505
31-12-2015,Male,0-4,Tas,15429
31-03-2016,Male,0-4,Tas,15445
30-06-2016,Male,0-4,Tas,15486
31-12-2016,Male,0-4,Tas,15490
31-12-2016,Male,0-4,Tas,15437
31-03-2017,Male,0-4,Tas,15386
30-06-2017,Male,0-4,Tas,15353
31-12-2017,Male,0-4,Tas,15361
31-12-2017,Male,0-4,Tas,15332
31-03-2018,Male,0-4,Tas,15368
30-06-2018,Male,0-4,Tas,15312
31-12-2018,Male,0-4,Tas,15312
31-12-2018,Male,0-4,Tas,15296
31-03-2019,Male,0-4,Tas,15281
30-06-2019,Male,0-4,Tas,15282
31-12-2019,Male,0-4,Tas,15304
31-12-2019,Male,0-4,Tas,15326
31-03-2020,Male,0-4,Tas,15288
30-06-2020,Male,0-4,Tas,15226
31-12-2020,Male,0-4,Tas,15188
31-12-2020,Male,0-4,Tas,15150
31-03-2021,Male,0-4,Tas,15164
30-06-2021,Male,0-4,Tas,15193
31-12-2021,Male,0-4,Tas,15178
31-12-2021,Male,0-4,Tas,15207
31-03-2022,Male,0-4,Tas,15181
30-06-2022,Male,0-4,Tas,15147
31-12-2022,Male,0-4,Tas,15155
31-12-2022,Male,0-4,Tas,14960
31-03-2023,Male,0-4,Tas,14995
31-03-2012,Total,40-44,NSW,509927
30-06-2012,Total,40-44,NSW,513313
31-12-2012,Total,40-44,NSW,515615
31-12-2012,Total,40-44,NSW,518091
31-03-2013,Total,40-44,NSW,520249
30-06-2013,Total,40-44,NSW,522397
31-12-2013,Total,40-44,NSW,523270
31-12-2013,Total,40-44,NSW,524228
31-03-2014,Total,40-44,NSW,525300
30-06-2014,Total,40-44,NSW,526030
31-12-2014,Total,40-44,NSW,525954
31-12-2014,Total,40-44,NSW,525853
31-03-2015,Total,40-44,NSW,525789
30-06-2015,Total,40-44,NSW,525349
31-12-2015,Total,40-44,NSW,523297
31-12-2015,Total,40-44,NSW,521247
31-03-2016,Total,40-44,NSW,519301
30-06-2016,Total,40-44,NSW,517238
31-12-2016,Total,40-44,NSW,515460
31-12-2016,Total,40-44,NSW,513629
31-03-2017,Total,40-44,NSW,511871
30-06-2017,Total,40-44,NSW,509895
31-12-2017,Total,40-44,NSW,509295
31-12-2017,Total,40-44,NSW,507886
31-03-2018,Total,40-44,NSW,506857
30-06-2018,Total,40-44,NSW,505601
31-12-2018,Total,40-44,NSW,505660
31-12-2018,Total,40-44,NSW,505684
31-03-2019,Total,40-44,NSW,505573
30-06-2019,Total,40-44,NSW,505155
31-12-2019,Total,40-44,NSW,506624
31-12-2019,Total,40-44,NSW,508206
31-03-2020,Total,40-44,NSW,509834
30-06-2020,Total,40-44,NSW,510651
31-12-2020,Total,40-44,NSW,512746
31-12-2020,Total,40-44,NSW,515493
31-03-2021,Total,40-44,NSW,518074
30-06-2021,Total,40-44,NSW,520894
31-12-2021,Total,40-44,NSW,523314
31-12-2021,Total,40-44,NSW,526279
31-03-2022,Total,40-44,NSW,529929
30-06-2022,Total,40-44,NSW,533565
31-12-2022,Total,40-44,NSW,538095
31-12-2022,Total,40-44,NSW,543007
31-03-2023,Total,40-44,NSW,548011
31-03-2012,Male,25-29,NSW,264476
30-06-2012,Male,25-29,NSW,264849
31-12-2012,Male,25-29,NSW,265460
31-12-2012,Male,25-29,NSW,266279
31-03-2013,Male,25-29,NSW,267484
30-06-2013,Male,25-29,NSW,268217
31-12-2013,Male,25-29,NSW,269274
31-12-2013,Male,25-29,NSW,270236
31-03-2014,Male,25-29,NSW,271949
30-06-2014,Male,25-29,NSW,272989
31-12-2014,Male,25-29,NSW,274436
31-12-2014,Male,25-29,NSW,275814
31-03-2015,Male,25-29,NSW,278160
30-06-2015,Male,25-29,NSW,279780
31-12-2015,Male,25-29,NSW,281429
31-12-2015,Male,25-29,NSW,283142
31-03-2016,Male,25-29,NSW,285629
30-06-2016,Male,25-29,NSW,287121
31-12-2016,Male,25-29,NSW,289120
31-12-2016,Male,25-29,NSW,290739
31-03-2017,Male,25-29,NSW,293531
30-06-2017,Male,25-29,NSW,295166
31-12-2017,Male,25-29,NSW,296882
31-12-2017,Male,25-29,NSW,297651
31-03-2018,Male,25-29,NSW,299660
30-06-2018,Male,25-29,NSW,300662
31-12-2018,Male,25-29,NSW,301914
31-12-2018,Male,25-29,NSW,302112
31-03-2019,Male,25-29,NSW,303454
30-06-2019,Male,25-29,NSW,303569
31-12-2019,Male,25-29,NSW,303315
31-12-2019,Male,25-29,NSW,302479
31-03-2020,Male,25-29,NSW,301547
30-06-2020,Male,25-29,NSW,299182
31-12-2020,Male,25-29,NSW,295320
31-12-2020,Male,25-29,NSW,292012
31-03-2021,Male,25-29,NSW,288912
30-06-2021,Male,25-29,NSW,286918
31-12-2021,Male,25-29,NSW,283473
31-12-2021,Male,25-29,NSW,282833
31-03-2022,Male,25-29,NSW,284751
30-06-2022,Male,25-29,NSW,286773
31-12-2022,Male,25-29,NSW,290157
31-12-2022,Male,25-29,NSW,293567
31-03-2023,Male,25-29,NSW,298141
31-03-2012,Male,20-24,SA,59240
30-06-2012,Male,20-24,SA,59303
31-12-2012,Male,20-24,SA,59279
31-12-2012,Male,20-24,SA,59152
31-03-2013,Male,20-24,SA,59446
30-06-2013,Male,20-24,SA,59402
31-12-2013,Male,20-24,SA,59277
31-12-2013,Male,20-24,SA,59005
31-03-2014,Male,20-24,SA,59199
30-06-2014,Male,20-24,SA,59123
31-12-2014,Male,20-24,SA,59226
31-12-2014,Male,20-24,SA,59145
31-03-2015,Male,20-24,SA,59419
30-06-2015,Male,20-24,SA,59412
31-12-2015,Male,20-24,SA,59497
31-12-2015,Male,20-24,SA,59319
31-03-2016,Male,20-24,SA,59538
30-06-2016,Male,20-24,SA,59497
31-12-2016,Male,20-24,SA,59427
31-12-2016,Male,20-24,SA,59128
31-03-2017,Male,20-24,SA,59461
30-06-2017,Male,20-24,SA,59381
31-12-2017,Male,20-24,SA,59564
31-12-2017,Male,20-24,SA,59281
31-03-2018,Male,20-24,SA,59576
30-06-2018,Male,20-24,SA,59605
31-12-2018,Male,20-24,SA,59930
31-12-2018,Male,20-24,SA,59693
31-03-2019,Male,20-24,SA,60323
30-06-2019,Male,20-24,SA,60325
31-12-2019,Male,20-24,SA,60473
31-12-2019,Male,20-24,SA,59741
31-03-2020,Male,20-24,SA,60196
30-06-2020,Male,20-24,SA,59903
31-12-2020,Male,20-24,SA,59392
31-12-2020,Male,20-24,SA,58823
31-03-2021,Male,20-24,SA,58472
30-06-2021,Male,20-24,SA,58173
31-12-2021,Male,20-24,SA,57548
31-12-2021,Male,20-24,SA,57378
31-03-2022,Male,20-24,SA,58102
30-06-2022,Male,20-24,SA,58218
31-12-2022,Male,20-24,SA,58807
31-12-2022,Male,20-24,SA,58816
31-03-2023,Male,20-24,SA,59806
31-03-2012,Total,10-14,WA,149900
30-06-2012,Total,10-14,WA,150125
31-12-2012,Total,10-14,WA,150404
31-12-2012,Total,10-14,WA,150580
31-03-2013,Total,10-14,WA,150884
30-06-2013,Total,10-14,WA,150994
31-12-2013,Total,10-14,WA,151060
31-12-2013,Total,10-14,WA,151024
31-03-2014,Total,10-14,WA,151154
30-06-2014,Total,10-14,WA,151171
31-12-2014,Total,10-14,WA,151293
31-12-2014,Total,10-14,WA,151350
31-03-2015,Total,10-14,WA,151508
30-06-2015,Total,10-14,WA,151656
31-12-2015,Total,10-14,WA,152057
31-12-2015,Total,10-14,WA,152371
31-03-2016,Total,10-14,WA,152948
30-06-2016,Total,10-14,WA,153380
31-12-2016,Total,10-14,WA,154612
31-12-2016,Total,10-14,WA,155676
31-03-2017,Total,10-14,WA,157073
30-06-2017,Total,10-14,WA,158406
31-12-2017,Total,10-14,WA,159860
31-12-2017,Total,10-14,WA,161207
31-03-2018,Total,10-14,WA,162727
30-06-2018,Total,10-14,WA,164280
31-12-2018,Total,10-14,WA,165546
31-12-2018,Total,10-14,WA,166677
31-03-2019,Total,10-14,WA,168137
30-06-2019,Total,10-14,WA,169372
31-12-2019,Total,10-14,WA,170744
31-12-2019,Total,10-14,WA,172134
31-03-2020,Total,10-14,WA,173737
30-06-2020,Total,10-14,WA,175015
31-12-2020,Total,10-14,WA,175955
31-12-2020,Total,10-14,WA,177022
31-03-2021,Total,10-14,WA,178088
30-06-2021,Total,10-14,WA,179148
31-12-2021,Total,10-14,WA,179316
31-12-2021,Total,10-14,WA,179822
31-03-2022,Total,10-14,WA,180355
30-06-2022,Total,10-14,WA,180963
31-12-2022,Total,10-14,WA,181548
31-12-2022,Total,10-14,WA,182362
31-03-2023,Total,10-14,WA,183243
31-03-2012,Female,30-34,NSW,254130
30-06-2012,Female,30-34,NSW,255441
31-12-2012,Female,30-34,NSW,257302
31-12-2012,Female,30-34,NSW,259436
31-03-2013,Female,30-34,NSW,261522
30-06-2013,Female,30-34,NSW,263473
31-12-2013,Female,30-34,NSW,265362
31-12-2013,Female,30-34,NSW,267513
31-03-2014,Female,30-34,NSW,269813
30-06-2014,Female,30-34,NSW,271743
31-12-2014,Female,30-34,NSW,273719
31-12-2014,Female,30-34,NSW,275646
31-03-2015,Female,30-34,NSW,277788
30-06-2015,Female,30-34,NSW,279605
31-12-2015,Female,30-34,NSW,281336
31-12-2015,Female,30-34,NSW,283102
31-03-2016,Female,30-34,NSW,284959
30-06-2016,Female,30-34,NSW,286915
31-12-2016,Female,30-34,NSW,288706
31-12-2016,Female,30-34,NSW,290355
31-03-2017,Female,30-34,NSW,292121
30-06-2017,Female,30-34,NSW,293351
31-12-2017,Female,30-34,NSW,294395
31-12-2017,Female,30-34,NSW,295138
31-03-2018,Female,30-34,NSW,295940
30-06-2018,Female,30-34,NSW,296358
31-12-2018,Female,30-34,NSW,297509
31-12-2018,Female,30-34,NSW,298428
31-03-2019,Female,30-34,NSW,299361
30-06-2019,Female,30-34,NSW,299912
31-12-2019,Female,30-34,NSW,300968
31-12-2019,Female,30-34,NSW,301768
31-03-2020,Female,30-34,NSW,302359
30-06-2020,Female,30-34,NSW,302029
31-12-2020,Female,30-34,NSW,301181
31-12-2020,Female,30-34,NSW,301063
31-03-2021,Female,30-34,NSW,300753
30-06-2021,Female,30-34,NSW,300607
31-12-2021,Female,30-34,NSW,299526
31-12-2021,Female,30-34,NSW,299434
31-03-2022,Female,30-34,NSW,300303
30-06-2022,Female,30-34,NSW,301287
31-12-2022,Female,30-34,NSW,302742
31-12-2022,Female,30-34,NSW,304736
31-03-2023,Female,30-34,NSW,306663
31-03-2012,Female,30-34,Qld,154194
30-06-2012,Female,30-34,Qld,155232
31-12-2012,Female,30-34,Qld,156666
31-12-2012,Female,30-34,Qld,158032
31-03-2013,Female,30-34,Qld,159412
30-06-2013,Female,30-34,Qld,160707
31-12-2013,Female,30-34,Qld,161849
31-12-2013,Female,30-34,Qld,162930
31-03-2014,Female,30-34,Qld,164180
30-06-2014,Female,30-34,Qld,165268
31-12-2014,Female,30-34,Qld,166258
31-12-2014,Female,30-34,Qld,167198
31-03-2015,Female,30-34,Qld,168324
30-06-2015,Female,30-34,Qld,169369
31-12-2015,Female,30-34,Qld,170134
31-12-2015,Female,30-34,Qld,170945
31-03-2016,Female,30-34,Qld,171959
30-06-2016,Female,30-34,Qld,172910
31-12-2016,Female,30-34,Qld,173721
31-12-2016,Female,30-34,Qld,174500
31-03-2017,Female,30-34,Qld,175423
30-06-2017,Female,30-34,Qld,176198
31-12-2017,Female,30-34,Qld,176635
31-12-2017,Female,30-34,Qld,177097
31-03-2018,Female,30-34,Qld,177629
30-06-2018,Female,30-34,Qld,178132
31-12-2018,Female,30-34,Qld,178773
31-12-2018,Female,30-34,Qld,179284
31-03-2019,Female,30-34,Qld,179974
30-06-2019,Female,30-34,Qld,180512
31-12-2019,Female,30-34,Qld,181248
31-12-2019,Female,30-34,Qld,181943
31-03-2020,Female,30-34,Qld,182614
30-06-2020,Female,30-34,Qld,182717
31-12-2020,Female,30-34,Qld,182793
31-12-2020,Female,30-34,Qld,183142
31-03-2021,Female,30-34,Qld,183551
30-06-2021,Female,30-34,Qld,183945
31-12-2021,Female,30-34,Qld,184598
31-12-2021,Female,30-34,Qld,185593
31-03-2022,Female,30-34,Qld,187012
30-06-2022,Female,30-34,Qld,188372
31-12-2022,Female,30-34,Qld,189772
31-12-2022,Female,30-34,Qld,191501
31-03-2023,Female,30-34,Qld,193213
31-03-2012,Male,55-59,Vic,162691
30-06-2012,Male,55-59,Vic,163562
31-12-2012,Male,55-59,Vic,164312
31-12-2012,Male,55-59,Vic,165205
31-03-2013,Male,55-59,Vic,166034
30-06-2013,Male,55-59,Vic,166857
31-12-2013,Male,55-59,Vic,167867
31-12-2013,Male,55-59,Vic,168957
31-03-2014,Male,55-59,Vic,170037
30-06-2014,Male,55-59,Vic,171071
31-12-2014,Male,55-59,Vic,171981
31-12-2014,Male,55-59,Vic,172935
31-03-2015,Male,55-59,Vic,173932
30-06-2015,Male,55-59,Vic,174873
31-12-2015,Male,55-59,Vic,175690
31-12-2015,Male,55-59,Vic,176649
31-03-2016,Male,55-59,Vic,177564
30-06-2016,Male,55-59,Vic,178575
31-12-2016,Male,55-59,Vic,179535
31-12-2016,Male,55-59,Vic,180594
31-03-2017,Male,55-59,Vic,181544
30-06-2017,Male,55-59,Vic,182472
31-12-2017,Male,55-59,Vic,183288
31-12-2017,Male,55-59,Vic,184060
31-03-2018,Male,55-59,Vic,184846
30-06-2018,Male,55-59,Vic,185798
31-12-2018,Male,55-59,Vic,186283
31-12-2018,Male,55-59,Vic,186870
31-03-2019,Male,55-59,Vic,187356
30-06-2019,Male,55-59,Vic,187886
31-12-2019,Male,55-59,Vic,188377
31-12-2019,Male,55-59,Vic,189145
31-03-2020,Male,55-59,Vic,189489
30-06-2020,Male,55-59,Vic,189586
31-12-2020,Male,55-59,Vic,189118
31-12-2020,Male,55-59,Vic,188555
31-03-2021,Male,55-59,Vic,188022
30-06-2021,Male,55-59,Vic,187581
31-12-2021,Male,55-59,Vic,187068
31-12-2021,Male,55-59,Vic,186586
31-03-2022,Male,55-59,Vic,186175
30-06-2022,Male,55-59,Vic,185881
31-12-2022,Male,55-59,Vic,185787
31-12-2022,Male,55-59,Vic,185713
31-03-2023,Male,55-59,Vic,185549
31-03-2012,Male,55-59,NSW,217826
30-06-2012,Male,55-59,NSW,218815
31-12-2012,Male,55-59,NSW,219639
31-12-2012,Male,55-59,NSW,220522
31-03-2013,Male,55-59,NSW,221309
30-06-2013,Male,55-59,NSW,222134
31-12-2013,Male,55-59,NSW,222992
31-12-2013,Male,55-59,NSW,223910
31-03-2014,Male,55-59,NSW,224861
30-06-2014,Male,55-59,NSW,225732
31-12-2014,Male,55-59,NSW,226643
31-12-2014,Male,55-59,NSW,227600
31-03-2015,Male,55-59,NSW,228427
30-06-2015,Male,55-59,NSW,229280
31-12-2015,Male,55-59,NSW,230223
31-12-2015,Male,55-59,NSW,231213
31-03-2016,Male,55-59,NSW,232192
30-06-2016,Male,55-59,NSW,233212
31-12-2016,Male,55-59,NSW,234414
31-12-2016,Male,55-59,NSW,235564
31-03-2017,Male,55-59,NSW,236693
30-06-2017,Male,55-59,NSW,237775
31-12-2017,Male,55-59,NSW,238695
31-12-2017,Male,55-59,NSW,239514
31-03-2018,Male,55-59,NSW,240404
30-06-2018,Male,55-59,NSW,241259
31-12-2018,Male,55-59,NSW,241806
31-12-2018,Male,55-59,NSW,242405
31-03-2019,Male,55-59,NSW,242902
30-06-2019,Male,55-59,NSW,243549
31-12-2019,Male,55-59,NSW,243844
31-12-2019,Male,55-59,NSW,244209
31-03-2020,Male,55-59,NSW,244330
30-06-2020,Male,55-59,NSW,244232
31-12-2020,Male,55-59,NSW,243494
31-12-2020,Male,55-59,NSW,242851
31-03-2021,Male,55-59,NSW,242172
30-06-2021,Male,55-59,NSW,241583
31-12-2021,Male,55-59,NSW,240132
31-12-2021,Male,55-59,NSW,238879
31-03-2022,Male,55-59,NSW,237678
30-06-2022,Male,55-59,NSW,236491
31-12-2022,Male,55-59,NSW,235199
31-12-2022,Male,55-59,NSW,233958
31-03-2023,Male,55-59,NSW,232718
31-03-2012,Female,75-79,Tas,8023
30-06-2012,Female,75-79,Tas,8064
31-12-2012,Female,75-79,Tas,8091
31-12-2012,Female,75-79,Tas,8128
31-03-2013,Female,75-79,Tas,8166
30-06-2013,Female,75-79,Tas,8208
31-12-2013,Female,75-79,Tas,8252
31-12-2013,Female,75-79,Tas,8290
31-03-2014,Female,75-79,Tas,8334
30-06-2014,Female,75-79,Tas,8352
31-12-2014,Female,75-79,Tas,8443
31-12-2014,Female,75-79,Tas,8525
31-03-2015,Female,75-79,Tas,8604
30-06-2015,Female,75-79,Tas,8693
31-12-2015,Female,75-79,Tas,8774
31-12-2015,Female,75-79,Tas,8864
31-03-2016,Female,75-79,Tas,8979
30-06-2016,Female,75-79,Tas,9079
31-12-2016,Female,75-79,Tas,9160
31-12-2016,Female,75-79,Tas,9252
31-03-2017,Female,75-79,Tas,9336
30-06-2017,Female,75-79,Tas,9428
31-12-2017,Female,75-79,Tas,9492
31-12-2017,Female,75-79,Tas,9543
31-03-2018,Female,75-79,Tas,9610
30-06-2018,Female,75-79,Tas,9659
31-12-2018,Female,75-79,Tas,9790
31-12-2018,Female,75-79,Tas,9918
31-03-2019,Female,75-79,Tas,10046
30-06-2019,Female,75-79,Tas,10165
31-12-2019,Female,75-79,Tas,10276
31-12-2019,Female,75-79,Tas,10430
31-03-2020,Female,75-79,Tas,10590
30-06-2020,Female,75-79,Tas,10735
31-12-2020,Female,75-79,Tas,10881
31-12-2020,Female,75-79,Tas,11017
31-03-2021,Female,75-79,Tas,11154
30-06-2021,Female,75-79,Tas,11291
31-12-2021,Female,75-79,Tas,11522
