LGA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA56460,0,0,0,0,0,0,3,5,3,0,0,0,0,9,0,46,3,14,4,0,65,8,19,9,16,6,0,58,25,20,0,34,8,0,86,57,19,5,43,11,0,131,48,15,3,35,9,0,105,27,5,0,11,0,0,47,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,14,3,0,27,167,116,30,164,41,11,532
LGA56580,0,4,0,0,0,0,8,0,3,0,0,0,0,8,0,64,3,11,4,0,84,0,25,18,14,5,5,64,4,7,4,8,6,0,21,9,16,5,19,78,0,121,37,7,4,20,38,0,105,149,4,7,40,14,0,221,136,5,7,55,3,0,208,106,0,0,31,5,0,151,106,0,0,31,0,0,142,108,0,0,19,5,0,133,77,0,0,18,0,0,96,215,0,0,31,0,0,243,17,9,0,20,8,0,54,971,128,58,320,158,6,1650
LGA56620,0,132,22,0,4,3,166,0,46,3,0,0,0,51,0,17,0,0,0,0,17,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,11,0,36,0,222,27,0,20,6,271
LGA56730,4,0,0,0,0,0,7,0,7,5,0,0,0,17,0,68,4,14,7,0,88,13,47,0,30,12,0,97,28,16,0,39,4,0,89,110,33,3,76,9,0,231,112,19,3,71,19,0,221,61,10,0,41,5,0,117,16,0,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,12,5,0,47,352,212,14,296,59,6,944
LGA56790,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,11,4,0,20,5,3,6,18,0,0,36,11,0,0,23,6,0,39,22,4,0,16,0,0,47,15,0,0,23,0,0,40,8,0,0,5,0,0,15,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,8,5,22,59,22,15,118,29,3,240
LGA56860,0,0,0,0,3,0,10,0,0,3,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,0,18
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,0,0,0,8,18,0,0,0,0,0,23,8,0,0,7,0,0,12,11,0,0,5,0,0,11,8,0,0,5,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,10,3,0,0,0,0,0,3,4,0,0,0,0,0,4,15,0,0,5,0,0,16,0,0,0,0,3,0,6,75,0,0,20,3,0,107
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,7,12,3,0,31
LGA57080,5,26,0,4,0,0,38,0,27,8,4,0,0,32,9,193,12,19,6,3,240,30,54,53,51,8,0,205,88,10,8,49,3,0,155,294,21,17,111,29,3,476,776,29,12,190,42,5,1053,2151,10,16,346,40,11,2568,1395,0,6,210,28,0,1636,574,0,0,91,7,0,682,256,0,0,36,0,0,299,160,0,0,23,4,0,191,74,0,0,14,0,0,90,109,0,0,21,0,0,135,68,20,6,42,18,15,176,5990,400,136,1215,189,38,7975
LGA57140,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,9,11,0,0,0,20,3,3,0,10,0,0,18,0,0,0,7,0,0,10,5,6,0,7,3,0,24,3,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,12,16,19,18,33,13,0,106
LGA57210,0,0,0,7,3,0,12,0,3,0,0,0,0,5,3,12,0,17,5,0,40,25,6,15,23,4,0,80,21,3,3,16,6,0,49,63,6,0,23,8,4,103,28,5,0,14,9,0,48,3,0,0,13,5,0,17,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,14,0,27,152,41,22,128,47,5,382
LGA57280,31,26,11,7,413,0,486,5,35,3,0,35,0,77,3,86,12,4,431,0,539,15,86,7,6,80,0,197,15,70,12,9,73,0,172,27,101,16,11,78,0,244,60,71,18,16,45,0,219,172,37,8,29,28,0,285,233,11,0,25,13,0,286,140,0,0,7,9,0,165,79,0,0,3,10,0,96,49,0,0,7,9,0,57,49,0,0,4,4,0,53,60,0,0,9,14,0,82,59,45,9,16,172,5,309,996,571,98,154,1408,15,3248
LGA57350,0,0,6,4,0,0,9,0,0,0,0,4,0,4,0,4,0,3,8,0,15,0,0,0,4,0,0,7,0,0,0,4,0,0,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,9,6,23,14,0,51
LGA57420,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,7,0,8,3,0,31,3,0,0,8,7,0,22,3,6,0,7,3,0,21,23,5,0,9,8,0,42,15,0,0,10,5,0,27,13,0,0,3,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,31,0,47,69,20,3,64,53,3,220
LGA57490,16,19,0,16,0,0,48,6,41,3,5,4,0,58,10,273,25,64,14,0,390,122,176,60,124,29,0,501,207,66,21,190,30,4,513,663,90,18,441,230,3,1448,2275,69,6,991,135,5,3478,3201,16,7,912,77,13,4223,658,0,0,136,17,0,814,123,4,0,25,4,0,158,38,0,0,6,0,0,42,10,0,0,4,0,0,16,0,0,0,6,0,0,4,9,0,0,4,0,0,14,104,51,13,130,39,26,363,7440,801,155,3057,572,48,12073
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3
LGA57700,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,9,3,0,11,7,5,8,22,3,0,32,10,0,0,15,8,0,34,13,0,0,45,0,0,60,100,0,0,109,14,0,228,421,0,0,180,7,0,611,117,0,0,47,7,0,172,26,0,0,20,0,0,45,7,0,0,6,0,0,16,7,0,0,0,0,0,7,5,0,0,0,0,0,3,0,0,0,3,3,0,7,7,0,0,21,6,9,42,724,4,12,492,49,12,1288
LGA57770,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,20,8,0,0,3,4,0,16,5,5,0,6,3,0,16,3,7,6,4,3,0,23,10,3,0,0,5,0,18,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,5,0,11,0,22,28,25,10,21,36,3,126
LGA57840,4,19,0,8,0,0,32,0,42,12,10,0,0,63,14,235,8,58,6,0,325,31,112,19,75,5,0,244,39,40,5,68,4,5,156,227,54,14,130,17,0,442,940,63,27,361,28,7,1420,1259,45,8,359,22,3,1687,687,4,0,196,9,0,895,379,0,4,62,5,0,450,202,0,0,32,0,0,228,110,0,0,20,0,0,129,48,0,0,9,0,0,64,83,0,0,15,0,0,97,49,37,7,72,15,15,193,4074,659,100,1474,100,32,6433
LGA57910,11,134,12,22,3,4,187,4,246,14,24,0,0,293,65,1400,85,200,28,14,1795,194,535,256,311,48,16,1356,422,204,67,354,41,13,1100,1755,230,68,746,151,9,2947,4776,156,40,1923,280,30,7206,5634,74,39,2072,236,33,8092,2375,14,7,719,53,7,3170,1026,0,0,275,19,0,1320,566,5,0,119,3,0,702,271,0,0,70,5,0,351,130,0,0,32,8,0,178,170,0,0,31,7,0,212,246,183,37,264,69,66,867,17644,3202,622,7170,953,192,29779
LGA57980,0,22,0,3,0,0,30,0,32,13,0,0,0,44,9,166,6,15,0,0,200,17,29,3,14,3,0,74,47,8,0,11,0,0,67,174,16,6,52,7,0,249,258,0,3,101,4,0,377,476,5,3,116,9,0,609,405,0,4,98,7,0,513,269,0,0,67,4,0,337,126,0,0,41,0,0,172,80,0,0,20,0,0,96,73,0,0,13,0,0,88,84,0,0,14,5,0,104,23,12,4,28,7,3,75,2041,293,39,611,50,11,3032
LGA58050,4,33,9,11,0,0,70,4,69,0,6,0,0,84,20,467,28,85,16,7,622,90,257,62,116,7,3,540,87,103,14,128,18,0,346,477,156,36,307,64,0,1035,2001,135,32,897,88,11,3168,2655,54,37,1003,125,17,3887,828,8,3,225,25,0,1095,160,0,0,47,3,0,218,45,0,0,18,0,0,62,21,3,0,12,0,0,36,8,0,0,5,0,0,7,11,0,0,8,4,0,22,98,89,30,147,43,34,449,6509,1376,262,3002,405,80,11633
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,13,9,0,27
LGA58260,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,3,3,0,11,0,0,0,0,0,0,5,3,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,16,4,9,0,20,19,0,55
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,14,0,4,0,3,4,0,8,0,4,0,8,8,0,22,7,0,0,22,0,3,29,35,0,0,19,6,0,61,17,0,0,20,0,0,41,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,10,76,12,0,98,14,3,199
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,15,0,0,0,3,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,8,0,26
LGA58470,0,6,4,0,0,0,10,0,6,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,16,7,0,5,0,26
LGA58510,0,33,4,4,0,0,46,0,46,0,5,0,0,54,17,270,24,51,7,10,374,59,86,124,81,15,9,365,191,37,10,89,6,0,336,475,37,43,146,26,4,736,843,27,18,343,36,9,1268,1492,19,10,419,30,4,1976,703,3,0,175,12,4,908,280,0,0,69,3,0,351,111,0,0,22,0,0,128,41,0,0,11,0,0,51,14,0,0,4,0,0,19,20,0,0,15,0,0,32,49,28,8,66,11,31,191,4303,590,249,1501,138,61,6843
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,0,23,0,0,0,12,8,0,14,0,0,0,10,4,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,12,6,3,4,29,33,0,75
LGA58570,3,11,4,10,0,0,25,0,30,0,6,0,0,35,16,184,10,38,7,3,254,56,52,35,71,5,0,217,82,20,8,76,5,0,197,313,25,23,107,17,5,486,589,12,14,229,18,5,867,1454,13,4,478,41,0,1986,1025,0,0,315,15,0,1360,413,0,0,101,3,0,524,181,0,0,44,4,0,231,81,0,0,29,0,0,111,40,0,0,6,0,0,48,23,0,0,12,0,0,37,56,10,3,51,10,11,148,4342,360,111,1577,126,22,6536
LGA58610,0,0,0,3,0,0,7,0,6,0,0,0,0,6,3,3,3,8,0,0,18,6,10,15,9,4,0,40,3,0,0,13,0,0,18,15,0,0,12,4,0,28,10,5,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,13,40,24,23,48,17,0,146
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,11,8,0,19
LGA58760,8,27,4,16,4,0,62,0,64,3,13,4,0,83,14,383,26,87,33,4,558,55,230,70,132,42,0,528,65,114,25,145,31,0,380,395,211,60,320,57,8,1053,2321,176,45,1119,121,11,3783,4082,61,15,1488,139,14,5798,1676,7,0,422,39,0,2145,392,0,0,96,4,0,494,101,3,6,31,0,0,131,24,3,3,16,0,0,43,15,0,0,4,0,0,17,17,0,0,6,5,0,30,150,73,16,178,46,32,494,9303,1349,286,4072,525,75,15608
LGA58820,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,15,7,0,35,21,5,4,26,8,0,68,36,0,3,23,10,0,79,19,0,0,5,6,3,32,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,17,96,21,13,111,38,7,273
LGA58890,0,0,0,5,0,0,8,0,0,0,0,3,0,0,0,0,0,7,3,0,15,0,3,5,7,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,9,29,10,0,47
LGA59030,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,3,0,17
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,12,0,0,0,0,0,0,8,0,0,0,3,0,0,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,9,0,19,13,0,42
LGA59170,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,6,0,3,3,0,16,0,4,0,5,0,0,7,0,0,0,13,0,0,15,0,3,4,6,0,0,15,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,11,6,3,38,22,4,80
LGA59250,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,4,0,0,0,17,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,14,14,5,11,0,41
LGA59310,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,4,11,15,3,0,35,4,10,0,13,4,0,34,0,8,0,11,4,0,15,0,3,0,21,0,0,24,4,0,0,0,4,0,13,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,11,30,17,67,34,0,148
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,6,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,3,0,24
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,0,0,5,8,3,0,15,0,0,0,0,0,0,4,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,19,10,0,46
LGA59340,0,24,63,0,3,0,95,0,14,50,5,11,0,85,0,55,42,6,30,0,142,5,76,14,5,40,0,142,7,50,6,11,43,0,113,11,51,8,14,34,0,117,21,28,27,35,22,0,133,70,19,7,50,29,3,171,40,6,6,34,12,0,86,24,0,0,15,7,0,47,9,3,0,12,0,0,30,0,0,0,3,0,0,9,0,0,0,5,0,0,3,0,0,0,0,5,0,7,3,28,8,11,35,0,100,201,351,224,208,280,10,1275
LGA59350,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,8,0,16
LGA59360,0,0,0,4,0,0,11,0,0,0,0,0,0,4,0,6,0,10,12,0,23,7,3,4,10,3,0,24,3,4,0,9,0,0,16,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,4,0,13,12,20,9,53,17,0,108
LGA59370,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,14,0,6,3,0,25,6,9,3,7,0,0,21,8,6,0,9,0,0,21,15,11,0,19,3,0,43,36,3,0,21,0,0,64,24,0,0,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,82,43,6,81,11,5,229
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
