LGA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
LGA57910,51,118,386,1079,229,1824,157,1068,79,4990,394,1753,1296,2263,1083,1704,475,1117,170,10257,2910,10113,4367,3853,3165,1772,1597,2369,550,30702,4545,9393,3407,2664,3181,1301,1335,1884,465,28172,4092,6651,2419,2018,3154,1213,1014,1472,301,22330,2565,4229,1910,1470,2577,1020,900,1281,190,16137,683,1328,471,381,869,378,286,466,95,4958,107,164,64,21,97,49,26,60,45,628,8,15,4,0,8,3,0,3,5,45,15355,33757,14326,13749,14362,9265,5796,9717,1899,118218
LGA57980,5,12,14,115,18,111,13,75,6,365,28,216,63,185,99,122,12,46,11,790,204,1334,131,155,189,86,35,74,26,2241,380,1038,108,109,168,46,24,50,22,1938,400,838,91,86,168,54,23,52,29,1743,273,677,67,67,158,62,24,39,12,1370,111,284,23,27,68,38,12,14,5,599,14,50,3,4,15,9,0,0,8,107,0,5,0,0,0,0,0,0,0,6,1407,4465,496,749,885,530,143,368,112,9155
LGA58050,65,65,535,722,151,1467,234,1101,81,4423,295,666,1336,1283,734,1066,560,948,167,7059,1483,3183,3543,2360,2270,1259,1744,1540,349,17730,2174,3188,3150,2256,2532,990,1898,1424,326,17941,2024,2373,2466,1951,2347,997,1579,1397,259,15392,1280,1517,1675,1356,1811,743,1345,1163,163,11052,335,411,346,246,440,165,354,310,53,2667,58,42,23,16,24,15,20,50,11,256,4,3,3,0,0,0,0,9,3,24,7728,11444,13081,10196,10309,6710,7723,7943,1405,76545
LGA58190,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,7,0,8,14,4,0,6,0,0,3,3,0,34,4,0,3,5,8,4,0,0,0,23,15,8,0,5,5,4,0,3,0,39,22,0,3,0,5,0,0,3,0,37,5,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,10,11,17,15,9,10,21,0,161
LGA58260,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,4,6,0,13,14,3,4,4,3,0,0,3,0,33,21,5,9,9,3,5,4,7,0,60,22,0,6,3,6,0,6,0,3,49,16,0,0,6,8,0,11,6,0,55,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,86,15,29,28,24,4,30,21,12,242
LGA58330,0,0,25,16,0,33,0,18,10,98,8,0,25,12,7,11,13,8,3,96,13,29,51,27,25,11,23,26,6,208,43,50,56,29,26,8,39,28,6,288,70,59,79,50,70,17,73,31,5,447,91,91,76,68,73,25,85,44,9,563,39,32,24,12,24,15,20,17,3,186,10,3,3,0,3,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,271,266,329,218,228,123,249,182,41,1904
LGA58400,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,6,6,0,4,4,3,0,5,0,0,26,0,0,0,0,3,0,0,0,0,5,12,0,5,3,5,3,4,0,0,27,18,0,0,5,0,0,4,0,0,27,10,0,0,5,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,50,7,15,13,13,3,16,7,0,125
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,5,0,0,0,0,0,16,5,9,0,6,0,0,0,0,0,9,5,0,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,5,0,0,0,11,0,56
LGA58510,12,32,52,189,40,227,19,163,10,751,87,387,285,545,250,276,110,238,25,2207,600,2336,790,735,619,331,297,430,87,6234,771,1813,576,383,519,170,204,249,89,4773,627,1029,360,284,491,145,178,202,48,3366,372,627,249,201,380,130,163,163,36,2319,111,183,70,63,109,49,51,52,9,692,6,19,5,7,6,5,3,4,9,55,0,0,0,0,0,0,0,0,3,11,2581,6424,2383,2392,2418,1340,1034,1521,316,20410
LGA58540,4,0,5,5,0,5,0,3,0,13,3,0,4,0,0,3,0,7,0,18,17,3,6,0,9,3,5,8,0,55,22,5,8,6,4,3,7,9,0,72,31,8,11,0,5,3,14,11,0,82,56,3,11,8,13,5,15,7,3,111,20,0,0,0,0,6,4,0,0,41,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,161,30,45,21,25,23,43,59,7,412
LGA58570,5,11,45,179,35,226,18,127,6,656,85,426,180,484,227,254,64,167,32,1924,756,3175,695,720,723,302,158,308,88,6924,1131,2387,479,354,459,178,122,154,61,5322,834,1557,306,236,442,169,105,118,45,3822,515,926,212,161,370,121,83,132,28,2546,105,274,69,52,97,40,32,47,13,731,17,27,6,4,16,4,6,10,0,80,0,0,0,0,0,0,0,0,0,3,3450,8789,1989,2189,2362,1300,588,1064,281,22010
LGA58610,0,0,9,8,0,7,0,13,0,37,0,6,7,5,8,0,0,7,0,39,7,15,30,17,9,6,7,27,4,120,36,18,16,7,16,6,13,24,4,139,45,16,11,26,10,6,13,20,5,146,41,13,18,20,7,12,27,22,3,169,32,6,3,0,11,9,10,14,0,75,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,162,73,100,74,67,49,70,124,16,734
LGA58680,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,6,7,0,11,3,0,3,0,6,0,5,4,0,26,14,3,5,0,4,0,8,5,0,38,17,4,5,4,5,0,14,8,0,60,24,0,3,4,0,5,15,5,0,59,9,4,4,0,5,0,0,3,0,26,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,79,17,23,10,18,6,46,36,3,242
LGA58760,87,106,727,1143,254,2245,295,1494,108,6458,407,931,1787,2029,1052,1645,643,1322,178,9989,2045,4222,4585,3038,2830,1545,1650,2049,452,22408,3118,5223,4426,2857,3424,1316,1852,1981,437,24629,3042,4106,3827,2789,3418,1401,1908,2111,391,22991,1745,2146,2412,1750,2349,992,1440,1619,200,14647,350,454,450,327,536,227,340,445,38,3168,35,33,31,19,45,20,30,39,22,278,5,3,0,0,7,3,0,0,8,22,10829,17222,18242,13956,13906,9406,8149,11056,1827,104601
LGA58820,0,0,31,13,3,26,3,28,0,110,3,0,41,14,12,11,17,23,7,125,17,21,73,16,27,14,38,35,5,244,39,37,84,32,28,16,60,39,4,339,47,39,88,43,42,18,80,44,16,411,42,29,87,41,38,14,71,47,5,377,30,12,11,11,7,0,20,21,0,117,13,3,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,192,144,407,174,152,105,286,236,51,1750
LGA58890,4,0,5,0,0,0,0,6,0,10,3,4,3,0,0,0,4,3,0,25,11,9,3,3,4,0,5,7,0,34,18,3,10,4,5,0,12,4,0,52,54,7,12,4,9,0,5,9,0,90,49,10,9,6,6,0,5,10,0,87,35,0,0,0,0,0,3,9,0,55,15,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,196,32,31,17,21,10,28,43,0,378
LGA59030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,15,14,0,4,0,0,0,3,0,0,21,12,0,0,0,0,0,0,0,0,22,16,0,6,0,0,0,4,6,0,33,6,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,9,0,15,6,10,12,5,115
LGA59100,0,0,4,0,0,4,0,4,0,8,4,0,0,0,0,0,3,4,0,15,21,3,4,4,0,0,0,6,0,49,23,5,6,0,8,0,4,8,0,58,23,0,7,3,5,3,4,12,0,65,37,3,14,5,3,0,10,6,0,88,17,0,0,0,0,0,3,9,0,30,3,0,0,0,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,4,132,20,30,22,19,13,25,46,4,322
LGA59170,0,0,4,0,0,8,0,3,0,20,4,0,3,0,0,3,4,11,0,33,17,11,13,9,4,0,16,14,0,80,51,11,11,7,10,6,6,15,0,119,34,17,16,7,4,6,16,13,0,103,45,11,7,4,10,4,8,20,7,115,29,0,6,0,6,0,3,0,0,56,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,195,56,54,31,38,23,54,84,8,537
LGA59250,0,0,0,0,0,0,5,4,0,4,0,0,5,0,3,0,0,5,0,18,4,6,14,0,3,0,11,15,3,54,3,0,13,6,4,0,8,6,4,42,6,5,6,6,6,0,10,5,7,46,3,5,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,20,40,17,11,3,36,36,8,196
LGA59310,0,0,5,0,0,6,3,4,0,29,8,4,14,4,3,4,4,4,0,41,27,13,22,3,8,5,8,19,0,109,32,21,12,6,23,10,10,15,0,127,41,11,12,13,9,13,8,13,3,121,34,14,18,18,13,17,18,13,0,134,17,0,4,3,3,0,21,12,0,69,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,167,66,95,49,62,52,70,85,10,648
LGA59320,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,6,0,0,12,10,4,3,0,5,4,0,14,0,34,11,5,0,4,5,0,3,3,0,32,21,0,0,4,0,0,5,0,0,35,29,8,7,0,3,0,6,9,0,57,9,0,4,0,0,7,0,0,0,18,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,89,16,16,14,18,11,19,25,3,210
LGA59330,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,4,0,13,7,8,3,0,7,0,0,7,0,36,9,5,0,0,3,0,0,4,0,24,20,0,5,3,7,0,3,7,0,40,20,3,8,4,9,5,4,7,0,53,12,5,0,4,0,0,4,7,0,27,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,68,26,20,17,33,5,15,31,3,208
LGA59340,0,8,17,33,11,28,5,38,9,136,12,36,29,41,31,17,13,37,5,215,83,233,112,127,73,35,34,106,23,824,127,134,96,114,84,23,28,55,17,685,128,125,76,76,77,21,56,55,16,640,111,89,47,71,87,27,44,44,9,525,31,17,15,18,14,10,30,17,0,153,5,0,0,3,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,492,647,399,472,387,157,201,358,82,3198
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,5,8,8,0,0,0,17,0,0,34,0,0,7,0,0,0,5,4,0,17,4,0,4,3,6,0,4,7,0,22,0,0,6,4,0,0,4,0,0,12,4,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,24,7,8,0,39,14,0,120
LGA59360,3,0,0,0,0,0,3,0,0,6,9,0,7,0,3,0,6,6,0,31,13,11,29,7,9,4,28,8,5,119,17,0,26,9,9,7,36,12,3,118,38,9,29,3,15,9,35,20,0,151,45,5,16,5,12,0,24,25,3,137,17,3,4,0,5,0,4,3,4,41,8,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,155,27,107,32,52,16,138,78,14,620
LGA59370,0,0,8,11,3,14,3,23,0,73,0,6,20,8,4,3,4,14,0,63,16,45,30,19,10,14,15,26,0,184,48,39,36,28,36,19,16,25,0,249,52,38,38,35,33,15,37,12,12,276,69,41,67,56,41,20,36,46,9,390,43,20,21,6,15,11,13,9,6,150,9,0,0,3,0,3,0,4,0,23,5,0,0,0,0,0,0,5,0,9,249,193,215,164,152,97,136,162,29,1408
LGA59499,0,0,5,13,7,8,5,13,5,53,4,20,20,39,15,13,16,51,5,185,33,85,82,76,31,20,49,118,6,501,40,67,69,41,32,15,46,40,4,355,15,36,58,17,30,6,57,24,4,248,12,27,27,30,24,9,35,41,5,216,0,9,6,4,10,0,12,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,272,223,150,77,213,292,33,1614
LGA59799,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,17,0,3,15,0,0,0,11,25,0,62,0,8,30,0,4,0,8,36,4,95,4,8,13,0,0,0,5,21,6,59,0,9,13,0,0,0,3,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,83,9,10,0,31,98,6,277
