LGA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
LGA53290,0,3,66,58,236,23,385,0,4,6,12,96,6,122,5,0,8,3,59,0,68,3,0,4,6,31,0,49,0,0,3,18,210,20,247,3,0,10,16,92,7,125,0,0,7,11,45,3,68,0,0,6,6,45,4,58,3,0,13,29,191,12,247,0,0,0,0,5,0,5,0,4,9,4,3,0,21,0,0,0,0,12,0,11,6,0,20,11,16,0,57,0,0,3,0,22,0,24,3,6,26,21,47,6,110,10,15,49,16,24,3,109,14,0,27,11,28,3,74,0,0,0,0,3,0,6,0,0,5,10,127,5,140,0,0,9,5,49,13,82,46,29,260,230,1322,108,2007,6,12,70,35,84,15,225,0,0,0,5,17,0,21,0,0,13,7,12,0,32,0,0,5,0,3,0,5,0,0,4,10,20,3,35,0,0,3,9,22,0,34,3,0,20,25,93,8,151,4,0,15,21
LGA53360,0,0,3,3,11,4,23,0,0,3,3,36,0,42,0,0,3,0,10,0,17,0,0,0,0,7,0,7,4,0,7,10,78,5,99,0,0,0,0,4,0,9,0,0,3,0,17,3,26,3,0,14,5,28,4,58,6,0,11,17,31,3,61,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,9,16,60,4,95,0,0,4,0,14,0,25,3,3,11,13,31,0,62,0,0,11,0,3,0,19,0,0,3,0,0,0,10,0,0,7,0,8,0,10,0,0,0,0,15,0,22,3,0,8,4,31,5,46,20,4,106,83,391,31,638,0,0,0,5,0,0,7,0,0,0,0,3,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,16,16,21,9,51,11,0,33,12
LGA53430,8,3,23,13,21,0,71,106,17,200,53,159,10,561,45,11,99,68,182,6,413,15,4,31,20,31,0,99,29,14,147,123,414,12,743,9,4,37,19,45,3,117,12,4,78,32,88,10,219,17,3,74,53,110,17,267,20,7,62,75,112,17,286,8,4,47,13,14,0,83,26,5,73,17,14,0,139,5,0,40,17,16,4,93,239,32,494,89,74,18,955,8,4,56,17,54,4,140,76,40,149,78,80,8,435,204,76,188,31,47,10,561,152,30,282,42,49,17,575,27,12,66,32,31,6,170,20,8,31,24,75,6,166,39,13,96,41,89,35,317,1078,284,2282,866,1703,189,6402,0,0,22,8,10,0,40,49,22,100,23,28,4,218,16,7,51,26,37,0,143,12,4,24,11,0,0,45,7,7,55,25,26,3,122,11,0,33,14,16,4,75,17,12,122,58,84,16,311,16,8,139,55
LGA53570,7,0,38,39,93,30,207,6,0,15,12,114,4,146,4,0,0,3,39,0,44,0,0,0,0,8,0,10,3,0,0,8,115,3,132,0,0,0,0,11,0,15,0,0,0,0,15,0,18,0,0,5,0,6,0,12,0,0,0,4,16,3,20,0,0,0,0,6,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,4,6,0,17,0,0,0,0,17,0,15,4,0,4,10,11,0,33,0,0,0,0,5,0,11,0,0,4,3,0,3,15,0,0,0,0,0,0,0,0,0,0,4,23,0,28,3,0,0,0,21,6,30,24,3,90,97,504,55,769,9,10,50,24,34,10,129,0,0,8,6,10,0,24,0,0,3,4,17,4,26,0,0,0,0,0,0,3,0,0,3,7,13,0,20,0,0,0,0,4,0,5,0,0,3,6,19,5,38,0,6,4,8
LGA53640,0,0,24,14,40,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,3,0,19,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,4,0,4,3,4,31,21,100,8,164,0,0,20,4,15,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0
LGA53710,0,0,5,3,23,3,39,0,0,0,0,7,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,5,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,17,5,64,5,101,0,0,3,5,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
LGA53780,7,0,23,23,49,0,109,184,28,397,229,898,59,1794,136,16,356,281,1043,67,1886,38,5,79,41,146,6,321,114,16,333,272,1831,85,2648,54,10,153,128,410,13,769,101,17,331,205,553,50,1247,50,3,179,263,391,35,926,165,28,448,460,707,83,1883,28,4,78,54,59,8,233,65,15,129,67,47,17,343,21,5,54,33,116,7,237,284,41,724,267,246,47,1610,46,7,135,112,237,25,571,156,57,348,254,412,38,1265,197,85,310,89,156,20,864,215,53,521,210,296,51,1345,22,3,70,58,106,14,262,45,14,148,149,709,35,1091,112,15,242,171,562,170,1273,2049,421,5051,3361,8974,823,20676,5,0,13,11,26,0,57,35,15,149,48,116,8,375,51,12,190,85,193,23,556,13,3,30,12,24,7,89,40,12,114,71,198,21,458,19,6,87,56,124,7,296,131,25,422,268,597,66,1508,66,17,241,200
LGA53800,3,0,37,47,210,22,317,10,8,33,64,555,27,701,0,0,17,14,180,10,220,0,0,3,15,80,0,104,4,5,23,82,778,17,905,3,0,24,21,155,5,208,6,0,30,32,230,15,314,8,3,25,31,132,17,206,13,0,38,83,363,18,515,0,0,6,7,19,0,34,6,3,7,23,11,0,56,0,0,6,12,32,0,41,21,12,97,59,99,5,290,0,0,6,19,101,4,136,25,23,81,105,209,19,457,47,30,138,38,79,8,345,59,12,144,51,94,12,371,0,0,10,0,18,0,35,7,0,19,18,281,5,337,4,0,16,21,147,32,216,219,104,758,729,3766,216,5798,0,0,33,22,42,5,101,4,0,15,23,60,0,102,3,0,7,9,47,0,69,3,0,0,0,10,0,15,0,0,17,29,88,4,144,0,3,12,5,38,0,55,13,9,63,69,298,23,472,7,3,47,45
LGA53920,0,0,0,0,6,0,13,3,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,4,21,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,3,9,0,16,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,6,0,9,0,13,4,5,0,5,15,0,29,5,4,17,0,16,0,47,0,0,3,3,14,4,27,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,12,4,19,19,11,36,20,147,15,241,0,0,0,3,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,9,6
LGA53990,3,3,23,32,90,18,170,17,8,63,77,597,18,782,21,14,139,103,603,38,913,0,3,7,24,130,6,169,13,3,43,57,641,27,785,0,0,7,8,85,0,103,0,0,18,20,120,10,166,0,4,11,8,67,0,85,6,0,9,27,126,8,170,0,0,0,0,8,0,17,3,0,4,13,7,0,33,0,0,0,4,28,0,36,10,3,57,32,63,9,170,0,0,0,4,45,0,54,10,5,36,60,111,8,236,17,25,83,25,34,3,181,14,5,50,21,57,6,149,0,0,7,0,20,0,28,3,0,4,5,150,0,162,0,3,14,11,129,20,182,119,79,577,543,3099,181,4587,3,4,31,17,61,7,125,3,4,28,22,75,5,138,10,0,86,40,127,12,285,0,0,9,0,21,0,32,3,4,16,34,75,4,135,0,0,6,3,27,0,35,6,3,52,57,211,18,345,0,0,17,19
LGA54060,0,0,11,10,32,7,58,0,0,3,3,80,3,93,0,0,0,0,29,0,37,0,0,0,0,14,0,14,0,0,0,10,51,3,71,0,0,0,3,0,0,10,0,0,0,0,13,0,18,0,0,0,0,12,0,18,0,0,0,4,26,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,17,0,0,0,0,3,0,3,3,0,4,0,5,0,20,0,0,4,5,8,0,11,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,8,0,9,0,0,0,4,21,0,30,13,3,49,53,302,26,443,0,0,10,11,8,7,28,0,0,3,0,6,0,14,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,3,0,0,0,5,27,4,41,0,0,0,11
LGA54130,4,0,20,8,51,6,87,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,0,14,4,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,5,30,17,103,12,160,0,3,23,8,19,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,3
LGA54170,7,3,30,23,63,9,131,336,109,953,434,1499,74,3393,111,22,276,250,1036,36,1729,66,12,165,91,243,15,588,136,48,671,740,4260,142,6000,52,9,230,136,444,21,894,75,24,367,234,673,47,1413,38,10,163,151,430,36,829,85,26,268,254,574,46,1256,22,12,109,84,149,8,382,113,60,431,279,141,29,1057,23,13,125,110,141,17,428,606,149,1762,565,508,85,3681,35,12,176,124,345,28,726,217,138,698,528,694,72,2343,440,267,806,185,264,28,1998,282,95,717,251,361,47,1752,26,11,174,65,158,17,450,53,13,144,136,802,19,1167,92,24,300,176,663,126,1378,2811,1062,8566,4806,13434,910,31588,6,4,26,24,27,3,89,93,53,303,136,163,19,757,44,20,184,138,162,21,574,32,19,84,40,42,5,219,34,24,283,234,378,42,996,16,16,119,58,106,17,337,66,28,468,362,752,94,1769,20,5,224,188
LGA54200,7,3,21,9,42,0,92,86,31,248,160,776,36,1336,33,17,101,126,550,19,843,11,0,26,21,102,4,158,28,10,119,160,1119,40,1473,26,10,56,68,283,14,454,17,6,84,69,269,18,460,6,0,51,43,139,7,242,33,13,115,144,434,29,771,5,0,25,25,41,0,97,13,3,56,40,36,3,149,4,0,20,26,64,8,122,110,39,354,140,158,26,830,6,4,33,40,128,4,222,59,36,145,135,228,23,621,94,52,233,60,79,6,523,75,23,202,74,121,5,492,8,3,31,20,58,7,125,15,12,35,43,432,11,543,20,9,86,71,301,52,532,645,273,2046,1474,5338,317,10103,0,0,10,18,19,3,49,19,11,104,58,119,10,321,18,9,75,60,96,16,278,0,4,12,18,19,3,53,10,6,69,73,109,14,286,5,9,44,34,83,8,188,18,12,140,119,317,39,637,13,3,74,61
LGA54280,0,0,0,5,9,0,14,133,26,319,164,1433,52,2125,10,0,41,39,228,7,327,4,0,5,6,68,3,86,3,0,36,32,488,15,569,0,0,9,18,168,3,198,7,0,17,14,101,10,144,3,0,29,21,69,4,130,6,0,29,32,168,16,256,0,0,5,0,6,0,16,0,0,3,10,6,0,22,0,0,9,8,71,3,88,20,3,58,20,67,9,173,0,0,3,9,33,6,57,19,12,45,57,111,5,249,36,17,73,13,33,0,168,41,11,69,24,34,11,180,0,0,0,0,9,0,11,3,3,12,20,283,3,324,9,0,15,15,143,33,214,298,82,769,503,3532,180,5371,0,0,3,4,4,0,7,49,11,145,79,219,25,535,5,3,19,21,49,8,102,0,0,0,5,9,0,21,4,0,13,19,53,7,100,0,3,13,10,49,0,69,9,9,34,38,151,22,262,8,0,50,32
LGA54310,0,0,0,0,9,0,8,48,20,190,171,1293,38,1775,14,0,37,19,113,4,193,11,0,17,15,62,5,102,6,3,38,53,550,14,661,0,0,5,7,61,3,82,8,0,19,8,73,8,111,3,0,23,19,80,3,133,6,9,42,45,149,13,258,0,0,4,5,5,0,19,0,0,3,4,0,0,10,0,0,9,8,38,5,62,5,3,23,22,48,4,102,3,4,6,20,75,6,113,14,11,51,68,96,7,247,19,22,50,11,17,3,124,17,10,26,4,19,0,77,0,0,9,5,11,0,19,3,0,10,11,112,9,145,16,4,30,29,165,22,258,180,80,592,527,2974,143,4494,0,0,0,0,4,0,5,17,12,119,69,206,17,437,3,3,10,6,20,0,43,6,3,15,6,25,0,57,3,0,17,26,57,10,114,0,0,5,4,23,0,32,10,0,55,29,96,14,207,3,0,61,38
LGA54340,0,0,8,9,62,9,86,0,0,0,0,7,0,7,0,0,3,3,43,16,73,0,0,0,0,13,0,13,0,0,0,6,37,0,42,0,0,3,4,21,0,28,0,0,3,3,22,0,33,0,0,4,0,6,0,11,0,0,0,3,15,0,18,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,3,0,4,0,0,5,0,7,0,11,0,0,0,0,4,0,9,0,0,4,6,15,0,34,5,7,6,0,3,0,22,0,0,6,10,15,0,30,0,0,0,0,6,0,6,0,0,4,4,26,0,36,0,0,0,0,12,4,23,9,11,58,49,324,36,488,0,0,3,12,12,4,31,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,15,0,0,0,0,20,5,31,0,0,7,0
LGA54410,0,0,4,6,26,5,39,0,0,0,0,11,0,7,0,0,0,0,11,0,10,0,0,0,0,8,0,8,0,0,0,0,12,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,19,79,7,123,0,0,7,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,13,11,27,6,59,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,17,11,37,7,74,0,4,13,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,38,20,67,12,144,0,0,0,0,4,0,3,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,3,3,0,7,0,0,3,0,0,0,8,0,0,0,4,0,0,10,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,8,0,11,0,0,4,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,6,0,8,10,20,3,3,57,34,135,29,260,0,0,38,16,20,4,89,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,4,0,0,8,0,0,0,0,5,0,3,0,0,0,4,7,0,11,0,0,0,0
LGA54620,0,0,7,3,27,6,42,0,0,0,0,3,0,6,0,0,0,0,9,0,3,0,0,0,0,4,0,4,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,3,0,0,13,12,68,3,99,0,0,11,7,7,0,33,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0
LGA54690,0,0,0,0,7,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,22,5,37,0,0,9,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,12,9,30,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,14,18,62,5,102,0,8,14,6,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,0,0,0,0
LGA54830,0,0,8,4,32,0,52,47,6,120,90,487,25,778,30,9,172,101,536,34,882,5,0,33,17,73,0,133,23,4,115,96,804,37,1078,11,3,44,37,158,8,259,27,4,85,70,211,10,403,16,0,54,59,147,20,290,27,4,98,128,243,26,532,0,0,25,6,27,3,69,18,3,46,18,20,3,110,3,0,11,14,43,0,79,72,15,202,81,113,9,494,7,0,36,23,89,9,167,45,17,128,111,253,23,573,40,27,92,25,50,10,242,37,21,158,73,114,12,414,8,0,15,12,44,6,85,7,3,22,39,267,5,343,29,3,60,46,256,49,437,457,124,1517,1052,3985,290,7413,5,0,15,4,14,0,46,10,4,62,33,66,5,180,15,8,74,49,101,11,254,0,0,13,3,16,4,40,11,11,49,39,98,3,215,3,0,14,22,34,4,89,30,12,108,100,298,23,563,19,0,71,59
LGA54900,0,0,12,14,55,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,3,0,9,0,14,0,0,0,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,9,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,3,0,4,3,0,26,22,125,14,197,0,0,20,10,11,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,4,6,3,0,9,0,0,3,7
LGA54970,0,0,0,0,4,0,4,5,4,27,29,88,4,159,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,7,0,0,0,0,3,0,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,4,3,5,4,35,33,123,12,215,0,0,0,0,0,0,0,0,0,7,9,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,3,0,6,6,0,14,19,90,6,133,0,0,4,0,12,0,17,0,0,0,0,4,0,4,0,0,0,5,14,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,10,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13,0,0,3,4,7,0,12,0,0,4,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3,4,7,0,34,36,171,11,258,0,0,0,0,4,0,4,0,0,5,4,8,0,18,0,0,4,6,10,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5
