LGA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA54310,..,35,65,16,22,26,4,4,0,176,..,58,145,69,82,81,41,21,4,498,56,28,52,28,37,22,11,0,0,240,2314,862,1608,1613,1175,584,199,57,3,8416,..,17,1045,2037,1428,743,201,42,0,5520,..,315,1046,667,427,186,45,4,0,2689,..,15,102,157,137,51,17,4,0,489,4734,..,..,..,..,..,..,..,..,4734,..,599,..,..,..,..,..,..,..,599,..,474,117,38,15,0,0,0,0,651,..,110,60,23,31,55,37,18,6,345,..,61,64,27,11,18,0,0,0,173,..,75,163,75,72,50,20,7,0,468,..,122,352,250,254,242,101,35,6,1360,95,70,97,59,73,52,22,4,0,471,4832,1868,3052,3340,2453,1396,446,112,8,17504
LGA54340,..,0,8,0,5,3,5,0,0,26,..,17,17,12,23,35,31,36,26,199,6,3,5,0,6,5,3,6,0,38,330,213,215,198,216,221,192,101,46,1745,..,10,138,218,230,297,249,116,25,1290,..,70,107,55,49,35,13,7,0,336,..,14,32,30,38,16,18,6,3,158,685,..,..,..,..,..,..,..,..,685,..,115,..,..,..,..,..,..,..,115,..,120,39,28,11,4,0,0,0,211,..,38,22,6,7,13,10,10,8,121,..,13,6,4,3,0,0,0,0,34,..,9,49,24,21,22,9,5,0,132,..,40,47,42,66,76,63,51,38,417,8,13,10,12,16,4,7,9,0,89,700,441,464,417,436,469,374,205,77,3578
LGA54410,..,5,0,0,3,0,0,3,0,7,..,4,5,6,5,15,16,20,14,76,0,0,0,4,0,3,0,0,0,11,60,42,36,57,63,82,64,42,16,458,..,3,24,52,53,93,78,39,9,345,..,7,26,17,19,28,7,4,0,113,..,0,6,5,10,6,5,5,0,43,134,..,..,..,..,..,..,..,..,134,..,29,..,..,..,..,..,..,..,29,..,25,11,7,7,0,0,0,0,55,..,4,4,0,5,3,0,0,3,22,..,0,0,4,0,0,0,0,0,3,..,5,4,0,6,3,3,3,0,26,..,4,6,13,24,25,34,28,13,145,0,3,6,3,4,0,4,4,0,29,135,82,83,110,122,169,134,79,28,938
LGA54480,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,50,11,26,30,31,13,15,10,0,185,..,0,21,54,41,24,20,5,0,171,..,3,15,7,14,5,0,0,0,45,..,0,0,0,0,0,0,0,0,0,98,..,..,..,..,..,..,..,..,98,..,12,..,..,..,..,..,..,..,12,..,3,6,0,0,0,0,0,0,8,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,7,..,8,3,4,16,14,10,4,0,52,0,3,3,0,0,0,0,0,0,6,101,34,52,73,67,41,31,15,0,413
LGA54550,..,6,3,0,4,0,0,0,0,13,..,3,8,0,16,15,20,29,19,113,0,5,0,0,0,4,4,0,0,18,167,51,80,105,112,121,89,62,28,812,..,0,50,146,113,163,123,66,20,676,..,16,49,28,35,29,4,3,0,166,..,6,3,14,8,3,4,3,0,43,339,..,..,..,..,..,..,..,..,339,..,9,..,..,..,..,..,..,..,9,..,36,21,12,9,0,0,0,0,79,..,11,0,0,0,3,0,0,0,17,..,0,0,4,0,4,0,0,0,18,..,4,9,5,5,6,0,4,0,38,..,16,15,15,34,54,45,41,17,252,3,6,7,0,0,7,7,6,0,40,342,109,155,228,207,268,190,125,42,1677
LGA54620,..,0,0,0,0,0,0,0,0,3,..,3,0,0,6,9,5,11,3,39,0,0,0,0,0,0,4,0,0,12,55,12,30,44,50,47,34,22,7,303,..,0,20,47,59,61,57,26,6,277,..,3,11,12,15,5,0,0,0,60,..,0,4,6,4,4,0,0,0,26,117,..,..,..,..,..,..,..,..,117,..,6,..,..,..,..,..,..,..,6,..,14,4,0,0,0,0,0,0,24,..,6,3,0,0,3,6,0,0,14,..,0,3,0,0,0,0,0,0,3,..,3,0,0,5,6,0,0,0,11,..,11,5,8,18,23,12,14,3,95,4,3,3,0,0,4,5,3,0,26,117,49,53,87,108,99,86,43,14,659
LGA54690,..,0,0,0,0,0,0,0,0,7,..,3,3,0,5,5,5,0,0,19,0,0,0,0,0,0,0,0,0,0,23,8,12,18,23,32,23,10,7,146,..,0,8,30,21,27,33,16,3,142,..,3,8,3,3,7,4,3,0,33,..,0,0,0,3,0,3,0,0,9,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,3,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,5,0,0,9,..,3,4,4,16,18,14,6,3,60,0,0,0,0,0,0,0,0,0,9,61,17,24,41,47,51,56,24,6,326
LGA54760,..,0,0,0,0,4,0,0,0,4,..,0,0,3,4,3,0,3,0,19,5,5,0,6,0,4,6,0,0,18,77,11,33,44,43,50,35,15,4,317,..,0,27,60,65,64,53,24,0,290,..,6,18,16,24,0,0,0,0,69,..,0,0,0,3,3,0,0,0,15,134,..,..,..,..,..,..,..,..,134,..,5,..,..,..,..,..,..,..,5,..,8,5,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,7,..,3,3,10,10,19,12,9,3,69,6,3,5,6,5,5,8,0,0,30,143,33,61,88,105,94,72,35,9,641
LGA54830,..,94,125,63,65,58,41,3,0,446,..,74,231,184,228,367,327,231,88,1726,60,67,66,40,29,36,16,8,5,330,4802,2510,3638,3526,2585,1981,1331,619,176,21164,..,89,2479,4071,2872,1991,1395,623,107,13619,..,603,1673,993,620,311,126,16,3,4355,..,97,440,602,565,324,150,72,42,2286,9840,..,..,..,..,..,..,..,..,9840,..,1832,..,..,..,..,..,..,..,1832,..,1555,717,217,146,58,6,0,0,2709,..,299,238,80,90,169,161,81,32,1150,..,173,164,87,41,33,7,0,0,501,..,215,323,172,156,133,90,17,3,1108,..,161,573,547,569,709,551,352,136,3590,108,144,157,78,60,62,29,19,4,658,9950,5164,6757,6844,5119,3786,2505,1190,326,41649
LGA54900,..,0,0,0,0,0,0,0,0,7,..,0,4,4,7,8,6,8,6,44,0,0,3,0,0,6,0,4,0,16,104,30,65,79,64,72,47,24,4,500,..,4,61,100,94,111,73,28,0,478,..,16,35,24,20,11,0,0,0,111,..,0,0,3,4,0,0,4,0,21,226,..,..,..,..,..,..,..,..,226,..,14,..,..,..,..,..,..,..,14,..,19,15,0,5,0,0,0,0,40,..,3,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,7,..,4,0,3,3,6,0,0,0,17,..,14,18,17,22,22,27,16,6,141,10,3,4,0,4,8,6,3,0,37,235,83,129,152,158,167,108,56,6,1092
LGA54970,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,6,4,0,0,27,0,0,0,0,3,4,0,0,0,10,48,32,37,34,32,42,14,3,0,239,..,7,20,11,11,34,6,3,5,86,..,3,17,16,17,12,0,0,0,79,..,0,8,4,5,7,0,0,0,28,102,..,..,..,..,..,..,..,..,102,..,12,..,..,..,..,..,..,..,12,..,10,3,0,0,0,0,0,0,21,..,15,4,14,9,7,8,0,0,56,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,5,8,9,5,22,14,5,0,66,0,4,6,4,3,0,0,0,0,23,102,61,66,64,59,86,30,13,5,478
LGA55040,..,4,0,0,0,0,0,0,0,7,..,4,10,7,15,7,8,4,0,50,3,0,5,4,4,0,0,0,0,18,105,36,73,59,53,48,30,9,0,404,..,0,45,49,50,43,30,6,0,227,..,22,36,18,19,15,0,0,0,115,..,0,4,9,11,4,0,4,0,31,195,..,..,..,..,..,..,..,..,195,..,10,..,..,..,..,..,..,..,10,..,13,12,7,0,0,0,0,0,32,..,8,6,0,0,4,5,0,0,27,..,0,0,0,0,0,0,0,0,4,..,4,4,0,0,0,0,0,0,11,..,7,20,4,23,21,15,7,0,99,3,4,5,6,9,0,4,0,0,43,200,67,131,102,114,96,59,16,4,785
LGA55110,..,136,134,73,113,155,114,49,7,776,..,148,282,251,508,1016,1453,1309,681,5649,105,159,85,60,97,129,143,88,31,902,7477,4422,4522,4936,5372,5815,5862,3633,1184,43226,..,115,2498,4667,5422,6281,6950,4261,818,31019,..,914,2325,1514,1224,992,629,237,40,7880,..,147,746,1086,1143,614,272,174,128,4306,14782,..,..,..,..,..,..,..,..,14782,..,3440,..,..,..,..,..,..,..,3440,..,2670,1031,433,276,152,45,0,0,4614,..,440,210,120,147,245,225,144,93,1625,..,248,194,92,75,61,28,6,3,700,..,278,362,175,246,284,245,94,18,1707,..,284,707,681,1090,1809,2436,1937,968,9911,204,299,208,155,191,231,237,147,42,1709,14991,8825,8276,8930,9814,10658,11082,7008,2107,81700
LGA55180,..,13,15,3,12,15,8,9,0,73,..,18,34,29,54,122,120,95,51,529,13,21,17,10,11,26,35,12,5,142,665,378,397,448,547,675,506,274,84,3977,..,10,222,442,571,744,606,305,51,2957,..,109,250,145,165,162,64,19,0,914,..,10,44,82,79,46,30,11,9,305,1349,..,..,..,..,..,..,..,..,1349,..,257,..,..,..,..,..,..,..,257,..,260,75,34,30,18,4,0,0,415,..,37,13,4,8,34,17,11,5,135,..,16,17,11,14,3,3,0,0,57,..,28,45,14,29,24,21,12,3,174,..,46,93,79,150,250,256,175,71,1116,33,35,30,20,31,49,52,21,11,285,1378,808,782,838,1063,1337,1040,556,158,7961
LGA55250,..,0,3,0,4,4,0,0,0,8,..,0,7,6,11,5,0,0,0,33,3,0,5,0,4,4,0,0,0,19,71,57,56,46,44,39,16,12,0,346,..,3,19,25,29,25,13,9,0,119,..,18,42,26,14,16,8,0,0,122,..,5,11,10,3,5,0,5,0,39,146,..,..,..,..,..,..,..,..,146,..,14,..,..,..,..,..,..,..,14,..,32,9,6,0,0,0,0,0,40,..,26,11,3,0,11,4,3,0,60,..,3,7,0,0,0,0,0,0,9,..,0,8,4,6,6,0,0,0,23,..,0,13,9,21,28,20,9,0,103,9,8,8,3,4,5,0,0,0,37,152,101,118,86,84,97,49,20,0,714
LGA55320,..,397,374,113,70,79,66,38,10,1157,..,148,452,347,456,911,1395,1324,944,5975,70,146,100,57,41,80,71,31,25,617,8528,5864,5221,6845,6946,6525,5856,3299,1566,50652,..,57,3060,8700,9083,8271,7610,3736,937,41460,..,441,2386,1336,980,797,379,127,27,6458,..,19,181,771,1232,771,310,187,196,3666,17263,..,..,..,..,..,..,..,..,17263,..,6468,..,..,..,..,..,..,..,6468,..,2921,1950,563,317,198,68,0,0,6020,..,502,346,87,91,198,245,190,138,1812,..,218,290,78,52,43,21,4,0,711,..,752,939,259,176,158,145,61,23,2513,..,258,848,743,955,1529,2026,1775,1235,9372,156,266,190,146,101,152,109,58,38,1216,17419,11898,10188,12691,13003,12114,10917,6143,2578,96958
LGA55390,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,16,0,0,0,0,0,0,0,0,0,9,12,10,7,4,14,18,8,3,0,75,..,0,0,3,7,9,0,0,0,22,..,0,8,8,8,8,4,0,0,35,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,8,..,4,0,3,0,6,0,0,0,10,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,8,10,3,0,33,0,5,6,0,5,0,0,0,0,21,24,16,20,22,23,27,21,9,0,162
LGA55460,..,5,8,0,0,0,4,3,0,20,..,6,22,8,14,24,31,25,19,150,8,9,3,3,3,12,9,4,0,42,258,124,152,162,162,189,146,68,29,1289,..,3,117,158,184,232,196,73,15,983,..,51,73,63,46,23,12,3,3,272,..,0,19,24,30,22,0,3,7,107,508,..,..,..,..,..,..,..,..,508,..,63,..,..,..,..,..,..,..,63,..,71,34,11,9,5,0,0,0,137,..,13,3,4,3,9,3,3,0,36,..,12,0,4,0,0,0,0,0,15,..,9,21,3,3,11,11,3,0,66,..,30,38,34,44,70,80,38,24,363,10,14,11,4,13,16,8,10,3,86,515,267,311,303,345,377,313,129,56,2624
LGA55530,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,6,38,10,11,23,24,15,14,14,0,149,..,0,11,26,30,32,19,20,0,135,..,3,12,7,5,6,4,0,0,46,..,0,0,0,0,0,0,0,0,11,68,..,..,..,..,..,..,..,..,68,..,0,..,..,..,..,..,..,..,0,..,10,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,13,19,5,0,45,0,0,0,0,0,0,0,0,4,7,68,19,33,39,47,49,41,29,4,331
LGA55600,..,10,3,0,0,3,0,0,0,14,..,5,7,12,6,18,21,24,8,108,4,9,0,0,4,3,6,4,4,30,178,90,111,109,137,132,111,64,18,944,..,0,45,99,157,177,144,65,8,702,..,28,58,39,40,18,8,0,0,200,..,3,21,22,19,10,6,3,3,88,360,..,..,..,..,..,..,..,..,360,..,35,..,..,..,..,..,..,..,35,..,45,27,4,8,0,0,0,0,79,..,12,3,3,5,0,7,3,3,45,..,7,9,6,0,0,0,0,0,18,..,11,12,3,6,3,4,0,0,38,..,18,29,22,36,50,49,47,21,261,5,10,10,9,8,12,14,5,5,69,363,181,202,208,271,282,229,123,37,1892
LGA55670,..,0,0,0,0,0,0,0,0,3,..,6,0,0,6,6,11,5,4,31,0,0,0,0,0,0,3,0,0,7,47,21,27,29,25,33,35,18,6,242,..,0,21,25,32,35,39,12,7,178,..,12,14,17,3,4,7,4,0,66,..,0,3,7,4,9,4,0,0,16,105,..,..,..,..,..,..,..,..,105,..,9,..,..,..,..,..,..,..,9,..,15,5,0,5,0,0,0,0,19,..,8,4,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,4,0,0,0,6,0,0,9,..,0,3,5,19,16,18,11,10,71,0,0,0,0,3,0,5,0,0,10,102,44,53,55,65,65,70,32,15,504
LGA55740,..,49,67,10,4,9,3,6,0,148,..,47,66,70,46,99,119,117,48,619,16,17,8,8,6,14,8,0,0,82,751,615,482,558,653,525,427,262,87,4349,..,3,212,664,868,614,510,258,55,3192,..,51,230,127,106,75,57,21,0,666,..,0,14,40,104,65,16,11,10,264,1415,..,..,..,..,..,..,..,..,1415,..,659,..,..,..,..,..,..,..,659,..,173,111,17,14,9,4,0,0,329,..,27,31,6,3,8,17,10,7,102,..,17,25,6,3,0,0,0,0,57,..,75,116,22,21,26,14,13,4,285,..,73,146,151,109,199,223,174,74,1147,25,22,28,16,10,24,14,5,0,144,1442,1097,906,1051,1248,1013,851,489,150,8256
LGA55810,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,12,10,0,0,24,0,0,0,3,0,0,0,0,0,3,24,6,8,26,16,29,18,6,0,138,..,0,0,14,10,15,13,8,0,67,..,0,4,7,10,13,3,0,0,40,..,0,3,11,0,3,0,0,0,12,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,5,6,4,0,19,..,0,7,5,9,17,17,0,0,46,0,5,4,3,4,5,0,0,0,23,49,21,23,40,37,54,42,14,7,276
LGA55880,..,0,0,0,0,0,0,0,0,3,..,4,0,0,5,4,0,0,0,11,0,0,0,0,0,0,3,0,0,3,35,7,19,25,28,38,22,6,3,178,..,0,14,20,39,48,21,9,4,162,..,0,10,18,8,3,0,0,0,40,..,0,0,3,0,3,0,0,0,15,67,..,..,..,..,..,..,..,..,67,..,3,..,..,..,..,..,..,..,3,..,5,5,6,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,4,7,3,17,13,6,3,6,61,0,0,0,5,0,6,5,0,0,17,71,18,41,55,64,80,42,19,9,389
LGA55950,..,0,0,0,0,0,0,0,0,3,..,0,3,0,6,7,4,14,0,29,0,0,0,0,0,0,0,0,0,3,44,11,21,29,30,37,24,21,3,234,..,4,27,37,52,46,47,26,4,245,..,4,12,3,4,5,0,0,0,23,..,0,0,7,3,5,0,0,0,11,99,..,..,..,..,..,..,..,..,99,..,7,..,..,..,..,..,..,..,7,..,7,3,3,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,..,4,9,6,7,16,8,11,0,65,0,0,0,0,3,0,0,0,0,8,99,34,49,58,67,77,59,39,8,492
LGA56090,..,20,36,21,57,45,47,15,4,237,..,14,60,54,146,301,440,365,169,1563,50,76,42,25,31,37,47,30,7,344,3026,1889,1700,2179,2641,2666,2177,1151,345,17765,..,22,1137,2377,3080,3355,2777,1368,230,14344,..,202,903,753,672,535,235,79,10,3392,..,17,135,292,433,277,134,87,55,1420,6185,..,..,..,..,..,..,..,..,6185,..,1807,..,..,..,..,..,..,..,1807,..,1407,653,221,146,69,13,0,0,2508,..,140,86,35,60,102,119,99,55,697,..,104,64,24,39,32,20,8,0,292,..,59,85,54,106,110,90,27,4,532,..,47,172,172,354,578,715,530,240,2791,96,134,88,79,44,66,72,41,13,629,6277,3940,3315,4013,4929,5109,4178,2230,599,34605
LGA56160,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,8,5,10,7,3,0,0,43,..,0,3,3,8,11,4,0,0,25,..,0,4,0,3,0,0,0,0,11,..,0,0,4,0,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,27,3,13,11,16,13,5,0,0,93
LGA56230,..,18,12,8,19,25,19,10,0,121,..,12,22,35,78,143,193,203,84,767,30,41,26,12,18,27,37,15,3,216,1498,892,841,955,1053,1144,1116,643,165,8304,..,29,528,907,1144,1339,1397,799,155,6291,..,179,415,329,275,254,140,45,9,1645,..,19,129,196,203,106,62,38,20,773,2993,..,..,..,..,..,..,..,..,2993,..,633,..,..,..,..,..,..,..,633,..,594,221,110,67,41,3,0,0,1031,..,71,39,18,24,38,69,33,31,312,..,50,49,19,12,13,8,3,0,156,..,34,49,24,40,52,35,18,5,266,..,30,87,105,204,318,408,340,126,1630,65,63,46,32,47,48,70,36,6,410,3061,1707,1563,1743,2015,2207,2194,1303,346,16137
LGA56300,..,0,0,0,0,10,0,0,0,15,..,0,0,4,11,28,28,16,8,91,3,0,0,0,0,5,11,5,0,31,85,24,44,70,72,135,133,60,11,636,..,0,20,68,65,126,176,73,14,538,..,0,25,36,30,33,28,10,0,157,..,0,7,4,12,8,0,5,0,42,160,..,..,..,..,..,..,..,..,160,..,33,..,..,..,..,..,..,..,33,..,29,9,11,0,4,0,0,0,53,..,0,0,0,0,3,4,3,0,14,..,8,5,0,4,4,0,0,0,16,..,0,0,0,3,19,4,0,0,35,..,0,5,21,30,45,58,27,8,185,11,0,6,6,4,6,18,12,0,62,169,68,80,150,140,247,291,131,24,1298
LGA56370,..,0,0,0,0,0,0,0,0,3,..,4,4,0,0,9,5,3,4,25,0,4,0,0,0,4,3,0,0,15,61,11,40,33,34,48,30,27,12,300,..,0,36,38,51,58,42,40,10,279,..,7,23,8,8,9,7,3,0,68,..,0,8,3,0,3,0,3,0,15,127,..,..,..,..,..,..,..,..,127,..,0,..,..,..,..,..,..,..,0,..,12,3,0,0,3,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,3,5,6,0,5,0,0,11,..,3,10,4,4,19,17,7,3,71,6,6,3,0,6,7,5,0,3,33,131,31,81,59,77,95,72,52,24,626
LGA56460,..,7,12,8,11,7,0,0,0,43,..,14,20,20,44,58,66,71,35,327,9,13,3,5,0,9,3,5,0,47,372,224,222,259,252,303,221,147,56,2057,..,9,140,234,261,333,282,135,27,1420,..,67,110,64,59,41,18,3,0,362,..,5,35,57,50,29,16,10,6,208,719,..,..,..,..,..,..,..,..,719,..,123,..,..,..,..,..,..,..,123,..,121,41,25,23,10,3,0,0,216,..,18,14,0,3,14,16,10,0,78,..,20,10,6,3,0,0,0,0,31,..,19,35,12,19,14,5,10,0,113,..,38,69,39,94,118,127,98,55,625,11,23,10,10,18,12,9,9,6,97,728,446,455,450,525,571,476,269,99,4012
LGA56580,..,138,105,10,11,17,15,6,4,312,..,22,28,28,63,139,266,237,184,963,8,30,19,18,7,20,13,4,0,116,1926,1375,820,1261,1590,1363,1194,691,290,10512,..,7,478,1781,2380,1937,1656,878,212,9332,..,65,333,192,184,152,81,27,5,1034,..,7,13,111,195,158,52,27,19,581,4069,..,..,..,..,..,..,..,..,4069,..,1970,..,..,..,..,..,..,..,1970,..,394,378,77,49,19,15,0,0,926,..,73,35,9,11,30,34,42,31,265,..,52,46,4,4,3,3,0,0,112,..,280,279,38,17,34,21,20,4,698,..,46,75,71,137,221,377,333,221,1477,17,57,43,24,23,26,27,6,3,231,4089,2940,1690,2327,2988,2582,2265,1322,495,20708
LGA56620,..,0,0,0,5,5,0,0,0,7,..,0,6,6,9,11,5,0,0,36,3,9,7,4,3,0,0,0,0,31,137,114,111,98,90,65,26,3,0,645,..,41,85,104,72,40,20,0,0,360,..,16,14,6,4,0,0,0,0,42,..,10,27,28,21,17,4,3,0,108,277,..,..,..,..,..,..,..,..,277,..,38,..,..,..,..,..,..,..,38,..,71,23,14,5,0,0,0,0,112,..,42,27,23,30,20,15,3,0,153,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,0,0,0,10,..,3,8,18,20,23,6,4,0,83,9,19,13,3,10,4,0,3,0,54,285,232,205,191,159,105,51,10,3,1231
LGA56730,..,20,11,8,13,23,10,4,0,92,..,6,28,32,96,155,154,112,62,649,14,17,13,11,13,5,14,3,3,95,896,511,502,550,696,765,630,326,100,4978,..,21,299,504,621,743,764,352,42,3340,..,147,254,172,178,179,68,12,0,1019,..,11,76,129,150,71,43,30,14,522,1805,..,..,..,..,..,..,..,..,1805,..,334,..,..,..,..,..,..,..,334,..,365,147,70,48,22,3,0,0,656,..,60,15,15,16,38,48,27,17,233,..,18,27,9,16,11,4,0,0,86,..,44,39,24,30,43,31,12,0,223,..,25,76,78,164,290,276,190,82,1184,33,32,34,24,27,21,33,8,4,215,1843,1054,974,1024,1248,1416,1265,634,162,9627
LGA56790,..,5,5,0,0,0,3,4,0,17,..,0,4,3,24,35,39,30,15,154,6,6,8,9,7,13,13,0,5,59,189,66,96,142,154,244,230,97,32,1246,..,0,46,132,146,281,282,138,34,1052,..,26,83,61,53,67,47,6,0,337,..,0,4,26,22,8,10,7,7,76,389,..,..,..,..,..,..,..,..,389,..,39,..,..,..,..,..,..,..,39,..,58,21,8,19,0,0,0,0,105,..,9,3,3,3,9,10,7,3,44,..,8,9,0,4,3,3,0,0,20,..,6,4,0,0,4,5,4,0,31,..,4,17,15,62,96,100,54,25,374,12,12,15,13,17,22,27,4,5,127,401,161,195,253,329,493,494,223,62,2614
