LGA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12
LGA55320,191,136,111,23,35,9,512,28,20,20,4,14,0,87,37,41,44,7,21,3,154,59,43,49,6,10,0,165,72,41,53,9,27,3,211,103,81,64,20,28,0,293,132,141,101,12,39,9,426,119,171,94,23,37,6,446,155,185,72,36,55,3,505,166,255,102,40,40,3,602,162,253,78,33,24,4,553,289,540,175,54,53,5,1124,141,291,84,21,20,5,557,111,360,83,29,17,0,599,226,646,151,30,33,5,1090,355,1189,322,52,61,8,1981,151,504,181,28,20,3,892,172,446,204,23,33,8,892,158,269,149,32,42,8,656,2830,5609,2115,488,606,96,11750
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,3,3,0,0,3,0,10,4,3,0,0,0,0,9,3,9,0,0,3,0,19,8,4,0,0,6,0,12,12,10,5,0,0,0,29,13,16,0,5,4,0,35,14,19,5,6,0,0,43,10,12,5,0,0,0,29,4,10,0,0,0,0,21,7,10,0,0,0,0,15,0,3,0,0,0,0,8,5,16,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,8,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,4,3,0,0,0,14,100,126,33,17,20,0,287
LGA55530,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,0,0,25
LGA55600,4,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,7,11,8,0,0,4,29,3,16,0,3,0,0,17,3,8,0,0,0,0,19,4,11,5,0,6,0,21,6,7,0,0,0,0,17,10,5,0,0,0,0,15,0,0,0,0,0,0,0,5,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,4,4,0,0,0,0,0,4,53,79,27,4,8,4,176
LGA55670,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,4,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,9,3,0,3,0,28
LGA55740,16,10,11,0,0,0,37,0,0,4,0,0,0,0,5,0,0,0,0,0,7,7,0,0,0,0,0,9,4,0,0,0,0,0,9,8,3,9,0,0,0,22,13,8,11,0,0,0,33,7,6,0,0,5,0,20,9,8,8,0,0,0,21,0,6,4,0,0,0,16,5,7,3,0,0,0,15,17,19,15,0,0,0,48,8,9,5,0,0,0,21,5,17,7,0,0,0,33,9,18,3,0,0,0,42,35,90,17,3,9,0,161,24,79,25,4,0,0,135,28,109,42,3,6,0,193,15,27,17,4,11,0,73,203,436,185,35,32,4,887
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,12
LGA55880,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,22
LGA55950,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,4,0,0,0,29
LGA56090,75,32,44,10,17,4,174,24,10,11,3,3,0,50,37,15,15,0,7,3,83,36,9,18,0,8,0,73,45,38,29,10,15,0,130,64,61,45,11,23,0,207,74,63,48,22,28,6,241,117,99,53,29,24,0,328,122,150,56,35,29,6,398,160,234,69,37,27,0,536,119,180,69,21,30,0,422,216,353,118,34,25,4,752,74,186,47,8,16,0,334,76,122,39,11,4,5,255,127,236,102,20,13,0,508,184,292,102,15,17,5,618,79,90,56,7,8,0,240,33,70,22,11,8,0,144,112,95,67,25,26,3,329,1779,2341,1010,313,327,40,5814
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,30,16,12,3,4,0,64,10,0,4,0,0,0,14,17,4,3,3,0,0,33,17,4,7,0,5,0,34,20,13,9,8,12,0,69,43,21,12,6,5,3,95,59,45,18,8,11,0,141,38,54,35,18,18,0,165,67,69,27,20,15,0,196,69,104,31,19,15,0,230,47,74,20,16,14,0,174,80,118,34,9,11,5,257,26,54,21,9,0,0,110,21,52,18,3,0,0,99,55,70,31,7,3,0,167,84,87,38,7,8,0,222,23,24,17,0,3,0,72,13,18,10,6,0,0,48,44,50,28,9,3,0,132,788,876,374,146,130,15,2331
LGA56300,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,7,0,0,0,0,10,8,4,0,0,0,0,15,9,3,0,0,0,0,13,6,0,4,0,0,0,8,5,0,0,0,0,0,6,4,8,0,0,3,0,16,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,5,5,4,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,6,0,13,65,37,13,4,7,0,132
LGA56370,9,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,3,0,0,42
LGA56460,12,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,3,0,0,6,3,5,0,3,3,0,13,11,7,4,9,4,0,37,14,14,0,5,5,0,42,16,25,6,10,3,0,51,16,21,7,6,9,0,51,5,22,3,0,0,0,38,9,13,9,0,0,0,36,6,9,0,0,0,0,12,6,10,3,0,0,0,22,3,5,3,0,0,0,11,0,3,3,0,0,0,9,0,8,6,0,0,0,15,3,0,0,0,0,0,9,4,0,3,0,0,0,9,0,0,4,0,0,0,4,8,9,4,3,0,0,24,121,165,56,34,31,5,407
LGA56580,48,37,30,6,10,0,128,8,0,3,0,0,0,10,6,3,6,0,0,0,20,10,4,10,4,0,0,22,9,5,11,0,0,0,20,9,8,7,0,0,0,32,16,14,12,0,0,0,44,9,12,8,4,3,0,30,7,16,11,0,3,0,37,15,15,9,3,3,0,34,0,18,9,3,0,0,37,33,44,27,9,12,0,122,10,8,6,4,4,0,23,9,23,10,0,0,0,53,13,50,15,6,3,0,92,44,188,67,7,7,0,309,45,168,48,11,7,0,284,89,395,134,14,19,0,651,20,68,35,7,20,0,154,392,1082,459,77,103,5,2121
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,17,6,3,4,7,4,34,7,4,0,0,0,0,10,14,4,4,5,4,0,27,18,3,9,3,10,0,46,26,14,12,5,9,0,69,28,25,3,4,18,0,85,41,47,15,16,5,0,126,40,57,12,12,7,6,127,39,41,16,3,13,0,110,24,56,22,3,3,0,115,22,26,10,4,0,0,63,39,52,13,8,0,0,103,12,18,9,5,0,0,39,14,10,5,5,4,0,35,23,26,14,5,5,0,70,28,20,9,5,0,0,66,8,7,5,0,0,0,16,5,6,5,0,0,0,16,19,11,11,3,3,0,53,438,425,178,86,92,6,1221
LGA56790,8,3,0,0,0,0,17,3,0,0,0,0,0,3,7,5,0,0,0,0,11,3,0,0,0,0,0,10,0,3,4,0,0,0,9,10,0,4,0,0,0,15,9,3,3,0,0,0,18,10,6,8,0,0,0,25,5,0,0,0,0,0,10,4,3,0,0,0,0,16,3,0,0,0,0,0,5,3,8,5,3,0,0,15,3,5,0,0,0,0,6,0,0,0,0,0,0,7,5,8,0,0,0,0,13,4,3,0,0,0,0,13,0,5,0,0,0,0,8,3,3,0,0,0,0,5,7,3,0,0,0,0,14,98,70,24,10,6,0,214
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,7
LGA56930,9,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,8,3,0,0,0,0,11,17,23,16,0,0,0,64,8,5,0,0,0,0,14,49,44,32,0,5,0,133
LGA57000,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,3,0,22
LGA57080,31,11,3,0,7,0,48,0,0,0,0,0,0,4,6,0,0,0,0,0,15,4,3,0,3,0,0,13,16,3,0,0,0,0,16,19,3,4,0,0,0,33,29,10,3,4,3,0,49,53,20,3,0,4,3,84,56,11,7,5,3,0,83,61,21,7,6,6,0,94,29,9,0,0,4,0,49,87,24,4,5,10,6,137,42,15,4,0,0,0,57,41,20,7,0,0,0,67,53,17,8,3,4,0,85,90,47,13,6,9,0,172,43,24,8,5,0,0,84,47,14,6,0,0,0,70,33,18,4,0,4,0,63,740,272,87,48,72,16,1231
LGA57140,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,3,0,11,3,6,0,0,0,0,6,3,3,0,0,6,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,7,35,24,10,3,4,0,81
LGA57210,15,8,3,0,0,0,28,4,0,0,0,0,0,7,5,3,0,0,0,0,16,12,3,5,4,0,0,22,19,6,8,3,4,0,40,6,13,4,5,0,0,35,23,17,12,7,5,0,56,24,27,8,3,4,0,65,19,19,8,0,3,0,48,18,20,3,3,0,0,42,13,12,0,0,0,0,28,12,14,0,0,0,0,28,8,10,0,0,0,0,15,6,0,0,0,0,0,4,12,6,5,0,0,0,17,0,6,0,0,0,0,9,4,0,0,0,0,0,3,0,5,5,0,0,0,10,12,7,4,0,3,0,30,206,170,66,27,24,0,497
LGA57280,5,5,0,0,0,0,16,0,5,0,0,0,0,8,8,9,0,0,0,0,19,5,7,0,0,0,0,13,11,23,6,0,0,0,43,16,33,0,7,6,0,59,17,29,12,4,0,0,61,26,29,7,4,5,0,67,22,28,8,0,0,0,60,22,24,4,3,0,0,51,10,16,3,4,6,0,44,19,25,5,6,0,4,58,8,0,3,0,0,0,9,6,11,0,0,0,0,21,10,13,5,0,0,0,24,23,23,10,5,3,0,60,15,7,0,6,0,0,30,8,10,5,0,3,0,24,17,20,8,5,0,0,45,247,329,67,47,20,10,715
LGA57350,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,6,6,4,0,43
LGA57420,10,0,0,0,0,0,12,3,0,0,0,0,0,6,0,3,0,0,0,0,6,7,7,0,0,0,0,9,0,3,0,0,0,0,9,3,3,0,0,0,0,11,6,0,0,5,0,0,10,9,0,0,0,0,0,12,0,4,0,0,0,0,3,4,3,4,0,0,0,12,0,0,0,0,0,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,11,5,7,5,93
LGA57490,184,78,79,30,42,6,417,63,20,25,3,10,4,125,111,49,44,22,31,4,256,81,37,41,13,29,0,211,144,100,73,35,63,4,413,200,152,94,62,59,7,575,365,375,161,96,105,18,1121,507,689,219,147,118,13,1700,590,921,228,156,109,15,2021,614,1184,295,206,145,21,2473,428,981,232,129,70,12,1856,606,1334,437,163,97,20,2655,253,552,149,59,30,8,1046,153,342,119,53,13,5,682,345,594,230,60,25,4,1258,336,491,264,58,41,7,1189,138,187,81,18,13,0,433,94,118,59,15,7,0,290,317,411,194,79,77,11,1090,5529,8612,3019,1413,1068,159,19806
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,46,32,20,10,5,0,116,15,3,6,0,0,0,22,16,8,12,0,3,0,42,15,5,7,5,3,0,44,19,18,14,5,7,0,59,43,51,18,10,9,0,133,65,68,26,34,18,3,202,107,167,56,35,26,7,396,137,256,56,40,18,3,515,170,323,58,47,22,9,626,109,311,50,34,20,0,522,211,413,120,34,19,8,809,110,206,51,22,12,0,403,79,157,27,10,5,0,286,147,284,71,21,13,6,542,166,249,97,24,12,0,549,72,83,43,4,4,0,202,42,45,19,0,8,0,113,62,115,51,30,14,0,276,1635,2784,792,375,233,40,5853
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,5,5,0,0,40
LGA57840,62,54,45,4,18,9,197,7,4,0,4,4,0,23,22,7,7,0,9,0,46,14,8,11,4,3,0,41,32,12,27,0,5,0,77,24,23,13,4,10,0,71,48,45,23,10,14,5,139,62,36,27,3,12,3,146,69,57,30,11,10,0,175,72,58,27,12,14,0,178,78,50,23,5,8,4,169,127,130,51,22,19,0,347,49,81,14,7,8,0,157,63,94,26,11,0,0,194,104,166,44,7,7,0,330,171,334,87,13,23,11,635,98,209,82,19,17,3,423,99,219,77,5,13,4,413,83,78,45,8,9,5,231,1272,1672,669,148,184,49,4000
LGA57910,319,273,201,42,71,20,924,62,37,31,10,12,0,151,107,66,74,16,31,5,299,100,68,60,25,32,0,290,161,152,81,42,63,9,508,248,196,122,49,81,11,712,364,373,182,68,113,20,1123,460,514,213,98,126,21,1427,520,629,170,116,126,14,1575,619,711,194,136,103,20,1783,432,617,164,80,71,18,1376,745,1132,375,159,109,27,2550,325,583,125,52,52,13,1152,290,551,139,42,19,8,1043,520,1032,235,74,67,14,1942,770,1937,520,99,100,7,3437,333,843,226,47,46,8,1506,281,733,253,33,20,5,1326,395,533,266,62,86,17,1359,7046,10992,3615,1249,1340,234,24482
LGA57980,25,19,13,0,7,6,65,5,3,7,0,0,0,8,8,3,4,0,3,0,21,7,3,0,0,5,0,11,5,3,4,0,0,0,23,12,0,4,4,0,0,25,16,6,4,0,3,0,35,20,17,10,6,5,0,52,11,17,11,5,4,0,46,22,27,10,3,5,0,64,13,18,0,4,0,0,37,29,42,10,10,7,0,103,13,18,3,0,0,5,38,14,21,8,0,0,0,46,26,41,17,3,3,0,94,68,141,36,7,7,0,260,33,111,26,11,10,0,181,51,144,36,3,9,0,241,16,25,13,0,3,3,59,389,677,206,61,76,11,1420
LGA58050,186,152,150,43,62,8,607,34,27,29,8,14,3,117,113,49,50,15,26,5,261,80,57,50,11,36,3,221,149,77,78,26,56,6,390,202,170,135,75,96,16,688,354,403,196,100,119,20,1190,479,665,256,171,170,32,1767,638,1036,271,164,156,30,2294,719,1305,335,193,137,26,2708,564,1188,284,148,114,19,2318,806,1671,463,180,155,42,3322,384,855,186,87,43,14,1571,279,572,140,50,36,9,1084,475,934,303,91,55,7,1868,482,843,335,80,81,6,1828,169,286,123,26,18,4,624,127,230,73,9,19,3,460,360,499,232,81,85,18,1272,6594,11020,3687,1568,1469,263,24593
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,6,0,0,0,23
LGA58330,13,0,4,0,4,0,24,0,0,0,0,0,0,4,9,0,3,0,0,0,12,0,5,0,0,3,3,11,10,4,4,0,4,0,24,19,5,6,3,0,0,35,19,12,6,3,3,0,46,13,10,5,3,3,0,40,25,17,7,4,4,0,60,30,31,8,5,0,0,68,12,18,3,0,0,0,36,24,20,10,4,0,0,53,10,3,6,0,0,0,21,11,6,0,0,0,0,13,23,14,3,0,0,0,42,18,4,10,0,0,0,35,8,5,0,0,0,0,13,3,0,0,0,0,0,10,15,5,7,3,4,0,35,272,158,85,35,29,5,578
