LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA53780,0,0,0,15,182,169,1231,1395,188,167,129,159,64,10,58,3772,8,4,3,22,72,34,25,19,0,0,5,0,0,0,3,199,0,11,21,121,254,222,617,233,22,44,30,15,20,0,28,1642,0,3,18,109,142,183,755,290,26,18,13,42,7,9,19,1628,0,10,13,30,59,105,448,423,28,42,53,87,42,8,17,1362,0,0,0,0,5,34,63,106,7,20,26,28,4,0,11,300,0,0,0,9,78,59,340,145,39,40,25,22,4,0,16,780,102,313,2241,1639,1414,595,925,380,25,36,19,29,43,3,212,7981,0,3,22,34,43,37,74,47,11,12,7,3,0,5,5,300,0,0,0,25,133,72,128,113,19,20,11,29,7,0,37,597,33,56,423,450,727,1045,2616,1371,339,237,231,276,89,35,196,8131,263,935,3435,3448,5369,5064,16748,10967,1687,1475,1604,2101,743,202,1220,55269
LGA53800,0,0,0,5,34,37,112,155,27,24,17,25,11,5,3,469,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,10,0,8,7,0,0,0,0,0,0,0,5,40,0,0,13,16,20,22,202,147,7,14,12,8,8,6,3,481,0,0,0,0,3,6,18,6,0,4,0,0,0,0,0,40,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,35,0,0,0,3,4,15,35,26,15,13,0,6,9,4,6,131,38,122,529,270,140,114,290,163,9,15,10,3,8,3,68,1770,0,0,3,8,16,11,25,18,0,3,6,0,4,0,5,98,0,0,0,14,25,16,12,21,7,4,5,3,5,5,3,107,12,12,65,47,62,59,153,93,10,19,21,15,18,8,14,603,109,272,735,553,513,458,1247,947,128,143,110,112,91,50,153,5619
LGA53920,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,4,3,4,4,3,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,3,0,0,0,11,0,9,0,32,0,0,11,9,19,23,32,32,9,4,14,18,4,5,5,185
LGA53990,0,0,0,0,15,12,100,202,56,43,49,40,8,0,6,533,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,15,0,5,0,6,6,3,10,6,0,0,0,0,0,0,0,34,0,5,9,20,29,48,200,88,9,6,16,5,0,0,6,420,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,12,25,5,7,14,16,3,0,3,73,0,0,0,0,0,0,14,12,3,0,3,3,0,0,5,53,42,76,484,343,210,135,325,131,14,0,10,3,7,0,44,1829,0,0,4,23,8,0,10,9,0,0,0,0,0,0,0,55,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,14,9,6,36,31,56,43,147,75,3,5,23,18,20,16,46,529,97,218,655,577,583,416,1284,839,118,111,171,165,51,37,181,5501
LGA54060,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,8,16,78,45,25,15,8,0,0,0,0,0,0,0,12,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,3,8,0,0,0,5,0,0,0,0,0,0,0,0,24,15,41,105,80,63,37,59,15,7,4,4,3,5,0,26,461
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,4,5,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,17,0,11,12,8,10,11,32,12,3,0,11,6,3,0,0,128
LGA54170,0,0,9,42,179,91,108,117,28,10,21,37,16,0,14,676,7,3,15,46,311,81,62,55,6,8,0,9,11,0,4,614,0,15,34,103,155,134,143,43,14,13,18,20,14,6,11,720,0,7,32,157,346,818,2514,1041,164,137,173,145,87,60,32,5704,0,9,18,27,22,25,31,12,3,5,6,45,12,0,6,226,0,0,0,0,10,21,30,35,5,0,5,10,3,0,0,120,0,0,4,12,32,57,101,96,14,12,13,16,8,4,12,392,163,575,2852,3066,4623,3240,7357,3678,347,288,255,246,136,32,357,27213,3,7,28,75,70,95,165,117,21,12,25,41,41,13,12,726,0,0,0,64,132,53,57,46,15,15,13,19,13,0,10,428,48,102,489,601,1023,1026,1923,917,126,125,144,136,86,15,99,6871,439,1423,4454,5598,9660,7531,15836,8768,1001,877,948,1102,595,178,852,59270
LGA54200,0,0,0,14,55,55,290,209,23,28,19,37,4,10,14,756,3,0,7,11,29,16,12,4,0,0,0,0,0,0,0,83,5,0,17,42,54,32,68,25,0,0,0,0,0,0,10,249,0,3,13,40,98,87,292,98,15,7,10,3,13,0,10,706,0,0,4,7,12,15,49,42,7,0,3,6,0,0,0,142,0,0,0,0,0,10,20,11,0,4,3,0,0,0,0,47,0,0,0,5,26,28,62,37,10,5,5,16,10,0,4,201,82,236,1500,1123,1005,495,792,317,19,26,24,19,21,3,152,5815,0,0,15,22,23,29,33,30,9,0,6,3,3,3,6,186,0,0,0,7,11,13,18,9,3,6,4,0,4,3,6,77,38,57,215,205,270,231,586,225,32,28,21,25,22,4,40,2013,255,689,2215,1977,2342,1577,4120,2158,267,205,216,220,129,61,366,16791
LGA54280,0,0,0,8,31,36,209,244,30,41,52,68,13,4,14,748,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,3,5,4,3,0,0,0,0,0,0,0,23,0,0,0,4,10,31,239,117,6,25,25,27,26,4,11,531,0,0,0,4,0,0,17,5,3,0,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,0,4,3,20,49,42,18,12,8,11,0,3,3,171,8,34,193,146,83,61,128,92,6,12,19,13,5,8,23,825,0,0,3,5,4,9,11,14,0,0,0,0,0,0,0,52,0,0,0,4,0,0,8,18,6,0,0,10,6,0,0,49,7,13,25,36,54,60,382,243,49,57,88,99,53,34,17,1222,27,96,293,339,475,574,2039,1568,201,236,342,401,175,86,165,7005
LGA54310,0,0,0,8,23,15,141,161,29,33,24,25,8,0,11,470,0,0,0,0,6,0,4,4,0,0,0,0,0,0,0,15,0,0,0,3,0,3,11,4,0,0,0,3,0,0,0,28,0,0,0,5,13,37,113,48,0,0,0,11,8,8,0,249,0,0,4,0,4,0,16,12,3,0,0,0,0,0,0,46,0,0,0,0,0,0,6,24,0,0,0,7,0,0,0,32,0,0,0,0,9,8,41,37,8,11,7,13,4,0,4,153,4,9,100,88,94,76,171,86,10,6,9,12,0,0,24,682,0,0,0,0,7,4,13,13,0,0,5,4,0,0,0,46,0,0,0,0,3,6,7,17,4,3,4,3,0,0,0,47,0,5,14,34,33,37,156,110,30,18,26,32,19,7,23,555,8,27,163,238,340,350,1212,945,158,132,132,196,97,37,117,4135
LGA54340,0,0,0,0,0,0,7,18,4,0,3,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,22,5,0,0,6,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,39,6,9,4,3,3,0,0,5,74,4,11,47,26,8,3,8,0,0,0,4,0,0,0,6,126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,3,4,6,82,31,13,8,0,3,22,30,10,220,14,38,61,49,60,44,228,116,31,18,53,20,25,40,60,865
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,13,3,8,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,19,6,14,18,11,10,13,14,20,6,0,3,6,6,0,5,137
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,4,9,3,3,5,6,6,0,0,5,3,0,0,0,51
LGA54550,0,0,0,0,0,0,7,12,9,0,6,4,10,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,3,8,7,8,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,14,3,17,26,12,28,23,41,37,17,6,16,9,6,7,16,252
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,5,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,11,4,9,5,15,9,4,0,5,4,0,6,5,91
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,5,8,0,0,3,0,0,0,0,3,46
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,3,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,6,17,7,3,3,14,8,0,0,0,4,0,0,3,69
LGA54830,0,0,0,3,59,56,850,1136,178,138,72,126,31,26,19,2700,0,0,0,3,23,5,13,10,0,0,0,0,0,0,0,51,0,0,4,14,24,28,92,38,4,5,0,0,0,0,3,212,0,0,0,19,51,67,361,115,28,7,22,23,14,5,23,736,0,0,4,0,4,7,47,45,0,3,3,5,4,0,10,137,0,0,0,0,3,0,13,12,5,0,3,0,0,0,0,40,0,0,0,0,14,12,62,38,4,0,5,15,4,0,15,179,41,129,1035,539,409,272,545,331,13,18,25,15,5,0,104,3468,0,0,9,8,9,9,34,30,0,3,0,0,5,0,6,119,0,0,0,7,17,16,21,16,0,7,0,11,3,0,9,106,3,20,128,101,205,207,830,359,69,56,53,44,21,8,93,2190,79,256,1338,889,1189,1151,4950,3619,484,416,380,437,179,68,482,15915
LGA54900,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,16,3,7,0,11,10,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,5,0,0,0,0,0,0,14,4,7,19,7,20,6,38,40,8,3,0,6,4,0,5,167
LGA54970,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,5,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,14,5,0,0,0,0,0,0,0,34,0,0,15,16,21,31,63,27,6,5,0,9,0,5,8,202
LGA55040,0,0,0,0,0,0,8,4,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,15,0,4,9,6,0,0,12,4,0,0,0,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,5,32,0,5,8,10,25,37,79,40,14,12,10,15,3,6,14,291
LGA55110,0,0,3,7,73,77,326,357,78,47,71,50,15,4,28,1150,5,0,4,0,24,9,13,8,0,5,0,0,0,0,4,81,5,5,11,27,23,11,25,23,0,0,4,3,0,0,4,137,0,5,23,59,74,140,709,330,56,15,52,22,14,7,19,1527,5,5,10,5,0,4,19,45,3,0,5,9,0,0,0,100,0,0,0,0,0,3,10,13,0,0,0,3,0,0,0,37,0,0,0,7,24,38,93,76,24,15,32,20,5,3,8,358,194,583,2666,1869,1320,731,2531,1381,108,84,72,80,42,21,283,11966,0,8,27,35,30,25,58,37,6,9,9,8,0,0,10,272,0,0,0,3,6,11,27,32,12,9,6,16,3,0,7,137,40,65,221,206,207,156,609,361,46,49,52,58,28,4,41,2139,399,1104,3426,2833,2621,1833,5962,3986,474,359,424,480,187,102,590,24791
LGA55180,0,0,0,0,8,3,19,13,0,0,0,0,0,0,4,53,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,3,6,6,3,5,0,0,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,23,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,17,43,193,112,61,18,43,17,0,0,6,13,4,0,27,548,0,0,3,7,4,4,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,28,18,23,16,19,18,3,11,7,32,9,8,33,225,41,127,286,198,169,69,154,135,7,24,35,72,25,16,81,1445
LGA55250,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,3,5,0,0,0,5,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,0,0,0,6,0,0,0,35,0,3,8,4,18,13,40,26,9,0,12,28,5,6,12,174
LGA55320,0,0,4,27,87,37,129,170,26,24,25,30,20,10,24,605,8,3,0,21,91,24,16,9,5,0,0,0,3,0,3,197,8,22,43,142,340,274,430,192,32,45,29,58,31,11,13,1650,0,8,28,142,238,290,623,193,31,27,36,37,39,10,15,1709,0,5,5,20,132,123,130,60,3,3,6,17,15,0,6,530,0,0,0,0,42,44,41,64,9,11,9,10,7,0,6,249,0,4,0,14,40,30,114,66,12,22,15,17,18,3,10,355,145,377,1555,1289,1456,828,1565,789,82,79,88,69,52,28,136,8536,0,8,32,59,68,70,116,80,16,11,11,21,17,18,21,528,0,0,0,66,80,34,47,29,3,29,20,12,3,3,13,344,69,81,381,436,640,566,985,593,92,112,108,143,105,8,71,4381,421,1180,2973,3304,6183,4746,7934,4512,746,758,744,900,596,141,618,35752
LGA55390,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,4,7,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,8,9,9,8,22,18,0,0,8,3,0,0,0,89
LGA55460,0,0,0,0,0,0,0,11,8,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,45,17,7,5,12,7,0,0,0,0,0,0,6,115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,8,0,0,20,13,7,3,0,0,0,0,0,60,5,22,64,34,18,35,70,49,19,8,4,5,4,0,20,365
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,8,6,0,0,0,0,0,0,0,23
LGA55600,0,0,0,0,4,5,11,5,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,33,4,0,7,15,7,0,0,0,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,24,3,13,41,15,28,31,54,29,3,5,0,11,3,3,8,253
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,13,0,3,11,5,4,11,7,4,0,0,0,0,0,0,3,56
