LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA53780,29,249,204,821,138,56,35,11,0,1543,0,8,38,37,44,14,3,0,0,153,17,383,752,1347,757,349,137,27,5,3772,0,0,6,53,24,39,55,16,11,199,0,0,3,21,20,5,9,4,0,59,0,13,30,114,125,199,193,157,36,870,6,89,204,412,282,342,227,63,21,1642,9,79,265,443,386,268,116,51,14,1628,10,82,143,646,231,124,73,41,8,1362,8,11,5,235,13,11,13,0,0,300,4,83,193,298,122,54,18,4,0,780,0,9,12,79,46,18,7,0,0,176,7,30,40,71,43,60,36,10,0,300,4,31,45,251,109,97,47,20,4,597,0,4,3,31,26,45,40,29,4,189,0,27,74,161,110,66,21,7,0,464,23,368,616,1704,750,530,364,219,54,4632,331,734,653,1837,798,547,483,330,264,5971,8513,17753,16250,37484,16225,12945,10175,5162,1869,126376
LGA53800,0,0,0,33,3,7,0,0,0,39,0,0,0,8,6,3,4,0,0,10,8,39,59,185,94,51,29,4,0,469,0,0,0,4,3,0,4,4,0,16,0,0,0,5,0,0,0,0,0,11,0,7,0,21,31,56,40,27,10,180,0,3,0,12,6,10,0,8,0,40,0,40,56,159,119,59,32,13,0,481,0,6,10,12,12,3,0,0,0,40,0,0,4,26,0,0,0,0,0,35,4,18,12,38,28,23,4,0,0,131,0,0,0,0,0,0,0,0,0,3,0,3,6,35,12,21,13,6,0,98,0,3,3,47,23,18,20,3,0,107,0,0,7,8,13,13,10,0,0,49,0,8,14,30,24,19,10,3,0,105,0,16,23,106,74,68,41,44,17,411,205,500,403,987,485,424,324,213,104,3647,2355,5506,4581,9544,5377,5164,3981,2149,839,39489
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,14,0,3,0,0,0,28,22,42,39,117,65,47,23,16,3,376,306,583,648,1107,421,277,158,62,11,3574
LGA53990,0,4,7,3,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,16,11,90,58,270,65,34,11,0,0,533,0,0,0,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,21,23,36,44,16,3,143,0,8,5,5,7,0,4,0,0,34,0,28,57,115,106,55,41,17,0,420,0,0,0,0,0,0,6,0,0,6,0,0,0,68,0,0,0,0,0,73,0,14,6,18,8,6,0,0,0,53,0,0,0,0,0,0,0,0,0,4,0,5,0,7,8,7,19,6,0,55,0,0,4,15,3,0,0,0,0,14,0,0,0,4,4,10,6,3,0,41,0,0,23,33,28,34,18,0,0,139,0,15,21,147,46,62,47,30,4,363,60,144,135,353,206,233,169,99,46,1441,1723,4247,3146,6993,3741,3784,3061,1466,400,28567
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,8,6,5,3,22,8,44,27,82,58,82,67,49,14,444,127,424,308,583,479,644,673,362,78,3680
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,12,8,20,14,25,18,21,18,3,0,125,92,160,90,294,148,191,133,46,12,1160
LGA54170,0,9,12,80,4,9,14,0,0,133,0,0,6,20,50,19,7,4,0,98,7,41,52,233,106,124,95,18,4,676,0,14,13,130,94,122,187,32,23,614,0,0,0,0,3,4,0,0,0,15,3,155,273,576,582,711,577,272,80,3240,8,45,52,134,118,150,157,41,19,720,28,371,838,1616,1341,900,406,158,52,5704,0,9,29,79,17,22,49,17,5,226,0,3,4,73,19,9,12,0,0,120,3,32,46,157,84,44,23,4,0,392,0,0,0,22,3,3,9,0,0,45,24,88,108,212,109,85,76,23,5,726,0,17,32,128,105,68,54,15,8,428,3,46,72,174,199,154,158,75,21,909,0,3,104,304,325,320,151,44,14,1260,21,221,345,1372,852,880,699,341,103,4826,143,372,432,1331,728,648,529,346,193,4717,8538,21309,19300,37619,22768,21744,18096,7853,2782,160003
LGA54200,0,26,11,40,15,7,8,0,0,101,0,3,5,15,22,6,0,0,0,62,5,61,130,274,175,56,56,3,0,756,0,0,0,20,12,16,21,9,4,83,0,0,0,4,0,0,3,0,0,9,0,11,15,73,79,119,122,94,32,546,0,8,9,74,46,48,52,16,0,249,3,39,75,212,156,98,73,37,10,706,0,7,13,58,24,8,19,5,0,142,0,5,3,34,5,0,0,0,0,47,0,19,24,82,38,22,17,0,0,201,0,0,0,11,6,4,0,0,0,20,6,21,23,48,22,32,38,3,0,186,0,3,7,42,10,8,8,4,0,77,0,0,0,26,21,31,27,20,3,130,0,9,47,74,73,70,45,11,5,336,5,57,99,333,230,217,185,126,59,1311,80,230,219,695,320,327,212,180,91,2353,3318,8038,6770,14421,7889,7218,6227,3593,1292,58762
LGA54280,0,6,10,37,4,3,3,0,0,62,6,25,38,53,37,10,0,0,0,168,7,80,105,315,129,79,27,8,3,748,0,0,0,6,0,0,4,0,0,9,0,0,3,6,5,4,0,0,0,23,0,0,5,30,11,30,20,18,3,114,0,0,5,9,8,6,0,0,0,23,7,57,81,191,115,55,15,7,0,531,0,0,5,22,8,0,3,0,0,38,0,0,0,18,0,0,0,0,0,18,0,23,16,63,38,23,6,0,0,171,0,0,0,5,0,0,0,0,0,10,0,4,7,23,5,6,5,0,0,52,0,4,3,27,4,0,4,0,0,49,0,0,0,10,5,7,0,0,0,26,0,24,31,132,60,46,12,0,3,316,17,57,44,258,99,64,33,21,10,594,163,394,329,903,366,351,205,81,33,2821,2233,4259,3610,9217,3915,3416,1782,678,202,29306
LGA54310,0,4,0,32,3,0,0,0,0,44,0,0,3,12,5,0,0,0,0,20,0,39,57,191,116,51,8,4,0,470,0,0,0,10,4,3,0,0,0,15,0,0,0,3,0,0,5,0,0,4,0,0,5,39,21,27,6,0,0,102,0,3,4,9,7,0,0,0,0,28,0,16,26,112,64,30,6,6,0,249,0,0,4,26,9,10,3,0,0,46,0,0,0,29,0,0,0,0,0,32,0,17,15,73,30,12,0,0,0,153,0,0,0,4,0,0,0,0,0,4,0,3,0,30,9,3,0,0,0,46,0,0,6,32,8,0,0,0,0,47,0,0,0,7,4,0,0,4,0,13,0,0,3,35,11,13,0,0,0,71,0,19,23,186,60,34,19,7,3,356,208,539,361,1456,496,338,107,18,4,3520,1873,3765,2369,8467,3142,1864,574,135,12,22199
LGA54340,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,8,5,6,14,3,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,0,0,0,7,3,5,5,5,0,19,3,3,6,10,0,6,3,0,0,42,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,7,0,20,27,21,0,4,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,48,14,4,7,3,0,77,33,64,56,126,43,52,38,21,10,452,276,508,503,1010,489,518,427,232,100,4057
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,20,4,8,16,18,24,36,18,11,6,155,51,97,109,215,154,206,153,114,46,1138
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,19,7,3,4,0,0,54,44,78,41,143,84,47,32,19,0,491
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,30,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,6,21,6,39,22,36,19,17,8,171,111,260,137,425,236,305,222,150,54,1901
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,6,18,9,31,11,17,18,10,9,120,50,98,74,195,125,130,110,51,18,847
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,4,7,3,0,17,18,48,14,70,56,69,60,27,6,361
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,16,5,21,12,8,10,4,0,92,44,117,41,182,117,114,94,43,11,769
LGA54830,0,9,10,70,12,8,8,0,0,110,0,0,0,10,11,0,0,0,0,27,11,339,563,982,589,142,61,15,0,2700,0,0,3,12,10,13,12,3,0,51,0,0,0,12,6,6,0,3,0,26,0,18,12,78,49,74,60,54,20,364,0,13,20,76,44,27,19,4,4,212,3,39,98,293,156,88,40,10,10,736,0,15,13,71,23,9,6,5,0,137,0,0,3,36,0,0,0,0,0,40,3,13,21,75,43,16,7,0,0,179,0,0,0,6,0,0,0,0,0,4,0,14,17,47,15,19,9,4,0,119,0,0,8,47,22,18,4,0,0,106,0,3,0,26,15,23,17,16,9,111,4,24,59,193,68,35,3,0,0,392,6,72,144,630,225,178,115,63,18,1460,150,292,256,802,285,213,147,67,26,2248,3809,6600,5642,15567,5670,4134,2717,1314,416,45867
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,0,9,4,7,16,26,10,17,16,11,4,100,98,149,119,320,173,200,128,67,13,1265
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,3,0,0,0,0,19,12,15,44,224,97,66,11,0,0,472,47,90,136,555,223,207,56,11,5,1333
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,13,0,4,0,0,0,24,20,21,80,237,71,57,10,5,0,503,98,170,205,615,216,180,81,26,3,1588
LGA55110,4,12,0,30,0,3,0,0,4,48,0,4,19,14,23,10,0,0,0,79,8,135,189,429,203,119,50,15,0,1150,0,5,3,16,9,11,20,10,6,81,0,0,4,6,0,0,3,4,0,19,4,46,70,139,150,251,239,188,45,1136,0,4,10,17,28,35,25,14,5,137,4,98,214,388,369,244,131,57,19,1527,0,13,11,24,21,7,9,4,0,100,0,0,0,29,3,7,3,0,0,37,7,46,42,136,66,35,19,0,0,358,0,0,0,0,0,0,4,0,0,11,0,19,25,64,27,53,47,25,6,272,6,12,15,65,21,12,9,0,0,137,0,18,38,85,62,69,77,57,25,425,0,19,32,107,75,66,34,23,3,362,9,68,109,370,242,256,278,168,39,1535,183,465,473,1253,731,669,601,573,375,5328,4773,10905,9464,19152,10978,11960,12513,7848,2707,90306
LGA55180,0,5,0,5,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,10,0,0,5,15,13,8,3,0,0,53,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11,15,9,0,42,0,0,0,0,7,0,3,0,0,6,0,0,0,4,10,0,6,6,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,23,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,4,3,0,0,15,4,6,13,76,19,25,27,13,0,171,12,72,72,137,128,130,87,53,19,712,429,1052,927,1857,1246,1510,1213,647,221,9093
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,15,0,3,0,0,0,23,16,8,48,125,47,32,20,9,0,296,72,100,165,443,154,155,81,31,0,1200
LGA55320,0,21,17,86,20,6,4,3,0,171,0,0,3,16,21,14,7,0,0,54,0,60,103,228,89,69,39,14,3,605,0,0,4,50,24,31,55,9,16,197,0,0,0,5,0,5,0,0,0,7,0,28,72,161,188,285,240,154,66,1179,4,113,203,455,248,240,259,102,34,1650,0,75,231,404,393,258,206,108,35,1709,0,21,40,129,109,84,109,35,14,530,4,19,12,128,36,22,21,0,0,249,7,46,47,119,69,38,28,8,0,355,0,0,0,21,4,7,5,0,0,44,9,67,74,154,60,61,58,27,10,528,0,27,24,121,69,61,34,5,6,344,0,7,6,51,48,45,52,34,14,268,0,0,39,117,110,104,57,28,7,452,25,201,255,894,470,499,440,292,127,3200,99,257,312,892,459,438,410,330,298,3499,4959,12949,12738,24360,13754,12993,11756,6676,3336,103523
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,10,0,0,24,73,20,17,10,4,0,160,7,20,77,225,82,70,40,11,0,524
LGA55460,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,5,0,0,0,24,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,16,0,6,0,11,6,10,3,0,3,38,18,41,43,114,44,59,49,26,12,409,185,403,349,750,398,449,368,160,65,3119
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,10,22,9,10,0,68,38,47,27,86,55,75,52,34,9,407
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,8,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,6,0,0,0,17,9,45,28,59,41,41,36,20,9,294,116,319,234,483,324,337,268,149,57,2292
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,13,4,37,21,12,8,14,24,10,3,126,43,110,71,125,77,83,98,36,18,660
