LGA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
LGA53220,3,0,5,6,0,8,0,0,0,24,62,167,530,393,264,159,24,5,0,1590,9,17,29,13,8,15,0,0,0,96,22,140,677,693,485,324,33,5,0,2378,0,3,17,10,11,0,0,0,0,48,0,3,6,17,10,11,3,0,0,58,9,42,129,108,79,58,8,0,0,435,7,0,39,27,12,3,0,0,0,88,25,24,53,35,25,13,4,0,0,179,25,28,77,35,26,19,8,0,0,224,5,11,23,21,28,17,4,0,0,112,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,7,5,28,16,13,9,3,0,0,78,0,7,41,26,17,8,0,0,0,104,4,23,57,37,45,16,7,0,0,185,6,15,48,39,35,27,5,0,0,164,4,23,55,53,53,35,9,0,0,237,4,9,67,44,34,25,8,0,0,192,9,9,16,9,10,7,0,0,0,49
LGA53290,8,14,13,17,20,18,13,4,0,108,191,234,544,606,713,561,155,25,0,3022,32,64,195,232,294,215,97,35,0,1161,0,18,46,45,50,56,11,0,0,228,23,20,35,31,34,28,10,4,0,173,6,0,9,22,25,11,0,0,0,79,35,46,109,89,80,91,26,0,0,486,14,16,51,50,65,55,4,0,0,257,103,65,102,106,94,82,17,0,0,567,107,55,54,55,61,62,23,0,0,422,3,23,95,127,139,128,36,3,0,554,0,3,0,5,7,0,0,0,0,20,0,5,16,26,13,15,6,0,0,77,0,4,12,15,25,10,3,0,0,68,6,13,40,32,27,34,15,0,0,169,0,8,30,28,29,41,8,3,0,144,4,14,45,68,88,60,18,0,0,295,6,27,104,121,157,132,31,0,0,569,13,48,101,116,145,139,33,4,0,606,8,8,6,10,14,0,0,0,0,47
LGA53360,0,3,18,3,0,10,0,0,0,49,41,73,237,190,160,104,23,3,0,836,4,6,8,0,7,6,8,0,0,43,0,4,22,14,17,6,0,0,0,65,3,8,13,8,3,5,0,0,0,38,0,0,3,10,4,4,0,0,0,19,16,11,36,33,35,27,3,0,0,162,4,0,4,0,4,3,0,0,0,18,30,12,29,23,33,15,4,0,0,154,25,41,75,52,29,19,4,0,0,241,4,12,45,38,23,26,9,0,0,157,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,4,12,13,3,8,0,0,40,0,3,37,39,35,23,3,0,0,142,6,5,25,29,14,5,0,0,0,84,3,7,34,42,42,21,4,0,0,150,0,3,17,36,30,15,4,0,0,107,0,5,24,22,20,28,8,0,0,107,0,0,8,7,4,9,0,0,0,28
LGA53430,8,31,79,77,55,34,18,4,0,302,370,707,1861,1745,1714,1484,445,37,3,8363,3,12,21,22,29,38,13,6,0,157,0,30,246,262,209,139,20,5,0,923,26,52,143,161,157,134,43,0,0,732,0,3,31,52,31,42,6,0,0,167,21,67,258,269,243,207,56,8,0,1126,10,18,56,66,68,62,13,0,0,291,157,186,173,173,135,138,64,9,0,1029,269,304,325,148,75,76,26,3,0,1224,9,27,98,113,127,122,42,3,0,543,10,13,39,38,45,30,13,0,0,179,0,9,52,82,77,48,20,0,0,283,7,8,41,49,55,34,31,9,5,233,9,99,418,501,411,300,121,16,0,1866,14,23,84,86,83,76,19,4,0,388,3,39,230,247,228,206,65,7,0,1026,25,96,351,429,504,502,143,12,0,2066,30,177,600,525,538,546,172,17,0,2599,24,62,114,119,56,68,34,9,0,484
LGA53570,0,5,8,12,9,8,9,0,0,56,45,63,226,212,267,247,75,12,0,1137,25,59,204,112,124,109,70,23,0,723,6,13,33,63,77,68,8,0,0,265,8,6,26,24,23,27,6,5,0,119,0,0,0,0,12,8,3,0,0,27,12,15,48,46,64,59,15,0,0,254,3,6,5,5,14,11,3,0,0,43,24,9,15,23,25,24,15,0,0,139,19,8,15,17,26,21,8,4,0,112,0,3,8,9,19,33,9,0,0,86,0,0,0,0,0,6,0,0,0,10,0,0,0,0,5,8,0,0,0,14,0,0,0,0,4,9,6,0,0,20,0,0,6,11,10,15,13,3,0,55,0,5,12,5,23,19,13,0,0,74,0,5,11,22,26,28,3,0,0,97,0,0,13,24,32,33,9,0,0,116,5,9,15,19,38,33,7,0,0,127,3,0,0,4,5,5,0,0,0,17
LGA53640,0,0,7,0,0,0,0,0,0,4,4,17,60,48,54,41,27,7,0,252,7,15,64,51,53,53,32,6,0,282,0,0,0,0,4,0,0,0,0,9,0,3,0,12,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,7,3,5,5,3,0,0,32,4,0,9,9,7,7,3,0,0,45,0,0,3,0,4,4,6,0,0,22,0,0,0,0,4,0,3,0,0,13,0,0,3,6,0,5,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,9,0,4,4,4,6,7,6,0,0,32,0,3,9,9,15,7,4,0,0,48,0,0,6,7,0,4,5,0,0,27,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,5,0,0,0,4,4,19,17,45,43,51,10,3,0,200,5,5,13,39,25,23,21,6,0,138,0,0,6,4,12,0,0,0,0,17,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,11,6,0,0,32,0,3,0,4,0,0,0,0,0,14,0,3,5,3,4,9,3,0,0,25,0,0,0,4,5,6,0,0,0,19,0,0,4,5,9,9,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,9,0,0,0,4,3,3,0,0,0,7,0,0,4,9,5,8,0,0,0,26,0,3,4,10,5,8,0,0,0,30,0,0,3,6,8,12,0,0,0,38,0,0,0,0,0,0,0,0,0,0
LGA53780,59,129,274,286,205,156,36,8,0,1168,1563,2696,5611,6435,5561,3690,841,69,4,26460,14,26,75,73,85,55,22,5,4,360,17,160,649,964,718,392,62,8,0,2971,125,286,773,1084,998,649,166,9,0,4090,4,39,107,181,163,102,22,0,0,614,162,486,1217,1287,1017,658,167,5,0,4992,58,153,401,498,479,280,68,4,0,1945,772,1067,1103,1073,879,633,181,16,0,5724,1197,676,766,587,436,256,53,6,0,3974,81,297,919,1067,895,757,205,9,0,4227,29,38,101,134,74,52,10,0,0,435,13,60,262,356,254,141,31,0,0,1121,16,43,150,164,146,99,46,3,0,680,27,280,743,1059,650,343,92,10,0,3200,51,208,429,466,413,315,111,3,0,1991,35,182,495,814,770,639,129,13,0,3063,101,308,673,1054,1089,722,184,15,0,4151,122,703,1807,2063,1729,1207,326,22,0,7982,87,123,172,203,123,76,31,7,0,836
LGA53800,23,28,37,56,58,43,15,4,3,261,688,712,1556,1781,2074,1562,410,34,3,8820,30,52,103,128,162,162,97,39,3,775,11,79,252,296,308,196,24,0,0,1173,38,38,91,90,82,88,29,8,0,457,4,8,31,34,39,50,12,0,0,180,98,171,364,330,274,305,84,3,0,1636,15,33,84,113,111,81,16,3,0,460,363,256,323,291,330,253,73,14,0,1898,449,162,201,154,131,115,40,4,0,1262,18,40,177,194,314,293,94,5,0,1145,12,9,23,26,12,22,0,0,0,108,3,11,37,46,61,41,10,0,0,210,10,9,31,21,43,37,19,0,0,167,16,42,135,143,170,110,45,4,0,665,15,30,82,99,130,108,25,3,0,478,15,44,170,235,323,272,61,5,0,1122,28,79,304,437,527,403,84,5,0,1874,74,193,580,586,677,504,150,5,0,2771,10,20,13,22,31,26,5,3,0,139
LGA53920,0,0,9,7,0,3,0,0,0,22,15,39,107,81,75,58,15,0,0,393,4,8,0,3,10,8,0,0,0,38,0,5,11,4,8,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,12,11,10,4,0,0,0,37,0,0,0,0,0,4,4,0,0,5,0,4,13,8,4,7,0,0,0,39,0,3,13,10,13,8,3,0,0,47,0,0,4,6,5,3,0,0,0,17,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,4,0,4,0,0,0,0,0,9,3,0,12,14,11,8,0,0,0,42,0,7,22,17,17,15,5,0,0,85,8,21,55,45,32,23,6,0,0,194,0,18,33,29,30,19,10,0,0,137,0,0,5,0,9,3,3,0,0,21
LGA53990,15,9,43,38,33,25,11,4,0,189,510,435,1141,1467,1496,1059,238,21,0,6372,23,40,137,110,109,127,91,37,0,669,18,61,258,367,296,205,16,0,0,1230,95,141,411,466,374,248,45,0,0,1784,3,20,49,74,78,44,9,0,0,281,81,131,285,295,310,264,57,9,0,1430,9,19,46,63,52,38,7,0,0,242,211,110,192,227,231,180,26,3,0,1184,305,70,86,91,86,53,20,3,0,702,8,30,54,103,128,119,41,3,0,492,5,3,12,6,7,5,0,0,0,40,0,6,27,29,44,24,9,0,0,142,4,12,28,21,38,23,10,0,0,142,4,25,78,101,96,62,30,4,0,405,8,17,57,55,66,66,17,0,0,289,7,27,87,141,165,153,33,0,0,625,15,23,152,298,332,266,65,5,0,1154,49,122,246,368,410,310,54,0,0,1568,26,14,30,30,12,14,3,0,0,126
LGA54060,6,0,0,0,9,0,4,3,0,30,47,39,66,135,186,169,59,16,0,709,4,6,11,32,36,37,42,13,0,173,0,11,15,42,49,33,8,0,0,163,10,3,3,10,14,17,0,3,0,62,0,0,6,6,4,8,4,0,0,20,10,13,17,31,32,27,12,0,0,143,0,0,0,0,8,5,3,0,0,24,29,9,16,17,29,34,12,0,0,145,24,10,14,17,22,25,4,0,0,121,0,0,10,11,15,34,8,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,7,3,0,0,22,0,0,11,9,8,9,5,0,0,46,0,0,3,9,7,6,4,0,0,32,0,6,10,9,20,18,3,0,0,58,0,3,9,27,34,36,9,0,0,117,0,7,14,18,45,31,11,0,0,122,0,0,0,3,3,3,0,0,0,10
LGA54130,0,0,0,0,0,0,0,0,0,5,4,15,51,64,48,50,22,0,0,262,8,24,57,67,65,52,28,0,0,299,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,3,3,8,3,4,3,0,0,29,0,0,0,3,0,4,0,0,0,8,0,3,3,6,0,5,0,0,0,14,0,6,3,7,5,10,6,0,0,41,0,0,4,5,5,7,9,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,6,0,0,0,4,0,0,3,8,5,6,0,0,0,28,0,0,10,12,13,6,7,0,0,54,0,6,9,3,4,3,0,0,0,24,0,0,0,0,0,5,0,0,0,5
LGA54170,87,97,227,279,309,211,67,17,0,1293,2810,3479,6552,8766,9576,7636,1796,121,3,40747,15,29,62,59,84,63,32,5,0,357,27,208,1011,1478,1353,791,155,7,0,5021,194,219,437,637,827,795,220,18,0,3342,16,36,156,262,294,203,44,0,0,1003,406,760,1906,2453,2168,1586,364,15,3,9658,52,126,283,405,519,447,118,8,0,1966,1378,1368,975,853,1097,1051,334,37,5,7091,1908,883,524,420,369,313,101,6,0,4526,57,128,348,488,615,595,209,17,0,2450,76,91,113,189,172,145,36,4,0,826,19,123,409,727,755,521,150,9,0,2724,18,75,203,279,286,273,105,19,3,1264,79,486,1139,1903,1851,1159,394,44,5,7058,74,221,359,506,563,497,162,21,0,2409,45,213,778,1313,1476,1252,283,17,0,5377,203,465,1254,2027,2576,2127,527,28,0,9210,198,906,1958,2321,2765,2545,655,44,0,11392,280,250,224,236,247,178,72,6,0,1500
LGA54200,18,34,106,106,103,69,28,5,0,468,903,1144,2415,3098,3131,2360,655,52,6,13769,13,16,34,48,55,62,44,18,3,295,23,108,497,612,555,342,65,9,0,2207,93,130,256,408,427,304,84,8,0,1723,5,13,57,92,84,60,12,0,0,316,100,244,608,639,553,445,119,15,0,2726,23,79,193,257,273,197,46,4,0,1074,433,414,388,409,403,342,118,10,0,2515,592,277,197,159,136,107,38,0,0,1506,38,137,319,473,508,526,155,12,0,2172,9,37,27,55,55,26,14,3,0,220,5,12,83,143,140,77,21,3,0,486,8,28,78,88,108,65,38,6,0,416,19,89,319,489,421,276,109,13,0,1732,33,76,127,182,174,159,44,0,0,800,12,71,251,387,441,364,81,10,0,1617,64,131,349,587,753,535,148,13,0,2589,80,258,629,790,787,667,202,14,0,3430,61,63,108,86,69,62,27,3,0,475
LGA54280,18,19,46,64,63,32,8,4,0,258,432,644,1613,1490,1407,1025,231,15,0,6858,7,0,12,11,10,6,3,0,0,52,111,365,1123,1011,829,579,81,3,0,4105,21,51,174,168,107,105,31,0,0,659,7,15,34,45,35,35,8,0,0,175,52,102,249,219,185,188,51,0,0,1043,10,38,112,100,93,59,16,0,0,429,231,140,186,175,180,144,49,4,0,1112,204,107,161,147,127,84,21,8,0,852,7,49,120,141,219,204,85,0,0,828,3,14,14,14,9,6,0,0,0,52,0,8,26,28,19,11,4,0,0,90,6,32,65,53,53,50,9,3,0,271,30,58,136,108,101,78,26,3,0,553,7,35,73,63,79,56,11,4,0,332,14,44,185,182,167,136,33,3,0,769,18,80,222,232,254,218,47,4,0,1077,30,120,347,314,285,259,55,3,0,1408,15,6,18,26,22,21,8,0,0,121
LGA54310,14,19,45,51,31,14,0,0,0,176,271,334,1312,1366,1016,462,81,0,0,4841,0,4,5,7,7,3,4,0,0,25,23,141,719,970,624,297,37,0,0,2813,21,18,80,84,65,39,7,0,0,311,4,13,59,63,48,37,8,0,0,234,43,87,359,298,186,122,27,0,0,1122,14,14,43,43,30,23,4,0,0,177,157,66,156,138,101,58,10,0,0,684,147,53,152,118,81,65,18,0,0,621,17,34,115,165,175,96,28,0,0,625,3,4,16,14,3,6,0,0,0,43,3,0,15,15,10,3,0,0,0,44,4,24,53,52,51,29,4,0,0,214,8,13,64,77,41,30,10,0,0,236,22,41,122,122,122,52,11,0,0,495,13,28,149,203,171,107,24,0,0,696,3,44,214,287,236,85,18,0,0,893,39,65,220,228,168,102,14,0,0,835,12,4,17,29,17,10,3,0,0,95
LGA54340,5,0,0,3,5,8,0,0,0,27,56,79,140,148,161,155,56,8,0,810,11,18,55,44,54,45,26,10,0,262,0,0,7,0,7,5,0,0,0,17,7,29,71,55,62,41,3,0,0,272,4,6,9,5,3,6,0,0,0,26,4,6,22,16,13,20,4,0,0,80,3,14,20,12,13,12,5,0,0,85,25,14,30,37,24,32,9,3,0,169,23,14,8,16,17,13,0,3,0,93,0,3,5,7,16,12,12,0,0,63,0,0,0,5,0,0,0,0,0,6,0,0,5,3,4,0,0,0,0,26,0,0,6,0,0,4,0,0,0,12,0,0,5,4,7,10,3,0,0,34,0,3,9,11,3,9,6,0,0,48,3,6,21,19,21,22,11,0,0,102,6,11,28,38,32,38,8,0,0,162,3,25,34,39,39,50,23,0,0,198,0,5,0,0,0,7,0,0,0,7
LGA54410,0,0,0,0,0,0,6,4,0,9,20,15,25,42,55,50,11,3,0,224,4,4,11,21,30,25,11,3,0,109,0,0,3,5,0,3,0,0,0,13,5,0,8,5,0,3,5,0,0,28,0,0,0,3,0,3,0,0,0,10,0,3,5,9,7,11,0,0,0,25,0,0,3,0,4,3,0,0,0,12,4,0,8,3,13,10,0,0,0,37,9,0,6,3,3,3,0,0,0,30,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,0,0,9,6,9,9,3,0,0,35,0,0,3,10,13,12,0,0,0,45,4,0,10,8,10,27,0,0,0,67,0,0,0,0,0,0,0,0,0,4
LGA54480,0,0,0,0,6,0,0,0,0,6,0,6,20,27,26,15,7,0,0,104,3,7,28,50,41,25,6,8,0,166,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,0,0,0,17,0,0,3,6,9,0,3,0,0,21,0,4,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA54550,3,0,0,4,0,6,6,0,0,17,19,27,66,86,96,91,41,3,0,434,16,31,47,88,86,96,62,14,0,444,0,0,3,0,0,4,0,0,0,5,0,5,10,9,6,10,0,0,0,38,0,0,0,0,0,0,0,0,0,7,5,3,3,5,12,5,6,0,0,37,0,5,3,5,3,0,0,0,0,24,0,0,4,6,19,11,3,0,0,49,0,0,4,3,0,4,0,0,0,21,0,0,8,7,7,22,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,6,3,4,0,8,0,0,0,23,0,0,3,0,4,4,0,0,0,12,0,0,8,8,6,7,0,0,0,36,5,7,9,20,15,11,0,0,0,65,4,0,12,23,15,16,0,0,0,67,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,3,0,0,0,0,0,0,12,3,12,32,32,48,42,24,4,0,193,6,12,24,34,36,34,29,11,7,197,0,3,6,3,0,3,0,0,0,18,0,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,4,0,0,0,22,0,0,0,3,0,0,0,0,0,12,0,0,0,4,5,5,4,0,0,20,0,0,4,3,3,10,5,0,0,26,0,0,0,5,4,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,0,4,4,0,0,0,0,16,0,0,5,0,11,8,9,0,0,35,0,0,6,0,6,6,3,0,0,21,0,0,3,0,9,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,3,0,13,10,17,22,9,0,0,83,3,3,9,18,20,23,11,3,0,80,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,8,0,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,3,0,4,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,5,4,3,3,0,0,28,0,0,3,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,6,3,27,40,45,41,21,5,0,177,0,12,31,42,44,50,27,13,0,216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,0,4,0,0,0,15,3,0,3,3,4,0,0,0,0,15,0,0,0,3,4,3,0,0,0,13,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,5,5,8,0,0,0,23,0,0,10,13,11,4,0,0,0,35,0,0,0,4,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA54830,21,39,116,92,67,33,13,0,0,390,546,977,2646,2584,1943,1136,214,13,0,10044,5,14,38,42,64,31,8,3,0,205,16,90,375,401,306,163,13,0,0,1364,62,156,379,483,399,227,53,4,0,1756,3,7,63,80,81,31,0,0,0,269,61,192,544,510,379,258,35,0,0,1992,21,48,152,174,137,71,16,0,0,614,245,283,496,437,329,187,33,0,0,2016,439,251,279,178,135,47,10,0,0,1341,23,56,310,354,256,191,43,0,0,1233,11,16,54,37,22,7,0,6,0,142,0,22,124,149,61,34,4,0,0,401,4,9,53,75,43,29,15,0,0,231,16,76,286,372,175,90,14,6,0,1037,22,75,198,202,144,99,28,0,0,769,8,106,338,370,267,186,43,6,0,1308,36,83,325,386,300,196,46,3,0,1373,37,275,799,817,667,391,83,0,0,3070,24,37,79,67,34,20,11,0,0,268
LGA54900,0,0,3,0,0,0,0,0,0,5,8,17,51,68,62,65,25,11,0,317,9,11,49,76,80,78,46,14,0,360,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,3,0,0,24,0,5,14,11,3,9,5,0,0,51,0,4,0,7,11,12,0,4,0,43,0,3,3,10,5,4,0,0,0,26,3,0,6,6,7,10,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,6,5,0,0,0,27,0,3,10,13,10,10,0,0,0,46,5,5,9,10,3,6,0,0,0,36,0,0,0,0,0,0,0,0,0,5
LGA54970,0,0,0,0,0,0,0,0,0,0,7,15,43,28,23,33,0,0,0,147,0,4,4,3,0,5,0,0,0,9,3,24,98,70,67,42,7,0,0,311,0,0,4,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,5,7,3,3,8,4,0,0,24,0,0,0,5,0,10,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,16,6,5,7,0,0,0,39,0,0,3,0,4,11,0,0,0,21,0,0,5,4,3,13,0,0,0,24,0,0,0,4,0,0,0,0,0,3
