LGA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA54900,..,0,30,43,52,60,43,18,0,248,..,8,15,11,13,11,0,0,0,54,..,0,0,0,0,0,0,0,0,8,125,..,..,..,..,..,..,..,..,125,..,6,..,..,..,..,..,..,..,6,..,12,11,0,3,0,0,0,0,30,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,5,0,0,6,0,0,0,10,..,13,15,10,18,23,21,10,0,92,3,0,3,0,0,3,0,3,0,20,124,48,66,74,91,93,59,27,3,594,..,4,33,58,45,55,30,17,0,235,..,6,20,14,8,8,0,0,0,52,..,0,0,7,0,0,0,0,0,14,100,..,..,..,..,..,..,..,..,100,..,4,..,..,..,..,..,..,..,4,..,4,4,0,0,0,0,0,0,11,..,3,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
LGA54970,..,5,12,5,4,14,5,3,0,47,..,0,8,14,4,10,0,0,0,38,..,3,0,0,0,5,0,0,0,6,60,..,..,..,..,..,..,..,..,60,..,3,..,..,..,..,..,..,..,3,..,11,3,0,0,0,0,0,0,15,..,7,0,3,0,5,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,7,4,5,10,6,0,0,37,0,4,6,5,0,0,0,0,0,15,60,34,29,31,24,44,19,7,0,241,..,4,9,6,3,17,0,0,0,45,..,3,13,7,13,9,0,0,0,41,..,0,7,4,3,3,0,0,0,22,48,..,..,..,..,..,..,..,..,48,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,10,..,8,4,6,7,5,3,0,0,36,..,0,0,0,0,0,0,0,0,0
LGA55040,..,0,16,24,25,21,19,4,0,112,..,7,17,8,9,8,0,0,0,53,..,0,0,0,6,0,0,0,0,6,97,..,..,..,..,..,..,..,..,97,..,4,..,..,..,..,..,..,..,4,..,8,3,5,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,5,3,0,0,0,0,0,0,8,..,3,10,4,10,12,7,4,0,52,0,0,5,3,7,3,4,0,0,22,97,30,58,48,58,52,35,10,4,382,..,0,20,24,24,21,12,6,0,115,..,9,21,10,8,7,0,0,0,58,..,0,4,7,6,4,0,0,0,24,101,..,..,..,..,..,..,..,..,101,..,4,..,..,..,..,..,..,..,4,..,4,3,5,0,0,0,0,0,10,..,8,4,0,0,5,0,0,0,21,..,0,0,0,0,0,0,0,0,0
LGA55110,..,31,953,2014,2501,2967,3487,2414,546,14927,..,360,1042,717,587,494,347,141,26,3709,..,8,62,182,236,170,73,42,26,810,7412,..,..,..,..,..,..,..,..,7412,..,1637,..,..,..,..,..,..,..,1637,..,1609,670,322,191,77,20,0,0,2887,..,227,136,81,69,75,66,36,22,701,..,106,122,56,51,33,17,3,3,389,..,139,229,101,135,131,130,51,12,928,..,130,425,431,580,792,987,634,284,4265,96,143,123,95,97,98,90,57,8,808,7510,4406,3758,3991,4447,4844,5217,3373,922,38477,..,79,1543,2651,2916,3312,3465,1847,276,16092,..,552,1288,798,635,496,288,98,15,4170,..,135,683,905,907,443,196,125,95,3494,7372,..,..,..,..,..,..,..,..,7372,..,1803,..,..,..,..,..,..,..,1803,..,1061,367,109,88,76,26,0,0,1734,..,210,71,46,82,171,165,112,75,920,..,135,72,37,23,23,9,6,0,307
LGA55180,..,0,92,202,261,362,318,172,42,1455,..,43,117,72,80,81,38,12,0,447,..,0,3,9,20,15,8,3,0,56,699,..,..,..,..,..,..,..,..,699,..,120,..,..,..,..,..,..,..,120,..,165,47,24,22,9,0,0,0,267,..,24,13,4,6,22,7,0,6,80,..,10,12,3,8,3,3,0,0,35,..,19,27,8,19,11,13,0,3,101,..,25,62,51,94,128,131,79,22,586,14,18,11,18,15,32,22,9,10,144,714,432,381,388,518,664,535,282,79,3983,..,12,124,247,313,384,286,129,11,1508,..,65,130,76,82,82,28,6,0,465,..,10,38,73,57,33,18,12,9,245,652,..,..,..,..,..,..,..,..,652,..,133,..,..,..,..,..,..,..,133,..,87,29,12,4,11,4,0,0,147,..,17,5,0,0,9,8,8,3,59,..,6,3,6,3,0,0,0,0,16
LGA55250,..,0,11,12,8,19,10,8,0,60,..,10,22,7,4,9,3,3,0,63,..,0,0,0,6,0,0,0,0,8,75,..,..,..,..,..,..,..,..,75,..,0,..,..,..,..,..,..,..,0,..,12,5,6,0,0,0,0,0,26,..,10,9,4,0,6,3,0,0,28,..,0,3,0,0,0,0,0,0,4,..,0,0,0,5,0,0,0,0,8,..,0,8,5,17,22,16,6,0,71,9,5,0,3,0,0,0,0,0,21,87,41,60,36,39,60,36,11,0,367,..,0,9,15,18,5,5,0,0,56,..,8,20,11,3,9,3,0,0,62,..,5,11,11,0,7,0,5,0,35,69,..,..,..,..,..,..,..,..,69,..,9,..,..,..,..,..,..,..,9,..,16,0,0,0,0,0,0,0,14,..,15,0,0,4,5,0,0,0,31,..,3,0,0,0,0,0,0,0,0
LGA55320,..,16,1227,3995,4388,4037,3933,2170,623,20387,..,162,1124,645,486,412,211,80,17,3141,..,10,20,128,248,179,72,42,39,747,8799,..,..,..,..,..,..,..,..,8799,..,3212,..,..,..,..,..,..,..,3212,..,1696,1163,359,192,112,34,0,0,3559,..,233,196,44,43,62,52,41,26,696,..,116,169,51,38,26,15,4,0,414,..,354,567,146,107,80,79,23,7,1356,..,115,393,401,500,615,626,457,288,3399,87,118,95,87,58,70,37,19,13,596,8889,6034,4964,5848,6062,5589,5060,2842,1019,46307,..,36,1839,4709,4701,4236,3685,1567,311,21075,..,274,1254,690,499,379,169,48,7,3317,..,11,160,641,985,595,231,146,155,2920,8458,..,..,..,..,..,..,..,..,8458,..,3254,..,..,..,..,..,..,..,3254,..,1221,786,208,125,88,34,0,0,2456,..,272,146,47,55,139,194,147,111,1113,..,96,120,32,21,15,13,0,0,297
LGA55390,..,0,0,0,6,4,0,0,0,8,..,0,3,5,0,0,3,0,0,19,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,6,0,0,4,4,0,20,0,3,3,0,5,0,0,0,0,11,10,12,8,15,9,10,13,6,0,85,..,0,0,3,5,5,0,0,0,10,..,0,0,3,8,6,0,0,0,21,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4
LGA55460,..,0,59,68,94,111,98,41,11,485,..,26,37,31,27,14,8,0,0,136,..,0,3,4,3,5,0,0,3,26,251,..,..,..,..,..,..,..,..,251,..,27,..,..,..,..,..,..,..,27,..,50,31,9,7,0,0,0,0,90,..,0,0,4,3,0,0,3,0,12,..,3,0,4,0,0,0,0,0,5,..,10,10,3,3,8,3,0,0,39,..,22,20,28,32,43,48,13,10,211,3,7,7,3,11,3,8,5,0,44,252,140,163,145,182,194,161,68,27,1338,..,4,59,91,92,121,94,29,3,496,..,29,40,34,18,6,5,0,0,138,..,0,15,21,25,15,6,4,0,82,258,..,..,..,..,..,..,..,..,258,..,32,..,..,..,..,..,..,..,32,..,19,8,5,0,0,0,0,0,45,..,11,4,0,5,5,4,0,0,29,..,3,0,0,0,0,0,0,0,3
LGA55530,..,0,7,11,15,15,10,10,0,70,..,0,7,0,3,0,4,0,0,26,..,0,0,0,0,0,0,0,0,6,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,13,9,3,0,32,0,0,0,0,0,0,0,0,4,4,33,9,14,17,25,28,26,12,4,184,..,0,9,14,16,15,9,8,0,70,..,0,3,7,8,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA55600,..,0,17,42,74,90,81,36,4,346,..,12,26,25,21,9,7,0,0,95,..,0,3,4,5,4,0,0,0,18,179,..,..,..,..,..,..,..,..,179,..,12,..,..,..,..,..,..,..,12,..,26,19,5,5,0,0,0,0,54,..,10,0,0,0,0,0,4,0,20,..,0,4,0,0,0,0,0,0,8,..,4,5,0,0,0,0,0,0,22,..,12,22,13,27,32,23,24,6,149,3,5,6,6,0,6,5,0,5,34,186,88,95,98,135,152,120,63,16,948,..,0,25,59,85,90,62,26,5,351,..,17,30,22,21,11,3,0,0,100,..,3,16,16,13,4,6,0,0,64,176,..,..,..,..,..,..,..,..,176,..,25,..,..,..,..,..,..,..,25,..,22,5,0,0,0,0,0,0,26,..,6,4,6,6,0,7,0,0,31,..,3,0,4,0,0,0,0,0,12
LGA55670,..,0,6,10,18,17,17,5,3,87,..,4,6,8,0,5,4,5,0,33,..,0,0,0,0,0,0,0,0,0,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,6,5,0,5,0,0,0,0,16,..,4,4,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,3,0,3,15,10,6,0,4,38,0,0,0,0,0,0,0,0,0,5,57,27,29,25,37,29,38,10,11,259,..,0,17,15,12,20,20,9,3,92,..,7,7,12,4,0,3,0,0,36,..,0,3,7,4,7,0,0,0,12,47,..,..,..,..,..,..,..,..,47,..,9,..,..,..,..,..,..,..,9,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA55740,..,0,89,301,419,307,264,150,34,1573,..,21,103,62,60,34,30,11,0,328,..,0,0,8,15,15,6,4,0,50,687,..,..,..,..,..,..,..,..,687,..,285,..,..,..,..,..,..,..,285,..,89,64,17,11,5,4,0,0,187,..,14,16,3,4,5,5,0,3,42,..,4,14,5,0,0,0,0,0,22,..,30,51,16,15,11,11,4,0,138,..,31,77,85,63,102,103,51,24,527,10,9,16,6,5,6,5,4,0,58,694,485,427,493,596,497,423,231,67,3907,..,7,122,361,452,302,244,106,21,1618,..,27,126,60,49,41,26,10,0,336,..,0,17,40,91,43,5,8,10,213,733,..,..,..,..,..,..,..,..,733,..,378,..,..,..,..,..,..,..,378,..,77,47,3,3,3,4,0,0,143,..,11,10,0,3,3,11,10,5,60,..,8,12,9,3,0,3,0,0,32
LGA55810,..,0,0,4,8,7,4,8,0,32,..,0,0,3,3,8,3,0,0,21,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,5,0,0,0,10,..,0,0,0,4,6,5,0,0,25,0,5,4,0,4,0,0,0,0,17,25,8,15,9,21,23,23,9,0,136,..,0,0,13,3,12,3,3,0,36,..,0,4,7,6,5,0,0,0,23,..,0,3,7,0,3,0,0,0,13,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA55880,..,0,6,9,19,29,9,7,5,82,..,0,6,6,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,4,8,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,3,15,8,6,0,4,47,0,0,0,5,0,4,0,0,0,9,33,9,20,27,39,44,28,9,4,208,..,0,6,12,15,23,8,6,0,78,..,0,6,7,7,4,0,0,0,21,..,0,0,3,0,0,3,0,0,8,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,3,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0
LGA55950,..,0,9,16,21,22,28,16,3,121,..,0,6,0,4,4,0,0,0,10,..,0,0,5,3,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,8,..,..,..,..,..,..,..,8,..,4,3,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,4,3,4,3,7,3,0,0,36,0,0,0,0,3,0,0,0,0,7,53,22,31,27,38,34,35,19,3,260,..,0,11,21,29,26,19,11,0,128,..,0,9,3,0,3,0,0,0,12,..,0,0,0,0,5,0,0,0,11,44,..,..,..,..,..,..,..,..,44,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA56090,..,4,462,1048,1436,1640,1423,806,150,6981,..,79,417,329,316,282,136,44,8,1605,..,0,15,55,114,72,41,14,16,326,3212,..,..,..,..,..,..,..,..,3212,..,892,..,..,..,..,..,..,..,892,..,844,415,143,91,42,10,0,0,1540,..,60,64,32,39,43,34,23,12,305,..,51,37,17,22,14,14,5,0,158,..,39,47,41,46,61,42,11,5,293,..,28,111,116,206,270,272,157,64,1232,47,57,43,49,18,25,29,15,5,284,3255,2051,1617,1840,2290,2446,1999,1080,254,16836,..,15,678,1325,1646,1715,1350,558,75,7363,..,128,482,414,358,256,107,36,3,1786,..,17,116,235,320,197,88,73,43,1090,2972,..,..,..,..,..,..,..,..,2972,..,920,..,..,..,..,..,..,..,920,..,564,234,81,50,33,10,0,0,967,..,72,27,12,20,57,85,80,45,394,..,56,20,11,17,16,11,4,0,130
LGA56160,..,0,4,0,4,3,0,0,0,13,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,14,4,9,9,5,7,0,0,0,51,..,0,3,3,3,6,0,0,0,14,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,9,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA56230,..,14,211,388,530,629,694,458,105,3036,..,72,176,147,130,128,76,27,9,760,..,3,14,40,52,34,21,5,10,177,1531,..,..,..,..,..,..,..,..,1531,..,268,..,..,..,..,..,..,..,268,..,337,141,76,49,27,5,0,0,637,..,42,21,8,10,17,21,5,8,133,..,30,27,18,8,9,5,0,0,97,..,17,38,14,22,26,22,6,4,142,..,21,61,72,129,175,220,140,51,863,32,19,23,16,29,20,32,19,0,195,1566,820,726,789,957,1060,1084,661,178,7838,..,17,318,518,611,706,706,343,46,3259,..,109,241,180,140,127,62,22,5,880,..,17,112,161,150,68,45,29,11,597,1461,..,..,..,..,..,..,..,..,1461,..,367,..,..,..,..,..,..,..,367,..,258,78,28,13,17,0,0,0,392,..,26,13,5,11,24,50,27,22,181,..,20,24,4,8,4,4,0,0,62
LGA56300,..,0,6,30,26,52,94,45,4,262,..,0,13,18,12,17,12,5,0,74,..,0,0,3,3,5,0,0,0,14,85,..,..,..,..,..,..,..,..,85,..,12,..,..,..,..,..,..,..,12,..,20,6,9,0,0,0,0,0,40,..,0,0,0,0,0,3,0,0,7,..,4,0,0,0,4,0,0,0,8,..,0,0,4,4,8,0,0,0,21,..,0,0,8,16,23,28,14,3,97,8,0,3,6,0,4,8,5,0,32,85,42,34,78,67,109,156,69,11,658,..,0,10,40,39,72,85,29,3,276,..,0,15,21,15,16,14,3,0,85,..,0,7,5,3,9,0,4,0,21,83,..,..,..,..,..,..,..,..,83,..,18,..,..,..,..,..,..,..,18,..,5,3,0,3,0,0,0,0,13,..,0,0,0,0,0,0,3,0,9,..,0,0,0,0,0,0,0,0,5
LGA56370,..,0,14,24,23,24,25,18,7,139,..,4,12,5,8,3,3,0,0,30,..,0,0,0,0,0,0,0,0,4,69,..,..,..,..,..,..,..,..,69,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,5,3,0,0,0,0,13,..,3,10,3,3,11,13,0,5,43,3,4,0,0,6,3,3,0,0,18,68,19,39,29,38,49,39,26,6,324,..,0,20,21,28,28,20,19,7,139,..,0,14,10,6,0,0,0,0,35,..,0,3,3,0,0,0,3,0,12,64,..,..,..,..,..,..,..,..,64,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA56460,..,3,64,101,133,151,154,79,17,701,..,30,52,34,32,15,16,0,3,179,..,0,3,8,18,11,3,0,0,50,356,..,..,..,..,..,..,..,..,356,..,54,..,..,..,..,..,..,..,54,..,72,22,12,14,9,0,0,0,126,..,7,11,0,3,7,7,0,0,33,..,10,4,6,0,0,0,0,0,25,..,13,27,5,4,6,5,5,0,74,..,19,47,20,54,62,62,23,15,307,7,7,11,4,10,0,5,4,0,52,360,217,229,192,269,263,257,125,41,1952,..,9,78,135,132,183,125,58,3,722,..,36,62,38,21,27,8,0,0,186,..,5,27,49,41,20,8,4,7,161,363,..,..,..,..,..,..,..,..,363,..,68,..,..,..,..,..,..,..,68,..,55,15,9,7,0,0,0,0,89,..,14,6,0,0,9,10,6,0,42,..,8,0,0,0,0,0,0,0,9
LGA56580,..,0,195,796,1144,970,863,506,155,4631,..,25,159,94,88,79,48,21,5,512,..,0,3,23,30,47,19,0,0,129,2151,..,..,..,..,..,..,..,..,2151,..,1039,..,..,..,..,..,..,..,1039,..,240,221,52,29,10,5,0,0,555,..,41,23,13,4,8,5,4,10,105,..,25,26,0,0,0,0,0,0,60,..,141,170,28,13,18,9,8,0,384,..,23,44,50,73,82,111,92,37,518,8,29,21,14,12,10,14,4,0,115,2157,1569,872,1063,1398,1225,1076,638,204,10196,..,3,282,988,1239,973,792,376,63,4708,..,38,182,98,93,74,26,11,0,522,..,0,13,93,155,114,36,23,19,456,1920,..,..,..,..,..,..,..,..,1920,..,927,..,..,..,..,..,..,..,927,..,152,155,25,17,4,10,0,0,371,..,34,16,4,4,23,26,32,22,158,..,23,19,3,4,3,0,0,0,55
LGA56620,..,20,39,58,34,20,14,0,0,181,..,6,9,0,0,0,0,0,0,20,..,0,0,10,4,0,0,0,0,17,141,..,..,..,..,..,..,..,..,141,..,19,..,..,..,..,..,..,..,19,..,42,12,8,7,0,0,0,0,66,..,23,15,10,17,0,0,0,0,75,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,15,8,9,0,0,0,44,6,8,5,0,0,0,0,0,0,23,149,119,90,95,72,41,23,3,0,588,..,27,45,46,39,17,7,0,0,177,..,8,10,6,0,0,0,0,0,24,..,10,25,19,14,16,5,3,0,91,134,..,..,..,..,..,..,..,..,134,..,22,..,..,..,..,..,..,..,22,..,32,10,5,0,0,0,0,0,48,..,12,16,10,19,16,11,0,0,81,..,0,0,0,0,0,0,0,0,0
LGA56730,..,7,109,236,285,347,404,204,34,1625,..,64,117,85,81,85,40,11,0,487,..,0,6,14,34,14,10,8,0,89,928,..,..,..,..,..,..,..,..,928,..,160,..,..,..,..,..,..,..,160,..,208,106,53,30,9,3,0,0,417,..,33,13,4,7,16,22,4,9,114,..,11,16,7,12,8,0,0,0,54,..,26,30,17,17,25,20,3,0,130,..,18,49,45,69,133,121,73,24,532,18,15,23,12,12,15,19,7,0,119,947,546,469,478,549,653,631,313,65,4645,..,10,187,269,338,395,362,148,8,1717,..,82,136,85,99,92,29,8,0,534,..,11,75,111,118,52,34,23,6,434,877,..,..,..,..,..,..,..,..,877,..,172,..,..,..,..,..,..,..,172,..,150,45,19,14,10,5,0,0,247,..,25,6,8,3,18,24,19,19,122,..,13,5,6,3,3,0,0,0,33
LGA56790,..,0,18,54,69,128,145,83,19,516,..,11,40,32,26,29,25,3,0,163,..,0,0,3,9,9,3,0,0,25,210,..,..,..,..,..,..,..,..,210,..,27,..,..,..,..,..,..,..,27,..,40,14,9,11,0,0,0,0,81,..,4,5,3,0,0,10,0,0,20,..,6,3,0,3,3,3,0,0,14,..,4,0,0,0,3,6,0,0,19,..,4,11,11,41,61,64,24,11,223,9,6,9,4,14,10,12,4,0,70,218,96,92,114,175,243,264,125,30,1365,..,0,28,72,77,149,138,54,13,538,..,19,45,29,32,37,25,0,0,182,..,0,7,21,12,3,6,3,7,52,183,..,..,..,..,..,..,..,..,183,..,16,..,..,..,..,..,..,..,16,..,18,4,0,7,0,0,0,0,27,..,4,4,0,5,3,8,3,0,24,..,3,0,0,0,0,0,0,0,5
LGA56860,..,0,0,4,3,7,12,3,0,29,..,3,0,0,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,6,4,0,0,18,0,0,0,0,0,0,0,0,3,3,19,17,3,9,13,20,18,0,5,100,..,0,6,3,6,12,7,0,0,36,..,3,3,3,3,0,0,0,0,18,..,0,0,5,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
