LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA53780,13,0,3,0,4027,4043,124,9,7,3,4275,4420,3089,145,117,8,5400,8758,6566,363,478,12,2713,10134,5383,387,754,49,1701,8278,4214,286,938,98,844,6373,3533,196,675,230,314,4954,1706,80,245,288,75,2388,406,19,47,238,14,717,25025,1484,3261,926,19361,50056,13,0,0,4,3733,3753,311,30,8,0,3688,4035,4318,235,241,15,4059,8866,6605,431,590,63,2036,9731,5014,467,1017,170,1269,7942,4094,338,1231,386,523,6571,2996,195,989,860,184,5225,1206,46,339,1121,58,2770,228,10,76,825,19,1156,24779,1749,4496,3450,15576,50054,24,0,0,3,7766,7795,436,34,16,3,7959,8452,7403,382,360,20,9462,17620,13165,799,1065,80,4748,19859,10399,859,1773,220,2969,16225,8304,622,2172,480,1368,12945,6529,388,1669,1094,498,10175,2915,124,579,1408,129,5162,633,23,123,1062,37,1869,49805,3235,7759,4374,34939,100107
LGA53800,3,0,0,0,1282,1287,23,4,0,0,1005,1030,661,40,40,3,1579,2310,1222,87,149,11,891,2360,1459,171,269,26,679,2601,1489,154,383,57,521,2602,1277,93,299,115,154,1944,672,36,119,151,45,1023,197,4,27,110,13,355,7000,584,1282,478,6164,15514,0,0,0,0,1218,1218,60,6,0,0,981,1049,844,63,41,9,1411,2369,1329,171,214,15,783,2502,1561,170,390,64,588,2775,1422,145,497,142,354,2559,1176,86,337,353,86,2030,524,21,133,419,30,1125,95,4,15,361,7,481,7006,663,1623,1360,5463,16116,3,0,0,0,2496,2504,79,10,0,0,1988,2076,1500,101,78,11,2987,4684,2549,254,356,25,1677,4866,3022,341,659,90,1266,5377,2911,301,878,203,873,5164,2453,177,635,467,241,3981,1197,54,247,567,74,2149,293,6,45,474,22,839,14011,1247,2908,1839,11633,31634
LGA53920,8,0,0,3,170,181,21,0,0,0,118,144,81,10,6,0,189,283,93,10,10,0,136,247,80,12,19,0,111,221,44,4,21,10,50,131,30,4,13,3,21,72,22,9,0,5,4,36,0,0,0,0,3,5,379,45,69,19,804,1310,10,0,0,0,148,158,33,0,5,0,134,169,84,8,5,0,222,318,94,16,10,3,137,259,61,9,19,10,98,202,48,15,14,12,57,145,27,0,8,24,26,90,11,0,0,9,3,25,6,0,0,4,0,9,362,57,59,65,830,1372,18,0,0,3,318,334,53,0,5,0,250,313,164,14,9,0,407,605,184,29,17,5,272,505,140,28,34,10,214,421,89,19,35,21,111,277,57,4,23,29,45,158,25,9,0,14,5,62,3,0,0,4,0,11,740,101,127,86,1634,2685
LGA53990,0,0,0,0,957,957,23,4,0,0,637,662,557,35,22,0,950,1567,1120,81,125,0,525,1849,1180,83,202,3,377,1857,1278,77,249,22,202,1833,1149,45,194,68,55,1503,543,14,58,75,17,708,110,3,6,50,8,177,5968,344,857,221,3736,11113,0,0,0,0,912,916,33,4,0,0,575,613,738,54,36,6,821,1660,1238,108,150,12,411,1910,1203,105,245,40,296,1894,1320,86,318,80,153,1955,1027,35,266,188,41,1560,407,9,68,263,10,760,40,0,11,162,11,224,6015,398,1091,751,3233,11485,0,0,0,0,1866,1869,54,4,0,6,1218,1277,1296,90,61,11,1777,3228,2360,186,268,15,937,3762,2390,190,448,43,674,3741,2603,163,568,97,352,3784,2172,78,460,257,103,3061,952,24,127,339,31,1466,155,3,21,209,15,400,11978,741,1948,967,6966,22603
LGA54060,0,0,0,0,104,104,0,0,0,0,70,70,26,0,0,0,76,111,92,3,14,0,52,160,137,13,15,0,60,229,187,10,44,0,81,323,218,22,68,15,19,344,124,13,23,16,4,184,24,0,3,12,0,41,814,57,166,53,469,1559,0,0,0,0,82,82,0,0,0,0,51,53,41,7,5,0,70,116,109,12,10,0,65,196,155,13,31,5,51,253,200,17,50,16,35,321,195,20,63,45,11,330,99,3,18,57,6,182,8,0,4,29,0,45,803,69,177,155,359,1564,0,0,0,0,181,181,0,0,0,0,123,122,67,3,4,4,140,222,204,17,20,0,120,359,290,26,47,6,116,479,391,29,94,16,117,644,408,34,130,65,31,673,224,14,42,75,12,362,30,0,7,42,0,78,1617,121,346,208,832,3126
LGA54130,0,0,0,0,28,28,0,0,0,0,32,32,31,0,0,0,29,63,51,0,0,0,26,83,50,4,0,0,13,74,57,3,19,0,22,107,50,5,12,0,9,76,16,0,3,4,3,27,4,0,0,3,0,6,255,19,44,7,159,485,0,0,0,0,15,15,0,0,0,0,25,26,32,0,0,0,39,74,50,0,5,0,17,76,47,0,6,0,16,76,58,0,16,0,7,87,36,0,8,11,0,56,12,0,3,4,0,16,0,0,0,5,0,3,245,4,40,21,118,422,0,0,0,0,39,39,0,0,0,0,55,51,61,0,0,0,73,137,106,3,8,0,46,158,98,7,7,3,33,148,119,10,38,0,30,191,87,5,23,11,8,133,28,0,5,8,3,46,4,0,3,10,0,12,500,27,80,32,282,911
LGA54170,0,0,0,0,5341,5351,29,3,0,0,4776,4805,2010,89,91,6,5884,8074,6721,345,527,14,2795,10404,7969,485,973,64,1704,11192,7922,335,1141,155,852,10413,7161,206,875,295,274,8819,2972,58,289,337,68,3731,629,24,58,322,14,1043,35424,1542,3950,1191,21712,63822,3,0,4,0,4923,4931,78,4,0,5,4118,4208,3018,177,165,5,4841,8214,7462,491,753,44,2179,10932,8179,568,1404,136,1284,11573,8131,414,1730,379,678,11331,6323,234,1411,1066,236,9274,2105,54,552,1325,84,4122,379,13,117,1197,27,1746,35679,1959,6138,4170,18390,66334,6,0,4,0,10268,10279,108,7,0,9,8886,9012,5023,263,257,10,10728,16285,14183,837,1280,57,4974,21336,16146,1055,2378,203,2993,22768,16059,751,2865,534,1536,21744,13486,443,2288,1367,516,18096,5072,117,837,1663,159,7853,1007,35,176,1519,42,2782,71103,3504,10091,5361,40101,130156
LGA54200,0,0,0,0,1842,1845,24,0,0,0,1679,1705,910,62,56,0,2115,3137,2339,172,231,6,1155,3904,2483,192,447,24,779,3919,2345,140,489,71,483,3531,2231,102,366,110,154,2962,1265,41,146,190,38,1686,351,10,23,149,7,539,11942,711,1753,552,8258,23227,3,0,4,0,1757,1759,44,5,0,0,1407,1460,1341,86,79,5,1806,3315,2559,214,306,29,955,4066,2495,239,578,61,596,3963,2399,174,637,180,303,3689,2109,99,541,398,121,3266,959,28,229,660,31,1902,169,10,60,500,8,750,12082,851,2427,1840,6976,24174,3,0,4,0,3600,3608,70,5,0,0,3086,3163,2248,140,139,7,3919,6450,4903,388,539,41,2102,7970,4979,427,1023,82,1372,7889,4740,319,1128,245,791,7218,4339,200,904,503,275,6227,2224,71,373,850,70,3593,526,17,81,655,16,1292,24026,1568,4185,2388,15239,47399
LGA54280,8,0,0,0,837,848,31,4,0,0,1029,1068,654,43,44,0,1750,2491,1221,113,129,6,838,2299,1100,116,235,16,618,2085,1053,108,300,51,367,1879,529,78,183,57,140,991,180,33,50,44,43,354,31,7,3,23,5,60,4808,498,946,194,5637,12083,0,0,0,0,780,780,39,14,4,5,857,912,812,58,56,5,1396,2322,1215,92,153,14,630,2097,1022,100,254,43,418,1833,916,81,255,86,191,1534,414,35,147,144,54,794,124,11,50,122,15,322,23,3,10,105,0,138,4569,386,924,509,4339,10734,7,0,0,0,1615,1629,68,19,3,4,1891,1984,1461,100,98,10,3147,4812,2438,202,275,19,1468,4401,2118,221,495,51,1033,3915,1972,192,555,141,563,3416,945,113,328,193,191,1782,305,37,103,167,57,678,53,9,13,123,5,202,9378,887,1875,704,9973,22815
LGA54310,6,0,0,0,674,678,20,0,0,0,619,646,593,35,24,0,1450,2108,1412,81,117,9,783,2402,1038,95,167,8,422,1730,687,77,183,12,159,1114,192,30,66,20,29,335,32,6,9,19,3,73,0,0,0,4,0,7,3981,329,574,68,4150,9092,4,0,0,0,522,522,23,0,0,0,497,521,760,41,39,3,1153,2003,1247,64,116,15,505,1954,867,80,149,17,293,1405,430,45,140,29,104,750,113,12,53,30,26,239,23,3,3,23,0,59,0,0,0,7,0,8,3458,254,516,124,3113,7466,8,0,0,0,1195,1205,43,0,0,0,1120,1161,1360,78,66,3,2606,4115,2657,143,233,25,1288,4351,1905,176,323,24,715,3142,1113,117,320,44,264,1864,303,47,116,47,62,574,50,17,17,45,12,135,0,0,0,12,3,12,7435,583,1086,195,7260,16560
LGA54340,0,0,0,0,128,128,3,0,0,0,120,124,89,6,0,0,186,276,139,7,4,0,105,258,140,16,19,3,73,245,173,19,32,8,51,273,150,7,21,5,24,208,76,4,10,15,5,111,20,0,4,7,0,32,800,50,94,35,696,1677,0,0,0,0,126,128,13,0,0,0,107,120,98,3,5,0,136,250,128,4,14,8,61,218,140,13,25,6,48,240,159,15,28,15,30,237,139,3,30,32,8,217,59,0,14,50,3,120,14,0,4,49,0,64,751,53,122,156,521,1596,0,0,0,0,256,263,17,0,0,0,226,244,189,9,8,0,320,531,271,14,23,8,170,486,280,25,43,9,127,489,326,29,61,20,78,518,292,12,52,40,29,427,133,3,21,62,11,232,34,0,0,53,3,100,1552,99,215,195,1214,3271
LGA54410,0,0,0,0,33,32,0,0,0,0,17,23,18,0,0,0,39,59,28,3,3,0,24,60,36,0,9,0,26,75,59,9,7,0,26,108,49,0,16,4,14,83,31,0,16,6,4,57,7,0,0,4,0,12,229,21,53,18,189,505,0,0,0,0,39,39,0,0,0,0,14,22,16,0,0,0,22,39,32,0,3,0,20,60,41,5,11,0,15,77,63,6,23,0,8,98,44,3,8,13,5,68,24,0,9,19,4,55,6,0,4,25,0,34,225,19,59,62,134,490,0,0,0,0,72,74,3,0,0,0,36,42,29,0,0,0,63,93,55,3,6,0,48,119,77,10,19,0,45,154,119,13,31,3,36,206,89,8,27,14,18,153,60,0,21,24,9,114,17,0,3,30,4,46,451,35,106,75,319,992
LGA54480,0,0,0,0,18,18,0,0,0,0,18,15,11,0,0,0,20,28,31,0,0,0,15,48,23,4,3,0,16,46,16,5,4,0,12,29,12,0,0,0,0,19,6,0,0,5,0,10,0,0,0,0,0,0,96,4,13,5,86,206,0,0,0,0,7,7,0,0,0,0,6,9,15,0,0,0,14,29,29,0,0,0,5,39,21,0,4,0,10,37,14,0,4,0,0,20,15,0,0,3,0,16,5,0,0,0,0,10,0,0,0,0,0,0,101,4,9,7,45,160,0,0,0,0,20,20,0,0,0,0,21,22,21,0,0,0,37,59,63,0,3,0,17,84,46,4,6,0,26,84,29,0,7,0,12,47,29,0,0,3,0,32,5,3,0,0,0,19,0,0,0,0,0,0,200,9,22,8,132,370
LGA54550,0,0,0,0,30,30,0,0,0,0,37,41,23,3,0,0,62,88,83,7,5,0,40,130,69,8,12,0,27,115,101,8,24,3,36,169,88,6,9,4,6,121,53,0,8,7,3,78,16,0,0,9,0,20,427,37,57,23,242,785,0,0,0,0,34,34,0,0,0,0,32,36,30,0,3,0,60,91,87,4,5,0,23,117,70,6,3,4,36,120,94,0,13,9,21,134,74,0,16,16,3,98,40,4,9,29,0,73,3,0,0,29,0,32,397,19,43,74,207,745,0,0,0,0,63,63,5,0,0,0,71,72,54,3,3,0,120,179,165,6,8,0,63,249,141,14,19,4,67,236,191,7,34,6,53,305,160,7,22,13,7,222,90,9,13,37,3,150,21,0,0,30,6,54,824,56,100,97,451,1532
LGA54620,0,0,0,0,20,20,0,0,0,0,30,30,12,0,0,0,26,37,31,5,5,0,19,57,36,3,11,0,16,69,44,5,6,5,13,67,40,3,14,4,7,60,18,0,0,3,0,28,5,0,0,0,0,11,187,23,31,8,129,375,0,0,0,0,11,11,0,0,0,0,14,16,16,0,0,0,20,39,32,4,0,0,19,52,36,0,10,0,9,56,39,3,17,3,4,62,33,0,6,3,0,47,13,0,0,8,0,25,4,0,0,5,0,11,177,11,29,26,84,324,0,0,0,0,27,27,0,0,0,0,41,43,31,0,0,0,45,82,63,4,6,0,39,114,72,9,16,0,30,125,78,7,20,7,16,130,74,3,14,6,6,110,31,0,0,12,0,51,9,0,3,4,0,18,358,32,59,36,207,702
LGA54690,0,0,0,0,3,3,0,0,0,0,3,3,4,0,0,0,10,20,18,0,0,0,4,22,15,0,0,0,17,30,17,7,8,0,8,27,26,0,7,0,3,34,8,0,4,4,0,15,3,0,0,0,0,0,87,5,17,4,53,166,0,0,0,0,9,9,0,0,0,0,3,3,5,0,0,0,6,12,14,0,0,0,3,17,20,0,8,0,4,27,25,4,3,4,0,31,18,0,0,0,3,23,6,0,0,0,0,6,0,0,0,7,0,7,84,5,14,7,19,136,0,0,0,0,12,12,0,0,0,0,5,5,8,0,0,0,17,28,30,0,0,0,7,41,33,0,12,0,16,56,38,6,8,4,7,69,42,0,5,0,9,60,17,0,7,4,0,27,3,0,0,7,0,6,172,9,38,10,73,302
LGA54760,0,0,0,0,8,8,0,0,0,0,18,18,13,0,0,0,25,35,37,0,0,0,13,54,41,4,4,0,17,63,38,0,7,0,9,53,39,4,0,0,5,53,18,0,3,0,4,29,0,0,0,4,0,9,191,12,19,8,96,320,0,0,0,0,12,12,0,0,0,0,5,5,20,0,0,0,16,42,32,4,0,0,12,50,34,3,5,0,13,49,39,0,6,4,4,56,46,0,0,4,0,47,8,0,3,9,0,17,0,0,0,4,0,4,183,8,16,14,64,287,0,0,0,0,20,20,0,0,0,0,22,22,31,0,0,0,46,78,69,4,8,0,30,107,73,7,5,0,29,117,81,0,13,3,14,114,83,4,4,4,5,94,30,0,9,4,4,43,0,0,0,8,0,11,372,15,35,20,156,605
LGA54830,12,0,0,0,1377,1385,52,3,0,0,1546,1609,1270,78,72,4,2567,3988,2333,182,196,11,1298,4018,1687,193,303,15,755,2950,1157,122,352,39,355,2031,817,71,225,80,106,1301,401,35,78,88,19,628,91,4,12,70,8,179,7829,683,1246,313,8027,18092,0,0,0,0,1236,1230,76,8,0,0,1326,1413,1613,121,73,3,2057,3861,2229,215,257,19,980,3693,1499,205,447,52,511,2719,1101,140,511,144,207,2106,728,62,312,238,80,1416,273,24,107,267,8,685,37,0,16,178,0,236,7554,776,1720,904,6408,17364,9,0,0,0,2608,2620,134,9,0,4,2879,3020,2887,193,147,5,4621,7857,4561,396,447,29,2283,7718,3187,398,751,66,1264,5670,2258,263,867,185,562,4134,1544,129,540,318,181,2717,673,54,190,359,29,1314,131,7,26,247,3,416,15379,1453,2965,1218,14430,35457
LGA54900,0,0,0,0,39,39,0,0,0,0,29,29,33,0,0,0,37,76,51,4,6,0,24,88,61,3,11,0,21,97,69,5,16,0,22,108,49,6,15,0,0,70,27,0,4,6,0,31,0,0,0,0,0,3,291,18,48,7,178,547,0,0,0,0,22,25,0,0,0,0,27,29,34,0,0,0,36,74,64,3,8,0,14,85,52,5,4,4,9,76,68,0,4,5,5,85,38,0,4,9,0,55,16,0,0,8,0,30,0,0,0,6,0,10,279,14,24,38,118,468,0,0,0,0,57,57,0,0,0,0,60,57,65,0,0,0,71,144,115,6,12,0,39,178,111,12,13,5,29,173,143,4,19,5,27,200,91,3,21,7,0,128,43,0,3,16,0,67,0,0,0,6,0,13,572,33,75,41,296,1017
LGA54970,0,0,0,0,24,24,3,0,0,0,57,65,42,6,3,0,165,217,67,9,10,0,87,174,72,21,23,0,59,174,71,13,26,3,27,142,24,0,8,3,0,38,3,0,5,0,0,5,0,0,0,0,0,0,289,42,82,9,426,841,0,0,0,0,21,21,4,0,0,0,28,31,17,0,5,0,79,101,13,4,6,0,42,61,15,0,6,3,27,56,25,5,16,0,18,64,4,0,0,3,8,15,0,0,0,0,0,3,0,0,0,0,0,0,85,5,33,13,224,358,0,0,0,0,46,46,5,0,0,0,87,94,61,6,8,0,248,323,75,11,22,0,127,236,90,21,33,3,82,223,97,15,42,3,48,207,29,0,10,8,7,56,5,0,5,0,3,11,5,0,0,0,0,5,374,50,115,18,649,1197
LGA55040,0,0,0,0,22,22,0,0,0,0,104,105,47,8,4,0,181,241,85,16,13,0,58,166,66,7,15,3,32,131,70,4,20,0,21,111,26,0,7,6,8,51,8,0,0,0,0,11,0,0,0,0,0,4,308,36,60,16,428,843,0,0,0,0,28,28,0,0,0,0,45,48,26,10,0,0,72,110,46,3,8,0,34,91,41,6,18,0,19,86,33,3,17,6,9,73,15,0,0,10,0,28,5,0,0,4,0,11,0,0,0,0,0,0,178,25,46,15,211,479,0,0,0,0,52,52,4,0,0,0,150,157,77,15,5,0,254,351,133,14,16,0,91,265,103,19,35,3,56,216,105,8,35,9,31,180,47,4,12,11,13,81,12,0,5,8,0,26,0,0,0,3,0,3,488,60,107,25,640,1324
LGA55110,0,0,0,0,2538,2541,38,0,0,3,2167,2209,1143,106,74,5,3024,4347,2446,246,318,12,1693,4718,2990,307,692,46,1196,5229,3565,284,945,96,694,5587,4134,257,1020,259,313,5983,2808,104,404,399,81,3797,656,20,52,357,18,1108,17780,1330,3508,1178,11735,35525,0,0,0,0,2419,2418,85,12,3,3,2188,2291,1646,211,154,16,2810,4832,2813,367,470,26,1571,5251,3154,412,1046,117,1019,5745,3746,359,1393,305,573,6370,4045,244,1197,836,209,6529,2132,73,511,1288,47,4059,352,11,97,1132,17,1605,17979,1691,4875,3713,10849,39106,0,0,0,0,4961,4962,119,14,5,5,4357,4506,2785,319,225,17,5831,9182,5258,615,786,39,3265,9972,6146,717,1738,162,2216,10978,7311,641,2339,399,1267,11960,8183,505,2218,1091,523,12513,4938,177,918,1686,131,7848,1011,26,153,1488,33,2707,35759,3016,8386,4890,22586,74628
LGA55180,0,0,0,0,271,271,4,0,0,0,209,213,116,7,11,0,327,455,243,23,24,0,165,452,328,23,76,4,183,617,438,31,100,17,153,739,389,26,95,32,64,614,221,9,43,43,21,337,60,0,3,38,8,98,1795,127,353,132,1400,3806,0,0,0,0,266,271,10,0,0,0,162,170,137,7,13,3,291,449,268,42,27,7,154,501,368,35,68,8,148,628,462,43,139,31,100,767,370,21,104,80,27,598,159,3,32,108,6,311,18,0,13,86,0,122,1793,156,386,321,1156,3809,0,0,0,0,536,544,14,0,0,0,373,385,257,10,18,3,616,907,508,69,48,6,324,944,692,63,144,13,327,1246,899,73,238,49,249,1510,756,50,200,108,95,1213,381,13,78,147,33,647,73,0,12,126,5,221,3588,282,738,452,2556,7617
LGA55250,0,3,0,0,29,27,7,0,0,0,59,64,35,0,8,0,131,173,43,8,10,0,50,107,35,4,11,0,31,87,39,14,15,8,23,94,15,3,18,3,10,57,8,0,0,0,5,19,0,0,0,0,0,0,179,41,59,11,332,629,0,0,0,0,33,31,0,0,0,0,40,40,15,0,0,0,79,101,23,0,0,0,39,60,29,0,6,0,28,62,22,13,8,10,17,62,12,0,0,4,5,26,4,0,0,8,0,14,0,0,0,0,0,0,109,18,16,19,241,404,0,3,0,0,61,60,3,0,0,0,102,105,48,4,8,0,213,270,63,6,10,0,88,166,64,9,15,0,55,154,61,26,20,15,36,155,34,5,23,10,16,81,14,0,0,8,9,31,0,0,0,0,0,0,286,55,79,31,576,1028
LGA55320,4,0,0,0,3250,3253,23,0,0,0,3082,3107,1381,36,63,0,3900,5385,4378,171,300,6,1448,6305,4778,261,530,17,947,6538,4495,196,682,78,653,6103,4327,135,572,155,299,5492,2382,69,256,280,93,3080,734,18,61,414,15,1248,22511,893,2460,958,13689,40511,0,0,0,0,3275,3280,54,3,0,0,3049,3102,1993,80,102,4,3385,5568,4962,257,451,28,1406,7101,4940,368,884,83,938,7217,4659,254,1117,233,630,6890,4061,175,1011,673,343,6265,1730,87,496,1160,121,3597,405,17,125,1500,47,2089,22797,1244,4192,3683,13186,45104,4,4,0,0,6527,6536,76,3,4,3,6123,6205,3376,120,167,8,7286,10955,9339,427,751,35,2849,13403,9714,630,1416,107,1887,13754,9158,454,1799,308,1276,12993,8385,314,1581,825,648,11756,4117,154,755,1437,218,6676,1135,37,183,1915,61,3336,45309,2135,6651,4637,26880,85614
LGA55390,0,0,0,0,5,5,4,0,0,0,38,43,22,0,4,0,76,97,46,0,9,0,46,98,46,0,0,0,10,60,23,0,5,0,9,40,8,0,10,0,13,30,0,0,4,0,0,6,0,0,0,0,0,0,150,6,30,0,198,383,0,0,0,0,5,5,0,0,0,0,22,22,5,0,0,0,12,19,0,0,0,0,7,12,7,0,0,0,11,21,11,3,6,0,4,34,4,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,0,0,28,10,8,6,59,113,0,0,0,0,12,12,4,0,0,0,55,60,26,0,4,0,90,115,49,7,9,0,50,108,53,3,3,0,18,82,31,6,16,0,19,70,13,5,13,5,9,40,0,0,6,0,0,11,0,0,0,0,0,0,174,13,43,9,253,492
LGA55460,0,0,0,0,87,87,0,0,0,0,91,95,68,4,4,0,123,197,86,4,6,0,84,184,113,5,31,0,60,211,144,11,40,5,27,232,115,18,38,10,21,194,56,6,8,10,10,87,18,0,4,12,0,31,601,52,121,34,505,1315,0,0,0,0,98,98,4,0,0,0,64,71,70,3,6,3,103,179,109,4,14,0,56,185,111,13,24,0,40,182,151,15,32,15,8,214,108,11,19,28,3,167,34,0,12,27,0,75,5,0,0,24,0,40,595,41,106,103,374,1213,0,0,0,0,183,183,3,0,0,0,160,164,135,5,3,3,229,373,193,12,22,0,142,370,226,14,52,3,94,398,298,28,71,15,38,449,222,22,59,34,22,368,91,6,20,40,10,160,20,0,9,41,0,65,1196,92,226,135,876,2528
LGA55530,0,0,0,0,6,6,0,0,0,0,12,12,4,0,0,0,12,20,13,0,0,0,10,21,17,0,0,0,8,29,24,4,9,0,8,49,17,4,8,3,7,34,8,0,4,4,0,17,6,0,0,0,0,8,92,13,20,12,50,190,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,10,22,15,0,0,0,9,28,21,0,5,0,3,26,21,0,4,0,0,26,13,3,0,4,0,17,13,0,0,3,0,13,0,0,0,3,0,3,90,5,8,7,32,142,0,0,0,0,3,3,0,0,0,0,16,16,15,0,0,0,25,38,30,0,0,0,12,48,39,0,0,0,17,55,45,7,13,0,4,75,28,0,12,8,3,52,22,0,8,9,0,34,6,0,0,3,0,9,186,12,33,18,84,331
LGA55600,0,0,0,0,62,60,0,0,0,0,63,61,28,6,5,0,90,127,64,3,3,0,46,116,94,11,11,0,43,160,122,5,17,0,39,179,99,6,24,8,6,139,48,0,8,6,11,76,7,0,4,9,0,17,450,31,70,21,356,938,0,0,0,0,59,59,0,0,0,0,55,53,28,5,8,0,78,120,68,3,8,0,47,124,109,8,7,3,42,161,103,9,21,6,12,152,82,0,12,25,11,133,36,4,12,24,0,76,4,0,5,29,0,40,433,27,66,91,298,917,0,0,0,0,116,117,0,0,0,0,115,115,60,8,9,0,176,244,126,12,13,3,89,235,198,20,17,3,87,324,227,13,39,6,54,337,180,6,39,31,15,268,83,3,24,28,11,149,11,0,3,39,0,57,887,58,136,115,653,1851
LGA55670,0,0,0,0,19,19,0,0,0,0,15,15,8,0,0,0,24,31,13,0,0,0,15,31,25,3,3,0,9,44,28,4,11,0,3,44,31,0,5,3,6,50,8,0,0,5,0,13,3,0,0,3,0,12,117,11,17,11,96,253,0,0,0,0,21,21,0,0,0,0,13,13,16,0,0,0,15,33,16,5,0,0,15,35,15,0,3,0,11,32,28,5,9,5,7,45,33,0,9,3,3,48,13,5,0,8,0,26,0,0,0,4,0,8,125,9,23,19,83,260,0,0,0,0,43,42,0,0,0,0,29,23,26,0,0,0,37,62,25,3,0,0,29,63,46,3,6,0,15,77,55,3,11,5,13,83,64,4,18,7,9,98,22,6,4,11,0,36,11,0,0,10,0,18,238,21,43,27,175,506
