LGA_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
LGA58260,0,3,3,7,3,9,10,41,3,86,6,0,5,0,3,6,0,3,0,15,0,0,0,0,0,12,0,13,0,29,0,6,5,0,7,0,0,0,0,28,0,0,0,3,7,5,0,6,0,24,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,5,5,12,0,30,0,7,0,0,5,0,0,5,4,21,0,0,0,0,0,0,0,0,0,12,15,27,17,16,26,44,21,80,4,242
LGA58330,10,29,19,16,34,57,21,89,0,271,16,39,34,27,51,57,13,27,5,266,22,30,19,8,53,70,21,96,3,329,15,41,41,25,34,44,13,10,5,218,7,54,27,20,51,36,8,31,0,228,3,39,16,13,22,18,5,5,0,123,29,15,10,13,29,24,17,108,4,249,13,49,37,9,22,25,5,28,9,182,4,9,6,0,3,5,4,8,9,41,118,302,194,124,298,326,111,394,41,1904
LGA58400,0,0,7,0,0,6,0,33,0,50,0,0,0,0,0,0,0,6,0,7,0,0,0,0,6,0,0,6,3,15,3,0,0,4,0,4,0,0,0,13,6,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,16,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,9,14,13,3,17,20,0,44,3,125
LGA58470,0,0,0,3,0,0,3,14,0,23,0,0,4,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,11,4,25,6,56
LGA58510,71,123,141,112,477,730,282,632,20,2581,251,568,561,479,1413,1790,509,817,38,6424,69,167,189,153,475,609,199,489,26,2383,107,673,532,259,313,259,84,127,37,2392,94,309,306,185,671,536,146,162,21,2418,53,384,273,106,187,176,50,104,8,1340,60,93,119,46,165,153,76,305,16,1034,64,440,332,121,185,155,43,151,24,1521,10,47,11,17,53,54,17,30,72,316,781,2806,2461,1485,3946,4463,1395,2811,255,20410
LGA58540,5,11,8,7,12,30,7,82,4,161,0,4,0,3,4,3,3,3,0,30,0,4,6,5,9,9,0,7,0,45,0,3,9,6,0,4,0,0,0,21,0,5,6,5,5,3,0,5,0,25,0,5,6,3,7,0,0,5,0,23,5,6,4,0,0,8,0,11,0,43,0,14,10,4,5,4,6,20,0,59,0,0,0,0,0,0,0,0,3,7,16,49,45,30,40,68,14,135,14,412
LGA58570,82,160,173,192,579,902,414,926,17,3450,366,704,812,650,1681,2399,764,1375,41,8789,73,166,201,121,395,485,150,368,27,1989,77,569,484,254,300,257,62,161,19,2189,80,293,328,176,631,533,118,176,19,2362,36,426,243,95,195,162,37,103,18,1300,41,68,59,30,93,86,31,163,13,588,45,306,197,66,131,133,38,130,21,1064,8,20,14,14,42,54,19,31,73,281,808,2715,2507,1590,4052,5004,1639,3431,257,22010
LGA58610,18,10,18,12,10,21,13,65,3,162,6,12,12,4,7,12,8,15,0,73,5,14,8,0,9,25,9,25,0,100,6,15,17,7,6,9,0,9,0,74,6,18,12,7,14,6,4,5,0,67,3,16,0,3,9,7,3,0,0,49,3,0,0,0,10,16,5,27,0,70,6,24,15,9,16,16,11,15,8,124,0,0,0,0,0,0,0,0,4,16,61,115,88,52,81,109,47,163,22,734
LGA58680,3,3,8,0,3,12,3,43,7,79,0,6,0,0,6,0,0,3,0,17,0,5,4,0,0,5,4,9,0,23,0,7,3,0,0,0,0,0,0,10,0,3,0,0,4,8,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,4,20,0,46,5,4,6,0,5,6,3,10,0,36,0,0,0,0,0,0,0,0,0,3,13,21,22,9,18,44,19,85,4,242
LGA58760,295,464,610,579,2272,2883,1128,2501,102,10829,785,1517,1820,1499,4052,4244,1140,2064,112,17222,745,1153,1192,1013,3708,4879,1424,3801,324,18242,686,3211,2815,1694,2320,1711,474,846,196,13956,605,1742,1987,1332,3935,2703,602,881,126,13906,309,3250,1748,756,1403,1049,312,460,117,9406,541,637,574,389,1355,1318,601,2577,167,8149,476,2850,1607,934,1719,1602,425,1222,214,11056,95,143,102,91,266,306,78,218,540,1827,4537,14956,12445,8275,21035,20691,6191,14572,1895,104601
LGA58820,11,19,16,15,14,39,13,67,3,192,16,18,14,20,28,22,7,20,0,144,27,29,33,18,80,49,35,120,13,407,12,39,36,28,31,14,5,11,0,174,10,42,24,20,32,17,5,7,0,152,4,42,25,5,14,6,0,5,0,105,29,19,14,3,53,25,33,106,6,286,10,61,26,25,18,39,12,33,9,236,8,4,0,0,3,3,0,5,13,51,131,268,192,140,264,213,105,386,50,1750
LGA58890,11,12,28,15,15,31,8,81,0,196,4,5,6,0,8,8,4,0,0,32,0,0,3,0,9,4,4,8,0,31,0,4,4,3,3,0,0,0,0,17,0,5,3,6,4,0,0,0,0,21,0,5,0,0,0,5,0,4,0,10,0,0,4,0,4,5,0,8,0,28,0,12,3,3,4,8,6,9,0,43,0,0,0,0,0,0,0,0,0,0,13,44,50,33,49,57,27,110,9,378
LGA59030,0,3,0,0,3,10,6,25,0,51,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,6,0,0,0,0,0,0,0,6,0,0,0,0,3,5,3,0,0,10,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,5,5,8,10,8,9,15,14,10,39,4,115
LGA59100,9,8,5,4,5,24,14,56,4,132,0,0,6,4,0,0,6,5,0,20,0,0,7,9,8,0,3,4,0,30,0,3,0,4,10,0,0,0,0,22,0,7,6,0,4,0,0,0,0,19,0,8,0,0,0,0,0,0,0,13,0,4,0,0,7,11,3,0,0,25,3,4,7,6,4,8,6,9,0,46,0,0,0,0,0,0,0,0,4,4,21,43,35,23,43,46,25,78,10,322
LGA59170,13,16,11,10,6,17,16,106,4,195,5,12,8,9,8,9,7,4,0,56,4,4,3,3,3,14,6,12,0,54,0,8,0,0,0,5,0,4,0,31,6,9,7,3,10,3,3,4,0,38,0,0,3,0,0,8,0,6,0,23,8,4,5,0,5,3,10,21,0,54,0,11,5,8,11,21,11,13,0,84,0,0,0,0,0,3,0,0,0,8,41,70,40,39,43,82,44,174,5,537
LGA59250,0,0,0,3,3,0,0,18,0,27,0,0,0,0,4,0,0,9,0,20,0,0,0,0,0,0,0,37,0,40,0,4,0,3,4,4,0,3,0,17,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,28,0,36,0,0,0,3,7,0,0,21,0,36,0,0,0,0,0,0,0,4,4,8,5,13,3,10,23,14,4,113,13,196
LGA59310,3,5,11,11,8,35,18,78,0,167,5,13,7,0,7,15,8,8,0,66,7,13,7,3,14,28,10,18,0,95,3,9,9,11,3,4,3,7,0,49,3,15,11,7,4,18,4,8,0,62,5,9,10,3,6,8,4,14,0,52,8,6,4,0,3,7,5,34,3,70,4,27,11,0,10,14,0,13,0,85,0,0,0,0,0,0,0,0,3,10,35,93,56,32,50,135,53,177,9,648
LGA59320,3,9,3,3,0,14,9,44,0,89,3,4,0,4,0,4,0,3,0,16,0,0,0,0,0,4,4,5,3,16,0,3,0,5,0,0,0,5,0,14,0,3,6,5,0,3,0,0,0,18,0,3,0,0,0,5,0,0,0,11,0,0,0,0,9,0,0,8,0,19,0,3,0,0,4,3,0,13,5,25,0,0,0,0,0,0,0,0,0,3,9,33,8,16,16,36,16,67,3,210
LGA59330,0,8,7,4,6,5,0,33,0,68,0,0,0,4,4,8,0,9,0,26,0,0,4,3,0,4,4,3,0,20,3,0,0,3,0,5,0,0,0,17,0,10,3,7,5,5,0,0,0,33,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,3,0,15,0,7,4,0,4,6,4,4,0,31,0,0,0,0,0,0,0,0,0,3,13,23,19,16,31,33,12,57,0,208
LGA59340,21,10,18,13,75,99,47,198,8,492,33,47,24,56,174,132,52,119,3,647,19,27,14,20,64,89,32,123,10,399,23,56,44,38,99,106,24,74,9,472,25,32,38,27,110,81,31,45,3,387,4,37,15,18,29,24,9,18,4,157,9,11,10,0,21,26,9,101,0,201,13,53,24,28,56,60,24,95,8,358,10,8,0,4,13,16,4,8,30,82,155,263,192,206,641,636,240,775,88,3198
LGA59350,0,0,0,0,0,0,0,14,0,14,0,4,0,0,0,5,0,4,0,9,0,4,0,0,0,0,0,21,0,24,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,4,4,26,0,39,0,0,4,0,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,0,5,12,6,0,8,8,4,76,4,120
LGA59360,5,9,15,6,3,22,14,84,0,155,0,0,0,0,0,8,3,6,0,27,8,3,7,0,12,11,10,59,3,107,0,0,11,3,0,5,4,4,0,32,4,10,5,6,12,14,3,12,0,52,0,0,0,6,3,0,4,3,0,16,7,8,4,0,10,3,9,91,3,138,3,13,9,5,6,7,10,27,3,78,3,0,0,0,3,3,0,0,8,14,35,42,52,26,45,67,53,283,17,620
LGA59370,7,19,17,10,22,42,16,108,11,249,16,18,29,24,36,29,16,39,0,193,17,18,18,19,29,41,21,50,4,215,14,37,30,20,25,25,11,14,0,164,7,28,20,15,33,21,5,13,3,152,3,24,25,20,8,9,0,3,0,97,15,7,13,5,15,20,8,55,3,136,9,47,22,11,9,23,8,30,5,162,5,0,3,5,0,0,0,0,8,29,85,205,175,128,182,204,79,312,39,1408
LGA59499,21,16,5,4,20,25,6,17,5,107,42,42,31,15,25,49,15,24,3,257,30,20,21,16,33,38,13,98,5,272,11,42,44,18,34,24,7,27,5,223,24,27,8,13,27,32,7,12,4,150,9,17,13,3,10,13,0,4,0,77,25,16,7,13,7,20,10,104,6,213,18,35,30,22,48,48,14,80,3,292,0,3,0,0,6,0,3,8,5,33,181,208,163,110,217,250,70,370,33,1614
LGA59799,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,29,0,33,4,3,0,0,0,4,0,67,0,83,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,31,3,8,0,0,0,0,4,76,5,98,0,0,0,0,0,0,0,7,0,6,13,14,5,3,5,5,11,220,5,277
