LGA_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
LGA58050,2242,1558,990,425,170,35,8016,528,1365,1425,1141,808,359,95,7,5734,217,355,286,155,107,57,23,8,1198,472,973,685,458,280,149,53,8,3083,34,20,4,7,9,10,3,0,83,25,118,131,71,68,30,10,3,461,542,774,665,552,434,367,331,231,3886,3561,8854,8365,6279,4369,2281,997,393,35103,188,458,454,337,215,141,34,9,1835,157,567,673,312,157,52,5,0,1921,887,2920,2871,2519,2204,1302,518,106,13334,335,842,664,524,450,304,141,25,3290,103,264,235,212,146,84,38,5,1088,633,1735,1481,1161,856,492,182,60,6589,300,1160,1132,1078,885,474,186,41,5254,1061,2883,3519,2370,1613,740,288,68,12538,811,1904,1940,1558,1090,558,162,14,8039,412,579,500,256,161,114,32,10,2072,619,1372,1186,731,484,233,89,15,4728,72,31,9,11,11,16,6,0,155,58,243,314,204,173,88,29,8,1117,1151,1754,1604,1405,1028,757,589,379,8671,6785,16712,16574,12693
LGA58190,3,0,6,0,0,0,14,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,3,0,4,0,23,6,7,12,20,13,6,3,4,83,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,8,3,6,0,0,18,0,0,0,0,0,0,0,0,4,3,4,0,5,3,0,0,0,24,0,0,0,0,0,0,0,0,3,0,3,0,9,3,3,0,0,26,0,4,3,3,4,0,0,0,17,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,8,0,12,12,3,4,0,50,19,23,21,40
LGA58260,4,3,6,0,0,0,16,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,5,7,4,0,40,3,25,29,20,18,8,7,0,114,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,8,6,10,0,0,40,0,0,0,6,0,0,0,0,8,0,7,11,9,0,5,0,0,26,0,4,10,0,0,0,0,0,17,0,4,0,4,0,3,0,0,12,0,3,4,4,8,0,0,0,19,0,0,10,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,10,10,9,16,13,0,81,17,37,61,42
LGA58330,24,48,54,32,13,0,203,6,17,22,28,58,35,0,0,170,0,4,8,6,15,5,4,0,41,3,15,4,8,17,9,0,0,55,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,0,13,13,25,25,45,55,38,28,6,237,44,128,156,201,308,207,81,12,1136,0,11,11,4,6,4,5,0,49,0,0,4,0,6,5,0,0,22,19,37,57,74,128,121,37,4,479,5,12,7,17,23,36,7,3,111,5,4,17,18,21,13,4,0,88,6,19,30,41,60,48,16,6,225,6,13,30,38,45,48,17,0,190,16,28,34,51,71,51,18,0,279,7,19,24,35,70,52,10,4,219,0,10,12,11,13,11,5,0,61,3,16,7,18,25,10,0,0,83,3,0,0,0,0,0,0,0,3,0,0,0,5,11,8,4,0,27,47,51,55,102,135,97,64,10,549,117,226,287,410
LGA58400,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,4,0,0,16,7,12,0,14,10,3,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,10,0,0,24,0,0,0,0,3,0,0,0,5,0,4,0,3,0,0,0,0,10,4,0,0,6,3,0,0,0,9,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,6,9,0,36,11,29,6,21
LGA58470,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,9,8,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,18,0,10,14,18
LGA58510,622,470,268,127,45,27,2555,176,519,384,287,188,128,43,9,1735,108,223,160,56,33,22,4,6,612,96,165,126,102,52,45,16,5,602,9,3,0,0,3,3,0,0,16,20,45,37,29,19,8,5,0,164,139,261,180,139,121,125,199,277,1442,1136,3326,2497,1653,1184,782,443,372,11400,98,403,297,173,121,56,24,10,1186,62,272,296,101,66,29,0,0,827,182,961,772,491,399,296,106,39,3246,65,285,215,141,124,93,47,13,981,33,82,90,53,31,26,12,3,322,212,756,475,270,261,183,72,31,2253,81,290,273,236,234,172,81,24,1392,411,1312,1099,829,511,263,104,40,4572,268,788,578,425,282,206,67,13,2628,176,372,248,94,65,40,14,6,1010,154,293,255,143,97,65,18,4,1035,13,9,3,4,4,0,0,0,36,30,98,78,47,36,13,12,9,323,330,611,450,340,287,261,310,406,2998,2111,6524,5123,3348
LGA58540,9,10,5,0,3,0,34,0,0,5,3,3,0,0,0,13,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,11,8,7,6,7,0,44,12,24,41,37,36,18,9,0,177,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,9,7,8,3,4,0,40,0,4,0,0,3,4,0,0,14,4,4,0,7,3,6,0,0,29,0,4,0,11,3,0,0,0,25,0,7,7,6,9,7,0,0,36,0,9,13,9,7,0,3,0,45,0,0,5,3,3,0,0,0,21,0,0,0,5,0,0,0,0,8,0,3,3,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,10,8,14,21,16,12,10,3,96,23,48,64,78
LGA58570,648,481,303,98,30,15,2503,172,672,546,322,251,156,34,6,2150,111,338,236,122,71,31,12,3,923,65,150,100,64,51,23,7,3,472,4,0,0,0,0,0,0,0,10,16,43,42,29,26,10,0,0,167,100,304,149,99,81,84,78,54,956,970,3707,2719,1904,1350,754,269,128,11802,124,385,299,225,140,63,22,3,1267,45,182,231,134,88,22,0,0,710,136,880,704,422,342,209,90,38,2817,56,327,251,179,125,77,22,13,1049,19,90,80,56,40,15,8,0,308,161,953,608,416,290,178,54,13,2683,50,293,276,300,310,234,65,24,1567,323,1317,1237,927,604,238,69,21,4739,239,1049,832,535,403,270,61,13,3408,204,620,417,201,135,73,27,0,1680,99,263,195,139,102,44,14,8,867,8,9,5,4,0,0,0,0,30,33,75,72,58,46,23,7,0,312,222,709,380,254,238,174,143,83,2214,1729,7154,5596,3857
LGA58610,12,7,9,3,3,0,50,0,0,0,8,11,17,0,0,36,0,7,0,0,0,0,0,0,5,0,4,3,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,13,16,13,19,13,4,98,26,59,62,56,72,64,26,4,354,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,6,6,23,24,19,28,19,11,0,131,0,3,3,3,3,5,0,0,24,5,5,13,6,5,11,3,0,44,0,17,17,5,16,11,0,0,64,0,7,8,8,14,12,0,0,57,0,18,11,7,17,8,3,0,76,0,8,5,4,15,21,0,0,55,0,7,0,0,0,6,0,0,9,0,6,6,3,9,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,24,26,24,29,25,41,20,3,190,47,115,119,98
LGA58680,6,6,3,0,0,0,26,0,0,6,0,3,0,0,0,10,0,0,0,4,0,0,0,0,7,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,14,8,8,4,0,45,10,19,20,32,17,20,5,0,125,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,9,8,6,7,0,39,0,0,0,0,0,0,0,0,9,0,3,3,6,0,3,0,0,17,0,3,0,0,0,3,0,0,9,0,5,0,6,3,3,0,0,23,4,8,4,12,3,0,0,0,32,0,0,6,0,5,3,0,0,11,0,0,0,4,0,0,0,0,7,3,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,11,15,21,11,13,0,94,18,35,37,64
LGA58760,3088,2417,1340,680,271,66,11173,900,1874,1980,1615,1076,518,117,22,8105,296,443,426,254,118,67,32,14,1656,662,1267,1027,870,480,226,85,15,4639,46,11,14,5,9,8,0,0,99,66,123,141,108,79,34,12,5,572,646,877,828,724,505,475,484,363,4896,4944,11313,11892,9636,5961,3184,1467,611,49000,261,551,617,462,279,144,62,12,2390,279,555,948,597,225,78,14,0,2691,1022,3265,3437,3390,2765,1792,790,184,16649,503,1530,1429,1255,946,532,247,73,6519,90,294,376,249,178,92,26,5,1307,926,2377,2296,1961,1370,685,275,73,9968,464,1570,1779,1596,1078,599,238,56,7384,1327,3554,4717,3758,2167,1138,467,98,17232,1356,2589,2639,2211,1478,721,206,41,11233,575,769,699,414,218,122,56,19,2861,880,1637,1544,1248,746,352,146,31,6591,96,28,29,11,17,7,8,8,204,116,265,326,288,188,96,38,20,1343,1459,2040,2025,1853,1280,899,848,554,10960,9354,21008,22857,19298
LGA58820,31,34,31,22,6,4,156,14,15,36,19,40,9,7,0,146,5,0,0,4,0,0,0,0,13,11,19,10,18,14,4,0,0,90,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,24,21,14,35,23,23,27,19,184,80,130,163,185,179,102,59,32,931,5,0,4,9,3,0,0,0,30,3,5,6,6,0,0,0,0,15,33,58,79,90,96,59,40,3,449,3,14,12,10,18,17,6,4,88,7,11,20,16,6,7,0,0,67,7,18,20,32,37,33,7,0,167,5,16,30,26,34,17,7,3,137,15,29,37,42,38,36,9,7,211,15,17,42,30,39,20,9,0,179,5,11,0,4,0,4,0,0,28,17,30,26,24,20,18,3,0,124,4,0,0,0,0,0,0,0,8,0,3,3,6,7,6,0,0,28,43,44,50,73,63,54,49,30,410,155,254,324,366
LGA58890,9,8,7,0,0,0,25,0,0,4,10,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,6,11,5,3,0,42,14,16,34,45,36,19,12,0,170,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,3,9,10,16,3,0,0,50,0,0,0,0,10,4,0,0,12,7,7,10,13,6,3,0,0,44,0,3,6,3,8,6,0,0,26,0,4,3,3,10,6,5,0,31,0,9,4,14,5,0,0,0,32,3,0,4,4,8,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,22,13,18,6,3,3,79,23,42,58,69
LGA59030,0,4,4,0,5,0,13,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,4,0,0,17,5,14,8,7,13,4,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,15,0,0,0,0,3,0,0,0,4,3,0,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,9,0,0,0,5,6,0,5,0,23,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,5,0,3,30,9,21,21,12
LGA59100,10,7,4,0,0,0,26,0,0,5,4,3,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,14,0,7,7,48,11,23,30,26,37,7,6,7,153,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,8,11,5,0,0,29,0,0,0,0,0,4,0,0,3,0,10,7,6,3,3,0,0,24,0,7,0,5,7,8,0,0,32,0,3,3,4,5,0,0,0,15,0,10,5,7,7,0,0,0,41,0,0,9,4,0,0,0,0,17,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,13,28,12,8,4,95,23,49,42,43
LGA59170,15,6,5,3,0,0,32,0,8,9,4,3,6,0,0,27,0,3,0,0,6,0,0,0,9,0,6,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,7,11,9,5,4,56,13,46,52,38,50,30,12,6,241,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,10,11,4,3,0,0,51,0,0,0,3,0,0,0,0,12,13,11,24,14,4,3,4,0,73,0,12,11,6,10,6,4,0,44,0,9,14,10,10,6,9,0,48,5,8,20,8,10,4,3,0,49,0,7,6,7,12,5,0,0,38,0,3,3,0,6,0,0,0,12,0,7,8,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,9,22,16,20,17,15,9,113,36,77,115,79
LGA59250,3,0,0,0,0,0,10,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,8,0,3,0,0,39,11,24,22,14,4,8,3,0,84,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,13,16,9,3,0,0,0,56,0,0,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,4,0,0,3,4,0,0,0,0,12,0,3,0,0,0,0,0,0,9,3,4,4,5,0,0,0,0,17,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,42,28,15,12,0,0,158,38,82,65,57
LGA59310,12,3,6,0,0,0,42,0,4,3,5,10,5,0,0,24,0,0,0,0,0,0,0,0,6,0,8,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,8,13,4,0,50,22,46,56,35,44,42,7,7,257,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,26,23,16,12,20,3,0,112,0,3,6,3,4,4,0,0,21,5,7,9,5,13,4,0,0,47,0,5,8,6,10,6,4,0,44,0,11,16,12,17,14,0,3,70,3,18,13,9,5,9,0,0,54,4,4,6,5,12,4,0,0,35,0,0,0,0,0,0,0,0,12,0,7,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,18,16,18,21,8,3,110,45,106,106,76
LGA59320,9,9,4,0,0,0,24,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,6,5,0,24,8,15,26,20,17,21,8,0,112,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,4,7,4,0,0,25,4,0,0,0,3,0,0,0,9,4,4,5,4,5,0,0,0,22,0,4,0,0,0,3,0,0,14,0,4,0,3,6,7,0,0,21,5,4,9,9,6,0,3,0,29,0,6,0,0,4,3,0,0,20,0,0,4,0,0,0,0,0,4,0,0,9,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,10,4,18,9,0,49,13,27,39,34
LGA59330,7,4,7,0,0,0,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,4,0,5,3,0,32,10,23,12,17,13,20,9,5,105,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,4,7,5,4,0,38,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,0,11,0,5,6,0,0,6,0,0,25,0,7,0,5,6,4,0,0,21,0,5,7,6,6,4,0,0,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,8,3,7,15,8,0,58,19,35,29,26
LGA59340,75,52,56,16,5,0,280,17,65,46,44,35,4,3,0,215,4,16,3,13,0,0,0,0,38,22,29,24,15,5,6,0,0,87,0,5,0,0,0,0,0,0,5,0,4,0,6,6,0,0,0,16,86,141,105,107,80,40,16,11,579,181,508,390,346,277,89,28,11,1834,9,13,19,11,8,0,0,0,61,0,3,6,4,0,0,0,0,15,42,116,85,103,60,41,9,0,447,11,41,40,28,20,10,5,0,156,12,31,45,24,36,12,3,0,165,20,100,56,48,62,21,4,0,323,9,69,49,57,46,19,0,0,254,23,93,97,71,81,19,5,0,390,18,96,72,58,48,13,3,0,316,3,29,13,12,0,5,0,0,70,23,49,41,26,9,7,5,0,157,0,4,0,0,0,0,0,0,11,7,10,17,12,10,0,0,0,50,183,269,217,216,172,102,35,18,1219,357,926,756,683
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,5,6,0,4,0,30,5,15,7,11,7,8,4,0,57,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,4,7,4,0,0,0,30,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,50,31,22,16,11,7,0,160,30,81,41,36
LGA59360,8,9,10,3,0,0,35,0,0,4,6,6,0,0,0,16,0,0,6,0,0,0,0,0,7,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,15,7,10,3,3,58,10,44,42,52,30,16,3,5,199,0,6,4,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,27,28,17,20,8,3,0,112,0,3,7,5,5,0,0,0,17,0,6,6,10,4,0,0,0,21,0,6,4,10,9,3,0,0,33,0,6,4,8,5,3,0,0,30,5,13,14,13,10,3,5,0,53,0,0,8,9,5,0,0,0,25,0,0,4,0,0,0,0,0,9,4,11,8,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,52,40,50,38,23,5,4,231,28,131,120,135
LGA59370,27,26,17,24,5,0,114,0,5,17,16,21,26,3,0,90,3,5,0,5,8,5,3,0,33,3,6,3,8,8,4,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,9,12,18,13,17,29,29,35,8,158,40,88,117,131,162,181,85,22,836,0,3,11,4,7,0,0,0,26,0,0,3,3,0,3,0,0,18,9,25,32,26,59,74,31,10,260,0,8,9,13,14,19,7,0,82,13,13,19,11,22,15,12,0,107,10,17,19,20,44,44,23,8,173,0,20,19,28,43,57,19,9,193,5,12,32,29,31,42,16,0,178,5,6,21,19,34,33,13,0,131,3,5,8,10,11,14,8,0,62,9,8,7,17,16,13,4,0,73,0,0,0,0,0,0,0,0,4,0,0,4,9,3,3,0,0,19,29,32,24,50,64,59,65,22,346,85,162,205,237
LGA59499,52,43,46,17,0,0,269,23,56,35,29,49,17,0,0,209,6,34,14,4,6,0,0,0,62,11,27,20,16,12,7,0,0,91,5,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,10,167,265,278,228,156,95,21,9,1217,269,590,509,363,340,179,25,7,2290,10,29,17,12,15,9,0,0,80,3,10,9,7,4,6,0,0,39,20,122,98,82,90,71,19,0,508,6,41,40,28,21,23,0,0,165,9,17,17,8,10,11,0,0,67,18,74,58,24,37,31,6,0,238,12,29,25,22,25,16,0,0,135,36,116,86,61,67,40,5,0,413,33,77,60,38,63,26,6,0,297,16,40,18,9,8,4,0,0,95,20,40,39,24,29,11,0,0,167,5,0,0,0,5,0,0,0,5,15,9,5,9,11,0,0,0,39,338,666,815,753,496,247,70,22,3408,529,1270,1293,1073
