LGA_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
LGA56090,3,45,102,115,115,103,53,7,539,0,30,53,69,73,39,22,0,273,62,234,348,393,301,253,98,11,1706,44,108,199,284,287,263,124,14,1328,320,783,735,825,871,672,300,57,4559,99,39,29,18,3,14,0,0,200,17,19,35,41,50,48,36,3,225,427,844,791,880,925,727,333,56,4986,7,19,16,13,19,19,19,9,122,96,146,190,187,210,111,111,75,1118,653,1421,1699,1947,1922,1511,753,173,10073,0,79,149,154,130,68,18,0,605,7,74,113,141,113,53,26,3,533,113,430,588,598,395,326,140,25,2615,73,206,318,374,397,293,121,35,1822,265,419,411,434,383,175,48,18,2136,98,44,36,49,31,27,15,0,298,22,23,58,81,114,86,31,9,428,381,482,502,566,523,282,94,31,2859,3,5,12,17,33,32,16,3,121,84,109,123,133,165,179,174,120,1082,670,1379,1806,1987,1758,1242,585,215,9641,9,120
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,18,0,0
LGA56230,0,6,11,11,8,21,3,0,70,0,3,3,9,8,11,0,0,38,16,41,40,50,56,62,26,6,294,14,33,46,94,99,79,38,7,418,160,345,385,388,429,348,156,53,2270,56,19,10,13,11,6,3,0,116,3,11,19,16,22,20,9,4,108,220,376,408,418,461,374,169,59,2494,5,4,5,3,7,14,14,3,49,82,90,128,123,106,122,99,35,788,332,553,643,709,745,684,364,111,4143,4,13,22,17,19,20,4,0,89,4,16,27,27,30,12,0,0,124,30,122,125,131,67,80,35,3,596,28,89,129,137,129,111,36,17,675,155,254,274,227,204,80,24,8,1232,66,28,28,15,21,18,3,0,189,15,19,31,40,35,27,23,0,188,235,299,333,284,265,130,54,11,1610,0,0,10,6,9,14,10,0,54,93,90,91,96,105,145,123,55,794,390,634,735,695,623,509,268,89,3945,4,22
LGA56300,0,0,0,5,3,0,3,0,14,0,0,0,3,0,4,0,0,6,0,3,6,7,6,17,0,0,51,0,3,7,7,10,17,8,0,47,5,9,30,16,44,50,15,3,177,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,0,7,5,17,34,16,48,56,19,4,191,0,0,0,0,0,0,0,0,8,7,8,15,21,18,22,13,0,107,12,25,68,59,79,114,45,8,417,0,5,5,0,3,4,0,0,21,0,3,0,6,6,7,0,0,29,0,6,12,10,19,17,7,0,74,0,8,13,8,16,27,6,0,80,0,13,11,9,22,6,0,0,67,0,0,4,4,0,3,0,0,8,0,0,0,0,5,7,0,0,10,3,13,13,15,22,17,3,0,87,0,0,0,0,0,0,0,0,4,9,9,16,9,29,18,27,4,112,12,39,69,51,93,97,40,7,406,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0,9,0,0,0,0,3,0,0,0,10,7,12,11,12,3,4,3,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,12,11,13,3,4,0,0,55,0,0,0,0,0,0,0,0,0,8,10,3,8,16,8,11,3,74,12,30,23,24,21,12,10,3,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,14,4,5,3,0,0,46,0,7,0,0,8,3,0,3,22,5,3,5,0,4,0,4,0,20,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,5,4,5,3,7,4,4,0,33,0,0,0,0,0,0,0,0,5,3,5,4,6,10,6,15,3,56,6,28,28,17,30,16,24,12,168,0,0
LGA56460,0,8,4,4,6,3,0,0,23,0,0,0,3,11,8,0,0,18,10,34,27,28,23,17,9,0,146,0,9,10,27,16,14,7,4,92,47,106,62,69,67,70,31,5,463,17,0,0,0,0,0,0,0,24,0,0,0,0,8,5,0,0,16,58,111,65,80,84,74,31,6,502,0,0,0,0,0,0,0,0,6,47,35,38,41,41,48,31,17,285,116,192,149,183,172,164,71,27,1077,0,7,3,7,0,3,0,0,29,0,3,5,9,13,7,0,0,38,22,57,50,30,54,17,11,4,246,8,24,32,32,44,27,14,0,185,27,48,59,43,47,26,6,0,260,16,13,0,8,9,3,0,0,49,0,3,7,5,6,9,0,0,31,47,64,67,59,60,32,6,0,341,0,4,5,4,0,0,4,0,17,37,32,36,36,27,39,42,36,285,110,199,207,180,194,122,80,46,1142,0,15
LGA56580,27,173,295,390,355,278,157,44,1730,0,38,52,78,65,34,18,8,287,266,416,475,640,513,461,187,57,3019,27,43,69,104,108,103,67,20,536,68,93,67,83,72,63,51,18,522,16,5,3,0,5,5,0,0,38,0,5,8,9,6,17,9,0,56,89,104,82,95,81,83,63,18,618,10,13,9,6,8,12,14,6,78,35,52,58,52,41,74,47,33,391,449,835,1039,1363,1170,1041,555,189,6653,20,170,311,375,241,146,43,9,1324,0,47,83,141,129,87,40,6,536,257,446,618,696,490,403,191,77,3186,20,43,82,151,208,185,120,55,856,40,50,60,40,61,33,12,3,299,18,4,3,4,5,6,7,0,46,9,3,10,30,33,36,26,14,157,63,62,74,72,95,74,48,19,502,5,5,12,13,13,18,13,8,86,41,32,41,55,61,77,82,80,473,406,807,1220,1501,1236,990,542,263,6969,45,347
LGA56620,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,4,0,0,0,27,0,3,0,0,3,0,0,0,5,0,4,6,5,3,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,5,3,7,0,0,28,0,0,0,0,0,0,0,0,0,18,12,8,12,18,4,0,0,67,18,28,27,18,29,7,0,0,129,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,9,3,5,0,0,0,0,22,0,0,0,0,3,0,0,0,7,0,0,8,0,4,0,0,0,17,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,16,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,19,13,4,15,13,0,0,0,73,26,31,29,33,29,5,0,0,144,0,0
LGA56730,0,6,15,12,15,6,5,0,61,0,3,10,7,10,13,0,0,39,12,31,41,40,41,34,10,5,207,0,22,40,41,44,36,16,0,198,81,198,164,204,238,188,56,16,1139,34,16,9,4,6,4,0,0,66,4,6,5,13,15,18,7,0,74,124,213,180,225,258,212,63,13,1278,0,3,3,4,3,7,0,0,15,106,193,175,136,120,98,59,18,903,241,469,457,454,492,403,154,37,2709,4,18,27,13,13,10,0,0,81,5,9,16,21,17,14,0,0,79,17,73,88,84,61,50,21,6,393,15,46,61,79,97,57,23,7,380,62,108,122,138,85,58,12,3,591,37,26,24,24,20,14,0,0,144,7,7,14,18,22,13,0,3,84,113,141,156,177,125,85,19,9,816,0,3,0,0,12,7,7,0,35,68,52,87,94,85,98,77,42,604,217,346,434,461,412,322,146,56,2396,4,22
LGA56790,0,0,0,0,5,5,0,0,8,0,0,0,0,4,0,0,0,4,0,9,9,16,15,8,3,0,66,0,4,7,12,12,19,3,0,62,18,38,47,63,87,96,33,3,388,7,0,0,0,6,0,0,0,10,0,0,0,0,6,5,4,3,19,24,42,51,69,95,103,34,9,417,0,0,0,0,3,0,4,0,4,18,23,30,41,43,55,22,4,236,44,78,95,141,165,187,69,16,800,0,0,4,3,7,4,0,0,26,0,4,6,7,5,0,0,0,24,0,14,23,25,23,15,5,4,116,0,7,17,20,29,25,9,0,105,12,27,27,27,33,24,0,0,146,5,4,3,0,4,0,0,0,17,0,0,0,4,6,8,0,0,17,12,32,27,32,44,34,5,0,186,0,0,0,0,0,0,0,0,3,19,23,23,26,46,47,18,7,212,36,80,107,116,148,125,44,11,675,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,7,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,8,0,3,5,0,0,21,0,0,0,0,0,0,0,0,0,4,3,4,3,6,8,0,0,31,11,9,11,8,11,12,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,7,5,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,9,5,6,0,0,25,8,3,9,14,18,7,4,0,58,0,0
LGA56930,0,8,14,19,21,13,4,7,87,0,0,0,0,0,0,0,0,4,18,21,18,48,46,37,15,3,214,0,3,11,7,13,6,8,0,44,4,10,0,3,7,7,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,4,11,7,4,0,33,0,0,0,0,4,0,7,0,6,0,7,4,0,6,5,4,4,30,23,48,50,83,98,76,38,10,422,0,13,9,20,10,11,0,0,72,0,0,0,7,3,0,0,3,25,15,28,39,56,41,34,10,3,225,0,0,0,7,12,14,11,7,59,9,6,3,0,0,0,0,4,18,3,0,0,0,0,5,0,0,6,0,0,0,0,7,0,0,0,12,10,6,3,4,7,4,5,4,36,0,0,0,0,0,0,0,0,7,8,0,7,3,0,9,8,0,36,34,52,58,107,87,74,38,19,458,0,25
LGA57000,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,16,0,0,0,8,4,0,0,0,12,3,16,10,9,12,4,0,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,10,14,12,4,0,0,64,0,0,0,0,0,0,0,0,0,16,21,25,21,23,11,3,3,126,17,40,46,45,48,14,10,4,223,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,18,0,5,7,0,6,0,0,0,16,4,4,7,4,4,0,0,0,23,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,4,7,6,3,0,0,0,29,0,0,0,0,0,0,0,0,0,12,7,11,9,11,7,0,5,50,17,10,31,21,24,15,3,0,125,0,6
LGA57080,44,842,568,217,179,131,57,3,2046,18,92,82,41,41,34,7,0,308,464,1582,889,382,309,224,94,26,3981,160,315,234,125,149,106,57,17,1154,176,409,258,186,195,122,43,11,1390,62,41,11,7,6,0,0,0,136,16,27,20,15,13,14,6,0,104,256,481,294,207,219,133,51,11,1635,16,31,30,9,14,11,16,6,139,246,536,366,223,163,112,57,20,1713,1200,3881,2460,1206,1069,750,336,76,10981,54,851,475,191,127,67,19,5,1791,23,131,80,58,51,38,11,4,392,560,1670,778,328,262,169,75,16,3853,198,346,213,152,167,105,39,14,1226,212,215,86,100,70,37,13,0,741,77,23,10,11,4,7,4,3,135,18,23,21,27,25,25,15,8,161,303,261,124,135,105,66,30,9,1039,24,42,15,17,3,26,13,3,145,257,361,197,114,120,98,57,20,1218,1416,3663,1887,994,829,559,238,75,9667,98,1693
LGA57140,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,15,0,0,0,0,5,6,0,0,21,12,9,15,17,19,19,3,0,102,4,0,0,0,0,0,0,0,5,0,0,3,0,0,5,0,0,7,18,13,19,16,22,21,3,0,116,0,0,0,0,0,0,0,0,0,0,0,6,9,7,5,4,0,45,23,18,33,28,44,39,17,0,205,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,11,3,4,11,5,6,7,0,0,41,0,10,8,10,14,6,3,0,40,0,6,3,8,13,5,3,0,47,3,3,0,3,0,0,0,0,12,0,6,0,0,3,0,0,0,10,9,17,3,13,20,8,4,0,73,0,0,0,0,0,0,3,0,3,0,3,4,7,4,4,11,3,39,14,37,29,35,44,36,19,3,215,0,0
LGA57210,0,0,6,4,11,8,3,0,35,0,0,5,0,0,4,0,0,14,4,21,33,33,28,35,10,0,152,4,9,14,27,35,33,16,3,133,49,64,81,93,103,88,36,9,518,16,6,0,7,4,4,0,0,39,3,7,8,5,10,8,3,0,37,67,72,88,96,116,100,37,9,592,0,0,3,0,0,4,0,0,9,35,19,44,58,50,45,33,14,292,105,114,189,223,240,237,103,27,1226,0,0,12,10,6,5,0,0,35,0,4,9,8,12,9,0,0,43,9,39,52,54,47,48,10,6,259,4,20,27,57,61,40,25,6,232,40,56,55,78,59,29,4,0,319,16,8,14,12,14,3,3,0,64,7,0,3,4,19,8,0,0,47,57,65,71,93,85,42,8,0,432,0,0,0,5,4,3,0,0,15,29,32,34,40,52,58,33,21,298,105,157,201,267,270,209,79,35,1314,0,5
LGA57280,0,28,30,21,22,6,0,0,109,3,13,22,9,8,0,0,0,49,6,107,124,49,38,7,0,0,337,3,79,133,86,68,23,3,0,396,125,599,597,392,286,72,15,0,2088,29,18,13,6,5,3,0,0,81,6,15,19,10,15,4,0,0,74,168,635,628,411,303,75,15,0,2241,3,5,8,5,8,0,0,0,32,166,277,257,216,190,51,17,7,1188,352,1143,1207,799,636,166,35,5,4348,4,41,47,21,20,3,0,0,121,5,34,32,22,14,10,0,0,116,49,289,251,107,61,15,3,0,772,18,139,148,98,65,8,0,0,484,78,268,205,113,69,17,0,0,747,51,49,45,22,8,0,0,0,170,6,17,25,24,16,3,0,0,96,132,338,264,160,91,21,0,0,1015,3,8,4,6,8,0,0,0,27,142,261,207,169,113,44,11,0,956,350,1117,958,577,366,98,21,6,3494,4,65
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,11,0,0,0,4,5,8,3,0,18,0,11,6,7,12,11,4,0,71,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,17,5,9,16,16,4,0,83,0,0,0,0,0,0,0,0,0,7,8,9,26,14,34,10,5,110,12,21,24,39,40,60,19,6,224,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,7,8,8,5,3,3,0,35,0,3,5,8,7,0,0,0,30,3,3,0,11,14,6,0,7,39,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,3,0,11,3,5,0,11,18,11,3,7,61,0,0,0,0,0,0,0,0,0,8,19,12,27,28,30,12,0,123,13,34,29,52,54,44,20,12,258,0,0
LGA57420,0,0,7,0,0,0,0,0,12,0,0,0,3,0,0,0,0,8,0,19,13,12,6,0,6,0,59,0,7,7,11,10,11,3,0,57,12,50,42,42,46,23,8,0,239,5,4,0,3,0,0,0,0,8,0,0,0,0,0,6,0,0,10,14,54,46,49,52,25,8,0,253,0,0,0,0,0,0,0,0,0,17,19,20,31,29,17,6,0,130,30,107,89,105,98,62,29,0,522,0,5,4,3,0,0,0,0,16,0,3,3,0,0,4,0,0,11,3,35,30,12,10,8,7,0,114,5,18,8,20,15,5,5,5,80,12,27,16,18,12,3,4,0,94,0,10,0,0,4,0,0,0,17,0,4,0,7,9,3,0,0,18,15,34,25,23,23,12,0,0,129,0,0,0,0,0,0,0,0,4,5,12,13,16,22,17,15,0,104,24,113,83,76,71,44,32,0,455,0,6
LGA57490,8,120,229,243,177,85,55,5,917,3,73,98,112,98,66,14,8,476,180,662,862,744,450,314,118,25,3350,163,608,979,1032,874,459,157,46,4324,1419,3503,3163,3085,2711,1598,879,193,16559,494,208,72,60,44,24,6,0,903,74,101,122,141,120,122,61,11,755,1986,3805,3358,3286,2878,1750,951,202,18216,39,37,53,66,63,49,31,9,356,677,888,915,796,613,356,339,174,4765,3070,6189,6493,6285,5154,3074,1673,468,32406,14,223,357,244,141,79,11,0,1072,40,235,324,275,191,85,21,0,1165,397,1522,1743,1287,740,405,157,39,6293,361,1143,1382,1392,971,470,188,46,5957,1336,2501,2133,1822,1233,484,119,30,9656,470,292,199,162,138,63,29,4,1361,97,144,244,285,274,160,93,11,1312,1911,2938,2576,2267,1643,706,239,46,12330,24,51,61,60,77,73,44,21,409,519,650,583,525,496,504,507,295,4085,3261,6761,7022,6058,4267,2323,1172,451,31309,21,342
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,4,5,5,5,3,3,3,0,34,6,9,12,4,12,8,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,9,0,8,0,7,10,4,0,0,22,0,0
LGA57700,5,25,78,51,35,17,3,0,220,0,16,25,28,22,8,3,0,102,38,177,265,154,109,65,24,7,833,33,143,233,197,144,78,38,5,862,350,1001,854,694,589,346,118,23,3980,91,33,23,7,9,0,0,0,172,20,23,26,39,28,20,12,0,163,455,1059,903,739,624,372,133,26,4311,10,11,26,18,14,7,3,4,88,114,163,169,167,124,65,43,14,854,659,1578,1696,1353,1079,616,242,56,7274,3,55,104,46,27,10,3,0,263,3,83,73,52,40,12,7,0,282,76,457,416,258,163,87,32,0,1486,82,358,359,294,241,95,39,4,1472,347,702,505,349,208,87,14,0,2211,95,59,46,38,31,8,3,0,277,27,40,56,80,58,36,9,5,310,468,801,603,465,295,137,26,3,2807,13,11,15,12,15,9,8,0,87,78,146,140,124,97,82,60,20,741,725,1913,1721,1243,884,440,171,36,7138,10,81
LGA57770,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,17,15,0,7,0,0,0,43,0,7,3,4,7,5,3,0,36,5,18,24,20,25,19,7,0,125,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,9,18,24,21,30,19,9,0,133,0,0,0,0,0,0,0,0,0,8,10,13,18,13,11,12,0,76,18,57,56,44,60,39,17,0,295,3,8,4,4,0,0,0,0,16,0,0,0,3,0,3,0,0,9,3,20,15,9,11,3,0,0,60,0,10,11,5,4,4,3,0,42,7,10,8,13,9,3,0,0,46,0,0,0,3,0,0,0,0,11,0,0,0,0,5,0,0,0,8,11,9,10,14,16,3,0,0,63,0,0,0,0,0,0,0,0,0,15,10,15,10,10,14,6,5,79,30,64,47,39,37,34,12,5,273,3,11
LGA57840,43,497,528,414,319,240,94,23,2164,6,104,116,118,97,94,16,0,544,387,1253,1044,804,661,542,199,50,4942,117,234,229,266,266,295,141,35,1581,251,444,347,308,376,321,145,54,2245,78,31,10,3,9,11,9,0,148,10,21,29,29,31,40,24,8,187,335,501,381,339,412,372,173,65,2579,14,19,19,23,18,24,22,10,154,140,239,166,158,151,139,134,128,1253,1052,2853,2474,2125,1934,1698,785,309,13228,47,563,524,346,264,149,34,3,1935,27,167,191,180,172,109,39,6,904,504,1455,1213,964,706,440,171,45,5488,126,224,295,330,395,314,156,55,1899,253,263,205,210,190,120,36,16,1283,76,24,26,25,27,23,6,0,210,14,23,24,50,81,83,48,20,339,336,305,254,283,300,222,84,35,1831,21,13,23,25,33,37,28,8,180,120,186,149,124,170,218,241,286,1503,1177,2924,2645,2255,2041,1492,756,441,13736,94,1061
LGA57910,139,1875,2092,1321,821,560,242,47,7096,26,436,487,481,384,214,89,14,2128,1174,5249,5008,3385,2317,1569,665,163,19535,518,1755,1921,1567,1253,1025,612,143,8801,1253,3509,2954,2432,2421,1754,1068,396,15790,351,176,122,71,64,47,14,0,846,94,137,170,203,185,159,100,36,1072,1699,3825,3245,2713,2668,1951,1184,431,17707,41,143,171,130,83,111,72,25,783,645,1431,1268,914,718,582,535,321,6409,4242,14717,14194,10506,8230,6018,3392,1152,62454,154,2367,2250,1186,682,340,113,14,7103,70,900,984,801,604,368,106,19,3855,1626,7328,6233,3815,2295,1565,678,198,23738,603,2052,2101,1943,1691,1237,575,204,10398,1230,2000,1650,1421,1192,660,240,87,8481,390,216,192,170,139,119,53,13,1293,104,205,292,461,426,332,205,93,2119,1725,2420,2141,2046,1765,1113,498,198,11898,47,139,150,127,109,150,108,53,886,638,1288,1010,732,727,847,834,632,6711,4860,16496,14863,10650,7878,5624,2906,1322,64594,292,4241
LGA57980,25,274,312,235,189,167,78,17,1308,3,50,56,63,47,25,14,3,260,165,529,445,342,322,294,114,28,2240,17,61,68,91,73,105,63,15,502,48,106,81,74,79,62,47,12,509,24,10,6,6,3,0,0,0,48,7,7,10,14,21,10,7,4,69,81,120,93,92,104,77,53,16,632,3,7,9,9,9,11,13,0,57,32,72,59,71,62,97,65,35,496,325,1118,1054,895,809,778,403,104,5489,18,283,305,235,182,125,44,15,1208,9,75,81,96,74,82,35,4,454,217,697,561,428,334,254,112,27,2626,31,77,96,125,131,117,93,28,693,68,68,59,45,43,34,18,6,345,23,4,8,7,9,8,5,0,53,9,5,13,14,37,32,18,7,134,98,82,81,54,90,78,38,20,536,3,4,11,12,16,9,9,5,67,36,85,77,52,48,70,82,58,510,412,1298,1197,1011,874,732,410,148,6092,47,562
