LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
LGA56230,8975,9090,18068,486,438,926,1192,1156,2352,490,575,1065,422,406,821,853,914,1768,973,1033,2009,1139,1148,2285,1241,1259,2496,1247,1258,2502,731,701,1433,204,203,409,8026,8509,16537,943,586,1529,242,230,480,4,6,13,5,0,5,248,238,489,6728,6773,13507,1490,1708,3207,8003,8182,16182,237,305,542,7850,8052,15901,108,112,223,1093,1063,2152,320,403,718,77,87,163,86,307,397,2424,2897,5321,899,1041,1941,2348,2256,4605,558,447,1004,335,229,560,30,12,40,7826,8286,16111,540,568,1108
LGA56300,790,751,1538,23,21,48,74,80,161,36,26,65,11,3,16,43,51,94,93,85,178,97,83,182,130,151,280,180,151,336,79,71,151,15,14,30,714,698,1410,78,52,134,25,16,40,0,0,0,0,0,0,25,16,40,512,482,992,160,161,321,661,634,1294,24,25,48,645,600,1248,3,8,11,62,57,125,23,21,39,0,0,0,0,22,28,264,287,545,73,79,152,194,153,350,34,23,61,22,14,42,3,0,4,650,631,1276,143,137,278
LGA56370,415,371,787,24,26,55,50,47,104,6,11,16,19,14,32,53,45,106,38,33,69,53,44,98,66,58,119,54,36,89,34,40,68,17,27,41,360,338,702,54,33,92,11,8,25,0,0,0,0,0,0,11,8,25,308,279,588,32,43,75,324,300,624,15,24,46,332,305,637,3,10,9,41,39,82,0,4,5,0,0,4,0,10,11,126,131,252,38,31,64,77,64,135,22,12,32,13,16,35,0,0,0,320,289,612,95,70,162
LGA56460,2350,2427,4779,104,126,226,307,290,599,171,159,325,130,134,261,274,266,536,237,288,524,306,289,592,310,343,654,304,262,567,157,174,326,59,100,159,2167,2283,4453,183,138,326,120,139,257,0,0,7,0,5,4,125,140,264,1712,1770,3485,370,416,782,1881,1965,3848,208,213,415,1943,2043,3980,17,24,43,263,253,520,110,108,215,17,29,48,26,83,114,735,865,1594,222,261,478,511,464,976,129,117,250,87,70,156,16,11,24,1951,2059,4008,422,369,792
LGA56580,10920,11211,22132,485,514,998,1735,1463,3203,883,776,1655,731,658,1389,977,890,1863,1136,1315,2448,1487,1657,3143,1317,1460,2774,1204,1300,2506,713,782,1499,257,397,650,10416,10729,21140,503,485,989,35,46,81,0,0,0,0,0,0,35,50,87,7087,7121,14209,3502,3761,7261,9023,9016,18036,1560,1874,3438,9733,9913,19646,201,170,377,1695,1429,3128,820,725,1543,466,463,928,331,463,789,6989,7287,14275,437,428,866,601,819,1414,245,241,489,70,82,151,12,19,29,10228,10547,20769,627,673,1301
LGA56620,656,697,1358,42,39,82,107,100,208,69,60,135,55,56,107,107,123,230,104,103,210,84,98,180,60,73,135,27,31,52,6,10,14,0,0,3,611,641,1258,43,57,102,549,601,1147,0,0,0,0,0,0,549,601,1147,584,638,1219,21,23,40,73,64,135,522,587,1114,590,648,1237,14,9,22,98,84,182,23,27,49,0,0,0,8,7,14,96,101,197,75,71,143,124,159,282,56,54,116,56,68,125,11,17,24,594,649,1241,122,80,202
LGA56730,5744,5619,11358,296,290,588,755,719,1479,355,321,674,312,256,569,679,553,1227,668,634,1305,700,783,1488,813,848,1662,727,707,1438,346,361,706,91,147,237,5309,5361,10666,436,255,691,344,358,704,0,0,3,5,5,8,352,364,715,4077,4106,8181,1087,958,2044,4585,4752,9341,275,336,610,4611,4778,9387,66,74,143,664,613,1274,207,210,416,35,46,79,55,174,227,1442,1800,3242,491,568,1058,1340,1272,2618,340,289,627,209,171,381,22,12,36,4642,4979,9620,938,581,1516
LGA56790,1708,1522,3227,63,68,128,197,152,345,71,43,110,47,48,97,121,121,239,159,170,324,227,174,408,307,302,606,326,271,597,157,122,282,37,50,86,1482,1372,2855,219,154,375,92,89,179,0,0,0,0,0,0,88,94,184,1245,1072,2316,195,231,422,1434,1277,2708,29,46,79,1426,1260,2688,18,12,24,164,128,292,33,23,56,0,6,6,10,36,47,437,495,932,134,149,277,469,349,821,105,66,174,74,50,124,10,5,16,1370,1257,2630,876,841,1713
LGA56860,136,120,255,3,6,8,13,11,24,10,6,12,14,9,19,8,6,17,12,8,20,14,24,37,23,24,46,22,21,44,3,5,14,5,0,4,116,112,230,17,10,27,8,9,11,0,0,0,0,0,0,8,9,11,92,82,175,14,5,20,105,88,190,8,9,10,104,90,192,0,0,0,14,5,16,3,0,5,0,3,3,0,5,5,39,39,70,9,12,23,28,21,51,8,7,13,0,0,3,0,0,0,102,92,188,25,35,57
LGA56930,684,912,1597,35,24,53,73,140,211,59,164,219,47,54,104,59,53,112,49,68,119,97,121,215,105,114,220,84,99,183,54,64,114,23,26,41,631,876,1511,50,38,82,0,27,28,0,0,0,0,0,0,0,25,28,481,617,1098,177,261,433,592,780,1377,64,99,163,612,817,1428,10,11,16,66,137,206,50,152,201,32,39,76,18,30,41,466,518,984,33,67,100,29,82,106,18,53,70,5,5,7,0,3,3,628,766,1396,16,166,186
LGA57000,390,239,629,7,12,21,37,30,68,15,11,24,22,16,34,54,24,76,66,32,95,62,40,102,78,40,117,28,23,55,17,11,26,4,3,11,369,224,596,17,9,36,5,13,18,0,0,0,0,0,0,5,13,18,209,148,357,46,34,78,232,168,405,27,14,37,230,158,392,3,4,7,21,22,45,3,5,5,4,0,3,8,7,13,110,74,180,29,26,55,53,42,95,11,8,17,14,3,18,0,0,0,161,155,316,616,155,769
LGA57080,14996,13471,28463,473,458,933,551,517,1065,542,699,1241,1739,1883,3628,4470,4068,8545,2764,2060,4824,1485,1193,2682,1343,1137,2481,1006,899,1901,491,412,901,123,151,268,13924,12769,26698,1070,703,1770,171,171,341,7,0,10,3,7,10,180,177,360,5720,4624,10345,7649,7757,15406,8214,6717,14938,5132,5621,10753,8829,7503,16332,92,106,204,503,466,967,453,589,1039,1053,1164,2212,1338,1454,2788,10385,9677,20062,711,558,1266,891,828,1719,186,150,338,89,110,201,62,55,116,11325,10691,22019,5868,4460,10326
LGA57140,534,502,1037,24,24,48,69,55,116,25,14,38,31,14,45,38,51,89,57,43,94,61,61,123,90,88,177,84,81,172,50,54,107,10,13,23,491,460,954,41,42,83,47,55,104,0,0,0,0,0,0,47,55,104,428,382,809,76,90,170,485,442,931,23,21,47,482,440,920,3,0,5,63,52,119,10,15,24,0,0,0,6,9,11,155,182,330,43,42,83,139,114,252,34,32,70,29,16,45,0,0,0,480,453,934,30,32,62
LGA57210,2775,2610,5388,132,109,242,350,309,655,168,138,303,95,87,183,222,233,455,299,279,573,388,383,769,447,459,910,434,396,823,192,160,352,49,61,117,2548,2437,4985,227,173,406,88,92,177,0,0,4,0,0,0,89,93,181,1952,1781,3736,505,528,1033,2244,2181,4425,167,173,338,2258,2210,4465,25,20,48,307,270,575,101,99,193,8,13,21,26,78,104,821,970,1792,212,248,463,692,551,1243,155,104,259,94,57,151,36,20,53,2337,2295,4630,339,247,585
LGA57280,8229,7449,15684,722,692,1411,1228,1237,2469,436,382,820,420,418,844,1506,1561,3066,1507,1323,2832,1130,893,2024,959,653,1608,247,223,468,61,49,111,13,16,33,7706,6972,14671,531,480,1012,1278,1342,2618,75,54,128,81,84,162,1435,1476,2916,5258,4865,10123,1675,1549,3226,5708,5200,10907,1127,1147,2277,6017,5513,11529,152,156,300,1036,1050,2085,219,204,419,52,46,98,191,348,536,2503,2745,5248,846,593,1440,1370,981,2349,286,184,473,118,118,232,34,38,74,6634,6260,12893,4075,1765,5833
LGA57350,459,504,961,30,22,52,42,57,98,15,13,29,11,7,21,32,50,87,40,37,81,54,68,121,77,91,160,104,87,190,41,42,81,16,23,39,416,462,878,35,42,79,34,40,74,0,0,0,0,0,0,34,40,74,302,328,631,41,50,91,324,364,685,7,10,21,320,365,688,3,4,11,28,43,71,6,3,10,0,0,0,3,6,9,103,130,231,33,27,62,107,108,219,17,27,40,22,15,42,0,0,0,320,355,675,128,133,263
LGA57420,1095,987,2085,76,78,155,112,120,234,31,28,58,45,40,84,153,147,297,135,115,257,171,126,299,177,143,323,122,99,221,57,70,126,11,18,32,996,879,1879,98,107,206,39,49,80,0,6,6,0,0,0,39,47,88,780,686,1469,198,199,398,911,843,1752,66,58,122,892,808,1703,19,22,41,110,107,218,14,14,28,5,8,6,21,39,58,362,375,736,76,95,168,262,174,435,58,41,101,29,21,47,3,0,5,882,825,1703,697,179,872
LGA57490,67085,68591,135678,4816,4335,9148,10329,9951,20284,4536,4249,8784,4142,3968,8106,8950,9380,18324,8860,9524,18382,8747,9141,17886,7755,7800,15559,5146,5757,10901,2947,3268,6210,853,1225,2083,61693,65770,127467,5390,2821,8212,1663,1726,3391,42,53,89,62,58,117,1771,1829,3605,42870,43853,86720,19759,21550,41310,57543,59190,116738,4967,6083,11049,55827,57986,113812,1368,1140,2510,9688,9332,19020,3138,3137,6273,900,1151,2053,1359,3005,4364,23195,27159,50359,6753,6626,13383,13670,13277,26945,2785,2710,5499,1141,1237,2372,161,166,327,60053,64374,124433,3547,3032,6579
LGA57630,70,37,109,0,0,0,0,0,0,0,0,0,4,0,4,9,8,13,12,0,7,10,7,11,16,10,31,15,11,22,15,0,15,0,0,0,68,33,99,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,35,21,55,8,7,16,45,26,67,0,3,3,44,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,4,0,8,13,10,21,3,0,5,4,0,0,0,0,0,36,22,61,167,56,216
LGA57700,16069,16102,32173,1407,1370,2777,2718,2519,5235,961,1007,1969,869,869,1740,2276,2619,4896,2403,2371,4765,2064,2006,4066,1690,1694,3391,1072,1049,2123,500,455,955,113,138,249,14996,15493,30488,1079,608,1686,442,419,864,13,14,26,18,14,36,472,448,920,11331,11334,22665,3941,4158,8103,13250,13646,26899,1660,1819,3484,13612,14047,27661,389,342,725,2585,2386,4973,644,733,1377,189,253,442,299,651,952,5080,6409,11490,1541,1534,3078,3494,2935,6429,720,526,1246,265,208,470,49,27,76,14447,15334,29782,837,501,1336
LGA57770,520,507,1031,35,29,61,51,49,109,13,14,28,20,25,49,66,90,152,75,65,133,68,60,124,86,82,166,81,65,145,39,22,63,0,3,8,467,466,930,56,43,97,67,38,101,0,0,0,0,0,0,67,38,101,338,305,641,100,125,220,391,370,763,43,50,97,395,362,756,0,3,9,39,35,77,3,12,12,5,3,4,5,17,27,145,189,335,40,44,90,140,94,230,24,18,47,18,13,25,0,0,4,384,389,778,1149,1030,2172
LGA57840,21244,22163,43405,1042,981,2025,2260,1934,4194,1352,1094,2449,1729,1741,3465,3307,3302,6604,2797,2920,5719,2538,2739,5276,2388,2771,5155,2263,2508,4773,1121,1382,2503,439,794,1233,19993,21111,41108,1249,1053,2304,309,287,596,3,11,13,12,10,25,327,309,636,12979,13251,26234,7208,7871,15075,16000,16311,32305,4126,4762,8893,17691,18369,36060,334,313,644,2170,1837,4003,1157,966,2124,962,974,1944,956,1222,2183,13031,13685,26720,1100,1185,2291,1931,2253,4181,478,474,954,234,308,544,58,102,155,19154,20268,39421,1617,1601,3217
LGA57910,109870,116500,226369,6893,6465,13360,12761,12143,24903,5700,5472,11170,6505,6871,13378,18166,19413,37576,17286,17640,34928,13918,14275,28195,11691,12516,24207,9163,10941,20107,5545,7100,12645,2235,3659,5894,104183,112258,216435,5683,4246,9934,1192,1290,2479,36,25,64,26,30,57,1255,1349,2606,63571,67028,130595,40752,44511,85253,74596,78415,153013,29370,32680,62054,89419,95551,184973,1896,1835,3734,12051,11521,23579,4697,4664,9362,2862,3355,6218,4461,6590,11054,58984,63989,122973,6669,6731,13393,12485,13938,26423,3016,3294,6305,2597,3534,6133,851,1133,1989,101425,108894,210311,5181,5877,11064
LGA57980,8219,9044,17267,405,404,814,950,960,1913,426,366,792,447,566,1013,1247,1414,2660,1133,1279,2411,1015,1120,2135,947,1041,1989,962,983,1947,522,631,1153,157,287,439,7808,8631,16437,416,415,831,57,59,113,4,4,7,0,4,3,62,65,128,4973,5450,10423,2843,3253,6097,6441,6970,13411,1326,1687,3012,6912,7551,14464,150,128,283,902,924,1826,382,338,723,234,314,544,369,553,923,5367,6019,11390,316,320,632,507,652,1155,155,152,306,65,98,167,12,8,20,7533,8401,15934,590,604,1196
LGA58050,75992,76981,152974,5851,5412,11262,11366,10604,21970,5025,4571,9598,4883,4726,9608,11163,12150,23311,11373,11505,22878,9670,10143,19814,8202,8511,16713,5306,5551,10855,2443,2756,5197,712,1055,1767,71482,74378,145854,4515,2606,7120,2445,2613,5057,69,57,125,55,63,116,2568,2733,5302,47222,47266,94489,24823,26537,51363,54733,54701,109433,17018,18542,35555,64108,64691,128802,1670,1462,3138,10710,9944,20651,3616,3460,7076,1373,1622,2994,1927,3523,5442,30399,33988,64387,6464,6293,12763,13200,12381,25582,2782,2585,5371,1602,1823,3429,510,720,1224,70138,72747,142884,3536,3661,7198
LGA58190,217,172,386,8,10,18,32,23,50,14,4,20,10,4,12,28,15,45,12,23,37,31,33,64,46,24,69,17,21,40,12,10,25,0,5,6,197,159,354,17,17,32,10,17,29,0,0,0,0,0,0,10,17,29,165,122,288,18,28,40,184,142,327,0,0,0,175,136,304,5,0,4,28,16,46,10,0,13,3,0,3,0,8,8,68,66,135,16,15,24,42,29,68,13,0,21,12,10,18,0,0,0,178,135,313,31,26,60
LGA58260,296,274,575,24,24,44,32,41,76,11,11,19,8,8,25,28,38,62,38,36,77,34,39,71,44,38,76,41,29,72,25,19,45,4,3,6,278,253,531,24,21,40,21,23,50,0,0,0,0,0,0,25,28,50,219,191,409,37,38,71,247,221,467,9,8,16,235,211,445,4,9,9,25,30,55,10,5,14,0,0,0,4,9,13,85,95,180,27,21,52,70,40,104,15,5,18,12,8,21,0,0,4,244,221,458,85,66,151
LGA58330,2370,2229,4601,77,85,158,255,216,471,114,101,210,95,58,150,160,186,338,201,212,412,323,332,659,489,474,967,444,374,818,186,168,353,34,35,72,2108,2088,4195,262,141,401,73,60,136,0,0,0,0,0,0,73,60,136,1567,1483,3051,498,510,1009,2006,1925,3932,68,84,155,1955,1844,3796,16,25,43,215,188,403,71,71,141,17,12,28,19,79,102,703,815,1523,209,237,451,633,502,1126,134,94,229,78,61,140,4,0,0,1953,1950,3904,272,228,494
LGA58400,151,137,298,0,8,9,14,8,22,5,12,20,3,7,13,16,18,34,6,10,16,16,23,38,38,25,61,34,20,47,14,14,29,0,0,0,141,124,261,12,19,35,9,4,12,0,0,0,0,0,0,9,8,15,112,95,212,17,27,41,130,115,251,3,4,9,129,113,244,0,0,0,11,5,17,4,4,10,0,0,0,0,0,5,45,35,81,12,10,23,51,51,94,11,9,22,6,9,17,0,0,0,128,107,239,18,24,44
LGA58470,95,79,170,8,10,19,10,12,25,4,6,8,3,4,10,4,14,22,13,11,24,15,8,24,21,7,25,10,3,15,0,0,0,0,0,0,86,74,161,8,3,9,50,34,95,0,0,0,0,0,0,54,38,95,78,60,140,3,9,10,70,61,133,13,12,22,82,66,147,3,3,9,8,9,26,0,0,5,0,0,0,0,5,8,17,20,43,4,11,14,19,20,41,3,3,9,15,0,15,0,0,0,93,76,168,77,73,147
LGA58510,18416,18477,36889,991,1044,2039,1623,1502,3122,737,760,1495,1500,1546,3045,3920,3815,7737,3075,2883,5954,2204,2118,4324,1916,1777,3695,1404,1432,2834,707,913,1626,343,677,1022,17407,17718,35122,1009,758,1766,321,316,636,11,6,16,8,0,5,338,318,656,10463,10248,20707,6711,7145,13857,12871,12406,25273,4211,4769,8984,14049,13880,27931,272,274,543,1530,1419,2949,567,614,1179,735,816,1552,1056,1393,2452,10597,10923,21519,1092,944,2037,1974,1863,3841,392,401,787,270,373,641,102,112,214,16443,16640,33085,1812,2013,3827
LGA58540,424,381,802,17,15,37,47,51,97,18,17,38,12,5,19,38,36,75,43,55,101,65,49,114,77,73,152,57,45,102,29,26,50,6,3,12,372,342,716,47,42,90,14,18,32,0,0,0,0,0,0,14,18,31,318,263,580,51,72,125,361,318,679,13,12,26,340,291,631,4,0,9,41,42,80,9,10,19,0,0,0,9,4,11,140,125,267,38,29,64,108,94,205,21,13,26,9,13,25,3,0,3,335,307,638,65,64,130
LGA58570,18240,18293,36537,1007,889,1896,1679,1668,3345,658,632,1286,1174,1373,2549,4087,4222,8305,3269,3031,6304,2397,2257,4660,1962,1869,3835,1217,1267,2485,554,645,1197,221,438,667,17069,17447,34515,1175,848,2019,147,160,304,5,0,7,3,4,5,151,160,318,11368,11346,22710,5851,6170,12023,13895,13466,27361,3264,3973,7236,15064,15144,30214,328,228,555,1614,1588,3202,554,532,1085,535,698,1229,1019,1419,2431,11361,11799,23158,925,822,1751,1498,1406,2902,318,277,595,278,454,730,76,152,233,16411,16742,33149,1153,1148,2304
LGA58610,888,869,1761,50,35,86,102,94,192,43,41,87,29,37,66,83,86,173,97,89,191,100,107,207,130,145,277,145,143,284,78,73,152,14,31,47,801,798,1601,84,72,157,24,24,49,0,0,0,0,0,0,24,24,49,669,613,1281,125,156,283,761,742,1502,39,26,72,722,715,1439,8,7,19,85,78,162,23,25,49,0,4,7,10,11,18,254,290,544,71,82,155,229,217,446,53,42,100,36,19,59,4,3,3,735,725,1463,93,99,192
LGA58680,290,250,535,8,16,23,27,27,51,12,12,27,14,7,24,27,19,47,32,29,57,48,51,96,55,33,84,41,31,72,20,21,48,6,3,9,254,235,490,31,9,43,3,6,11,0,0,0,0,0,0,3,6,11,200,174,374,36,35,66,231,200,428,3,5,11,223,198,416,0,0,0,20,23,40,4,3,12,0,0,4,3,5,11,90,77,165,24,21,50,63,49,114,16,8,25,6,7,15,0,0,0,215,206,422,53,47,96
LGA58760,102807,106304,209111,7494,7257,14748,16189,15183,31364,7110,6785,13890,6865,6573,13443,13891,15201,29094,14944,15975,30915,14063,14617,28677,10667,11111,21776,6984,7789,14772,3582,4224,7804,1028,1597,2623,96845,103061,199903,5966,3243,9210,1797,1950,3743,61,60,121,51,51,103,1910,2060,3971,57087,58174,115259,40859,44382,85240,76996,79293,156289,20581,22704,43288,86255,89613,175864,2201,2111,4306,15319,14395,29716,5207,5258,10466,2152,2474,4631,2463,4851,7309,42734,48913,91654,8784,8588,17372,16740,15837,32577,3546,3393,6936,1841,2235,4076,761,1010,1774,95552,101340,196898,3077,3430,6510
LGA58820,2114,2120,4234,94,107,202,243,253,500,118,124,244,96,74,173,172,190,369,240,236,482,293,288,578,322,335,660,329,297,627,152,151,305,47,61,106,1901,1979,3885,211,139,350,85,71,159,0,0,0,0,0,0,85,71,159,1572,1564,3134,355,410,761,1800,1843,3645,125,117,248,1841,1834,3680,22,22,47,228,234,457,79,84,165,16,17,31,11,61,72,512,612,1127,215,238,454,621,536,1147,149,112,258,87,89,170,8,3,9,1808,1907,3714,228,153,383
LGA58890,414,362,773,15,15,26,59,49,107,15,18,29,23,8,32,24,33,58,46,38,85,55,60,123,85,59,149,59,55,105,30,19,46,13,8,24,390,329,713,24,29,60,16,7,21,0,0,0,0,0,4,16,8,27,334,261,592,25,45,70,362,304,664,0,5,3,350,293,642,3,5,3,49,37,79,6,10,17,4,3,5,0,7,7,147,155,299,27,23,54,94,62,156,24,13,34,13,5,20,0,0,4,346,291,640,58,56,110
LGA59030,123,125,248,5,12,18,14,16,28,0,0,4,0,4,9,11,18,32,19,11,30,10,8,24,22,24,46,24,13,38,13,10,19,3,4,6,110,115,225,8,9,18,0,3,4,0,0,0,0,0,0,0,3,4,95,92,185,19,16,36,109,103,213,0,8,9,110,107,210,0,4,3,14,8,28,0,5,5,0,0,0,0,0,0,45,48,89,10,18,28,24,19,49,6,8,17,0,7,7,0,0,0,104,109,218,149,31,179
LGA59100,366,329,690,20,19,42,54,50,105,9,14,23,20,13,31,37,34,75,30,38,67,43,37,86,69,61,123,53,25,81,23,29,57,4,10,18,326,301,623,39,32,68,9,9,20,0,0,0,0,0,0,9,9,20,284,250,534,22,32,49,301,279,571,10,12,18,294,268,561,4,8,11,43,42,85,0,6,7,0,4,4,0,10,15,102,116,221,27,26,49,85,58,144,18,16,34,8,0,12,0,0,0,281,259,538,73,50,119
LGA59170,521,500,1021,24,41,68,78,73,153,17,13,37,22,12,34,53,56,106,85,64,152,63,58,121,72,84,154,54,54,111,38,33,65,13,9,17,476,470,951,43,27,74,8,11,17,0,0,0,0,0,0,6,11,18,407,382,788,52,58,113,451,426,873,19,17,34,428,407,839,7,5,14,68,58,134,9,9,22,6,0,6,0,18,28,207,202,405,40,41,80,86,75,160,16,18,35,9,8,14,4,0,4,446,433,881,53,62,115
LGA59250,345,189,535,6,15,21,32,29,63,16,5,24,35,11,46,73,31,108,59,34,95,57,31,88,30,12,42,22,16,39,8,6,13,0,0,0,328,170,502,19,18,36,63,73,137,0,0,0,0,0,0,63,73,141,171,117,288,52,19,75,157,73,223,64,62,129,199,132,326,0,0,0,20,20,43,3,0,10,0,5,10,5,4,5,90,42,128,19,4,29,61,41,99,16,3,18,8,12,23,0,0,0,118,117,234,854,217,1070
LGA59310,696,601,1297,47,32,78,84,86,163,22,18,39,35,26,58,86,64,149,79,82,166,82,64,149,106,92,201,104,91,191,45,33,75,11,9,20,638,562,1202,57,39,94,41,31,70,0,0,0,3,0,3,42,31,76,544,480,1023,91,71,166,614,535,1150,31,21,49,593,527,1116,11,7,29,74,76,148,8,11,21,6,4,11,8,16,25,243,218,466,55,49,99,175,133,306,25,27,52,14,17,31,0,0,0,603,533,1135,79,59,138
LGA59320,238,210,448,21,15,35,35,26,64,10,8,15,8,4,17,27,17,43,20,27,49,29,25,52,51,35,84,34,32,61,15,13,22,4,5,3,218,199,418,20,15,33,3,0,6,0,0,0,0,0,0,9,0,7,192,154,345,22,36,53,208,183,387,4,4,14,205,176,386,5,6,7,26,24,52,6,9,11,3,0,5,5,6,10,83,85,163,19,7,27,49,44,90,12,11,21,7,6,13,0,0,0,205,186,388,17,17,42
LGA59330,244,227,470,8,12,15,22,22,45,4,5,14,7,9,15,16,28,47,26,23,45,36,24,58,40,34,78,45,43,82,35,31,65,3,6,9,226,201,428,16,21,45,12,19,29,0,0,0,0,0,0,12,19,29,189,163,351,29,37,68,213,190,406,11,11,20,221,194,412,0,0,0,19,22,44,0,3,8,0,6,3,3,6,4,78,71,148,30,20,55,57,42,99,20,16,34,7,13,19,0,0,0,212,183,400,31,28,61
LGA59340,3699,3775,7477,299,265,562,562,595,1156,197,204,397,217,241,464,600,706,1302,536,568,1102,507,523,1030,452,440,889,256,166,418,80,62,136,7,17,25,3403,3505,6908,298,275,572,1156,1300,2457,11,4,17,16,17,39,1186,1325,2515,2605,2617,5225,435,514,945,2597,2660,5252,428,487,919,2840,2907,5743,58,53,108,432,453,884,76,79,153,10,23,36,59,116,172,1006,1273,2279,293,312,602,636,531,1169,165,143,314,144,94,235,26,24,44,2872,3052,5927,2811,2252,5067
LGA59350,242,101,340,6,3,9,9,6,15,0,6,9,30,6,31,85,17,106,34,8,46,32,19,52,19,14,33,16,5,25,4,4,7,0,4,4,223,100,323,10,0,19,34,35,66,0,0,0,0,0,0,34,35,66,94,57,151,28,9,40,113,58,173,6,4,16,110,60,175,0,0,0,9,7,12,0,0,0,0,0,0,0,0,5,49,30,75,10,5,24,33,13,49,14,0,18,0,0,0,0,0,0,57,57,116,742,205,951
LGA59360,731,439,1173,21,20,41,38,38,77,9,0,18,33,18,46,117,66,187,111,55,169,137,93,222,143,73,215,77,52,127,29,21,50,9,9,21,671,398,1070,61,47,109,12,11,28,0,0,0,0,0,0,16,11,26,449,305,753,127,88,214,519,356,878,54,35,85,524,344,862,9,4,15,30,40,63,10,0,12,0,4,3,3,10,11,226,158,386,61,47,105,158,102,257,36,19,53,33,15,50,0,0,0,404,334,733,948,206,1150
LGA59370,1731,1731,3459,51,53,106,189,196,390,74,54,129,43,45,88,125,121,249,153,176,327,186,197,385,314,311,624,355,331,680,188,179,369,52,54,108,1584,1634,3216,151,95,241,60,76,139,0,6,3,0,0,0,64,75,144,1254,1256,2508,288,321,613,1529,1535,3069,42,66,107,1495,1530,3027,13,19,29,177,176,354,37,38,70,5,3,10,9,42,49,572,676,1249,132,146,278,458,387,836,90,70,163,66,49,112,0,0,5,1474,1537,3018,220,184,410
