SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED54905,5,0,4,0,1340,1351,25,0,0,0,1693,1720,749,32,36,0,2490,3308,1700,74,159,0,857,2788,1623,126,279,3,477,2514,1589,99,320,56,323,2380,1591,66,329,80,197,2261,783,23,135,102,76,1115,241,3,29,143,25,437,8304,430,1286,387,7480,17882,3,0,0,0,1085,1083,34,0,0,0,1697,1730,1022,58,72,3,2153,3309,1791,96,203,12,800,2902,1732,140,366,38,459,2732,1650,136,567,106,297,2757,1401,80,538,291,195,2501,566,30,230,446,107,1374,153,10,59,537,29,789,8360,550,2047,1422,6817,19187,6,0,4,3,2422,2441,59,0,0,0,3389,3450,1772,84,107,3,4650,6624,3488,169,360,11,1655,5690,3359,270,645,40,943,5250,3242,232,884,162,623,5140,2991,148,875,372,385,4763,1345,53,368,548,176,2494,395,17,87,680,51,1228,16663,976,3330,1810,14294,37069
SED55005,3,0,0,0,1814,1818,34,0,3,0,1672,1711,1136,53,41,0,1868,3106,2987,128,151,0,840,4100,2544,110,269,24,509,3453,1840,98,291,37,206,2466,1352,55,209,92,79,1788,543,26,56,80,17,718,125,0,13,74,8,216,10550,479,1030,311,7007,19377,4,0,0,0,1689,1698,99,6,0,0,1523,1632,1674,97,72,7,1535,3386,3181,169,265,28,725,4370,2414,170,393,64,448,3496,1741,108,411,120,155,2537,1092,59,334,290,45,1815,387,14,84,362,12,866,76,5,28,267,7,380,10669,624,1600,1147,6142,20179,3,0,6,3,3502,3513,132,6,3,0,3196,3343,2812,151,118,9,3403,6493,6164,304,416,29,1568,8477,4954,279,668,86,961,6941,3573,205,699,161,360,5002,2438,117,535,381,117,3601,929,37,146,446,32,1587,201,3,41,341,12,598,21219,1104,2628,1460,13147,39552
SED55102,0,0,0,0,1770,1769,54,0,0,0,1489,1549,1187,79,52,0,2112,3424,2259,192,209,3,1232,3903,2326,218,377,12,730,3663,1893,158,380,42,295,2769,1352,65,243,75,87,1832,585,30,84,66,26,788,104,4,9,30,8,157,9764,740,1350,238,7752,19852,0,0,0,0,1608,1609,57,5,4,0,1206,1269,1412,132,87,4,1635,3270,2281,229,287,22,839,3668,2119,222,477,69,517,3404,1803,145,520,101,206,2774,1157,56,313,213,57,1795,405,12,89,217,9,726,46,0,16,98,0,163,9279,803,1791,730,6074,18676,0,0,0,0,3376,3378,112,5,4,0,2700,2815,2591,208,141,9,3741,6695,4547,422,498,29,2077,7562,4436,438,851,89,1252,7062,3699,301,900,145,498,5541,2510,126,555,292,142,3624,993,39,175,274,33,1517,146,0,27,131,12,321,19043,1546,3135,967,13827,38522
SED55202,5,0,0,0,1410,1410,49,0,0,0,1544,1591,1096,46,42,3,2050,3227,2141,148,210,11,1141,3649,1795,158,324,19,758,3045,1535,122,430,35,402,2524,1492,95,321,87,141,2137,837,36,124,142,45,1177,214,8,20,125,9,382,9154,611,1470,422,7498,19148,9,0,0,0,1378,1392,116,14,4,0,1355,1497,1584,95,96,8,1610,3393,2150,187,205,26,850,3424,1652,184,419,70,555,2890,1526,166,564,175,252,2675,1306,99,487,389,98,2378,600,25,199,565,29,1426,122,4,39,468,11,649,9065,783,2023,1709,6143,19713,8,0,0,0,2792,2805,166,16,10,0,2895,3084,2683,141,137,5,3658,6624,4287,338,416,36,1995,7068,3446,346,747,88,1309,5940,3057,284,990,210,654,5199,2797,187,808,478,237,4513,1436,57,324,708,77,2600,337,12,61,596,21,1027,18213,1384,3493,2129,13635,38857
SED55306,5,0,0,0,1273,1276,5,5,0,0,774,785,587,23,23,0,1359,1986,1635,101,129,4,846,2710,1814,177,308,13,618,2928,1833,127,405,39,347,2747,2133,73,405,102,146,2859,1160,35,158,149,31,1533,246,4,36,129,3,421,9418,538,1465,437,5396,17256,0,0,0,0,1164,1172,25,3,0,0,664,685,789,51,44,3,1255,2146,1902,162,219,17,811,3115,1850,187,477,49,571,3134,1954,126,594,131,298,3098,1983,77,526,304,121,3005,852,17,176,471,42,1570,142,4,40,462,17,670,9500,629,2083,1435,4939,18591,7,0,0,5,2437,2447,30,7,0,0,1438,1471,1377,68,69,3,2612,4130,3534,260,354,24,1652,5820,3662,368,783,61,1188,6063,3785,253,994,165,648,5844,4113,144,932,411,264,5866,2011,51,341,624,76,3104,393,10,76,595,14,1085,18912,1161,3546,1878,10340,35843
SED55405,0,0,0,0,1048,1048,68,12,0,0,2510,2595,1582,68,59,4,4086,5796,2184,115,215,4,1383,3904,1440,119,370,16,779,2724,1124,99,403,35,608,2262,828,113,373,60,232,1606,448,45,172,83,115,871,216,9,29,133,26,416,7889,574,1627,337,10794,21223,0,0,0,0,1086,1086,142,7,0,0,2193,2350,1956,86,107,5,2957,5117,2151,133,284,14,1113,3703,1367,148,424,43,574,2557,986,111,531,132,391,2145,721,83,470,241,179,1693,347,37,221,416,78,1108,115,3,78,584,28,804,7788,609,2121,1435,8602,20554,0,0,0,0,2132,2138,213,18,4,0,4708,4940,3539,152,170,14,7042,10916,4334,254,495,18,2502,7605,2805,266,795,58,1353,5281,2108,207,935,162,996,4409,1548,191,845,296,415,3299,797,81,393,502,195,1973,333,11,112,716,53,1221,15683,1185,3745,1773,19398,41774
SED55504,0,0,0,0,1645,1652,34,3,0,0,1497,1532,1035,53,46,3,2101,3230,2367,124,180,4,963,3640,2213,163,323,9,501,3217,1767,123,368,36,206,2507,1339,78,240,81,60,1800,661,25,87,104,28,897,150,0,14,72,5,243,9563,571,1268,311,7012,18717,4,0,0,0,1513,1517,61,4,0,0,1411,1477,1516,86,97,4,1805,3509,2509,219,315,24,782,3851,2120,197,500,31,462,3309,1638,124,501,116,181,2559,1181,72,344,290,51,1938,495,21,171,377,16,1082,76,3,29,296,0,399,9609,727,1946,1139,6226,19642,0,0,0,0,3163,3169,95,3,0,0,2908,3006,2553,136,145,8,3904,6743,4875,346,497,26,1745,7490,4336,360,821,40,958,6526,3407,250,867,156,391,5058,2520,151,584,366,111,3736,1152,52,256,480,46,1979,230,5,43,369,5,643,19166,1296,3211,1449,13235,38364
SED55605,0,0,0,0,1958,1959,35,0,0,0,1544,1578,817,65,74,3,2029,2982,1830,159,216,3,1029,3238,2294,187,399,22,568,3464,2041,125,366,47,263,2849,1080,66,208,79,66,1496,585,18,70,82,10,764,115,0,17,67,8,201,8801,626,1334,302,7478,18535,0,0,0,0,1815,1818,56,6,0,0,1409,1480,1162,127,90,0,1794,3175,2049,245,333,24,890,3539,2384,243,568,64,534,3788,1782,158,494,121,217,2766,1016,65,307,195,36,1617,394,13,102,291,10,813,59,0,23,186,3,272,8907,859,1914,882,6704,19269,3,0,0,0,3776,3775,92,7,0,0,2959,3062,1982,188,160,4,3817,6161,3884,403,545,26,1918,6774,4676,429,961,89,1097,7253,3830,286,861,163,481,5613,2095,137,510,273,106,3115,973,38,171,370,20,1572,176,0,37,248,11,478,17707,1487,3248,1180,14185,37802
SED55706,0,0,0,0,1196,1194,23,0,0,0,719,737,498,14,21,3,1344,1889,1291,102,113,3,941,2454,1713,153,307,11,858,3038,1954,182,547,64,618,3355,2117,124,563,133,283,3222,1045,35,205,157,77,1519,227,9,22,137,20,404,8861,620,1773,503,6059,17821,3,0,0,0,1097,1099,35,5,0,0,578,613,669,50,36,4,1182,1945,1534,158,156,28,915,2792,1701,165,395,44,702,3015,2094,185,645,144,433,3502,1933,84,583,341,177,3124,760,22,193,423,46,1447,98,3,43,356,17,515,8822,675,2066,1345,5143,18046,5,0,0,0,2294,2300,53,5,0,0,1297,1355,1170,64,63,8,2525,3828,2822,261,274,30,1858,5249,3412,315,702,56,1562,6052,4043,364,1192,206,1049,6861,4050,212,1145,471,458,6345,1798,59,399,588,119,2963,321,10,65,490,35,924,17680,1297,3840,1854,11205,35874
SED55802,0,0,0,0,1689,1688,49,0,0,0,1651,1709,1604,63,71,5,2598,4336,2686,162,194,12,1020,4067,2123,140,306,16,460,3047,1910,147,338,36,254,2679,1171,69,184,58,59,1547,560,23,76,67,22,741,143,0,12,71,6,235,10251,603,1177,271,7747,20053,4,0,0,0,1569,1572,104,3,4,0,1638,1754,2276,116,116,3,2262,4770,2653,218,300,30,847,4050,2115,206,509,61,431,3324,1751,136,535,144,185,2762,940,68,294,249,80,1629,436,20,109,303,17,885,82,4,29,234,3,352,10364,770,1896,1029,7038,21100,10,0,0,0,3252,3258,158,3,4,5,3292,3464,3876,178,185,12,4860,9109,5343,378,496,37,1863,8117,4235,348,811,78,888,6368,3660,289,873,181,441,5439,2115,134,485,306,142,3170,990,44,183,375,38,1629,227,4,39,310,8,591,20616,1372,3071,1304,14788,41149
SED55905,0,0,0,0,1069,1069,16,0,0,3,1347,1369,661,27,31,0,2085,2804,1397,92,133,4,940,2566,1417,133,274,13,641,2472,1581,88,342,38,367,2417,1296,80,315,58,130,1876,838,35,131,162,32,1197,247,3,27,163,10,453,7449,464,1254,439,6626,16226,0,0,0,0,1171,1178,39,0,0,0,1370,1413,958,46,53,7,1806,2867,1481,136,215,9,819,2663,1464,149,399,44,562,2622,1570,124,554,118,307,2671,1228,84,448,311,138,2216,634,34,195,549,33,1438,131,3,48,564,22,766,7519,579,1907,1609,6230,17837,0,0,0,0,2240,2245,59,0,0,3,2717,2780,1612,71,87,7,3892,5670,2879,227,344,14,1763,5229,2881,284,671,61,1204,5098,3152,215,892,160,675,5089,2530,164,760,370,271,4092,1472,72,321,710,70,2638,381,12,76,728,28,1222,14960,1043,3154,2046,12852,34066
SED59494,0,0,0,0,114,118,4,3,0,0,294,295,71,28,30,4,686,822,190,91,66,0,579,926,131,128,117,12,460,842,212,88,155,12,204,667,198,30,119,35,61,444,49,7,32,17,16,118,0,4,9,0,7,14,861,371,524,83,2408,4247,0,0,0,0,145,147,13,0,0,0,248,256,104,24,25,0,531,692,143,55,56,8,347,613,113,34,97,15,216,468,231,34,118,18,74,477,164,17,81,23,22,316,19,0,3,16,0,38,0,0,3,9,4,16,791,175,385,93,1589,3030,0,0,0,0,259,261,10,3,0,0,539,562,180,60,56,4,1220,1512,336,141,119,16,924,1543,241,166,211,24,673,1313,442,126,271,30,277,1144,371,48,199,57,83,758,65,8,33,33,15,155,0,4,5,14,3,30,1648,548,909,175,3998,7285
SED59797,0,0,0,0,7,7,0,0,0,0,25,25,25,0,0,0,69,99,75,13,9,0,64,157,61,3,11,0,24,103,35,5,9,0,3,55,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,205,30,37,3,189,455,0,0,0,0,3,3,0,0,0,0,11,11,4,0,0,0,7,14,0,0,5,0,7,11,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,33,61,0,0,0,0,6,6,0,0,0,0,31,31,32,0,0,0,83,116,75,13,11,0,72,170,66,8,17,0,27,109,33,5,16,0,7,62,14,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,217,25,44,3,227,516
