SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED55102,0,3,10,29,3,0,0,0,0,49,1728,3589,2485,4787,2128,1416,935,349,61,17474,0,3,0,0,3,0,0,0,0,8,0,0,0,10,0,5,0,0,0,16,0,4,0,5,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,8,0,8,5,5,6,4,7,0,0,35,0,0,0,0,6,0,0,0,0,10,0,0,0,14,0,0,0,0,0,26,0,0,0,5,0,0,12,5,4,32,0,0,10,4,3,0,3,0,0,19,7,37,133,330,382,483,296,205,41,1905,0,0,0,11,0,0,0,3,0,9,0,0,0,6,6,3,3,0,0,23,0,0,0,21,12,14,25,16,0,90,0,0,0,0,0,0,3,0,0,5,0,0,3,18,4,0,0,0,0,21,3,22,39,340,61,28,29,10,0,535,0,0,4,13,0,0,4,0,5,29,0,4,0,7,5,6,0,0,0,25
SED55202,3,32,75,351,72,43,10,3,0,587,1499,2540,1822,3024,1310,1104,930,441,108,12780,0,15,4,65,22,5,3,0,0,119,0,0,0,8,5,4,3,3,0,22,0,0,0,3,0,0,0,0,0,6,0,0,0,11,7,3,4,0,0,23,0,0,0,7,7,0,6,0,0,25,0,0,0,7,6,9,5,0,0,23,0,22,33,146,77,41,18,6,0,350,0,0,0,6,0,5,0,6,0,21,0,4,3,7,3,0,3,0,0,21,0,17,22,143,206,338,307,260,93,1376,0,0,4,6,3,5,3,0,0,24,0,0,0,3,0,4,3,0,0,12,0,0,0,6,3,9,25,20,9,80,0,0,0,0,6,0,7,3,0,6,0,0,9,17,5,5,3,0,0,37,9,58,146,620,130,64,74,38,3,1146,8,23,29,97,51,18,16,13,0,254,0,4,14,30,8,3,3,0,0,71
SED55306,0,0,6,29,4,9,0,0,0,49,1067,2894,1779,3355,2074,1866,1897,934,246,16116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,4,17,17,3,4,0,0,60,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,6,0,0,8,4,29,56,224,210,342,394,293,66,1615,0,0,0,5,3,0,0,0,0,6,0,0,3,34,9,4,4,0,0,57,0,0,3,30,10,9,22,11,7,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,54,4,5,10,12,3,101,0,3,5,4,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
SED55405,0,0,5,42,7,6,3,0,0,75,1191,1625,2080,4183,1422,1145,802,356,153,12960,0,10,0,58,4,0,5,0,0,76,0,0,0,5,3,3,3,0,0,16,0,0,6,59,4,4,0,0,0,74,0,3,7,0,6,0,6,0,0,27,0,4,0,30,10,3,6,0,0,53,0,0,0,6,6,7,3,0,0,25,0,21,106,314,52,31,16,7,3,559,0,0,0,4,0,0,6,6,3,25,0,16,3,19,9,0,3,0,0,42,8,24,58,302,219,286,196,120,41,1253,0,0,4,5,0,3,0,0,0,11,0,0,3,44,3,5,0,0,0,60,0,0,0,34,19,10,9,10,5,84,0,0,0,6,0,0,0,4,0,8,0,0,45,56,21,0,7,6,0,142,18,69,154,646,72,28,37,31,10,1062,4,25,59,146,47,18,15,4,0,322,0,8,12,59,9,6,7,9,0,108
SED55504,0,0,0,15,10,4,0,0,0,27,1672,3263,1926,3635,1255,914,726,314,80,13777,0,0,0,5,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,13,0,0,4,9,0,0,0,0,0,17,0,0,0,4,3,0,0,0,0,6,0,3,5,5,8,3,5,0,0,38,0,0,0,0,0,0,0,4,0,8,0,0,4,37,11,6,3,0,0,73,0,0,0,7,0,3,11,8,0,24,0,5,12,13,6,3,4,0,0,52,0,146,394,792,664,651,444,291,88,3470,0,0,0,3,3,5,4,0,0,18,0,0,0,9,7,3,3,4,0,24,0,0,4,20,12,15,28,11,6,92,0,0,0,0,3,6,4,0,0,10,0,3,0,13,4,4,0,0,0,19,0,30,50,276,94,40,17,12,6,530,0,0,6,7,5,3,3,0,0,29,0,0,3,19,8,11,5,0,0,50
SED55605,0,0,0,0,0,0,0,0,0,0,1717,3475,2584,4142,1855,1307,753,333,65,16225,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,4,3,0,0,15,0,5,0,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,5,15,11,8,0,0,0,44,0,0,0,0,4,0,0,0,0,5,0,4,5,7,0,4,0,0,0,19,0,0,0,4,0,4,3,10,0,25,0,0,0,3,3,0,0,0,0,7,10,174,378,532,714,821,326,226,78,3258,0,0,0,5,6,4,0,0,0,11,0,0,0,9,3,0,3,4,0,15,6,3,4,14,21,13,12,9,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12,0,0,3,26,8,11,5,4,4,63,0,12,5,13,4,0,3,0,0,33,0,0,0,0,0,0,0,0,0,8
SED55706,0,8,14,29,13,7,4,0,0,79,1001,2469,1635,2971,2037,2175,2034,837,226,15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,9,4,0,49,0,0,0,12,0,0,0,0,0,12,0,0,0,11,6,0,0,0,0,20,0,0,0,0,4,0,0,0,4,8,0,0,0,0,0,0,0,5,0,7,0,20,28,176,220,431,400,311,61,1650,0,0,0,0,0,0,3,0,0,6,0,3,5,40,6,11,0,5,0,60,0,0,4,32,7,20,35,23,4,120,0,0,0,0,0,0,10,0,5,13,0,0,0,6,4,0,0,0,0,7,0,0,4,20,5,3,5,8,0,48,0,6,0,4,0,0,5,0,0,18,0,0,0,0,4,0,0,0,0,3
SED55802,0,14,48,121,18,11,3,0,0,225,2177,3135,2328,4039,1416,1228,641,289,89,15340,0,4,0,18,0,3,3,0,0,23,0,0,0,22,10,14,3,4,0,56,0,3,4,17,0,0,0,0,0,27,0,0,0,13,0,9,7,0,0,32,0,0,0,7,5,0,3,0,0,21,0,0,0,9,8,4,0,0,0,21,0,6,11,52,21,14,11,0,3,114,0,0,0,10,0,11,13,10,4,51,0,5,14,5,0,3,0,0,0,28,0,32,73,260,214,338,200,158,55,1334,0,0,0,4,4,0,0,0,0,8,0,0,0,12,0,7,0,0,0,22,0,0,6,17,11,11,17,10,5,69,0,0,0,5,0,3,0,0,0,11,0,4,3,28,5,8,3,0,0,50,9,61,102,1037,99,81,70,25,10,1497,0,5,8,17,12,0,3,0,0,52,3,13,12,42,17,3,0,0,0,90
SED55905,0,0,0,0,0,0,0,0,0,4,1108,1871,1867,3338,1475,1350,911,515,167,12605,0,3,0,16,0,0,0,0,0,28,0,0,0,10,13,7,7,0,0,45,0,3,0,19,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,20,4,8,0,0,0,49,0,0,0,8,8,7,10,0,0,35,0,9,16,62,24,24,15,4,0,144,0,0,0,17,13,21,66,40,12,173,0,0,0,4,0,6,3,11,4,24,0,23,56,241,217,263,194,174,60,1238,0,0,3,3,4,0,0,0,0,16,0,5,0,29,6,3,0,5,0,45,0,3,9,27,10,14,18,11,3,95,0,0,0,0,0,3,0,3,0,5,0,0,10,19,0,10,3,7,0,56,0,3,23,98,18,15,26,15,7,209,0,7,24,40,18,10,18,11,0,129,0,0,4,21,4,11,4,0,0,41
SED59494,0,4,0,11,0,0,0,0,0,11,113,189,278,991,484,358,249,44,6,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,11,54,25,50,45,13,3,210,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,16,0,0,0,10,3,0,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,16,0,0,0,6,3,0,0,0,0,8,0,0,0,4,4,4,0,0,0,11
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,7,80,28,10,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
