SED_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SED54804,516,828,3405,3225,2377,1654,504,93,4,12603,0,0,13,8,0,4,0,5,0,34,0,30,286,208,87,33,3,0,0,653,11,12,68,53,49,25,15,0,0,229,0,0,23,28,27,7,0,0,0,89,7,17,145,133,77,55,15,0,0,449,6,7,52,47,56,31,9,0,0,204,176,201,202,157,119,123,42,4,0,1021,202,188,224,127,55,42,12,0,0,854,0,21,63,47,33,17,7,0,0,188,0,9,41,28,19,18,0,0,0,123,0,17,122,125,84,49,13,0,0,417,0,11,78,52,46,26,14,4,0,240,4,74,404,326,225,111,26,3,0,1170,6,21,131,100,69,46,22,0,0,401,6,35,193,215,179,114,17,0,0,747,32,90,446,416,437,358,75,0,0,1850,23,220,949,663,531,420,115,12,0,2936,28,43,80,50,37,24,3,0,0,274,18,53,183,113,97,60,11,5,0,540
SED54905,541,1277,2733,2441,2112,1744,766,129,8,11753,3,7,7,7,4,5,8,0,0,50,0,25,142,123,110,45,4,0,0,454,3,20,59,40,46,40,14,5,0,225,0,0,24,13,23,14,0,0,0,75,0,22,71,74,62,35,19,0,0,282,0,16,22,35,32,17,5,0,0,131,172,210,176,106,121,100,39,4,0,932,213,196,159,92,76,48,11,0,0,798,0,19,36,39,53,30,14,0,0,184,3,8,31,22,24,17,5,0,0,105,0,25,79,94,114,55,20,0,0,400,0,11,48,48,42,56,23,5,0,232,6,143,336,332,204,141,63,7,0,1222,4,38,84,56,55,41,15,3,0,295,5,44,151,138,168,119,25,0,0,650,36,130,339,332,399,355,126,6,0,1727,32,304,674,487,450,451,120,14,0,2539,26,38,60,45,29,27,15,0,0,254,17,51,105,75,68,46,21,0,0,379
SED55005,741,1235,2528,3553,2933,1868,519,41,0,13424,0,5,9,18,25,6,3,0,0,66,0,12,62,107,52,15,4,0,0,252,11,30,78,129,128,63,14,0,0,450,0,5,16,20,18,6,0,0,0,62,4,29,77,99,71,38,6,0,0,329,5,17,49,68,73,32,3,0,0,258,225,242,242,277,258,182,31,5,0,1460,280,132,137,127,101,55,11,0,0,845,6,20,68,85,91,44,8,0,0,322,9,10,20,18,3,8,0,0,0,63,7,17,82,95,72,41,5,0,0,323,0,12,24,48,44,10,8,0,0,149,6,56,145,230,114,47,24,0,0,628,8,18,96,114,93,51,12,0,0,383,10,49,98,184,176,115,19,0,0,650,32,111,242,428,440,233,35,7,0,1523,49,253,565,739,620,415,82,5,0,2729,17,35,37,42,31,10,5,0,0,181,17,52,102,121,77,58,12,0,0,440
SED55102,814,1032,2337,2873,2780,1955,592,91,10,12485,13,17,26,25,41,37,22,9,0,192,0,26,101,114,118,63,6,0,0,428,32,43,63,102,100,71,14,0,0,435,0,6,21,25,24,10,0,0,0,84,8,32,86,120,97,80,19,0,0,441,12,23,69,81,58,46,13,0,0,297,236,188,280,262,225,154,33,0,0,1389,337,96,109,95,85,49,10,0,0,789,12,17,67,78,95,70,26,0,0,377,0,6,12,20,10,10,0,0,0,59,5,6,58,87,59,31,9,0,0,258,3,17,50,46,42,43,11,0,0,213,9,34,109,153,117,72,22,4,0,526,10,34,97,101,97,63,15,0,0,416,11,35,126,191,226,151,28,4,0,765,32,69,236,357,390,261,56,3,0,1394,41,170,507,575,583,397,79,6,0,2362,18,25,40,38,40,17,4,3,0,186,32,56,137,129,114,56,15,0,0,546
SED55202,567,1129,2496,2885,2338,1693,502,37,3,11650,0,0,11,18,9,7,0,0,0,48,0,16,56,42,36,33,8,0,0,187,13,18,79,95,80,59,19,0,0,356,0,4,13,13,15,8,6,0,0,51,6,13,69,73,43,34,11,0,0,250,11,19,50,55,43,38,5,0,0,225,143,226,230,185,194,164,37,0,0,1182,237,122,153,125,88,55,6,0,0,787,4,27,68,90,90,55,12,0,0,342,7,8,11,9,11,9,0,0,0,49,5,7,53,71,41,24,3,0,0,213,5,5,37,20,28,22,9,0,0,119,9,41,105,115,73,42,16,0,0,402,11,45,83,93,100,79,6,0,0,410,6,27,84,116,128,110,20,4,0,498,13,69,182,267,249,199,54,4,0,1033,38,180,540,553,517,390,112,11,0,2341,23,24,38,49,28,13,9,0,0,171,18,39,99,98,79,53,14,0,0,402
SED55306,763,623,1595,2266,2398,1954,750,114,14,10479,15,14,34,46,66,67,53,16,0,316,0,9,37,35,57,18,5,0,0,165,30,19,67,121,98,80,30,6,0,446,0,0,0,13,11,7,6,0,0,38,3,15,58,88,93,55,18,0,0,329,4,6,12,28,33,26,11,3,0,121,217,94,167,230,272,274,58,8,0,1330,306,121,221,288,226,172,44,0,0,1394,3,3,22,29,42,44,13,0,0,155,3,3,9,16,16,4,4,0,0,57,0,8,23,42,41,36,7,0,0,165,5,18,43,42,48,31,23,0,0,209,4,17,59,152,133,76,30,5,0,465,21,19,93,134,137,78,22,0,0,510,10,8,53,93,104,68,16,0,0,348,29,35,169,360,417,277,49,4,0,1342,30,79,318,499,540,477,98,3,0,2044,14,4,30,36,32,21,4,0,0,146,26,38,88,91,109,67,10,3,0,426
SED55405,477,1789,4673,3222,2096,1455,418,41,4,14171,0,4,16,9,9,4,0,0,0,35,4,26,186,157,88,44,4,0,0,502,11,32,85,74,42,32,5,0,0,285,0,3,28,40,19,10,5,0,0,96,0,26,114,81,44,33,4,0,0,305,4,24,64,43,32,28,0,0,0,190,139,298,307,126,83,68,30,0,0,1053,228,316,348,162,75,46,8,0,0,1188,8,32,69,60,63,24,4,0,0,263,4,17,31,21,13,5,0,0,0,89,0,29,89,87,59,43,6,0,0,322,0,20,43,43,43,20,12,0,0,196,9,92,399,340,152,85,21,3,0,1105,8,66,205,150,76,49,12,0,0,563,8,59,203,218,173,112,23,0,0,800,32,124,392,342,288,227,60,5,0,1475,35,341,956,569,445,335,93,0,0,2781,24,58,83,53,27,24,11,4,0,287,15,65,149,86,79,39,16,4,0,456
SED55504,791,1164,2722,3198,2739,1905,522,60,3,13105,5,12,30,34,37,29,11,0,0,167,0,21,75,87,49,26,9,0,0,263,12,17,57,86,82,61,17,0,0,324,0,3,15,24,17,13,0,0,0,73,11,33,119,131,124,64,18,0,0,490,4,14,50,64,51,39,12,0,0,233,259,244,307,249,263,181,37,0,0,1540,282,180,117,90,75,45,7,0,0,796,5,17,45,43,54,48,6,3,0,219,7,10,21,16,16,9,3,0,0,75,3,13,104,142,86,35,13,0,0,398,4,15,47,48,28,28,10,0,0,179,3,44,172,185,133,68,15,0,0,621,15,37,106,102,100,50,11,0,0,427,8,25,146,176,187,125,18,0,0,679,50,68,293,420,408,237,39,6,0,1518,65,252,629,759,741,471,95,0,0,3020,30,29,35,41,21,13,9,0,0,183,29,76,157,130,122,62,13,0,0,587
SED55605,897,1190,2381,2643,2891,2090,364,21,0,12482,6,3,0,23,19,4,0,0,0,57,6,40,70,81,75,41,0,0,0,314,31,27,82,88,103,63,6,4,0,403,3,5,11,19,16,14,0,0,0,69,4,15,78,84,81,66,10,0,0,344,7,8,28,32,41,20,3,0,0,149,289,238,276,252,333,199,17,0,0,1599,387,173,106,85,73,38,4,0,0,863,3,6,39,63,55,36,4,0,0,213,10,9,19,8,3,5,0,0,0,57,3,13,67,59,68,24,6,0,0,237,4,13,43,48,46,30,4,0,0,182,0,28,99,118,118,52,18,0,0,432,10,37,93,101,114,73,8,0,0,442,13,49,140,163,201,128,12,0,0,714,40,101,237,485,560,286,45,0,0,1750,59,217,451,570,719,450,71,3,0,2541,35,25,46,38,44,17,5,0,0,207,29,40,144,87,93,47,10,3,0,448
SED55706,578,563,1494,1929,2274,2210,1022,214,16,10308,22,36,141,150,165,197,165,47,0,925,3,11,34,52,37,45,0,0,0,182,35,25,96,115,103,65,23,0,0,458,0,0,3,5,4,8,0,0,0,22,3,3,26,58,45,49,18,0,0,201,7,4,24,17,32,31,5,0,0,120,137,72,122,231,246,216,67,5,0,1093,206,77,188,193,197,180,51,3,0,1100,3,4,9,27,51,56,17,7,0,169,0,0,0,3,8,3,0,0,0,22,4,5,24,28,27,23,4,0,0,113,5,0,16,26,34,31,18,6,0,134,7,18,59,98,87,71,28,3,0,369,12,14,47,82,102,72,16,0,0,351,0,12,68,121,145,94,17,4,0,462,16,22,127,325,377,343,66,7,0,1283,20,55,225,338,428,461,131,6,0,1667,15,3,15,32,27,38,12,0,0,143,12,24,62,70,66,53,15,0,0,302
SED55802,733,1312,3665,3552,2555,1990,481,42,4,14334,4,3,13,18,16,21,0,0,0,81,0,16,107,76,49,16,3,0,0,272,15,31,110,111,119,58,12,4,0,460,0,9,26,14,24,17,3,0,0,92,7,29,115,101,76,54,13,0,0,392,9,25,63,83,54,29,3,0,0,266,230,240,389,238,280,208,34,0,0,1626,304,161,180,125,126,55,8,0,0,967,5,43,104,87,77,50,9,0,0,369,6,13,19,14,12,12,0,0,0,72,0,24,113,87,74,43,7,0,0,348,8,21,57,57,41,24,13,0,0,217,4,56,189,194,88,58,18,0,0,616,9,48,124,112,102,66,14,0,0,475,7,39,168,179,182,140,23,0,0,738,23,113,312,365,381,281,38,4,0,1522,49,296,836,761,601,467,74,4,0,3084,16,30,68,42,30,16,4,0,0,216,30,64,185,138,106,55,4,4,0,594
SED55905,523,985,2278,2113,1974,1774,515,53,3,10207,0,3,7,13,11,9,3,3,0,41,0,11,70,68,30,22,0,0,0,205,15,34,68,78,89,62,10,0,0,363,0,8,13,10,19,13,0,0,0,65,4,17,78,60,61,52,17,0,0,288,8,17,28,35,41,36,4,0,0,169,177,202,192,148,158,164,43,3,0,1098,212,155,116,76,62,29,8,0,0,665,7,21,49,55,61,42,13,0,0,245,0,6,14,15,10,4,0,0,0,53,3,11,52,68,49,39,8,0,0,226,0,11,27,29,31,19,7,0,0,132,5,58,214,151,119,76,14,0,0,637,3,28,51,82,52,66,12,0,0,292,7,22,110,140,129,120,30,6,0,562,31,81,319,309,416,346,68,5,0,1566,41,223,546,462,494,464,103,10,0,2336,27,38,41,30,24,21,5,0,0,193,28,40,97,93,80,52,16,0,0,399
SED59494,19,101,268,211,156,115,28,0,0,899,0,10,19,0,0,5,0,0,0,38,0,6,13,8,8,9,0,0,0,38,0,0,15,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,7,4,0,0,25,0,0,3,4,3,0,0,0,0,5,0,9,10,9,6,9,3,0,0,47,22,21,54,9,12,14,0,0,0,142,0,3,9,3,4,8,0,0,0,29,0,0,0,5,0,0,0,0,0,7,0,0,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,9,13,20,4,4,0,0,0,44,0,7,14,3,0,3,0,0,0,29,5,0,7,7,3,7,0,0,0,32,0,7,10,11,10,10,3,0,0,50,4,14,32,31,15,29,5,0,0,124,3,0,9,0,0,0,0,0,0,17,3,0,8,6,4,5,0,0,0,24
SED59797,3,12,60,92,55,30,5,0,0,246,0,3,6,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
