SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED55202,0,3,3,41,10,13,0,0,0,72,0,3,0,22,12,17,25,17,0,98,0,0,0,7,11,12,38,27,24,115,0,0,0,5,8,0,0,0,0,13,0,5,3,31,14,4,3,0,0,74,0,4,4,4,8,7,9,0,0,40,3,20,42,169,63,65,98,24,7,500,0,0,0,0,0,4,5,3,0,10,0,3,13,42,10,3,3,3,0,85,0,4,30,143,54,52,47,23,6,350,0,0,0,29,5,0,0,0,0,27,0,0,0,0,6,11,26,34,15,90,0,52,82,238,133,138,65,25,6,750,0,0,0,0,0,0,0,0,0,0,13,51,68,192,36,6,11,4,0,374,0,4,7,7,7,5,0,0,0,42,0,104,193,259,202,62,17,4,0,838,0,0,0,11,7,9,11,7,0,45,0,0,0,6,5,4,0,0,0,18,0,0,0,16,23,45,44,48,4,191
SED55306,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,6,17,9,4,76,0,3,0,26,3,5,15,9,9,65,0,3,5,3,0,0,0,0,0,10,0,5,0,19,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,4,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,9,0,0,3,12,5,12,33,14,4,77,0,34,20,132,108,103,97,36,9,540,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,0,14,0,0,0,0,4,3,0,0,0,13,0,4,15,22,7,3,0,0,0,49,0,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,22,17,32,40,23,4,141
SED55405,0,8,4,19,11,7,5,4,0,54,0,4,9,113,19,23,20,10,5,195,0,0,4,52,9,20,31,54,46,222,0,0,8,19,10,0,0,0,0,42,0,3,9,143,16,19,6,4,0,196,0,0,0,3,5,0,7,0,0,17,7,16,145,310,58,43,55,17,5,661,0,0,0,3,0,0,0,0,0,7,0,0,9,48,11,5,0,6,0,77,0,0,10,20,12,29,12,8,9,102,0,7,87,292,10,3,0,0,0,392,0,0,0,13,9,6,20,17,3,77,4,23,54,243,97,108,66,15,6,606,0,0,0,0,0,0,0,0,0,3,0,5,135,269,7,4,3,3,0,428,0,0,3,8,7,0,0,0,0,23,0,23,87,100,36,19,6,0,0,273,0,0,3,16,5,12,4,8,4,44,0,0,0,0,0,0,0,0,0,3,0,0,0,49,26,33,33,23,3,171
SED55504,0,0,0,4,8,3,4,0,0,18,0,32,38,154,52,29,27,12,0,334,0,3,4,11,10,19,39,22,6,107,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,55,16,15,13,5,0,127,0,0,0,0,0,3,3,0,0,17,0,4,3,9,3,8,7,0,0,37,0,0,0,5,3,7,10,3,3,24,0,0,6,7,0,0,0,0,0,7,0,4,0,6,8,8,17,25,7,67,0,53,82,312,158,153,84,30,6,863,0,0,0,0,0,0,4,0,0,8,0,0,0,17,0,5,0,5,0,30,0,0,0,0,3,3,0,0,0,11,0,36,72,100,71,18,7,0,0,298,0,0,0,20,3,5,11,8,0,53,0,0,0,0,0,0,0,0,0,5,0,32,65,137,100,83,66,33,4,515
SED55605,0,0,0,0,0,0,0,0,0,0,0,13,21,40,28,11,11,7,3,130,0,0,0,0,0,7,18,13,0,46,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,13,4,0,3,30,0,0,0,0,0,0,3,0,0,10,0,0,0,7,3,4,3,0,0,17,0,0,0,5,3,5,0,6,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,5,13,14,27,14,10,79,11,121,149,380,203,165,83,26,5,1141,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,18,0,0,3,6,4,0,0,0,0,12,0,21,23,31,12,5,0,0,0,97,0,0,0,4,0,0,3,0,0,12,0,0,0,4,5,4,0,0,0,9,0,36,50,82,92,66,46,26,3,396
SED55706,0,0,0,0,0,0,0,0,0,5,0,0,7,34,14,13,15,9,0,88,0,0,0,44,6,4,30,22,11,118,0,0,3,3,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,4,0,0,27,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,41,20,5,103,3,9,10,144,125,128,99,21,3,544,0,0,0,0,0,0,0,4,3,11,0,4,0,4,0,0,0,0,0,10,0,0,0,0,6,4,0,0,0,12,3,7,12,32,17,3,8,0,0,82,0,0,0,0,3,6,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,20,26,37,38,18,11,149
SED55802,0,5,15,64,28,20,0,0,0,145,0,4,3,87,12,15,12,11,0,148,0,0,0,11,12,29,38,17,8,117,0,0,0,5,5,0,0,0,0,14,0,0,3,18,4,0,0,0,0,19,0,0,0,3,5,3,3,0,0,19,0,18,21,69,29,27,38,14,5,211,0,0,0,3,0,6,6,0,6,15,0,4,27,64,27,25,14,4,0,168,0,0,13,109,39,35,26,7,0,235,0,0,0,18,0,0,4,0,0,22,0,0,0,3,4,6,13,15,5,44,10,83,98,373,150,133,55,20,0,926,0,0,3,24,14,15,13,4,0,72,0,10,13,68,11,4,0,0,0,109,0,3,0,0,7,0,0,0,0,12,0,110,170,291,176,51,13,0,0,813,0,0,0,9,3,18,11,7,0,52,0,0,0,5,4,0,0,0,0,8,0,0,11,44,30,42,39,17,12,193
SED55905,0,5,0,4,0,0,0,0,0,6,0,8,5,69,13,10,11,3,4,123,0,6,3,44,22,45,103,83,53,361,0,0,0,3,0,0,0,0,0,6,0,0,6,24,3,7,4,0,0,56,0,0,0,0,0,0,5,0,0,12,0,5,32,70,32,35,30,11,6,222,0,0,0,0,0,0,0,3,5,6,0,0,0,12,0,0,0,0,0,18,0,0,0,3,0,9,8,4,4,28,0,0,0,9,0,0,0,0,0,9,0,0,0,13,0,4,19,20,8,62,0,23,28,179,88,105,51,15,4,495,0,0,0,0,0,0,0,6,0,4,0,5,6,30,0,0,3,0,0,47,0,0,0,3,0,0,0,0,0,3,0,24,54,91,58,28,7,0,0,263,0,0,4,15,5,10,21,4,4,66,0,0,0,0,0,0,0,0,0,5,0,8,15,35,22,32,42,30,15,202
SED59494,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,16,0,0,3,11,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,12,5,5,10,50,27,32,16,9,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,0,0,16
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13
