SED_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SED54701,..,19,529,1036,1142,1358,1152,632,134,6004,..,182,506,313,295,243,105,33,3,1675,..,4,14,59,77,60,25,21,18,279,3232,..,..,..,..,..,..,..,..,3232,..,395,..,..,..,..,..,..,..,395,..,530,188,107,100,36,3,0,0,970,..,84,63,18,26,35,44,20,3,292,..,54,41,24,15,12,4,0,0,155,..,87,134,64,53,70,43,12,0,457,..,169,269,233,383,527,417,238,87,2319,51,80,70,66,71,68,66,34,5,505,3283,1603,1807,1914,2149,2421,1863,992,248,16283,..,49,730,1207,1187,1389,1041,438,60,6104,..,277,547,341,290,212,71,19,4,1752,..,41,175,263,218,97,57,62,30,939,3045,..,..,..,..,..,..,..,..,3045,..,411,..,..,..,..,..,..,..,411,..,305,105,38,32,13,5,0,0,500,..,78,29,17,22,42,53,35,17,290,..,38,23,3,6,3,0,0,5,81
SED54804,..,5,684,1764,1503,1191,958,579,168,6858,..,106,1148,670,309,211,96,28,4,2574,..,6,7,67,129,70,14,13,9,316,3631,..,..,..,..,..,..,..,..,3631,..,962,..,..,..,..,..,..,..,962,..,517,257,108,71,43,7,0,0,997,..,78,86,30,26,27,16,13,3,276,..,37,96,20,9,11,4,7,0,174,..,180,568,155,54,50,38,12,4,1059,..,96,434,437,440,407,357,188,86,2448,45,50,101,60,37,25,13,16,0,345,3678,2030,3387,3313,2579,2032,1502,847,280,19639,..,21,1055,1946,1525,1114,880,469,81,7093,..,214,1385,626,290,185,85,16,3,2807,..,9,104,347,467,240,86,67,53,1364,3437,..,..,..,..,..,..,..,..,3437,..,1057,..,..,..,..,..,..,..,1057,..,361,182,40,41,23,12,0,0,649,..,82,62,25,16,55,62,41,15,370,..,38,53,19,6,5,3,0,0,132
SED54905,..,18,630,1543,1461,1408,1396,668,161,7287,..,136,751,342,230,174,131,31,6,1791,..,0,14,38,83,59,30,7,16,251,2993,..,..,..,..,..,..,..,..,2993,..,1098,..,..,..,..,..,..,..,1098,..,456,360,126,55,34,4,0,0,1039,..,226,130,26,18,28,13,20,9,463,..,73,89,13,14,13,4,0,0,206,..,445,498,96,53,42,47,20,9,1210,..,151,438,363,345,387,396,204,91,2373,22,61,78,32,39,25,28,10,5,300,3013,2667,2988,2577,2302,2164,2040,964,291,19004,..,26,944,1668,1612,1466,1245,473,86,7517,..,211,827,341,210,162,96,26,0,1878,..,5,77,249,332,218,88,55,40,1073,2734,..,..,..,..,..,..,..,..,2734,..,955,..,..,..,..,..,..,..,955,..,336,225,48,32,21,5,0,0,672,..,242,112,22,32,57,63,64,32,635,..,66,55,15,9,8,4,0,0,147
SED55005,..,22,962,2719,2306,1670,1266,496,106,9555,..,137,475,342,243,150,68,14,0,1426,..,6,38,86,114,67,40,12,8,370,5732,..,..,..,..,..,..,..,..,5732,..,1614,..,..,..,..,..,..,..,1614,..,1182,726,212,82,15,6,0,0,2217,..,182,155,62,50,60,50,10,13,594,..,82,130,51,48,26,7,0,0,351,..,72,171,88,77,51,34,15,0,505,..,45,186,213,224,243,195,105,42,1258,68,51,54,46,30,23,12,9,0,292,5801,3408,2889,3826,3175,2295,1691,660,170,23913,..,85,1542,3060,2272,1611,1008,350,55,9978,..,199,547,356,278,127,38,4,3,1553,..,48,270,479,455,208,109,53,28,1656,5490,..,..,..,..,..,..,..,..,5490,..,1672,..,..,..,..,..,..,..,1672,..,830,437,90,55,20,8,0,0,1437,..,156,107,44,58,145,159,78,49,788,..,57,60,29,15,7,0,6,0,175
SED55102,..,25,863,1822,1904,1605,1201,537,92,8050,..,161,621,484,352,221,101,22,0,1965,..,0,46,96,134,60,31,15,6,389,5545,..,..,..,..,..,..,..,..,5545,..,1237,..,..,..,..,..,..,..,1237,..,1114,423,132,85,21,0,0,0,1780,..,135,99,34,37,29,41,35,14,426,..,66,81,27,33,16,11,6,6,249,..,42,84,76,56,56,32,13,0,359,..,36,202,208,252,264,210,99,22,1300,75,80,52,60,35,33,25,7,0,371,5620,2906,2472,2941,2890,2310,1654,733,147,21664,..,52,1340,2177,1975,1640,1065,372,34,8660,..,259,782,530,381,226,72,12,0,2260,..,36,339,489,450,224,84,45,19,1692,5067,..,..,..,..,..,..,..,..,5067,..,1228,..,..,..,..,..,..,..,1228,..,788,265,64,41,26,3,0,0,1184,..,96,56,16,44,99,118,79,41,551,..,70,41,14,23,14,9,4,0,177
SED55202,..,29,906,1859,1576,1370,1371,762,173,8053,..,137,456,380,270,164,97,27,9,1537,..,7,32,85,120,98,47,28,11,426,4619,..,..,..,..,..,..,..,..,4619,..,1116,..,..,..,..,..,..,..,1116,..,1004,665,253,146,49,11,0,0,2124,..,187,171,86,66,70,54,30,10,658,..,86,126,95,60,18,14,5,0,402,..,169,281,165,125,100,59,32,0,931,..,67,275,377,368,421,312,213,94,2125,48,49,65,59,35,29,29,12,0,329,4665,2850,2973,3353,2761,2319,1995,1107,297,22321,..,99,1430,2014,1545,1414,1199,538,76,8322,..,211,554,353,259,157,74,21,0,1629,..,85,344,435,469,278,144,90,55,1895,4446,..,..,..,..,..,..,..,..,4446,..,1234,..,..,..,..,..,..,..,1234,..,654,379,109,71,42,7,4,0,1255,..,146,102,37,69,136,134,77,38,734,..,84,64,25,19,13,4,4,0,224
SED55306,..,8,474,1333,1508,1497,1684,934,206,7647,..,116,460,423,341,261,171,49,9,1832,..,0,19,70,133,58,20,16,6,320,4024,..,..,..,..,..,..,..,..,4024,..,760,..,..,..,..,..,..,..,760,..,696,260,84,59,21,4,0,0,1130,..,81,41,20,15,31,36,12,5,233,..,50,72,25,24,18,5,3,0,199,..,88,137,56,65,74,37,18,3,482,..,47,145,200,271,304,376,206,91,1626,54,64,64,69,66,71,71,29,6,491,4081,1912,1675,2274,2479,2325,2399,1271,322,18747,..,17,703,1747,1670,1620,1596,691,112,8161,..,173,585,463,387,261,131,32,0,2044,..,28,155,389,421,154,56,46,27,1274,3830,..,..,..,..,..,..,..,..,3830,..,761,..,..,..,..,..,..,..,761,..,426,105,34,38,26,8,0,0,640,..,50,28,13,19,58,68,40,32,304,..,69,47,16,14,7,8,0,0,171
SED55405,..,47,1243,1871,1233,976,741,378,144,6628,..,236,1090,500,285,156,72,20,0,2363,..,3,20,56,96,79,37,13,6,312,3292,..,..,..,..,..,..,..,..,3292,..,687,..,..,..,..,..,..,..,687,..,421,332,110,68,48,4,0,0,985,..,273,210,53,35,39,33,16,8,671,..,191,304,88,35,16,3,5,0,632,..,1144,1361,280,173,120,68,19,5,3173,..,212,584,522,457,561,472,271,106,3175,34,81,90,52,29,30,15,5,0,343,3325,3298,5227,3531,2406,2026,1447,727,268,22255,..,99,1660,1942,1240,893,626,281,71,6823,..,357,1130,495,253,132,60,10,0,2440,..,22,125,298,319,226,102,62,52,1200,3172,..,..,..,..,..,..,..,..,3172,..,747,..,..,..,..,..,..,..,747,..,283,193,61,26,28,6,0,0,597,..,300,181,52,50,61,86,30,15,780,..,175,183,33,15,6,3,0,0,422
SED55504,..,29,929,2144,1980,1562,1223,605,124,8589,..,157,757,494,318,202,72,21,4,2022,..,4,33,115,148,86,38,10,5,437,5396,..,..,..,..,..,..,..,..,5396,..,1299,..,..,..,..,..,..,..,1299,..,1161,539,163,84,30,3,0,0,1984,..,121,108,52,34,52,42,20,4,433,..,66,100,32,32,25,13,3,0,279,..,93,175,59,48,41,41,18,3,473,..,69,233,240,245,238,213,156,46,1436,55,58,58,49,27,19,14,10,0,290,5447,3055,2929,3353,2916,2251,1666,847,188,22652,..,60,1450,2422,2024,1528,1094,445,60,9088,..,257,905,485,369,181,56,14,0,2259,..,43,294,512,480,225,98,57,25,1733,5322,..,..,..,..,..,..,..,..,5322,..,1345,..,..,..,..,..,..,..,1345,..,860,322,70,31,22,4,0,0,1310,..,94,69,28,37,89,98,67,28,510,..,62,55,24,9,12,3,3,0,178
SED55605,..,33,712,1543,1985,1784,957,526,104,7646,..,215,765,508,384,233,75,26,3,2202,..,8,48,125,138,68,30,14,8,449,5609,..,..,..,..,..,..,..,..,5609,..,1287,..,..,..,..,..,..,..,1287,..,1334,501,148,82,28,8,0,0,2104,..,123,105,40,42,47,36,22,14,429,..,70,73,44,17,16,11,3,0,246,..,98,104,43,39,58,33,12,4,398,..,89,237,246,269,254,171,101,38,1410,76,91,71,53,43,25,24,11,0,398,5685,3342,2620,2760,3006,2527,1346,712,171,22166,..,55,1093,1960,2253,1658,909,358,47,8338,..,344,877,561,419,199,60,17,5,2480,..,60,428,618,582,215,81,47,39,2070,5206,..,..,..,..,..,..,..,..,5206,..,1351,..,..,..,..,..,..,..,1351,..,887,250,42,28,29,4,0,0,1244,..,134,50,24,47,100,80,68,41,539,..,75,45,15,5,10,3,0,0,158
SED55706,..,16,399,1035,1322,1565,1679,864,170,7046,..,112,483,433,394,398,223,62,3,2110,..,0,11,63,107,70,31,20,8,318,3480,..,..,..,..,..,..,..,..,3480,..,587,..,..,..,..,..,..,..,587,..,625,192,89,75,43,5,0,0,1026,..,63,26,19,18,48,26,17,8,235,..,43,49,26,29,23,19,6,0,194,..,72,171,63,70,109,60,23,5,567,..,76,152,204,343,517,601,286,97,2285,72,75,63,78,81,112,97,36,16,631,3548,1664,1548,2018,2447,2879,2737,1305,319,18475,..,31,591,1357,1451,1710,1551,618,71,7378,..,188,561,486,447,367,169,39,5,2257,..,15,124,351,335,169,69,45,32,1140,3272,..,..,..,..,..,..,..,..,3272,..,627,..,..,..,..,..,..,..,627,..,335,109,58,24,27,7,0,0,570,..,46,13,5,19,42,61,46,32,266,..,41,54,25,15,10,8,4,0,153
SED55802,..,46,1434,2414,1905,1714,1082,510,125,9225,..,202,831,493,326,182,55,26,0,2111,..,4,43,105,108,83,27,12,10,384,5831,..,..,..,..,..,..,..,..,5831,..,1325,..,..,..,..,..,..,..,1325,..,1205,683,169,69,28,7,0,0,2161,..,166,217,78,51,74,38,25,12,673,..,85,119,58,30,17,15,4,0,327,..,103,217,91,42,57,36,15,5,559,..,80,367,265,203,283,161,99,42,1492,58,69,65,53,28,25,18,9,0,322,5899,3277,3966,3716,2766,2463,1447,691,189,24411,..,96,2125,2508,1988,1617,854,396,64,9651,..,334,963,486,306,151,37,17,0,2300,..,49,339,483,503,292,103,56,29,1864,5511,..,..,..,..,..,..,..,..,5511,..,1400,..,..,..,..,..,..,..,1400,..,870,393,68,39,35,3,0,0,1409,..,148,125,25,56,126,148,84,45,762,..,62,84,37,17,16,5,0,0,221
SED55905,..,15,582,1238,1286,1401,1190,752,216,6669,..,121,687,347,262,187,93,30,4,1725,..,0,22,64,115,104,41,32,9,385,3162,..,..,..,..,..,..,..,..,3162,..,810,..,..,..,..,..,..,..,810,..,769,501,195,131,63,8,0,0,1670,..,130,107,42,35,53,30,23,4,409,..,55,74,26,27,15,9,0,0,205,..,184,276,87,79,62,65,14,4,776,..,57,252,258,303,314,286,218,100,1775,24,56,56,47,48,29,28,13,9,300,3189,2194,2550,2301,2271,2226,1751,1075,339,17893,..,32,877,1387,1390,1448,1145,571,99,6947,..,204,773,381,280,169,63,8,0,1884,..,27,164,360,423,270,121,85,52,1498,2919,..,..,..,..,..,..,..,..,2919,..,878,..,..,..,..,..,..,..,878,..,547,301,91,51,32,9,0,0,1033,..,118,63,19,35,75,87,61,41,492,..,61,52,17,12,7,3,4,0,156
SED59494,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,96,148,195,182,126,107,64,21,8,953,96,148,195,182,126,107,64,21,8,953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SED59797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
