UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL521016,122,71,94,67,77,70,61,34,19,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,3,0,0,28,0,3,3,3,4,9,4,0,0,28,123,78,96,69,80,74,70,34,16,637
UCL521017,154,67,95,102,66,78,54,36,19,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,13,0,4,5,9,15,7,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,5,9,15,7,9,0,64,13,0,14,5,9,15,7,9,0,64,160,67,108,109,75,91,58,43,21,738
UCL521018,109,62,64,63,72,56,48,32,11,515,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,13,4,0,0,0,0,5,5,0,0,13,113,65,64,59,72,57,54,33,10,526
UCL521019,94,48,67,83,77,117,122,52,8,666,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,19,0,0,34,4,0,5,3,5,30,28,0,3,73,5,0,4,0,5,10,20,4,0,43,0,0,3,0,0,16,34,0,0,53,94,32,82,84,97,219,275,128,6,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,36,93,92,113,277,375,130,8,1228,106,36,93,92,113,277,375,130,8,1228,199,79,158,177,191,397,487,181,17,1893
UCL521020,110,64,45,53,98,106,128,45,3,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,4,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,4,6,0,0,31,0,7,3,0,5,4,6,5,0,29,108,67,52,60,102,110,141,49,4,692
UCL521021,203,67,78,111,87,98,101,62,15,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,4,4,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,4,4,4,5,0,29,6,7,5,7,7,4,4,5,0,31,207,73,79,114,89,104,103,63,12,855
UCL521022,129,55,61,80,115,103,58,11,4,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,16,19,13,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,9,16,19,17,0,0,86,4,7,9,9,16,19,17,0,0,86,129,66,73,87,133,120,76,9,4,709
UCL521023,121,49,72,80,53,72,72,18,12,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,7,4,0,0,0,27,0,8,4,6,7,4,0,0,0,27,121,54,76,84,57,79,70,18,12,567
UCL521024,394,221,243,222,176,130,83,29,3,1505,0,3,5,3,10,0,0,0,0,30,0,0,0,0,0,6,9,4,0,21,0,6,0,0,0,13,23,4,0,48,8,0,0,4,5,12,23,0,0,47,0,0,0,0,0,3,7,5,0,18,4,12,41,30,38,38,45,20,3,231,0,0,0,0,4,0,0,0,0,5,0,0,5,5,4,4,5,0,0,17,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,21,51,43,50,81,102,33,3,389,17,27,52,44,63,81,106,33,3,421,409,248,295,272,235,214,183,61,10,1926
UCL521025,149,34,107,81,91,97,72,51,15,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,12,7,12,13,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,7,13,13,8,0,0,62,8,0,10,7,13,14,11,0,0,67,156,34,122,89,100,113,82,56,15,765
UCL521026,176,80,63,93,151,97,53,36,3,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,4,6,0,0,0,5,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,5,4,0,0,0,36,15,5,4,3,5,4,0,0,0,31,187,80,63,97,147,109,54,36,3,780
UCL521027,166,104,122,109,103,95,52,12,4,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,3,0,0,11,0,0,5,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,5,6,22,116,90,100,44,6,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,128,90,107,46,12,0,0,423,6,22,128,90,107,46,12,0,0,423,175,134,243,199,215,144,66,17,4,1189
UCL521028,98,59,69,73,91,122,104,80,40,735,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,12,4,10,6,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,4,10,11,7,0,0,50,4,6,12,4,9,11,7,5,0,56,101,61,75,76,101,134,111,81,37,792
UCL521029,151,58,89,96,93,136,92,76,39,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,14,8,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,15,8,5,0,57,0,10,9,9,0,15,8,5,0,60,156,66,99,101,92,148,100,81,39,877
UCL521030,68,48,109,57,73,111,105,65,18,646,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,7,3,11,14,17,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,3,11,16,17,4,0,76,5,6,12,3,11,16,19,11,0,76,65,54,124,60,81,124,128,74,18,724
UCL521031,80,49,112,74,64,81,44,17,5,517,0,0,0,0,4,5,0,0,0,8,0,0,5,0,0,0,5,0,0,11,0,0,4,4,0,6,10,0,0,23,0,0,4,10,0,5,3,0,0,21,0,0,0,0,0,0,6,0,0,7,4,36,118,93,89,76,43,4,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,122,104,82,87,67,9,0,523,4,43,122,107,89,90,67,9,0,533,85,89,232,177,157,171,103,25,5,1051
UCL521032,133,88,118,63,69,94,44,20,0,622,0,4,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,14,20,30,31,35,8,0,146,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,21,20,30,37,37,6,0,157,7,16,21,20,31,34,37,6,0,171,136,106,133,79,95,129,83,27,0,791
UCL521033,118,39,53,80,93,91,57,22,3,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,9,6,0,9,6,0,0,4,4,0,0,0,0,16,0,0,3,0,0,0,0,0,0,11,0,21,96,71,70,77,44,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,102,74,83,83,55,4,0,421,6,21,97,74,83,83,60,4,0,427,122,59,154,150,174,175,116,24,3,976
UCL521034,110,86,66,82,114,131,76,38,11,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,4,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,4,0,0,3,0,0,32,7,8,9,4,0,0,3,0,0,32,119,88,71,82,123,132,83,38,11,744
UCL521035,66,35,34,51,64,93,91,57,14,497,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,5,5,5,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,5,5,5,4,0,34,7,4,7,8,5,5,5,4,0,35,71,37,38,59,66,95,87,65,19,533
UCL521036,61,47,65,29,73,89,73,43,3,485,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,4,0,0,6,3,5,6,7,16,16,5,0,0,54,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,20,24,23,0,0,88,8,5,6,11,19,27,23,0,0,90,64,49,74,38,92,116,94,43,10,581
UCL521037,195,93,87,146,118,120,102,65,11,932,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,3,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,3,0,3,0,0,32,4,5,5,5,3,0,4,0,0,35,201,102,91,146,125,122,105,64,11,972
UCL521038,123,44,41,57,79,122,143,76,45,722,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,3,3,0,3,11,16,13,13,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,19,20,13,0,73,3,5,0,6,12,19,18,13,0,78,120,53,43,62,89,137,161,89,45,802
UCL521039,147,63,46,92,92,132,95,55,17,740,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,3,11,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,3,15,5,0,0,45,5,0,6,10,3,15,3,4,0,55,154,64,53,101,97,145,103,62,16,796
UCL521040,194,38,148,136,96,96,42,9,5,773,0,0,0,0,0,0,0,0,0,0,0,5,7,4,7,8,11,0,0,41,0,0,0,0,6,9,13,4,0,33,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,11,7,0,0,23,14,14,48,41,81,131,189,58,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,53,45,94,156,219,60,0,686,22,20,53,45,94,156,219,60,0,686,217,57,205,189,194,249,264,76,11,1463
UCL521041,225,37,150,114,51,38,5,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,26,32,28,36,9,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,34,30,37,14,0,0,147,0,11,26,34,30,37,14,0,0,147,225,43,171,151,76,74,18,0,0,770
UCL521042,85,55,58,63,85,67,63,36,26,549,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,8,4,6,11,13,18,16,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,16,17,23,16,3,0,95,9,4,8,16,17,23,16,6,3,95,93,66,66,76,101,95,79,45,28,647
UCL521043,91,34,36,49,79,88,53,22,6,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,18,0,0,0,0,5,10,8,0,0,20,91,34,39,49,87,93,62,25,6,476
UCL521044,105,48,58,58,64,118,110,82,23,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,11,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,11,3,0,0,31,3,4,0,4,0,13,3,0,0,36,111,56,58,63,69,128,115,78,26,703
UCL521045,73,32,39,40,43,84,121,59,30,523,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,7,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,7,0,0,3,0,39,7,0,10,3,7,4,0,3,0,42,80,35,53,40,52,88,124,63,32,568
UCL521046,140,107,91,82,94,77,45,23,3,668,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,10,10,11,11,6,6,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,14,7,17,11,3,0,77,12,10,10,14,7,17,11,3,0,80,155,117,105,93,102,87,54,25,3,744
UCL521047,79,25,58,52,80,75,69,35,11,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,14,17,20,21,15,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,18,20,29,12,0,0,114,7,11,19,18,20,29,12,0,0,116,81,33,76,69,97,103,80,31,12,595
UCL521048,142,64,68,79,80,139,173,86,33,872,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,12,3,7,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,12,3,7,5,0,0,55,3,5,15,12,3,7,5,3,0,56,144,67,84,86,85,147,178,88,33,925
UCL521049,108,94,89,79,58,37,12,3,0,475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,5,8,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,3,8,0,0,38,0,5,8,8,9,10,8,0,0,40,104,97,91,80,68,48,17,3,0,513
UCL521050,129,65,82,90,68,90,88,41,19,670,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,12,4,4,10,12,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,4,9,12,8,0,0,44,4,12,4,4,9,10,10,0,0,48,130,75,90,92,78,100,98,41,19,719
UCL521051,163,111,74,86,116,147,77,47,14,835,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13,0,3,4,0,4,3,0,0,0,20,163,114,77,90,126,147,77,47,14,853
UCL521052,170,73,93,111,95,82,37,16,0,686,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,11,5,3,0,25,0,0,0,0,0,9,15,0,0,25,0,0,0,0,0,6,8,0,0,17,0,0,4,0,0,4,0,0,0,13,6,0,22,18,35,38,28,8,0,154,0,0,0,0,5,0,0,0,0,5,0,0,4,0,8,5,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,30,28,43,73,56,11,0,252,7,0,31,28,47,79,56,12,0,253,173,82,120,135,141,152,95,31,0,938
UCL522001,111,89,75,67,51,22,17,4,3,450,3,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,8,7,0,0,43,3,4,15,4,16,8,7,0,0,55,111,95,88,71,66,35,27,7,3,504
UCL522002,31,22,21,22,31,40,60,29,9,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,0,23,0,4,4,3,0,5,4,0,0,25,31,25,27,22,31,39,58,29,9,281
