UCL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL521012,15,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,4,4,9,5,0,0,0,0,0,0,15,8,0,3,0,0,0,0,0,17,0,3,4,0,0,0,0,0,12,0,0,3,0,4,0,0,0,8,0,8,5,5,0,0,4,0,17,3,4,7,3,0,0,0,0,18,5,0,6,3,9,0,0,0,34,3,3,7,5,0,0,0,0,18,0,0,6,4,4,0,0,4,29,0,3,8,5,3,0,0,5,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,54,33,63,29,25,3,4,16,229
UCL521013,28,0,0,0,0,0,0,7,28,11,3,0,0,0,0,0,4,17,13,12,6,0,0,0,0,0,29,6,5,5,9,0,0,0,10,30,0,0,7,6,5,0,0,0,24,5,3,12,0,0,0,0,0,25,6,9,17,9,7,0,0,0,36,0,4,15,10,5,0,0,0,38,3,4,18,14,0,0,0,0,33,0,5,14,5,6,0,0,0,29,4,4,11,11,0,3,0,0,29,0,0,7,4,3,0,0,0,17,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,4,78,48,110,69,29,6,0,26,364
UCL521014,15,0,0,0,0,0,0,11,26,4,5,0,0,0,0,0,3,10,5,3,0,0,0,0,0,3,13,0,3,7,5,0,0,0,4,20,5,3,5,0,0,0,0,10,22,0,7,8,4,0,0,0,7,23,5,8,3,3,0,0,3,3,24,7,7,8,3,4,0,0,7,38,0,4,10,11,0,3,0,0,25,6,0,10,3,6,0,5,8,36,0,4,8,5,7,3,0,6,30,0,0,3,4,0,4,0,0,15,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,43,35,58,43,23,13,13,70,293
UCL521015,8,0,0,0,0,0,0,0,10,8,3,0,0,0,0,0,0,13,15,0,0,0,0,0,0,4,24,5,0,6,0,0,0,0,0,14,5,0,0,6,3,0,0,0,17,0,3,0,3,0,0,0,0,16,0,0,0,0,5,3,0,3,13,0,0,7,10,0,0,0,0,9,3,0,6,5,0,0,0,4,17,3,6,8,7,0,0,0,0,32,0,0,18,9,0,0,0,0,31,0,3,11,9,0,0,0,4,25,0,0,3,11,9,3,0,0,20,0,0,3,7,3,0,0,0,16,0,0,3,0,9,4,3,3,21,49,22,68,63,28,17,3,26,276
UCL521016,22,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,21,8,4,7,3,0,0,0,0,24,3,9,8,6,0,0,0,0,19,5,3,0,0,3,0,0,5,21,3,0,3,6,0,4,0,0,20,0,0,7,4,0,0,0,0,19,0,4,4,3,9,0,0,3,23,0,0,0,8,0,0,0,0,15,0,4,10,0,5,0,0,0,18,0,4,8,6,0,0,3,7,23,0,0,6,6,4,0,0,0,12,0,0,3,0,3,0,0,0,12,0,0,0,7,0,0,0,0,3,4,0,4,0,3,0,0,3,13,64,25,58,42,26,5,11,21,258
UCL521017,10,0,0,0,0,0,0,0,10,19,4,0,0,0,0,0,8,27,9,7,8,0,0,0,0,5,27,9,5,3,0,0,0,0,4,25,6,4,3,10,10,0,0,5,32,0,3,4,6,0,0,0,0,19,0,0,3,6,0,0,0,0,13,5,0,8,7,0,0,0,5,20,5,0,6,5,4,0,3,0,24,0,0,5,0,0,0,0,0,10,4,0,3,0,3,0,0,0,15,0,0,0,0,3,0,3,0,12,0,0,0,0,3,0,0,3,8,0,0,0,0,4,0,0,0,11,0,0,0,4,8,4,0,0,15,62,27,54,41,32,5,18,29,261
UCL521018,11,0,0,0,0,0,0,3,17,9,0,0,0,0,0,0,0,17,5,0,4,0,0,0,0,0,9,8,5,6,3,0,0,0,0,22,5,0,8,0,0,0,0,0,20,0,0,4,0,0,0,0,0,15,0,0,3,4,0,0,0,0,10,0,6,7,8,0,0,0,5,25,3,3,3,5,0,0,0,0,19,0,0,8,3,0,0,0,0,21,0,0,3,8,3,0,0,0,14,0,0,5,5,4,0,0,0,15,0,0,4,0,4,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,46,16,64,43,22,3,3,10,213
UCL521019,4,0,0,0,0,0,0,8,9,14,0,0,0,0,0,0,4,20,11,0,0,0,0,0,0,0,19,13,0,3,0,0,0,0,3,25,4,0,5,3,3,0,0,6,17,0,0,5,3,0,0,0,4,18,6,3,7,3,0,0,0,5,23,3,5,7,6,0,0,0,7,28,3,0,13,8,0,0,0,6,35,0,4,13,8,4,0,0,4,29,0,0,13,8,6,0,0,0,20,0,3,12,6,3,0,0,7,36,0,0,3,4,4,0,0,6,14,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,5,3,74,27,78,49,22,8,4,63,317
UCL521020,17,0,0,0,0,0,0,0,17,10,3,0,0,0,0,0,0,19,6,8,5,4,0,0,0,0,22,3,0,3,0,0,0,0,0,13,9,0,7,7,0,0,0,0,19,5,4,7,4,0,0,0,0,18,0,0,12,0,0,0,0,0,20,0,6,13,0,6,0,0,0,34,0,5,12,8,0,0,0,0,35,0,4,11,0,4,3,0,0,19,3,5,14,5,12,0,0,3,40,0,3,11,9,4,0,0,4,29,0,0,3,3,0,0,0,3,15,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,55,42,98,46,31,9,6,13,305
UCL521021,23,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,14,5,0,5,0,0,0,0,3,20,12,3,10,3,7,0,0,0,33,0,9,17,7,7,0,0,0,34,0,3,12,14,5,0,0,3,32,6,3,8,3,0,0,0,0,20,6,0,8,5,6,3,0,3,29,4,11,6,3,3,0,0,0,25,4,0,12,9,8,0,0,0,27,3,5,12,0,5,0,0,3,25,4,0,7,9,3,0,0,0,28,0,5,0,10,6,0,0,0,19,0,0,0,3,4,0,0,5,9,0,0,3,0,5,0,0,0,5,81,29,109,69,36,8,5,25,348
UCL521022,15,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,6,8,15,0,0,0,0,0,0,0,14,15,4,0,0,0,0,0,0,19,4,4,0,3,0,0,0,0,19,0,7,10,7,0,0,0,3,37,0,7,12,6,0,0,0,3,38,7,9,15,9,0,0,0,5,36,5,4,13,0,0,0,0,9,31,4,0,14,3,3,0,0,0,29,4,0,14,7,0,0,0,3,27,4,0,7,0,0,0,0,4,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,71,41,92,38,10,0,0,39,292
UCL521023,13,0,0,0,0,0,0,6,15,7,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,3,14,9,9,12,0,0,5,0,5,30,3,5,7,0,3,0,0,0,25,4,0,8,7,5,0,0,3,20,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,5,4,6,0,0,0,14,0,0,7,0,0,0,3,7,23,3,0,9,3,3,0,4,4,22,3,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,44,17,51,31,23,9,8,31,215
UCL521024,34,3,0,0,0,0,0,30,66,20,7,9,0,0,0,0,20,60,28,9,12,6,3,0,0,7,77,17,13,11,10,6,0,3,15,78,8,9,6,14,5,3,10,5,63,8,4,7,11,6,3,11,13,70,11,3,8,7,3,0,6,13,49,5,6,10,5,9,0,4,8,48,3,4,6,10,0,6,9,9,45,0,3,8,6,10,0,4,0,30,6,0,4,5,0,0,5,3,21,3,0,0,0,4,0,3,7,19,0,0,0,0,0,3,3,6,10,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,156,58,86,67,40,22,63,139,641
UCL521025,8,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,16,19,6,12,0,0,0,0,3,44,11,3,9,5,0,0,0,4,32,6,0,12,6,0,0,0,6,26,7,0,3,3,6,0,0,0,20,9,0,9,0,0,0,0,0,20,10,0,9,4,0,0,0,3,26,5,0,3,9,0,0,0,5,24,0,4,6,6,3,0,0,3,24,4,3,5,4,3,0,0,4,24,3,0,8,8,0,0,0,8,19,3,0,0,5,5,0,0,0,19,0,0,0,3,4,0,0,0,15,0,0,0,0,3,0,0,0,9,82,29,68,59,31,4,0,32,318
UCL521026,24,0,0,0,0,0,0,5,28,18,0,0,0,0,0,0,0,21,4,4,4,0,0,0,0,0,19,4,3,7,3,0,0,0,0,18,5,0,8,5,0,0,0,4,30,3,0,8,6,3,4,0,0,27,4,7,19,5,5,0,0,3,38,6,4,18,5,0,0,0,4,41,9,8,9,6,0,0,0,0,35,0,0,11,3,3,0,0,0,17,7,0,4,8,0,0,0,3,16,0,0,3,0,0,0,0,0,8,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,86,36,93,53,18,9,3,23,326
UCL521027,19,3,0,0,0,0,0,10,27,13,3,0,0,0,0,0,10,29,3,3,5,0,0,0,0,5,20,4,3,9,7,0,0,0,11,39,0,0,7,4,0,0,0,10,18,6,0,6,0,4,0,0,12,32,4,0,4,3,6,0,0,7,30,0,4,8,0,0,0,3,4,21,0,0,3,0,5,0,0,4,12,0,0,10,3,5,0,0,7,23,0,0,5,0,4,0,0,8,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,57,17,49,29,18,8,3,94,286
UCL521028,23,0,0,0,0,0,0,6,29,5,0,0,0,0,0,0,0,9,8,0,3,0,0,0,0,0,18,3,3,3,0,0,0,0,0,17,0,3,4,0,6,0,0,5,21,5,4,5,6,0,0,0,0,19,0,3,5,4,4,0,0,6,22,6,0,4,4,3,0,0,3,28,4,0,15,7,0,0,0,3,37,3,0,10,9,3,7,0,0,29,3,0,7,4,0,0,0,4,20,0,0,11,11,3,0,0,3,37,0,3,6,3,0,0,0,9,25,0,0,4,5,5,6,0,4,23,0,4,5,9,9,5,0,9,30,72,26,94,64,37,21,5,51,357
UCL521029,12,0,0,0,0,0,0,0,18,6,8,5,0,0,0,0,0,16,13,3,4,0,0,0,0,0,21,3,0,6,0,0,0,0,4,22,5,6,4,11,3,0,0,3,26,0,4,7,3,3,0,0,4,17,3,4,5,0,6,0,0,0,19,0,4,12,6,3,0,0,7,29,9,0,15,10,8,0,0,7,36,0,0,11,5,0,3,0,3,29,0,4,10,7,3,3,0,0,34,0,0,3,9,0,0,4,0,24,0,0,3,5,0,3,0,3,24,0,4,5,10,4,0,0,5,24,0,0,0,11,7,3,0,0,25,60,32,94,81,39,13,4,32,366
UCL521030,4,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,4,13,32,3,0,0,0,0,0,4,39,17,3,5,6,0,0,0,0,30,4,6,0,3,3,0,0,3,18,4,4,8,0,0,0,0,0,17,0,5,4,5,0,0,0,0,17,3,3,8,0,0,3,0,0,27,4,0,3,8,0,0,0,4,22,9,3,11,12,0,0,0,5,33,0,4,9,5,3,4,0,5,34,3,3,8,11,0,0,0,5,26,4,5,4,5,5,0,0,8,26,0,0,4,0,0,0,0,0,12,0,0,0,3,5,0,0,0,11,108,36,72,55,21,13,0,33,338
UCL521031,10,0,0,0,0,0,0,0,8,9,6,0,0,0,0,0,7,12,9,3,0,0,0,0,0,0,20,10,5,0,4,0,0,0,3,26,10,0,0,0,0,0,0,7,17,4,0,0,0,5,3,4,0,19,0,9,0,0,0,0,0,4,14,5,0,4,0,4,0,0,4,14,4,0,3,3,0,0,0,3,18,0,4,0,7,5,0,0,3,19,0,0,3,0,0,0,0,0,15,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,62,27,24,33,15,8,9,39,209
UCL521032,12,0,0,0,0,0,0,10,22,15,7,0,0,0,0,0,7,27,14,4,0,0,0,0,0,6,30,5,7,3,5,0,0,4,7,30,4,5,4,0,6,0,3,7,18,0,5,3,0,0,0,0,0,19,3,0,0,3,0,0,0,4,12,3,0,0,4,3,3,0,5,24,4,0,4,0,3,0,4,6,28,0,0,0,6,0,0,0,3,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,36,24,28,25,10,18,64,270
UCL521033,3,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,7,0,0,0,4,0,0,0,4,15,4,3,4,6,0,0,3,11,30,4,0,4,4,6,0,0,17,26,0,0,3,0,0,0,0,8,23,4,3,3,0,0,0,0,7,16,0,4,0,0,0,0,0,7,22,0,5,4,3,0,0,0,10,33,0,0,0,3,0,0,0,6,15,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,22,26,26,7,4,3,99,220
UCL521034,21,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,12,12,3,3,0,0,0,0,4,18,6,5,5,0,0,0,0,4,19,5,3,7,9,0,0,0,0,27,5,0,6,0,0,0,0,0,16,7,5,11,11,0,0,0,0,23,16,4,6,3,6,0,0,3,41,3,3,13,10,4,0,0,4,40,10,0,7,11,0,0,0,3,29,0,0,8,4,0,0,0,0,24,0,7,9,0,6,0,0,0,20,0,3,0,3,4,0,0,0,8,0,0,0,8,3,3,0,0,15,0,0,0,0,0,0,0,0,0,81,41,77,58,26,7,8,25,320
UCL521035,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,5,5,5,0,0,0,0,0,14,3,4,0,5,0,0,0,0,16,5,4,5,0,0,0,0,0,13,0,0,3,3,3,0,0,0,15,0,6,4,8,5,0,0,0,18,4,5,3,7,4,0,0,5,29,4,3,7,12,0,0,0,3,31,3,0,8,6,0,0,0,0,15,7,0,4,5,6,4,0,0,26,0,0,3,5,3,0,0,9,24,0,0,0,5,5,0,0,0,13,0,0,0,3,0,0,4,4,10,50,22,56,58,28,8,7,23,247
UCL521036,5,0,0,0,0,0,0,0,9,10,4,0,0,0,0,0,5,19,5,0,0,0,0,0,0,0,14,9,3,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,6,13,4,0,3,0,3,0,4,7,16,0,0,7,5,0,0,0,6,22,3,3,5,5,0,0,0,9,25,4,5,9,6,0,0,0,4,28,0,0,3,5,4,0,0,3,20,0,0,0,5,3,0,6,0,17,0,0,0,0,0,0,0,5,17,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,54,21,53,36,13,3,13,45,231
UCL521037,20,0,0,0,0,0,0,0,25,7,6,0,0,0,0,0,0,15,9,0,9,3,0,0,0,3,20,9,4,6,4,0,0,0,3,24,8,3,15,11,8,3,0,0,40,5,3,14,4,6,0,0,0,39,0,6,10,3,10,0,0,5,33,6,8,8,13,0,0,0,4,36,8,3,3,3,6,0,0,0,26,0,4,8,8,3,4,0,0,32,3,6,9,5,0,0,3,0,33,0,3,6,3,3,0,5,4,27,0,0,7,7,0,0,0,8,21,0,0,4,0,3,4,0,0,12,0,0,5,0,0,0,0,0,4,79,41,103,75,42,19,10,25,393
UCL521038,13,0,0,0,0,0,0,5,14,7,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,20,0,0,5,3,4,0,0,4,17,0,0,4,0,7,0,0,6,17,0,3,3,0,6,3,0,4,13,0,3,11,6,0,0,0,0,33,5,0,6,9,6,0,0,4,26,3,3,11,4,10,0,0,5,32,3,3,11,14,3,0,0,0,45,3,6,9,8,9,0,0,4,32,3,0,4,6,7,3,0,4,26,0,0,6,5,0,6,0,0,14,5,0,11,4,0,0,6,5,31,49,26,84,68,40,11,7,49,350
UCL521039,22,0,0,0,0,0,0,4,27,3,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,15,3,0,18,0,7,0,0,0,27,3,4,9,3,4,0,0,4,30,0,0,10,4,3,0,0,0,27,10,3,16,3,3,0,0,3,38,10,3,14,7,0,0,0,0,45,10,3,18,6,0,0,0,0,35,3,3,11,5,5,0,0,3,32,0,5,15,4,3,0,0,0,26,5,0,7,3,5,0,0,0,18,0,0,0,3,0,0,0,7,8,0,3,0,9,0,0,0,0,12,75,36,124,52,33,3,0,21,339
UCL521040,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,9,7,4,11,0,0,0,0,9,31,12,17,13,4,0,0,0,14,56,8,4,16,6,0,0,0,7,39,5,4,9,4,0,0,0,5,29,0,6,9,3,4,0,0,7,19,4,4,10,11,0,0,0,6,31,0,4,3,5,3,0,0,4,16,3,3,8,5,0,0,0,0,23,0,0,6,0,4,0,0,6,18,0,0,3,4,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,41,76,43,7,4,0,61,301
UCL521041,5,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,6,23,10,4,6,0,0,0,0,0,30,10,8,28,15,0,0,0,0,59,3,3,19,3,3,0,0,0,36,0,0,6,6,3,0,0,0,16,0,0,0,0,4,0,0,0,9,0,4,5,0,0,0,0,0,11,0,0,0,4,0,4,0,0,11,0,0,6,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,75,24,15,4,0,17,213
UCL521042,13,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,4,16,13,0,4,0,0,0,0,3,19,6,0,0,3,3,0,0,0,12,0,3,8,0,0,0,0,0,21,3,4,4,3,0,0,0,3,18,5,5,9,0,0,0,0,4,18,5,3,11,3,3,0,0,4,28,3,0,3,0,0,0,0,0,12,8,0,9,5,4,5,0,3,26,4,0,7,5,0,0,0,0,16,0,0,8,8,4,4,0,0,17,0,0,0,8,0,0,0,0,12,0,0,4,0,3,0,0,3,12,0,0,0,4,3,5,3,0,14,69,14,65,42,20,14,3,28,260
UCL521043,12,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,10,6,5,5,0,0,0,0,0,14,0,6,4,3,0,0,0,0,11,3,0,9,3,0,0,0,0,16,3,5,8,4,0,0,0,0,20,11,5,10,4,0,0,0,6,31,4,4,9,6,5,0,0,0,20,9,6,8,6,3,0,0,4,31,3,0,8,5,3,0,0,0,20,4,0,8,4,3,0,0,0,13,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,59,22,65,34,14,0,4,13,223
UCL521044,9,0,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,11,3,0,0,3,0,0,0,0,16,0,3,3,6,6,0,0,0,18,4,5,4,4,4,0,0,0,17,0,4,4,4,0,0,0,0,13,0,0,3,0,0,0,0,5,14,0,0,6,0,7,0,0,0,17,5,3,5,12,0,0,0,0,30,6,4,8,4,4,0,3,4,32,4,0,12,12,0,0,0,3,34,0,3,11,4,6,0,0,0,28,0,0,7,8,8,0,0,0,22,0,0,0,13,0,0,0,10,21,0,0,0,0,3,7,0,4,13,43,29,80,69,34,10,11,28,300
UCL521045,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,3,15,7,0,0,6,0,0,0,7,16,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,5,4,0,4,3,0,0,0,5,21,7,3,10,3,0,0,0,10,31,4,0,9,11,0,0,0,5,31,3,0,4,14,0,0,0,9,35,3,0,5,8,6,0,0,9,27,0,0,8,3,0,0,0,4,16,0,0,0,9,0,0,0,8,14,0,0,0,3,8,6,0,0,22,43,22,54,57,17,7,3,62,266
UCL521046,17,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,3,27,10,6,7,0,0,0,0,6,23,14,7,4,0,0,0,0,0,26,5,3,0,5,4,0,0,0,25,6,0,5,5,3,0,3,4,22,3,0,5,5,3,4,0,0,21,5,6,5,4,4,0,4,0,33,0,0,3,5,0,4,0,3,16,0,0,3,0,0,0,0,0,10,0,4,6,3,3,0,5,3,23,0,4,0,0,0,0,5,0,12,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,85,32,42,37,26,13,19,24,284
UCL521047,3,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,6,7,0,3,3,0,0,0,0,15,9,0,6,0,0,0,0,0,16,0,0,7,0,0,0,0,0,15,0,0,7,0,0,4,0,0,16,5,0,9,0,6,0,0,4,18,3,7,9,8,3,0,0,0,34,0,6,4,5,4,0,0,0,14,0,0,3,4,4,0,0,0,16,0,0,0,5,3,0,0,0,14,0,3,5,5,0,0,0,0,16,4,0,7,0,0,0,0,0,11,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,3,6,40,21,66,41,19,3,5,15,203
UCL521048,12,0,0,0,0,0,0,3,14,12,7,0,0,0,0,0,0,19,7,8,3,0,0,0,0,3,15,6,0,3,7,3,0,0,6,24,4,5,7,3,4,0,0,3,20,4,0,10,5,3,0,0,4,26,0,4,4,7,3,3,0,3,24,3,3,7,4,0,0,0,7,29,3,9,9,7,4,3,0,0,37,7,3,16,15,4,0,0,10,47,9,3,13,9,3,4,0,7,44,0,9,22,14,0,4,0,0,55,0,0,10,4,4,0,0,0,24,0,0,4,3,0,4,0,0,20,0,0,0,0,6,0,4,4,21,68,42,109,75,38,14,13,44,412
