UCL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL521010,11,14,24,23,39,34,4,0,0,147,5,8,21,12,18,21,43,27,6,162,4,0,5,0,4,0,9,0,0,27,24,24,54,36,61,61,53,23,6,337,4,20,30,36,45,29,4,0,0,174,9,5,19,7,22,16,7,0,0,89,0,0,7,0,8,7,0,0,0,20,0,0,3,0,0,3,0,0,0,12,15,30,55,47,72,59,14,0,0,292,8,0,5,5,0,0,0,0,0,18,6,6,0,0,0,0,0,0,0,10,9,6,3,3,0,5,0,0,0,30,28,32,64,52,74,59,14,0,0,323,21,16,30,14,29,36,75,52,12,276,8,3,9,5,10,13,11,4,0,60,54,52,97,79,109,105,95,52,12,664
UCL521011,15,9,19,46,42,21,3,0,0,156,9,4,14,9,5,14,9,9,0,68,0,0,0,3,4,0,0,0,0,3,19,9,33,53,47,35,15,9,0,225,10,19,35,62,48,31,3,0,0,200,11,0,11,29,23,7,3,0,0,83,0,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,22,22,47,95,77,43,7,0,0,306,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,6,0,0,5,0,0,0,9,23,23,51,95,77,41,10,0,0,314,7,4,14,11,5,19,32,14,0,103,0,0,3,6,3,0,0,0,0,17,34,25,65,103,87,63,36,14,0,433
UCL521012,4,5,25,18,28,35,7,0,0,123,9,0,5,5,8,12,42,5,0,89,0,4,0,3,0,0,6,0,0,12,15,4,27,21,34,58,59,10,5,229,3,7,28,31,46,45,11,0,0,166,13,0,14,9,17,9,10,0,0,68,0,0,6,0,0,8,5,0,0,14,0,0,0,0,7,0,0,0,0,4,15,11,44,45,61,64,16,0,0,257,0,0,0,0,0,5,0,0,0,10,0,0,0,4,0,3,0,0,0,5,0,0,0,4,0,3,0,0,0,17,17,11,45,47,58,72,18,0,0,268,10,0,12,5,13,27,68,20,7,162,0,3,0,0,3,11,8,0,5,29,29,13,60,48,77,107,99,23,9,462
UCL521013,19,14,43,43,60,40,11,0,0,227,16,3,11,8,13,15,37,14,4,123,0,0,8,3,0,0,0,0,0,18,28,17,56,51,77,64,48,12,4,364,10,21,47,52,57,53,10,0,0,249,23,8,24,26,37,30,14,0,0,160,4,0,12,0,3,10,0,0,0,31,0,0,0,0,3,0,0,0,0,14,34,31,84,76,107,91,20,0,0,444,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,3,0,8,3,0,0,0,16,41,31,87,78,115,95,21,0,0,461,35,6,18,11,18,32,69,22,8,228,0,0,12,10,3,6,0,3,0,39,73,35,113,94,141,137,99,27,8,729
UCL521014,5,4,19,19,42,34,9,0,0,135,12,4,7,9,6,17,27,5,0,96,5,4,7,8,13,9,10,5,0,61,26,10,33,41,63,62,47,12,0,293,4,6,27,29,61,51,14,0,0,190,3,3,5,9,21,20,13,0,0,77,0,0,0,3,4,6,0,0,0,20,0,0,0,0,0,4,0,0,0,6,10,9,34,43,83,77,25,0,0,289,0,0,0,0,0,5,0,0,0,15,0,0,5,0,5,0,0,0,0,14,5,3,4,5,3,6,0,0,0,19,14,13,41,44,87,87,25,0,0,313,14,6,8,13,22,41,70,22,6,196,12,3,15,27,28,24,19,9,0,134,36,29,63,82,132,151,115,35,4,648
UCL521015,9,9,31,28,22,31,21,0,0,143,5,3,0,3,5,13,32,31,18,110,0,0,8,0,3,3,4,4,3,20,10,13,38,29,27,46,58,36,21,276,13,22,39,25,33,41,20,0,0,193,6,4,14,18,18,16,10,0,0,88,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,8,15,23,59,49,48,58,40,3,0,297,0,0,0,5,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,0,0,0,12,15,29,61,50,50,60,35,3,0,315,5,0,0,3,5,18,70,53,26,192,4,0,8,0,10,5,9,3,5,39,25,27,67,59,64,85,115,60,38,535
UCL521016,13,12,26,21,28,22,8,0,0,129,14,7,13,8,9,11,24,17,8,107,0,0,3,10,3,0,7,0,3,23,28,21,42,36,41,26,35,17,13,258,7,20,54,32,33,27,12,0,0,191,8,0,12,18,20,19,4,0,0,88,0,0,0,0,0,3,6,0,0,16,0,0,5,0,0,0,0,0,0,6,17,25,74,51,60,49,26,0,0,295,0,5,7,0,3,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,8,5,5,0,3,4,0,0,0,20,24,32,78,51,55,54,26,0,0,314,26,7,13,10,17,24,44,30,18,182,3,4,7,10,5,3,4,0,3,40,50,37,101,69,84,75,74,40,25,541
UCL521017,4,13,35,37,25,23,7,3,0,143,4,3,12,5,7,12,15,16,13,87,0,3,9,3,5,3,5,4,0,31,10,27,53,50,33,34,28,22,15,261,0,28,57,60,36,42,13,6,0,244,8,4,18,19,15,11,5,5,0,86,0,0,5,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,12,29,80,82,53,53,26,4,0,335,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,12,29,80,82,54,53,26,4,0,343,9,3,13,9,7,17,20,24,15,127,0,8,16,17,13,11,11,5,0,86,28,49,105,107,74,80,56,38,19,552
UCL521018,5,9,21,24,31,19,8,0,0,119,7,4,6,7,3,13,24,18,4,91,0,0,0,0,5,0,0,0,0,5,17,17,27,37,35,36,26,23,4,213,6,13,38,29,42,21,5,0,0,161,12,3,14,17,15,10,4,4,0,86,0,0,6,0,3,3,0,0,0,10,0,3,0,0,0,0,0,0,0,3,17,25,54,54,62,34,16,4,0,264,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,28,54,55,62,37,16,4,0,267,18,4,9,8,4,23,48,32,11,156,0,0,0,0,13,0,0,0,0,15,33,33,64,61,77,59,57,34,11,440
UCL521019,4,14,34,27,33,42,8,0,0,159,5,0,4,3,12,19,35,12,0,97,3,4,4,12,9,10,7,8,3,58,9,20,42,39,45,65,55,21,3,317,0,11,36,36,41,37,12,5,0,184,10,10,11,15,17,22,10,0,0,96,0,0,6,0,3,5,0,0,0,17,0,0,0,0,0,4,0,0,0,10,7,22,54,55,61,74,25,10,0,304,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,4,0,0,0,11,7,18,54,63,62,78,25,10,0,317,6,6,3,10,14,30,89,36,3,190,4,9,14,17,11,21,18,15,3,120,20,34,73,86,95,127,129,61,8,625
UCL521020,9,8,20,21,38,26,6,0,0,138,8,3,13,13,11,26,57,14,5,152,0,0,0,0,3,0,9,5,0,16,17,19,35,39,49,57,71,20,5,305,9,4,11,28,55,34,6,0,0,148,11,4,16,13,27,24,4,3,0,101,0,5,4,6,6,13,4,0,0,32,0,3,3,5,4,0,0,0,0,14,17,21,33,50,90,72,17,3,0,300,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,15,19,24,35,54,95,78,17,3,0,314,26,5,16,12,17,43,124,46,9,296,0,0,0,4,16,3,7,4,6,41,40,26,52,72,125,126,146,55,8,653
UCL521021,13,13,42,51,40,36,7,3,0,199,14,0,4,15,7,21,45,23,10,137,0,0,8,0,0,0,3,3,0,16,28,14,54,63,47,55,55,29,5,348,4,14,42,62,55,41,11,0,0,225,14,11,22,35,11,26,10,9,0,136,5,0,3,0,7,10,5,0,0,27,0,0,0,3,0,0,0,0,0,4,16,23,68,102,77,78,20,9,0,399,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,4,0,0,0,5,4,0,0,0,0,7,16,23,68,106,82,78,22,9,0,404,29,0,9,17,7,33,79,55,9,243,0,0,14,9,4,4,7,3,0,42,43,29,93,129,92,115,108,65,13,686
UCL521022,12,3,27,45,59,44,13,0,0,207,6,0,3,3,4,11,18,5,3,52,0,6,0,4,7,3,9,0,0,33,14,8,33,48,76,59,40,10,4,292,7,8,28,31,62,43,9,0,0,183,19,6,24,33,41,34,20,0,0,177,7,0,0,10,12,9,3,0,0,35,0,0,4,0,5,0,0,0,0,10,27,15,56,71,116,87,32,0,0,404,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,27,15,61,73,112,81,32,0,0,406,13,0,3,5,12,21,48,8,3,106,3,6,4,8,23,10,20,0,0,73,46,19,75,87,146,115,96,11,4,592
UCL521023,6,3,32,27,10,19,17,0,0,107,7,0,12,15,14,13,13,9,7,87,4,0,3,3,0,4,7,0,0,21,15,8,44,43,24,34,32,9,7,215,4,15,28,30,25,23,23,0,0,154,0,5,20,15,12,13,11,3,0,79,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,16,50,53,39,43,36,3,0,236,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,6,6,0,0,12,3,0,5,3,0,0,6,0,0,17,13,16,54,52,36,44,33,3,0,251,12,6,17,15,15,34,31,13,8,147,3,4,3,9,3,8,6,3,0,46,29,23,73,83,58,85,71,18,12,449
UCL521024,8,11,58,48,36,32,8,0,0,208,56,39,70,65,46,30,26,13,0,343,3,9,21,18,14,12,12,7,4,89,66,60,153,132,99,76,42,12,0,641,3,21,80,62,58,47,9,0,0,270,4,8,12,15,6,6,3,0,0,51,0,6,8,3,0,0,0,0,0,21,0,0,8,0,5,13,3,0,0,29,9,31,101,81,74,67,20,0,0,377,4,0,6,16,8,4,0,0,0,45,3,0,0,4,0,0,0,0,0,12,6,3,16,21,7,4,0,0,0,58,12,32,115,101,77,66,17,0,0,433,107,61,112,99,77,47,52,16,0,581,6,13,44,35,33,24,12,12,3,186,131,111,270,240,193,143,81,29,3,1200
UCL521025,6,15,45,39,26,27,4,0,0,161,0,0,20,10,18,9,33,28,8,129,0,0,3,0,3,5,5,5,0,26,9,16,68,45,51,46,46,33,9,318,0,11,56,45,48,41,10,0,0,213,3,5,26,17,17,24,3,7,0,98,0,0,6,8,4,4,5,0,0,32,0,0,5,0,0,5,3,0,0,11,6,18,91,73,68,70,17,8,0,350,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,8,6,18,89,71,72,74,17,8,0,356,3,0,24,18,26,19,63,47,9,205,0,3,7,8,8,13,8,10,0,55,13,19,117,92,104,106,91,57,15,617
UCL521026,20,13,31,36,64,30,5,0,0,200,8,5,10,14,16,18,16,20,0,105,5,0,0,9,9,0,0,5,0,23,28,21,34,59,83,54,21,21,0,326,10,13,22,52,91,48,7,0,0,240,13,15,18,15,19,18,7,0,0,104,0,0,10,0,4,3,3,0,0,19,3,4,0,3,3,0,0,0,0,16,22,28,51,70,118,72,20,4,0,378,0,0,0,0,7,3,0,0,0,13,3,0,0,0,0,0,0,0,0,8,3,0,0,0,8,3,0,0,0,17,28,30,46,73,125,74,20,4,0,397,18,7,13,19,19,25,35,37,3,177,3,0,0,10,10,7,0,5,0,35,48,37,60,99,158,104,51,36,3,607
UCL521027,10,13,17,20,22,13,3,0,0,110,6,7,18,12,11,17,16,9,0,86,10,10,19,19,17,11,6,8,0,96,27,29,52,51,52,39,20,13,0,286,6,21,41,41,42,30,6,0,0,182,14,0,5,12,13,8,0,3,0,52,4,3,3,0,4,3,0,0,0,11,0,0,5,0,4,0,0,0,0,8,24,18,59,54,57,39,11,3,0,261,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,3,0,4,0,0,0,0,14,22,23,61,57,63,41,12,3,0,278,15,7,15,17,14,28,31,8,0,135,16,18,50,44,44,33,16,10,4,218,54,58,121,114,117,100,57,12,4,633
UCL521028,18,5,17,23,33,35,12,0,0,145,12,3,7,10,11,30,44,43,29,177,4,0,0,6,9,7,4,7,5,32,29,9,29,40,53,61,52,47,30,357,5,9,35,32,38,41,10,0,0,165,13,0,10,20,21,33,6,3,0,110,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,0,0,5,26,14,51,52,57,82,16,4,0,297,3,0,6,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,3,0,6,4,3,4,0,0,0,17,33,15,54,51,65,86,17,4,0,309,20,3,14,21,22,38,92,71,34,316,6,4,7,7,16,15,4,11,5,70,56,20,73,82,96,142,112,87,39,702
UCL521029,9,13,31,33,39,36,10,0,0,178,3,6,10,9,5,20,37,39,21,152,0,0,9,0,5,4,0,8,0,34,18,16,43,44,52,67,55,53,25,366,5,12,40,39,37,55,13,5,0,206,7,13,23,27,27,29,22,0,0,143,0,0,8,8,3,3,4,0,0,27,5,3,0,5,0,7,0,0,0,21,21,30,72,71,70,96,35,5,0,395,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,0,9,24,28,79,79,72,99,35,5,0,405,8,6,7,19,13,38,60,69,34,253,3,0,10,5,11,9,4,15,10,60,33,32,100,97,94,138,100,83,42,723
UCL521030,0,12,60,28,26,28,14,6,0,170,4,0,8,3,11,26,43,33,10,133,0,4,4,0,4,10,3,3,5,30,4,13,67,31,39,62,57,36,11,338,3,16,60,26,34,31,14,6,0,189,3,12,28,17,15,24,8,0,0,110,0,5,5,4,3,9,6,3,0,28,0,0,3,4,3,0,0,0,0,13,12,30,96,48,66,68,22,10,0,341,0,0,0,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,7,12,31,96,48,66,63,28,10,0,349,9,4,10,10,12,47,90,63,18,263,0,11,3,7,11,15,8,14,4,70,19,37,116,60,89,131,128,76,25,677
UCL521031,0,4,26,21,19,20,9,3,0,106,5,4,7,11,9,15,15,7,0,71,0,0,3,8,6,7,0,0,0,33,8,12,46,40,35,43,18,11,0,209,8,13,50,30,34,40,8,5,0,190,0,5,9,10,4,3,3,0,0,33,0,0,0,0,0,0,0,0,0,12,0,0,6,0,4,5,0,0,0,14,7,18,65,38,46,49,7,4,0,240,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,7,17,70,43,48,49,12,4,0,250,10,5,10,16,15,19,30,12,4,121,3,8,33,18,19,17,4,0,0,108,22,31,112,80,81,89,45,17,4,480
UCL521032,4,8,35,11,19,23,4,0,0,109,16,11,15,21,15,15,10,10,0,106,6,6,11,7,10,13,3,0,0,58,22,27,64,38,40,47,18,9,0,270,0,9,47,8,24,37,11,0,0,131,0,0,5,5,5,6,0,0,0,31,0,0,7,0,0,11,5,0,0,21,4,3,5,0,4,0,0,0,0,13,4,13,59,19,28,55,16,4,0,196,0,3,6,0,5,3,0,0,0,15,3,4,0,0,0,0,0,0,0,13,3,7,5,4,5,0,0,0,0,24,3,19,66,17,32,56,17,3,0,226,26,22,30,33,23,24,22,13,0,196,12,10,28,14,23,20,11,6,0,117,47,47,130,64,77,106,50,20,0,533
UCL521033,0,4,5,17,18,25,6,0,0,74,0,0,3,11,4,11,13,6,0,43,9,3,15,27,17,18,8,5,0,99,15,10,26,53,40,49,25,6,0,220,4,3,14,20,30,22,6,0,0,104,3,0,5,0,4,11,3,0,0,23,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,4,15,26,34,32,8,6,0,133,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,4,16,22,35,37,13,6,0,141,3,0,10,16,8,19,29,12,0,96,12,11,33,44,50,35,20,9,0,224,25,23,56,82,93,96,63,24,9,465
UCL521034,11,9,28,32,52,39,3,0,0,184,3,7,5,7,10,17,36,21,5,109,0,0,3,3,3,8,0,0,0,22,18,12,37,47,62,66,40,21,0,320,12,15,30,38,65,55,6,0,0,229,15,11,13,19,31,22,7,3,0,122,0,0,3,3,8,4,0,0,0,18,0,0,6,6,0,0,0,0,0,17,29,33,52,65,105,92,15,3,0,380,0,5,3,4,3,0,0,0,0,10,0,3,0,0,0,4,0,0,0,9,0,3,3,4,3,6,0,0,0,17,29,37,53,71,104,93,15,3,0,399,18,8,9,13,13,31,67,34,11,204,0,0,8,5,10,11,0,0,0,40,41,43,71,85,129,139,80,44,11,647
UCL521035,6,0,10,25,27,30,4,0,0,112,7,0,6,4,6,18,39,32,8,112,0,0,3,0,0,3,0,9,4,24,17,0,16,28,36,53,48,36,10,247,7,0,11,16,34,36,5,4,0,115,6,3,8,21,22,23,7,0,0,91,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,14,3,21,46,54,61,14,4,0,217,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,3,0,0,5,5,0,0,0,14,10,3,23,43,59,65,19,4,0,228,16,0,8,3,7,27,72,51,14,196,0,0,9,4,8,12,8,13,0,50,29,6,38,51,74,98,93,67,19,470
UCL521036,6,7,25,13,22,31,5,0,0,105,0,11,7,4,12,16,27,16,0,86,0,3,4,0,9,11,6,5,0,42,9,19,36,24,44,51,33,19,0,231,0,6,28,17,26,32,11,0,0,118,4,0,13,4,7,17,6,0,0,56,0,0,0,0,3,4,0,0,0,10,0,3,0,0,0,0,0,0,0,11,9,17,42,22,38,50,16,7,0,195,0,0,6,4,5,0,4,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,6,4,8,0,4,0,0,17,10,14,44,23,42,54,14,7,0,211,8,10,16,12,23,41,55,32,5,192,5,3,16,0,21,18,10,6,0,85,23,29,70,36,87,113,84,44,3,491
UCL521037,14,7,23,49,45,27,0,0,0,166,11,12,16,30,21,31,57,33,4,205,0,0,6,4,5,0,3,4,0,24,25,15,49,79,69,59,62,38,4,393,5,10,29,56,46,40,4,0,0,185,18,6,20,29,31,20,3,0,0,118,0,0,0,0,4,6,0,0,0,24,0,0,5,3,0,0,0,0,0,10,26,15,54,93,83,64,6,5,0,336,4,4,0,4,8,0,0,0,0,21,0,0,6,3,0,0,0,0,0,14,3,4,8,8,7,3,0,0,0,35,30,17,56,99,86,68,6,5,0,374,29,17,19,43,36,53,99,60,10,364,0,3,5,12,6,6,3,7,0,45,59,35,92,155,136,127,109,66,11,788
UCL521038,5,3,19,20,30,34,8,0,0,128,5,0,11,9,10,24,63,30,26,182,3,0,5,6,3,5,4,3,5,43,14,12,29,34,46,64,77,42,31,350,0,0,13,18,31,35,14,0,0,118,5,0,3,14,15,31,14,0,0,90,0,0,0,0,3,5,0,0,0,18,0,0,0,4,6,0,0,0,0,16,14,7,25,44,57,70,24,0,0,233,0,3,7,4,3,7,0,0,0,22,0,0,0,0,3,0,0,0,0,6,0,0,6,4,4,8,0,0,0,26,14,10,27,47,61,80,24,4,0,261,14,4,13,14,25,41,113,74,39,336,10,7,6,13,12,14,19,17,8,98,28,21,47,71,95,136,161,94,44,695
UCL521039,12,3,20,46,51,47,10,0,0,184,8,0,5,10,6,32,45,24,7,132,3,0,0,3,5,4,3,3,0,26,27,3,31,53,65,81,54,25,12,339,5,12,12,39,41,49,4,0,0,163,17,0,17,35,39,40,16,0,0,171,5,0,0,0,10,11,0,0,0,28,0,0,0,0,0,0,0,0,0,8,24,16,40,75,93,102,25,4,0,374,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,29,14,41,79,86,104,28,4,0,382,17,0,5,8,14,43,85,56,11,242,7,3,0,0,12,13,4,8,3,47,52,16,46,95,115,163,111,64,19,673
UCL521040,0,5,50,46,33,27,11,0,0,181,4,0,20,8,13,4,13,8,4,65,0,3,21,19,7,7,6,0,0,61,5,9,86,67,57,39,24,7,4,301,0,18,61,78,52,44,16,0,0,263,0,0,14,20,5,15,7,0,0,67,0,0,12,4,5,3,0,0,0,24,0,0,5,4,0,0,0,0,0,11,0,18,91,101,68,66,20,0,0,367,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,5,0,0,13,0,18,95,106,69,68,22,0,0,378,6,0,24,16,11,10,22,14,4,112,0,12,38,30,19,21,6,0,0,121,8,31,154,147,102,99,45,15,6,612
UCL521041,0,14,55,47,15,11,3,0,0,144,3,0,32,11,3,6,4,0,0,56,0,6,4,0,0,0,0,0,0,13,5,23,93,52,18,17,4,0,0,213,0,17,84,78,44,28,5,0,0,254,0,4,27,22,3,0,0,0,0,55,0,3,11,5,7,6,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,23,128,110,54,34,8,0,0,352,0,3,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,7,0,20,129,111,54,41,8,0,0,357,11,0,32,11,3,6,4,0,0,65,0,6,7,0,0,0,3,0,0,21,11,29,164,121,53,47,11,0,0,446
UCL521042,10,13,20,30,37,32,10,0,0,148,6,0,0,7,10,11,27,18,14,88,0,4,3,0,5,3,0,4,0,22,14,16,29,40,47,41,39,25,14,260,4,14,26,27,48,30,8,0,0,162,17,7,14,11,18,23,8,0,0,109,0,0,0,4,3,3,3,0,0,14,3,0,4,0,0,0,0,0,0,7,16,23,44,50,74,59,25,0,0,292,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,10,16,22,48,50,79,55,25,0,0,299,12,3,3,10,18,19,51,37,25,179,0,5,13,4,11,8,4,4,5,49,34,34,68,63,101,82,75,40,29,531
UCL521043,6,9,14,17,40,38,5,0,0,132,5,0,6,3,7,14,29,15,7,77,0,0,3,4,6,4,0,0,0,12,12,10,21,25,48,59,37,15,7,223,5,5,15,28,41,38,4,0,0,142,11,0,13,14,25,30,15,0,0,103,4,0,0,0,0,9,0,0,0,23,0,0,0,0,0,5,0,0,0,5,17,12,29,41,67,81,17,0,0,268,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,15,29,41,69,81,17,0,0,268,8,0,6,3,9,21,51,19,4,124,5,0,3,4,8,8,4,0,0,25,26,18,36,55,84,107,76,27,4,425
UCL521044,9,5,21,18,23,27,8,4,0,113,0,7,10,11,9,30,52,41,6,161,0,5,4,0,7,4,3,10,6,27,9,11,32,30,32,62,62,49,13,300,4,8,22,23,23,29,3,0,0,106,9,5,10,13,9,27,7,3,0,82,0,0,0,0,9,3,4,0,0,13,0,0,0,0,0,0,0,0,0,5,14,17,33,34,36,55,16,3,0,210,3,0,7,6,3,4,0,0,0,19,0,0,3,0,3,0,0,0,0,10,3,0,6,3,6,3,0,0,0,31,18,17,40,36,41,65,18,3,0,242,10,9,15,20,21,53,103,73,20,319,0,6,7,3,14,7,3,14,8,51,26,33,65,64,73,121,122,89,23,611
UCL521045,3,0,15,11,9,17,3,0,0,66,9,0,4,7,8,23,47,21,18,141,0,5,12,5,6,10,12,6,4,58,8,6,26,24,28,52,63,31,22,266,8,7,15,13,15,27,12,0,0,92,4,0,6,8,8,14,7,0,0,41,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,25,20,21,43,24,6,0,151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,27,20,22,44,26,6,0,153,12,0,8,16,10,29,88,48,29,226,5,3,11,7,20,20,31,12,6,120,18,16,48,39,51,97,140,62,34,504
